id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,play_sound,set_filter_01,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,set_filter_02,fade,jump_target,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
d_main_13_08_e_240,d_main_13_08_e,Speech,shifty,shifty,Locale_MainScenario:d_main_13_08_e_240,True,,,,,1,think,,13,sad,,15,idle,,10,10,1.0,,,,,,,,,,,,shifty,OP_leftup,think,,,,,
d_main_13_08_e_241,d_main_13_08_e,Speech,shifty,shifty,Locale_MainScenario:d_main_13_08_e_241,True,,,,,1,think,,13,sad,,15,idle,,10,10,1.0,,,,,,,,,,,,,OP_leftup,sad,,,,,
d_main_13_08_e_242,d_main_13_08_e,Speech,shifty,shifty,Locale_MainScenario:d_main_13_08_e_242,True,,,,,1,think,,13,sad,,15,idle,,10,10,1.0,,,,,,,,,,,,,OP_leftup,no,,,,,
d_main_13_08_e_243,d_main_13_08_e,Speech,shifty,shifty,Locale_MainScenario:d_main_13_08_e_243,True,,,,,1,think,,13,sad,,15,idle,,10,10,1.0,,,,,,,,,,,,,OP_leftup,sad,,,,,
d_main_13_08_e_244,d_main_13_08_e,Speech,rapi,rapi,Locale_MainScenario:d_main_13_08_e_244,False,,,,,1,think,,13,sad,,15,worry,,10,10,1.0,,,,,,,,,,,,,OP_leftup,sad,,snowwhite,17,angry,
d_main_13_08_e_245,d_main_13_08_e,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_13_08_e_245,True,,,,,1,think,,13,sad,,15,idle,,L_170,L_170,1.0,,,,,,,,,,,,,OP_leftup,sad,shifty,,17,angry,
d_main_13_08_e_246,d_main_13_08_e,Speech,anis,anis,Locale_MainScenario:d_main_13_08_e_246,True,,,,,1,think,,13,angry,,15,idle,,130,130,1.0,,,,,,,,,,,,,,,,,17,angry,
d_main_13_08_e_247,d_main_13_08_e,Narration,,,Locale_MainScenario:d_main_13_08_e_247,True,,,,,1,think,,13,angry,,15,idle,,L_170,L_1700,2.0,,,,,,,,,,,,,,,,,17,idle,
d_main_13_08_e_248,d_main_13_08_e,Narration,,,Locale_MainScenario:d_main_13_08_e_248,True,,,,,1,think,,13,angry,,15,idle,,L_1700,L_1700,1.0,,,,,,,,,,,,,,,,,17,idle,
d_main_13_08_e_249,d_main_13_08_e,Narration,,,Locale_MainScenario:d_main_13_08_e_249,True,,,,,1,think,,13,angry,,15,idle,,L_1700,L_1700,1.0,,,,,,,,,,,,,,,,,17,pain,
d_main_13_08_e_250,d_main_13_08_e,Narration,,,Locale_MainScenario:d_main_13_08_e_250,True,,,,,1,think,,15,angry,,13,idle,,black,black,1.0,,,sfx_scn_hit,,,,,,,,,,,,,,17,pain,
d_main_13_08_e_251,d_main_13_08_e,Narration,,,Locale_MainScenario:d_main_13_08_e_251,True,,,,,1,think,,15,angry,,13,idle,,L_1700,16,0.5,,Low_2,,,,,,,,,,,,,,,17,pain,snowwhite
d_main_13_08_e_252,d_main_13_08_e,Speech,anis,anis,Locale_MainScenario:d_main_13_08_e_252,True,,,,,1,think,,15,angry,,13,idle,,16,16,1.0,,,,,,,,,,,,,,,,,,,
d_main_13_08_e_253,d_main_13_08_e,Speech,neon,neon,Locale_MainScenario:d_main_13_08_e_253,True,,,,,1,think,,15,angry,,13,idle,,16,14,1.0,,,,,,,,,,,,,,,,,,,
d_main_13_08_e_254,d_main_13_08_e,Speech,anis,anis,Locale_MainScenario:d_main_13_08_e_254,True,,,,,1,think,,15,angry,,13,idle,,14,150,0.5,,,,,,,,,,,,,,,,,,,
d_main_13_08_e_255,d_main_13_08_e,Speech,anis,anis,Locale_MainScenario:d_main_13_08_e_255,True,,,,,1,think,,15,angry,,13,idle,,150,150,1.0,,,,,,,,,,,,,,,,,,,
d_main_13_08_e_256,d_main_13_08_e,Speech,neon,neon,Locale_MainScenario:d_main_13_08_e_256,True,,,,,1,think,,15,angry,,13,worry,,150,S_130,1.0,,,,,,,,,,,,,,,,snowwhite,17,pain,
d_main_13_08_e_257,d_main_13_08_e,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_13_08_e_257,True,,,,,1,think,,15,sad,,13,worry,,L_170,L_170,1.0,,,,,,,,,,,,,,,,,17,pain,
d_main_13_08_e_258,d_main_13_08_e,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_13_08_e_258,True,,,,,1,think,,15,sad,,13,worry,,L_170,L_170,1.0,,,,,,,,,,,,,,,,,17,pain,
