id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/5/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/1/hide_char_id,characters/0/hide_char_id,play_ambient,fade,play_movie,set_filter_01,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim
d_main_34_09_e_220,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_220,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_02_05,rapiinthesea_02_05,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_221,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_221,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_02_05,rapiinthesea_02_02,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_222,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_222,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_02_02,rapiinthesea_02_02,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_223,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_223,True,,,,,,,,,,,,,,,,,,,EventScene_Chap_34_10_01,black,black,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_224,d_main_34_09_e,Narration,rapi,,Locale_MainScenario:d_main_34_09_e_224,False,,,,,,,,,,,,,,,,,,,,Lastfist_01,Lastfist_01,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_225,d_main_34_09_e,Narration,rapi,,Locale_MainScenario:d_main_34_09_e_225,False,,,,,,,,,,,,,,,,,,,,Lastfist_01,Lastfist_01,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_226,d_main_34_09_e,Narration,rapi,,Locale_MainScenario:d_main_34_09_e_226,False,,,,,,,,,,,,,,,,,,,,Lastfist_01,Lastfist_01,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_227,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_227,True,,,,,,,,,,,,,,,,,,,EventScene_Chap_34_10_02,Lastfist_01,Lastfist_01,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_228,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_228,True,,,,,,,,,,,,,,,,,,,,Lastfist_01,Lastfist_01,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_229,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_229,True,,,,,,,,,,,,,,,,,,,,Lastfist_01,Lastfist_01,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_230,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_230,True,,,,,,,,,,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,
d_main_34,d_main_34_09_e,,,,Locale_SubScenario:none,,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,ch34_end,,,,,,,
d_main_34_09_e_251,d_main_34_09_e,Speech,redhood,redhood,Locale_MainScenario:d_main_34_09_e_251,True,snowwhite_o,9,no,redhood,7,idle,,,,,,,,,,,,,Armory,black,black,1.0,,,,,,,,,,,,,Grey,,,,,,
d_main_34_09_e_252,d_main_34_09_e,Speech,redhood,redhood,Locale_MainScenario:d_main_34_09_e_252,True,,9,no,,7,idle,,,,,,,,,,,,,,70,70,1.0,,,,,,,,,,,,,Grey,,,,,,
d_main_34_09_e_253,d_main_34_09_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:d_main_34_09_e_253,True,,9,sad,,7,idle,,,,,,,,,,,,,,70,8,1.0,,,,,,,,,,,,,Grey,,,,,,
d_main_34_09_e_254,d_main_34_09_e,Speech,redhood,redhood,Locale_MainScenario:d_main_34_09_e_254,True,,9,sad,,7,idle,,,,,,,,,,,,,,8,8,1.0,,,,,,,,,,,,,Grey,,,,,,
d_main_34_09_e_255,d_main_34_09_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:d_main_34_09_e_255,True,,9,sad,,7,idle,,,,,,,,,,,,,,8,8,1.0,,,,,,,,,,,,,Grey,,,,,,
d_main_34_09_e_256,d_main_34_09_e,Speech,redhood,redhood,Locale_MainScenario:d_main_34_09_e_256,True,,9,sad,,7,idle,,,,,,,,,,,,,,8,8,1.0,,,,,,,,,,,,,Grey,,,,,,
d_main_34_09_e_257,d_main_34_09_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:d_main_34_09_e_257,True,,9,sad,,7,idle,,,,,,,,,,,,,,8,8,1.0,,,,,,,,,,,,,Grey,,,,,,
d_main_34_09_e_258,d_main_34_09_e,Speech,redhood,redhood,Locale_MainScenario:d_main_34_09_e_258,True,,9,sad,,7,idle,,,,,,,,,,,,,,8,8,1.0,,,,,,,,,,,,,Grey,,,,,,
d_main_34_09_e_259,d_main_34_09_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:d_main_34_09_e_259,True,,9,sad,,7,idle,,,,,,,,,,,,,,8,8,1.0,,,,,,,,,,,,,Grey,,,,,,
d_main_34_09_e_260,d_main_34_09_e,Speech,redhood,redhood,Locale_MainScenario:d_main_34_09_e_260,True,,9,idle,,7,idle,,,,,,,,,,,,,,8,8,1.0,,,,,,,,,,,,,Grey,,,,,,
d_main_34_09_e_261,d_main_34_09_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:d_main_34_09_e_261,True,,9,idle,,7,idle,,,,,,,,,,,,,,8,S_90,1.0,,,,,,,,,,,,,Grey,,,,,,
d_main_34_09_e_262,d_main_34_09_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:d_main_34_09_e_262,True,,9,idle,,7,idle,,,,,,,,,,,,,,S_90,S_90,1.0,,,,,,,,,,,,,Grey,,,,,,
d_main_34_09_e_263,d_main_34_09_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:d_main_34_09_e_263,True,,9,idle,,7,idle,,,,,,,,,,,,,,S_90,S_90,1.0,,,,,,,,,,,,,Grey,,,,,,
d_main_34_09_e_264,d_main_34_09_e,Speech,redhood,redhood,Locale_MainScenario:d_main_34_09_e_264,True,,9,idle,,7,idle,,,,,,,,,,,,,EventScene_Chap_34_11,black,black,1.0,,,,,,,,,,,,,Grey,,,,,,
d_main_34_09_e_265,d_main_34_09_e,Narration,behemoth,,Locale_MainScenario:d_main_34_09_e_265,False,,9,idle,,7,idle,,,,,,,,,,,,,,inheritedpower_01,1,0.5,,sfx_scn_hugedrill1,Low_2,,,,,redhood,snowwhite_o,,,,,,,,,,
d_main_34_09_e_266,d_main_34_09_e,Monologue,behemoth,,Locale_MainScenario:d_main_34_09_e_266,False,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_267,d_main_34_09_e,Monologue,rapi_red,,Locale_MainScenario:d_main_34_09_e_267,False,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_268,d_main_34_09_e,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_09_e_268,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_269,d_main_34_09_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_34_09_e_269,True,,,,,,,,,,,,,,,,,,,,1,inheritedpower_02,0.7,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_270,d_main_34_09_e,Narration,rapi_red,,Locale_MainScenario:d_main_34_09_e_270,False,,,,,,,,,,,,,,,,,,,,inheritedpower_02,inheritedpower_02,1.0,,sfx_scn_hugedrill2,Low_2,,,,,,,,,,,,,,,,
d_main_34_09_e_271,d_main_34_09_e,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_09_e_271,True,,,,,,,,,,,,,,,,,,,,inheritedpower_02,inheritedpower_02,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_272,d_main_34_09_e,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_09_e_272,True,,,,,,,,,,,,,,,,,,,,inheritedpower_02,inheritedpower_02,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_273,d_main_34_09_e,Narration,behemoth,,Locale_MainScenario:d_main_34_09_e_273,False,,,,,,,,,,,,,,,,,,,,inheritedpower_02,inheritedpower_02,1.0,,sfx_scn_hugedrill1,Low_2,,,,,,,,,,,,,,,,
d_main_34_09_e_274,d_main_34_09_e,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_09_e_274,False,,,,leviathan,7,pain,,,,,,,,,,,,,BlackPuddle,black,black,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_275,d_main_34_09_e,Monologue,behemoth,,Locale_MainScenario:d_main_34_09_e_275,False,,,,,7,pain,,,,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_276,d_main_34_09_e,Speech,leviathan,behemoth,Locale_MainScenario:d_main_34_09_e_276,False,,,,,7,pain,,,,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_277,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_277,True,,,,,7,pain,,,,,,,,,,,,,,7,S_70,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_278,d_main_34_09_e,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_09_e_278,False,,,,,7,pain,,,,,,,,,,,,,,S_70,S_70,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_279,d_main_34_09_e,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_09_e_279,False,,,,,7,pain,,,,,,,,,,,,,,S_70,S_70,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_280,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_280,False,,,,,7,pain,,,,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_281,d_main_34_09_e,Narration,leviathan,,Locale_MainScenario:d_main_34_09_e_281,False,,,,,7,pain,rapi_red,3,idle,anis,1,angry,neon,13,idle,eunhwa_t,15,surprise,,black,black,1.0,,sfx_scn_hugedarkwaterexp,Low_2,,,,,,,,,,,vesti_t,17,idle,emma_t,19,surprise
d_main_34_09_e_282,d_main_34_09_e,Monologue,leviathan,,Locale_MainScenario:d_main_34_09_e_282,False,,,,,7,pain,,3,idle,,1,angry,,13,idle,,15,surprise,,S_70,S_70,1.0,,,,,,,,,,,,,,,17,idle,,19,surprise
d_main_34_09_e_283,d_main_34_09_e,Monologue,leviathan,,Locale_MainScenario:d_main_34_09_e_283,False,,,,,7,sad_01,,3,idle,,1,angry,,13,idle,,15,surprise,,S_70,S_70,1.0,,,,,,,,,,,,,,,17,idle,,19,surprise
d_main_34_09_e_284,d_main_34_09_e,Monologue,leviathan,,Locale_MainScenario:d_main_34_09_e_284,False,,,,,7,sad_01,,3,idle,,1,angry,,13,idle,,15,surprise,,S_70,S_700,1.0,,,,,,,,,,,,,,,17,idle,,19,surprise
d_main_34_09_e_285,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_285,True,,,,,7,sad_01,,3,idle,,1,angry,,13,idle,,15,surprise,,S_700,S_700,1.0,,,,,,,,,,,,,,,17,idle,,19,surprise
d_main_34_09_e_286,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_286,True,,,,,7,sad_01,,3,idle,,1,angry,,13,idle,,15,surprise,,S_700,S_700,1.0,,,,,,,,,,,,,,,17,idle,,19,surprise
d_main_34_09_e_287,d_main_34_09_e,Monologue,leviathan,,Locale_MainScenario:d_main_34_09_e_287,False,,,,,7,sad_01,,3,idle,,1,angry,,13,idle,,15,surprise,,black,black,1.0,,,,,,,,leviathan,,,,,,,17,idle,,19,surprise
d_main_34_09_e_288,d_main_34_09_e,Monologue,rapi_red,,Locale_MainScenario:d_main_34_09_e_288,False,,,,,,,,3,idle,,1,angry,,13,idle,,15,surprise,,30,30,1.0,,,,,,,,,,,,,,,17,idle,,19,surprise
d_main_34_09_e_289,d_main_34_09_e,Monologue,rapi_red,,Locale_MainScenario:d_main_34_09_e_289,False,,,,,,,,3,idle,,1,angry,,13,idle,,15,surprise,,black,black,1.0,,,,,,,,,,,,,,,17,idle,,19,surprise
d_main_34_09_e_290,d_main_34_09_e,Monologue,rapi_red,,Locale_MainScenario:d_main_34_09_e_290,False,,,,,,,,3,idle,,1,angry,,13,idle,,15,surprise,,black,black,1.0,,,,,,,,,,,,,,,17,idle,,19,surprise
d_main_34_09_e_291,d_main_34_09_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_34_09_e_291,True,,,,,,,,3,idle,,1,angry,,13,idle,,15,surprise,,30,3,1.0,,,,,,,,,,,,,,,17,idle,,19,surprise
d_main_34_09_e_292,d_main_34_09_e,Speech,anis,anis,Locale_MainScenario:d_main_34_09_e_292,True,,,,,,,,3,idle,,1,angry,,13,idle,,15,surprise,,3,113,1.5,,,,,,,,,,,,,,,17,idle,,19,surprise
d_main_34_09_e_293,d_main_34_09_e,Speech,neon,neon,Locale_MainScenario:d_main_34_09_e_293,True,,,,,,,,3,idle,,1,angry,,13,idle,,15,surprise,,113,113,1.0,,,,,,,,,,,,,,,17,idle,,19,surprise
d_main_34_09_e_294,d_main_34_09_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_09_e_294,True,,,,,,,,3,idle,,1,angry,,13,idle,,15,surprise,,12,16,1.5,,,,,,,,,,,,,,,17,idle,,19,surprise
d_main_34_09_e_295,d_main_34_09_e,Speech,vesti_t,vesti_t,Locale_MainScenario:d_main_34_09_e_295,True,,,,,,,,3,idle,,1,angry,,13,idle,,15,surprise,,16,16,1.0,,,,,,,,,,,,,,,17,idle,,19,surprise
d_main_34_09_e_296,d_main_34_09_e,Speech,emma_t,emma_t,Locale_MainScenario:d_main_34_09_e_296,True,,,,,,,,3,idle,,1,angry,,13,idle,,15,surprise,,16,19,1.5,,,,,,,,,,,,,,,17,idle,,19,surprise
d_main_34_09_e_297,d_main_34_09_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_34_09_e_297,False,,,,,,,,3,idle,,1,angry,,13,idle,,15,surprise,,30,30,1.0,,,,,,,,,,,,,,,17,idle,,19,surprise
d_main_34_09_e_298,d_main_34_09_e,Self,rapi_red,,Locale_MainScenario:d_main_34_09_e_298,False,,,,,,,,3,idle,,1,angry,,13,idle,,15,surprise,,30,30,1.0,,,,,,,,,,,,,,,17,idle,,19,surprise
d_main_34_09_e_299,d_main_34_09_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_34_09_e_299,True,,,,,,,,3,idle,,1,angry,,13,idle,,15,surprise,,30,30,1.0,,,,,,,,,,,,,,,17,idle,,19,surprise
d_main_34_09_e_300,d_main_34_09_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_34_09_e_300,True,,,,,,,,3,idle,,1,angry,,13,idle,,15,surprise,,30,30,1.0,,,,,,,,,,,,,,,17,idle,,19,surprise
d_main_34_09_e_301,d_main_34_09_e,Self,rapi_red,,Locale_MainScenario:d_main_34_09_e_301,False,,,,,,,,3,idle,,1,angry,,13,idle,,15,surprise,,30,30,1.0,,,,,,,,,,,,,,,17,idle,,19,surprise
d_main_34_09_e_302,d_main_34_09_e,Self,rapi_red,,Locale_MainScenario:d_main_34_09_e_302,False,,,,,,,,3,idle,,1,angry,,13,idle,,15,surprise,,30,30,1.0,,,,,,,,,,,,,,,17,idle,,19,surprise
d_main_34_09_e_303,d_main_34_09_e,Self,rapi_red,,Locale_MainScenario:d_main_34_09_e_303,False,,,,,,,,3,idle,,1,angry,,13,idle,,15,surprise,,30,30,1.0,,,,,,,,,,,,,,,17,idle,,19,surprise
d_main_34_09_e_304,d_main_34_09_e,Self,rapi_red,,Locale_MainScenario:d_main_34_09_e_304,False,,,,,,,,3,idle,,1,angry,,13,idle,,15,surprise,,30,300,1.0,,,,,,,,,,,,,,,17,idle,,19,surprise
