id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/1/hide_char_id,characters/5/hide_char_id,set_filter_01,set_filter_02,characters/3/hide_char_id,characters/4/hide_char_id,characters/0/hide_char_id,characters/2/hide_char_id,set_camera_shake
d_main_32_09_e_249,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_249,True,,,,,3,idle,,,,,,,,1,1,1.0,,,grave_no,grave_no,,1,idle,,,,,,,,,,,,
d_main_32_09_e_250,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_250,True,,,,,3,idle,,,,,,,,1,L_10,1.0,,,grave_no,grave_no,,1,idle,,,,,,,,,,,,
d_main_32_09_e_251,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_251,True,,,,,3,idle,,,,,,,,L_10,L_10,1.0,,,grave_no,grave_no,,1,idle,,,,,,,,,,,,
d_main_32_09_e_252,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_252,True,,,,,3,idle,,,,,,,,L_10,L_10,1.0,,,grave_no,grave_no,,1,idle,,,,,,,,,,,,
d_main_32_09_e_253,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_253,True,,,,,3,idle,,,,,,,,L_10,L_10,1.0,,,grave_no,grave_no,,1,idle,,,,,,,,,,,,
d_main_32_09_e_254,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_254,True,,,,,3,idle,,,,,,,,L_10,L_100,1.0,,,grave_no,grave_no,,1,idle,,,,,,,,,,,,
d_main_32_09_e_255,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_255,True,,,,,3,idle,,,,,,,,L_100,L_100,1.0,,,grave_no,grave_no,,1,idle,,,,,,,,,,,,
d_main_32_09_e_256,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_256,True,,,,,3,idle,,,,,,,,L_100,L_100,1.0,,,grave_no,grave_no,,1,idle,,,,,,,,,,,,
d_main_32_09_e_257,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_257,False,,,,,3,surprise,,,,,,,,S_300,S_300,1.0,,,anarchyorr,anarchyorr,,1,idle,,,,,,,,,,,,
d_main_32_09_e_258,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_258,True,,,,,3,surprise,,,,,,,,L_100,L_100,1.0,,,grave_no,grave_no,,1,idle,,,,,,,,,,,,
d_main_32_09_e_259,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_259,True,,,,,3,surprise,,,,,,,,L_100,1,1.0,,,grave_no,grave_no,,1,idle,,,,,,,,,,,,
d_main_32_09_e_260,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_260,False,,,,,3,surprise,,,,,,,,1,31,1.0,,,anarchyorr,anarchyorr,,1,idle,,,,,,,,,,,,
d_main_32_09_e_261,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_261,False,,,,,3,surprise,,,,,,,,31,31,1.0,,,anarchyorr,,,1,idle,,,,,,,,,,,,
d_main_32_09_e_262,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_262,False,,,,,3,surprise,,,,,,,,31,31,1.0,,,anarchyorr,,,1,idle,,,,,,,,,,,,
d_main_32_09_e_263,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_263,True,,,,,3,surprise,,,,,,,,31,31,1.0,,,anarchyorr,anarchyorr,,1,idle,,,,,,,,,,,,
d_main_32_09_e_264,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_264,True,,,,,3,surprise,,,,,,,,31,31,1.0,,,grave_no,grave_no,,1,idle,,,,,,,,,,,,
d_main_32_09_e_265,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_265,True,,,,,3,idle,,,,,,,,31,31,1.0,,,anarchyorr,anarchyorr,,1,idle,,,,,,,,,,,,
d_main_32_09_e_266,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_266,True,,,,,3,idle,,,,,,,,31,31,1.0,,,anarchyorr,anarchyorr,,1,idle,,,,,,,,,,,,
d_main_32_09_e_267,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_267,False,,,,,3,idle,,,,,,,,31,31,1.0,,,grave_no,grave_no,,1,idle,,,,,,,,,,,,
d_main_32_09_e_268,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_268,True,,,,,3,idle,,,,,,,,31,31,1.0,,,grave_no,grave_no,,1,idle,,,,,,,,,,,,
d_main_32_09_e_269,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_269,True,,,,,3,idle,,,,,,,,31,31,1.0,,,anarchyorr,anarchyorr,,1,idle,,,,,,,,,,,,
d_main_32_09_e_270,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_270,False,,,,,3,idle,,,,,,,,31,31,1.0,,,grave_no,grave_no,,1,idle,,,,,,,,,,,,
d_main_32_09_e_271,d_main_32_09_e,Narration,Locale_MainScenario:d_main_32_09_e_271,False,,,,,3,idle,,,,,,,EventScene_Chap_32_06_01,black,black,1.0,sfx_scn_helmetopen,,grave_no,,,1,idle,,,,grave_no,,,,,,,anarchyorr,
d_main_32_09_e_272,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_272,True,,,,,,,,,,,,,,cinderellagrave_01,1,2.0,,,grave_no,grave_no,,,,,,,,,,,,,,,
d_main_32_09_e_273,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_273,True,,,,,,,,,,,,,,1,1,1.0,,,grave_no,grave_no,,,,,,,,,,,,,,,
d_main_32_09_e_274,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_274,True,,,,,,,,,,,,,,1,1,1.0,,,grave_no,grave_no,,,,,,,,,,,,,,,
d_main_32_09_e_275,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_275,True,,,,,,,,,,,,,,1,1,1.0,,,grave_no,grave_no,,,,,,,,,,,,,,,
d_main_32_09_e_276,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_276,False,,,,,,,,,,,,,,1,1,1.0,,,cinderella,,,,,,,,,,,,,,,,
d_main_32_09_e_277,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_277,False,,,,,,,,,,,,,,1,1,1.0,,,cinderella,,,,,,,,,,,,,,,,
d_main_32_09_e_278,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_278,False,,,,,,,,,,,,,,1,1,1.0,,,cinderella,,,,,,,,,,,,,,,,
d_main_32_09_e_279,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_279,False,,,,,,,,,,,,,EventScene_Chap_32_06_02,1,1,1.0,,,cinderella,,,,,,,,,,,,,,,,
d_main_32_09_e_280,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_280,True,,,,,,,,,,,,,,1,cinderellagrave_02,2.0,,,cinderella,cinderella,,,,,,,,,,,,,,,
d_main_32_09_e_281,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_281,True,,,,,,,,,,,,,,cinderellagrave_02,cinderellagrave_02,1.0,,,cinderella,cinderella,,,,,,,,,,,,,,,
d_main_32_09_e_282,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_282,False,,,,,,,,,,,,,,cinderellagrave_02,cinderellagrave_02,1.0,,,grave_no,grave_no,,,,,,,,,,,,,,,
d_main_32_09_e_283,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_283,True,,,,,,,,,,,,,,cinderellagrave_02,cinderellagrave_02,1.0,,,cinderella,cinderella,,,,,,,,,,,,,,,
d_main_32_09_e_284,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_284,True,,,,,,,,,,,,,,cinderellagrave_02,cinderellagrave_02,1.0,,,cinderella,cinderella,,,,,,,,,,,,,,,
d_main_32_09_e_285,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_285,True,,,,,,,,,,,,,,cinderellagrave_02,1,1.5,,,grave_no,grave_no,,,,,,,,,,,,,,,
d_main_32_09_e_286,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_286,True,,,,,,,,,,,,,EventScene_Chap_32_06_03,1,1,1.0,,,cinderella,cinderella,,,,,,,,,,,,,,,
d_main_32_09_e_287,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_287,True,,,,,,,,,,,,,,1,1,1.0,,,cinderella,cinderella,,,,,,,,,,,,,,,
d_main_32_09_e_288,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_288,False,,,,,,,,,,,,,,1,1,1.0,,,grave_no,grave_no,,,,,,,,,,,,,,,
d_main_32_09_e_289,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_289,True,,,,,,,,,,,,,,1,1,1.0,,,grave_no,grave_no,,,,,,,,,,,,,,,
d_main_32_09_e_290,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_290,True,,,,,,,,,,,,,,1,1,1.0,,,grave_no,grave_no,,,,,,,,,,,,,,,
d_main_32_09_e_291,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_291,True,,,,,,,,,,,,,,1,cinderellagrave_02,1.0,,,grave_no,grave_no,,,,,,,,,,,,,,,
d_main_32_09_e_292,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_292,True,,,,,,,,,,,,,,cinderellagrave_02,cinderellagrave_02,1.0,,,grave_no,grave_no,,,,,,,,,,,,,,,
d_main_32_09_e_293,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_293,True,,,,,,,,,,,,,,cinderellagrave_02,cinderellagrave_02,1.0,,,grave_no,grave_no,,,,,,,,,,,,,,,
d_main_32_09_e_294,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_294,True,,,,,,,,,,,,,,cinderellagrave_02,cinderellagrave_02,1.0,,,grave_no,grave_no,,,,,,,,,,,,,,,
d_main_32_09_e_295,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_295,True,,,,,,,,,,,,,,cinderellagrave_02,cinderellagrave_03,2.0,,,cinderella,cinderella,,,,,,,,,,,,,,,
d_main_32_09_e_296,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_296,True,,,,,,,,,,,,,,cinderellagrave_03,cinderellagrave_03,1.0,,,cinderella,cinderella,,,,,,,,,,,,,,,
d_main_32_09_e_297,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_297,False,,,,,,,,,,,,,FlowerRoad,black,black,1.0,,,behemoth,,,,,behemoth,5,idle,,,,,,,,,
d_main_32_09_e_298,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_298,True,,,,,,,,,,,,,,5,50,1.0,,,behemoth,behemoth,,,,,5,idle,,,,,,,,,
d_main_32_09_e_299,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_299,False,,,,,,,,,,,,,,50,50,1.0,,,behemoth,,,,,,5,idle,,,,,,,,,
d_main_32_09_e_300,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_300,False,,,,,,,,,,,,,,50,50,1.0,,,behemoth,,,,,,5,idle,,,,,,,,,
d_main_32_09_e_301,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_301,True,,,,,,,,,,,,,,50,50,1.0,,,behemoth,behemoth,,,,,5,idle,,,,,,,,,
d_main_32_09_e_302,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_302,True,,,,,,,,,,,,,EventScene_Chap_32_07,black,black,1.0,sfx_scn_shieldmove,,cinderella,cinderella,,,,,5,idle,,behemoth,,,,,,,
d_main_32_09_e_303,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_303,True,,,,,,,,,,,,,,behemothcinderella_01,behemothcinderella_02,1.5,,,cinderella,cinderella,,,,,,,,,,,,,,,
d_main_32_09_e_304,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_304,False,,,,,,,,,,,,,,behemothcinderella_02,behemothcinderella_02,1.0,,,cinderella,,,,,,,,,,,,,,,,
d_main_32_09_e_305,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_305,False,,,,,,,,,,,,,,behemothcinderella_02,behemothcinderella_02,1.0,,,cinderella,,,,,,,,,,,,,,,,
d_main_32_09_e_306,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_306,False,,,,,,,,,,,,,,behemothcinderella_02,behemothcinderella_02,1.0,,,cinderella,,,,,,,,,,,,,,,,
d_main_32_09_e_307,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_307,False,,,,,,,,,,,,,,behemothcinderella_02,behemothcinderella_02,1.0,,,cinderella,,,,,,,,,,,,,,,,
d_main_32_09_e_308,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_308,False,,,,,,,,,,,,,,behemothcinderella_02,behemothcinderella_02,1.0,,,cinderella,,,,,,,,,,,,,,,,
d_main_32_09_e_309,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_309,True,,,,,,,,,,,,,,behemothcinderella_02,behemothcinderella_02,1.0,,,grave_no,grave_no,,,,,,,,,,,,,,,
d_main_32_09_e_310,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_310,True,,,,,,,,,,,,,,behemothcinderella_02,behemothcinderella_02,1.0,,,grave_no,grave_no,,,,,,,,,,,,,,,
d_main_32_09_e_311,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_311,True,,,,,,,,,,,,,,behemothcinderella_02,behemothcinderella_02,1.0,,,grave_no,grave_no,,,,,,,,,,,,,,,
d_main_32_09_e_312,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_312,True,,,,,,,,,,,,,,behemothcinderella_02,behemothcinderella_02,1.0,,,grave_no,grave_no,,,,,,,,,,,,,,,
d_main_32_09_e_313,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_313,True,,,,,,,,,,,,,,behemothcinderella_02,behemothcinderella_02,1.0,,,behemoth,behemoth,,,,,,,,,,,,,,,
d_main_32_09_e_314,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_314,True,,,,,,,,,,,,,,behemothcinderella_02,behemothcinderella_03,2.0,,,cinderella,cinderella,,,,,,,,,,,,,,,
d_main_32_09_e_315,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_315,True,,,,,,,,,,,,,,behemothcinderella_03,behemothcinderella_03,1.0,,,cinderella,cinderella,,,,,,,,,,,,,,,
d_main_32_09_e_316,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_316,True,,,,,,,,,,,,,,behemothcinderella_03,behemothcinderella_03,1.0,,,grave_no,grave_no,,,,,,,,,,,,,,,
d_main_32_09_e_317,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_317,False,,,,,,,,,,,,,,black,black,1.0,,,grave_no,,,,,,,,,,,,,,,,
d_main_32_09_e_318,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_318,False,,,,,,,,,,,,,,black,black,1.0,,,grave_no,,,,,,,,,,,,,,,,
