id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim
d_main_34_04_235,d_main_34_04,Self,cinderella,,Locale_MainScenario:d_main_34_04_235,False,,S_30,S_30,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,angry,,19,idle
d_main_34_04_236,d_main_34_04,Speech,rapi,rapi,Locale_MainScenario:d_main_34_04_236,True,,130,130,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_237,d_main_34_04,Speech,rapi,rapi,Locale_MainScenario:d_main_34_04_237,True,,130,130,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_238,d_main_34_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_04_238,True,,S_30,S_30,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_239,d_main_34_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_04_239,True,,S_30,S_30,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_240,d_main_34_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_04_240,True,,S_30,S_30,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_241,d_main_34_04,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_04_241,True,,L_190,L_190,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_242,d_main_34_04,Speech,anis,anis,Locale_MainScenario:d_main_34_04_242,True,,10,2,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_243,d_main_34_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_04_243,True,,2,2,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,delight,,19,idle
d_main_34_04_244,d_main_34_04,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_04_244,True,,L_190,L_190,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,delight,,19,idle
