id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/hide_char_id,play_sound,characters/2/hide_char_id,set_camera_shake,set_filter_01,characters/0/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,fade,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/3/hide_char_id,characters/4/hide_char_id,set_filter_02
event_unbreakablesphere2_04_s_211,40076,event_unbreakablesphere2_04_s,Narration,yuni_n,,Locale_MainScenario:event_unbreakablesphere2_04_s_211,False,,1,pain,,,,,3,sad,,black,black,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_212,40076,event_unbreakablesphere2_04_s,Speech,yuni_n,unknown,Locale_MainScenario:event_unbreakablesphere2_04_s_212,True,,1,pain,,,,,3,sad,,black,black,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_213,40076,event_unbreakablesphere2_04_s,Narration,yuni_n,,Locale_MainScenario:event_unbreakablesphere2_04_s_213,False,,1,pain,,,,,3,sad,,black,black,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_214,40076,event_unbreakablesphere2_04_s,Narration,yuni_n,,Locale_MainScenario:event_unbreakablesphere2_04_s_214,False,,1,pain,,,,,3,sad,,black,black,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_215,40076,event_unbreakablesphere2_04_s,Narration,yuni_n,,Locale_MainScenario:event_unbreakablesphere2_04_s_215,False,,1,pain,,,,,3,sad,,3,L_30,1.0,,,,,,Blur_High,,,,,,,,,,,Grey
event_unbreakablesphere2_04_s_216,40076,event_unbreakablesphere2_04_s,Speech,yuni_n,unknown,Locale_MainScenario:event_unbreakablesphere2_04_s_216,True,,1,pain,,,,,3,sad,,L_30,L_30,1.0,,,,,,Blur_High,,,,,,,,,,,Grey
event_unbreakablesphere2_04_s_217,40076,event_unbreakablesphere2_04_s,Narration,yuni_n,,Locale_MainScenario:event_unbreakablesphere2_04_s_217,False,,1,pain,,,,,3,sad,,L_30,L_30,1.0,,,,,,Blur_High,,,,,,,,,,,Grey
event_unbreakablesphere2_04_s_218,40076,event_unbreakablesphere2_04_s,Speech,yuni_n,yuni_n,Locale_MainScenario:event_unbreakablesphere2_04_s_218,True,,1,pain,,,,,3,sad,,black,black,0.5,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_219,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_219,False,,1,pain,,,,,3,sad,,10,100,0.5,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_220,40076,event_unbreakablesphere2_04_s,Speech,yuni_n,yuni_n,Locale_MainScenario:event_unbreakablesphere2_04_s_220,True,,1,pain,,,,,3,sad,,L_300,L_30,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_221,40076,event_unbreakablesphere2_04_s,Narration,yuni_n,,Locale_MainScenario:event_unbreakablesphere2_04_s_221,False,,1,pain,,,,,3,sad,,L_30,31,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_222,40076,event_unbreakablesphere2_04_s,Narration,yuni_n,,Locale_MainScenario:event_unbreakablesphere2_04_s_222,False,,1,pain,,,,,3,sad,,31,31,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_223,40076,event_unbreakablesphere2_04_s,Narration,yuni_n,,Locale_MainScenario:event_unbreakablesphere2_04_s_223,False,,1,pain,,,,,3,sad,,31,31,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_224,40076,event_unbreakablesphere2_04_s,Narration,yuni_n,,Locale_MainScenario:event_unbreakablesphere2_04_s_224,False,,1,pain,,,,,3,sad,,31,31,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_225,40076,event_unbreakablesphere2_04_s,Narration,yuni_n,,Locale_MainScenario:event_unbreakablesphere2_04_s_225,False,,1,pain,,,,,3,sad,,black,black,1.0,,,sfx_scn_toothbite,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_226,40076,event_unbreakablesphere2_04_s,Narration,mihara_b,,Locale_MainScenario:event_unbreakablesphere2_04_s_226,False,,1,pain,,,,,3,sad,,black,black,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_227,40076,event_unbreakablesphere2_04_s,Narration,mihara_b,,Locale_MainScenario:event_unbreakablesphere2_04_s_227,False,,1,pain,,,,,3,sad,,black,black,1.0,,,sfx_scn_toothbite,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_228,40076,event_unbreakablesphere2_04_s,Narration,mihara_b,,Locale_MainScenario:event_unbreakablesphere2_04_s_228,False,,1,pain,,,,,3,sad,,black,black,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_229,40076,event_unbreakablesphere2_04_s,Narration,mihara_b,,Locale_MainScenario:event_unbreakablesphere2_04_s_229,False,,1,pain,,,,,3,sad,,black,black,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_230,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_230,True,,1,pain,,,,,3,sad,,10,100,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_231,40076,event_unbreakablesphere2_04_s,Speech,yuni_n,yuni_n,Locale_MainScenario:event_unbreakablesphere2_04_s_231,True,,1,pain,,,,,3,sad,,L_300,L_30,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_232,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_232,True,,1,pain,,,,,3,sad,,L_30,31,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_233,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_233,True,,1,pain,,,,,3,sad,,31,31,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_234,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_234,True,,1,pain,,,,,3,sad,,31,31,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_235,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_235,True,,1,pain,,,,,3,sad,,31,31,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_236,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_236,True,,1,pain,,,,,3,sad,,31,31,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_237,40076,event_unbreakablesphere2_04_s,Speech,yuni_n,yuni_n,Locale_MainScenario:event_unbreakablesphere2_04_s_237,True,,1,pain,,,,,3,sad,,31,31,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_238,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_238,True,,1,angry,,,,,3,sad,,31,1,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_239,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_239,True,,1,angry,,,,,3,sad,,1,1,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_240,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_240,True,,1,angry,,,,,3,sad,,1,10,0.5,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_241,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_241,True,,1,angry,,,,,3,sad,,10,10,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_242,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_242,True,,1,angry,,,,,3,sad,,10,100,0.5,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_243,40076,event_unbreakablesphere2_04_s,Narration,,,Locale_MainScenario:event_unbreakablesphere2_04_s_243,False,,1,angry,,,,,3,sad,EventScene_unbreakablesphere_07_3,black,black,1.0,,,,yuni_n,,,mihara_b,,,,,,,,,,
event_unbreakablesphere2_04_s_244,40076,event_unbreakablesphere2_04_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_04_s_244,True,,,,,,,,,,,100,1,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_245,40076,event_unbreakablesphere2_04_s,Narration,,,Locale_MainScenario:event_unbreakablesphere2_04_s_245,False,,,,,,,,,,,1,1,1.0,,,sfx_scn_spellsummon,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_246,40076,event_unbreakablesphere2_04_s,Narration,,,Locale_MainScenario:event_unbreakablesphere2_04_s_246,False,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_247,40076,event_unbreakablesphere2_04_s,Narration,,,Locale_MainScenario:event_unbreakablesphere2_04_s_247,False,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_248,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_248,False,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_249,40076,event_unbreakablesphere2_04_s,Narration,,,Locale_MainScenario:event_unbreakablesphere2_04_s_249,False,,,,,,,,,,,1,100,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_250,40076,event_unbreakablesphere2_04_s,Narration,,,Locale_MainScenario:event_unbreakablesphere2_04_s_250,False,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_251,40076,event_unbreakablesphere2_04_s,Narration,,,Locale_MainScenario:event_unbreakablesphere2_04_s_251,False,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_252,40076,event_unbreakablesphere2_04_s,Narration,,,Locale_MainScenario:event_unbreakablesphere2_04_s_252,False,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_253,40076,event_unbreakablesphere2_04_s,Narration,,,Locale_MainScenario:event_unbreakablesphere2_04_s_253,False,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_254,40076,event_unbreakablesphere2_04_s,Narration,,,Locale_MainScenario:event_unbreakablesphere2_04_s_254,False,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_255,40076,event_unbreakablesphere2_04_s,Narration,,,Locale_MainScenario:event_unbreakablesphere2_04_s_255,False,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_256,40076,event_unbreakablesphere2_04_s,Narration,,,Locale_MainScenario:event_unbreakablesphere2_04_s_256,False,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_257,40076,event_unbreakablesphere2_04_s,Narration,,,Locale_MainScenario:event_unbreakablesphere2_04_s_257,False,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_258,40076,event_unbreakablesphere2_04_s,Narration,,,Locale_MainScenario:event_unbreakablesphere2_04_s_258,False,mihara_b,1,delight,mori,13,idle,yuni_n,3,idle,SilentBeach,black,black,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_259,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_259,True,,1,delight,,13,idle,,3,idle,,1,1,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_260,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_260,True,,1,delight,,13,idle,,3,idle,,1,1,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_261,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_261,True,,1,delight,,13,idle,,3,idle,,1,1,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_262,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_262,True,,1,delight,,13,idle,,3,idle,,1,1,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_263,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_263,True,,1,delight,,13,idle,,3,idle,,1,1,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_264,40076,event_unbreakablesphere2_04_s,Narration,,,Locale_MainScenario:event_unbreakablesphere2_04_s_264,False,,1,delight,,13,idle,,3,idle,,1,100,1.0,,,sfx_scn_chain,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_265,40076,event_unbreakablesphere2_04_s,Narration,mihara_b,,Locale_MainScenario:event_unbreakablesphere2_04_s_265,False,,1,delight,,13,idle,,3,idle,,100,100,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_266,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_266,True,,1,idle,,13,idle,,3,idle,,100,100,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_267,40076,event_unbreakablesphere2_04_s,Narration,mihara_b,,Locale_MainScenario:event_unbreakablesphere2_04_s_267,False,,1,idle,,13,idle,,3,idle,,100,100,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_268,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_268,True,,1,idle,,13,idle,,3,idle,,100,100,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_269,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_269,True,,1,idle,,13,idle,,3,idle,,100,10,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_270,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_270,True,,1,idle,,13,idle,,3,idle,,10,10,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_271,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_271,True,,1,idle,,13,idle,,3,idle,,10,10,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_272,40076,event_unbreakablesphere2_04_s,Narration,mihara_b,,Locale_MainScenario:event_unbreakablesphere2_04_s_272,False,,1,idle,,13,idle,,3,idle,,black,black,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_273,40076,event_unbreakablesphere2_04_s,Speech,yuni_n,yuni_n,Locale_MainScenario:event_unbreakablesphere2_04_s_273,True,,1,idle,,13,idle,,3,idle,,L_300,L_300,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_274,40076,event_unbreakablesphere2_04_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_04_s_274,True,,1,idle,,13,idle,,3,idle,,S_1300,S_1300,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_275,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_275,True,,1,idle,,13,idle,,3,idle,,100,100,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_276,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_276,True,,1,idle,,13,idle,,3,idle,,100,10,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_277,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_277,True,,1,idle,,13,idle,,3,idle,,10,10,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_278,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_278,True,,1,idle,,13,idle,,3,idle,,10,10,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_279,40076,event_unbreakablesphere2_04_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_04_s_279,True,,1,idle,,13,idle,,3,idle,,10,10,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_280,40076,event_unbreakablesphere2_04_s,Narration,,,Locale_MainScenario:event_unbreakablesphere2_04_s_280,False,,1,idle,,13,idle,,3,idle,EventScene_unbreakablesphere_12,black,black,1.0,event_bgm_ubsphere_hunger,mori,sfx_scn_largewinchpull,yuni_n,,,mihara_b,,,,,,,,,,
event_unbreakablesphere2_04_s_281,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_281,True,,,,,,,,,,,100,1,0.5,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_282,40076,event_unbreakablesphere2_04_s,Narration,,,Locale_MainScenario:event_unbreakablesphere2_04_s_282,False,,,,,,,,,,,1,1,1.0,,,sfx_scn_groundbreak,,Low_2,,,,,,,,,,,,
event_unbreakablesphere2_04_s_283,40076,event_unbreakablesphere2_04_s,Narration,,,Locale_MainScenario:event_unbreakablesphere2_04_s_283,False,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_284,40076,event_unbreakablesphere2_04_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_04_s_284,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_285,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_285,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_286,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_286,True,,,,,,,,,,,1,wardress_01,1.5,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_287,40076,event_unbreakablesphere2_04_s,Narration,,,Locale_MainScenario:event_unbreakablesphere2_04_s_287,False,,,,,,,,,,,wardress_01,wardress_01,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_288,40076,event_unbreakablesphere2_04_s,Narration,,,Locale_MainScenario:event_unbreakablesphere2_04_s_288,False,,,,,,,,,,,wardress_01,wardress_01,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_289,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_289,True,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,
