id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_filter_01,characters/4/hide_char_id,fade,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_camera_shake,characters/5/hide_char_id,play_movie,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id
event_redash2_06_e_215,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_215,True,,13,idle,,15,idle,,1,idle,,5,sad_02,,53,53,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_216,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_216,True,,13,idle,,15,idle,,1,idle,,5,sad_02,,53,53,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_217,40032,event_redash2_06_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash2_06_e_217,False,,13,idle,,15,idle,,1,idle,,5,sad_02,,53,53,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_218,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_218,False,,13,idle,,15,idle,,1,idle,,5,sad_02,,53,3,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_219,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_219,False,,13,idle,,15,idle,,1,idle,,5,sad_02,,3,3,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_220,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_220,True,,13,idle,,15,idle,,1,idle,,5,sad_02,,3,3,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_221,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_221,True,,13,idle,,15,idle,,1,idle,,5,sad_02,,3,3,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_222,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_222,True,,13,idle,,15,idle,,1,idle,,5,sad_02,,3,3,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_223,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_223,True,,13,idle,,15,idle,,1,idle,,5,sad_02,,3,30,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_224,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_224,True,,13,idle,,15,idle,,1,idle,,5,sad_02,,30,30,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_225,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_225,True,,13,idle,,15,idle,,1,idle,,5,sad_02,,30,30,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_226,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_226,True,,13,idle,,15,idle,,1,idle,,5,sad_02,,30,300,0.5,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_227,40032,event_redash2_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_06_e_227,False,,13,no,,15,idle,,1,sad,,5,sad_02,,1300,1300,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_228,40032,event_redash2_06_e,Speech,rapunzel_o,rapunzel_o,Locale_MainScenario:event_redash2_06_e_228,False,,13,no,,15,idle,,1,sad,,5,sad_02,,L_100,L_100,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_229,40032,event_redash2_06_e,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash2_06_e_229,False,,13,no,,15,idle,,1,sad,,5,sad_02,,1500,1500,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_230,40032,event_redash2_06_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash2_06_e_230,False,,13,no,,15,idle,,1,sad,,5,sad_02,,S_500,S_500,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_231,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_231,True,,13,no,,15,idle,,1,sad,,5,sad_02,,300,300,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_232,40032,event_redash2_06_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash2_06_e_232,True,,13,no,,15,idle,,1,sad,,5,sad_02,EventScene_redash_01_04_f,black,black,1.0,,,dorothy,hongryeon_o,rapunzel_o,snowwhite_o,,,,,,,,3,smile_02,,redhood,,,,,
event_redash2_06_e_233,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_233,True,,,,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,
event_redash2_06_e_234,40032,event_redash2_06_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash2_06_e_234,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,
event_redash2_06_e_235,40032,event_redash2_06_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash2_06_e_235,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,
event_redash2_06_e_236,40032,event_redash2_06_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash2_06_e_236,True,,,,,,,,,,,,,,1,10,1.0,,,,,,,,,,,,,,,,,,,,,,
event_redash2_06_e_237,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_237,True,,,,,,,,,,,,,EventScene_redash_02_2,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,
event_redash2_06_e_238,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_238,True,,,,,,,,,,,,,,redbye_01,redbye_01,1.0,,,,,,,,,,,,,,,,,,,,,,
event_redash2_06_e_239,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_239,True,,,,,,,,,,,,,,redbye_01,redbye_01,1.0,,,,,,,,,,,,,,,,,,,,,,
event_redash2_06_e_240,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_240,True,,,,,,,,,,,,,,redbye_01,redbye_01,1.0,,,,,,,,,,,,,,,,,,,,,,
event_redash2_06_e_241,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_241,True,,,,,,,,,,,,,,redbye_01,redbye_02,1.0,,,,,,,,,,,,,,,,,,,,,,
event_redash2_06_e_242,40032,event_redash2_06_e,Narration,,,Locale_MainScenario:event_redash2_06_e_242,False,,,,,,,,,,,,,,redbye_02,redbye_02,1.0,,,,,,,,,,,,,,,,,,,,,,
event_redash2_06_e_243,40032,event_redash2_06_e,Narration,,,Locale_MainScenario:event_redash2_06_e_243,False,,,,,,,,,,,,,,redbye_02,redbye_03,2.0,,,,,,,,,,,,,,,,,,,,,,
event_redash2_06_e_244,40032,event_redash2_06_e,Narration,,,Locale_MainScenario:event_redash2_06_e_244,False,,,,,,,,,,,,,EventScene_redash_08,black,black,1.0,,,,,,,,,,,,black,,,,,,,,,,
event_redash2_06_e_245,40032,event_redash2_06_e,Narration,,,Locale_MainScenario:event_redash2_06_e_245,False,,,,,,,,,,,,,,goddessfamily_01,goddessfamily_01,1.0,,,,,,,,,,,,,,,,,,,,,,
event_redash2_06_e_246,40032,event_redash2_06_e,Narration,,,Locale_MainScenario:event_redash2_06_e_246,False,,,,,,,,,,,,,,goddessfamily_01,goddessfamily_01,1.0,,,,,,,,,,,,,,,,,,,,,,
event_redash2_06_e_247,40032,event_redash2_06_e,Narration,,,Locale_MainScenario:event_redash2_06_e_247,False,,,,,,,,,,,,,,goddessfamily_01,goddessfamily_02,1.0,,,,,,,,,,,,,,,,,,,,,,
event_redash2_06_e_248,40032,event_redash2_06_e,Narration,,,Locale_MainScenario:event_redash2_06_e_248,False,,,,,,,,,,,,,,goddessfamily_02,goddessfamily_02,1.0,,,,,,,,,,,,,,,,,,,,,,
event_redash2_06_e_249,40032,event_redash2_06_e,Narration,,,Locale_MainScenario:event_redash2_06_e_249,False,,,,,,,,,,,,,,goddessfamily_02,goddessfamily_02,1.0,,,,,,,,,,,,,,,,,,,,,,
event_redash2_06_e_250,40032,event_redash2_06_e,Narration,,,Locale_MainScenario:event_redash2_06_e_250,False,,,,,,,,,,,,,,goddessfamily_02,goddessfamily_02,1.0,,,,,,,,,,,,,,,,,,,,,,
event_redash2_06_e_251,40032,event_redash2_06_e,Narration,,,Locale_MainScenario:event_redash2_06_e_251,False,,,,,,,,,,,,,,goddessfamily_02,goddessfamily_02,1.0,,,,,,,,,,,,,,,,,,,,,,
event_redash2_06_e_252,40032,event_redash2_06_e,Narration,,,Locale_MainScenario:event_redash2_06_e_252,False,,,,,,,,,,,,,,goddessfamily_02,goddessfamily_02,1.0,,,,,,,,,,,,,,,,,,,,,,
event_redash2_06_e_253,40032,event_redash2_06_e,Narration,,,Locale_MainScenario:event_redash2_06_e_253,False,,,,,,,,,,,,,,goddessfamily_02,goddessfamily_03,2.0,,,,,,,,,,,,,,,,,,,,,,
event_redash2_06_e_254,40032,event_redash2_06_e,Narration,,,Locale_MainScenario:event_redash2_06_e_254,False,,,,,,,,,,,,,,goddessfamily_03,goddessfamily_03,1.0,,,,,,,,,,,,,,,,,,,,,,
event_redash2_06_e_255,40032,event_redash2_06_e,Narration,,,Locale_MainScenario:event_redash2_06_e_255,False,,,,,,,,,,,,,,goddessfamily_03,goddessfamily_03,1.0,,,,,,,,,,,,,,,,,,,,,,
