id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,fade,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,play_sound,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim
snowfall_global_03_243,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_243,True,,16,16,1.0,,,snowfall_global_03_244,,,mica_w,mica_w,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,delight,,,,17,idle
snowfall_global_03_244,80903,snowfall_global_03,Self,Locale_SubScenario:snowfall_global_03_244,False,,12,12,1.0,,,,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_245,80903,snowfall_global_03,Self,Locale_SubScenario:snowfall_global_03_245,False,,12,12,1.0,,,,,,,,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_246,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_246,True,,12,12,1.0,,,,,,ludmilla_w,ludmilla_w,,1,idle,,13,think,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_247,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_247,True,,12,12,1.0,,,,,,ludmilla_w,ludmilla_w,,1,idle,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_248,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_248,True,,12,12,1.0,,,,,,emma,emma,,1,delight,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_249,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_249,True,,4,4,1.0,,,,,,blanc_c,blanc_c,,1,delight,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_250,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_250,True,,4,4,1.0,,,,,,noir_c,noir_c,,1,delight,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_251,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_251,True,,16,16,1.0,,,,,,mica_w,mica_w,,1,delight,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_252,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_252,True,,16,16,1.0,,,,,,lumi_01,lumi_01,,1,delight,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_253,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_253,True,,130,130,1.0,,,,,,ludmilla_w,ludmilla_w,,1,delight,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_254,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_254,True,,4,4,1.0,,,,,,blanc_c,blanc_c,,1,delight,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_255,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_255,True,,4,4,1.0,,,,,,blanc_c,blanc_c,,1,delight,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_256,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_256,True,,4,4,1.0,,,,,,blanc_c,blanc_c,,1,delight,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_257,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_257,True,,4,4,1.0,,,,,,noir_c,noir_c,,1,delight,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_258,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_258,True,,S_150,S_150,1.0,,,,,,mica_w,mica_w,,1,delight,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_259,80903,snowfall_global_03,Speech,Locale_SubScenario:snowfall_global_03_259,True,,10,10,1.0,,,,,,emma,emma,,1,delight,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_260,80903,snowfall_global_03,Monologue,Locale_SubScenario:snowfall_global_03_260,False,,black,black,1.0,,,,,,,,,1,delight,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
snowfall_global_03_261,80903,snowfall_global_03,Monologue,Locale_SubScenario:snowfall_global_03_261,False,,black,black,1.0,,,,,,,,,1,delight,,13,idle,,,5,idle,,3,idle,,,,,15,idle,,,,17,idle
