id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim
event_freezeacpu_06_e_214,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_214,True,,XS_130,113,1.0,,quiry,quiry,,,,13,idle,,,1,idle,,,3,idle,,,15,idle,,,5,idle,,,7,idle,,,,
event_freezeacpu_06_e_215,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_215,True,,113,113,1.0,bgm_story_impression,poli,poli,,,,13,idle,,,1,idle,,,3,idle,,,15,idle,,,5,idle,,,7,idle,,,,
event_freezeacpu_06_e_216,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_216,True,,113,113,1.0,,poli,poli,,,,13,idle,,,1,idle,,,3,idle,,,15,idle,,,5,idle,,,7,idle,,,,
event_freezeacpu_06_e_217,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_217,True,,113,53,1.0,,anis,anis,,,,13,idle,,,1,idle,,,3,idle,,,15,idle,,,5,idle,,,7,idle,,,,
event_freezeacpu_06_e_218,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_218,True,,53,53,1.0,,anis,anis,,,,13,idle,,,1,idle,,,3,idle,,,15,idle,,,5,idle,,,7,idle,,,,
event_freezeacpu_06_e_219,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_219,True,,53,53,1.0,,miranda,miranda,,,,13,idle,,,1,idle,,,3,idle,,,15,idle,,,5,idle,,,7,idle,,,,
event_freezeacpu_06_e_220,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_220,True,,53,53,1.0,,miranda,miranda,,,,13,idle,,,1,idle,,,3,idle,,,15,idle,,,5,idle,,,7,idle,,,,
event_freezeacpu_06_e_221,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_221,False,,53,1,1.0,,quiry,quiry,,,,13,idle,,,1,idle,,,3,idle,,,15,idle,,,5,idle,,,7,idle,,,,
event_freezeacpu_06_e_222,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_222,True,,1,S_10,1.0,,quiry,quiry,,,,13,idle,,,1,delight,,,3,idle,,,15,idle,,,5,idle,,,7,idle,,,,
event_freezeacpu_06_e_223,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_223,True,,S_10,S_10,1.0,,quiry,quiry,,,,13,idle,,,1,delight,,,3,idle,,,15,idle,,,5,idle,,,7,idle,,,,
event_freezeacpu_06_e_224,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_224,True,,S_10,S_10,1.0,,quiry,quiry,,,,13,idle,,,1,delight,,,3,idle,,,15,idle,,,5,idle,,,7,idle,,,,
event_freezeacpu_06_e_225,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_225,True,,S_10,XS_130,1.0,,poli,poli,,,,13,idle,,,1,idle,,,3,idle,,,15,idle,,,5,idle,,,7,idle,,,,
event_freezeacpu_06_e_226,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_226,True,,XS_130,XS_130,1.0,,poli,poli,,,,13,idle,,,1,idle,,,3,idle,,,15,idle,,,5,idle,,,7,idle,,,,
event_freezeacpu_06_e_227,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_227,True,,XS_130,XS_130,1.0,,poli,poli,,,,13,idle,,,1,idle,,,3,idle,,,15,idle,,,5,idle,,,7,idle,,,,
event_freezeacpu_06_e_228,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_228,True,,XS_130,XS_130,1.0,,poli,poli,,,,13,idle,,,1,idle,,,3,idle,,,15,idle,,,5,idle,,,7,idle,,,,
event_freezeacpu_06_e_229,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_229,True,,50,50,1.0,,anis,anis,,,,13,idle,,,1,idle,,,3,idle,,,15,idle,,,5,idle,,,7,idle,,,,
event_freezeacpu_06_e_230,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_230,True,,XS_130,XS_1300,1.0,,poli,poli,,,,13,idle,,,1,idle,,,3,idle,,,15,idle,,,5,idle,,,7,idle,,rapi,9,idle
event_freezeacpu_06_e_231,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_231,True,,XS_1300,XS_1300,1.0,,poli,poli,,,,13,idle,,,1,idle,,,3,idle,,,15,idle,,,5,idle,,,7,idle,,,9,idle
event_freezeacpu_06_e_232,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_232,True,,S_300,S_300,1.0,,miranda,miranda,,,,13,idle,,,1,idle,,,3,idle,,,15,idle,,,5,idle,,,7,idle,,,9,idle
event_freezeacpu_06_e_233,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_233,True,,S_300,S_300,1.0,,miranda,miranda,,,,13,idle,,,1,idle,,,3,idle,,,15,idle,,,5,idle,,,7,idle,,,9,idle
event_freezeacpu_06_e_234,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_234,True,,90,90,1.0,,rapi,rapi,,,,13,idle,,,1,idle,,,3,idle,,,15,idle,,,5,idle,,,7,idle,,,9,idle
event_freezeacpu_06_e_235,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_235,True,,S_70,S_70,1.0,,neon,neon,,,,13,idle,,,1,idle,,,3,idle,,,15,idle,,,5,idle,,,7,delight,,,9,idle
event_freezeacpu_06_e_236,40030,event_freezeacpu_06_e,Self,Locale_SubScenario:event_freezeacpu_06_e_236,False,,S_10,S_10,1.0,,,,,,,13,idle,,,1,idle,,,3,idle,,,15,idle,,,5,idle,,,7,delight,,,9,idle
event_freezeacpu_06_e_237,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_237,True,,S_10,S_10,1.0,,quiry,quiry,,,,13,idle,,,1,idle,,,3,idle,,,15,idle,,,5,idle,,,7,delight,,,9,idle
event_freezeacpu_06_e_238,40030,event_freezeacpu_06_e,Self,Locale_SubScenario:event_freezeacpu_06_e_238,False,,S_10,S_10,1.0,,,,,,,13,idle,,,1,idle,,,3,idle,,,15,idle,,,5,idle,,,7,delight,,,9,idle
event_freezeacpu_06_e_239,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_239,True,,S_10,S_100,1.0,,quiry,quiry,,,,13,idle,,,1,delight,,,3,idle,,,15,idle,,,5,idle,,,7,idle,,,9,idle
event_freezeacpu_06_e_240,40030,event_freezeacpu_06_e,Narration,Locale_SubScenario:event_freezeacpu_06_e_240,False,,black,black,1.0,,,,,,,13,idle,,,1,delight,,,3,idle,,,15,idle,,,5,idle,,,7,idle,,,9,idle
event_freezeacpu_06_e_241,40030,event_freezeacpu_06_e,Narration,Locale_SubScenario:event_freezeacpu_06_e_241,False,,black,black,1.0,,,,,,,13,idle,,,1,delight,,,3,idle,,,15,idle,,,5,idle,,,7,idle,,,9,idle
event_freezeacpu_06_e_242,40030,event_freezeacpu_06_e,Narration,Locale_SubScenario:event_freezeacpu_06_e_242,False,,black,black,1.0,,,,,,,13,idle,,,1,delight,,,3,idle,,,15,idle,,,5,idle,,,7,idle,,,9,idle
