id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,fade,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_camera_shake,play_sound,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,set_filter_02,set_filter_01
snowfall_global_08_221,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_221,True,,ce_02_gatekepper_02,ce_02_gatekepper_02,1.0,,,,,,ludmilla_w,ludmilla_w,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_08_222,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_222,True,,ce_02_gatekepper_02,ce_02_gatekepper_02,1.0,,,,,,ludmilla_w,ludmilla_w,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_08_223,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_223,True,,ce_02_gatekepper_02,ce_02_gatekepper_02,1.0,,,,,,ludmilla_w,ludmilla_w,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_08_224,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_224,True,,ce_02_gatekepper_02,ce_02_gatekepper_02,1.0,,,,,,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_08_225,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_225,True,,ce_02_gatekepper_02,ce_02_gatekepper_02,1.0,,,,,,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_08_226,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_226,True,,ce_02_gatekepper_02,ce_02_gatekepper_02,1.0,,,,,,ludmilla_w,ludmilla_w,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_08_227,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_227,True,,ce_02_gatekepper_02,ce_02_gatekepper_02,1.0,,,,,,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_08_228,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_228,True,,ce_02_gatekepper_02,ce_02_gatekepper_02,1.0,,,,,,ludmilla_w,ludmilla_w,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_08_229,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_229,True,,ce_02_gatekepper_02,snowfalloasis_03_1_1,0.6,,,,,,unknown,unknown,,,,,,,,,,,,,,,,,,,Low_2,,,,,,,,Red,
snowfall_global_08_230,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_230,True,,snowfalloasis_03_1_1,snowfalloasis_03_1_1,1.0,,,,,,unknown,unknown,,,,,,,,,,,,,,,,,,,Low_2,sfx_scn_screamfilter,,,,,,,Red,
snowfall_global_08_231,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_231,True,HotSpringInnIn_n,170,170,1.0,amb_so_inn_in_3,,,,,lumi_01,lumi_01,noir_c,9,no,blanc_c,7,think,ludmilla_w,15,sad,mica_w,5,surprise,emma,19,worry,lumi_01,17,idle,,,,,,,,,,
snowfall_global_08_232,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_232,True,,170,1700,0.4,,,,,,lumi_01,lumi_01,,9,no,,7,think,,15,sad,,5,surprise,,19,worry,,17,idle,Low_2,,,,,,,,,
snowfall_global_08_233,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_233,True,,1700,18,1.0,,,,,,emma,emma,,9,no,,7,think,,15,sad,,5,surprise,,19,angry,,17,idle,Low_2,,,,,,,,,
snowfall_global_08_234,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_234,True,,18,16,1.0,,,,,,ludmilla_w,ludmilla_w,,9,no,,7,think,,15,angry,,5,surprise,,19,angry,,17,idle,Low_2,,,,,,,,,
snowfall_global_08_235,80903,snowfall_global_08,Monologue,Locale_SubScenario:snowfall_global_08_235,False,,16,16,1.0,,,,,,,,,9,no,,7,think,,15,angry,,5,surprise,,19,angry,,17,idle,,,,,,,,,,
snowfall_global_08_236,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_236,True,,16,16,1.0,,,,,,ludmilla_w,ludmilla_w,,9,no,,7,think,,15,angry,,5,surprise,,19,angry,,17,idle,,,,,,,,,,
snowfall_global_08_237,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_237,True,,16,16,1.0,,,,,,ludmilla_w,ludmilla_w,,9,no,,7,think,,15,angry,,5,surprise,,19,angry,,17,idle,,,,,,,,,,
snowfall_global_08_238,80903,snowfall_global_08,Narration,Locale_SubScenario:snowfall_global_08_238,False,,16,16,1.0,,,,,,,,,9,no,,7,think,,15,angry,,5,surprise,,19,angry,,17,idle,,sfx_scn_weakhit,,,,,,,,
snowfall_global_08_239,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_239,True,,16,16,1.0,,,,,,lumi_01,lumi_01,,9,no,,7,think,,15,angry,,5,surprise,,19,angry,,17,idle,,,,,,,,,,
snowfall_global_08_240,80903,snowfall_global_08,Monologue,Locale_SubScenario:snowfall_global_08_240,False,,16,16,1.0,,,,,,,,,9,no,,7,think,,15,angry,,5,surprise,,19,angry,,17,idle,,,,,,,,,,
snowfall_global_08_241,80903,snowfall_global_08,Monologue,Locale_SubScenario:snowfall_global_08_241,False,,16,16,1.0,,,,,,,,,9,no,,7,think,,15,angry,,5,surprise,,19,angry,,17,idle,,,,,,,,lumi_01,,
snowfall_global_08_242,80903,snowfall_global_08,Monologue,Locale_SubScenario:snowfall_global_08_242,False,,16,13,1.0,,,,,,,,,9,no,,7,think,,15,angry,,5,surprise,,19,angry,,,,,,,,,,,,,
snowfall_global_08_243,80903,snowfall_global_08,Monologue,Locale_SubScenario:snowfall_global_08_243,False,,13,13,1.0,,,,,,,,,9,no,,7,think,,15,angry,,5,surprise,,19,worry,,,,,,,,,,,,,
snowfall_global_08_244,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_244,True,,13,16,1.0,,,,,,ludmilla_w,ludmilla_w,,9,no,,7,think,,15,think,,5,surprise,,17,worry,,,,,,,,,,,,,
snowfall_global_08_245,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_245,True,,16,16,1.0,,,,,,ludmilla_w,ludmilla_w,,9,no,,7,think,,15,think,,5,surprise,,17,worry,,,,,,,,,,,,,
snowfall_global_08_246,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_246,True,,16,16,1.0,,,,,,emma,emma,,9,no,,7,think,,15,think,,5,surprise,,17,worry,,,,,,,,,,,,,
snowfall_global_08_247,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_247,True,,16,16,1.0,,,,,,emma,emma,,9,no,,7,think,,15,think,,5,surprise,,17,worry,,,,,,,,,,,,,
snowfall_global_08_248,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_248,True,,16,16,1.0,,,,,,emma,emma,,9,no,,7,think,,15,think,,5,surprise,,17,surprise,,,,,,,,,,,,,
snowfall_global_08_249,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_249,True,,16,5,1.0,,,,,,mica_w,mica_w,,9,no,,7,think,,15,think,,5,surprise,,17,surprise,,,,,,,,,,,,,
snowfall_global_08_250,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_250,True,,5,5,1.0,,,,,,mica_w,mica_w,,9,no,,7,think,,15,think,,5,surprise,,17,surprise,,,,,,,,,,,,,
snowfall_global_08_251,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_251,True,,5,5,1.0,,,,,,mica_w,mica_w,,9,no,,7,think,,15,think,,5,surprise,,17,worry,,,,,,,,,,,,,
snowfall_global_08_252,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_252,True,,5,8,1.0,,,,,,blanc_c,blanc_c,,9,shy,,7,think,,15,think,,5,surprise,,17,worry,,,,,,,,,,,,,
snowfall_global_08_253,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_253,True,,8,8,1.0,,,,,,noir_c,noir_c,,9,shy,,7,think,,15,think,,5,surprise,,17,worry,,,,,,,,,,,,,
snowfall_global_08_254,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_254,True,,8,8,1.0,,,,,,noir_c,noir_c,,9,shy,,7,think,,15,think,,5,surprise,,17,worry,,,,,,,,,,,,,
snowfall_global_08_255,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_255,True,,15,150,1.0,,,,,,ludmilla_w,ludmilla_w,,9,shy,,7,think,,15,think,,5,surprise,,17,worry,,,,,,,,,,,,,
snowfall_global_08_256,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_256,True,,150,150,1.0,,,,,,ludmilla_w,ludmilla_w,,9,shy,,7,think,,15,think,,5,surprise,,17,worry,,,,,,,,,,,,,
snowfall_global_08_257,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_257,True,,150,150,1.0,,,,,,ludmilla_w,ludmilla_w,,9,shy,,7,think,,15,think,,5,surprise,,17,worry,,,,,,,,,,,,,
snowfall_global_08_258,80903,snowfall_global_08,Self,Locale_SubScenario:snowfall_global_08_258,False,,150,150,1.0,,,,,,,,,9,shy,,7,think,,15,think,,5,surprise,,17,worry,,,,,,,,,,,,,
snowfall_global_08_259,80903,snowfall_global_08,Monologue,Locale_SubScenario:snowfall_global_08_259,False,,black,black,1.0,,,,,,,,,9,shy,,7,think,,15,think,,5,surprise,,17,worry,,,,,,,,,,,,,
snowfall_global_08_260,80903,snowfall_global_08,Monologue,Locale_SubScenario:snowfall_global_08_260,False,,black,black,1.0,,,,,,,,,9,idle,,7,think,,15,think,,5,surprise,,17,worry,,,,,,,,,,,,,
snowfall_global_08_261,80903,snowfall_global_08,Monologue,Locale_SubScenario:snowfall_global_08_261,False,,black,black,1.0,,,,,,,,,9,idle,,7,think,,15,think,,5,surprise,,17,worry,,,,,,,,,,,,,
snowfall_global_08_262,80903,snowfall_global_08,Monologue,Locale_SubScenario:snowfall_global_08_262,False,,black,black,1.0,,,,,,,,,9,idle,,7,think,,15,think,,5,surprise,,17,worry,,,,,,,,,,,,,
snowfall_global_08_263,80903,snowfall_global_08,Monologue,Locale_SubScenario:snowfall_global_08_263,False,HotSpringInnOut_n,black,black,1.0,amb_so_inn_out_3,,,,,,,,9,idle,,7,think,,15,think,,5,surprise,,17,worry,,,,,,noir_c,blanc_c,ludmilla_w,mica_w,emma,,,
snowfall_global_08_264,80903,snowfall_global_08,Monologue,Locale_SubScenario:snowfall_global_08_264,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vignetting
snowfall_global_08_265,80903,snowfall_global_08,Monologue,Locale_SubScenario:snowfall_global_08_265,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vignetting
snowfall_global_08_266,80903,snowfall_global_08,Narration,Locale_SubScenario:snowfall_global_08_266,False,HotSpringInnIn_n,black,black,1.0,amb_so_inn_in_3,none,,,black,,,,,,,,,,,,,,,,,,,,,,sfx_scn_hang,,,,,,,,
snowfall_global_08_267,80903,snowfall_global_08,Monologue,Locale_SubScenario:snowfall_global_08_267,False,,1,1,1.0,,ambient_scn_wind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vignetting,Grey
snowfall_global_08_268,80903,snowfall_global_08,Monologue,Locale_SubScenario:snowfall_global_08_268,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vignetting,Grey
snowfall_global_08_269,80903,snowfall_global_08,Monologue,Locale_SubScenario:snowfall_global_08_269,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vignetting,Grey
snowfall_global_08_270,80903,snowfall_global_08,Monologue,Locale_SubScenario:snowfall_global_08_270,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vignetting,Grey
snowfall_global_08_271,80903,snowfall_global_08,Narration,Locale_SubScenario:snowfall_global_08_271,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,sfx_scn_hang,,,,,,,,
snowfall_global_08_272,80903,snowfall_global_08,Monologue,Locale_SubScenario:snowfall_global_08_272,False,EventScene_snowfalloasis_03_2,snowfalloasis_03_2_1,snowfalloasis_03_2_1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_08_273,80903,snowfall_global_08,Monologue,Locale_SubScenario:snowfall_global_08_273,False,,snowfalloasis_03_2_1,snowfalloasis_03_2_1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_08_274,80903,snowfall_global_08,Monologue,Locale_SubScenario:snowfall_global_08_274,False,,snowfalloasis_03_2_1,snowfalloasis_03_2_1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_08_275,80903,snowfall_global_08,Monologue,Locale_SubScenario:snowfall_global_08_275,False,,snowfalloasis_03_2_1,snowfalloasis_03_2_1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_08_276,80903,snowfall_global_08,Monologue,Locale_SubScenario:snowfall_global_08_276,False,,snowfalloasis_03_2_1,snowfalloasis_03_2_1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_08_277,80903,snowfall_global_08,Narration,Locale_SubScenario:snowfall_global_08_277,False,,snowfalloasis_03_2_1,snowfalloasis_03_2_2,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,sfx_scn_linebreak,,,,,,,,
snowfall_global_08_278,80903,snowfall_global_08,Monologue,Locale_SubScenario:snowfall_global_08_278,False,,snowfalloasis_03_2_2,snowfalloasis_03_2_2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_08_279,80903,snowfall_global_08,Monologue,Locale_SubScenario:snowfall_global_08_279,False,,snowfalloasis_03_2_2,snowfalloasis_03_2_2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_08_280,80903,snowfall_global_08,Monologue,Locale_SubScenario:snowfall_global_08_280,False,,snowfalloasis_03_2_2,snowfalloasis_03_2_2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_08_281,80903,snowfall_global_08,Monologue,Locale_SubScenario:snowfall_global_08_281,False,,snowfalloasis_03_2_2,snowfalloasis_03_2_2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_08_282,80903,snowfall_global_08,Narration,Locale_SubScenario:snowfall_global_08_282,False,,snowfalloasis_03_2_2,snowfalloasis_03_2_3,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,Low_2,sfx_scn_heavytrip,,,,,,,,
snowfall_global_08_283,80903,snowfall_global_08,Monologue,Locale_SubScenario:snowfall_global_08_283,False,,snowfalloasis_03_2_3,snowfalloasis_03_2_3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_08_284,80903,snowfall_global_08,Monologue,Locale_SubScenario:snowfall_global_08_284,False,,snowfalloasis_03_2_3,snowfalloasis_03_2_3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_08_285,80903,snowfall_global_08,Monologue,Locale_SubScenario:snowfall_global_08_285,False,,snowfalloasis_03_2_3,snowfalloasis_03_2_3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_08_286,80903,snowfall_global_08,Monologue,Locale_SubScenario:snowfall_global_08_286,False,,snowfalloasis_03_2_3,snowfalloasis_03_2_3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_08_287,80903,snowfall_global_08,Narration,Locale_SubScenario:snowfall_global_08_287,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
