id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,fade,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id,play_sound,characters/0/hide_char_id
event_icedragonsaga2_04_e_199,40065,event_icedragonsaga2_04_e,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_04_e_199,True,,2,idle,,4,idle,,XS_20,XS_20,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_200,40065,event_icedragonsaga2_04_e,Speech,chloe,chloe,Locale_MainScenario:event_icedragonsaga2_04_e_200,True,,2,idle,,4,idle,,XS_20,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_201,40065,event_icedragonsaga2_04_e,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_04_e_201,True,,2,idle,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_202,40065,event_icedragonsaga2_04_e,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_04_e_202,True,,2,idle,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_203,40065,event_icedragonsaga2_04_e,Speech,newsanchor,newsanchor,Locale_MainScenario:event_icedragonsaga2_04_e_203,False,,2,idle,,4,idle,City,5,5,1.0,bgm_story_empathize,Vignetting,black,,,,chloe,,,guillotine
event_icedragonsaga2_04_e_204,40065,event_icedragonsaga2_04_e,Speech,newsanchor,newsanchor,Locale_MainScenario:event_icedragonsaga2_04_e_204,False,,,,,,,,5,5,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_205,40065,event_icedragonsaga2_04_e,Speech,newsanchor,newsanchor,Locale_MainScenario:event_icedragonsaga2_04_e_205,False,,,,,,,,5,5,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_206,40065,event_icedragonsaga2_04_e,Speech,newsanchor,newsanchor,Locale_MainScenario:event_icedragonsaga2_04_e_206,False,,,,,,,,5,5,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_207,40065,event_icedragonsaga2_04_e,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_04_e_207,False,,,,,,,,black,black,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_208,40065,event_icedragonsaga2_04_e,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_04_e_208,False,,,,,,,,black,black,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_209,40065,event_icedragonsaga2_04_e,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_04_e_209,False,,,,,,,,black,black,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_210,40065,event_icedragonsaga2_04_e,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_04_e_210,False,,,,,,,,black,black,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_211,40065,event_icedragonsaga2_04_e,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_04_e_211,False,,,,,,,,black,black,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_212,40065,event_icedragonsaga2_04_e,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_04_e_212,False,,,,,,,,black,black,1.0,,Vignetting,,,,,,,,
