stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/2/private_monster_count,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/5/private_monster_count,wave_data/7/wave_path,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/7/private_monster_count,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,mod_value
6010022,wave_campaign_normal_004,Campaign,90,5,True,False,point_grd_desert_003,point_fly_desert_003,sbg_desert_003,Desert,Day,ibg_desert_001,3310010121.0,path_fly_mid_small_039,1210030121,Dash,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,path_grd_mid_special_025,6.0,3120010121.0,Drop,3120010121.0,Drop,3120010121.0,Drop,1320010221.0,Drop,path_grd_far_small_044,1220030121.0,Dash,1220030121.0,Dash,3220070121.0,Dash,3220070121.0,Dash,path_fly_mid_elite1_802,0.0,1210030121.0,Dash,1210030121.0,Dash,3210030121.0,Drop,3310010121.0,Drop,path_grd_far_small_071,3220070121.0,Drop,3220070121.0,Drop,3220070121.0,Drop,2220040121.0,Dash,0,29,13,12.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6010023,wave_campaign_normal_004,Campaign,90,7,True,False,point_grd_desert_003,point_fly_desert_003,sbg_desert_003,Desert,Day,ibg_desert_001,3320060121.0,path_grd_mid_small_002,1220040121,Drop,1220040121.0,Drop,1220050121.0,Dash,1220050121.0,Dash,path_grd_close_elite2_804,,1220040121.0,Dash,1220040121.0,Dash,3320060221.0,Jump,3320060221.0,Jump,path_grd_close_small_042,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,path_fly_close_small_029,12.0,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,path_grd_mid_small_043,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,33,34,2,10.0,5.0,path_fly_mid_elite2_808,3210040121.0,Dash,3210040121.0,Dash,3310020221.0,Dash,3310020221.0,Dash,path_grd_mid_special_065,5.0,1220040121.0,Jump,1220040121.0,Jump,1220050121.0,Drop,3320060121.0,Drop,0.0,path_grd_close_small_042,1220040121.0,Dash,1220040121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,6.0,path_grd_close_small_042,4.0,1220050121.0,Dash,1220050121.0,Dash,1220040121.0,Dash,1220040121.0,Dash,
6010024,wave_campaign_normal_004,BaseDefense,60,6,True,True,point_grd_desert_004_midclear,point_fly_desert_004,sbg_desert_004_midclear,Desert,Day,ibg_desert_basedefense_001,,path_grd_close_small_048,3220050121,Drop,3220050121.0,Drop,3220020121.0,Dash,3220020121.0,Dash,path_grd_mid_small_043,,3220050121.0,Jump,3220050121.0,Jump,3220050121.0,Jump,3220050121.0,Jump,path_grd_mid_small_040,3220050121.0,Dash,3220020121.0,Dash,3220050121.0,Dash,3220020121.0,Dash,path_grd_mid_elite1_802,3.0,3220050121.0,Dash,3220050121.0,Dash,3220020121.0,Jump,2320030221.0,Jump,path_grd_close_small_069,3220050121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,3220020121.0,Dash,12,42,0,,,path_fly_mid_small_030,2210020121.0,Drop,2210020121.0,Drop,2210020121.0,Drop,1210040121.0,Drop,path_grd_mid_small_075,5.0,3220050121.0,Jump,3220050121.0,Jump,3220050121.0,Jump,3220020121.0,Jump,10.0,path_grd_mid_elite1_802,3220050121.0,Dash,3220050121.0,Dash,3220020121.0,Drop,2320030121.0,Drop,7.0,,,,,,,,,,,normal
6010025,wave_campaign_normal_004,BaseDefense,60,6,True,True,point_grd_desert_004_midclear,point_fly_desert_004,sbg_desert_004_midclear,Desert,Day,ibg_desert_basedefense_001,,path_grd_close_small_039,3220040121,Dash,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,path_grd_far_small_038,,3220060121.0,Dash,3220060121.0,Dash,3220060121.0,Dash,2220040121.0,Dash,path_grd_mid_small_046,3220040121.0,Drop,3220040121.0,Drop,3220040121.0,Drop,3220040121.0,Drop,path_grd_mid_elite1_802,3.0,3220060121.0,Jump,3220060121.0,Jump,3220020121.0,Drop,2320010221.0,Drop,path_fly_far_small_051,3210010121.0,Dash,3210010121.0,Dash,3210010121.0,Dash,3210010121.0,Jump,6,45,12,,8.0,path_grd_mid_special_065,1120010121.0,Jump,1120010121.0,Jump,3220040121.0,Drop,3220020121.0,Drop,path_grd_mid_small_076,5.0,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,6.0,path_grd_mid_elite1_802,3220040121.0,Jump,3220040121.0,Jump,3220020121.0,Drop,3320030121.0,Drop,7.0,,,,,,,,,,,normal
6010026,wave_campaign_normal_004,BaseDefense,60,7,True,True,point_grd_desert_004_midclear,point_fly_desert_004,sbg_desert_004_midclear,Desert,Day,ibg_desert_basedefense_001,,path_grd_close_small_067,1220010121,Dash,1220010121.0,Dash,3220020121.0,Drop,3320050221.0,Drop,path_grd_mid_small_037,4.0,3220040121.0,Dash,3220040121.0,Dash,3220020121.0,Dash,2320040221.0,Normal,path_grd_mid_small_037,1220010121.0,Dash,1220010121.0,Dash,1220010121.0,Dash,3220020121.0,Dash,path_grd_mid_elite1_802,2.0,1220010121.0,Jump,1220010121.0,Jump,2220050121.0,Drop,3320060221.0,Drop,path_grd_close_small_067,3120010121.0,Jump,3120010121.0,Jump,3220020121.0,Drop,2320020121.0,Drop,12,39,0,5.0,9.0,path_fly_mid_small_030,2210010121.0,Drop,2210010121.0,Drop,2210010121.0,Drop,2310030221.0,Drop,path_grd_mid_small_075,5.0,3220040121.0,Jump,3220040121.0,Jump,3220040121.0,Jump,2320040221.0,Normal,10.0,path_grd_mid_small_070,1220010121.0,Jump,1220010121.0,Jump,3220020121.0,Drop,2320020121.0,Drop,,,,,,,,,,,,normal
6010027,wave_campaign_normal_004,Campaign,90,5,True,False,point_grd_desert_003,point_fly_desert_003,sbg_desert_003,Desert,Day,ibg_desert_001,2320020121.0,path_grd_far_small_033,3220070121,Dash,3220070121.0,Dash,3220070121.0,Dash,3220070121.0,Dash,path_grd_close_small_054,6.0,3220050121.0,Drop,3220050121.0,Drop,3220050121.0,Drop,3320050221.0,Drop,path_grd_mid_small_070,3220070121.0,Dash,3220070121.0,Dash,3220070121.0,Dash,3220020121.0,Dash,path_grd_mid_elite1_802,0.0,3220050121.0,Dash,3220050121.0,Dash,3220070121.0,Drop,2320020121.0,Drop,path_grd_mid_small_008,3220070121.0,Drop,3220070121.0,Drop,3220070121.0,Drop,3220070121.0,Dash,6,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6010028,wave_campaign_normal_004,Campaign,90,5,True,False,point_grd_desert_004,point_fly_desert_004,sbg_desert_004,Desert,Day,ibg_desert_001,1320060121.0,path_grd_close_small_054,2220010121,Drop,2220010121.0,Drop,2220010121.0,Drop,3320010221.0,Drop,path_grd_mid_small_070,6.0,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,2220040121.0,Dash,path_grd_close_small_010,2220010121.0,Dash,2220040121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,path_grd_close_elite1_801,0.0,2220010121.0,Dash,2220010121.0,Dash,2220040121.0,Drop,1320060121.0,Drop,path_grd_mid_small_073,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,2220040121.0,Dash,19,14,0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6010029,wave_campaign_normal_004,Campaign,90,7,True,False,point_grd_desert_003,point_fly_desert_003,sbg_desert_003,Desert,Day,ibg_desert_001,2320030121.0,path_grd_close_elite1_801,1220010121,Dash,1220010121.0,Dash,3220020121.0,Jump,2320030221.0,Jump,path_grd_mid_small_055,10.0,1220010121.0,Drop,1220010121.0,Drop,1220010121.0,Drop,2320030221.0,Drop,path_fly_close_small_029,1210020121.0,Drop,1210020121.0,Drop,1210020121.0,Drop,3210030121.0,Drop,path_grd_mid_small_070,9.0,1220010121.0,Dash,1220010121.0,Dash,1220010121.0,Dash,3220020121.0,Dash,path_grd_close_elite2_804,1220010121.0,Jump,1220010121.0,Jump,2320030221.0,Drop,2320030221.0,Drop,24,32,1,,0.0,path_grd_mid_special_025,1220010121.0,Jump,1220010121.0,Jump,3220020121.0,Drop,2320030121.0,Drop,path_fly_mid_small_053,10.0,1210020121.0,Drop,1210020121.0,Drop,1210020121.0,Drop,3210030121.0,Drop,5.0,,,,,,,,,,,,,,,,,,,,,
6010030,wave_campaign_normal_004,Campaign,90,5,True,False,point_grd_desert_002,point_fly_desert_002,sbg_desert_002,Desert,Day,ibg_desert_001,1320040121.0,path_grd_mid_small_049,3220050121,Drop,3220050121.0,Drop,3220050121.0,Drop,1320040221.0,Drop,path_grd_far_small_071,6.0,3220060121.0,Dash,3220060121.0,Dash,3220060121.0,Dash,3220020121.0,Dash,path_grd_mid_small_012,3220060121.0,Jump,3220060121.0,Jump,3220060121.0,Jump,3220060121.0,Jump,path_grd_mid_small_055,0.0,3220050121.0,Drop,3220050121.0,Drop,3220050121.0,Drop,1320040121.0,Drop,path_grd_far_special_066,3220060121.0,Dash,3220060121.0,Dash,3220060121.0,Dash,2220040121.0,Dash,0,18,21,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6010031,wave_campaign_normal_004,Campaign,90,5,True,False,point_grd_desert_005,point_fly_desert_005,sbg_desert_005,Desert,Day,ibg_desert_001,3320040121.0,path_grd_close_small_042,1220010121,Dash,1220010121.0,Dash,1220010121.0,Dash,1220010121.0,Dash,path_grd_mid_elite1_802,6.0,2220030121.0,Jump,2220030121.0,Jump,3220020121.0,Jump,3320010221.0,Jump,path_grd_close_special_064,2120010121.0,Dash,2120010121.0,Dash,2220030121.0,Jump,3220020121.0,Jump,path_grd_mid_special_025,0.0,2220030121.0,Jump,2220030121.0,Jump,2220040121.0,Drop,3320040121.0,Drop,path_grd_close_small_042,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,27,30,0,10.0,8.0,path_grd_mid_small_012,1220010121.0,Dash,1220010121.0,Dash,1220010121.0,Dash,1220010121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6010032,wave_campaign_normal_004,Campaign,180,6,False,False,point_grd_desert_002,point_fly_desert_002,sbg_desert_002_rightclear,Desert,Day,ibg_desert_001,1410020121.0,path_fly_mid_centurion_902,1410020121,Normal,,,,,,,path_grd_mid_small_012,,3220050121.0,Normal,3220050121.0,Normal,3220050121.0,Normal,3220050121.0,Normal,path_grd_mid_small_012,1120010121.0,Drop,1120010121.0,Drop,1220040121.0,Drop,1220040121.0,Drop,path_fly_mid_elite2_808,4.0,1110010121.0,Dash,1110010121.0,Dash,1110010121.0,Dash,1310030221.0,Dash,path_grd_close_small_048,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,2220040121.0,Drop,6,33,1,,4.0,path_fly_mid_small_036,1210010121.0,Normal,1210010121.0,Normal,3110010121.0,Normal,3110010121.0,Normal,path_grd_mid_small_011,,2120010121.0,Jump,2120010121.0,Jump,2120010121.0,Jump,2320030221.0,Jump,,,,,,,,,,,,,,,,,,,,,,
6010033,wave_campaign_normal_004,Defense,90,7,True,True,point_grd_desert_002_rightclear,point_fly_desert_002_rightclear,sbg_desert_002_rightclear,Desert,Day,ibg_desert_defense_001,,path_grd_close_small_036,2220010121,Normal,2220010121.0,Normal,2220010121.0,Normal,2220010121.0,Normal,path_grd_mid_small_075,12.0,3220030121.0,Drop,3220030121.0,Drop,3220030121.0,Drop,3220020121.0,Drop,path_grd_close_special_064,1120010121.0,Dash,1120010121.0,Dash,2220010121.0,Drop,2220050121.0,Dash,path_grd_mid_special_025,16.0,1120010121.0,Jump,1120010121.0,Jump,2220010121.0,Drop,2320050221.0,Drop,path_grd_mid_small_075,3220030121.0,Dash,3220020121.0,Dash,3220030121.0,Dash,3220020121.0,Dash,30,48,0,,16.0,path_grd_mid_small_040,2220010121.0,Drop,2220010121.0,Drop,3220020121.0,Drop,3220020121.0,Drop,path_grd_mid_special_025,9.0,1120010121.0,Dash,1120010121.0,Dash,2220010121.0,Drop,2220050121.0,Drop,,path_grd_close_elite1_801,3220030121.0,Jump,3220030121.0,Jump,3220020121.0,Normal,3320010121.0,Normal,19.0,,,,,,,,,,,20
6010034,wave_campaign_normal_004,Defense,90,9,True,True,point_grd_desert_002_rightclear,point_fly_desert_002_rightclear,sbg_desert_002_rightclear,Desert,Day,ibg_desert_defense_001,,path_fly_mid_small_005,1210020121,Normal,1210020121.0,Normal,1210020121.0,Normal,1210020121.0,Normal,path_fly_far_small_051,12.0,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,1210040121.0,Drop,path_grd_mid_small_037,2220010121.0,Jump,2220010121.0,Jump,2220010121.0,Jump,3220020121.0,Jump,path_fly_mid_elite1_802,4.0,1210020121.0,Normal,1210020121.0,Normal,1210040121.0,Normal,1310020221.0,Normal,path_grd_mid_small_061,2220010121.0,Jump,2220010121.0,Jump,3220020121.0,Dash,3220020121.0,Dash,0,42,12,10.0,10.0,path_fly_far_small_054,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,1210040121.0,Dash,path_grd_mid_small_076,9.0,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,,path_fly_mid_elite1_802,1210020121.0,Normal,1210020121.0,Normal,1210040121.0,Normal,1310020121.0,Normal,,,,,,,,,,,,20
6010035,wave_campaign_normal_004,Defense,90,10,True,True,point_grd_desert_002_rightclear,point_fly_desert_002_rightclear,sbg_desert_002_rightclear,Desert,Day,ibg_desert_defense_001,,path_fly_close_elite1_801,1210020121,Normal,1210020121.0,Normal,1210030121.0,Normal,1310010221.0,Normal,path_grd_mid_small_040,12.0,3220050121.0,Dash,3220050121.0,Dash,3220020121.0,Normal,2320040221.0,Normal,path_grd_mid_small_040,1210020121.0,Normal,1210020121.0,Normal,1210020121.0,Normal,2310030221.0,Dash,path_fly_mid_special_016,12.0,1110010121.0,Drop,1110010121.0,Drop,1210020121.0,Normal,2210030121.0,Dash,path_grd_mid_elite2_805,3220050121.0,Drop,3220050121.0,Drop,3320040121.0,Drop,2320040221.0,Normal,24,57,0,7.0,,path_fly_mid_small_008,1210020121.0,Normal,1210020121.0,Normal,1210020121.0,Normal,2310030221.0,Dash,path_fly_close_special_044,,1110010121.0,Drop,1110010121.0,Drop,1210020121.0,Normal,2210030121.0,Dash,12.0,path_grd_mid_small_075,3220020121.0,Drop,3220020121.0,Drop,3220020121.0,Drop,3220020121.0,Drop,,path_fly_mid_elite2_808,12.0,1210020121.0,Normal,1210020121.0,Normal,2310030221.0,Dash,1310010221.0,Dash,20
6010036,wave_campaign_normal_004,Campaign,90,7,True,False,point_grd_alteisen_01,point_fly_alteisen_01,sbg_desertmbg001_001,Desertmbg001,Day,ibg_desert_001,1310030131.0,path_fly_mid_elite1_802,2210010131,Dash,2210010131.0,Dash,2310020531.0,Drop,2310020531.0,Drop,path_fly_far_small_040,,2210010131.0,Dash,2210010131.0,Dash,2310020531.0,Dash,2310020531.0,Dash,path_fly_close_elite2_807,2210010131.0,Dash,2210010131.0,Dash,2310020531.0,Drop,2310020531.0,Drop,path_fly_mid_elite3_814,0.0,2210010131.0,Dash,2310020531.0,Drop,2310020531.0,Drop,1310030131.0,Drop,path_fly_close_small_029,2210010131.0,Drop,2210010131.0,Drop,2310020531.0,Drop,2310020531.0,Drop,15,27,15,3.0,8.0,path_fly_far_elite1_803,2210010131.0,Dash,2210010131.0,Dash,2310020531.0,Drop,2310030231.0,Drop,path_fly_mid_elite2_808,,2210010131.0,Dash,2210010131.0,Dash,2310020531.0,Drop,2310020531.0,Drop,3.0,,,,,,,,,,,,,,,,,,,,,
6010037,wave_campaign_normal_004,Campaign,180,6,False,False,point_grd_desert_002,point_fly_desert_002,sbg_desert_002_rightclear,Desert,Day,ibg_desert_001,2410010131.0,path_fly_far_centurion_903,2410010131,Normal,,,,,,,path_fly_mid_small_018,,1210010131.0,Dash,1210020131.0,Dash,2110010131.0,Dash,2110010131.0,Dash,path_grd_mid_elite1_802,1220010131.0,Drop,1220010131.0,Drop,1220010131.0,Drop,2220040131.0,Drop,path_grd_mid_elite2_805,4.0,3220040131.0,Jump,3220040131.0,Jump,3220040131.0,Dash,3320060231.0,Drop,path_grd_mid_small_049,3120010131.0,Jump,3120010131.0,Jump,2220010131.0,Jump,2220040131.0,Drop,0,42,1,3.0,,path_grd_mid_small_052,2220030131.0,Drop,3227050331.0,Drop,3220070131.0,Drop,3220070131.0,Drop,path_fly_mid_small_050,,3110010131.0,Dash,3110010131.0,Dash,1210010131.0,Dash,1310010231.0,Dash,8.0,,,,,,,,,,,,,,,,,,,,,
