stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type
6502308,wave_eventdungeon_010,Campaign,90,5,True,False,point_grd_iceland_003,point_fly_iceland_003,sbg_iceland_003,IceLand,Day,ibg_iceland_001,3320030111,path_grd_mid_small_040,1220060111,Dash,1220060111.0,Dash,1220060111.0,Dash,1220060111.0,Dash,path_fly_mid_small_005,7.0,1210020111.0,Dash,1210020111.0,Dash,1210020111.0,Dash,1210040111.0,Dash,path_fly_mid_small_050,7.0,1210030111.0,Dash,1210030111.0,Dash,1210030111.0,Dash,1210040111.0,Dash,path_fly_mid_elite1_802,0.0,3210010111.0,Dash,3210010111.0,Dash,1210010111.0,Drop,1310010211.0,Drop,path_grd_mid_small_043,7.0,2220030111.0,Jump,3220020111.0,Jump,2220030111.0,Jump,3320030111.0,Dash,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502309,wave_eventdungeon_010,Campaign,90,5,True,False,point_grd_iceland_007,point_fly_iceland_007,sbg_iceland_007,IceLand,Day,ibg_iceland_001,2310010111,path_grd_mid_small_070,2220010111,Drop,2220010111.0,Drop,2220010111.0,Drop,2220040111.0,Jump,path_fly_mid_small_008,7.0,3210010111.0,Dash,2310060211.0,Dash,3210030111.0,Dash,2310010211.0,Dash,path_grd_close_small_036,7.0,2220010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,2220040111.0,Dash,path_grd_mid_elite1_802,0.0,2220010111.0,Jump,2220010111.0,Jump,2220040111.0,Drop,1320020211.0,Drop,path_fly_mid_small_030,7.0,3210010111.0,Drop,2310060211.0,Drop,3210030111.0,Drop,2310010111.0,Dash,6,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502310,wave_eventdungeon_010,Campaign,90,5,True,False,point_grd_iceland_002,point_fly_iceland_002,sbg_iceland_002,IceLand,Day,ibg_iceland_001,2310020111,path_fly_mid_small_039,1210020111,Dash,1210020111.0,Dash,1210020111.0,Dash,1210020111.0,Dash,path_grd_mid_special_025,7.0,3120010111.0,Jump,3120010111.0,Jump,1220030111.0,Drop,1320010211.0,Drop,path_grd_far_small_044,7.0,1220030111.0,Dash,1220030111.0,Dash,3220070111.0,Dash,3220070111.0,Dash,path_fly_mid_elite1_802,0.0,1210020111.0,Dash,1210020111.0,Dash,3210030111.0,Drop,2310020111.0,Drop,path_grd_far_small_071,7.0,1220030111.0,Jump,1220030111.0,Jump,1220030111.0,Jump,2220040111.0,Jump,0,29,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502311,wave_eventdungeon_010,Campaign,90,5,True,False,point_grd_iceland_001,point_fly_iceland_001,sbg_iceland_001,IceLand,Day,ibg_iceland_001,1320060111,path_grd_far_small_059,3220040111,Dash,3220040111.0,Dash,3220040111.0,Dash,2220040111.0,Dash,path_grd_mid_elite1_802,7.0,3220040111.0,Drop,3220040111.0,Drop,1220050111.0,Dash,1320060211.0,Dash,path_fly_mid_small_005,,3210020111.0,Dash,3210020111.0,Dash,3210020111.0,Dash,3210030111.0,Dash,path_grd_mid_elite1_802,0.0,3220040111.0,Dash,3220040111.0,Dash,2220040111.0,Drop,2320030211.0,Drop,path_grd_far_small_074,10.0,3220040111.0,Dash,2220040111.0,Dash,3220040111.0,Dash,1320060111.0,Dash,0,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502312,wave_eventdungeon_010,Campaign,180,5,False,False,point_grd_iceland_006,point_fly_iceland_006,sbg_iceland_006,IceLand,Day,ibg_iceland_001,2420040111,path_grd_mid_centurion_902,2420040111,Normal,,,,,,,path_grd_mid_small_002,,2220020111.0,Drop,2220020111.0,Drop,2220020111.0,Drop,2220020111.0,Drop,path_fly_mid_elite2_808,4.0,3110010111.0,Drop,3110010111.0,Drop,1210010111.0,Drop,1210010111.0,Drop,path_grd_close_elite1_801,4.0,1220040111.0,Dash,2120010111.0,Dash,2120010111.0,Jump,2320070211.0,Jump,path_grd_close_small_036,3.0,2220020111.0,Drop,2220020111.0,Drop,2220020111.0,Drop,2220020111.0,Drop,16,27,0,path_fly_mid_small_008,,1210010111.0,Jump,1210010111.0,Jump,1110010111.0,Jump,1110010111.0,Jump,path_grd_mid_small_011,3.0,2120010111.0,Drop,2120010111.0,Drop,1120010111.0,Drop,1320030211.0,Drop,,,,,,,,,,,,,,,,,,,,
6502313,wave_eventdungeon_010,Campaign,90,5,True,False,point_grd_iceland_003,point_fly_iceland_003,sbg_iceland_003,IceLand,Day,ibg_iceland_001,3320010111,path_grd_mid_small_002,3220050111,Dash,3220050111.0,Dash,3220050111.0,Drop,3220050111.0,Drop,path_grd_mid_special_025,6.0,3220040111.0,Drop,2120010111.0,Drop,2120010111.0,Drop,3320010211.0,Drop,path_fly_mid_small_024,6.0,3210010111.0,Drop,3210010111.0,Drop,3210010111.0,Drop,3210030111.0,Drop,path_grd_mid_elite1_802,0.0,3220050111.0,Dash,3220050111.0,Dash,3220050111.0,Drop,3320010111.0,Drop,path_grd_close_small_072,8.0,2220020111.0,Dash,2220020111.0,Dash,2220020111.0,Dash,2220040111.0,Dash,6,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502314,wave_eventdungeon_010,Campaign,90,7,True,False,point_grd_iceland_001,point_fly_iceland_001,sbg_iceland_001,IceLand,Day,ibg_iceland_001,3310040111,path_grd_close_small_004,2220010111,Jump,1120010111.0,Jump,2220010111.0,Jump,1120010111.0,Jump,path_fly_mid_special_016,,3110010111.0,Drop,3210020111.0,Drop,3210030111.0,Drop,3310040211.0,Drop,path_grd_mid_special_025,10.0,2220010111.0,Jump,1120010111.0,Jump,2220030111.0,Jump,2220040111.0,Jump,path_fly_far_special_045,0.0,3110010111.0,Drop,3210020111.0,Drop,3210030111.0,Drop,3310040111.0,Drop,path_grd_close_small_048,9.0,3220020111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,18,45,15,path_grd_mid_special_065,8.0,2220010111.0,Drop,2220030111.0,Drop,1120010111.0,Drop,3220020111.0,Drop,path_grd_close_small_042,,3220050111.0,Dash,3220050111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,,,,,,,,,,,,,,,,,,,,
6502315,wave_eventdungeon_010,Campaign,90,7,True,False,point_grd_iceland_007,point_fly_iceland_007,sbg_iceland_007,IceLand,Day,ibg_iceland_001,1310020111,path_fly_close_special_044,2110010111,Drop,2110010111.0,Drop,2210020111.0,Drop,2210030111.0,Drop,path_grd_mid_elite2_805,10.0,2220030111.0,Dash,2220030111.0,Dash,2320050211.0,Drop,2320050211.0,Drop,path_fly_mid_small_053,,2210020111.0,Dash,2210020111.0,Dash,2210020111.0,Dash,1210040111.0,Dash,path_fly_close_small_029,,2210020111.0,Jump,2210020111.0,Jump,2210020111.0,Jump,3310050211.0,Jump,path_grd_close_elite1_801,0.0,2220030111.0,Jump,2220030111.0,Jump,2220040111.0,Drop,3320040211.0,Drop,36,24,0,path_fly_mid_elite1_802,10.0,2210020111.0,Jump,3210030111.0,Jump,3310050211.0,Drop,1310020111.0,Drop,path_fly_close_small_029,4.0,2210020111.0,Drop,2210020111.0,Drop,2210020111.0,Drop,3310050211.0,Drop,,,,,,,,,,,,,,,,,,,,
6502316,wave_eventdungeon_010,Campaign,90,7,True,False,point_grd_iceland_002,point_fly_iceland_002,sbg_iceland_002,IceLand,Day,ibg_iceland_001,3320030111,path_grd_mid_small_002,3220050111,Dash,3220050111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,path_fly_close_small_017,5.0,3210040111.0,Drop,3210040111.0,Drop,3210040111.0,Drop,3210040111.0,Drop,path_fly_mid_small_027,10.0,3210010111.0,Drop,3210010111.0,Drop,3210030111.0,Drop,3310030211.0,Drop,path_grd_close_elite3_813,,1220050111.0,Drop,1220050111.0,Drop,1220050111.0,Drop,1220050111.0,Drop,path_grd_mid_elite1_802,0.0,1220050111.0,Dash,3220050111.0,Dash,3220040111.0,Dash,3320030111.0,Drop,6,42,0,path_fly_mid_small_036,10.0,3210040111.0,Dash,3210040111.0,Dash,3210040111.0,Dash,3210040111.0,Dash,path_grd_close_small_042,,3220050111.0,Dash,3220050111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,,,,,,,,,,,,,,,,,,,,
6502317,wave_eventdungeon_010,Campaign,90,7,True,False,point_grd_iceland_001,point_fly_iceland_001,sbg_iceland_001,IceLand,Day,ibg_iceland_001,3310050111,path_grd_mid_small_002,1220060111,Dash,1220060111.0,Dash,1220060111.0,Dash,1220060111.0,Dash,path_fly_mid_small_033,,2210010111.0,Dash,1210010111.0,Dash,2210010111.0,Dash,2310060211.0,Drop,path_fly_mid_elite1_802,10.0,2210010111.0,Dash,1210010111.0,Dash,2210010111.0,Dash,3310050211.0,Drop,path_fly_mid_elite2_805,0.0,2210010111.0,Drop,2210010111.0,Drop,2310060211.0,Drop,3310050111.0,Drop,path_grd_mid_small_043,10.0,1220060111.0,Dash,1220060111.0,Dash,1220060111.0,Dash,1220060111.0,Dash,0,42,0,path_fly_mid_small_033,8.0,2210010111.0,Dash,2210010111.0,Dash,2210010111.0,Dash,2310060211.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502318,wave_eventdungeon_010,Campaign,90,7,True,False,point_grd_iceland_003,point_fly_iceland_003,sbg_iceland_003,IceLand,Day,ibg_iceland_001,2310040111,path_grd_mid_small_002,1220060111,Dash,1220060111.0,Dash,1220060111.0,Dash,1220060111.0,Dash,path_fly_mid_elite1_802,6.0,1210030111.0,Drop,3210040111.0,Drop,3210030111.0,Drop,2310040211.0,Drop,path_grd_close_small_060,,1220060111.0,Drop,1220050111.0,Drop,1220060111.0,Drop,1220050111.0,Drop,path_fly_mid_small_021,6.0,3210040111.0,Drop,1210030111.0,Drop,1210030111.0,Drop,3210040111.0,Drop,path_fly_mid_elite2_805,0.0,1210030111.0,Drop,3210040111.0,Drop,1310010211.0,Drop,2310040111.0,Drop,12,42,0,path_fly_close_small_049,,1210030111.0,Dash,1210030111.0,Dash,1210030111.0,Dash,3210030111.0,Normal,path_grd_mid_small_043,,1220060111.0,Drop,1220050111.0,Drop,1220060111.0,Drop,1220050111.0,Drop,path_grd_mid_small_005,8.0,1220060111.0,Dash,1220060111.0,Dash,1220060111.0,Dash,1220060111.0,Dash,,,,,,,,,,
6502319,wave_eventdungeon_010,Campaign,90,7,True,False,point_grd_iceland_004,point_fly_iceland_004,sbg_iceland_004,IceLand,Day,ibg_iceland_001,3320030111,path_grd_close_small_042,3220030111,Dash,3220030111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,path_fly_close_small_049,4.0,1210010111.0,Dash,1210010111.0,Dash,1210010111.0,Drop,2310060211.0,Drop,path_grd_mid_elite1_802,12.0,3220030111.0,Dash,3220030111.0,Dash,3220020111.0,Drop,3320030211.0,Drop,path_fly_mid_elite1_802,0.0,1210010111.0,Jump,1210010111.0,Jump,1210040111.0,Drop,2310060211.0,Drop,path_grd_mid_elite2_808,10.0,3220030111.0,Dash,3220030111.0,Dash,2320020211.0,Drop,3320030111.0,Drop,18,33,0,path_grd_mid_small_043,10.0,3220060111.0,Dash,3220060111.0,Dash,3220060111.0,Dash,3220060111.0,Dash,path_grd_close_small_013,5.0,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,,,,,,,,,,,,,,,,,,,,
6502320,wave_eventdungeon_010,Campaign,90,7,True,False,point_grd_iceland_002,point_fly_iceland_002,sbg_iceland_002,IceLand,Day,ibg_iceland_001,3320060111,path_grd_close_special_064,1220060111,Dash,1220060111.0,Dash,1120010111.0,Drop,1120010111.0,Drop,path_fly_mid_small_039,8.0,1210020111.0,Dash,1210020111.0,Dash,1210020111.0,Dash,2210040111.0,Dash,path_grd_close_elite1_801,10.0,3220010111.0,Jump,3220010111.0,Jump,1220060111.0,Drop,1220060111.0,Drop,path_grd_close_small_048,5.0,1210020111.0,Drop,1210020111.0,Drop,1210020111.0,Drop,1210020111.0,Drop,path_fly_mid_elite1_802,0.0,1210020111.0,Dash,1210020111.0,Dash,1210020111.0,Drop,1210020111.0,Drop,6,60,0,path_grd_close_elite2_807,10.0,3220010111.0,Jump,3220010111.0,Jump,3220010111.0,Drop,3320060111.0,Drop,path_fly_close_small_004,,1110010111.0,Dash,1110010111.0,Dash,1210020111.0,Dash,1210020111.0,Dash,path_fly_mid_small_008,14.0,1110010111.0,Dash,1110010111.0,Dash,1110010111.0,Dash,1110010111.0,Dash,,,,,,,,,,
6502321,wave_eventdungeon_010,Campaign,90,7,True,False,point_grd_iceland_003,point_fly_iceland_003,sbg_iceland_003,IceLand,Day,ibg_iceland_001,1320040111,path_grd_mid_small_070,3220040111,Drop,3220040111.0,Drop,3220040111.0,Drop,2220040111.0,Normal,path_grd_mid_elite2_808,6.0,3220040111.0,Dash,3220060111.0,Dash,3320040211.0,Drop,1320040211.0,Drop,path_fly_mid_small_036,10.0,3210010111.0,Dash,3210010111.0,Dash,1210010111.0,Dash,1210010111.0,Dash,path_grd_close_small_042,,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,path_fly_close_small_041,0.0,1210010111.0,Drop,1210010111.0,Drop,1210010111.0,Drop,1210010111.0,Drop,18,36,0,path_grd_mid_elite1_802,8.0,3220040111.0,Dash,3220040111.0,Dash,3220060111.0,Drop,1320040111.0,Drop,path_grd_close_small_039,9.0,3220040111.0,Dash,3220060111.0,Dash,3220040111.0,Dash,3220060111.0,Dash,path_grd_mid_small_037,,3220040111.0,Dash,3220060111.0,Dash,3220040111.0,Dash,3220060111.0,Dash,,,,,,,,,,
6502322,wave_eventdungeon_010,Campaign,90,7,True,False,point_grd_iceland_001,point_fly_iceland_001,sbg_iceland_001,IceLand,Day,ibg_iceland_001,2320060111,path_grd_mid_small_043,3220050111,Dash,2220050111.0,Dash,3220050111.0,Dash,2220050111.0,Dash,path_fly_close_elite2_804,,1210030111.0,Dash,1210030111.0,Dash,2310060211.0,Drop,2310060211.0,Drop,path_grd_mid_small_070,,3220050111.0,Dash,3220050111.0,Dash,3220050111.0,Dash,3220020111.0,Dash,path_grd_close_small_039,10.0,3220050111.0,Dash,3220050111.0,Dash,3220050111.0,Dash,3220020111.0,Dash,path_grd_mid_elite2_805,0.0,3220020111.0,Dash,2220050111.0,Dash,3320040211.0,Drop,2320060111.0,Drop,15,39,0,path_fly_mid_small_030,10.0,2210020111.0,Drop,2310060211.0,Drop,2210020111.0,Drop,2210020111.0,Drop,path_grd_mid_small_043,6.0,3220050111.0,Dash,3220050111.0,Dash,3220020111.0,Dash,3220020111.0,Dash,path_grd_mid_small_043,4.0,3220020111.0,Dash,3220020111.0,Dash,3220050111.0,Dash,3220050111.0,Dash,,,,,,,,,,
6502323,wave_eventdungeon_010,Campaign,90,7,True,False,point_grd_iceland_007,point_fly_iceland_007,sbg_iceland_007,IceLand,Day,ibg_iceland_001,1310020111,path_fly_close_special_044,2110010111,Drop,2110010111.0,Drop,2210020111.0,Drop,2210030111.0,Drop,path_grd_mid_elite2_805,10.0,2220030111.0,Dash,2220030111.0,Dash,2320050211.0,Drop,2320050211.0,Drop,path_fly_mid_small_053,,2210020111.0,Dash,2210020111.0,Dash,2210020111.0,Dash,1210040111.0,Dash,path_fly_close_small_029,,2210020111.0,Jump,2210020111.0,Jump,2210020111.0,Jump,2210020111.0,Jump,path_grd_close_elite1_801,0.0,2220030111.0,Jump,2220030111.0,Jump,2220040111.0,Drop,3320040211.0,Drop,36,24,0,path_fly_mid_elite1_802,10.0,2210020111.0,Jump,2210020111.0,Jump,3210030111.0,Drop,1310020111.0,Drop,path_fly_close_small_029,4.0,2210020111.0,Drop,2210020111.0,Drop,2210020111.0,Drop,2210020111.0,Drop,,,,,,,,,,,,,,,,,,,,
6502324,wave_eventdungeon_010,Campaign,180,5,False,False,point_grd_iceland_006,point_fly_iceland_006,sbg_iceland_006,IceLand,Day,ibg_iceland_001,1420010111,path_grd_mid_centurion_901,1420010111,Normal,,,,,,,path_grd_close_small_060,,1220040111.0,Dash,1220040111.0,Dash,1220040111.0,Dash,1220040111.0,Dash,path_grd_mid_special_065,4.0,3120010111.0,Jump,3120010111.0,Jump,3120010111.0,Jump,2220030111.0,Jump,path_fly_mid_elite3_814,3.0,1110010111.0,Drop,1110010111.0,Dash,1110010111.0,Dash,1310010211.0,Drop,path_grd_mid_small_075,,3220010111.0,Jump,3220010111.0,Jump,3220010111.0,Jump,3220010111.0,Jump,13,36,0,path_grd_mid_small_002,,3220030111.0,Normal,3220030111.0,Normal,3220030111.0,Normal,3220030111.0,Normal,path_fly_close_small_023,4.0,2210020111.0,Dash,2210020111.0,Dash,2210020111.0,Dash,1310040211.0,Dash,,,,,,,,,,,,,,,,,,,,
6502325,wave_eventdungeon_010,Campaign,180,5,False,False,point_grd_gravedigger_01,point_fly_gravedigger_01,sbg_gravedigger_001,gravedigger,Day,ibg_cityforestunder_001,3520020146,b_grd_gravedigger_01,3520020146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502326,wave_eventdungeon_010,Campaign,180,5,False,False,point_grd_gravedigger_01,point_fly_gravedigger_01,sbg_gravedigger_001,gravedigger,Day,ibg_cityforestunder_001,3520020146,b_grd_gravedigger_01,3520020146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502327,wave_eventdungeon_010,Campaign,180,5,False,False,point_grd_gravedigger_01,point_fly_gravedigger_01,sbg_gravedigger_001,gravedigger,Day,ibg_cityforestunder_001,3520020146,b_grd_gravedigger_01,3520020146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502328,wave_eventdungeon_010,Campaign,180,5,False,False,point_grd_gravedigger_01,point_fly_gravedigger_01,sbg_gravedigger_001,gravedigger,Day,ibg_cityforestunder_001,3520020146,b_grd_gravedigger_01,3520020146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502329,wave_eventdungeon_010,Campaign,180,5,False,False,point_grd_gravedigger_01,point_fly_gravedigger_01,sbg_gravedigger_001,gravedigger,Day,ibg_cityforestunder_001,3520020146,b_grd_gravedigger_01,3520020146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502401,wave_eventdungeon_010,Campaign,90,5,True,False,point_grd_iceland_007,point_fly_iceland_007,sbg_iceland_007,IceLand,Day,ibg_iceland_001,1320060111,path_grd_mid_small_055,2220010111,Drop,2220010111.0,Drop,2220010111.0,Drop,2220040111.0,Drop,path_grd_close_elite1_801,7.0,2220010111.0,Dash,2220010111.0,Dash,1220050111.0,Drop,1320060211.0,Drop,path_grd_close_small_010,,2220010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,2220040111.0,Dash,path_grd_close_elite1_801,0.0,2220010111.0,Dash,2220010111.0,Dash,2220040111.0,Drop,1320060111.0,Drop,path_grd_mid_small_073,6.0,2220010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,2220040111.0,Dash,24,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502402,wave_eventdungeon_010,Campaign,90,5,True,False,point_grd_iceland_001,point_fly_iceland_001,sbg_iceland_001,IceLand,Day,ibg_iceland_001,3320070111,path_grd_mid_small_002,1220010111,Dash,1220010111.0,Dash,1120010111.0,Drop,1120010111.0,Drop,path_grd_mid_small_011,6.0,2220030111.0,Drop,2220030111.0,Drop,2220030111.0,Drop,3320010211.0,Drop,path_fly_mid_small_024,8.0,3210010111.0,Drop,3210010111.0,Drop,3210010111.0,Drop,3210010111.0,Drop,path_grd_mid_elite1_802,0.0,2220030111.0,Dash,2220030111.0,Dash,2220030111.0,Drop,3320070111.0,Drop,path_grd_close_small_072,8.0,1220010111.0,Dash,1220010111.0,Dash,1220010111.0,Dash,3220020111.0,Dash,6,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502403,wave_eventdungeon_010,Campaign,90,5,True,False,point_grd_iceland_005,point_fly_iceland_005,sbg_iceland_005,IceLand,Day,ibg_iceland_001,3320020111,path_grd_mid_small_043,2220030111,Dash,2220030111.0,Dash,2220030111.0,Dash,2220030111.0,Dash,path_grd_far_elite1_803,7.0,1120010111.0,Dash,1120010111.0,Dash,3220070111.0,Drop,3320020211.0,Drop,path_grd_far_small_044,4.0,2220030111.0,Dash,3220070111.0,Dash,2220030111.0,Dash,3220070111.0,Dash,path_grd_mid_small_070,11.0,1120010111.0,Jump,1120010111.0,Jump,1120010111.0,Jump,2220040111.0,Jump,path_grd_far_elite1_803,0.0,2220030111.0,Dash,2220030111.0,Dash,3220070111.0,Drop,3320020111.0,Drop,0,18,24,path_grd_mid_small_073,5.0,2220030111.0,Dash,2220030111.0,Dash,2220030111.0,Dash,2220040111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502404,wave_eventdungeon_010,Campaign,90,5,True,False,point_grd_iceland_002,point_fly_iceland_002,sbg_iceland_002,IceLand,Day,ibg_iceland_001,1320040111,path_grd_close_small_001,1220020111,Drop,1220020111.0,Drop,1220030111.0,Dash,1220030111.0,Dash,path_grd_mid_elite1_802,7.0,1120010111.0,Jump,1120010111.0,Jump,1220020111.0,Drop,2320050211.0,Drop,path_fly_mid_small_053,6.0,1210020111.0,Dash,1210020111.0,Dash,1210020111.0,Dash,1210040111.0,Dash,path_grd_mid_special_065,0.0,1120010111.0,Dash,1120010111.0,Dash,1220030111.0,Drop,1320040111.0,Drop,path_grd_far_small_071,11.0,1220040111.0,Dash,1220040111.0,Dash,1220040111.0,Dash,3220020111.0,Dash,0,33,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502405,wave_eventdungeon_010,Campaign,90,5,True,False,point_grd_iceland_004,point_fly_iceland_004,sbg_iceland_004,IceLand,Day,ibg_iceland_001,2320060111,path_grd_mid_small_070,3220050111,Dash,3220050111.0,Dash,3220050111.0,Dash,2220050111.0,Dash,path_fly_mid_small_039,,1210020111.0,Dash,1210020111.0,Dash,1210040111.0,Dash,1310010211.0,Dash,path_grd_mid_small_034,7.0,3220050111.0,Drop,3220050111.0,Drop,3220050111.0,Drop,2220050111.0,Dash,path_grd_mid_small_068,0.0,3220050111.0,Dash,3220050111.0,Dash,2220050111.0,Drop,2320060111.0,Drop,path_grd_mid_small_037,10.0,3220050111.0,Dash,3220050111.0,Dash,3220050111.0,Dash,2220050111.0,Normal,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
