stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,close_monster_count,mid_monster_count,far_monster_count,target_list/0,wave_data/0/wave_path,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/7/private_monster_count,wave_data/7/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type
6501318,wave_eventdungeon_005,Campaign,90,7,True,False,point_grd_arkcityday_005,point_fly_arkcityday_005,sbg_arkcityday_005,ArkCityDay,Day,ibg_arkcityday_001,0,48,0,1320060121,path_fly_mid_small_036,path_grd_mid_elite1_802,7.0,path_grd_mid_small_058,7.0,path_fly_mid_small_030,8.0,path_fly_mid_small_050,0.0,path_grd_mid_elite1_802,,path_grd_mid_small_012,5.0,,,2210010121,Dash,2210010121.0,Dash,2210010121.0,Jump,3210030121.0,Jump,2220030121.0,Dash,2220030121.0,Dash,3220020121.0,Dash,2320050221.0,Jump,2220010121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,2220040121.0,Dash,1210010121.0,Dash,1210010121.0,Dash,3210030121.0,Drop,1210010121.0,Dash,1210030121.0,Jump,1210030121.0,Jump,1210030121.0,Jump,2310050221.0,Jump,2220030121.0,Jump,2220030121.0,Jump,2220040121.0,Drop,1320060121.0,Drop,1220060121.0,Dash,1220060121.0,Dash,1220060121.0,Dash,1220060121.0,Dash,,,,,,,,
6501319,wave_eventdungeon_005,Campaign,90,7,True,False,point_grd_arkcityday_003,point_fly_arkcityday_003,sbg_arkcityday_003,ArkCityDay,Day,ibg_arkcityday_001,9,33,6,3320030121,path_grd_far_small_044,path_fly_close_elite2_807,,path_grd_mid_small_070,,path_fly_mid_small_039,11.0,path_fly_mid_elite1_802,0.0,path_grd_mid_small_055,10.0,path_grd_mid_small_070,8.0,,,3220060121,Dash,3220060121.0,Dash,3220060121.0,Dash,3220060121.0,Dash,3210020121.0,Dash,3210020121.0,Dash,2310020221.0,Dash,2310020221.0,Dash,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,2220040121.0,Dash,1210010121.0,Dash,1210010121.0,Dash,1210010121.0,Dash,1210010121.0,Dash,3210020121.0,Jump,3210020121.0,Jump,2310020221.0,Drop,2310020221.0,Drop,3220060121.0,Dash,3220060121.0,Dash,3220060121.0,Drop,3320030121.0,Drop,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,2220040121.0,Dash,,,,,,,,
6501320,wave_eventdungeon_005,Campaign,90,7,True,False,point_grd_arkcityday_002,point_fly_arkcityday_002,sbg_arkcityday_002,ArkCityDay,Day,ibg_arkcityday_001,0,45,18,3320070121,path_fly_far_elite1_803,path_grd_mid_elite1_802,5.0,path_fly_mid_small_039,11.0,path_fly_mid_special_016,,path_fly_mid_elite1_802,0.0,path_grd_far_elite1_803,10.0,path_fly_mid_small_039,8.0,,,1210010121,Dash,1210010121.0,Dash,3210030121.0,Drop,3310030221.0,Drop,2220030121.0,Dash,2220030121.0,Dash,2220040121.0,Drop,3320070221.0,Drop,1210010121.0,Dash,1210010121.0,Dash,1210010121.0,Dash,1210010121.0,Dash,2110010121.0,Drop,2110010121.0,Drop,2210010121.0,Drop,2210010121.0,Drop,1210010121.0,Jump,1210010121.0,Jump,3310030221.0,Drop,3210030121.0,Drop,2220030121.0,Dash,2220030121.0,Dash,2220040121.0,Dash,3320070121.0,Drop,2210010121.0,Dash,2210010121.0,Dash,2210010121.0,Dash,2210010121.0,Dash,,,,,,,,
6501321,wave_eventdungeon_005,Campaign,90,7,True,False,point_grd_arkcityday_002,point_fly_arkcityday_002,sbg_arkcityday_002,ArkCityDay,Day,ibg_arkcityday_001,24,27,0,1310040121,path_grd_mid_small_052,path_grd_mid_elite2_808,,path_grd_mid_small_043,12.0,path_grd_close_small_013,,path_grd_close_elite1_801,0.0,path_fly_close_elite1_801,0.0,path_grd_mid_small_008,8.0,,,2220010121,Dash,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,1220010121.0,Jump,1220010121.0,Jump,2320020221.0,Drop,3320040221.0,Drop,1220010121.0,Jump,2220050121.0,Jump,1220010121.0,Jump,2220050121.0,Jump,2220010121.0,Jump,2220010121.0,Jump,2220010121.0,Jump,2220010121.0,Jump,1220010121.0,Dash,1220010121.0,Dash,3220020121.0,Drop,3320050221.0,Drop,2210020121.0,Dash,2210020121.0,Dash,2210040121.0,Drop,1310040121.0,Drop,3220020121.0,Jump,3220020121.0,Jump,3220020121.0,Jump,3220020121.0,Jump,,,,,,,,
6501322,wave_eventdungeon_005,Campaign,90,7,True,False,point_grd_arkcityday_004,point_fly_arkcityday_004,sbg_arkcityday_004,ArkCityDay,Day,ibg_arkcityday_001,0,30,36,3320030121,path_grd_far_small_044,path_fly_mid_elite1_802,,path_grd_far_small_056,6.0,path_fly_mid_small_039,10.0,path_grd_far_elite2_806,0.0,path_grd_far_elite1_803,10.0,path_fly_mid_special_047,8.0,4.0,path_grd_far_small_044,2220030121,Dash,2220030121.0,Dash,2220030121.0,Dash,2220030121.0,Dash,1210010121.0,Dash,1210010121.0,Dash,2210040121.0,Drop,3310030221.0,Drop,2220030121.0,Drop,2220030121.0,Drop,2220040121.0,Drop,3320070221.0,Drop,2210020121.0,Dash,2210020121.0,Dash,2210040121.0,Dash,2210040121.0,Dash,2220030121.0,Dash,2220030121.0,Dash,3320070221.0,Drop,3320070221.0,Drop,2220030121.0,Jump,2220030121.0,Jump,2220040121.0,Drop,3320030121.0,Drop,2110010121.0,Dash,2110010121.0,Dash,2210040121.0,Drop,2210040121.0,Drop,2220030121.0,Jump,2220030121.0,Jump,2220030121.0,Jump,2220030121.0,Jump
6501323,wave_eventdungeon_005,Campaign,90,7,True,False,point_grd_arkcityday_004,point_fly_arkcityday_004,sbg_arkcityday_004,ArkCityDay,Day,ibg_arkcityday_001,39,27,0,1320030121,path_grd_mid_small_049,path_grd_close_elite2_804,0.0,path_fly_close_special_046,4.0,path_grd_mid_small_043,5.0,path_grd_close_small_042,,path_grd_mid_elite1_802,0.0,path_grd_close_elite2_804,,5.0,path_grd_mid_small_043,1220010121,Drop,1220010121.0,Drop,1220010121.0,Drop,1220050121.0,Drop,1220050121.0,Jump,1220050121.0,Jump,1320030221.0,Drop,1320030221.0,Drop,1110010121.0,Dash,1110010121.0,Dash,3210040121.0,Drop,3210040121.0,Drop,1220010121.0,Dash,1220050121.0,Dash,1220010121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,1220010121.0,Dash,1220050121.0,Dash,1220010121.0,Dash,1220010121.0,Dash,1220010121.0,Dash,1220050121.0,Drop,1320030121.0,Drop,1220050121.0,Jump,1220010121.0,Jump,3320060221.0,Drop,3320060221.0,Drop,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash
6501324,wave_eventdungeon_005,Campaign,180,7,False,False,point_grd_arkcityday_004_midclear,point_fly_arkcityday_004,sbg_arkcityday_004_midclear,ArkCityDay,Day,ibg_arkcityday_basedefense_001,13,36,0,3420040121,path_grd_mid_centurion_901,path_grd_close_small_001,,path_grd_mid_special_025,4.0,path_grd_mid_elite1_802,3.0,path_fly_close_small_038,,path_fly_mid_small_033,,path_grd_mid_small_008,,,,3420040121,Normal,,,,,,,3220050121.0,Drop,3220050121.0,Drop,3220060121.0,Drop,3220060121.0,Drop,1120010121.0,Drop,2120010121.0,Drop,2120010121.0,Drop,3220050121.0,Drop,1120010121.0,Dash,3220030121.0,Dash,3220030121.0,Dash,1320060221.0,Dash,3210020121.0,Jump,1210020121.0,Jump,1210020121.0,Jump,1210020121.0,Jump,2210020121.0,Drop,2210020121.0,Drop,3110010121.0,Drop,3110010121.0,Drop,2220010121.0,Dash,2220010121.0,Dash,1120010121.0,Dash,2320020221.0,Dash,,,,,,,,
6501325,wave_eventdungeon_005,Campaign,180,6,False,False,point_grd_mordernia_01,point_fly_mordernia_01,sbg_iceland_sky_001,IceLand,Day,ibg_iceland_001,0,1,0,3520040156,b_fly_mordernia_01,,,,,,,,,,,,,,,3520040156,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501326,wave_eventdungeon_005,Campaign,180,6,False,False,point_grd_mordernia_01,point_fly_mordernia_01,sbg_iceland_sky_001,IceLand,Day,ibg_iceland_001,0,1,0,3520040156,b_fly_mordernia_01,,,,,,,,,,,,,,,3520040156,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501327,wave_eventdungeon_005,Campaign,180,6,False,False,point_grd_mordernia_01,point_fly_mordernia_01,sbg_iceland_sky_001,IceLand,Day,ibg_iceland_001,0,1,0,3520040156,b_fly_mordernia_01,,,,,,,,,,,,,,,3520040156,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501328,wave_eventdungeon_005,Campaign,180,6,False,False,point_grd_mordernia_01,point_fly_mordernia_01,sbg_iceland_sky_001,IceLand,Day,ibg_iceland_001,0,1,0,3520040156,b_fly_mordernia_01,,,,,,,,,,,,,,,3520040156,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501329,wave_eventdungeon_005,Campaign,180,6,False,False,point_grd_mordernia_01,point_fly_mordernia_01,sbg_iceland_sky_001,IceLand,Day,ibg_iceland_001,0,1,0,3520040156,b_fly_mordernia_01,,,,,,,,,,,,,,,3520040156,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501330,wave_eventdungeon_005,Campaign,180,6,False,False,point_grd_mordernia_01,point_fly_mordernia_01,sbg_iceland_sky_001,IceLand,Day,ibg_iceland_001,0,1,0,3520040156,b_fly_mordernia_01,,,,,,,,,,,,,,,3520040156,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501331,wave_eventdungeon_005,Campaign,180,6,False,False,point_grd_mordernia_01,point_fly_mordernia_01,sbg_iceland_sky_001,IceLand,Day,ibg_iceland_001,0,1,0,3520040156,b_fly_mordernia_01,,,,,,,,,,,,,,,3520040156,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501332,wave_eventdungeon_005,Campaign,180,6,False,False,point_grd_mordernia_01,point_fly_mordernia_01,sbg_iceland_sky_001,IceLand,Day,ibg_iceland_001,0,1,0,3520040156,b_fly_mordernia_01,,,,,,,,,,,,,,,3520040156,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501333,wave_eventdungeon_005,Campaign,180,6,False,False,point_grd_mordernia_01,point_fly_mordernia_01,sbg_iceland_sky_001,IceLand,Day,ibg_iceland_001,0,1,0,3520040156,b_fly_mordernia_01,,,,,,,,,,,,,,,3520040156,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501334,wave_eventdungeon_005,Campaign,180,6,False,False,point_grd_mordernia_01,point_fly_mordernia_01,sbg_iceland_sky_001,IceLand,Day,ibg_iceland_001,0,1,0,3520040156,b_fly_mordernia_01,,,,,,,,,,,,,,,3520040156,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501335,wave_eventdungeon_005,Campaign,180,6,False,False,point_grd_mordernia_01,point_fly_mordernia_01,sbg_iceland_sky_001,IceLand,Day,ibg_iceland_001,0,1,0,3520040156,b_fly_mordernia_01,,,,,,,,,,,,,,,3520040156,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501336,wave_eventdungeon_005,Campaign,180,6,False,False,point_grd_mordernia_01,point_fly_mordernia_01,sbg_iceland_sky_001,IceLand,Day,ibg_iceland_001,0,1,0,3520040156,b_fly_mordernia_01,,,,,,,,,,,,,,,3520040156,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501337,wave_eventdungeon_005,Campaign,180,6,False,False,point_grd_mordernia_01,point_fly_mordernia_01,sbg_iceland_sky_001,IceLand,Day,ibg_iceland_001,0,1,0,3520040156,b_fly_mordernia_01,,,,,,,,,,,,,,,3520040156,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501338,wave_eventdungeon_005,Campaign,180,6,False,False,point_grd_mordernia_01,point_fly_mordernia_01,sbg_iceland_sky_001,IceLand,Day,ibg_iceland_001,0,1,0,3520040156,b_fly_mordernia_01,,,,,,,,,,,,,,,3520040156,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
