stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/6/private_monster_count,wave_data/7/private_monster_count,mod_value,wave_data/8/wave_path,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type,wave_data/8/private_monster_count
6210906,wave_tower_default_010,BaseDefense,60,6,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_basedefense_001,,path_grd_mid_small_052,2220020111,Dash,2220020111.0,Dash,2220020111.0,Dash,2220020111.0,Dash,path_grd_mid_small_043,,2220010111.0,Jump,2220010111.0,Jump,2220010111.0,Jump,2220010111.0,Jump,path_grd_mid_small_008,,2220010111.0,Dash,2220010111.0,Dash,2220020111.0,Dash,2220020111.0,Dash,path_grd_mid_elite2_808,2.0,2220020111.0,Dash,2220010111.0,Dash,2220010111.0,Drop,3320080211.0,Drop,path_grd_mid_small_043,2220010111.0,Jump,2220020111.0,Jump,2220010111.0,Jump,2220020111.0,Jump,0,63,0,10.0,path_grd_mid_special_065,,1120010111.0,Jump,2220020111.0,Jump,2220010111.0,Drop,2220020111.0,Drop,path_grd_mid_small_075,2220010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,path_grd_mid_elite2_808,2220020111.0,Dash,2220010111.0,Dash,3320070211.0,Drop,3320080211.0,Drop,4.0,7.0,normal,,,,,,,,,,,,,,,,,,,,
6210907,wave_tower_default_010,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,1310010111.0,path_fly_mid_small_021,1210050111,Drop,1210030111.0,Drop,1210030111.0,Drop,1210050111.0,Drop,path_grd_mid_elite2_805,5.0,2220020111.0,Dash,2220010111.0,Dash,1320060211.0,Drop,1320030211.0,Drop,path_fly_mid_small_021,10.0,1210050111.0,Drop,1210030111.0,Drop,1210030111.0,Drop,1210050111.0,Drop,path_fly_far_elite1_803,6.0,1210030111.0,Drop,1210010111.0,Drop,1210030111.0,Drop,3210030111.0,Drop,path_grd_mid_elite2_805,2220020111.0,Dash,2220010111.0,Dash,1320060211.0,Drop,1320060211.0,Drop,6,51,9,0.0,path_fly_mid_elite1_802,10.0,1210030111.0,Drop,1210030111.0,Drop,1210050111.0,Drop,1310010111.0,Drop,path_fly_mid_small_005,1210030111.0,Drop,1210050111.0,Drop,1210030111.0,Drop,1210030111.0,Drop,path_fly_mid_small_008,1210030111.0,Drop,1210030111.0,Drop,1210050111.0,Drop,1210030111.0,Drop,,8.0,,path_grd_close_small_042,2220020111.0,Drop,2220010111.0,Drop,2220020111.0,Drop,2220010111.0,Drop,,,,,,,,,,,
6210908,wave_tower_default_010,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,1320030111.0,path_grd_mid_small_002,1220060111,Dash,1220060111.0,Dash,1220060111.0,Dash,3220080111.0,Drop,path_grd_close_small_072,4.0,1220060111.0,Dash,1220060111.0,Dash,1220060111.0,Dash,3220080111.0,Drop,path_grd_mid_small_034,10.0,1220060111.0,Dash,1220060111.0,Dash,1320030211.0,Drop,1320040211.0,Drop,path_grd_close_small_042,3.0,3220080111.0,Drop,3220080111.0,Drop,3220080111.0,Drop,3220080111.0,Drop,path_grd_close_small_042,3220080111.0,Drop,3220080111.0,Drop,3220080111.0,Drop,3220080111.0,Drop,24,27,0,0.0,path_grd_mid_elite2_805,,1220060111.0,Dash,1220060111.0,Dash,1320040211.0,Drop,1320030111.0,Drop,path_grd_mid_small_043,1220060111.0,Dash,3220080111.0,Drop,1220060111.0,Dash,1220060111.0,Dash,path_grd_close_small_045,1220060111.0,Dash,1220060111.0,Dash,1220060111.0,Dash,3220080111.0,Drop,6.0,9.0,,,,,,,,,,,,,,,,,,,,,
6210909,wave_tower_default_010,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,2310010111.0,path_fly_mid_small_050,2210020111,Dash,2210020111.0,Dash,2210020111.0,Dash,3210030111.0,Normal,path_fly_mid_elite2_805,5.0,2210020111.0,Drop,2210020111.0,Drop,2310060211.0,Drop,2310010211.0,Drop,path_fly_mid_small_050,8.0,1210010111.0,Dash,3210040111.0,Dash,2210020111.0,Dash,3210030111.0,Normal,path_fly_mid_small_027,,2210020111.0,Drop,2210020111.0,Drop,2210020111.0,Drop,2310060211.0,Drop,path_fly_far_elite2_806,1210010111.0,Drop,2210020111.0,Drop,2310010211.0,Drop,2310010111.0,Drop,6,39,9,0.0,path_fly_mid_small_027,10.0,3210040111.0,Drop,2210020111.0,Drop,2210020111.0,Drop,2310060211.0,Drop,path_fly_mid_small_050,1210010111.0,Dash,1210010111.0,Dash,1210010111.0,Dash,3210030111.0,Dash,path_fly_close_small_026,3210040111.0,Drop,2210020111.0,Drop,2210020111.0,Drop,2310060211.0,Drop,,,,,,,,,,,,,,,,,,,,,,,
6210910,wave_tower_default_010,Campaign,180,2,False,False,point_grd_nihilister,point_fly_nihilister,sbg_volcanoeba003_custom,Volcano,Day,ibg_volcano_001,3520020111.0,b_fly_nihilister_01,3520020111,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210911,wave_tower_default_010,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,3310050141.0,path_grd_close_small_001,3220030141,Jump,3220030141.0,Jump,3220030141.0,Dash,2220040141.0,Dash,path_fly_mid_elite1_802,7.0,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,3310050241.0,Dash,path_grd_close_small_051,,2220010141.0,Dash,2220010141.0,Dash,2220040141.0,Dash,2220010141.0,Dash,path_fly_mid_elite1_802,0.0,1210010141.0,Dash,1210010141.0,Dash,3210030141.0,Drop,3310050141.0,Drop,path_grd_close_small_042,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,2220040141.0,Dash,18,33,0,,path_grd_mid_special_025,,3120010141.0,Jump,3120010141.0,Jump,3120010141.0,Drop,3120010141.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210912,wave_tower_default_010,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,2320050141.0,path_grd_close_small_048,1220040141,Drop,1220040141.0,Drop,1220040141.0,Drop,2320050241.0,Drop,path_grd_close_small_069,,1220040141.0,Dash,1220040141.0,Dash,1220040141.0,Dash,1220050141.0,Drop,path_fly_mid_small_039,4.0,3210040141.0,Dash,3210040141.0,Dash,3210040141.0,Dash,3210040141.0,Dash,path_grd_close_elite1_801,0.0,3120010141.0,Dash,3120010141.0,Dash,1220050141.0,Drop,2320010241.0,Drop,path_grd_close_special_064,2120010141.0,Dash,2120010141.0,Dash,1220050141.0,Drop,2320050141.0,Drop,42,6,0,6.0,path_grd_close_small_042,3.0,1220050141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210913,wave_tower_default_010,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,2310010141.0,path_grd_mid_small_070,2220010141,Drop,2220010141.0,Drop,2220010141.0,Drop,2220040141.0,Jump,path_fly_mid_small_008,7.0,3210010141.0,Dash,3210030141.0,Dash,3210010141.0,Dash,2310010241.0,Dash,path_grd_close_small_036,7.0,2220010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,2220040141.0,Dash,path_grd_mid_elite1_802,0.0,2220010141.0,Jump,2220010141.0,Jump,2220040141.0,Drop,1320020241.0,Drop,path_fly_mid_small_030,3210010141.0,Drop,3210030141.0,Drop,3210010141.0,Drop,2310010141.0,Dash,6,27,0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210914,wave_tower_default_010,Defense,90,7,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Day,ibg_tower_defense_001,,path_grd_mid_small_037,3220050141,Normal,3220050141.0,Normal,3220050141.0,Normal,3220050141.0,Normal,path_fly_mid_small_008,8.0,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,path_grd_close_special_024,,3220050141.0,Dash,3220050141.0,Normal,2120010141.0,Drop,2220040141.0,Dash,path_fly_mid_small_033,6.0,3210010141.0,Normal,3210010141.0,Normal,3210010141.0,Normal,2310050241.0,Normal,path_fly_mid_special_016,2110010141.0,Drop,3210010141.0,Dash,2220040141.0,Drop,3310050241.0,Dash,15,63,0,12.0,path_grd_mid_small_037,10.0,3220050141.0,Normal,3220050141.0,Normal,3220050141.0,Normal,3220050141.0,Normal,path_grd_mid_small_076,3220050141.0,Dash,3220050141.0,Dash,2220040141.0,Dash,2220040141.0,Dash,path_fly_mid_elite1_802,3210010141.0,Drop,3210010141.0,Drop,2220040141.0,Dash,2310050241.0,Normal,10.0,,20,path_fly_mid_elite1_802,3210010141.0,Drop,3210010141.0,Drop,2220040141.0,Drop,3310050241.0,Drop,,,,,,,,,,,15.0
6210915,wave_tower_default_010,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,1310010141.0,path_grd_close_small_045,2220010141,Dash,2220010141.0,Dash,2220020141.0,Dash,2220020141.0,Dash,path_fly_mid_small_050,,1210020141.0,Dash,1210020141.0,Dash,1210020141.0,Dash,3210030141.0,Drop,path_grd_mid_elite2_805,,2220020141.0,Dash,2220020141.0,Dash,2320050241.0,Jump,2320050241.0,Jump,path_fly_mid_small_036,10.0,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,path_fly_mid_elite2_808,1210030141.0,Dash,1210030141.0,Dash,1310030241.0,Dash,1310030241.0,Dash,18,39,0,0.0,path_fly_mid_elite2_805,10.0,1210020141.0,Dash,1210020141.0,Dash,1310040241.0,Drop,1310010141.0,Drop,path_grd_close_small_042,2220010141.0,Jump,2220050141.0,Jump,2220010141.0,Jump,2220050141.0,Jump,path_fly_close_small_049,1210020141.0,Dash,1210020141.0,Dash,1210020141.0,Dash,3210030141.0,Drop,,,,,,,,,,,,,,,,,,,,,,,
6210916,wave_tower_default_010,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,3320070141.0,path_grd_close_small_007,3220050141,Drop,3220050141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,path_grd_mid_elite2_805,,3220050141.0,Dash,3220050141.0,Dash,2320010241.0,Dash,2320010241.0,Dash,path_fly_mid_special_016,8.0,3110010141.0,Drop,3110010141.0,Drop,3110010141.0,Drop,3210030141.0,Drop,path_grd_close_small_013,12.0,2220010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,2220040141.0,Dash,path_grd_mid_elite2_808,2220030141.0,Dash,2220030141.0,Dash,2320020241.0,Drop,3320070141.0,Drop,18,48,0,0.0,path_fly_close_small_029,,3210010141.0,Drop,3210010141.0,Drop,3210010141.0,Drop,3210030141.0,Drop,path_grd_mid_special_065,2220030141.0,Dash,2220030141.0,Dash,3220050141.0,Drop,2220040141.0,Drop,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,
6210917,wave_tower_default_010,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,3320030141.0,path_grd_far_small_044,2220030141,Dash,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,path_fly_mid_elite1_802,,1210010141.0,Dash,1210010141.0,Dash,2210040141.0,Drop,3310030241.0,Drop,path_grd_far_small_056,6.0,2220030141.0,Drop,2220030141.0,Drop,2220040141.0,Drop,3320070241.0,Drop,path_fly_mid_small_039,10.0,2210020141.0,Dash,2210020141.0,Dash,2210040141.0,Dash,2210040141.0,Dash,path_grd_far_elite2_806,2220030141.0,Dash,2220030141.0,Dash,3320070241.0,Drop,3320070241.0,Drop,0,30,36,0.0,path_grd_far_elite1_803,10.0,2220030141.0,Jump,2220030141.0,Jump,2220040141.0,Drop,3320030141.0,Drop,path_fly_mid_special_047,2110010141.0,Dash,2110010141.0,Dash,2210040141.0,Drop,2210040141.0,Drop,path_grd_far_small_044,2220030141.0,Jump,2220030141.0,Jump,2220030141.0,Jump,2220030141.0,Jump,8.0,4.0,,,,,,,,,,,,,,,,,,,,,
6210918,wave_tower_default_010,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,1320060141.0,path_grd_mid_small_043,1220060141,Dash,1220060141.0,Dash,1220060141.0,Dash,1220060141.0,Dash,path_fly_mid_elite2_808,,1210030141.0,Dash,1210030141.0,Dash,3310010241.0,Dash,3310010241.0,Dash,path_fly_far_small_054,6.0,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,path_grd_mid_special_025,14.0,2120010141.0,Dash,2120010141.0,Dash,1220060141.0,Drop,2220040141.0,Drop,path_fly_mid_elite1_802,1210030141.0,Dash,1210030141.0,Dash,3210030141.0,Drop,1310040241.0,Drop,0,60,6,0.0,path_grd_mid_elite1_802,10.0,1220060141.0,Jump,1220060141.0,Jump,2220040141.0,Drop,1320060141.0,Drop,path_fly_mid_small_024,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,path_grd_mid_small_043,1220060141.0,Dash,2220040141.0,Dash,1220060141.0,Dash,2220040141.0,Dash,5.0,,,,,,,,,,,,,,,,,,,,,,
6210919,wave_tower_default_010,BaseDefense,60,7,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_basedefense_001,,path_grd_close_small_067,3220060141,Dash,2220010141.0,Dash,2220010141.0,Dash,2320030241.0,Drop,path_grd_mid_elite2_808,,2220010141.0,Dash,3220060141.0,Dash,2320020241.0,Drop,3220080141.0,Drop,path_grd_mid_special_025,6.0,2220010141.0,Dash,2220010141.0,Dash,3220060141.0,Drop,3220080141.0,Drop,path_grd_mid_small_043,3.0,2220010141.0,Dash,3220080141.0,Drop,3220060141.0,Dash,2320020241.0,Drop,path_grd_mid_elite2_808,2220010141.0,Dash,3220060141.0,Dash,2320030241.0,Drop,3220080141.0,Drop,12,54,0,,path_grd_close_small_042,5.0,3220080141.0,Drop,3220080141.0,Drop,3220080141.0,Drop,3220080141.0,Drop,path_grd_mid_small_075,2220010141.0,Jump,3220060141.0,Jump,2220010141.0,Jump,3220060141.0,Jump,path_grd_mid_elite1_802,2220010141.0,Dash,3220060141.0,Dash,3220080141.0,Drop,2320030141.0,Drop,6.0,,normal,,,,,,,,,,,,,,,,,,,,
6210920,wave_tower_default_010,Campaign,180,7,False,False,point_grd_cityforestunder_004,point_fly_cityforestunder_004,sbg_cityforestunder_004_midclear,CityForestUnder,Day,ibg_cityforestunder_001,2420070141.0,path_grd_mid_centurion_902,2420070141,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210921,wave_tower_default_010,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,2310060121.0,path_grd_mid_small_005,1220040121,Dash,1220040121.0,Dash,1220040121.0,Dash,1220040121.0,Dash,path_fly_mid_special_016,7.0,1110010121.0,Drop,1110010121.0,Drop,2210010121.0,Drop,2310060221.0,Drop,path_fly_far_small_031,,1210010121.0,Drop,1210010121.0,Drop,1210010121.0,Drop,1210040121.0,Drop,path_fly_mid_elite2_805,0.0,1210010121.0,Jump,1210010121.0,Jump,1210010121.0,Drop,2310060121.0,Drop,path_grd_far_small_044,3220060121.0,Dash,2220040121.0,Dash,3220060121.0,Dash,2220040121.0,Dash,0,30,27,,path_fly_far_special_048,8.0,3110010121.0,Jump,3110010121.0,Jump,3110010121.0,Jump,1210010121.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210922,wave_tower_default_010,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,2320030121.0,path_grd_close_small_067,3220030121,Dash,3220030121.0,Dash,3220030121.0,Drop,2320020221.0,Drop,path_grd_mid_small_012,,3220030121.0,Dash,3220030121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,path_grd_mid_small_046,4.0,1220050121.0,Drop,1220050121.0,Drop,1220050121.0,Drop,1220050121.0,Drop,path_grd_close_elite1_801,0.0,2120010121.0,Jump,2120010121.0,Jump,2220040121.0,Drop,3320050221.0,Drop,path_grd_mid_small_043,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,2320030121.0,Dash,30,18,0,6.0,path_grd_close_special_064,3.0,2120010121.0,Dash,2120010121.0,Dash,1220050121.0,Drop,1220050121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210923,wave_tower_default_010,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,2320030121.0,path_grd_close_elite1_801,1220040121,Jump,1220040121.0,Jump,1220050121.0,Drop,2320030221.0,Drop,path_grd_close_small_013,7.0,1220040121.0,Dash,1220050121.0,Dash,1220040121.0,Dash,1220050121.0,Dash,path_grd_mid_small_049,6.0,1220040121.0,Drop,1220050121.0,Drop,1220040121.0,Drop,2220040121.0,Drop,path_fly_close_small_041,7.0,1110010121.0,Drop,1110010121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,path_grd_mid_small_055,1220040121.0,Drop,1220040121.0,Drop,3220020121.0,Drop,2320030121.0,Drop,27,18,0,0.0,path_grd_close_small_042,4.0,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,path_fly_mid_small_030,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210924,wave_tower_default_010,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,3320020121.0,path_grd_far_elite1_803,3120010121,Jump,3220030121.0,Jump,3220070121.0,Drop,3320020221.0,Drop,path_grd_mid_small_012,9.0,1220060121.0,Dash,1220060121.0,Dash,1220060121.0,Dash,2220040121.0,Dash,path_fly_mid_small_027,7.0,3210020121.0,Jump,3210020121.0,Jump,3210020121.0,Jump,1210040121.0,Jump,path_fly_mid_small_036,,1210010121.0,Dash,1210010121.0,Dash,1210020121.0,Drop,1210020121.0,Drop,path_grd_close_small_051,3220030121.0,Jump,3220030121.0,Jump,3220030121.0,Jump,1320040221.0,Jump,12,18,18,0.0,path_grd_far_elite1_803,4.0,3120010121.0,Jump,3120010121.0,Jump,3220070121.0,Drop,3320020121.0,Drop,path_fly_close_small_038,1210020121.0,Dash,1210020121.0,Dash,1210020121.0,Dash,1210020121.0,Dash,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,
6210925,wave_tower_default_010,Defense,90,8,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Day,ibg_tower_defense_001,,path_fly_mid_elite1_802,2210020121,Normal,2210020121.0,Normal,2210020121.0,Normal,2310060221.0,Drop,path_fly_mid_small_008,12.0,1210030121.0,Normal,2210040121.0,Dash,1210030121.0,Normal,2210040121.0,Dash,path_grd_mid_elite2_805,10.0,2220010121.0,Normal,2220010121.0,Normal,2220010121.0,Normal,2220010121.0,Normal,path_fly_close_small_004,,2210040121.0,Dash,1210030121.0,Dash,2210040121.0,Dash,1210030121.0,Dash,path_fly_mid_elite2_805,2210020121.0,Normal,2210040121.0,Dash,3310020221.0,Drop,2310060121.0,Drop,6,60,0,3.0,path_grd_mid_small_037,12.0,2220010121.0,Normal,2220010121.0,Normal,2220010121.0,Normal,2220010121.0,Normal,path_fly_mid_small_005,2210040121.0,Dash,1210030121.0,Normal,2210040121.0,Dash,1210030121.0,Normal,path_grd_mid_small_076,2220010121.0,Drop,2220010121.0,Drop,2220010121.0,Drop,2220010121.0,Drop,,10.0,20,path_fly_mid_elite2_808,2210020121.0,Normal,2210040121.0,Dash,3310020221.0,Drop,2310060221.0,Drop,,,,,,,,,,,
6210926,wave_tower_default_010,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,2320020121.0,path_grd_mid_special_025,1120010121,Jump,1120010121.0,Jump,3220020121.0,Drop,3320050221.0,Drop,path_fly_mid_small_036,7.0,3210030121.0,Dash,2210040121.0,Dash,3210010121.0,Dash,2210040121.0,Dash,path_grd_mid_small_058,7.0,3220030121.0,Dash,3220030121.0,Dash,3220030121.0,Dash,2220040121.0,Dash,path_fly_mid_small_042,,3210010121.0,Dash,3210010121.0,Dash,3210030121.0,Drop,3210010121.0,Drop,path_fly_mid_small_030,1210010121.0,Drop,1210010121.0,Drop,2210040121.0,Drop,2310050221.0,Drop,0,54,0,0.0,path_grd_mid_elite1_802,,3220030121.0,Dash,3220030121.0,Dash,2220040121.0,Drop,2320020121.0,Jump,path_grd_mid_small_043,2220030121.0,Dash,2220030121.0,Dash,2220030121.0,Dash,2220040121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210927,wave_tower_default_010,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,1320060121.0,path_grd_close_small_067,1220010121,Dash,1220010121.0,Dash,2220040121.0,Drop,2320020221.0,Drop,path_grd_mid_elite2_805,,2220010121.0,Dash,2220010121.0,Dash,2320050221.0,Dash,2320050221.0,Dash,path_fly_close_small_049,,1210020121.0,Dash,1210020121.0,Dash,1210020121.0,Dash,3210030121.0,Dash,path_grd_mid_small_043,12.0,1220010121.0,Dash,1220010121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,path_grd_mid_small_049,1220050121.0,Drop,1220050121.0,Drop,1220050121.0,Drop,1220050121.0,Drop,21,36,0,0.0,path_grd_close_elite2_807,5.0,2220010121.0,Dash,2220010121.0,Dash,1320030221.0,Drop,1320060121.0,Drop,path_grd_mid_special_025,1220010121.0,Dash,1220010121.0,Dash,1220050121.0,Drop,2220040121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
