stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,mod_value,wave_data/6/wave_path,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_path,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/8/private_monster_count,wave_data/6/private_monster_count,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
6210608,wave_tower_default_007,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,3310050111.0,path_fly_mid_small_018,1210020111,Dash,1210020111.0,Dash,1210020111.0,Dash,1210020111.0,Dash,path_fly_mid_small_050,,1210020111.0,Dash,1210020111.0,Dash,1210020111.0,Dash,3210030111.0,Dash,path_fly_mid_elite2_808,10.0,1210020111.0,Dash,1210020111.0,Dash,3310050211.0,Jump,3310050211.0,Drop,path_fly_mid_small_036,,1210020111.0,Drop,1210020111.0,Drop,1210020111.0,Drop,1210020111.0,Drop,path_fly_mid_elite1_802,0.0,1210020111.0,Dash,1210020111.0,Dash,3210030111.0,Drop,2310060211.0,Drop,0,57,0,path_fly_mid_elite2_808,10.0,1210020111.0,Dash,1210020111.0,Dash,3310050211.0,Drop,3310050111.0,Drop,,path_fly_mid_small_050,1210020111.0,Dash,1210020111.0,Dash,1210020111.0,Dash,3210030111.0,Dash,path_fly_mid_small_036,8.0,1210020111.0,Dash,1210020111.0,Dash,1210020111.0,Dash,1210020111.0,Dash,,,,,,,,,,,,,,,,,,,,,
6210609,wave_tower_default_007,BaseDefense,60,7,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_basedefense_001,,path_grd_mid_elite2_805,2220010111,Jump,2220010111.0,Jump,1320060211.0,Drop,1320060211.0,Drop,path_grd_far_small_038,5.0,1220060111.0,Jump,1220060111.0,Jump,1220060111.0,Jump,2220040111.0,Jump,path_grd_mid_special_025,6.0,1220060111.0,Jump,1220060111.0,Jump,2220010111.0,Drop,2220010111.0,Drop,path_fly_mid_elite1_802,3.0,2220010111.0,Drop,2220010111.0,Drop,3210030111.0,Drop,1310040211.0,Drop,path_grd_mid_elite1_802,10.0,2220010111.0,Jump,2220040111.0,Jump,1320060211.0,Drop,1320060111.0,Drop,0,57,12,path_grd_far_small_044,,1220060111.0,Jump,1220060111.0,Jump,1220060111.0,Jump,1220060111.0,Jump,normal,path_grd_mid_small_075,2220010111.0,Jump,2220040111.0,Jump,2220010111.0,Jump,2220040111.0,Jump,path_grd_mid_elite1_802,,1220060111.0,Jump,1220060111.0,Jump,1320060211.0,Drop,2220040111.0,Drop,,,,,,,,,,,8.0,,,,,,,,,,
6210610,wave_tower_default_007,Campaign,180,5,False,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_001,3421010111.0,path_grd_mid_centurion_902,3421010111,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210611,wave_tower_default_007,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,3320020141.0,path_grd_mid_small_043,3220050141,Dash,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,path_grd_far_elite1_803,7.0,1120010141.0,Jump,1120010141.0,Jump,3220070141.0,Drop,3320020241.0,Drop,path_grd_far_small_044,4.0,1220030141.0,Dash,3220070141.0,Drop,1220030141.0,Dash,3220070141.0,Drop,path_grd_mid_small_070,,2220030141.0,Jump,2220030141.0,Jump,2220030141.0,Jump,2220040141.0,Jump,path_grd_far_elite1_803,0.0,1220030141.0,Dash,1220030141.0,Dash,3220070141.0,Drop,3320020141.0,Drop,0,18,24,path_grd_mid_small_073,5.0,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220040141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210612,wave_tower_default_007,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,2310020141.0,path_fly_mid_small_039,1210020141,Dash,1210020141.0,Dash,1210020141.0,Dash,1210020141.0,Dash,path_grd_mid_special_025,7.0,3120010141.0,Jump,3120010141.0,Jump,1220030141.0,Drop,1320010241.0,Drop,path_grd_far_small_044,7.0,1220030141.0,Dash,1220030141.0,Dash,3220070141.0,Dash,3220070141.0,Dash,path_fly_mid_elite1_802,0.0,1210020141.0,Dash,1210020141.0,Dash,3210030141.0,Drop,2310020141.0,Drop,path_grd_far_small_071,7.0,1220030141.0,Jump,1220030141.0,Jump,1220030141.0,Jump,2220040141.0,Jump,0,30,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210613,wave_tower_default_007,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,3320070141.0,path_grd_mid_small_055,3220050141,Drop,3220050141.0,Drop,3220050141.0,Drop,3220050141.0,Drop,path_grd_mid_elite2_805,,3220050141.0,Drop,3220050141.0,Drop,3320070241.0,Dash,3320070241.0,Dash,path_fly_mid_small_027,10.0,2210030141.0,Drop,1210020141.0,Dash,1210020141.0,Dash,1210020141.0,Dash,path_grd_mid_elite3_814,0.0,3220050141.0,Drop,3320070241.0,Jump,3320070241.0,Jump,3320070141.0,Jump,path_fly_mid_small_027,8.0,2210030141.0,Drop,1210020141.0,Dash,1210020141.0,Dash,1210020141.0,Dash,0,42,0,path_grd_mid_small_061,10.0,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210614,wave_tower_default_007,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,3320020141.0,path_grd_mid_small_002,3220050141,Dash,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,path_grd_mid_elite1_802,5.0,3220050141.0,Dash,3220050141.0,Dash,3220070141.0,Drop,3320050241.0,Drop,path_grd_far_small_044,8.0,3220070141.0,Drop,3220070141.0,Drop,3220070141.0,Drop,3220070141.0,Drop,path_grd_far_elite2_809,0.0,1120010141.0,Drop,3220050141.0,Drop,3320050241.0,Drop,3320020141.0,Drop,path_grd_mid_small_043,8.0,3220050141.0,Drop,3220070141.0,Drop,3220050141.0,Drop,3220070141.0,Drop,0,21,21,path_grd_far_small_044,8.0,3220070141.0,Drop,3220050141.0,Drop,3220070141.0,Drop,3220050141.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210615,wave_tower_default_007,Campaign,90,7,True,True,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,1320030141.0,path_fly_close_small_001,1210030141,Dash,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,path_grd_mid_elite2_805,,2220020141.0,Dash,2220010141.0,Dash,1320060241.0,Drop,1320030241.0,Drop,path_fly_far_elite2_809,,1210010141.0,Drop,1210030141.0,Drop,1210010141.0,Drop,1210010141.0,Drop,path_fly_mid_small_005,8.0,1210030141.0,Drop,1210030141.0,Drop,1210030141.0,Drop,1210030141.0,Drop,path_grd_mid_elite2_808,0.0,2220020141.0,Dash,2220010141.0,Dash,1320060241.0,Drop,1320030141.0,Drop,12,45,9,path_fly_mid_small_050,10.0,1210030141.0,Drop,1210030141.0,Drop,1210030141.0,Drop,3210030141.0,Dash,,path_grd_mid_special_065,3220060141.0,Dash,2220020141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,path_fly_close_small_001,5.0,1210030141.0,Drop,1210030141.0,Drop,1210030141.0,Drop,1210030141.0,Drop,,,,,,,,,,,,,,,,,,,,,
6210616,wave_tower_default_007,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,2320060141.0,path_grd_mid_small_070,1220010141,Jump,1220010141.0,Jump,1220010141.0,Jump,2220050141.0,Dash,path_grd_mid_elite1_802,,1220010141.0,Dash,3220020141.0,Dash,2220050141.0,Drop,2320060241.0,Drop,path_grd_mid_small_012,,1220010141.0,Dash,3220020141.0,Dash,1220010141.0,Dash,3220020141.0,Dash,path_grd_mid_elite1_802,0.0,1220010141.0,Dash,3220020141.0,Dash,2220050141.0,Drop,2320060141.0,Drop,path_grd_mid_small_070,,1220010141.0,Drop,1220010141.0,Drop,3220020141.0,Drop,2220050141.0,Dash,0,42,0,path_grd_mid_small_070,,1220010141.0,Drop,1220010141.0,Drop,3220020141.0,Drop,2220050141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210617,wave_tower_default_007,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,3320070141.0,path_fly_mid_small_021,1210010141,Drop,1210010141.0,Drop,1210010141.0,Drop,1210010141.0,Drop,path_grd_close_elite2_804,,2220030141.0,Dash,2220030141.0,Dash,2320050241.0,Jump,2320050241.0,Jump,path_grd_far_small_044,,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,path_fly_mid_small_039,10.0,1210010141.0,Drop,1210010141.0,Drop,1210010141.0,Drop,1210010141.0,Drop,path_grd_mid_special_065,0.0,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Drop,3320070141.0,Drop,9,36,12,path_fly_mid_elite1_802,10.0,1210010141.0,Dash,1210010141.0,Dash,3210030141.0,Drop,1310030241.0,Drop,,path_grd_far_small_044,3220060141.0,Dash,3220060141.0,Dash,3220060141.0,Dash,3220060141.0,Dash,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,
6210618,wave_tower_default_007,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,2310050141.0,path_grd_mid_small_070,2220030141,Drop,2220030141.0,Drop,2220030141.0,Drop,2220050141.0,Normal,path_fly_mid_small_033,5.0,2210010141.0,Drop,1210030141.0,Drop,2210010141.0,Drop,2310040241.0,Drop,path_grd_mid_elite1_802,10.0,2220030141.0,Dash,2220030141.0,Dash,2220050141.0,Drop,3320040241.0,Drop,path_fly_mid_small_030,,2210010141.0,Drop,2210010141.0,Drop,2210010141.0,Drop,2210010141.0,Drop,path_fly_mid_elite2_808,0.0,2210010141.0,Dash,1210030141.0,Dash,2310040241.0,Drop,2310050141.0,Drop,0,54,0,path_grd_mid_small_070,8.0,2220030141.0,Drop,2220030141.0,Drop,2220030141.0,Drop,2220050141.0,Dash,,path_fly_mid_small_036,2210010141.0,Dash,2210010141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,path_fly_mid_small_024,8.0,1210030141.0,Dash,2210010141.0,Dash,1210030141.0,Dash,2210010141.0,Dash,,,,,,,,,,,,,,,,,,,,,
6210619,wave_tower_default_007,Defense,90,7,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Day,ibg_tower_defense_001,,path_fly_mid_elite1_802,1210030141,Dash,1210030141.0,Dash,1210040141.0,Dash,1310020241.0,Dash,path_grd_mid_small_070,10.0,1220060141.0,Dash,1220060141.0,Dash,1220060141.0,Dash,2220050141.0,Normal,path_fly_mid_small_005,,1210020141.0,Dash,3210050141.0,Dash,1210030141.0,Dash,3210050141.0,Dash,path_grd_mid_small_061,4.0,1220060141.0,Drop,1220060141.0,Drop,1220060141.0,Drop,1220060141.0,Drop,path_fly_mid_elite2_805,5.0,1210030141.0,Drop,1210020141.0,Drop,2310060241.0,Drop,1310020141.0,Drop,0,63,0,path_fly_mid_small_027,8.0,3210050141.0,Dash,1210020141.0,Normal,1210020141.0,Dash,2310060241.0,Dash,20,path_grd_mid_small_061,1220060141.0,Drop,1220060141.0,Drop,1220060141.0,Drop,1220060141.0,Drop,path_grd_mid_small_075,,1220060141.0,Drop,1220060141.0,Drop,1220060141.0,Drop,2220050141.0,Drop,path_fly_mid_elite2_805,1210030141.0,Drop,1210020141.0,Drop,2310060241.0,Drop,1310020241.0,Drop,10.0,,,,,,,,,,,
6210620,wave_tower_default_007,Campaign,180,5,False,False,point_grd_materialh_01,point_fly_materialh_01,sbg_ebg002_001,GreatHole,Day,ibg_greathole_001,2520020141.0,b_grd_materialh_01,2520020141,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210621,wave_tower_default_007,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,3310040121.0,path_grd_mid_small_052,3220040121,Drop,3220040121.0,Drop,3220040121.0,Drop,3220040121.0,Drop,path_fly_mid_special_047,7.0,1110010121.0,Jump,1110010121.0,Jump,2210010121.0,Drop,3310040221.0,Drop,path_grd_close_small_042,7.0,3220050121.0,Dash,3220050121.0,Dash,3220040121.0,Dash,2220040121.0,Dash,path_fly_mid_elite1_802,0.0,3210010121.0,Dash,3210010121.0,Dash,3210030121.0,Drop,3310040121.0,Drop,path_grd_close_small_069,7.0,3220050121.0,Drop,3220050121.0,Drop,3220040121.0,Drop,3220040121.0,Drop,12,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210622,wave_tower_default_007,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,1320040121.0,path_grd_mid_small_008,3220050121,Drop,3220050121.0,Drop,3220060121.0,Dash,3220060121.0,Dash,path_grd_mid_special_025,7.0,2120010121.0,Jump,2120010121.0,Jump,2220010121.0,Drop,1320030221.0,Drop,path_fly_mid_elite1_802,4.0,1210030121.0,Drop,2210010121.0,Drop,2210010121.0,Drop,1210040121.0,Drop,path_grd_mid_elite1_802,0.0,2220010121.0,Dash,2220010121.0,Dash,3220060121.0,Drop,1320040121.0,Drop,path_fly_mid_small_021,10.0,1210010121.0,Drop,1210010121.0,Drop,1210010121.0,Drop,3210030121.0,Drop,0,60,0,path_grd_mid_special_025,,3120010121.0,Jump,3120010121.0,Jump,3120010121.0,Drop,3120010121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210623,wave_tower_default_007,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,2310020121.0,path_grd_close_small_007,2220020121,Drop,2220020121.0,Drop,1220050121.0,Drop,1320030221.0,Drop,path_fly_mid_small_036,4.0,2210020121.0,Dash,2210020121.0,Dash,2210020121.0,Dash,2210020121.0,Dash,path_fly_close_special_044,6.0,3210040121.0,Drop,3210040121.0,Drop,3210010121.0,Drop,3210030121.0,Drop,path_grd_mid_elite1_802,0.0,2120010121.0,Dash,2120010121.0,Dash,1220050121.0,Drop,3320060221.0,Drop,path_fly_close_special_046,10.0,2110010121.0,Dash,2110010121.0,Dash,3210040121.0,Drop,2310020121.0,Drop,42,15,0,path_fly_close_small_035,3.0,3210040121.0,Dash,3210040121.0,Dash,3210040121.0,Dash,3210040121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210624,wave_tower_default_007,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,3310040121.0,path_grd_mid_small_043,2220020121,Jump,2220020121.0,Jump,2220020121.0,Jump,2220020121.0,Jump,path_fly_far_elite1_803,5.0,1210030121.0,Drop,1210030121.0,Drop,1210010121.0,Drop,3310040221.0,Drop,path_grd_mid_small_034,8.0,2220020121.0,Dash,2220020121.0,Dash,2220020121.0,Dash,2320030221.0,Dash,path_fly_far_elite1_803,0.0,1210030121.0,Drop,1210030121.0,Drop,1210010121.0,Drop,3310040121.0,Drop,path_grd_mid_small_034,10.0,2220020121.0,Dash,2220020121.0,Dash,2220020121.0,Dash,2320030221.0,Dash,0,24,18,path_fly_mid_small_024,,1210030121.0,Drop,1210030121.0,Drop,1210010121.0,Drop,1210010121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210625,wave_tower_default_007,Defense,90,7,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Day,ibg_tower_defense_001,,path_grd_close_elite1_801,3220050121,Jump,3220050121.0,Jump,1220060121.0,Drop,2320010221.0,Normal,path_fly_mid_small_005,9.0,3110010121.0,Dash,3110010121.0,Dash,3110010121.0,Dash,1310020221.0,Dash,path_grd_close_small_048,,3220050121.0,Drop,3220050121.0,Drop,3220050121.0,Drop,3320010221.0,Dash,path_grd_mid_small_043,,1220060121.0,Normal,1220060121.0,Normal,1220060121.0,Normal,2320010221.0,Normal,path_grd_mid_elite1_802,2.0,3220050121.0,Jump,3220050121.0,Jump,1220060121.0,Normal,3320010221.0,Drop,15,48,0,path_fly_mid_small_030,12.0,3110010121.0,Drop,3110010121.0,Drop,3110010121.0,Drop,1310020221.0,Drop,20,path_grd_mid_small_061,3220050121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,2320010221.0,Dash,path_grd_mid_small_075,8.0,1220060121.0,Normal,1220060121.0,Normal,1220060121.0,Normal,1220060121.0,Normal,path_grd_mid_elite1_802,3220050121.0,Jump,3220050121.0,Jump,1220060121.0,Normal,2320010221.0,Jump,,,,,,,,,,,,
6210626,wave_tower_default_007,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,2320050121.0,path_grd_mid_special_025,1120010121,Jump,1120010121.0,Jump,3220050121.0,Drop,2320050221.0,Drop,path_fly_mid_small_030,10.0,1210020121.0,Drop,1210020121.0,Drop,1210020121.0,Drop,3210040121.0,Drop,path_grd_close_small_013,4.0,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,path_grd_mid_elite1_802,0.0,3220050121.0,Dash,3220050121.0,Dash,1220050121.0,Drop,1320030221.0,Drop,path_grd_mid_special_025,6.0,3120010121.0,Dash,3120010121.0,Dash,1220050121.0,Drop,2320050121.0,Dash,6,51,0,path_grd_mid_small_043,3.0,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,2220040121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210627,wave_tower_default_007,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,1320060121.0,path_grd_mid_small_005,1220010121,Dash,1220010121.0,Dash,1220010121.0,Dash,1220010121.0,Dash,path_grd_mid_small_068,5.0,1220010121.0,Drop,1220010121.0,Drop,1220010121.0,Drop,2320020221.0,Drop,path_grd_mid_elite1_802,10.0,1220010121.0,Drop,1220010121.0,Drop,1220010121.0,Drop,1320060221.0,Drop,path_grd_mid_small_043,,1220010121.0,Drop,1220010121.0,Drop,1220010121.0,Drop,1220010121.0,Drop,path_grd_mid_elite2_805,0.0,1220010121.0,Dash,1220010121.0,Dash,2320020221.0,Drop,1320060121.0,Drop,6,42,0,path_grd_mid_small_043,,1220010121.0,Dash,1220010121.0,Dash,1220010121.0,Dash,1220010121.0,Dash,,path_grd_close_small_067,1220010121.0,Dash,1220010121.0,Dash,1220010121.0,Dash,2320020221.0,Drop,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,
6210628,wave_tower_default_007,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,2310050121.0,path_fly_mid_small_050,2210010121,Jump,2210010121.0,Jump,2210010121.0,Jump,1210040121.0,Dash,path_grd_mid_elite1_802,6.0,3220040121.0,Dash,3220040121.0,Dash,3220060121.0,Drop,2320030221.0,Drop,path_fly_mid_small_027,10.0,2310050221.0,Drop,2210010121.0,Drop,2210010121.0,Drop,2210010121.0,Drop,path_grd_mid_small_043,,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,path_grd_mid_small_043,0.0,3220040121.0,Dash,3220040121.0,Dash,3220060121.0,Drop,2320030221.0,Drop,0,54,0,path_fly_mid_elite1_802,10.0,2210010121.0,Dash,2210010121.0,Dash,1210040121.0,Drop,2310050121.0,Drop,,path_fly_mid_small_039,2210010121.0,Dash,2210010121.0,Dash,2210010121.0,Dash,2210010121.0,Dash,path_grd_mid_small_055,9.0,3220040121.0,Drop,3220040121.0,Drop,3220040121.0,Drop,2320030221.0,Drop,,,,,,,,,,,,,,,,,,,,,
6210629,wave_tower_default_007,BaseDefense,60,8,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_basedefense_001,,path_fly_mid_elite2_805,1220060121,Drop,1220060121.0,Drop,2310050221.0,Drop,2320060221.0,Drop,path_grd_mid_small_043,6.0,2220020121.0,Jump,2220050121.0,Jump,2220020121.0,Jump,2220050121.0,Jump,path_grd_mid_small_070,6.0,1220060121.0,Dash,1220060121.0,Dash,1220060121.0,Dash,3220020121.0,Dash,path_grd_mid_elite1_802,3.0,2220020121.0,Jump,2220020121.0,Jump,2220050121.0,Drop,2320060221.0,Drop,path_fly_mid_elite2_805,8.0,1220060121.0,Drop,1220060121.0,Drop,2210030121.0,Drop,2310050221.0,Drop,0,60,0,path_grd_mid_small_037,5.0,2220020121.0,Dash,2220020121.0,Dash,2220020121.0,Dash,2220020121.0,Dash,normal,path_grd_mid_small_076,2220020121.0,Dash,2220020121.0,Dash,2220020121.0,Dash,2220020121.0,Dash,path_grd_mid_elite1_802,12.0,1220060121.0,Jump,1220060121.0,Jump,3220020121.0,Dash,2320060221.0,Drop,,,,,,,,,,,9.0,,,,,,,,,,
6210630,wave_tower_default_007,Campaign,180,5,False,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_001,3421040151.0,path_grd_mid_centurion_902,3421040151,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210631,wave_tower_default_007,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,3310050131.0,path_grd_far_small_053,1220060131,Dash,1220060131.0,Dash,1220060131.0,Dash,1220060131.0,Dash,path_fly_mid_elite1_802,6.0,1210030131.0,Jump,1210030131.0,Jump,1210030131.0,Jump,3310050231.0,Jump,path_fly_mid_small_050,,2210010131.0,Drop,2210010131.0,Drop,2210010131.0,Drop,3210030131.0,Drop,path_fly_far_elite1_803,0.0,1210030131.0,Jump,1210030131.0,Jump,1210040131.0,Drop,3310050131.0,Drop,path_grd_mid_special_065,6.0,1220060131.0,Dash,1220060131.0,Dash,3220040131.0,Drop,3220040131.0,Drop,0,30,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
