stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,mod_value,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/7/private_monster_count
6230694,wave_tower_missilis_008,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Missilis,ibg_tower_001,3320020151.0,path_grd_mid_small_002,3220050151,Dash,3220050151.0,Dash,3220050151.0,Dash,3220050151.0,Dash,path_grd_mid_elite1_802,5.0,3220050151.0,Dash,3220050151.0,Dash,3220070151.0,Drop,3320050251.0,Drop,path_grd_far_small_044,8.0,3220070151.0,Drop,3220070151.0,Drop,3220070151.0,Drop,3220070151.0,Drop,path_grd_far_elite2_809,0.0,1120010151.0,Drop,3220050151.0,Drop,3320050251.0,Drop,3320020151.0,Drop,path_grd_mid_small_043,8.0,3220050151.0,Drop,3220070151.0,Drop,3220050151.0,Drop,3220070151.0,Drop,0,21,21,,path_grd_far_small_044,8.0,3220070151.0,Drop,3220050151.0,Drop,3220070151.0,Drop,3220050151.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230695,wave_tower_missilis_008,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Missilis,ibg_tower_001,3320050151.0,path_grd_mid_small_049,1220040151,Dash,1220040151.0,Dash,1220040151.0,Dash,1220040151.0,Dash,path_grd_mid_elite2_808,5.0,1220040151.0,Dash,1220040151.0,Dash,2320020251.0,Drop,3320040251.0,Drop,path_grd_mid_small_008,,3220020151.0,Drop,1220040151.0,Drop,1220040151.0,Drop,3220020151.0,Drop,path_grd_mid_small_043,,3220020151.0,Dash,1220040151.0,Dash,3220020151.0,Dash,1220040151.0,Dash,path_grd_mid_elite2_808,0.0,1220040151.0,Dash,1220040151.0,Dash,3320050151.0,Drop,3320040251.0,Drop,6,48,0,,path_grd_close_small_067,10.0,1220040151.0,Dash,3220020151.0,Dash,1220040151.0,Dash,2320020251.0,Drop,path_grd_mid_small_040,,3220020151.0,Dash,3220020151.0,Dash,1220040151.0,Dash,1220040151.0,Dash,path_grd_mid_small_037,3220020151.0,Dash,1220040151.0,Dash,3220020151.0,Dash,1220040151.0,Dash,,,,,,,,,,,
6230696,wave_tower_missilis_008,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Missilis,ibg_tower_001,2310040151.0,path_grd_mid_small_002,3220010151,Jump,3220010151.0,Jump,3220010151.0,Jump,3220010151.0,Jump,path_fly_mid_elite1_802,6.0,3210010151.0,Dash,3210010151.0,Dash,1210040151.0,Drop,2310040251.0,Drop,path_fly_mid_small_005,8.0,3210010151.0,Dash,3210010151.0,Dash,3210010151.0,Dash,3210010151.0,Dash,path_fly_mid_elite2_805,0.0,3210010151.0,Dash,3210010151.0,Dash,2310060251.0,Drop,2310040151.0,Drop,path_grd_mid_small_043,10.0,3220010151.0,Jump,3220010151.0,Jump,3220010151.0,Jump,3220010151.0,Jump,0,42,0,,path_fly_mid_small_024,,3210010151.0,Dash,3210010151.0,Dash,3210010151.0,Dash,3210010151.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230697,wave_tower_missilis_008,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Missilis,ibg_tower_001,1310030151.0,path_fly_mid_small_053,2210020151,Drop,1210050151.0,Drop,2210020151.0,Drop,1210050151.0,Drop,path_grd_close_elite2_804,,2220030151.0,Dash,2220030151.0,Dash,2320050251.0,Jump,2320050251.0,Jump,path_grd_far_small_044,,2220030151.0,Dash,2220040151.0,Dash,2220030151.0,Dash,2220040151.0,Dash,path_fly_mid_small_039,10.0,3210010151.0,Drop,3210010151.0,Drop,1210050151.0,Drop,1210050151.0,Drop,path_fly_mid_special_047,0.0,3210010151.0,Dash,2210020151.0,Dash,1210050151.0,Drop,1310030151.0,Drop,9,42,12,,path_fly_mid_elite1_802,10.0,1210020151.0,Dash,1210020151.0,Dash,1210050151.0,Drop,1310030251.0,Drop,path_grd_far_small_044,5.0,2220030151.0,Dash,2220040151.0,Dash,2220030151.0,Dash,2220040151.0,Dash,path_fly_mid_small_024,3210040151.0,Drop,1210050151.0,Drop,3210040151.0,Drop,1210050151.0,Drop,,,,,,,,,,,
6230698,wave_tower_missilis_008,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Missilis,ibg_tower_001,1320060151.0,path_grd_mid_small_005,1220010151,Dash,1220010151.0,Dash,1220010151.0,Dash,1220010151.0,Dash,path_grd_mid_small_068,5.0,1220010151.0,Drop,1220010151.0,Drop,1220010151.0,Drop,2320020251.0,Drop,path_grd_mid_elite1_802,10.0,1220010151.0,Drop,1220010151.0,Drop,1220010151.0,Drop,1320060251.0,Drop,path_grd_mid_small_043,,1220010151.0,Drop,1220010151.0,Drop,1220010151.0,Drop,1220010151.0,Drop,path_grd_mid_elite2_805,0.0,1220010151.0,Dash,1220010151.0,Dash,2320020251.0,Drop,1320060151.0,Drop,6,42,0,,path_grd_mid_small_043,,1220010151.0,Dash,1220010151.0,Dash,1220010151.0,Dash,1220010151.0,Dash,path_grd_close_small_067,6.0,1220010151.0,Dash,1220010151.0,Dash,1220010151.0,Dash,2320020251.0,Drop,,,,,,,,,,,,,,,,,,,,
6230699,wave_tower_missilis_008,Defense,90,8,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Missilis,ibg_tower_defense_001,,path_fly_close_elite1_801,1210020151,Normal,1210020151.0,Normal,1210030151.0,Dash,1310010251.0,Dash,path_grd_mid_small_040,12.0,1220060151.0,Normal,1220060151.0,Normal,3220020151.0,Normal,2320040251.0,Normal,path_fly_mid_small_008,8.0,1210020151.0,Normal,1210020151.0,Normal,1210020151.0,Normal,1210020151.0,Normal,path_fly_mid_special_016,7.0,1110010151.0,Drop,1110010151.0,Drop,1210020151.0,Normal,1210020151.0,Normal,path_grd_mid_elite2_805,3.0,1220060151.0,Drop,1220060151.0,Drop,3320060151.0,Normal,3320060251.0,Drop,24,57,0,20,path_fly_mid_small_008,,1210020151.0,Normal,1210020151.0,Normal,1210020151.0,Normal,1210020151.0,Normal,path_fly_close_special_044,7.0,1110010151.0,Drop,1110010151.0,Drop,1210020151.0,Normal,2310030251.0,Drop,path_grd_mid_small_075,1220060151.0,Normal,1220060151.0,Normal,1220060151.0,Drop,1220060151.0,Drop,path_fly_mid_elite2_808,5.0,1210020151.0,Normal,1210020151.0,Normal,2310020251.0,Drop,2310020251.0,Drop,10.0
6230700,wave_tower_missilis_008,Campaign,180,6,False,False,point_grd_mordernia_01,point_fly_mordernia_01,sbg_iceland_sky_001,IceLand,Day,ibg_iceland_001,3520040151.0,b_fly_mordernia_01,3520040151,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230701,wave_tower_missilis_008,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Missilis,ibg_tower_001,2320050111.0,path_grd_mid_small_002,3220050111,Drop,3220050111.0,Drop,3220050111.0,Dash,2220040111.0,Dash,path_grd_mid_special_065,6.0,3120010111.0,Drop,3120010111.0,Drop,3220050111.0,Drop,2320050211.0,Drop,path_grd_far_small_009,8.0,3220070111.0,Jump,3220070111.0,Jump,1220030111.0,Jump,2220040111.0,Jump,path_grd_mid_elite1_802,0.0,3220040111.0,Jump,3220040111.0,Jump,2220040111.0,Drop,2320050111.0,Drop,path_grd_far_small_050,,3220070111.0,Drop,1220030111.0,Drop,3220070111.0,Drop,1220030111.0,Drop,0,30,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230702,wave_tower_missilis_008,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Missilis,ibg_tower_001,3320060111.0,path_grd_mid_small_002,2220030111,Jump,3220060111.0,Jump,2220030111.0,Jump,3220060111.0,Jump,path_grd_mid_elite2_805,,2220030111.0,Drop,3220060111.0,Drop,3320060211.0,Drop,3320060211.0,Drop,path_grd_mid_small_012,8.0,2220030111.0,Drop,2220030111.0,Drop,3220060111.0,Drop,3220060111.0,Drop,path_grd_mid_elite2_805,0.0,2220030111.0,Drop,3220060111.0,Drop,3320060211.0,Drop,3320060111.0,Drop,path_grd_mid_special_025,7.0,2220030111.0,Drop,3120010111.0,Drop,3220060111.0,Drop,3220060111.0,Drop,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230703,wave_tower_missilis_008,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Missilis,ibg_tower_001,2320020111.0,path_grd_mid_small_068,1220060111,Dash,1220060111.0,Dash,1220060111.0,Dash,2320020211.0,Drop,path_grd_mid_small_008,,1220050111.0,Drop,1220060111.0,Drop,1220060111.0,Drop,1220050111.0,Drop,path_grd_mid_small_061,,1220060111.0,Drop,1220050111.0,Drop,1220060111.0,Drop,1220050111.0,Drop,path_grd_close_elite1_801,0.0,1220060111.0,Drop,1220050111.0,Drop,1220060111.0,Drop,2320020111.0,Drop,path_grd_mid_small_037,6.0,1220050111.0,Drop,1220060111.0,Drop,1220050111.0,Drop,1220060111.0,Drop,9,30,0,,path_grd_mid_small_040,5.0,1220060111.0,Drop,1220060111.0,Drop,1220050111.0,Drop,1220050111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230704,wave_tower_missilis_008,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Missilis,ibg_tower_001,1320030111.0,path_grd_mid_small_011,1220020111,Drop,1220020111.0,Drop,1220020111.0,Drop,1220020111.0,Drop,path_fly_mid_small_050,,3210020111.0,Drop,3210020111.0,Drop,3210020111.0,Drop,3210030111.0,Dash,path_grd_mid_elite2_805,10.0,1220020111.0,Dash,1220020111.0,Dash,2320050211.0,Drop,2320050211.0,Drop,path_grd_mid_small_043,,1220020111.0,Dash,1220020111.0,Dash,1220020111.0,Dash,1220020111.0,Dash,path_grd_mid_elite2_805,0.0,1220020111.0,Dash,1220020111.0,Dash,2320050211.0,Drop,2320050211.0,Drop,0,48,0,,path_grd_mid_small_070,10.0,1220020111.0,Drop,1220020111.0,Drop,1220020111.0,Drop,1320030111.0,Dash,path_fly_mid_small_036,,3210020111.0,Drop,3210020111.0,Drop,3210030111.0,Drop,3210030111.0,Drop,,,,,,,,,,,,,,,,,,,,
6230705,wave_tower_missilis_008,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Missilis,ibg_tower_001,2310060111.0,path_fly_mid_small_042,1210020111,Dash,1210020111.0,Dash,3210030111.0,Dash,1210020111.0,Dash,path_grd_mid_small_049,4.0,1220050111.0,Drop,1220050111.0,Drop,1220050111.0,Drop,1220050111.0,Drop,path_fly_mid_small_027,10.0,1210050111.0,Jump,3210030111.0,Jump,1210050111.0,Jump,2310060211.0,Drop,path_grd_close_elite2_804,,3220050111.0,Jump,3220050111.0,Jump,3220040111.0,Drop,1220050111.0,Drop,path_grd_mid_elite1_802,0.0,3220050111.0,Dash,3220050111.0,Dash,1220050111.0,Drop,2320020211.0,Drop,21,42,0,,path_fly_mid_elite1_802,,1210050111.0,Drop,3210040111.0,Drop,3210030111.0,Drop,2310060111.0,Drop,path_grd_close_small_014,8.0,1220050111.0,Drop,3220050111.0,Drop,1220050111.0,Drop,2320020211.0,Drop,path_fly_mid_small_027,1210020111.0,Dash,1210050111.0,Drop,1210020111.0,Dash,1210050111.0,Drop,path_fly_close_small_038,,3210040111.0,Drop,3210030111.0,Dash,3210040111.0,Drop,3210030111.0,Dash,10.0
6230706,wave_tower_missilis_008,Defense,90,7,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Missilis,ibg_tower_defense_001,,path_grd_mid_special_025,3120010111,Jump,3120010111.0,Jump,3220050111.0,Dash,2220040111.0,Dash,path_grd_close_small_048,12.0,1220050111.0,Drop,1220050111.0,Drop,1220050111.0,Drop,1220050111.0,Drop,path_grd_mid_small_037,10.0,3220050111.0,Jump,3220050111.0,Jump,3220050111.0,Jump,3220050111.0,Jump,path_fly_mid_elite1_802,2.0,2210020111.0,Drop,2210020111.0,Drop,3210030111.0,Drop,1310040211.0,Drop,path_grd_close_small_036,12.0,1220050111.0,Dash,1220050111.0,Dash,1220050111.0,Dash,2220040111.0,Dash,18,51,0,20,path_grd_mid_small_043,10.0,3220050111.0,Dash,3220050111.0,Dash,3220050111.0,Dash,3220050111.0,Dash,path_fly_close_small_032,5.0,3210050111.0,Drop,3210040111.0,Drop,3210040111.0,Drop,3210050111.0,Drop,path_grd_mid_small_040,3220050111.0,Dash,3220050111.0,Dash,3220050111.0,Dash,2220040111.0,Dash,path_fly_mid_elite2_805,15.0,2210020111.0,Dash,2210020111.0,Dash,2310020211.0,Dash,2310020211.0,Normal,
6230707,wave_tower_missilis_008,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Missilis,ibg_tower_001,3310050111.0,path_grd_mid_small_002,1220060111,Dash,1220060111.0,Dash,1220060111.0,Dash,1220060111.0,Dash,path_fly_mid_small_033,,2210010111.0,Dash,1210010111.0,Dash,2210010111.0,Dash,2310060211.0,Drop,path_fly_mid_elite1_802,10.0,2210010111.0,Dash,1210010111.0,Dash,2210010111.0,Dash,3310050211.0,Drop,path_fly_mid_elite2_805,0.0,2210010111.0,Drop,2210010111.0,Drop,2310060211.0,Drop,3310050111.0,Drop,path_grd_mid_small_043,10.0,1220060111.0,Dash,1220060111.0,Dash,1220060111.0,Dash,1220060111.0,Dash,0,42,0,,path_fly_mid_small_033,8.0,2210010111.0,Dash,2210010111.0,Dash,2210010111.0,Dash,2310060211.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230708,wave_tower_missilis_008,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Missilis,ibg_tower_001,2310010111.0,path_grd_mid_small_070,2220010111,Drop,3220050111.0,Drop,3220050111.0,Drop,2220040111.0,Normal,path_fly_mid_elite2_808,5.0,3210020111.0,Dash,3210020111.0,Dash,2310060211.0,Drop,2310010211.0,Drop,path_fly_mid_small_005,10.0,3210020111.0,Dash,1210030111.0,Dash,3210020111.0,Dash,1210030111.0,Dash,path_grd_mid_small_040,,3220050111.0,Drop,2220010111.0,Drop,3220050111.0,Drop,2220010111.0,Drop,path_fly_far_elite2_806,0.0,3210020111.0,Dash,1210030111.0,Dash,2310060211.0,Drop,2310010111.0,Drop,6,39,9,,path_grd_close_small_069,8.0,2220010111.0,Drop,3220050111.0,Drop,3220050111.0,Drop,2220040111.0,Dash,path_fly_mid_small_033,8.0,3210020111.0,Dash,1210030111.0,Dash,3210020111.0,Dash,2310060211.0,Dash,path_fly_mid_small_024,1210030111.0,Dash,1210030111.0,Dash,3210020111.0,Dash,3210020111.0,Dash,,,,,,,,,,,
6230709,wave_tower_missilis_008,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Missilis,ibg_tower_001,3310040111.0,path_grd_mid_small_011,3220040111,Drop,3220040111.0,Drop,2220070111.0,Drop,2220070111.0,Drop,path_fly_mid_small_050,5.0,2210020111.0,Dash,2210020111.0,Dash,2210050111.0,Drop,3310040211.0,Drop,path_grd_mid_elite1_802,12.0,3220040111.0,Dash,3220040111.0,Dash,2220070111.0,Drop,2320030211.0,Drop,path_fly_mid_small_024,6.0,2210020111.0,Dash,2210020111.0,Dash,2210050111.0,Dash,2210050111.0,Dash,path_grd_mid_small_043,0.0,3220040111.0,Dash,3220040111.0,Dash,2220070111.0,Dash,2320030211.0,Dash,0,54,0,,path_fly_mid_small_050,,2210020111.0,Dash,2210050111.0,Dash,2210050111.0,Drop,3310040111.0,Drop,path_grd_mid_elite1_802,,3220040111.0,Dash,3220040111.0,Dash,2220070111.0,Drop,3320070211.0,Drop,path_fly_mid_small_030,2210050111.0,Dash,2210020111.0,Dash,2210020111.0,Dash,2210020111.0,Dash,,,,,,,,,,,
6230710,wave_tower_missilis_008,Campaign,180,5,False,False,point_grd_blacksmith_01,point_fly_blacksmith_01,sbg_cityforestunderbbg003_001,CityForestUnder,Day,ibg_cityforestunder_001,1520030111.0,b_grd_blacksmith_01,1520030111,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230711,wave_tower_missilis_008,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Missilis,ibg_tower_001,3320020141.0,path_grd_mid_small_043,3220050141,Dash,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,path_grd_far_elite1_803,7.0,1120010141.0,Jump,1120010141.0,Jump,3220070141.0,Drop,3320020241.0,Drop,path_grd_far_small_044,4.0,1220030141.0,Dash,3220070141.0,Drop,1220030141.0,Dash,3220070141.0,Drop,path_grd_mid_small_070,,2220030141.0,Jump,2220030141.0,Jump,2220030141.0,Jump,2220040141.0,Jump,path_grd_far_elite1_803,0.0,1220030141.0,Dash,1220030141.0,Dash,3220070141.0,Drop,3320020141.0,Drop,0,18,24,,path_grd_mid_small_073,5.0,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220040141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230712,wave_tower_missilis_008,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Missilis,ibg_tower_001,1320060141.0,path_grd_mid_small_055,2220010141,Drop,2220010141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,path_grd_mid_elite3_814,,2220020141.0,Dash,3320010241.0,Dash,2220040141.0,Dash,1320060241.0,Dash,path_grd_mid_small_011,8.0,2220010141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,path_grd_mid_elite3_814,0.0,2220020141.0,Dash,3320010241.0,Dash,2220040141.0,Drop,1320060141.0,Drop,path_grd_mid_small_043,8.0,2220010141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230713,wave_tower_missilis_008,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Missilis,ibg_tower_001,1310020141.0,path_grd_mid_small_002,2220010141,Dash,2220010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,path_fly_mid_elite2_805,5.0,1210030141.0,Dash,1110010141.0,Dash,1310020241.0,Drop,1310010241.0,Drop,path_fly_mid_special_047,12.0,1210030141.0,Dash,2110010141.0,Dash,1210050141.0,Drop,1210050141.0,Drop,path_fly_mid_elite1_802,0.0,1210030141.0,Dash,1210030141.0,Dash,1210050141.0,Drop,1310010241.0,Drop,path_fly_mid_special_047,10.0,1210030141.0,Dash,2110010141.0,Dash,1210050141.0,Dash,1310020141.0,Dash,0,69,0,,path_grd_mid_elite2_805,,2220010141.0,Dash,2120010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,path_fly_mid_small_002,8.0,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,,,,,,,,,,,,,,,,,,,,
6230714,wave_tower_missilis_008,BaseDefense,60,7,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Missilis,ibg_tower_basedefense_001,,path_grd_close_special_024,3120010141,Jump,3120010141.0,Jump,2220020141.0,Drop,2320050241.0,Drop,path_grd_mid_small_061,10.0,1220060141.0,Dash,2220040141.0,Dash,1220060141.0,Dash,2220040141.0,Dash,path_grd_mid_small_049,5.0,1220060141.0,Dash,1220060141.0,Dash,1220060141.0,Dash,2220040141.0,Drop,path_grd_mid_elite2_808,2.0,2220020141.0,Jump,2220020141.0,Jump,1320030241.0,Drop,1320040241.0,Drop,path_fly_mid_small_039,10.0,2210010141.0,Dash,2220040141.0,Drop,2220040141.0,Drop,2210030141.0,Drop,15,48,0,normal,path_grd_mid_small_012,6.0,1220060141.0,Dash,1220060141.0,Dash,1220060141.0,Dash,2220040141.0,Dash,path_grd_mid_small_076,7.0,2220020141.0,Dash,2220020141.0,Dash,2220020141.0,Dash,2220040141.0,Dash,path_grd_mid_elite1_802,1220060141.0,Dash,1220060141.0,Dash,2220040141.0,Drop,1320040141.0,Drop,,,,,,,,,,,
6230715,wave_tower_missilis_008,Defense,90,8,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Missilis,ibg_tower_defense_001,,path_fly_mid_elite1_802,2210020141,Dash,2210020141.0,Dash,2210020141.0,Dash,3310040241.0,Dash,path_grd_mid_small_037,10.0,3220050141.0,Jump,3220050141.0,Jump,1220060141.0,Jump,2320030241.0,Jump,path_grd_mid_small_011,,1220060141.0,Dash,1220060141.0,Dash,1220060141.0,Dash,1220060141.0,Dash,path_grd_mid_small_040,4.0,3220050141.0,Jump,3220050141.0,Jump,1220060141.0,Jump,2320030241.0,Jump,path_grd_mid_small_061,10.0,1220060141.0,Dash,1220060141.0,Dash,1220060141.0,Dash,1220060141.0,Dash,0,60,0,20,path_grd_mid_small_075,4.0,1220060141.0,Jump,1220060141.0,Jump,3220050141.0,Jump,3220050141.0,Jump,path_fly_mid_elite2_808,8.0,2210020141.0,Dash,2210020141.0,Dash,2320030241.0,Drop,3310040241.0,Dash,path_grd_mid_small_005,1220060141.0,Dash,1220060141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,path_grd_mid_small_055,10.0,1220060141.0,Dash,1220060141.0,Dash,1220060141.0,Dash,2320030241.0,Dash,5.0
6230716,wave_tower_missilis_008,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Missilis,ibg_tower_001,1320030141.0,path_fly_mid_small_018,1210030141,Dash,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,path_grd_mid_elite2_805,5.0,2220010141.0,Dash,2120010141.0,Dash,3320010241.0,Dash,1320030241.0,Drop,path_fly_mid_special_016,10.0,1210030141.0,Dash,2110010141.0,Dash,1210030141.0,Dash,3210030141.0,Dash,path_grd_mid_elite2_808,0.0,2220010141.0,Dash,2220010141.0,Dash,3320010241.0,Drop,1320030141.0,Drop,path_fly_close_special_046,10.0,1210030141.0,Dash,2110010141.0,Dash,1210030141.0,Dash,3210030141.0,Dash,15,54,0,,path_grd_mid_elite2_805,,2220010141.0,Dash,2120010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,path_fly_mid_small_002,8.0,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,,,,,,,,,,,,,,,,,,,,
