stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,close_monster_count,mid_monster_count,far_monster_count,target_list/0,wave_data/0/wave_path,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type
6403001,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_005,point_fly_arkcity_005,sbg_arkcity_005,ArcCity,Day,ibg_arkcity_001,6,27,0,3320070141,path_grd_mid_small_002,path_grd_mid_small_011,6.0,path_fly_mid_small_024,8.0,path_grd_mid_elite1_802,0.0,path_grd_close_small_072,8.0,,,,1220010141,Dash,1220010141,Dash,1120010141,Drop,1120010141,Drop,2220030141,Drop,2220030141,Drop,2220030141,Drop,3320010241,Drop,3210010141,Drop,3210010141,Drop,3210010141,Drop,3210010141,Drop,2220030141,Dash,2220030141,Dash,2220030141,Drop,3320070141,Drop,1220010141,Dash,1220010141,Dash,1220010141,Dash,3220020141,Dash,,,,,,,,,,,,,,,,
6403002,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_001,point_fly_arkcity_001,sbg_arkcity_001,ArcCity,Day,ibg_arkcity_001,21,12,0,1310020141,path_fly_mid_small_018,path_fly_close_small_029,6.0,path_grd_close_small_013,,path_fly_close_elite1_801,0.0,path_fly_mid_small_039,7.0,,,,3210010141,Drop,3210010141,Drop,2110010141,Dash,2110010141,Dash,2210010141,Drop,2210010141,Drop,2210010141,Drop,1310030241,Drop,2220020141,Dash,2220020141,Dash,2220020141,Dash,2220020141,Dash,3210010141,Dash,3210010141,Dash,2210010141,Drop,1310020141,Drop,2210010141,Dash,2210010141,Dash,2210010141,Dash,2210010141,Dash,,,,,,,,,,,,,,,,
6403003,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_005,point_fly_arkcity_005,sbg_arkcity_005,ArcCity,Day,ibg_arkcity_001,6,27,0,1310030141,path_fly_mid_small_018,path_fly_mid_small_005,6.0,path_grd_close_small_039,,path_fly_mid_elite1_802,0.0,path_fly_mid_small_024,7.0,,,,2210020141,Dash,2210020141,Dash,1110010141,Drop,1110010141,Drop,1110010141,Dash,1110010141,Dash,2210020141,Dash,1310020241,Dash,3220030141,Dash,3220030141,Dash,3220030141,Dash,2220040141,Dash,2210020141,Drop,2210020141,Drop,1110010141,Drop,1310030141,Drop,2210020141,Jump,2210020141,Jump,2210020141,Jump,1210040141,Jump,,,,,,,,,,,,,,,,
6403004,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_003,point_fly_arkcity_003,sbg_arkcity_003,ArcCity,Day,ibg_arkcity_001,66,6,0,1320040141,path_grd_close_special_064,path_grd_close_small_054,12.0,path_fly_close_special_044,,path_grd_close_special_064,0.0,path_grd_mid_small_070,11.0,path_grd_close_special_024,5.0,,2120010141,Dash,2120010141,Dash,2120010141,Dash,2120010141,Dash,3220050141,Jump,3220050141,Jump,3220050141,Jump,3320010241,Drop,1110010141,Drop,1110010141,Drop,1110010141,Drop,1110010141,Drop,2120010141,Dash,2120010141,Dash,3220050141,Drop,1320040141,Drop,3220050141,Dash,3220050141,Dash,3220050141,Dash,2220040141,Dash,2120010141.0,Dash,2120010141.0,Dash,2120010141.0,Dash,2120010141.0,Dash,,,,,,,,
6403005,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_001,point_fly_arkcity_001,sbg_arkcity_001,ArcCity,Day,ibg_arkcity_001,18,24,0,3320020141,path_grd_close_small_051,path_grd_mid_elite1_802,7.0,path_grd_mid_small_049,4.0,path_grd_close_small_042,11.0,path_grd_mid_elite1_802,0.0,path_grd_close_small_069,5.0,,3220050141,Dash,3220050141,Dash,3220050141,Dash,3220050141,Dash,3120010141,Jump,3120010141,Jump,3220070141,Drop,3320020241,Drop,3220050141,Drop,3220070141,Drop,3220050141,Drop,3220070141,Drop,3120010141,Dash,3120010141,Dash,3120010141,Dash,3120010141,Dash,3220050141,Dash,3220050141,Dash,3220070141,Drop,3320020141,Drop,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,2220040141.0,Dash,,,,,,,,
6403006,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_005,point_fly_arkcity_005,sbg_arkcity_005,ArcCity,Day,ibg_arkcity_001,6,30,6,1320040141,path_grd_close_small_001,path_grd_mid_elite1_802,7.0,path_fly_mid_small_053,6.0,path_grd_mid_special_065,0.0,path_grd_far_small_071,11.0,,,,1220020141,Drop,1220020141,Drop,1220030141,Dash,1220030141,Dash,1120010141,Jump,1120010141,Jump,1220020141,Drop,2320050241,Drop,1210020141,Dash,1210020141,Dash,1210020141,Dash,1210040141,Dash,1120010141,Dash,1120010141,Dash,1220030141,Drop,1320040141,Drop,1220040141,Dash,1220040141,Dash,1220040141,Dash,3220020141,Dash,,,,,,,,,,,,,,,,
6403007,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_002,point_fly_arkcity_002,sbg_arkcity_002,ArcCity,Day,ibg_arkcity_001,0,21,12,2320030141,path_grd_far_small_003,path_grd_mid_small_070,7.0,path_fly_mid_small_053,7.0,path_grd_mid_elite1_802,0.0,path_grd_far_small_074,7.0,,,,1220030141,Drop,1220030141,Drop,3220070141,Jump,3220070141,Jump,1220030141,Dash,1220030141,Dash,1220030141,Dash,2320030241,Drop,1210020141,Drop,1210020141,Drop,1210020141,Drop,3210030141,Drop,1220030141,Dash,1220030141,Dash,3220070141,Drop,2320030141,Drop,1220030141,Drop,1220030141,Drop,3220070141,Drop,2220040141,Dash,,,,,,,,,,,,,,,,
6403008,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_004,point_fly_arkcity_004,sbg_arkcity_004,ArcCity,Day,ibg_arkcity_001,0,18,15,1320030141,path_grd_mid_small_043,path_grd_far_small_071,6.0,path_fly_mid_small_039,6.0,path_grd_far_elite1_803,0.0,path_fly_mid_small_030,,,,,1220010141,Dash,1220010141,Dash,3220060141,Jump,3220060141,Jump,3220060141,Dash,3220060141,Dash,3220060141,Dash,2320030241,Dash,1210010141,Drop,1210030141,Drop,1210010141,Drop,1210030141,Drop,3220060141,Jump,3220060141,Jump,1220010141,Drop,1320030141,Drop,1210030141,Drop,1210030141,Drop,1210030141,Drop,1210030141,Drop,,,,,,,,,,,,,,,,
6403009,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_005,point_fly_arkcity_005,sbg_arkcity_005,ArcCity,Day,ibg_arkcity_001,42,6,0,2320050141,path_grd_close_small_048,path_grd_close_small_069,,path_fly_mid_small_039,4.0,path_grd_close_elite1_801,0.0,path_grd_close_special_064,6.0,path_grd_close_small_042,3.0,,1220040141,Drop,1220040141,Drop,1220040141,Drop,2320050241,Drop,1220040141,Dash,1220040141,Dash,1220040141,Dash,1220050141,Drop,3210040141,Dash,3210040141,Dash,3210040141,Dash,3210040141,Dash,3120010141,Dash,3120010141,Dash,1220050141,Drop,2320050141,Drop,2120010141,Dash,2120010141,Dash,1220050141,Drop,1220050141,Drop,1220050141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,,,,,,,,
6403010,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_003,point_fly_arkcity_003,sbg_arkcity_003,ArcCity,Day,ibg_arkcity_001,6,27,0,1320020141,path_grd_mid_small_070,path_fly_mid_small_008,7.0,path_grd_close_small_036,7.0,path_grd_mid_elite1_802,0.0,path_fly_mid_small_030,7.0,,,,2220010141,Drop,2220010141,Drop,2220010141,Drop,2220040141,Jump,2210010141,Dash,2210010141,Dash,2210010141,Dash,2310010241,Dash,2220010141,Dash,2220010141,Dash,2220010141,Dash,2220040141,Dash,2220010141,Jump,2220010141,Jump,2220040141,Drop,1320020141,Drop,2210010141,Drop,2210010141,Drop,2210010141,Drop,2210010141,Dash,,,,,,,,,,,,,,,,
6403011,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_003,point_fly_arkcity_003,sbg_arkcity_003,ArcCity,Day,ibg_arkcity_001,0,30,12,2310010141,path_grd_mid_special_065,path_grd_far_small_074,12.0,path_fly_mid_small_005,,path_fly_mid_elite1_802,0.0,path_grd_far_small_071,7.0,,,,3120010141,Dash,3120010141,Dash,2220020141,Drop,2320070241,Drop,2220020141,Dash,2220020141,Dash,2220020141,Dash,2220040141,Dash,3210010141,Dash,3210010141,Dash,3210010141,Dash,3210010141,Dash,3210010141,Dash,3210010141,Dash,3210030141,Drop,2310010141,Drop,2220020141,Dash,2220020141,Dash,2220020141,Dash,2220040141,Jump,,,,,,,,,,,,,,,,
6403012,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_001,point_fly_arkcity_001,sbg_arkcity_001,ArcCity,Day,ibg_arkcity_001,21,12,0,1310010141,path_grd_close_small_010,path_grd_mid_small_052,,path_fly_close_small_029,7.0,path_fly_close_elite1_801,0.0,path_grd_mid_small_040,10.0,,,,3220040141,Jump,3220040141,Jump,3220040141,Jump,3220040141,Jump,3220030141,Dash,3220030141,Dash,2220050141,Dash,2320060241,Dash,2210020141,Drop,2210020141,Drop,2210020141,Drop,1210040141,Drop,2210020141,Dash,2210020141,Dash,2210020141,Drop,1310010141,Drop,3220040141,Dash,3220040141,Dash,3220040141,Dash,2220050141,Normal,,,,,,,,,,,,,,,,
6403013,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_001,point_fly_arkcity_001,sbg_arkcity_001,ArcCity,Day,ibg_arkcity_001,0,30,0,2320060141,path_grd_mid_small_070,path_fly_mid_small_039,,path_grd_mid_small_034,7.0,path_grd_mid_small_068,0.0,path_grd_mid_small_037,10.0,,,,3220050141,Dash,3220050141,Dash,3220050141,Dash,2220050141,Dash,1210020141,Dash,1210020141,Dash,1210040141,Dash,1310010241,Dash,3220050141,Drop,3220050141,Drop,3220050141,Drop,2220050141,Dash,3220050141,Dash,3220050141,Dash,2220050141,Drop,2320060141,Drop,3220050141,Dash,3220050141,Dash,3220050141,Dash,2220050141,Normal,,,,,,,,,,,,,,,,
6403014,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_004,point_fly_arkcity_004,sbg_arkcity_004,ArcCity,Day,ibg_arkcity_001,21,21,0,3320060141,path_grd_mid_small_002,path_grd_close_elite1_801,7.0,path_fly_mid_small_050,,path_grd_close_small_048,,path_grd_mid_elite1_802,0.0,path_grd_close_small_051,6.0,,2220020141,Drop,2220020141,Drop,1220050141,Dash,1220050141,Dash,2220020141,Dash,2220020141,Dash,1220050141,Drop,3320060241,Drop,1210040141,Dash,1210040141,Dash,1210040141,Dash,3210040141,Drop,1220050141,Jump,1220050141,Jump,1220050141,Jump,1220050141,Jump,2220020141,Dash,2220020141,Dash,2220040141,Drop,3320060141,Drop,1220050141.0,Jump,1220050141.0,Jump,1220050141.0,Jump,1220050141.0,Jump,,,,,,,,
6403015,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_004,point_fly_arkcity_004,sbg_arkcity_004,ArcCity,Day,ibg_arkcity_001,18,15,9,2310020141,path_grd_close_small_048,path_fly_mid_elite1_802,,path_fly_mid_small_050,,path_grd_close_small_054,7.0,path_fly_far_elite1_803,0.0,path_fly_close_small_029,6.0,,1220040141,Jump,1220040141,Jump,1220040141,Jump,1220040141,Jump,3210040141,Dash,3210040141,Dash,3210030141,Drop,2310020241,Drop,2210010141,Drop,2210010141,Drop,2210010141,Drop,3210030141,Drop,1220050141,Drop,1220050141,Drop,1220050141,Drop,1220050141,Drop,2210010141,Dash,2210010141,Dash,3210030141,Drop,2310020141,Drop,3210040141.0,Drop,3210040141.0,Drop,3210040141.0,Drop,3210040141.0,Drop,,,,,,,,
6403016,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_005,point_fly_arkcity_005,sbg_arkcity_005,ArcCity,Day,ibg_arkcity_001,0,21,15,1320030141,path_grd_mid_elite1_802,path_grd_far_small_044,7.0,path_fly_mid_small_053,4.0,path_grd_far_elite1_803,0.0,path_grd_mid_small_011,6.0,,,,2220030141,Jump,2220030141,Jump,2220040141,Dash,1320030241,Dash,2220030141,Dash,2220030141,Dash,2220030141,Dash,2220030141,Dash,2210010141,Jump,2210010141,Jump,2210010141,Jump,3210030141,Dash,2220030141,Jump,2220030141,Jump,2220040141,Drop,1320030141,Drop,2220030141,Jump,2220030141,Jump,2220030141,Jump,2220030141,Jump,,,,,,,,,,,,,,,,
6403017,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_003,point_fly_arkcity_003,sbg_arkcity_003,ArcCity,Day,ibg_arkcity_001,0,15,18,3310010141,path_grd_mid_small_037,path_grd_far_small_041,7.0,path_fly_far_small_031,,path_fly_mid_elite2_805,0.0,path_grd_far_small_044,,,,,3220060141,Dash,2220040141,Dash,3220060141,Dash,1320040241,Dash,3220060141,Dash,3220060141,Dash,3220060141,Dash,2220050141,Dash,1210010141,Drop,1210010141,Drop,1210010141,Drop,3210030141,Drop,1210010141,Jump,1210010141,Jump,3210030141,Drop,3310010141,Drop,3220060141,Dash,2220040141,Dash,3220060141,Dash,2220040141,Dash,,,,,,,,,,,,,,,,
6403018,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_001,point_fly_arkcity_001,sbg_arkcity_001,ArcCity,Day,ibg_arkcity_001,27,18,0,2320030141,path_grd_close_elite1_801,path_grd_close_small_013,7.0,path_grd_mid_small_049,6.0,path_fly_close_small_041,7.0,path_grd_mid_small_055,0.0,path_grd_close_small_042,4.0,path_fly_mid_small_030,1220040141,Jump,1220040141,Jump,1220050141,Drop,2320030241,Drop,1220040141,Dash,1220050141,Dash,1220040141,Dash,1220050141,Dash,1220040141,Drop,1220050141,Drop,1220040141,Drop,2220040141,Drop,1110010141,Drop,1110010141,Drop,3210040141,Drop,3210040141,Drop,1220040141,Drop,1220040141,Drop,3220020141,Drop,2320030141,Drop,1220050141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,3210040141.0,Drop,3210040141.0,Drop,3210040141.0,Drop,3210040141.0,Drop
6403019,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_005,point_fly_arkcity_005,sbg_arkcity_005,ArcCity,Day,ibg_arkcity_001,21,15,0,3320040141,path_grd_close_small_010,path_grd_mid_elite1_802,6.0,path_fly_close_small_029,,path_grd_close_elite1_801,0.0,path_grd_mid_small_043,,,,,2220010141,Jump,3220020141,Jump,2220010141,Jump,3220020141,Jump,2220010141,Dash,2220010141,Dash,3220020141,Drop,2320060241,Drop,2210020141,Dash,2210020141,Dash,2210020141,Dash,1210040141,Drop,2220010141,Dash,2220010141,Dash,3220020141,Drop,3320040141,Drop,2220010141,Dash,3220020141,Dash,2220010141,Dash,3220020141,Dash,,,,,,,,,,,,,,,,
6403020,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_003,point_fly_arkcity_003,sbg_arkcity_003,ArcCity,Day,ibg_arkcity_001,0,24,21,3310020141,path_grd_far_small_062,path_grd_mid_elite1_802,7.0,path_fly_mid_small_030,,path_fly_mid_elite1_802,0.0,path_grd_far_special_063,6.0,,,,2220030141,Dash,2220030141,Dash,2220030141,Dash,2220030141,Dash,2220030141,Dash,2220030141,Dash,2220040141,Drop,3320060241,Drop,2210010141,Drop,2210010141,Drop,2210010141,Drop,2210010141,Drop,2210010141,Drop,2210010141,Drop,3210030141,Drop,3310020141,Drop,2220030141,Jump,2220030141,Jump,2220030141,Jump,2220040141,Dash,,,,,,,,,,,,,,,,
6404001,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_002,point_fly_arkcity_002,sbg_arkcity_002,ArcCity,Day,ibg_arkcity_001,6,27,0,3320070151,path_grd_mid_small_002,path_grd_mid_small_011,6.0,path_fly_mid_small_024,8.0,path_grd_mid_elite1_802,0.0,path_grd_close_small_072,8.0,,,,1220010151,Dash,1220010151,Dash,1120010151,Drop,1120010151,Drop,2220030151,Drop,2220030151,Drop,2220030151,Drop,3320010251,Drop,3210010151,Drop,3210010151,Drop,3210010151,Drop,3210010151,Drop,2220030151,Dash,2220030151,Dash,2220030151,Drop,3320070151,Drop,1220010151,Dash,1220010151,Dash,1220010151,Dash,3220020151,Dash,,,,,,,,,,,,,,,,
6404002,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_002,point_fly_arkcity_002,sbg_arkcity_002,ArcCity,Day,ibg_arkcity_001,21,12,0,1310020151,path_fly_mid_small_018,path_fly_close_small_029,6.0,path_grd_close_small_013,,path_fly_close_elite1_801,0.0,path_fly_mid_small_039,7.0,,,,3210010151,Drop,3210010151,Drop,2110010151,Dash,2110010151,Dash,2210010151,Drop,2210010151,Drop,2210010151,Drop,1310030251,Drop,2220020151,Dash,2220020151,Dash,2220020151,Dash,2220020151,Dash,3210010151,Dash,3210010151,Dash,2210010151,Drop,1310020151,Drop,2210010151,Dash,2210010151,Dash,2210010151,Dash,2210010151,Dash,,,,,,,,,,,,,,,,
6404003,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_004,point_fly_arkcity_004,sbg_arkcity_004,ArcCity,Day,ibg_arkcity_001,6,27,0,1310030151,path_fly_mid_small_018,path_fly_mid_small_005,6.0,path_grd_close_small_039,,path_fly_mid_elite1_802,0.0,path_fly_mid_small_024,7.0,,,,2210020151,Dash,2210020151,Dash,1110010151,Drop,1110010151,Drop,1110010151,Dash,1110010151,Dash,2210020151,Dash,1310020251,Dash,3220030151,Dash,3220030151,Dash,3220030151,Dash,2220040151,Dash,2210020151,Drop,2210020151,Drop,1110010151,Drop,1310030151,Drop,2210020151,Jump,2210020151,Jump,2210020151,Jump,1210040151,Jump,,,,,,,,,,,,,,,,
6404004,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_003,point_fly_arkcity_003,sbg_arkcity_003,ArcCity,Day,ibg_arkcity_001,66,6,0,1320040151,path_grd_close_special_064,path_grd_close_small_054,12.0,path_fly_close_special_044,,path_grd_close_special_064,0.0,path_grd_mid_small_070,11.0,path_grd_close_special_024,5.0,,2120010151,Dash,2120010151,Dash,2120010151,Dash,2120010151,Dash,3220050151,Jump,3220050151,Jump,3220050151,Jump,3320010251,Drop,1110010151,Drop,1110010151,Drop,1110010151,Drop,1110010151,Drop,2120010151,Dash,2120010151,Dash,3220050151,Drop,1320040151,Drop,3220050151,Dash,3220050151,Dash,3220050151,Dash,2220040151,Dash,2120010151.0,Dash,2120010151.0,Dash,2120010151.0,Dash,2120010151.0,Dash,,,,,,,,
6404005,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_005,point_fly_arkcity_005,sbg_arkcity_005,ArcCity,Day,ibg_arkcity_001,18,24,0,3320020151,path_grd_close_small_051,path_grd_mid_elite1_802,7.0,path_grd_mid_small_049,4.0,path_grd_close_small_042,11.0,path_grd_mid_elite1_802,0.0,path_grd_close_small_069,5.0,,3220050151,Dash,3220050151,Dash,3220050151,Dash,3220050151,Dash,3120010151,Jump,3120010151,Jump,3220070151,Drop,3320020251,Drop,3220050151,Drop,3220070151,Drop,3220050151,Drop,3220070151,Drop,3120010151,Dash,3120010151,Dash,3120010151,Dash,3120010151,Dash,3220050151,Dash,3220050151,Dash,3220070151,Drop,3320020151,Drop,3220050151.0,Dash,3220050151.0,Dash,3220050151.0,Dash,2220040151.0,Dash,,,,,,,,
6404006,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_001,point_fly_arkcity_001,sbg_arkcity_001,ArcCity,Day,ibg_arkcity_001,6,30,6,1320040151,path_grd_close_small_001,path_grd_mid_elite1_802,7.0,path_fly_mid_small_053,6.0,path_grd_mid_special_065,0.0,path_grd_far_small_071,11.0,,,,1220020151,Drop,1220020151,Drop,1220030151,Dash,1220030151,Dash,1120010151,Jump,1120010151,Jump,1220020151,Drop,2320050251,Drop,1210020151,Dash,1210020151,Dash,1210020151,Dash,1210040151,Dash,1120010151,Dash,1120010151,Dash,1220030151,Drop,1320040151,Drop,1220040151,Dash,1220040151,Dash,1220040151,Dash,3220020151,Dash,,,,,,,,,,,,,,,,
6404007,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_005,point_fly_arkcity_005,sbg_arkcity_005,ArcCity,Day,ibg_arkcity_001,0,21,12,2320030151,path_grd_far_small_003,path_grd_mid_small_070,7.0,path_fly_mid_small_053,7.0,path_grd_mid_elite1_802,0.0,path_grd_far_small_074,7.0,,,,1220030151,Drop,1220030151,Drop,3220070151,Jump,3220070151,Jump,1220030151,Dash,1220030151,Dash,1220030151,Dash,2320030251,Drop,1210020151,Drop,1210020151,Drop,1210020151,Drop,3210030151,Drop,1220030151,Dash,1220030151,Dash,3220070151,Drop,2320030151,Drop,1220030151,Drop,1220030151,Drop,3220070151,Drop,2220040151,Dash,,,,,,,,,,,,,,,,
6404008,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_002,point_fly_arkcity_002,sbg_arkcity_002,ArcCity,Day,ibg_arkcity_001,0,18,15,1320030151,path_grd_mid_small_043,path_grd_far_small_071,6.0,path_fly_mid_small_039,6.0,path_grd_far_elite1_803,0.0,path_fly_mid_small_030,,,,,1220010151,Dash,1220010151,Dash,3220060151,Jump,3220060151,Jump,3220060151,Dash,3220060151,Dash,3220060151,Dash,2320030251,Dash,1210010151,Drop,1210030151,Drop,1210010151,Drop,1210030151,Drop,3220060151,Jump,3220060151,Jump,1220010151,Drop,1320030151,Drop,1210030151,Drop,1210030151,Drop,1210030151,Drop,1210030151,Drop,,,,,,,,,,,,,,,,
6404009,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_004,point_fly_arkcity_004,sbg_arkcity_004,ArcCity,Day,ibg_arkcity_001,42,6,0,2320050151,path_grd_close_small_048,path_grd_close_small_069,,path_fly_mid_small_039,4.0,path_grd_close_elite1_801,0.0,path_grd_close_special_064,6.0,path_grd_close_small_042,3.0,,1220040151,Drop,1220040151,Drop,1220040151,Drop,2320050251,Drop,1220040151,Dash,1220040151,Dash,1220040151,Dash,1220050151,Drop,3210040151,Dash,3210040151,Dash,3210040151,Dash,3210040151,Dash,3120010151,Dash,3120010151,Dash,1220050151,Drop,2320050151,Drop,2120010151,Dash,2120010151,Dash,1220050151,Drop,1220050151,Drop,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,,,,,,,,
6404010,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_005,point_fly_arkcity_005,sbg_arkcity_005,ArcCity,Day,ibg_arkcity_001,6,27,0,1320020151,path_grd_mid_small_070,path_fly_mid_small_008,7.0,path_grd_close_small_036,7.0,path_grd_mid_elite1_802,0.0,path_fly_mid_small_030,7.0,,,,2220010151,Drop,2220010151,Drop,2220010151,Drop,2220040151,Jump,2210010151,Dash,2210010151,Dash,2210010151,Dash,2310010251,Dash,2220010151,Dash,2220010151,Dash,2220010151,Dash,2220040151,Dash,2220010151,Jump,2220010151,Jump,2220040151,Drop,1320020151,Drop,2210010151,Drop,2210010151,Drop,2210010151,Drop,2210010151,Dash,,,,,,,,,,,,,,,,
