stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,mod_value,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_path,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type,wave_data/8/private_monster_count
6230544,wave_tower_missilis_007,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Missilis,ibg_tower_001,2310040151.0,path_grd_mid_small_002,3220010151,Jump,3220010151.0,Jump,3220010151.0,Jump,3220010151.0,Jump,path_fly_mid_elite1_802,6.0,3210010151.0,Dash,3210010151.0,Dash,1210040151.0,Drop,2310040251.0,Drop,path_fly_mid_small_005,8.0,3210010151.0,Dash,3210010151.0,Dash,3210010151.0,Dash,3210010151.0,Dash,path_fly_mid_elite2_805,0.0,3210010151.0,Dash,3210010151.0,Dash,2310060251.0,Drop,2310040151.0,Drop,path_grd_mid_small_043,10.0,3220010151.0,Jump,3220010151.0,Jump,3220010151.0,Jump,3220010151.0,Jump,0,42,0,path_fly_mid_small_024,,3210010151.0,Dash,3210010151.0,Dash,3210010151.0,Dash,3210010151.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230545,wave_tower_missilis_007,Defense,90,8,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Missilis,ibg_tower_defense_001,,path_grd_mid_elite1_802,2220010151,Dash,2220010151.0,Dash,2220010151.0,Dash,1320030251.0,Normal,path_fly_close_small_041,12.0,2210020151.0,Drop,2210020151.0,Drop,2210020151.0,Drop,3210040151.0,Drop,path_grd_mid_special_025,,2220010151.0,Jump,1120010151.0,Jump,1220050151.0,Drop,2220040151.0,Jump,path_grd_close_small_036,,1220050151.0,Drop,1220050151.0,Drop,1220050151.0,Drop,1220050151.0,Drop,path_grd_mid_elite2_805,2.0,2220010151.0,Jump,1120010151.0,Dash,2320050251.0,Drop,2320050151.0,Normal,24,63,0,path_grd_close_small_036,,1220050151.0,Jump,1220050151.0,Jump,1220050151.0,Jump,2320040251.0,Normal,path_fly_mid_special_047,3110010151.0,Dash,3110010151.0,Dash,3210040151.0,Drop,3210030151.0,Drop,20,10.0,path_grd_mid_small_075,10.0,2220010151.0,Dash,2220010151.0,Dash,2220010151.0,Dash,2220040151.0,Dash,path_fly_close_small_001,3210040151.0,Drop,3210040151.0,Drop,3210040151.0,Drop,3210040151.0,Drop,path_fly_mid_elite2_805,10.0,2220010151.0,Drop,2220010151.0,Drop,2320050251.0,Normal,3320070251.0,Drop,
6230546,wave_tower_missilis_007,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Missilis,ibg_tower_001,2310040151.0,path_grd_mid_small_052,2220010151,Dash,2220010151.0,Dash,3220060151.0,Dash,3220060151.0,Dash,path_fly_mid_elite1_802,6.0,3210010151.0,Dash,3210010151.0,Dash,3210030151.0,Drop,1310010251.0,Drop,path_fly_mid_small_050,,1210010151.0,Dash,1210010151.0,Dash,1210010151.0,Dash,1210040151.0,Dash,path_fly_mid_elite1_802,0.0,1210020151.0,Dash,1210020151.0,Dash,1210040151.0,Drop,2310040151.0,Drop,path_grd_mid_special_025,6.0,3120010151.0,Dash,3120010151.0,Dash,3220060151.0,Drop,3220020151.0,Drop,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230547,wave_tower_missilis_007,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Missilis,ibg_tower_001,3320040151.0,path_grd_far_small_053,1220060151,Dash,1220060151.0,Dash,1220060151.0,Dash,3220020151.0,Dash,path_grd_mid_elite1_802,6.0,3220050151.0,Jump,3220050151.0,Jump,2220050151.0,Drop,3320040251.0,Drop,path_fly_mid_small_050,,2210010151.0,Drop,2210010151.0,Drop,2210010151.0,Drop,1210040151.0,Drop,path_grd_mid_elite2_808,0.0,3220050151.0,Jump,3220050151.0,Jump,3320040251.0,Drop,3320040151.0,Drop,path_fly_mid_special_016,6.0,2210010151.0,Drop,2110010151.0,Drop,2210010151.0,Drop,1210040151.0,Drop,0,39,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230548,wave_tower_missilis_007,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Missilis,ibg_tower_001,1310020151.0,path_fly_close_special_044,2110010151,Drop,2110010151.0,Drop,2210020151.0,Drop,2210030151.0,Drop,path_grd_mid_elite2_805,10.0,2220030151.0,Dash,2220030151.0,Dash,2320050251.0,Drop,2320050251.0,Drop,path_fly_mid_small_053,,2210020151.0,Dash,2210020151.0,Dash,2210020151.0,Dash,1210040151.0,Dash,path_fly_close_small_029,,2210020151.0,Jump,2210020151.0,Jump,2210020151.0,Jump,3310050251.0,Jump,path_grd_close_elite1_801,0.0,2220030151.0,Jump,2220030151.0,Jump,2220040151.0,Drop,3320040251.0,Drop,36,24,0,path_fly_mid_elite1_802,10.0,2210020151.0,Jump,3210030151.0,Jump,3310050251.0,Drop,1310020151.0,Drop,path_fly_close_small_029,2210020151.0,Drop,2210020151.0,Drop,2210020151.0,Drop,3310050251.0,Drop,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230549,wave_tower_missilis_007,Defense,90,8,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Missilis,ibg_tower_defense_001,,path_grd_mid_elite1_802,1220060151,Normal,1220060151.0,Normal,2220040151.0,Drop,1320060251.0,Drop,path_grd_close_small_067,12.0,3220050151.0,Dash,3220050151.0,Dash,3220020151.0,Normal,3220020151.0,Normal,path_grd_mid_special_025,10.0,2120010151.0,Jump,2120010151.0,Jump,1220060151.0,Dash,2220040151.0,Dash,path_fly_close_small_004,,2210020151.0,Drop,2210020151.0,Drop,2210020151.0,Drop,2210020151.0,Drop,path_grd_mid_elite2_805,3.0,3220050151.0,Drop,3220050151.0,Drop,1320060251.0,Drop,1320060151.0,Normal,12,60,0,path_fly_mid_small_030,12.0,2210020151.0,Drop,2210020151.0,Drop,2210020151.0,Drop,2310030251.0,Dash,path_fly_mid_small_005,2210020151.0,Dash,2210020151.0,Dash,2210020151.0,Dash,2210020151.0,Dash,20,,path_grd_mid_small_076,10.0,3220050151.0,Jump,3220050151.0,Jump,2220040151.0,Jump,2220040151.0,Jump,path_grd_mid_elite2_805,1220060151.0,Normal,1220060151.0,Normal,1320060251.0,Jump,1320060251.0,Dash,,,,,,,,,,,
6230550,wave_tower_missilis_007,Campaign,180,6,False,False,point_grd_mordernia_01,point_fly_mordernia_01,sbg_iceland_sky_001,IceLand,Day,ibg_iceland_001,3520040151.0,b_fly_mordernia_01,3520040151,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230551,wave_tower_missilis_007,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Missilis,ibg_tower_001,2310040111.0,path_grd_mid_small_052,2220010111,Dash,2220010111.0,Dash,3220060111.0,Dash,3220060111.0,Dash,path_fly_mid_elite1_802,6.0,3210010111.0,Dash,3210010111.0,Dash,3210030111.0,Drop,1310010211.0,Drop,path_fly_mid_small_050,,1210010111.0,Dash,1210010111.0,Dash,1210010111.0,Dash,1210040111.0,Dash,path_fly_mid_elite1_802,0.0,1210020111.0,Dash,1210020111.0,Dash,1210040111.0,Drop,2310040111.0,Drop,path_grd_mid_special_025,6.0,3120010111.0,Dash,3120010111.0,Dash,3220060111.0,Drop,3220020111.0,Drop,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230552,wave_tower_missilis_007,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Missilis,ibg_tower_001,2320020111.0,path_grd_mid_small_049,3220050111,Drop,3220050111.0,Drop,3220050111.0,Drop,2220040111.0,Drop,path_grd_mid_special_065,7.0,1120010111.0,Dash,1120010111.0,Dash,2220030111.0,Dash,2320020211.0,Dash,path_grd_far_small_044,,2220030111.0,Dash,2220030111.0,Dash,2220030111.0,Dash,2220040111.0,Dash,path_fly_far_special_045,0.0,1110010111.0,Drop,1110010111.0,Drop,1110010111.0,Drop,1210040111.0,Drop,path_grd_mid_special_065,10.0,1120010111.0,Drop,1120010111.0,Drop,2220030111.0,Drop,2320020111.0,Drop,0,36,27,path_grd_far_small_006,8.0,2220030111.0,Jump,2220030111.0,Jump,2220030111.0,Jump,2220040111.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230553,wave_tower_missilis_007,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Missilis,ibg_tower_001,2320030111.0,path_grd_close_elite1_801,1220040111,Jump,1220040111.0,Jump,1220050111.0,Drop,2320030211.0,Drop,path_grd_close_small_013,7.0,1220040111.0,Dash,1220050111.0,Dash,1220040111.0,Dash,1220050111.0,Dash,path_grd_mid_small_049,6.0,1220040111.0,Drop,1220050111.0,Drop,1220040111.0,Drop,2220040111.0,Drop,path_fly_close_small_041,7.0,1110010111.0,Drop,1110010111.0,Drop,3210040111.0,Drop,3210040111.0,Drop,path_grd_mid_small_055,0.0,1220040111.0,Drop,1220040111.0,Drop,3220020111.0,Drop,2320030111.0,Drop,27,18,0,path_grd_close_small_042,4.0,1220050111.0,Dash,1220050111.0,Dash,1220050111.0,Dash,1220050111.0,Dash,path_fly_mid_small_030,3210040111.0,Drop,3210040111.0,Drop,3210040111.0,Drop,3210040111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230554,wave_tower_missilis_007,Defense,90,7,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Missilis,ibg_tower_defense_001,,path_grd_close_small_039,2220020111,Jump,2220020111.0,Jump,2220020111.0,Jump,2220020111.0,Jump,path_fly_mid_small_036,8.0,2210020111.0,Dash,2210020111.0,Dash,2210040111.0,Dash,2210040111.0,Dash,path_grd_close_special_064,,3120010111.0,Jump,2220020111.0,Jump,2220010111.0,Normal,2220010111.0,Normal,path_fly_mid_elite1_802,4.0,2210020111.0,Dash,2210020111.0,Dash,2210040111.0,Drop,2310060211.0,Drop,path_grd_close_small_048,12.0,2220010111.0,Normal,2220010111.0,Normal,2220010111.0,Normal,2220010111.0,Normal,27,51,0,path_fly_mid_special_047,10.0,3110010111.0,Drop,3110010111.0,Drop,2210020111.0,Normal,2210040111.0,Dash,path_grd_mid_small_075,2220010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,20,10.0,path_fly_mid_elite1_802,,2210020111.0,Normal,2210020111.0,Normal,2210040111.0,Drop,2310060211.0,Dash,path_fly_mid_small_027,2210020111.0,Normal,2210040111.0,Dash,2210020111.0,Normal,3310020211.0,Normal,,,,,,,,,,,15.0
6230555,wave_tower_missilis_007,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Missilis,ibg_tower_001,2320010111.0,path_grd_mid_small_002,1220030111,Drop,1220030111.0,Drop,1220030111.0,Drop,1220030111.0,Drop,path_grd_mid_small_043,5.0,1220030111.0,Dash,1220030111.0,Dash,1220030111.0,Dash,1220030111.0,Dash,path_grd_mid_elite2_805,10.0,1220030111.0,Dash,1220030111.0,Dash,2320010211.0,Drop,2320010211.0,Drop,path_grd_mid_small_005,,2220010111.0,Dash,1220030111.0,Dash,2220010111.0,Dash,1220030111.0,Dash,path_grd_mid_elite2_805,0.0,1220030111.0,Dash,1220030111.0,Dash,2320010211.0,Drop,2320010111.0,Drop,6,42,0,path_grd_close_small_014,10.0,3320080211.0,Drop,2220010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,path_grd_mid_small_052,1220030111.0,Drop,1220030111.0,Drop,1220030111.0,Drop,1220030111.0,Drop,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230556,wave_tower_missilis_007,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Missilis,ibg_tower_001,3320030111.0,path_grd_mid_small_002,3220050111,Dash,3220050111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,path_fly_close_small_017,5.0,3210040111.0,Drop,3210040111.0,Drop,3210040111.0,Drop,3210040111.0,Drop,path_fly_mid_small_027,10.0,3210010111.0,Drop,3210010111.0,Drop,3210030111.0,Drop,3310030211.0,Drop,path_grd_close_elite3_813,,1220050111.0,Drop,1220050111.0,Drop,1220050111.0,Drop,1220050111.0,Drop,path_grd_mid_elite1_802,0.0,1220050111.0,Dash,3220050111.0,Dash,3220040111.0,Dash,3320030111.0,Drop,21,27,0,path_fly_mid_small_036,10.0,3210040111.0,Dash,3210040111.0,Dash,3210040111.0,Dash,3210040111.0,Dash,path_grd_close_small_042,3220050111.0,Dash,3220050111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230557,wave_tower_missilis_007,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Missilis,ibg_tower_001,2310020111.0,path_fly_mid_small_021,2210010111,Drop,2210010111.0,Drop,2210010111.0,Drop,2210010111.0,Drop,path_grd_mid_small_043,,2220030111.0,Dash,2220030111.0,Dash,2220030111.0,Dash,2220030111.0,Dash,path_fly_mid_elite2_808,5.0,2210010111.0,Dash,2210010111.0,Dash,3310020211.0,Drop,3310020211.0,Drop,path_fly_mid_small_036,10.0,2210010111.0,Dash,2210010111.0,Dash,2210040111.0,Dash,2210040111.0,Dash,path_fly_mid_elite2_805,0.0,2210010111.0,Dash,2210010111.0,Dash,3310020211.0,Drop,2310020111.0,Drop,0,48,0,path_fly_mid_small_005,8.0,2210040111.0,Dash,2210010111.0,Dash,2210010111.0,Dash,2210040111.0,Dash,path_grd_mid_small_040,2220030111.0,Dash,2220030111.0,Dash,2220030111.0,Dash,2220030111.0,Dash,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230558,wave_tower_missilis_007,Defense,90,8,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Missilis,ibg_tower_defense_001,,path_grd_close_elite1_801,3220050111,Normal,3220050111.0,Normal,3220050111.0,Normal,2320030211.0,Drop,path_grd_mid_small_070,9.0,2220010111.0,Normal,3220050111.0,Normal,3220050111.0,Normal,2220040111.0,Normal,path_fly_mid_small_008,,1210030111.0,Drop,1210030111.0,Drop,1210030111.0,Drop,1210030111.0,Drop,path_grd_mid_elite1_802,3.0,3220050111.0,Dash,3220050111.0,Dash,2220040111.0,Normal,2320030211.0,Dash,path_fly_mid_elite1_802,12.0,2210020111.0,Normal,2210020111.0,Normal,1210030111.0,Drop,2310040111.0,Drop,9,57,0,path_fly_mid_small_030,12.0,1210030111.0,Drop,1210030111.0,Normal,1210030111.0,Drop,1210030111.0,Drop,path_grd_mid_small_061,3220050111.0,Normal,3220050111.0,Normal,3220050111.0,Normal,3220050111.0,Normal,20,,path_grd_mid_small_075,8.0,2220010111.0,Dash,2220010111.0,Dash,2220040111.0,Dash,2220040111.0,Dash,path_fly_mid_elite1_802,1210030111.0,Normal,1210030111.0,Normal,2220040111.0,Drop,2310040211.0,Normal,,,,,,,,,,,
6230559,wave_tower_missilis_007,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Missilis,ibg_tower_001,3310040111.0,path_grd_mid_small_011,3220040111,Drop,3220040111.0,Drop,1220050111.0,Drop,1220050111.0,Drop,path_fly_mid_small_050,5.0,2210020111.0,Dash,2210020111.0,Dash,3210040111.0,Drop,3310040211.0,Drop,path_grd_mid_elite1_802,12.0,3220040111.0,Dash,3220040111.0,Dash,1220050111.0,Drop,2320030211.0,Drop,path_fly_mid_small_024,6.0,2210020111.0,Dash,2210020111.0,Dash,3210040111.0,Dash,3210040111.0,Dash,path_grd_mid_small_043,0.0,3220040111.0,Dash,3220040111.0,Dash,1220050111.0,Dash,2320030211.0,Dash,0,54,0,path_fly_mid_small_050,,2210020111.0,Dash,2210020111.0,Dash,3210040111.0,Drop,3310040111.0,Drop,path_grd_mid_elite1_802,3220040111.0,Dash,3220040111.0,Dash,1220050111.0,Drop,3320070211.0,Drop,,,path_fly_mid_small_030,,2210020111.0,Dash,2210020111.0,Dash,3210040111.0,Dash,3210040111.0,Dash,,,,,,,,,,,,,,,,,,,,
6230560,wave_tower_missilis_007,Campaign,180,6,False,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003_midclear,Tower,Missilis,ibg_tower_001,1421010111.0,path_grd_mid_centurion_902,1421010111,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230561,wave_tower_missilis_007,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Missilis,ibg_tower_001,1310030141.0,path_fly_mid_small_018,2210020141,Dash,2210020141.0,Dash,2210020141.0,Drop,2210020141.0,Drop,path_fly_mid_special_047,6.0,3210010141.0,Dash,2110010141.0,Dash,2110010141.0,Dash,1310020241.0,Dash,path_grd_close_small_004,6.0,3220040141.0,Drop,3220040141.0,Drop,3220040141.0,Drop,3220040141.0,Drop,path_fly_mid_elite1_802,0.0,2210020141.0,Drop,2210020141.0,Drop,2210020141.0,Drop,1310030141.0,Drop,path_fly_mid_small_024,7.0,3210010141.0,Jump,3210010141.0,Jump,3210010141.0,Jump,1210040141.0,Jump,6,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230562,wave_tower_missilis_007,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Missilis,ibg_tower_001,3320020141.0,path_grd_close_small_051,2220020141,Dash,2220020141.0,Dash,2220020141.0,Dash,2220020141.0,Dash,path_grd_mid_elite1_802,7.0,3120010141.0,Jump,3120010141.0,Jump,3220070141.0,Drop,3320020241.0,Drop,path_grd_mid_small_043,4.0,3220010141.0,Dash,3220070141.0,Drop,3220010141.0,Dash,3220070141.0,Drop,path_grd_close_small_069,,3220050141.0,Jump,3220050141.0,Jump,3220050141.0,Jump,2220040141.0,Jump,path_grd_mid_elite1_802,0.0,1220040141.0,Dash,1220040141.0,Dash,3220070141.0,Drop,3320020141.0,Drop,18,24,0,path_grd_close_small_069,5.0,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,2220040141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230563,wave_tower_missilis_007,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Missilis,ibg_tower_001,1320060141.0,path_grd_far_small_059,3220040141,Dash,3220040141.0,Dash,3220040141.0,Dash,2220040141.0,Dash,path_grd_mid_elite1_802,7.0,3220040141.0,Drop,3220040141.0,Drop,1220050141.0,Dash,1320060241.0,Dash,path_fly_mid_small_005,,3210020141.0,Dash,3210020141.0,Dash,3210020141.0,Dash,3210030141.0,Dash,path_grd_mid_elite1_802,0.0,3220040141.0,Dash,3220040141.0,Dash,2220040141.0,Drop,2320030241.0,Drop,path_grd_far_small_074,10.0,3220040141.0,Dash,2220040141.0,Dash,3220040141.0,Dash,1320060141.0,Dash,0,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230564,wave_tower_missilis_007,Defense,90,7,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Missilis,ibg_tower_defense_001,,path_grd_close_small_039,2220020141,Jump,2220020141.0,Jump,2220020141.0,Jump,2220020141.0,Jump,path_fly_mid_small_036,8.0,2210020141.0,Dash,2210020141.0,Dash,2210040141.0,Dash,2210040141.0,Dash,path_grd_close_special_064,,3120010141.0,Jump,2220020141.0,Jump,2220010141.0,Normal,2220010141.0,Normal,path_fly_mid_elite1_802,4.0,2210020141.0,Dash,2210020141.0,Dash,2210040141.0,Drop,2310060241.0,Drop,path_grd_close_small_048,12.0,2220010141.0,Normal,2220010141.0,Normal,2220010141.0,Normal,2220010141.0,Normal,27,51,0,path_fly_mid_special_047,10.0,3110010141.0,Drop,3110010141.0,Drop,2210020141.0,Normal,2210040141.0,Dash,path_grd_mid_small_075,2220010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,20,10.0,path_fly_mid_elite1_802,,2210020141.0,Normal,2210020141.0,Normal,2210040141.0,Drop,2310060241.0,Dash,path_fly_mid_small_027,2210020141.0,Normal,2210040141.0,Dash,2210020141.0,Normal,3310020241.0,Normal,,,,,,,,,,,15.0
6230565,wave_tower_missilis_007,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Missilis,ibg_tower_001,3310050141.0,path_fly_mid_small_018,1210020141,Dash,1210020141.0,Dash,1210020141.0,Dash,1210020141.0,Dash,path_fly_mid_small_050,,1210020141.0,Dash,1210020141.0,Dash,1210020141.0,Dash,3210030141.0,Dash,path_fly_mid_elite2_808,10.0,1210020141.0,Dash,1210020141.0,Dash,3310050241.0,Jump,3310050241.0,Drop,path_fly_mid_small_036,,1210020141.0,Drop,1210020141.0,Drop,1210020141.0,Drop,1210020141.0,Drop,path_fly_mid_elite1_802,0.0,1210020141.0,Dash,1210020141.0,Dash,3210030141.0,Drop,2310060241.0,Drop,0,57,0,path_fly_mid_elite2_808,10.0,1210020141.0,Dash,1210020141.0,Dash,3310050241.0,Drop,3310050141.0,Drop,path_fly_mid_small_050,1210020141.0,Dash,1210020141.0,Dash,1210020141.0,Dash,3210030141.0,Dash,,,path_fly_mid_small_036,8.0,1210020141.0,Dash,1210020141.0,Dash,1210020141.0,Dash,1210020141.0,Dash,,,,,,,,,,,,,,,,,,,,
6230566,wave_tower_missilis_007,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Missilis,ibg_tower_001,3320010141.0,path_grd_mid_special_025,1120010141,Jump,1120010141.0,Jump,3220050141.0,Drop,2320050241.0,Drop,path_fly_close_small_029,7.0,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,3210030141.0,Dash,path_grd_mid_small_058,7.0,3220040141.0,Dash,3220040141.0,Dash,3220040141.0,Dash,3220040141.0,Dash,path_grd_mid_elite1_802,0.0,3220050141.0,Dash,3220050141.0,Dash,2220040141.0,Drop,2320050241.0,Drop,path_grd_close_small_045,6.0,3220040141.0,Jump,3220040141.0,Jump,3220040141.0,Jump,3320010141.0,Dash,12,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
