stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type
6503612,wave_eventdungeon_014,Campaign,180,6,False,False,point_grd_arkcityday_004_midclear,point_fly_arkcityday_004,sbg_arkcityday_004_midclear,ArkCityDay,Day,ibg_arkcityday_001,2420050121,path_grd_mid_centurion_902,2420050121,Normal,,,,,,,path_fly_close_small_001,,1210020121.0,Drop,1210020121.0,Drop,1210020121.0,Drop,1210020121.0,Drop,path_grd_mid_elite1_802,4.0,2120010121.0,Dash,2120010121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,path_fly_mid_elite1_802,4.0,1210020121.0,Drop,1210010121.0,Drop,1210020121.0,Drop,1310030221.0,Drop,path_grd_mid_small_075,3120010121.0,Dash,3120010121.0,Jump,2220010121.0,Jump,2220040121.0,Dash,7,36,0,,path_grd_mid_small_055,,2220020121.0,Dash,2220030121.0,Dash,2220030121.0,Dash,2220020121.0,Drop,path_grd_mid_small_011,2120010121.0,Drop,2120010121.0,Drop,2120010121.0,Drop,2320050221.0,Drop,4.0,,,,,,,,,,
6503613,wave_eventdungeon_014,Campaign,90,5,True,False,point_grd_arkcityday_001,point_fly_arkcityday_001,sbg_arkcityday_001,ArkCityDay,Day,ibg_arkcityday_001,2320060121,path_grd_mid_small_049,3220050121,Drop,3220050121.0,Drop,3220050121.0,Drop,3220050121.0,Drop,path_fly_mid_special_016,7.0,2210020121.0,Jump,2110010121.0,Jump,2110010121.0,Jump,1310010221.0,Jump,path_grd_close_small_051,6.0,1220040121.0,Dash,1220040121.0,Dash,1220040121.0,Dash,1220040121.0,Dash,path_fly_mid_small_050,0.0,1210020121.0,Jump,1210040121.0,Jump,1210020121.0,Dash,1210040121.0,Drop,path_grd_close_elite1_801,3220030121.0,Jump,3220030121.0,Jump,3220030121.0,Dash,2320060121.0,Drop,21,23,4,7.0,path_grd_close_small_001,,3220040121.0,Jump,3220040121.0,Jump,3220040121.0,Jump,3220040121.0,Jump,,,,,,,,,,,,,,,,,,,,
6503614,wave_eventdungeon_014,Campaign,90,5,True,False,point_grd_arkcityday_002,point_fly_arkcityday_002,sbg_arkcityday_002,ArkCityDay,Day,ibg_arkcityday_001,2320060121,path_grd_mid_small_070,3220050121,Dash,3220050121.0,Dash,3220050121.0,Dash,2220050121.0,Dash,path_fly_mid_small_039,,1210020121.0,Dash,1210020121.0,Dash,1210040121.0,Dash,1310010221.0,Dash,path_grd_mid_small_034,7.0,3220060121.0,Drop,3220080121.0,Drop,3220060121.0,Drop,2220050121.0,Dash,path_grd_mid_small_068,0.0,3220060121.0,Dash,3220060121.0,Dash,2220050121.0,Drop,2320060121.0,Drop,path_grd_mid_small_043,3220050121.0,Dash,3220060121.0,Dash,2220050121.0,Dash,3220080121.0,Normal,0,30,0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503615,wave_eventdungeon_014,Campaign,90,5,True,False,point_grd_arkcityday_003,point_fly_arkcityday_003,sbg_arkcityday_003,ArkCityDay,Day,ibg_arkcityday_001,2320010121,path_grd_mid_small_002,3220040121,Dash,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,path_fly_mid_small_050,,3210010121.0,Dash,3210010121.0,Dash,3210010121.0,Dash,3210030121.0,Dash,path_grd_mid_elite1_802,8.0,3220040121.0,Drop,3220040121.0,Drop,3220060121.0,Drop,2320010221.0,Drop,path_grd_mid_elite2_808,0.0,3220040121.0,Dash,3220060121.0,Dash,1320030221.0,Drop,2320010121.0,Drop,path_fly_mid_small_050,3210010121.0,Dash,3210010121.0,Dash,3210010121.0,Dash,3210030121.0,Dash,0,42,0,10.0,path_grd_mid_small_043,7.0,3220040121.0,Drop,3220060121.0,Drop,3220040121.0,Drop,3220060121.0,Drop,,,,,,,,,,,,,,,,,,,,
6503616,wave_eventdungeon_014,Campaign,90,5,True,False,point_grd_arkcityday_004,point_fly_arkcityday_004,sbg_arkcityday_004,ArkCityDay,Day,ibg_arkcityday_001,1310030121,path_grd_mid_small_052,2220030121,Drop,2220030121.0,Drop,2220030121.0,Drop,2220030121.0,Drop,path_fly_mid_elite1_802,,3210020121.0,Dash,3210020121.0,Dash,1210040121.0,Drop,1310030221.0,Drop,path_fly_mid_small_050,8.0,3210020121.0,Dash,3210020121.0,Dash,3210020121.0,Dash,1210040121.0,Dash,path_fly_mid_elite2_805,0.0,3210020121.0,Drop,3210020121.0,Drop,1310010221.0,Drop,1310030121.0,Drop,path_grd_mid_small_052,2220030121.0,Drop,2220030121.0,Drop,2220030121.0,Drop,2220030121.0,Drop,0,42,0,8.0,path_fly_mid_small_050,7.0,3210020121.0,Dash,3210020121.0,Dash,3210020121.0,Dash,1210040121.0,Dash,,,,,,,,,,,,,,,,,,,,
6503617,wave_eventdungeon_014,Campaign,90,7,True,False,point_grd_arkcityday_005,point_fly_arkcityday_005,sbg_arkcityday_005,ArkCityDay,Day,ibg_arkcityday_001,1320030121,path_grd_mid_small_011,1220020121,Drop,1220020121.0,Drop,1220020121.0,Drop,1220020121.0,Drop,path_fly_mid_small_050,,3210020121.0,Drop,3210020121.0,Drop,3210020121.0,Drop,3210030121.0,Dash,path_grd_mid_elite2_805,10.0,1220020121.0,Dash,1220020121.0,Dash,2320050221.0,Drop,2320050221.0,Drop,path_grd_mid_small_043,,1220020121.0,Dash,1220020121.0,Dash,1220020121.0,Dash,1220020121.0,Dash,path_grd_mid_elite2_805,1220020121.0,Dash,1220020121.0,Dash,2320050221.0,Drop,2320050221.0,Drop,0,48,0,0.0,path_grd_mid_small_070,10.0,1220020121.0,Drop,1220020121.0,Drop,1220020121.0,Drop,1320030121.0,Dash,path_fly_mid_small_036,3210020121.0,Drop,3210020121.0,Drop,3210030121.0,Drop,3210030121.0,Drop,,,,,,,,,,,
6503618,wave_eventdungeon_014,Campaign,90,5,True,False,point_grd_arkcityday_003,point_fly_arkcityday_003,sbg_arkcityday_003,ArkCityDay,Day,ibg_arkcityday_001,2320020121,path_grd_mid_small_002,2220020121,Drop,2220020121.0,Drop,2220010121.0,Dash,2220010121.0,Dash,path_grd_mid_elite1_802,7.0,3220050121.0,Dash,3220050121.0,Dash,2220050121.0,Drop,2320020221.0,Drop,path_grd_far_small_071,8.0,3220060121.0,Dash,3220060121.0,Dash,3220060121.0,Dash,2220050121.0,Drop,path_fly_mid_small_030,,3210020121.0,Jump,3210020121.0,Jump,1210010121.0,Jump,1210010121.0,Jump,path_grd_mid_elite1_802,2220020121.0,Dash,2220020121.0,Dash,2220040121.0,Drop,2320020121.0,Drop,0,30,12,0.0,path_grd_far_small_047,6.0,3220060121.0,Jump,3220060121.0,Jump,3220060121.0,Jump,3220060121.0,Jump,,,,,,,,,,,,,,,,,,,,
6503619,wave_eventdungeon_014,Campaign,90,5,True,False,point_grd_arkcityday_001,point_fly_arkcityday_001,sbg_arkcityday_001,ArkCityDay,Day,ibg_arkcityday_001,2310060121,path_grd_mid_small_005,1220040121,Dash,1220040121.0,Dash,1220040121.0,Dash,1220040121.0,Dash,path_fly_mid_special_016,7.0,1110010121.0,Drop,1110010121.0,Drop,2210010121.0,Drop,2310060221.0,Drop,path_fly_far_small_031,,1210010121.0,Drop,1210010121.0,Drop,1210010121.0,Drop,1210040121.0,Drop,path_fly_mid_elite2_805,0.0,1210010121.0,Jump,1210010121.0,Jump,1210010121.0,Drop,2310060121.0,Drop,path_grd_far_small_044,3220060121.0,Dash,2220040121.0,Dash,3220060121.0,Dash,2220040121.0,Dash,0,27,30,,path_fly_far_special_048,8.0,3110010121.0,Jump,3110010121.0,Jump,3110010121.0,Jump,1210010121.0,Jump,,,,,,,,,,,,,,,,,,,,
6503620,wave_eventdungeon_014,Campaign,90,5,True,False,point_grd_arkcityday_004,point_fly_arkcityday_004,sbg_arkcityday_004,ArkCityDay,Day,ibg_arkcityday_001,1310010121,path_grd_mid_small_055,3220030121,Drop,3220030121.0,Drop,3220030121.0,Drop,3220030121.0,Drop,path_fly_mid_elite1_802,,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,1310010221.0,Dash,path_grd_mid_small_043,8.0,3220030121.0,Drop,3220030121.0,Drop,3220030121.0,Drop,3220080121.0,Drop,path_fly_mid_elite1_802,0.0,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,1310010121.0,Dash,path_grd_mid_small_034,3220080121.0,Drop,3220030121.0,Drop,3220030121.0,Drop,3220030121.0,Drop,0,42,0,10.0,path_grd_mid_small_046,8.0,3220030121.0,Drop,3220030121.0,Drop,3220030121.0,Drop,3220080121.0,Drop,,,,,,,,,,,,,,,,,,,,
6503621,wave_eventdungeon_014,Campaign,90,5,True,False,point_grd_arkcityday_002,point_fly_arkcityday_002,sbg_arkcityday_002,ArkCityDay,Day,ibg_arkcityday_001,1310030121,path_grd_mid_small_052,2220030121,Drop,2220030121.0,Drop,2220030121.0,Drop,2220030121.0,Drop,path_fly_mid_elite1_802,,3210020121.0,Dash,3210020121.0,Dash,1210040121.0,Drop,1310030221.0,Drop,path_fly_mid_small_050,8.0,3210020121.0,Dash,3210020121.0,Dash,3210020121.0,Dash,1210040121.0,Dash,path_fly_mid_elite2_805,0.0,3210020121.0,Drop,3210020121.0,Drop,1310010221.0,Drop,1310030121.0,Drop,path_grd_mid_small_052,2220030121.0,Drop,2220030121.0,Drop,2220030121.0,Drop,2220030121.0,Drop,0,42,0,8.0,path_fly_mid_small_050,7.0,3210020121.0,Dash,3210020121.0,Dash,3210020121.0,Dash,1210040121.0,Dash,,,,,,,,,,,,,,,,,,,,
6503622,wave_eventdungeon_014,Campaign,90,7,True,False,point_grd_arkcityday_005,point_fly_arkcityday_005,sbg_arkcityday_005,ArkCityDay,Day,ibg_arkcityday_001,1320030121,path_fly_close_small_001,1210030121,Dash,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,path_grd_mid_elite2_805,,2220020121.0,Dash,2220010121.0,Dash,1320060221.0,Drop,1320030221.0,Drop,path_fly_far_elite2_809,,1210010121.0,Drop,1210030121.0,Drop,1210010121.0,Drop,1210010121.0,Drop,path_fly_mid_small_005,8.0,1210030121.0,Drop,1210030121.0,Drop,1210030121.0,Drop,1210030121.0,Drop,path_grd_mid_elite2_808,2220020121.0,Dash,2220010121.0,Dash,1320060221.0,Drop,1320030121.0,Drop,12,45,9,0.0,path_fly_mid_small_050,10.0,1210030121.0,Drop,1210030121.0,Drop,1210030121.0,Drop,3210030121.0,Dash,path_grd_mid_special_065,3220060121.0,Dash,2220020121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,,path_fly_close_small_001,5.0,1210030121.0,Drop,1210030121.0,Drop,1210030121.0,Drop,1210030121.0,Drop
6503623,wave_eventdungeon_014,Campaign,90,5,True,False,point_grd_arkcityday_001,point_fly_arkcityday_001,sbg_arkcityday_001,ArkCityDay,Day,ibg_arkcityday_001,3320060121,path_grd_mid_small_002,2220030121,Jump,3220060121.0,Jump,2220030121.0,Jump,3220060121.0,Jump,path_grd_mid_elite2_805,,2220030121.0,Drop,3220060121.0,Drop,3320060221.0,Drop,3320060221.0,Drop,path_grd_mid_small_012,8.0,2220030121.0,Drop,2220030121.0,Drop,3220060121.0,Drop,3220060121.0,Drop,path_grd_mid_elite2_805,0.0,2220030121.0,Drop,3220060121.0,Drop,3320060221.0,Drop,3320060121.0,Drop,path_grd_mid_special_025,2220030121.0,Drop,3120010121.0,Drop,3220060121.0,Drop,3220060121.0,Drop,0,23,22,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503624,wave_eventdungeon_014,Campaign,180,7,False,False,point_grd_arkcityday_004_midclear,point_fly_arkcityday_004,sbg_arkcityday_004_midclear,ArkCityDay,Day,ibg_arkcityday_001,2420060121,path_grd_mid_centurion_902,2420060121,Normal,,,,,,,path_grd_close_small_036,,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,path_grd_mid_small_076,8.0,3220050121.0,Dash,3220050121.0,Dash,3120010121.0,Dash,3120010121.0,Dash,path_grd_mid_elite1_802,4.0,2120010121.0,Dash,2120010121.0,Dash,2120010121.0,Dash,3320070221.0,Dash,path_grd_mid_elite1_802,1120010121.0,Normal,1120010121.0,Normal,1120010121.0,Normal,2220040121.0,Normal,7,33,6,,path_grd_far_small_006,,3120010121.0,Drop,2220010121.0,Drop,3120010121.0,Drop,3220050121.0,Drop,path_fly_mid_elite2_805,3110010121.0,Dash,3110010121.0,Dash,3110010121.0,Dash,2310020221.0,Dash,4.0,,,,,,,,,,
6503625,wave_eventdungeon_014,Campaign,180,6,False,False,point_grd_landeater_01,point_fly_landeater_01,sbg_iceland_b_001,IceLand,Day,ibg_iceland_001,2520010126,b_g_landeater_01,2520010126,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503626,wave_eventdungeon_014,Campaign,180,6,False,False,point_grd_landeater_01,point_fly_landeater_01,sbg_iceland_b_001,IceLand,Day,ibg_iceland_001,2520010126,b_g_landeater_01,2520010126,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503627,wave_eventdungeon_014,Campaign,180,6,False,False,point_grd_landeater_01,point_fly_landeater_01,sbg_iceland_b_001,IceLand,Day,ibg_iceland_001,2520010126,b_g_landeater_01,2520010126,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503628,wave_eventdungeon_014,Campaign,180,6,False,False,point_grd_landeater_01,point_fly_landeater_01,sbg_iceland_b_001,IceLand,Day,ibg_iceland_001,2520010126,b_g_landeater_01,2520010126,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503629,wave_eventdungeon_014,Campaign,180,6,False,False,point_grd_landeater_01,point_fly_landeater_01,sbg_iceland_b_001,IceLand,Day,ibg_iceland_001,2520010126,b_g_landeater_01,2520010126,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503701,wave_eventdungeon_014,Campaign,90,5,True,False,point_grd_ocean_001,point_fly_ocean_001,sbg_ocean_001,Ocean,Day,ibg_ocean_001,3320010151,path_grd_close_small_001,2220020151,Drop,2220020151.0,Drop,2220020151.0,Dash,2220020151.0,Dash,path_grd_close_special_024,4.0,1220040151.0,Drop,1120010151.0,Drop,1120010151.0,Drop,1320040251.0,Drop,path_fly_mid_small_050,6.0,2210020151.0,Dash,2210020151.0,Dash,2210020151.0,Dash,3210030151.0,Dash,path_grd_close_elite1_801,0.0,3220040151.0,Dash,3220040151.0,Dash,3220040151.0,Drop,3320010151.0,Drop,path_grd_mid_small_043,3220050151.0,Dash,3220050151.0,Dash,3220050151.0,Dash,3220050151.0,Dash,33,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503702,wave_eventdungeon_014,Campaign,90,5,True,False,point_grd_ocean_002,point_fly_ocean_002,sbg_ocean_002,Ocean,Day,ibg_ocean_001,2320060151,path_grd_mid_small_049,3220050151,Drop,3220050151.0,Drop,3220050151.0,Drop,3220050151.0,Drop,path_fly_mid_special_016,7.0,2210020151.0,Jump,2110010151.0,Jump,2110010151.0,Jump,1310010251.0,Jump,path_grd_close_small_051,6.0,1220040151.0,Dash,1220040151.0,Dash,1220040151.0,Dash,1220040151.0,Dash,path_fly_mid_small_050,0.0,1210020151.0,Jump,1210040151.0,Jump,1210020151.0,Dash,1210040151.0,Drop,path_grd_close_elite1_801,3220030151.0,Jump,3220030151.0,Jump,3220030151.0,Dash,2320060151.0,Drop,21,26,1,7.0,path_grd_close_small_001,,3220040151.0,Jump,3220040151.0,Jump,3220040151.0,Jump,3220040151.0,Jump,,,,,,,,,,,,,,,,,,,,
6503703,wave_eventdungeon_014,Campaign,90,5,True,False,point_grd_ocean_003,point_fly_ocean_003,sbg_ocean_003,Ocean,Day,ibg_ocean_001,1310020151,path_fly_mid_small_018,3210010151,Drop,3210010151.0,Drop,3210010151.0,Dash,3210010151.0,Dash,path_fly_close_special_046,6.0,2210010151.0,Drop,1110010151.0,Drop,1110010151.0,Drop,1310030251.0,Drop,path_grd_close_small_013,6.0,1220020151.0,Dash,1220020151.0,Dash,1220020151.0,Dash,1220020151.0,Dash,path_fly_close_elite1_801,0.0,3210010151.0,Dash,3210010151.0,Dash,2210010151.0,Drop,1310020151.0,Drop,path_fly_mid_small_050,2210010151.0,Dash,2210010151.0,Dash,2210010151.0,Dash,3210030151.0,Dash,21,19,2,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503704,wave_eventdungeon_014,Campaign,90,5,True,False,point_grd_ocean_001,point_fly_ocean_001,sbg_ocean_001,Ocean,Day,ibg_ocean_001,3310050151,path_grd_close_small_001,3220030151,Jump,3220030151.0,Jump,3220030151.0,Dash,2220040151.0,Dash,path_fly_mid_elite1_802,7.0,3210010151.0,Dash,3210010151.0,Dash,3210010151.0,Dash,3310050251.0,Dash,path_grd_close_small_051,,2220010151.0,Dash,2220010151.0,Dash,2220040151.0,Dash,2220010151.0,Dash,path_fly_mid_elite1_802,0.0,1210010151.0,Dash,1210010151.0,Dash,3210030151.0,Drop,3310050151.0,Drop,path_grd_close_small_042,3220050151.0,Dash,3220050151.0,Dash,3220050151.0,Dash,2220040151.0,Dash,22,29,0,,path_grd_mid_special_025,,3120010151.0,Jump,3120010151.0,Jump,3120010151.0,Drop,3120010151.0,Drop,,,,,,,,,,,,,,,,,,,,
6503705,wave_eventdungeon_014,Campaign,90,5,True,False,point_grd_ocean_002,point_fly_ocean_002,sbg_ocean_002,Ocean,Day,ibg_ocean_001,1310030151,path_grd_mid_small_052,2220030151,Drop,2220030151.0,Drop,2220030151.0,Drop,2220030151.0,Drop,path_fly_mid_elite1_802,,3210020151.0,Dash,3210020151.0,Dash,1210040151.0,Drop,1310030251.0,Drop,path_fly_mid_small_050,8.0,3210020151.0,Dash,3210020151.0,Dash,3210020151.0,Dash,1210040151.0,Dash,path_fly_mid_elite2_805,0.0,3210020151.0,Drop,3210020151.0,Drop,1310010251.0,Drop,1310030151.0,Drop,path_grd_mid_small_052,2220030151.0,Drop,2220030151.0,Drop,2220030151.0,Drop,2220030151.0,Drop,0,40,2,8.0,path_fly_mid_small_050,7.0,3210020151.0,Dash,3210020151.0,Dash,3210020151.0,Dash,1210040151.0,Dash,,,,,,,,,,,,,,,,,,,,
6503706,wave_eventdungeon_014,Campaign,90,5,True,False,point_grd_ocean_003,point_fly_ocean_003,sbg_ocean_003,Ocean,Day,ibg_ocean_001,1320010151,path_grd_mid_small_055,1220060151,Drop,1220060151.0,Drop,1220060151.0,Drop,2220040151.0,Drop,path_grd_far_elite1_803,7.0,1220030151.0,Dash,1220030151.0,Dash,3220070151.0,Drop,3320020251.0,Drop,path_grd_mid_small_011,,3220010151.0,Dash,3220010151.0,Dash,3220070151.0,Dash,2220040151.0,Dash,path_grd_close_elite1_801,0.0,1220060151.0,Dash,1220060151.0,Dash,2220040151.0,Drop,1320010151.0,Drop,path_grd_far_small_074,3220070151.0,Dash,3220070151.0,Dash,3220070151.0,Dash,2220040151.0,Dash,9,12,15,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503707,wave_eventdungeon_014,Campaign,90,5,True,False,point_grd_ocean_001,point_fly_ocean_001,sbg_ocean_001,Ocean,Day,ibg_ocean_001,2320020151,path_grd_mid_small_049,3220050151,Drop,3220050151.0,Drop,3220050151.0,Drop,2220040151.0,Drop,path_grd_mid_special_065,7.0,1120010151.0,Dash,1120010151.0,Dash,2220030151.0,Dash,2320020251.0,Dash,path_grd_far_small_044,,2220030151.0,Dash,2220030151.0,Dash,2220030151.0,Dash,2220040151.0,Dash,path_fly_far_special_045,0.0,1110010151.0,Drop,1110010151.0,Drop,1110010151.0,Drop,1210040151.0,Drop,path_grd_mid_special_065,1120010151.0,Drop,1120010151.0,Drop,2220030151.0,Drop,2320020151.0,Drop,10,31,22,10.0,path_grd_far_small_006,8.0,2220030151.0,Jump,2220030151.0,Jump,2220030151.0,Jump,2220040151.0,Jump,,,,,,,,,,,,,,,,,,,,
6503708,wave_eventdungeon_014,Campaign,90,5,True,False,point_grd_ocean_002,point_fly_ocean_002,sbg_ocean_002,Ocean,Day,ibg_ocean_001,3320060151,path_grd_mid_small_002,2220030151,Jump,3220060151.0,Jump,2220030151.0,Jump,3220060151.0,Jump,path_grd_mid_elite2_805,,2220030151.0,Drop,3220060151.0,Drop,3320060251.0,Drop,3320060251.0,Drop,path_grd_mid_small_012,8.0,2220030151.0,Drop,2220030151.0,Drop,3220060151.0,Drop,3220060151.0,Drop,path_grd_mid_elite2_805,0.0,2220030151.0,Drop,3220060151.0,Drop,3320060251.0,Drop,3320060151.0,Drop,path_grd_mid_special_025,2220030151.0,Drop,3120010151.0,Drop,3220060151.0,Drop,3220060151.0,Drop,0,45,0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503709,wave_eventdungeon_014,Campaign,90,5,True,False,point_grd_ocean_003,point_fly_ocean_003,sbg_ocean_003,Ocean,Day,ibg_ocean_001,2320050151,path_grd_mid_small_002,3220050151,Drop,3220050151.0,Drop,3220050151.0,Dash,2220040151.0,Dash,path_grd_mid_special_065,6.0,3120010151.0,Drop,3120010151.0,Drop,3220050151.0,Drop,2320050251.0,Drop,path_grd_far_small_009,8.0,3220070151.0,Jump,3220070151.0,Jump,1220030151.0,Jump,2220040151.0,Jump,path_grd_mid_elite1_802,0.0,3220040151.0,Jump,3220040151.0,Jump,2220040151.0,Drop,2320050151.0,Drop,path_grd_far_small_050,3220070151.0,Drop,1220030151.0,Drop,3220070151.0,Drop,1220030151.0,Drop,0,30,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503710,wave_eventdungeon_014,Campaign,90,5,True,False,point_grd_ocean_001,point_fly_ocean_001,sbg_ocean_001,Ocean,Day,ibg_ocean_001,1310010151,path_grd_mid_small_055,3220030151,Drop,3220030151.0,Drop,3220030151.0,Drop,3220030151.0,Drop,path_fly_mid_elite1_802,,1210030151.0,Dash,1210030151.0,Dash,1210030151.0,Dash,1310010251.0,Dash,path_grd_mid_small_043,8.0,3220030151.0,Drop,3220030151.0,Drop,3220030151.0,Drop,3220080151.0,Drop,path_fly_mid_elite1_802,0.0,1210030151.0,Dash,1210030151.0,Dash,1210030151.0,Dash,1310010151.0,Dash,path_grd_mid_small_034,3220080151.0,Drop,3220030151.0,Drop,3220030151.0,Drop,3220030151.0,Drop,9,33,0,10.0,path_grd_mid_small_046,8.0,3220030151.0,Drop,3220030151.0,Drop,3220030151.0,Drop,3220080151.0,Drop,,,,,,,,,,,,,,,,,,,,
6503711,wave_eventdungeon_014,Campaign,90,5,True,False,point_grd_ocean_002,point_fly_ocean_002,sbg_ocean_002,Ocean,Day,ibg_ocean_001,2310040151,path_fly_mid_small_018,3210020151,Jump,3210020151.0,Jump,3210020151.0,Jump,3210020151.0,Jump,path_grd_mid_elite1_802,,3220050151.0,Drop,3220050151.0,Drop,2220050151.0,Drop,2320030251.0,Drop,path_grd_mid_small_070,,2220010151.0,Drop,2220010151.0,Drop,3220020151.0,Drop,2220010151.0,Drop,path_fly_mid_small_033,7.0,3210020151.0,Drop,3210020151.0,Drop,3210020151.0,Drop,3210040151.0,Drop,path_fly_mid_elite1_802,2210010151.0,Dash,2210010151.0,Dash,1210040151.0,Drop,2310040151.0,Drop,0,44,1,0.0,path_grd_mid_elite1_802,8.0,2120010151.0,Drop,2220010151.0,Drop,3220020151.0,Drop,2220050151.0,Drop,,,,,,,,,,,,,,,,,,,,
