stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,close_monster_count,mid_monster_count,far_monster_count,ui_theme,target_list/0,wave_data/0/wave_path,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type
6501820,wave_eventdungeon_008,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,0,30,6,CE002,3320070931,path_grd_far_small_059,path_grd_mid_elite1_802,7.0,path_grd_mid_small_043,8.0,path_grd_mid_elite1_802,0.0,path_fly_mid_small_030,10.0,,,,,,,3220060931,Dash,3220060931.0,Dash,3220060931.0,Dash,3220060931.0,Dash,3220060931.0,Drop,3220060931.0,Drop,2220030931.0,Drop,3320071031.0,Drop,3220060931.0,Dash,2220030931.0,Dash,3220060931.0,Dash,2220030931.0,Dash,3220060931.0,Dash,3220060931.0,Dash,2220030931.0,Drop,3320070931.0,Drop,1210010931.0,Dash,1210010931.0,Dash,1210010931.0,Dash,1210010931.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6501821,wave_eventdungeon_008,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,0,30,6,CE002,3310040931,path_fly_mid_small_018,path_fly_far_small_034,,path_fly_mid_elite1_802,7.0,path_fly_mid_elite1_802,0.0,path_grd_mid_small_005,8.0,,,,,,,1210010931,Drop,1210010931.0,Drop,1210010931.0,Drop,1210010931.0,Drop,1210010931.0,Dash,1210010931.0,Dash,3210010931.0,Dash,3210010931.0,Dash,1210010931.0,Dash,1210010931.0,Dash,3210010931.0,Dash,3310041031.0,Dash,1210010931.0,Drop,1210010931.0,Drop,3210010931.0,Drop,3310040931.0,Drop,3220030931.0,Dash,3220030931.0,Dash,3220030931.0,Dash,3220030931.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6501822,wave_eventdungeon_008,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,6,27,15,CE002,1310010931,path_fly_mid_small_018,path_grd_far_small_044,,path_fly_mid_small_036,5.0,path_grd_mid_elite2_805,,path_fly_far_elite2_809,0.0,path_grd_mid_small_043,8.0,path_fly_close_small_029,10.0,,,1210010931,Drop,1210010931.0,Drop,1210010931.0,Drop,1210010931.0,Drop,3220030931.0,Drop,3220030931.0,Drop,3220060931.0,Drop,3220060931.0,Drop,1210010931.0,Drop,1210010931.0,Drop,3210020931.0,Drop,3210020931.0,Drop,3220060931.0,Drop,3220030931.0,Drop,3320031031.0,Drop,3320031031.0,Drop,1210010931.0,Drop,3210020931.0,Drop,1310011031.0,Drop,1310010931.0,Drop,3220030931.0,Dash,3220030931.0,Dash,3220060931.0,Dash,3220060931.0,Dash,1210010931.0,Drop,1210010931.0,Drop,3210020931.0,Drop,3210020931.0,Drop,,,,,,,,
6501823,wave_eventdungeon_008,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,0,27,9,CE002,3320030931,path_grd_mid_small_037,path_grd_mid_small_040,,path_grd_mid_elite1_802,,path_grd_far_elite1_803,0.0,path_fly_mid_small_021,8.0,,,,,,,2220030931,Dash,2220030931.0,Dash,2220030931.0,Dash,2220030931.0,Dash,3220060931.0,Dash,3220060931.0,Dash,3220060931.0,Dash,3220060931.0,Dash,2220030931.0,Dash,2220030931.0,Dash,3220060931.0,Dash,3320031031.0,Dash,3220060931.0,Dash,3220060931.0,Dash,2220030931.0,Dash,3320030931.0,Dash,1210010931.0,Drop,1210010931.0,Drop,1210010931.0,Drop,1210010931.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
6501824,wave_eventdungeon_008,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,0,27,9,CE002,3310040931,path_fly_mid_small_008,path_fly_mid_small_005,,path_fly_far_elite1_803,7.0,path_fly_mid_elite2_805,0.0,path_grd_mid_small_043,8.0,,,,,,,3210010931,Dash,3210010931.0,Dash,3210010931.0,Dash,3210010931.0,Dash,1210010931.0,Dash,1210010931.0,Dash,1210010931.0,Dash,1210010931.0,Dash,1210010931.0,Dash,1210010931.0,Dash,3210010931.0,Dash,3310041031.0,Dash,3210010931.0,Dash,1210010931.0,Dash,3310041031.0,Dash,3310040931.0,Dash,3220030931.0,Drop,3220030931.0,Drop,3220030931.0,Drop,3220030931.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
6501825,wave_eventdungeon_008,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,0,27,6,CE002,1310010931,path_fly_mid_small_018,path_grd_mid_small_008,3.0,path_fly_far_small_028,10.0,path_fly_mid_elite2_808,0.0,path_fly_mid_small_030,9.0,,,,,,,3210010931,Dash,3210010931.0,Dash,3210010931.0,Dash,3210010931.0,Dash,2220030931.0,Jump,2220030931.0,Jump,2220030931.0,Jump,2220030931.0,Jump,3210010931.0,Drop,3210010931.0,Drop,3210010931.0,Drop,1310011031.0,Drop,1210010931.0,Drop,1210010931.0,Drop,1310011031.0,Drop,1310010931.0,Drop,3220060931.0,Dash,3220060931.0,Dash,3220060931.0,Dash,3220060931.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6501826,wave_eventdungeon_008,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,6,30,12,CE002,3320060931,path_grd_mid_small_002,path_fly_mid_small_039,8.0,path_grd_far_small_050,4.0,path_fly_mid_elite2_805,8.0,path_fly_mid_elite2_805,0.0,path_grd_far_small_035,10.0,path_grd_close_small_042,,,,3220030931,Dash,3220060931.0,Dash,3220030931.0,Dash,3220060931.0,Dash,1210010931.0,Dash,1210010931.0,Dash,1210010931.0,Dash,1210010931.0,Dash,3220060931.0,Jump,3220030931.0,Jump,3220030931.0,Jump,3220030931.0,Jump,1210010931.0,Drop,1210010931.0,Drop,3310031031.0,Drop,3310031031.0,Drop,1210010931.0,Drop,1210010931.0,Drop,3310031031.0,Drop,3310031031.0,Drop,3220030931.0,Drop,3220030931.0,Drop,3220060931.0,Drop,3320060931.0,Drop,3220030931.0,Dash,3220030931.0,Dash,3220060931.0,Dash,3220060931.0,Dash,,,,,,,,
6501827,wave_eventdungeon_008,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,0,21,15,CE002,3320070931,path_grd_mid_small_043,path_fly_far_small_003,,path_grd_mid_elite1_802,8.0,path_grd_far_elite2_806,0.0,path_fly_mid_small_036,8.0,,,,,,,2220030931,Drop,3220060931.0,Drop,2220030931.0,Drop,3220060931.0,Drop,3210010931.0,Dash,1210010931.0,Dash,3210010931.0,Dash,1210010931.0,Dash,3220060931.0,Drop,3220060931.0,Drop,2220030931.0,Drop,3320071031.0,Drop,2220030931.0,Dash,3220060931.0,Dash,3320071031.0,Dash,3320070931.0,Dash,1210010931.0,Drop,1210010931.0,Drop,3210010931.0,Drop,3210010931.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
6501828,wave_eventdungeon_008,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,6,30,9,CE002,3320030931,path_grd_close_small_007,path_grd_mid_small_034,3.0,path_fly_mid_special_016,8.0,path_grd_far_elite2_806,0.0,path_fly_mid_elite2_808,8.0,,,,,,,3220060931,Drop,3220030931.0,Drop,3220030931.0,Drop,3220060931.0,Drop,3220060931.0,Dash,3220030931.0,Dash,3220030931.0,Dash,3320031031.0,Dash,3210020931.0,Drop,3210020931.0,Drop,1210010931.0,Drop,1210010931.0,Drop,3220030931.0,Dash,3220060931.0,Dash,3320031031.0,Dash,3320030931.0,Dash,1210010931.0,Dash,3210020931.0,Dash,3210020931.0,Dash,3210020931.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6501829,wave_eventdungeon_008,Campaign,180,6,False,False,point_grd_gatekeeper,point_fly_gatekeeper,sbg_cityforest_sky_001a,CityForestUnder,Day,ibg_cityforestunder_001,0,0,1,CE002,2510030131,b_fly_gatekeeper_01,,,,,,,,,,,,,,,2510030131,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501830,wave_eventdungeon_008,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,0,30,21,CE002,3310040931,path_grd_mid_small_043,path_fly_far_small_022,,path_grd_far_small_053,5.0,path_fly_mid_elite2_808,8.0,path_grd_mid_elite2_805,0.0,path_fly_far_elite2_809,8.0,path_grd_mid_small_043,,,,2220030931,Drop,3220030931.0,Drop,3220060931.0,Drop,3220030931.0,Drop,3210010931.0,Drop,1210010931.0,Drop,3210020931.0,Drop,3210010931.0,Drop,3220060931.0,Drop,2220030931.0,Drop,3220030931.0,Drop,3220030931.0,Drop,3210010931.0,Drop,3210020931.0,Drop,3310041031.0,Drop,3310041031.0,Drop,2220030931.0,Drop,3220060931.0,Drop,3320061031.0,Drop,3320061031.0,Normal,3210020931.0,Dash,1210010931.0,Dash,3310041031.0,Drop,3310040931.0,Drop,2220030931.0,Dash,3220030931.0,Dash,3220060931.0,Dash,3220030931.0,Dash,,,,,,,,
6501831,wave_eventdungeon_008,Campaign,180,5,False,False,point_grd_blacksmith_01,point_fly_blacksmith_01,sbg_cityforestunderbbg003_001,CityForest,Day,ibg_cityforestunder_001,0,0,1,CE002,1520030131,b_grd_blacksmith_01,,,,,,,,,,,,,,,1520030131,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501832,wave_eventdungeon_008,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,6,27,0,CE002,3310030931,path_fly_mid_small_018,path_grd_mid_small_043,,path_fly_mid_small_027,7.0,path_fly_mid_elite1_802,0.0,path_grd_close_small_042,,,,,,,,3210010931,Dash,3210010931.0,Dash,3210010931.0,Dash,3210010931.0,Dash,2220030931.0,Jump,2220030931.0,Jump,2220030931.0,Jump,2220030931.0,Jump,3210010931.0,Dash,3210010931.0,Dash,3210010931.0,Dash,3310031031.0,Drop,3210010931.0,Dash,3210010931.0,Dash,3210010931.0,Dash,3310030931.0,Dash,2220030931.0,Dash,2220030931.0,Dash,2220030931.0,Dash,2220030931.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6501833,wave_eventdungeon_008,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,6,33,6,CE002,3320070931,path_grd_mid_small_002,path_fly_mid_small_039,,path_grd_mid_small_046,6.0,path_fly_far_small_028,8.0,path_grd_mid_elite2_805,0.0,path_fly_mid_small_036,8.0,path_grd_close_small_007,,,,2220030931,Dash,2220030931.0,Dash,2220030931.0,Dash,2220030931.0,Dash,3210020931.0,Dash,3210020931.0,Dash,3210020931.0,Dash,3210020931.0,Dash,2220030931.0,Drop,3220030931.0,Drop,3220030931.0,Drop,3220030931.0,Drop,3210020931.0,Dash,3210020931.0,Dash,3210020931.0,Dash,1310011031.0,Drop,2220030931.0,Dash,3220030931.0,Dash,3320071031.0,Dash,3320070931.0,Dash,3210020931.0,Dash,3210020931.0,Dash,3210020931.0,Dash,3210020931.0,Dash,2220030931.0,Drop,3220030931.0,Drop,2220030931.0,Drop,3220030931.0,Drop,,,,,,,,
6501834,wave_eventdungeon_008,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,0,36,0,CE002,3320060931,path_grd_mid_small_037,path_grd_mid_small_040,7.0,path_grd_mid_elite1_802,,path_grd_mid_elite1_802,0.0,path_fly_mid_small_024,,,,,,,,2220030931,Drop,2220030931.0,Drop,2220030931.0,Drop,2220030931.0,Drop,3220060931.0,Dash,3220060931.0,Dash,3220060931.0,Dash,3220060931.0,Dash,2220030931.0,Dash,2220030931.0,Dash,3220060931.0,Drop,3320061031.0,Drop,3220060931.0,Dash,3220060931.0,Dash,2220030931.0,Dash,3320060931.0,Dash,3210010931.0,Dash,3210010931.0,Dash,3210010931.0,Dash,3210010931.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6501835,wave_eventdungeon_008,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,6,18,9,CE002,3310030931,path_fly_mid_small_018,path_fly_close_small_023,,path_fly_mid_small_027,8.0,path_fly_far_elite1_803,0.0,path_grd_mid_small_043,8.0,,,,,,,3210010931,Dash,3210010931.0,Dash,3210010931.0,Dash,3210010931.0,Dash,1210010931.0,Dash,1210010931.0,Dash,1210010931.0,Dash,1210010931.0,Dash,3210010931.0,Dash,1210010931.0,Dash,1210010931.0,Dash,3310031031.0,Drop,3210010931.0,Drop,3210010931.0,Drop,1210010931.0,Drop,3310030931.0,Drop,3220030931.0,Dash,3220030931.0,Dash,3220030931.0,Dash,3220030931.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6501836,wave_eventdungeon_008,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,0,30,6,CE002,3320070931,path_grd_far_small_059,path_grd_mid_elite1_802,7.0,path_grd_mid_small_043,8.0,path_grd_mid_elite1_802,0.0,path_fly_mid_small_030,10.0,,,,,,,3220060931,Dash,3220060931.0,Dash,3220060931.0,Dash,3220060931.0,Dash,3220060931.0,Drop,3220060931.0,Drop,2220030931.0,Drop,3320071031.0,Drop,3220060931.0,Dash,2220030931.0,Dash,3220060931.0,Dash,2220030931.0,Dash,3220060931.0,Dash,3220060931.0,Dash,2220030931.0,Drop,3320070931.0,Drop,1210010931.0,Dash,1210010931.0,Dash,1210010931.0,Dash,1210010931.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6501837,wave_eventdungeon_008,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,0,30,6,CE002,3310040931,path_fly_mid_small_018,path_fly_far_small_034,,path_fly_mid_elite1_802,7.0,path_fly_mid_elite1_802,0.0,path_grd_mid_small_005,8.0,,,,,,,1210010931,Drop,1210010931.0,Drop,1210010931.0,Drop,1210010931.0,Drop,1210010931.0,Dash,1210010931.0,Dash,3210010931.0,Dash,3210010931.0,Dash,1210010931.0,Dash,1210010931.0,Dash,3210010931.0,Dash,3310041031.0,Dash,1210010931.0,Drop,1210010931.0,Drop,3210010931.0,Drop,3310040931.0,Drop,3220030931.0,Dash,3220030931.0,Dash,3220030931.0,Dash,3220030931.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6501838,wave_eventdungeon_008,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,6,27,15,CE002,1310010931,path_fly_mid_small_018,path_grd_far_small_044,,path_fly_mid_small_036,5.0,path_grd_mid_elite2_805,,path_fly_far_elite2_809,0.0,path_grd_mid_small_043,8.0,path_fly_close_small_029,10.0,,,1210010931,Drop,1210010931.0,Drop,1210010931.0,Drop,1210010931.0,Drop,3220030931.0,Drop,3220030931.0,Drop,3220060931.0,Drop,3220060931.0,Drop,1210010931.0,Drop,1210010931.0,Drop,3210020931.0,Drop,3210020931.0,Drop,3220060931.0,Drop,3220030931.0,Drop,3320031031.0,Drop,3320031031.0,Drop,1210010931.0,Drop,3210020931.0,Drop,1310011031.0,Drop,1310010931.0,Drop,3220030931.0,Dash,3220030931.0,Dash,3220060931.0,Dash,3220060931.0,Dash,1210010931.0,Drop,1210010931.0,Drop,3210020931.0,Drop,3210020931.0,Drop,,,,,,,,
6501839,wave_eventdungeon_008,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,0,27,9,CE002,3320030931,path_grd_mid_small_037,path_grd_mid_small_040,,path_grd_mid_elite1_802,,path_grd_far_elite1_803,0.0,path_fly_mid_small_021,8.0,,,,,,,2220030931,Dash,2220030931.0,Dash,2220030931.0,Dash,2220030931.0,Dash,3220060931.0,Dash,3220060931.0,Dash,3220060931.0,Dash,3220060931.0,Dash,2220030931.0,Dash,2220030931.0,Dash,3220060931.0,Dash,3320031031.0,Dash,3220060931.0,Dash,3220060931.0,Dash,2220030931.0,Dash,3320030931.0,Dash,1210010931.0,Drop,1210010931.0,Drop,1210010931.0,Drop,1210010931.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
6501840,wave_eventdungeon_008,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,0,27,9,CE002,3310040931,path_fly_mid_small_008,path_fly_mid_small_005,,path_fly_far_elite1_803,7.0,path_fly_mid_elite2_805,0.0,path_grd_mid_small_043,8.0,,,,,,,3210010931,Dash,3210010931.0,Dash,3210010931.0,Dash,3210010931.0,Dash,1210010931.0,Dash,1210010931.0,Dash,1210010931.0,Dash,1210010931.0,Dash,1210010931.0,Dash,1210010931.0,Dash,3210010931.0,Dash,3310041031.0,Dash,3210010931.0,Dash,1210010931.0,Dash,3310041031.0,Dash,3310040931.0,Dash,3220030931.0,Drop,3220030931.0,Drop,3220030931.0,Drop,3220030931.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
6501841,wave_eventdungeon_008,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,0,27,6,CE002,1310010931,path_fly_mid_small_018,path_grd_mid_small_008,3.0,path_fly_far_small_028,10.0,path_fly_mid_elite2_808,0.0,path_fly_mid_small_030,9.0,,,,,,,3210010931,Dash,3210010931.0,Dash,3210010931.0,Dash,3210010931.0,Dash,2220030931.0,Jump,2220030931.0,Jump,2220030931.0,Jump,2220030931.0,Jump,3210010931.0,Drop,3210010931.0,Drop,3210010931.0,Drop,1310011031.0,Drop,1210010931.0,Drop,1210010931.0,Drop,1310011031.0,Drop,1310010931.0,Drop,3220060931.0,Dash,3220060931.0,Dash,3220060931.0,Dash,3220060931.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6501842,wave_eventdungeon_008,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,6,30,12,CE002,3320060931,path_grd_mid_small_002,path_fly_mid_small_039,8.0,path_grd_far_small_050,4.0,path_fly_mid_elite2_805,8.0,path_fly_mid_elite2_805,0.0,path_grd_far_small_035,10.0,path_grd_close_small_042,,,,3220030931,Dash,3220060931.0,Dash,3220030931.0,Dash,3220060931.0,Dash,1210010931.0,Dash,1210010931.0,Dash,1210010931.0,Dash,1210010931.0,Dash,3220060931.0,Jump,3220030931.0,Jump,3220030931.0,Jump,3220030931.0,Jump,1210010931.0,Drop,1210010931.0,Drop,3310031031.0,Drop,3310031031.0,Drop,1210010931.0,Drop,1210010931.0,Drop,3310031031.0,Drop,3310031031.0,Drop,3220030931.0,Drop,3220030931.0,Drop,3220060931.0,Drop,3320060931.0,Drop,3220030931.0,Dash,3220030931.0,Dash,3220060931.0,Dash,3220060931.0,Dash,,,,,,,,
6501843,wave_eventdungeon_008,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,0,21,15,CE002,3320070931,path_grd_mid_small_043,path_fly_far_small_003,,path_grd_mid_elite1_802,8.0,path_grd_far_elite2_806,0.0,path_fly_mid_small_036,8.0,,,,,,,2220030931,Drop,3220060931.0,Drop,2220030931.0,Drop,3220060931.0,Drop,3210010931.0,Dash,1210010931.0,Dash,3210010931.0,Dash,1210010931.0,Dash,3220060931.0,Drop,3220060931.0,Drop,2220030931.0,Drop,3320071031.0,Drop,2220030931.0,Dash,3220060931.0,Dash,3320071031.0,Dash,3320070931.0,Dash,1210010931.0,Drop,1210010931.0,Drop,3210010931.0,Drop,3210010931.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
6501844,wave_eventdungeon_008,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,6,30,9,CE002,3320030931,path_grd_close_small_007,path_grd_mid_small_034,3.0,path_fly_mid_special_016,8.0,path_grd_far_elite2_806,0.0,path_fly_mid_elite2_808,8.0,,,,,,,3220060931,Drop,3220030931.0,Drop,3220030931.0,Drop,3220060931.0,Drop,3220060931.0,Dash,3220030931.0,Dash,3220030931.0,Dash,3320031031.0,Dash,3210020931.0,Drop,3210020931.0,Drop,1210010931.0,Drop,1210010931.0,Drop,3220030931.0,Dash,3220060931.0,Dash,3320031031.0,Dash,3320030931.0,Dash,1210010931.0,Dash,3210020931.0,Dash,3210020931.0,Dash,3210020931.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6501845,wave_eventdungeon_008,Campaign,180,6,False,False,point_grd_gatekeeper,point_fly_gatekeeper,sbg_cityforest_sky_001a,CityForestUnder,Day,ibg_cityforestunder_001,0,0,1,CE002,2510030131,b_fly_gatekeeper_01,,,,,,,,,,,,,,,2510030131,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501846,wave_eventdungeon_008,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,0,30,21,CE002,3310040931,path_grd_mid_small_043,path_fly_far_small_022,,path_grd_far_small_053,5.0,path_fly_mid_elite2_808,8.0,path_grd_mid_elite2_805,0.0,path_fly_far_elite2_809,8.0,path_grd_mid_small_043,,,,2220030931,Drop,3220030931.0,Drop,3220060931.0,Drop,3220030931.0,Drop,3210010931.0,Drop,1210010931.0,Drop,3210020931.0,Drop,3210010931.0,Drop,3220060931.0,Drop,2220030931.0,Drop,3220030931.0,Drop,3220030931.0,Drop,3210010931.0,Drop,3210020931.0,Drop,3310041031.0,Drop,3310041031.0,Drop,2220030931.0,Drop,3220060931.0,Drop,3320061031.0,Drop,3320061031.0,Normal,3210020931.0,Dash,1210010931.0,Dash,3310041031.0,Drop,3310040931.0,Drop,2220030931.0,Dash,3220030931.0,Dash,3220060931.0,Dash,3220030931.0,Dash,,,,,,,,
6501847,wave_eventdungeon_008,Campaign,180,5,False,False,point_grd_blacksmith_01,point_fly_blacksmith_01,sbg_cityforestunderbbg003_001,CityForest,Day,ibg_cityforestunder_001,0,0,1,CE002,1520030131,b_grd_blacksmith_01,,,,,,,,,,,,,,,1520030131,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501848,wave_eventdungeon_008,Campaign,180,6,False,False,point_grd_materialh_01,point_fly_materialh_01,sbg_ebg002_001,GreatHole,Day,ibg_greathole_001,1,0,0,CE002,2520120141,b_grd_materialh_01,,,,,,,,,,,,,,,2520120141,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501849,wave_eventdungeon_008,Campaign,180,6,False,False,point_grd_materialh_01,point_fly_materialh_01,sbg_ebg002_001,GreatHole,Day,ibg_greathole_001,1,0,0,CE002,2520120141,b_grd_materialh_01,,,,,,,,,,,,,,,2520120141,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501850,wave_eventdungeon_008,Campaign,180,6,False,False,point_grd_materialh_01,point_fly_materialh_01,sbg_ebg002_001,GreatHole,Day,ibg_greathole_001,1,0,0,CE002,2520120141,b_grd_materialh_01,,,,,,,,,,,,,,,2520120141,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
