stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/4/private_monster_count,wave_data/2/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,mod_value,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_path,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
7026003,wave_campaign_hard_010,Campaign,90,7,true,false,point_grd_desert_004,point_fly_desert_004,sbg_desert_004,Desert,Night,ibg_desert_001,2310040141,path_grd_mid_small_002,3220050141,Drop,3220050141,Drop,3220050141,Drop,3220020141,Drop,path_grd_mid_small_070,,3220050141,Dash,3220050141,Dash,3220050141,Dash,3320040241,Dash,path_fly_mid_small_042,1210030141,Drop,2310060241,Drop,1210030141,Drop,2310040241,Drop,path_grd_mid_small_043,,3220050141,Dash,3220020141,Dash,3220050141,Dash,3220020141,Dash,path_fly_mid_elite1_802,1210030141,Drop,1210030141,Drop,2310060241,Drop,2310040141,Drop,0,45,0,0,,path_grd_mid_small_061,4,3220020141,Dash,3220050141,Dash,3220050141,Dash,3320040241,Dash,path_grd_mid_small_043,,3220020141,Dash,3220050141,Dash,3220050141,Dash,3320040241,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7026004,wave_campaign_hard_010,Campaign,90,5,true,false,point_grd_desert_005,point_fly_desert_005,sbg_desert_005,Desert,Night,ibg_desert_001,2320060141,path_grd_mid_small_070,3220050141,Dash,3220050141,Dash,3220050141,Dash,2220050141,Dash,path_fly_mid_small_039,,1210020141,Dash,1210020141,Dash,1210040141,Dash,2310060241,Dash,path_grd_mid_small_034,3220050141,Drop,3220050141,Drop,3220050141,Drop,2220050141,Dash,path_grd_mid_small_068,0,3220050141,Dash,3220050141,Dash,2220050141,Drop,2320060141,Drop,path_grd_mid_small_037,3220050141,Dash,3220050141,Dash,3220050141,Dash,2220050141,Normal,0,36,0,10,7,path_fly_mid_small_039,,1210020141,Dash,1210020141,Dash,1210040141,Dash,2310060241,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7026005,wave_campaign_hard_010,Campaign,90,5,true,false,point_grd_desert_002,point_fly_desert_002,sbg_desert_002,Desert,Night,ibg_desert_001,1320060141,path_grd_far_small_059,3220040141,Dash,3220040141,Dash,3220040141,Dash,2220040141,Dash,path_grd_mid_elite1_802,7,3220040141,Drop,3220040141,Drop,1220050141,Dash,1320060241,Dash,path_fly_mid_small_005,3210020141,Dash,3210020141,Dash,3210030141,Dash,3310050241,Dash,path_grd_mid_elite1_802,0,3220040141,Dash,3220040141,Dash,2220040141,Drop,2320030241,Drop,path_grd_far_small_074,3220040141,Dash,2220040141,Dash,3220040141,Dash,1320060141,Dash,0,24,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7026006,wave_campaign_hard_010,BaseDefense,60,6,true,true,point_grd_desert_004_midclear,point_fly_desert_004,sbg_desert_004_midclear,Desert,Night,ibg_desert_basedefense_001,,path_grd_mid_small_046,2220010141,Dash,2220010141,Dash,2220010141,Dash,2220010141,Dash,path_grd_far_small_062,7,2220010141,Dash,3220020141,Dash,2220010141,Dash,3220020141,Dash,path_grd_mid_small_070,2220010141,Dash,2220010141,Dash,2220010141,Dash,2220050141,Normal,path_fly_mid_elite2_805,3,3220020141,Drop,2220010141,Drop,3320040241,Drop,2310040241,Drop,path_grd_mid_small_043,2220010141,Drop,2220010141,Drop,3220020141,Drop,2220010141,Drop,6,48,6,10,10,path_grd_close_small_069,7,3220020141,Drop,3220020141,Drop,3220020141,Drop,2220050141,Normal,path_grd_mid_small_076,5,2220010141,Drop,2220010141,Drop,2220010141,Drop,2220010141,Drop,path_fly_mid_small_050,7,3220020141,Drop,2220010141,Drop,2220010141,Drop,1210040141,Drop,normal,path_grd_mid_elite1_802,10,2220010141,Drop,2220010141,Drop,3220020141,Drop,3320040241,Drop,,,,,,,,,
7026007,wave_campaign_hard_010,BaseDefense,60,7,true,true,point_grd_desert_004_midclear,point_fly_desert_004,sbg_desert_004_midclear,Desert,Night,ibg_desert_basedefense_001,,path_grd_mid_elite1_802,1220040141,Dash,1220040141,Dash,1220050141,Drop,3320060241,Drop,path_fly_mid_elite1_802,7,3210040141,Dash,3210040141,Dash,2210040141,Drop,3320060241,Drop,path_grd_close_special_064,1220040141,Dash,1220040141,Dash,1220050141,Drop,1220050141,Drop,path_fly_mid_elite1_802,1,2210040141,Drop,2210040141,Drop,3320060241,Drop,1310010241,Drop,path_grd_mid_elite1_802,1220050141,Jump,1220050141,Jump,1220040141,Drop,2220050141,Drop,21,63,0,6,6,path_grd_close_small_042,9,1220050141,Dash,1220050141,Dash,1220050141,Dash,1220050141,Dash,path_grd_mid_small_012,9,1220040141,Dash,1220040141,Dash,1220040141,Dash,1220040141,Dash,path_grd_mid_small_076,5,1220040141,Dash,1220050141,Dash,1220040141,Dash,1220050141,Dash,normal,path_grd_mid_special_025,,1220050141,Jump,1220050141,Jump,1220040141,Drop,3320060141,Drop,,,,,,,,,
7026008,wave_campaign_hard_010,Defense,90,7,true,true,point_grd_desert_002_rightclear,point_fly_desert_002_rightclear,sbg_desert_002_rightclear,Desert,Night,ibg_desert_defense_001,,path_grd_close_small_036,1220060141,Normal,1220060141,Normal,1220060141,Normal,1220060141,Normal,path_grd_mid_small_005,8,3220050141,Jump,3220050141,Jump,3220050141,Jump,3220020141,Jump,path_fly_close_special_044,2110010141,Drop,2110010141,Drop,1210030141,Dash,1210030141,Dash,path_fly_close_small_017,4,2210020141,Drop,2210020141,Drop,1210040141,Drop,2310060241,Drop,path_grd_mid_special_025,2120010141,Drop,2120010141,Drop,1220060141,Normal,1220060141,Normal,36,39,0,12,,path_grd_mid_small_037,10,3220050141,Dash,3220050141,Dash,3220050141,Dash,3220020141,Dash,path_grd_mid_small_076,10,1220060141,Normal,3220020141,Dash,1220060141,Normal,2220050141,Dash,path_fly_close_elite1_801,,1210020141,Dash,1210020141,Dash,3210030141,Drop,2310060241,Drop,20,path_grd_mid_small_043,15,1220060141,Normal,1220060141,Normal,1220060141,Normal,2320010241,Drop,,,,,,,,,
7026009,wave_campaign_hard_010,Defense,90,7,true,true,point_grd_desert_002_rightclear,point_fly_desert_002_rightclear,sbg_desert_002_rightclear,Desert,Night,ibg_desert_defense_001,,path_grd_close_small_007,3220050141,Jump,3220050141,Jump,3220050141,Jump,3220050141,Jump,path_grd_mid_small_037,8,1220060141,Normal,1220060141,Normal,1220060141,Jump,1220060141,Jump,path_grd_close_small_013,3220050141,Drop,3220050141,Drop,3220050141,Drop,1220060141,Drop,path_grd_mid_elite1_802,3,3220050141,Drop,3220050141,Drop,1220060141,Drop,1320060241,Drop,path_grd_mid_small_012,1220060141,Jump,1220060141,Normal,1220060141,Jump,1220060141,Normal,24,36,0,12,10,path_fly_close_small_029,10,1210030141,Jump,1210030141,Jump,1210030141,Jump,1220060141,Drop,path_grd_mid_small_075,10,1220060141,Dash,1220060141,Dash,1220060141,Dash,1220060141,Dash,path_fly_mid_elite1_802,,1210030141,Jump,1210030141,Jump,1220060141,Drop,1310020241,Drop,20,path_grd_close_small_013,15,1220060141,Normal,1220060141,Jump,1220060141,Normal,3320010241,Normal,,,,,,,,,
7026010,wave_campaign_hard_010,Campaign,90,7,true,false,point_grd_desert_003,point_fly_desert_003,sbg_desert_003,Desert,Night,ibg_desert_001,3320080141,path_fly_mid_small_030,2210010141,Drop,2210010141,Drop,2210010141,Drop,3210040141,Drop,path_grd_mid_small_043,,2220020141,Dash,1220050141,Dash,3220030141,Dash,1220050141,Dash,path_grd_mid_elite1_802,2220020141,Jump,2220020141,Jump,3220030141,Drop,3320080241,Drop,path_grd_close_small_042,12,2220020141,Dash,1220050141,Dash,3220030141,Dash,1220050141,Dash,path_grd_close_small_013,2220020141,Dash,2220020141,Dash,2220020141,Dash,2320010241,Dash,18,30,0,0,6,path_grd_mid_elite1_802,7,3220030141,Dash,3220030141,Dash,1220050141,Drop,3320080141,Drop,path_fly_close_small_029,9,2210010141,Dash,2210010141,Dash,2210010141,Dash,3210040141,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7026011,wave_campaign_hard_010,Campaign,90,5,true,false,point_grd_desert_001,point_fly_desert_001,sbg_desert_001,Desert,Night,ibg_desert_001,2310010141,path_grd_mid_small_070,2220010141,Drop,2220010141,Drop,2220010141,Drop,2220040141,Jump,path_fly_mid_small_008,7,3210010141,Dash,2310060241,Dash,3210030141,Dash,2310010241,Dash,path_grd_close_small_036,2220010141,Dash,2220010141,Dash,2220010141,Dash,2220040141,Dash,path_grd_mid_elite1_802,0,2220010141,Jump,2220010141,Jump,2220040141,Drop,1320020241,Drop,path_fly_mid_small_030,3210010141,Drop,2310060241,Drop,3210030141,Drop,2310010141,Dash,6,27,0,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7026012,wave_campaign_hard_010,Campaign,90,7,true,false,point_grd_desert_004,point_fly_desert_004,sbg_desert_004,Desert,Night,ibg_desert_001,2310040141,path_fly_mid_small_018,2210020141,Dash,2210020141,Dash,2210020141,Dash,2210020141,Dash,path_fly_mid_elite1_802,,2210020141,Drop,2210020141,Drop,2210040141,Drop,2310040241,Drop,path_fly_mid_small_042,2210040141,Drop,2210040141,Drop,2210040141,Drop,2310040241,Drop,path_fly_mid_small_036,,2210020141,Dash,2210020141,Dash,2210040141,Dash,2210040141,Dash,path_fly_mid_elite2_805,2210020141,Dash,2210020141,Dash,2310040241,Drop,2310040141,Drop,0,48,0,0,8,path_fly_mid_small_050,8,2210040141,Dash,2210040141,Dash,2210040141,Dash,1210040141,Normal,path_fly_mid_small_036,,2210020141,Drop,2210020141,Drop,2210040141,Drop,2210040141,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7026013,wave_campaign_hard_010,Campaign,90,7,true,false,point_grd_desert_003,point_fly_desert_003,sbg_desert_003,Desert,Night,ibg_desert_001,3310040141,path_grd_close_small_004,2220010141,Jump,1120010141,Jump,2220010141,Jump,1120010141,Jump,path_fly_mid_special_016,,3110010141,Drop,3210020141,Drop,3210030141,Drop,3310040241,Drop,path_grd_mid_special_025,2220010141,Jump,1120010141,Jump,2220030141,Jump,2220040141,Jump,path_fly_far_special_045,0,3110010141,Drop,3210020141,Drop,3210030141,Drop,3310040141,Drop,path_grd_close_small_048,3220020141,Dash,2220010141,Dash,2220010141,Dash,2220010141,Dash,12,42,18,9,10,path_grd_mid_special_065,8,2220010141,Drop,2220030141,Drop,1120010141,Drop,3220020141,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7026014,wave_campaign_hard_010,Campaign,90,7,true,false,point_grd_desert_001,point_fly_desert_001,sbg_desert_001,Desert,Night,ibg_desert_001,1320010141,path_grd_mid_small_046,1220040141,Drop,1220040141,Drop,1220040141,Drop,3220080141,Drop,path_grd_mid_elite1_802,,1220040141,Drop,1220040141,Drop,2220040141,Drop,1320010241,Drop,path_grd_far_small_044,3220070141,Jump,1220040141,Jump,3220070141,Jump,1220040141,Jump,path_grd_far_elite2_809,0,1220040141,Drop,1220040141,Drop,3220080141,Drop,1320010141,Drop,path_grd_far_small_044,3220070141,Jump,1220040141,Jump,3220070141,Jump,1220040141,Jump,0,21,21,,8,path_grd_mid_small_070,8,1220040141,Drop,1220040141,Drop,3220080141,Drop,2220040141,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7026015,wave_campaign_hard_010,Campaign,90,7,true,false,point_grd_desert_002,point_fly_desert_002,sbg_desert_002,Desert,Night,ibg_desert_001,3320080141,path_fly_mid_small_030,2210010141,Drop,2210010141,Drop,2210010141,Drop,3210050141,Drop,path_fly_close_small_029,,2210010141,Drop,2210010141,Drop,2210010141,Drop,3210050141,Drop,path_grd_mid_elite1_802,2220020141,Jump,2220020141,Jump,3220030141,Drop,3320080241,Drop,path_fly_close_small_023,12,1210030141,Dash,3210050141,Dash,1210030141,Dash,3210050141,Dash,path_grd_close_small_013,2220020141,Dash,2220020141,Dash,2220020141,Dash,2320010241,Dash,24,24,0,0,5,path_grd_mid_elite1_802,7,3220030141,Dash,3220030141,Dash,1220050141,Drop,3320080141,Drop,path_fly_close_small_029,9,2210010141,Dash,2210010141,Dash,3210050141,Dash,3210050141,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7026016,wave_campaign_hard_010,Campaign,90,7,true,false,point_grd_desert_005,point_fly_desert_005,sbg_desert_005,Desert,Night,ibg_desert_001,2310040141,path_grd_mid_small_043,1220010141,Drop,3220020141,Drop,1220010141,Drop,3220020141,Drop,path_fly_mid_elite1_802,,2210020141,Drop,2210020141,Drop,1210040141,Drop,2310040241,Drop,path_grd_mid_small_058,1220010141,Drop,3220020141,Drop,1220010141,Drop,3320040241,Drop,path_fly_mid_elite2_808,0,2210020141,Dash,2210020141,Dash,2310040241,Dash,2310040141,Dash,path_fly_mid_small_050,1210030141,Drop,1210030141,Drop,3210030141,Drop,2310060241,Drop,0,45,0,,8,path_grd_mid_elite1_802,,1220010141,Dash,1220010141,Dash,3220020141,Dash,3320040241,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7026017,wave_campaign_hard_010,Campaign,90,7,true,false,point_grd_desert_003,point_fly_desert_003,sbg_desert_003,Desert,Night,ibg_desert_001,3320020141,path_grd_far_small_044,3220070141,Jump,2220040141,Jump,3220070141,Jump,1320010241,Jump,path_grd_far_elite1_803,2,2220030141,Dash,2220030141,Dash,2220040141,Drop,3320020241,Drop,path_grd_mid_small_055,2220030141,Drop,2220030141,Drop,2220030141,Drop,2220030141,Drop,path_grd_far_small_044,,3220070141,Dash,2220040141,Dash,3220070141,Dash,1320010241,Dash,path_grd_mid_small_043,2220040141,Dash,3220070141,Dash,2220040141,Dash,3220070141,Dash,0,27,27,0,2,path_fly_mid_elite1_802,,2210020141,Jump,2210020141,Jump,3320020241,Drop,2310030241,Drop,path_grd_far_small_050,4,2220030141,Drop,2220030141,Drop,2220030141,Drop,3320020141,Drop,path_grd_mid_small_012,8,2220030141,Dash,2220030141,Dash,2220030141,Dash,2220040141,Dash,,,,,,,,,,,,,,,,,,,,
7026018,wave_campaign_hard_010,Campaign,90,7,true,false,point_grd_desert_001,point_fly_desert_001,sbg_desert_001,Desert,Night,ibg_desert_001,2320060141,path_grd_mid_small_052,1220020141,Dash,1220020141,Dash,1220020141,Dash,1220020141,Dash,path_grd_close_elite2_807,,1220020141,Dash,3220020141,Dash,2320060241,Drop,2320060241,Drop,path_grd_mid_small_049,1220020141,Drop,1220020141,Drop,1220020141,Drop,2220050141,Drop,path_fly_mid_small_030,,2210020141,Drop,2210020141,Drop,2210020141,Drop,1210040141,Drop,path_grd_mid_elite1_802,1220020141,Dash,3220020141,Dash,3320040241,Drop,2320060141,Drop,9,39,0,0,8,path_fly_mid_small_053,5,2210020141,Drop,2210020141,Drop,2210020141,Drop,1210040141,Drop,path_grd_mid_small_052,10,2220020141,Dash,2220020141,Dash,2220020141,Dash,3220020141,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7026019,wave_campaign_hard_010,Campaign,90,7,true,false,point_grd_desert_004,point_fly_desert_004,sbg_desert_004,Desert,Night,ibg_desert_001,1320030141,path_grd_mid_elite1_802,3220030141,Jump,3220030141,Jump,1220050141,Drop,1320030241,Drop,path_fly_mid_small_039,10,3210040141,Dash,2210040141,Dash,3210050141,Dash,2210040141,Dash,path_grd_close_small_042,1220050141,Dash,1220050141,Dash,1220050141,Dash,2320070241,Dash,path_fly_mid_small_030,9,2210040141,Drop,2210040141,Drop,2210040141,Drop,3210030141,Drop,path_fly_mid_special_047,3210040141,Dash,2210040141,Dash,3210050141,Drop,1310040241,Drop,12,51,0,0,4,path_grd_mid_elite2_808,8,1220050141,Dash,3220030141,Dash,2320070241,Drop,1320030141,Drop,path_fly_mid_small_021,4,2210040141,Drop,2210040141,Drop,2210040141,Drop,2210040141,Drop,path_grd_close_small_042,6,1220050141,Dash,1220050141,Dash,1220050141,Dash,1220050141,Dash,,,,,,,,,,,,,,,,,,,,
7026020,wave_campaign_hard_010,BaseDefense,60,6,true,true,point_grd_desert_004_midclear,point_fly_desert_004,sbg_desert_004_midclear,Desert,Night,ibg_desert_basedefense_001,,path_grd_close_small_042,1220010141,Dash,1220010141,Dash,1220010141,Dash,1220010141,Dash,path_grd_close_small_051,,1220010141,Jump,1220050141,Jump,1220010141,Jump,1220050141,Jump,path_grd_mid_small_070,1220040141,Dash,1220040141,Dash,1220040141,Dash,1220050141,Drop,path_grd_mid_special_025,3,3120010141,Jump,3120010141,Jump,1220050141,Drop,1320030241,Drop,path_fly_mid_small_030,3210040141,Drop,3210040141,Drop,3210040141,Drop,3210040141,Drop,27,39,0,10,,path_grd_mid_small_070,8,1220010141,Dash,1220010141,Dash,1220010141,Dash,2220040141,Jump,path_grd_close_small_051,,1220050141,Jump,1220050141,Jump,1220050141,Jump,1220050141,Jump,path_grd_mid_small_075,5,1220010141,Drop,1220010141,Drop,1220010141,Drop,2220040141,Drop,normal,path_grd_close_elite1_801,7,1220010141,Jump,1220010141,Jump,1220050141,Drop,1320030241,Drop,,,,,,,,,
7026021,wave_campaign_hard_010,BaseDefense,60,6,true,true,point_grd_desert_004_midclear,point_fly_desert_004,sbg_desert_004_midclear,Desert,Night,ibg_desert_basedefense_001,,path_grd_far_small_041,3220060141,Dash,3220060141,Dash,3220060141,Dash,2220050141,Dash,path_grd_mid_small_037,7,3220060141,Dash,3220060141,Dash,3220060141,Dash,2220050141,Dash,path_grd_mid_small_046,3220050141,Jump,3220050141,Jump,3220050141,Jump,3220050141,Jump,path_grd_mid_elite1_802,3,3220060141,Jump,3220060141,Jump,2220050141,Drop,3320030241,Drop,path_fly_far_small_031,3220060141,Jump,3220060141,Jump,1210010141,Drop,3310030241,Drop,0,42,21,10,5,path_grd_mid_special_065,6,1120010141,Jump,1120010141,Jump,3220060141,Drop,2220050141,Drop,path_grd_mid_small_076,8,3220050141,Dash,3220050141,Dash,3220050141,Dash,2220050141,Dash,path_grd_far_elite1_803,7,3220060141,Jump,3220060141,Jump,2220050141,Drop,3320030241,Drop,normal,,,,,,,,,,,,,,,,,,,
7026022,wave_campaign_hard_010,Defense,90,7,true,true,point_grd_desert_002_rightclear,point_fly_desert_002_rightclear,sbg_desert_002_rightclear,Desert,Night,ibg_desert_defense_001,,path_grd_close_small_036,1220060141,Normal,1220060141,Normal,1220060141,Normal,1220060141,Normal,path_grd_mid_small_005,8,3220050141,Jump,3220050141,Jump,3220050141,Jump,3220020141,Jump,path_fly_close_special_044,2110010141,Drop,2110010141,Drop,1210030141,Dash,1210030141,Dash,path_fly_close_small_017,4,2210020141,Drop,2210020141,Drop,1210040141,Drop,2310060241,Drop,path_grd_mid_special_025,2120010141,Drop,2120010141,Drop,1220060141,Normal,1220060141,Normal,36,39,0,12,,path_grd_mid_small_037,10,3220050141,Dash,3220050141,Dash,3220050141,Dash,3220020141,Dash,path_grd_mid_small_076,10,1220060141,Normal,3220020141,Dash,1220060141,Normal,2220050141,Dash,path_fly_close_elite1_801,,1210020141,Dash,1210020141,Dash,3210030141,Drop,2310060241,Drop,20,path_grd_mid_small_043,15,1220060141,Normal,1220060141,Normal,1220060141,Normal,2320010241,Drop,,,,,,,,,
7026023,wave_campaign_hard_010,Defense,90,7,true,true,point_grd_desert_002_rightclear,point_fly_desert_002_rightclear,sbg_desert_002_rightclear,Desert,Night,ibg_desert_defense_001,,path_fly_mid_small_005,1210020141,Normal,1210020141,Normal,1210020141,Normal,1210020141,Normal,path_fly_mid_small_050,8,1210030141,Dash,1210030141,Dash,1210030141,Dash,1210040141,Drop,path_grd_far_small_038,2220010141,Jump,2220010141,Jump,2220010141,Jump,2220010141,Jump,path_fly_mid_elite1_802,2,1210020141,Normal,1210020141,Normal,1210020141,Normal,3310050241,Drop,path_grd_far_small_062,2220010141,Jump,2220010141,Jump,2220010141,Jump,3220020141,Dash,0,48,12,12,10,path_fly_mid_small_053,10,1210030141,Dash,1210030141,Dash,1210030141,Dash,1210040141,Dash,path_grd_mid_small_076,10,2220010141,Dash,2220010141,Dash,2220010141,Dash,2220010141,Dash,path_fly_mid_elite1_802,,1210020141,Normal,1210020141,Normal,1210040141,Normal,3310050241,Dash,20,path_fly_mid_small_039,15,1210020141,Normal,1210020141,Normal,1210020141,Normal,3310050241,Normal,,,,,,,,,
7026024,wave_campaign_hard_010,Campaign,90,5,true,false,point_grd_desert_002,point_fly_desert_002,sbg_desert_002,Desert,Night,ibg_desert_001,2310010141,path_grd_mid_small_070,2220010141,Drop,2220010141,Drop,2220010141,Drop,2220040141,Jump,path_fly_mid_small_008,7,3210010141,Dash,2310060241,Dash,3210030141,Dash,2310010241,Dash,path_grd_close_small_036,2220010141,Dash,2220010141,Dash,2220010141,Dash,2220040141,Dash,path_grd_mid_elite1_802,0,2220010141,Jump,2220010141,Jump,2220040141,Drop,1320020241,Drop,path_fly_mid_small_030,3210010141,Drop,2310060241,Drop,3210030141,Drop,2310010141,Dash,6,27,0,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7026025,wave_campaign_hard_010,Campaign,90,7,true,false,point_grd_desert_003,point_fly_desert_003,sbg_desert_003,Desert,Night,ibg_desert_001,3320080141,path_grd_mid_small_002,3220030141,Drop,1220050141,Drop,1220050141,Drop,3220030141,Drop,path_fly_mid_small_030,,1210020141,Drop,3210040141,Drop,1210020141,Drop,2310040241,Drop,path_grd_far_elite1_803,3220030141,Jump,3220030141,Jump,2220040141,Drop,3320080241,Drop,path_fly_mid_elite1_802,10,1210020141,Dash,1210020141,Dash,3210040141,Drop,2310040241,Drop,path_fly_mid_elite2_808,1210020141,Dash,1210020141,Dash,2310040241,Dash,2310040241,Dash,6,45,9,0,7,path_grd_mid_elite1_802,,3220030141,Jump,3220020141,Jump,1220050141,Drop,3320080141,Drop,path_grd_close_small_042,9,1220050141,Dash,3220020141,Dash,1220050141,Dash,3220020141,Dash,path_fly_mid_small_030,8,3210040141,Drop,3210040141,Drop,3210040141,Drop,2310040241,Drop,,,,,,,,,,,,,,,,,,,,
7026026,wave_campaign_hard_010,Campaign,90,7,true,false,point_grd_desert_005,point_fly_desert_005,sbg_desert_005,Desert,Night,ibg_desert_001,3310040141,path_grd_close_small_004,2220010141,Jump,1120010141,Jump,2220010141,Jump,1120010141,Jump,path_fly_mid_special_016,,3110010141,Drop,3210020141,Drop,3210030141,Drop,3310040241,Drop,path_grd_mid_special_025,2220010141,Jump,1120010141,Jump,2220030141,Jump,2220040141,Jump,path_fly_far_special_045,0,3110010141,Drop,3210020141,Drop,3210030141,Drop,3310040141,Drop,path_grd_close_small_048,3220020141,Dash,2220010141,Dash,2220010141,Dash,2220010141,Dash,12,45,15,9,10,path_grd_mid_special_065,8,2220010141,Drop,2220030141,Drop,1120010141,Drop,3220020141,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
