stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/2/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,mod_value,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
6119022,wave_lostsector_004,Campaign,90,7,True,False,point_grd_lostsector_004,point_fly_lostsector_004,sbg_lostsector_004,lostsector,Day,ibg_lostsector_001,2310050131.0,path_grd_close_special_024,3120010131,Jump,3120010131,Jump,2220020131,Drop,3220080131,Drop,path_fly_close_elite1_801,12.0,1210030131,Dash,1210030131,Dash,2310040231,Drop,2310050231,Drop,path_grd_close_small_042,2220020131,Dash,2220040131,Dash,2220020131,Dash,3220080131,Drop,path_fly_mid_small_030,14.0,1210030131,Drop,1210030131,Drop,1210030131,Drop,1210030131,Drop,path_grd_close_elite1_801,0.0,3120010131,Dash,3120010131,Dash,1320060231,Drop,3220080131,Drop,45,12,0,9.0,path_fly_close_small_029,,1210030131.0,Jump,1210030131.0,Jump,1210030131.0,Jump,2310050131.0,Drop,path_grd_mid_small_052,6.0,2220020131.0,Dash,2220020131.0,Dash,2220020131.0,Dash,1320060231.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6120001,wave_lostsector_004,Campaign,90,5,True,False,point_grd_lostsector_003,point_fly_lostsector_003,sbg_lostsector_003,lostsector,Day,ibg_lostsector_001,3320010141.0,path_grd_mid_small_052,1220060141,Dash,1220060141,Dash,1220060141,Dash,1220060141,Dash,path_fly_close_elite1_801,6.0,3210010141,Dash,3210010141,Dash,3220080141,Drop,1310020241,Drop,path_grd_mid_small_058,3220040141,Dash,3220040141,Dash,3220040141,Dash,2220040141,Dash,path_grd_close_elite1_801,0.0,1220060141,Dash,1220060141,Dash,2220040141,Drop,3320010141,Drop,path_fly_close_special_046,6.0,2210010141,Dash,2210010141,Dash,2210010141,Drop,1210040141,Drop,33,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6120002,wave_lostsector_004,BaseDefense,60,6,True,True,point_grd_lostsector_004_midclear,point_fly_lostsector_004,sbg_lostsector_004_midclear,lostsector,Day,ibg_lostsector_basedefense_001,,path_grd_close_small_042,1220010141,Dash,1220010141,Dash,1220010141,Dash,1220010141,Dash,path_grd_close_small_051,,1220010141,Jump,1220050141,Jump,1220010141,Jump,1220050141,Jump,path_grd_mid_small_070,1220040141,Dash,1220040141,Dash,1220040141,Dash,1220050141,Drop,path_grd_mid_special_025,3.0,3120010141,Jump,3120010141,Jump,1220050141,Drop,1320030241,Drop,path_fly_mid_small_030,10.0,3210040141,Drop,3210040141,Drop,3210040141,Drop,3210040141,Drop,27,39,0,,path_grd_mid_small_070,8.0,1220010141.0,Dash,1220010141.0,Dash,1220010141.0,Dash,2220040141.0,Jump,path_grd_close_small_051,,1220050141.0,Jump,1220050141.0,Jump,1220050141.0,Jump,1220050141.0,Jump,path_grd_mid_small_075,5.0,1220010141.0,Drop,1220010141.0,Drop,1220010141.0,Drop,2220040141.0,Drop,normal,path_grd_close_elite1_801,7.0,1220010141.0,Jump,1220010141.0,Jump,1220050141.0,Drop,1320030241.0,Drop,,,,,,,,,,
6120003,wave_lostsector_004,Campaign,90,7,True,False,point_grd_lostsector_004,point_fly_lostsector_004,sbg_lostsector_004,lostsector,Day,ibg_lostsector_001,3310040141.0,path_fly_mid_small_018,1210030141,Drop,1210030141,Drop,1210010141,Dash,1210010141,Dash,path_fly_close_elite1_801,,3210010141,Drop,3210010141,Drop,3210040141,Drop,3310040241,Drop,path_fly_mid_small_030,3210040141,Drop,3210040141,Drop,3210040141,Drop,3310040241,Drop,path_fly_close_special_046,10.0,2210020141,Dash,2210020141,Dash,3210040141,Drop,3210040141,Drop,path_fly_close_elite2_807,0.0,1210030141,Dash,1210030141,Dash,3310030241,Dash,3310030241,Dash,39,36,0,,path_fly_mid_elite1_802,6.0,2210020141.0,Dash,2210020141.0,Dash,3210040141.0,Drop,3310040141.0,Drop,path_fly_close_small_041,9.0,3210040141.0,Drop,3210040141.0,Drop,3210040141.0,Drop,3210040141.0,Drop,path_fly_mid_special_016,10.0,2210020141.0,Drop,2210020141.0,Drop,3210010141.0,Drop,3210030141.0,Drop,,,,,,,,,,,,,,,,,,,,,
6120004,wave_lostsector_004,Campaign,90,5,True,False,point_grd_lostsector_002,point_fly_lostsector_002,sbg_lostsector_002,lostsector,Day,ibg_lostsector_001,1320060121.0,path_grd_mid_small_055,2220010121,Drop,2220010121,Drop,2220010121,Drop,2220040121,Drop,path_grd_close_elite1_801,7.0,2220010121,Dash,2220010121,Dash,1220050121,Drop,1320060221,Drop,path_grd_close_small_010,2220010121,Dash,2220010121,Dash,2220010121,Dash,2220040121,Dash,path_grd_close_elite1_801,0.0,2220010121,Dash,2220010121,Dash,2220040121,Drop,1320060121,Drop,path_grd_mid_small_073,6.0,2220010121,Dash,2220010121,Dash,2220010121,Dash,2220040121,Dash,24,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6120005,wave_lostsector_004,Campaign,90,7,True,False,point_grd_lostsector_001,point_fly_lostsector_001,sbg_lostsector_001,lostsector,Day,ibg_lostsector_001,3320070121.0,path_grd_close_small_054,3220040121,Drop,3220040121,Drop,3220040121,Drop,1320030221,Drop,path_grd_mid_elite1_802,8.0,2220030121,Dash,2220030121,Dash,3220080121,Drop,3320070221,Drop,path_grd_mid_small_043,2220030121,Dash,2220030121,Dash,2220030121,Dash,2220030121,Dash,path_grd_close_small_069,11.0,3220040121,Dash,3220040121,Dash,3220040121,Dash,3220020121,Dash,path_fly_close_elite2_807,0.0,3210010121,Dash,3210010121,Dash,1310030221,Dash,1310030221,Dash,21,30,0,4.0,path_grd_mid_elite1_802,10.0,2220030121.0,Jump,2220030121.0,Jump,2220040121.0,Drop,3320070121.0,Drop,path_grd_mid_small_043,5.0,2220030121.0,Dash,2220040121.0,Dash,2220030121.0,Dash,3220080121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6120006,wave_lostsector_004,Campaign,90,5,True,False,point_grd_lostsector_005,point_fly_lostsector_005,sbg_lostsector_005,lostsector,Day,ibg_lostsector_001,2320030141.0,path_grd_close_small_067,3220030141,Dash,3220030141,Dash,3220030141,Drop,2320020241,Drop,path_grd_mid_small_012,,3220030141,Dash,3220030141,Dash,1220050141,Dash,1220050141,Dash,path_grd_mid_small_046,1220050141,Drop,1220050141,Drop,1220050141,Drop,1220050141,Drop,path_grd_close_elite1_801,0.0,2120010141,Jump,2120010141,Jump,2220040141,Drop,3320050241,Drop,path_grd_mid_small_043,6.0,1220050141,Dash,1220050141,Dash,1220050141,Dash,2320030141,Dash,30,18,0,4.0,path_grd_close_special_064,3.0,2120010141.0,Dash,2120010141.0,Dash,1220050141.0,Drop,1220050141.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6120007,wave_lostsector_004,Campaign,90,5,True,False,point_grd_lostsector_003,point_fly_lostsector_003,sbg_lostsector_003,lostsector,Day,ibg_lostsector_001,3320060141.0,path_grd_mid_small_002,2220020141,Drop,2220020141,Drop,1220050141,Drop,3220080141,Drop,path_grd_close_elite1_801,7.0,2220020141,Dash,2220020141,Dash,1220050141,Drop,3320060241,Drop,path_fly_mid_small_050,1210040141,Dash,1210040141,Dash,1210040141,Dash,3210040141,Drop,path_grd_close_small_048,,1220050141,Jump,1220050141,Jump,1220050141,Jump,1220050141,Jump,path_grd_mid_elite1_802,0.0,2220020141,Dash,2220020141,Dash,3220080141,Drop,3320060141,Drop,21,21,0,,path_grd_close_small_051,6.0,1220050141.0,Jump,1220050141.0,Jump,1220050141.0,Jump,1220050141.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6120008,wave_lostsector_004,Defense,90,8,True,True,point_grd_lostsector_002_rightclear,point_fly_lostsector_002_rightclear,sbg_lostsector_002_rightclear,lostsector,Day,ibg_lostsector_defense_001,,path_fly_mid_small_030,3210020141,Normal,3210020141,Normal,3210020141,Normal,3310040241,Drop,path_grd_close_elite1_801,12.0,3220050141,Jump,3220050141,Jump,2220050141,Dash,2320030241,Drop,path_grd_mid_small_070,3220050141,Jump,3220050141,Jump,3220050141,Jump,3220020141,Drop,path_fly_close_special_044,12.0,3110010141,Drop,3110010141,Drop,3210020141,Normal,2310030241,Drop,path_grd_close_elite1_801,3.0,3220050141,Jump,3220050141,Jump,3220020141,Drop,2320030141,Drop,42,33,0,7.0,path_fly_close_elite1_801,12.0,3210020141.0,Normal,3210020141.0,Normal,3310040241.0,Drop,3210020141.0,Normal,path_fly_mid_small_005,,3210020141.0,Normal,3210020141.0,Normal,3210020141.0,Normal,2310030241.0,Drop,path_grd_mid_small_075,10.0,3220050141.0,Jump,3220050141.0,Jump,3220050141.0,Jump,2320040241.0,Normal,20,path_grd_mid_elite2_808,12.0,3220050141.0,Jump,3220050141.0,Jump,3320010241.0,Drop,2320030241.0,Drop,,,,,,,,,,
6120009,wave_lostsector_004,Campaign,90,5,True,False,point_grd_lostsector_002,point_fly_lostsector_002,sbg_lostsector_002,lostsector,Day,ibg_lostsector_001,2310020141.0,path_grd_close_small_007,2220020141,Drop,2220020141,Drop,1220050141,Drop,1320030241,Drop,path_fly_mid_small_036,4.0,2210020141,Dash,2210020141,Dash,2210020141,Dash,2210020141,Dash,path_fly_close_special_044,3210040141,Drop,3210040141,Drop,3210010141,Drop,3210030141,Drop,path_grd_mid_elite1_802,0.0,2120010141,Dash,2120010141,Dash,1220050141,Drop,3320060241,Drop,path_fly_close_special_046,10.0,2110010141,Dash,2110010141,Dash,3210040141,Drop,2310020141,Drop,42,15,0,6.0,path_fly_close_small_035,3.0,3210040141.0,Dash,3210040141.0,Dash,3210040141.0,Dash,3210040141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6120010,wave_lostsector_004,Campaign,90,5,True,False,point_grd_lostsector_004,point_fly_lostsector_004,sbg_lostsector_004,lostsector,Day,ibg_lostsector_001,2320030141.0,path_grd_close_elite1_801,1220040141,Jump,1220040141,Jump,3220080141,Drop,2320030241,Drop,path_grd_close_small_013,7.0,1220040141,Dash,1220050141,Dash,1220040141,Dash,1220050141,Dash,path_grd_mid_small_049,1220040141,Drop,1220050141,Drop,1220040141,Drop,3220080141,Drop,path_fly_close_small_041,7.0,1110010141,Drop,1110010141,Drop,3210040141,Drop,3210040141,Drop,path_grd_mid_small_055,0.0,1220040141,Drop,1220040141,Drop,3220020141,Drop,2320030141,Drop,27,18,0,6.0,path_grd_close_small_042,4.0,1220050141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,3220080141.0,Drop,path_fly_mid_small_030,,3210040141.0,Drop,3210040141.0,Drop,3210040141.0,Drop,3210040141.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6120011,wave_lostsector_004,Campaign,90,7,True,False,point_grd_lostsector_005,point_fly_lostsector_005,sbg_lostsector_005,lostsector,Day,ibg_lostsector_001,3320060141.0,path_grd_mid_small_002,1220040141,Drop,1220040141,Drop,1220050141,Dash,3220080141,Drop,path_grd_close_elite2_804,,1220040141,Dash,1220040141,Dash,3320060241,Jump,3320060241,Jump,path_grd_close_small_042,1220050141,Dash,1220050141,Dash,1220050141,Dash,1220050141,Dash,path_fly_close_small_029,12.0,1210030141,Dash,1210030141,Dash,1210030141,Dash,2310040241,Dash,path_grd_mid_small_043,5.0,1220050141,Dash,1220050141,Dash,1220050141,Dash,1220050141,Dash,39,36,0,10.0,path_fly_mid_elite2_808,0.0,3210040141.0,Dash,3210040141.0,Dash,3310020241.0,Dash,3310020241.0,Dash,path_grd_mid_special_065,5.0,1220040141.0,Jump,1220040141.0,Jump,1220050141.0,Drop,3320060141.0,Drop,path_grd_close_small_042,6.0,1220050141.0,Drop,3220080141.0,Drop,1220050141.0,Drop,3220080141.0,Drop,,path_grd_close_small_042,4.0,1220050141.0,Dash,1220050141.0,Dash,1220040141.0,Dash,1220040141.0,Dash,path_grd_close_small_048,2.0,1220050141.0,Drop,1220050141.0,Drop,1220050141.0,Drop,3220080141.0,Drop
6120012,wave_lostsector_004,Campaign,90,7,True,False,point_grd_lostsector_003,point_fly_lostsector_003,sbg_lostsector_003,lostsector,Day,ibg_lostsector_001,1310020141.0,path_fly_close_special_044,2110010141,Drop,2110010141,Drop,2210020141,Drop,3310040241,Drop,path_grd_mid_elite1_802,10.0,2220030141,Dash,2220030141,Dash,3220080141,Drop,2320050241,Drop,path_fly_mid_small_053,2210020141,Dash,2210020141,Dash,2210020141,Dash,1210040141,Dash,path_fly_close_small_029,,2210020141,Jump,2210020141,Jump,2210020141,Jump,2210020141,Jump,path_grd_close_elite1_801,0.0,2220030141,Jump,2220030141,Jump,3220080141,Drop,3320040241,Drop,36,24,0,,path_fly_mid_elite1_802,10.0,2210020141.0,Jump,2210020141.0,Jump,3210030141.0,Drop,1310020141.0,Drop,path_fly_close_small_029,4.0,2210020141.0,Drop,2210020141.0,Drop,2210020141.0,Drop,2210020141.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6120013,wave_lostsector_004,Defense,90,7,True,True,point_grd_lostsector_002_rightclear,point_fly_lostsector_002_rightclear,sbg_lostsector_002_rightclear,lostsector,Day,ibg_lostsector_defense_001,,path_grd_close_small_036,1220060141,Normal,1220060141,Normal,1220060141,Normal,1220060141,Normal,path_grd_mid_small_005,8.0,3220050141,Jump,3220050141,Jump,3220050141,Jump,3220020141,Jump,path_grd_close_special_024,2120010141,Drop,2120010141,Drop,3220050141,Dash,3220050141,Dash,path_grd_close_small_067,4.0,3220050141,Drop,3220050141,Drop,2220050141,Drop,2320020241,Drop,path_grd_mid_special_025,12.0,2120010141,Drop,2120010141,Drop,1220060141,Normal,1220060141,Normal,36,39,0,,path_grd_mid_small_037,10.0,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,3220020141.0,Dash,path_grd_mid_small_076,10.0,1220060141.0,Normal,3220020141.0,Dash,1220060141.0,Normal,2220050141.0,Dash,path_grd_close_elite1_801,,3220050141.0,Dash,3220050141.0,Dash,3220020141.0,Drop,2320020241.0,Drop,20,path_grd_mid_small_043,15.0,1220060141.0,Normal,1220060141.0,Normal,1220060141.0,Normal,2320010241.0,Drop,,,,,,,,,,
6120014,wave_lostsector_004,Campaign,90,7,True,False,point_grd_lostsector_001,point_fly_lostsector_001,sbg_lostsector_001,lostsector,Day,ibg_lostsector_001,1320030141.0,path_grd_mid_small_049,1220010141,Drop,1220010141,Drop,1220010141,Drop,3220080141,Drop,path_grd_close_elite2_804,0.0,1220050141,Jump,1220050141,Jump,1320030241,Drop,1320030241,Drop,path_fly_close_special_046,1110010141,Dash,1110010141,Dash,3210040141,Drop,3210040141,Drop,path_grd_mid_small_043,5.0,1220010141,Dash,1220050141,Dash,1220010141,Dash,1220050141,Dash,path_grd_close_small_042,,1220050141,Dash,3220080141,Drop,1220050141,Dash,3220080141,Drop,45,27,0,4.0,path_grd_mid_elite1_802,0.0,1220010141.0,Dash,1220050141.0,Dash,3220080141.0,Drop,1320030141.0,Drop,path_grd_close_elite2_804,,1220050141.0,Jump,1220010141.0,Jump,3320060241.0,Drop,3320060241.0,Drop,path_grd_mid_small_043,4.0,1220050141.0,Dash,3220080141.0,Dash,1220050141.0,Dash,3220080141.0,Dash,,path_grd_close_small_010,4.0,1220050141.0,Jump,1220050141.0,Jump,1220050141.0,Jump,1220050141.0,Jump,,,,,,,,,,
6120015,wave_lostsector_004,Campaign,90,5,True,False,point_grd_lostsector_002,point_fly_lostsector_002,sbg_lostsector_002,lostsector,Day,ibg_lostsector_001,2320050121.0,path_grd_mid_special_025,1120010121,Jump,1120010121,Jump,3220050121,Drop,2320050221,Drop,path_fly_mid_small_030,10.0,1210020121,Drop,1210020121,Drop,1210020121,Drop,3210040121,Drop,path_grd_close_small_013,1220050121,Dash,1220050121,Dash,1220050121,Dash,1220050121,Dash,path_grd_mid_elite1_802,0.0,3220050121,Dash,3220050121,Dash,1220050121,Drop,1320030221,Drop,path_grd_mid_special_025,6.0,3120010121,Dash,3120010121,Dash,1220050121,Drop,2320050121,Dash,6,51,0,4.0,path_grd_mid_small_043,3.0,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,2220040121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6120016,wave_lostsector_004,Campaign,90,7,True,False,point_grd_lostsector_004,point_fly_lostsector_004,sbg_lostsector_004,lostsector,Day,ibg_lostsector_001,1320060121.0,path_fly_mid_special_047,1110010121,Dash,1110010121,Dash,1210020121,Drop,2310040221,Drop,path_grd_close_elite2_804,10.0,1220060121,Dash,1220060121,Dash,1320060221,Jump,1320060221,Jump,path_grd_mid_small_070,1220060121,Dash,1220060121,Dash,1220060121,Dash,1220050121,Drop,path_fly_close_small_029,10.0,3210040121,Drop,3210040121,Drop,3210040121,Drop,3210040121,Drop,path_grd_mid_elite2_808,0.0,1220060121,Dash,1220060121,Dash,1320060221,Drop,1320060121,Drop,27,39,0,6.0,path_fly_mid_elite1_802,10.0,2110010121.0,Jump,2110010121.0,Jump,2310040221.0,Drop,3210040121.0,Drop,path_grd_close_small_042,6.0,1220060121.0,Dash,1220050121.0,Dash,1220060121.0,Dash,1220050121.0,Dash,path_grd_close_small_048,5.0,1220060121.0,Drop,1220050121.0,Drop,1220060121.0,Drop,1220050121.0,Drop,,,,,,,,,,,,,,,,,,,,,
6120017,wave_lostsector_004,Defense,90,7,True,True,point_grd_lostsector_002_rightclear,point_fly_lostsector_002_rightclear,sbg_lostsector_002_rightclear,lostsector,Day,ibg_lostsector_defense_001,,path_grd_close_small_039,2220010121,Jump,2220010121,Jump,2220010121,Jump,3220080121,Drop,path_grd_mid_small_075,8.0,3220010121,Jump,3220010121,Jump,3220010121,Jump,3220020121,Jump,path_grd_close_special_064,3120010121,Jump,3120010121,Jump,2220010121,Dash,3220080121,Drop,path_grd_mid_elite1_802,4.0,2220010121,Jump,2220010121,Jump,2220040121,Drop,1320060221,Drop,path_grd_close_small_048,12.0,3220010121,Drop,3220010121,Drop,3220010121,Drop,3220080121,Drop,27,51,0,,path_fly_mid_special_047,10.0,3110010121.0,Drop,3110010121.0,Drop,3210020121.0,Normal,3210020121.0,Normal,path_grd_mid_small_075,10.0,2220010121.0,Dash,2220010121.0,Drop,2220010121.0,Dash,3220080121.0,Drop,path_grd_mid_elite1_802,,2220010121.0,Dash,2220010121.0,Dash,2220040121.0,Dash,1320060221.0,Dash,20,path_grd_mid_small_049,15.0,3220010121.0,Drop,3220010121.0,Drop,3220010121.0,Drop,1320060221.0,Normal,,,,,,,,,,
6120018,wave_lostsector_004,Campaign,90,7,True,False,point_grd_lostsector_003,point_fly_lostsector_003,sbg_lostsector_003,lostsector,Day,ibg_lostsector_001,1320060121.0,path_fly_mid_small_036,2210010121,Dash,2210010121,Dash,2210010121,Jump,3210030121,Jump,path_grd_mid_elite1_802,7.0,2220030121,Dash,2220030121,Dash,3220020121,Dash,2320050221,Jump,path_grd_mid_small_058,2220010121,Dash,3220050121,Dash,3220050121,Dash,2220040121,Dash,path_fly_mid_small_030,8.0,1210010121,Dash,1210010121,Dash,3210030121,Drop,1210010121,Dash,path_fly_mid_small_050,0.0,1210030121,Jump,1210030121,Jump,1210030121,Jump,2310050221,Jump,0,48,0,7.0,path_grd_mid_elite1_802,,2220030121.0,Jump,2220030121.0,Jump,2220040121.0,Drop,1320060121.0,Drop,path_grd_mid_small_012,5.0,1220060121.0,Dash,1220060121.0,Dash,1220060121.0,Dash,1220060121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6120019,wave_lostsector_004,BaseDefense,60,7,True,True,point_grd_lostsector_004_midclear,point_fly_lostsector_004,sbg_lostsector_004_midclear,lostsector,Day,ibg_lostsector_basedefense_001,,path_grd_mid_elite2_805,2220010121,Jump,2220010121,Jump,1320060221,Drop,1320060221,Drop,path_grd_far_small_038,5.0,1220060121,Jump,1220060121,Jump,1220060121,Jump,2220040121,Jump,path_grd_mid_special_025,1220060121,Jump,1220060121,Jump,2220010121,Drop,2220010121,Drop,path_fly_mid_elite1_802,3.0,2220010121,Drop,2220010121,Drop,2310040221,Drop,3210030121,Drop,path_grd_mid_elite1_802,10.0,2220010121,Jump,2220040121,Jump,1320060221,Drop,1320060121,Drop,0,57,12,6.0,path_grd_far_small_044,,1220060121.0,Jump,1220060121.0,Jump,1220060121.0,Jump,1220060121.0,Jump,path_grd_mid_small_075,8.0,2220010121.0,Jump,2220040121.0,Jump,2220010121.0,Jump,2220040121.0,Jump,path_grd_mid_elite1_802,,1220060121.0,Jump,1220060121.0,Jump,1320060221.0,Drop,2220040121.0,Drop,normal,,,,,,,,,,,,,,,,,,,,
6120020,wave_lostsector_004,Campaign,90,5,True,False,point_grd_lostsector_002,point_fly_lostsector_002,sbg_lostsector_002,lostsector,Day,ibg_lostsector_001,2310010121.0,path_grd_mid_small_070,2220010121,Drop,2220010121,Drop,2220010121,Drop,3220080121,Drop,path_fly_mid_small_008,7.0,3210010121,Dash,3210030121,Dash,3210010121,Dash,2310010221,Dash,path_grd_close_small_036,2220010121,Dash,2220010121,Dash,2220010121,Dash,2220040121,Dash,path_grd_mid_elite1_802,0.0,2220010121,Jump,2220010121,Jump,3220080121,Drop,1320020221,Drop,path_fly_mid_small_030,7.0,3210010121,Drop,3210030121,Drop,3210010121,Drop,2310010121,Dash,6,27,0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6120021,wave_lostsector_004,Campaign,90,7,True,False,point_grd_lostsector_001,point_fly_lostsector_001,sbg_lostsector_001,lostsector,Day,ibg_lostsector_001,3320020121.0,path_grd_far_elite1_803,3120010121,Jump,3220030121,Jump,3220070121,Drop,3320020221,Drop,path_grd_mid_small_012,9.0,1220060121,Dash,1220060121,Dash,1220060121,Dash,2220040121,Dash,path_fly_mid_small_027,3210020121,Jump,3210020121,Jump,3210020121,Jump,1210040121,Jump,path_fly_mid_small_036,,1210010121,Dash,1210010121,Dash,1210020121,Drop,1210020121,Drop,path_grd_close_small_051,0.0,3220030121,Jump,3220030121,Jump,3220030121,Jump,1320040221,Jump,12,18,18,7.0,path_grd_far_elite1_803,4.0,3120010121.0,Jump,3120010121.0,Jump,3220070121.0,Drop,3320020121.0,Drop,path_fly_close_small_038,8.0,1210020121.0,Dash,1210020121.0,Dash,1210020121.0,Dash,1210020121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
