stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/2/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/6/private_monster_count,wave_data/7/private_monster_count
6500818,wave_eventdungeon_003,Campaign,90,7,True,False,point_grd_desert_003,point_fly_desert_003,sbg_desert_003,Desert,Day,ibg_desert_001,1320030121,path_grd_close_small_001,3220050121,Dash,3220050121.0,Dash,3220050121.0,Drop,3220020121.0,Drop,path_grd_mid_special_065,,1220020121.0,Dash,1220020121.0,Dash,3220050121.0,Drop,3320040221.0,Drop,path_grd_close_small_042,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,path_grd_mid_special_025,12.0,3220050121.0,Jump,3220050121.0,Jump,2220010121.0,Drop,3220020121.0,Drop,path_grd_close_elite2_807,0.0,2220010121.0,Jump,2220010121.0,Jump,2320020221.0,Drop,1320030121.0,Drop,27,53,7,,path_grd_mid_special_065,9.0,1220020121.0,Dash,1220020121.0,Dash,2220010121.0,Drop,3220020121.0,Drop,path_grd_close_small_048,3220050121.0,Drop,3220050121.0,Drop,3220050121.0,Drop,3220050121.0,Drop,path_grd_mid_special_065,1220020121.0,Jump,1220020121.0,Jump,2220010121.0,Drop,3220020121.0,Drop,9.0,10.0
6500819,wave_eventdungeon_003,Campaign,90,7,True,False,point_grd_desert_001,point_fly_desert_001,sbg_desert_001,Desert,Day,ibg_desert_001,2320030121,path_grd_close_elite1_801,1220040121,Jump,1220040121.0,Jump,1220050121.0,Drop,2320030221.0,Drop,path_grd_close_small_013,7.0,1220040121.0,Dash,1220050121.0,Dash,1220040121.0,Dash,1220050121.0,Dash,path_grd_mid_small_049,1220040121.0,Drop,1220050121.0,Drop,1220040121.0,Drop,2220040121.0,Drop,path_fly_close_small_041,7.0,1110010121.0,Drop,1110010121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,path_grd_mid_small_055,0.0,1220040121.0,Drop,1220040121.0,Drop,3220020121.0,Drop,2320030121.0,Drop,27,18,0,6.0,path_grd_close_small_042,4.0,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,path_fly_mid_small_030,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,,,,,,,,,,,
6500820,wave_eventdungeon_003,Campaign,90,7,True,False,point_grd_desert_003,point_fly_desert_003,sbg_desert_003,Desert,Day,ibg_desert_001,2320030121,path_grd_mid_small_008,3220040121,Dash,2220030121.0,Drop,2220030121.0,Drop,3220040121.0,Dash,path_grd_close_small_067,,1220040121.0,Dash,1220040121.0,Dash,3320070221.0,Drop,2320020221.0,Drop,path_grd_mid_small_008,3220040121.0,Dash,2220030121.0,Drop,2220030121.0,Drop,3220040121.0,Dash,path_grd_mid_elite1_802,0.0,3220040121.0,Dash,2220030121.0,Drop,3220040121.0,Dash,2320030121.0,Normal,path_grd_close_small_067,,1220040121.0,Dash,1220040121.0,Dash,2220030121.0,Drop,2320020221.0,Drop,18,31,2,,path_grd_mid_small_037,,3220040121.0,Dash,3220040121.0,Dash,2220030121.0,Drop,2220030121.0,Drop,path_grd_close_small_067,1220040121.0,Dash,1220040121.0,Dash,3220040121.0,Dash,2320020221.0,Drop,path_grd_mid_small_040,3220040121.0,Dash,3220040121.0,Dash,2220030121.0,Drop,2220030121.0,Drop,5.0,
6500821,wave_eventdungeon_003,Campaign,90,7,True,False,point_grd_desert_004,point_fly_desert_004,sbg_desert_004,Desert,Day,ibg_desert_001,2310020121,path_fly_mid_elite1_802,3210020121,Dash,3210020121.0,Dash,3210010121.0,Drop,2310020221.0,Drop,path_grd_mid_elite1_802,10.0,3220060121.0,Dash,3220060121.0,Dash,2220040121.0,Drop,3320060221.0,Drop,path_fly_far_small_025,3210010121.0,Drop,3210010121.0,Drop,3210010121.0,Drop,3210010121.0,Drop,path_fly_mid_small_036,10.0,3210020121.0,Dash,3210020121.0,Dash,3210020121.0,Dash,3210020121.0,Dash,path_fly_mid_elite2_805,0.0,3210010121.0,Jump,3210010121.0,Jump,2310020221.0,Drop,2310020121.0,Drop,0,48,12,,path_grd_far_small_074,,3220060121.0,Dash,3220060121.0,Dash,3220060121.0,Dash,2220040121.0,Dash,path_fly_mid_special_047,3110010121.0,Dash,3110010121.0,Dash,3210020121.0,Drop,3210020121.0,Drop,,,,,,,,,,,
6500822,wave_eventdungeon_003,Campaign,90,7,True,False,point_grd_desert_002,point_fly_desert_002,sbg_desert_002,Desert,Day,ibg_desert_001,2320070121,path_grd_mid_elite1_802,3220030121,Dash,3220030121.0,Dash,3220070121.0,Drop,1320020221.0,Drop,path_fly_mid_special_047,,2110010121.0,Dash,2110010121.0,Dash,2210010121.0,Drop,2310010221.0,Drop,path_grd_far_small_044,3220070121.0,Dash,2220040121.0,Dash,3220070121.0,Dash,2220040121.0,Dash,path_grd_mid_small_040,9.0,3220030121.0,Dash,3220030121.0,Dash,3220070121.0,Dash,2220040121.0,Dash,path_fly_mid_elite2_808,0.0,2210010121.0,Dash,2210010121.0,Dash,2310010221.0,Dash,2310010221.0,Dash,0,54,12,6.0,path_grd_mid_elite1_802,5.0,3220030121.0,Dash,3220030121.0,Dash,2220040121.0,Drop,2320070121.0,Drop,path_grd_far_small_044,3220070121.0,Dash,2220040121.0,Dash,3220070121.0,Dash,2220040121.0,Dash,path_grd_mid_small_049,3220030121.0,Drop,3220030121.0,Drop,3220030121.0,Drop,3220030121.0,Drop,8.0,9.0
6500823,wave_eventdungeon_003,Campaign,90,7,True,False,point_grd_desert_005,point_fly_desert_005,sbg_desert_005,Desert,Day,ibg_desert_001,2320030121,path_grd_close_elite1_801,1220010121,Dash,1220010121.0,Dash,3220020121.0,Jump,2320030221.0,Jump,path_grd_mid_small_055,10.0,1220010121.0,Drop,1220010121.0,Drop,1220010121.0,Drop,2320030221.0,Drop,path_fly_close_small_029,1210020121.0,Drop,1210020121.0,Drop,1210020121.0,Drop,3210030121.0,Drop,path_grd_mid_small_070,9.0,1220010121.0,Dash,1220010121.0,Dash,1220010121.0,Dash,3220020121.0,Dash,path_grd_close_elite2_804,0.0,1220010121.0,Jump,1220010121.0,Jump,2320030221.0,Drop,2320030221.0,Drop,24,33,0,,path_grd_mid_special_025,5.0,1220010121.0,Jump,1220010121.0,Jump,3220020121.0,Drop,2320030121.0,Drop,path_fly_mid_small_053,1210020121.0,Drop,1210020121.0,Drop,1210020121.0,Drop,3210030121.0,Drop,,,,,,,,,,10.0,
6500824,wave_eventdungeon_003,Campaign,180,6,False,False,point_grd_desert_002,point_fly_desert_002,sbg_desert_002_rightclear,Desert,Day,ibg_desert_001,1410020121,path_fly_mid_centurion_902,1410020121,Normal,,,,,,,path_grd_mid_small_012,,3220050121.0,Normal,3220050121.0,Normal,3220050121.0,Normal,3220050121.0,Normal,path_grd_mid_small_012,1120010121.0,Drop,1120010121.0,Drop,1220040121.0,Drop,1220040121.0,Drop,path_fly_mid_elite2_808,4.0,1110010121.0,Dash,1110010121.0,Dash,1110010121.0,Dash,1310030221.0,Dash,path_grd_close_small_048,4.0,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,2220040121.0,Drop,6,33,1,,path_fly_mid_small_036,,1210010121.0,Normal,1210010121.0,Normal,3110010121.0,Normal,3110010121.0,Normal,path_grd_mid_small_011,2120010121.0,Jump,2120010121.0,Jump,2120010121.0,Jump,2320030221.0,Jump,,,,,,,,,,,
6500901,wave_eventdungeon_003,Campaign,90,5,True,False,point_grd_cityforestunder_001,point_fly_cityforestunder_001,sbg_cityforestunder_001,CityForestUnder,Day,ibg_cityforestunder_001,3320020131,path_grd_close_small_051,3220050131,Dash,3220050131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,path_grd_mid_elite1_802,7.0,3120010131.0,Jump,3120010131.0,Jump,3220070131.0,Drop,3320020231.0,Drop,path_grd_mid_small_049,3220050131.0,Drop,3220070131.0,Drop,3220050131.0,Drop,3220070131.0,Drop,path_grd_close_small_042,11.0,3120010131.0,Dash,3120010131.0,Dash,3120010131.0,Dash,3120010131.0,Dash,path_grd_mid_elite1_802,0.0,3220050131.0,Dash,3220050131.0,Dash,3220070131.0,Drop,3320020131.0,Drop,18,24,0,4.0,path_grd_close_small_069,5.0,3220050131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,2220040131.0,Dash,,,,,,,,,,,,,,,,,,,,
6500902,wave_eventdungeon_003,Campaign,90,5,True,False,point_grd_cityforestunder_003,point_fly_cityforestunder_003,sbg_cityforestunder_003,CityForestUnder,Day,ibg_cityforestunder_001,1320040131,path_grd_close_small_001,1220020131,Drop,1220020131.0,Drop,1220030131.0,Dash,1220030131.0,Dash,path_grd_mid_elite1_802,7.0,1120010131.0,Jump,1120010131.0,Jump,1220020131.0,Drop,2320050231.0,Drop,path_fly_mid_small_053,1210020131.0,Dash,1210020131.0,Dash,1210020131.0,Dash,1210040131.0,Dash,path_grd_mid_special_065,0.0,1120010131.0,Dash,1120010131.0,Dash,1220030131.0,Drop,1320040131.0,Drop,path_grd_far_small_071,11.0,1220040131.0,Dash,1220040131.0,Dash,1220040131.0,Dash,3220020131.0,Dash,6,30,6,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500903,wave_eventdungeon_003,Campaign,90,5,True,False,point_grd_cityforestunder_004,point_fly_cityforestunder_004,sbg_cityforestunder_004,CityForestUnder,Day,ibg_cityforestunder_001,1320060131,path_grd_far_small_059,3220040131,Dash,3220040131.0,Dash,3220040131.0,Dash,2220040131.0,Dash,path_grd_mid_elite1_802,7.0,3220040131.0,Drop,3220040131.0,Drop,1220050131.0,Dash,1320060231.0,Dash,path_fly_mid_small_005,3210020131.0,Dash,3210020131.0,Dash,3210020131.0,Dash,3210030131.0,Dash,path_grd_mid_elite1_802,0.0,3220040131.0,Dash,3220040131.0,Dash,2220040131.0,Drop,2320030231.0,Drop,path_grd_far_small_074,10.0,3220040131.0,Dash,2220040131.0,Dash,3220040131.0,Dash,1320060131.0,Dash,0,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500904,wave_eventdungeon_003,Campaign,90,5,True,False,point_grd_cityforestunder_001,point_fly_cityforestunder_001,sbg_cityforestunder_001,CityForestUnder,Day,ibg_cityforestunder_001,2320030131,path_grd_mid_small_002,3220050131,Drop,3220050131.0,Drop,3220060131.0,Dash,3220060131.0,Dash,path_grd_close_small_067,6.0,3220060131.0,Dash,3220060131.0,Dash,2220050131.0,Drop,1320030231.0,Drop,path_grd_mid_small_011,3220060131.0,Jump,3220060131.0,Jump,3220060131.0,Jump,3220060131.0,Jump,path_grd_mid_elite1_802,0.0,3220060131.0,Jump,3220060131.0,Jump,3220020131.0,Drop,2320030131.0,Drop,path_grd_close_small_048,,3220050131.0,Drop,3220050131.0,Drop,3220050131.0,Drop,3220050131.0,Drop,12,21,0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500905,wave_eventdungeon_003,Campaign,90,5,True,False,point_grd_cityforestunder_002,point_fly_cityforestunder_002,sbg_cityforestunder_002,CityForestUnder,Day,ibg_cityforestunder_001,2320050131,path_grd_far_small_003,2220010131,Drop,2220010131.0,Drop,3220060131.0,Dash,3220060131.0,Dash,path_grd_mid_elite1_802,7.0,2220010131.0,Jump,2220010131.0,Jump,3220060131.0,Drop,2320050231.0,Drop,path_fly_mid_special_016,3110010131.0,Drop,3110010131.0,Drop,2210010131.0,Drop,2210010131.0,Drop,path_grd_mid_elite1_802,0.0,2220010131.0,Dash,2220010131.0,Dash,3220060131.0,Drop,2320050131.0,Drop,path_grd_far_small_044,10.0,3220060131.0,Dash,3220060131.0,Dash,3220060131.0,Dash,3220060131.0,Dash,0,48,12,4.0,path_grd_mid_special_025,,3120010131.0,Jump,3120010131.0,Jump,3120010131.0,Drop,3120010131.0,Drop,,,,,,,,,,,,,,,,,,,,
6500906,wave_eventdungeon_003,Campaign,90,5,True,False,point_grd_cityforestunder_005,point_fly_cityforestunder_005,sbg_cityforestunder_005,CityForestUnder,Day,ibg_cityforestunder_001,2320070131,path_grd_mid_special_065,3120010131,Dash,3120010131.0,Dash,2220020131.0,Drop,2320070231.0,Drop,path_grd_far_small_074,12.0,2220020131.0,Dash,2220020131.0,Dash,2220020131.0,Dash,2220040131.0,Dash,path_fly_mid_small_005,3210010131.0,Dash,3210010131.0,Dash,3210010131.0,Dash,3210030131.0,Dash,path_fly_mid_elite1_802,0.0,3210010131.0,Dash,3210010131.0,Dash,3210030131.0,Drop,2310010231.0,Drop,path_grd_far_small_071,7.0,2220020131.0,Dash,2220020131.0,Dash,3220060131.0,Dash,2320070131.0,Jump,0,30,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500907,wave_eventdungeon_003,Campaign,90,5,True,False,point_grd_cityforestunder_004,point_fly_cityforestunder_004,sbg_cityforestunder_004,CityForestUnder,Day,ibg_cityforestunder_001,2310020131,path_grd_close_small_007,2220020131,Drop,2220020131.0,Drop,1220050131.0,Drop,1320030231.0,Drop,path_fly_mid_small_036,4.0,2210020131.0,Dash,2210020131.0,Dash,2210020131.0,Dash,2210020131.0,Dash,path_fly_close_special_044,3210040131.0,Drop,3210040131.0,Drop,3210010131.0,Drop,3210030131.0,Drop,path_grd_mid_elite1_802,0.0,2120010131.0,Dash,2120010131.0,Dash,1220050131.0,Drop,3320060231.0,Drop,path_fly_close_special_046,10.0,2110010131.0,Dash,2110010131.0,Dash,3210040131.0,Drop,2310020131.0,Drop,42,15,0,6.0,path_fly_close_small_035,3.0,3210040131.0,Dash,3210040131.0,Dash,3210040131.0,Dash,3210040131.0,Dash,,,,,,,,,,,,,,,,,,,,
6500908,wave_eventdungeon_003,Campaign,90,5,True,False,point_grd_cityforestunder_003,point_fly_cityforestunder_003,sbg_cityforestunder_003,CityForestUnder,Day,ibg_cityforestunder_001,2320030131,path_grd_close_small_067,3220030131,Dash,3220030131.0,Dash,3220030131.0,Drop,2320020231.0,Drop,path_grd_mid_small_012,,3220030131.0,Dash,3220030131.0,Dash,1220050131.0,Dash,1220050131.0,Dash,path_grd_mid_small_046,1220050131.0,Drop,1220050131.0,Drop,1220050131.0,Drop,1220050131.0,Drop,path_grd_close_elite1_801,0.0,2120010131.0,Jump,2120010131.0,Jump,2220040131.0,Drop,3320050231.0,Drop,path_grd_mid_small_043,6.0,1220050131.0,Dash,1220050131.0,Dash,1220050131.0,Dash,2320030131.0,Dash,30,18,0,4.0,path_grd_close_special_064,3.0,2120010131.0,Dash,2120010131.0,Dash,1220050131.0,Drop,1220050131.0,Drop,,,,,,,,,,,,,,,,,,,,
6500909,wave_eventdungeon_003,Campaign,90,5,True,False,point_grd_cityforestunder_001,point_fly_cityforestunder_001,sbg_cityforestunder_001,CityForestUnder,Day,ibg_cityforestunder_001,2310050131,path_grd_close_elite1_801,3220030131,Dash,3220030131.0,Dash,2220040131.0,Jump,2320030231.0,Jump,path_grd_mid_small_012,7.0,1220060131.0,Dash,1220060131.0,Dash,3220020131.0,Dash,1220060131.0,Dash,path_fly_mid_small_027,1210020131.0,Dash,2210040131.0,Dash,1210020131.0,Dash,3210030131.0,Dash,path_grd_mid_small_012,0.0,1220060131.0,Dash,1220060131.0,Dash,1220060131.0,Dash,2320030231.0,Dash,path_fly_mid_elite1_802,7.0,1210020131.0,Dash,1210020131.0,Dash,1210040131.0,Drop,2310050131.0,Drop,9,27,0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500910,wave_eventdungeon_003,Campaign,90,5,True,False,point_grd_cityforestunder_002,point_fly_cityforestunder_002,sbg_cityforestunder_002,CityForestUnder,Day,ibg_cityforestunder_001,3320010131,path_grd_mid_special_025,1120010131,Jump,1120010131.0,Jump,3220050131.0,Drop,2320050231.0,Drop,path_fly_close_small_029,7.0,3210010131.0,Dash,3210010131.0,Dash,3210010131.0,Dash,3210030131.0,Dash,path_grd_mid_small_058,3220040131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,path_grd_mid_elite1_802,0.0,3220050131.0,Dash,3220050131.0,Dash,2220040131.0,Drop,2320050231.0,Drop,path_grd_close_small_045,6.0,3220040131.0,Jump,3220040131.0,Jump,3220040131.0,Jump,3320010131.0,Dash,12,30,0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500911,wave_eventdungeon_003,Campaign,90,5,True,False,point_grd_cityforestunder_004,point_fly_cityforestunder_004,sbg_cityforestunder_004,CityForestUnder,Day,ibg_cityforestunder_001,3320030131,path_grd_mid_small_040,1220060131,Dash,1220060131.0,Dash,1220060131.0,Dash,1220060131.0,Dash,path_fly_mid_small_005,7.0,1210020131.0,Dash,1210020131.0,Dash,1210020131.0,Dash,1210040131.0,Dash,path_fly_mid_small_050,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1210040131.0,Dash,path_fly_mid_elite1_802,0.0,3210010131.0,Dash,3210010131.0,Dash,1210010131.0,Drop,1310010231.0,Drop,path_grd_mid_small_043,7.0,2220030131.0,Jump,3220020131.0,Jump,2220030131.0,Jump,3320030131.0,Dash,0,33,0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500912,wave_eventdungeon_003,Campaign,180,6,False,False,point_grd_cityforestunder_005,point_fly_cityforestunder_005,sbg_cityforestunder_005,CityForestUnder,Day,ibg_cityforestunder_001,1420040131,path_grd_mid_centurion_902,1420040131,Normal,,,,,,,path_fly_mid_small_002,,3210010131.0,Jump,3210010131.0,Jump,3210010131.0,Jump,3210030131.0,Dash,path_fly_mid_special_016,2110010131.0,Drop,2110010131.0,Drop,3110010131.0,Drop,3110010131.0,Drop,path_grd_mid_small_049,4.0,2220020131.0,Dash,2220020131.0,Dash,2120010131.0,Dash,3320030231.0,Drop,path_grd_mid_small_076,,1220010131.0,Jump,1220010131.0,Jump,1220010131.0,Jump,2220040131.0,Jump,7,39,0,4.0,path_grd_close_small_001,8.0,2120010131.0,Normal,2120010131.0,Normal,1220010131.0,Normal,1220010131.0,Normal,path_fly_mid_small_024,1210030131.0,Dash,1210030131.0,Dash,3110010131.0,Dash,1310030231.0,Dash,,,,,,,,,,,
6500913,wave_eventdungeon_003,Campaign,90,7,True,False,point_grd_cityforestunder_002,point_fly_cityforestunder_002,sbg_cityforestunder_002,CityForestUnder,Day,ibg_cityforestunder_001,3320030131,path_grd_mid_small_002,3220050131,Dash,3220050131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,path_fly_close_small_017,5.0,3210040131.0,Drop,3210040131.0,Drop,3210040131.0,Drop,3210040131.0,Drop,path_fly_mid_small_027,3210010131.0,Drop,3210010131.0,Drop,3210030131.0,Drop,3310030231.0,Drop,path_grd_close_elite3_813,,1220050131.0,Drop,1220050131.0,Drop,1220050131.0,Drop,1220050131.0,Drop,path_grd_mid_elite1_802,0.0,1220050131.0,Dash,3220050131.0,Dash,3220040131.0,Dash,3320030131.0,Drop,21,27,0,10.0,path_fly_mid_small_036,10.0,3210040131.0,Dash,3210040131.0,Dash,3210040131.0,Dash,3210040131.0,Dash,path_grd_close_small_042,3220050131.0,Dash,3220050131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,,,,,,,,,,,
6500914,wave_eventdungeon_003,Campaign,90,7,True,False,point_grd_cityforestunder_005,point_fly_cityforestunder_005,sbg_cityforestunder_005,CityForestUnder,Day,ibg_cityforestunder_001,3320010131,path_grd_mid_small_002,3220010131,Drop,3220010131.0,Drop,3220010131.0,Drop,3220010131.0,Drop,path_grd_mid_small_011,,3220030131.0,Dash,3220030131.0,Dash,3220030131.0,Dash,3220030131.0,Dash,path_grd_mid_elite2_805,3220030131.0,Dash,3220030131.0,Dash,3320010231.0,Drop,3320010231.0,Drop,path_grd_mid_small_043,,3220010131.0,Drop,3220010131.0,Drop,3220010131.0,Drop,3220010131.0,Drop,path_grd_mid_elite3_814,0.0,3220030131.0,Dash,3320010231.0,Dash,3320010231.0,Dash,3320010131.0,Drop,6,42,0,5.0,path_grd_close_small_069,6.0,3220010131.0,Dash,3220010131.0,Drop,3220010131.0,Dash,2220040131.0,Normal,path_grd_mid_small_043,3220030131.0,Dash,3220030131.0,Dash,3220030131.0,Dash,3220030131.0,Dash,,,,,,,,,,,
6500915,wave_eventdungeon_003,Campaign,90,7,True,False,point_grd_cityforestunder_001,point_fly_cityforestunder_001,sbg_cityforestunder_001,CityForestUnder,Day,ibg_cityforestunder_001,3320070131,path_fly_mid_small_021,1210010131,Drop,1210010131.0,Drop,1210010131.0,Drop,1210010131.0,Drop,path_grd_close_elite2_804,,2220030131.0,Dash,2220030131.0,Dash,2320050231.0,Jump,2320050231.0,Jump,path_grd_far_small_044,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,path_fly_mid_small_039,10.0,1210010131.0,Drop,1210010131.0,Drop,1210010131.0,Drop,1210010131.0,Drop,path_grd_mid_special_065,0.0,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Drop,3320070131.0,Drop,9,36,12,,path_fly_mid_elite1_802,10.0,1210010131.0,Dash,1210010131.0,Dash,3210030131.0,Drop,1310030231.0,Drop,path_grd_far_small_044,3220060131.0,Dash,3220060131.0,Dash,3220060131.0,Dash,3220060131.0,Dash,,,,,,,,,,5.0,
6500916,wave_eventdungeon_003,Campaign,90,7,True,False,point_grd_cityforestunder_003,point_fly_cityforestunder_003,sbg_cityforestunder_003,CityForestUnder,Day,ibg_cityforestunder_001,1310020131,path_fly_close_special_044,2110010131,Drop,2110010131.0,Drop,2210020131.0,Drop,2210030131.0,Drop,path_grd_mid_elite2_805,10.0,2220030131.0,Dash,2220030131.0,Dash,2320050231.0,Drop,2320050231.0,Drop,path_fly_mid_small_053,2210020131.0,Dash,2210020131.0,Dash,2210020131.0,Dash,1210040131.0,Dash,path_fly_close_small_029,,2210020131.0,Jump,2210020131.0,Jump,2210020131.0,Jump,2210020131.0,Jump,path_grd_close_elite1_801,0.0,2220030131.0,Jump,2220030131.0,Jump,2220040131.0,Drop,3320040231.0,Drop,36,24,0,,path_fly_mid_elite1_802,10.0,2210020131.0,Jump,2210020131.0,Jump,3210030131.0,Drop,1310020131.0,Drop,path_fly_close_small_029,2210020131.0,Drop,2210020131.0,Drop,2210020131.0,Drop,2210020131.0,Drop,,,,,,,,,,4.0,
6500917,wave_eventdungeon_003,Campaign,90,7,True,False,point_grd_cityforestunder_004,point_fly_cityforestunder_004,sbg_cityforestunder_004,CityForestUnder,Day,ibg_cityforestunder_001,1320040131,path_grd_mid_small_043,3220010131,Jump,3220010131.0,Jump,3220010131.0,Jump,3220010131.0,Jump,path_grd_close_small_054,,1220030131.0,Drop,1220030131.0,Drop,1220030131.0,Drop,2320030231.0,Drop,path_fly_mid_elite1_802,1210030131.0,Jump,1210030131.0,Jump,3210030131.0,Drop,3310010231.0,Drop,path_grd_mid_special_065,,1120010131.0,Jump,1120010131.0,Jump,1220030131.0,Drop,2220040131.0,Drop,path_grd_close_elite2_807,0.0,3220010131.0,Jump,3220010131.0,Jump,2320030231.0,Drop,1320040131.0,Drop,21,45,0,10.0,path_grd_mid_special_025,,1120010131.0,Jump,1120010131.0,Jump,3220010131.0,Drop,2320030231.0,Drop,path_fly_close_small_038,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,,,,,,,,,,5.0,
