stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/5/wave_path,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/6/private_monster_count,ui_theme
6503923,wave_eventdungeon_015,Campaign,90,7,True,False,point_grd_wasteland_001,point_fly_wasteland_001,sbg_wasteland_001,Wasteland,Day,ibg_wasteland_001,1320060121,path_grd_mid_small_043,1220060121,Dash,1220060121.0,Dash,1220060121.0,Dash,1220060121.0,Dash,path_fly_mid_elite2_808,,1210030121.0,Dash,1210030121.0,Dash,3310010221.0,Dash,3310010221.0,Dash,path_fly_far_small_054,6.0,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,path_grd_mid_special_025,14.0,2120010121.0,Dash,2120010121.0,Dash,1220060121.0,Drop,2220040121.0,Drop,path_fly_mid_elite1_802,0.0,1210030121.0,Dash,1210030121.0,Dash,3210030121.0,Drop,1310040221.0,Drop,0,60,6,path_grd_mid_elite1_802,1220060121.0,Jump,1220060121.0,Jump,2220040121.0,Drop,1320060121.0,Drop,10.0,path_fly_mid_small_024,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,path_grd_mid_small_043,,1220060121.0,Dash,2220040121.0,Dash,1220060121.0,Dash,2220040121.0,Dash,5.0,
6503924,wave_eventdungeon_015,Campaign,180,6,False,False,point_grd_wasteland_004,point_fly_wasteland_004,sbg_wasteland_004,Wasteland,Day,ibg_wasteland_001,2420060121,path_grd_mid_centurion_902,2420060121,Normal,,,,,,,path_grd_close_small_036,,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,path_grd_mid_small_076,8.0,3220050121.0,Dash,3220050121.0,Dash,3120010121.0,Dash,3120010121.0,Dash,path_grd_mid_elite1_802,4.0,2120010121.0,Dash,2120010121.0,Dash,2120010121.0,Dash,3320070221.0,Dash,path_grd_mid_elite1_802,,1120010121.0,Normal,1120010121.0,Normal,1120010121.0,Normal,2220040121.0,Normal,7,33,6,path_grd_far_small_006,3120010121.0,Drop,2220010121.0,Drop,3120010121.0,Drop,3220050121.0,Drop,,path_fly_mid_elite2_805,3110010121.0,Dash,3110010121.0,Dash,3110010121.0,Dash,2310020221.0,Dash,,,,,,,,,,,4.0,
6503925,wave_eventdungeon_015,Campaign,180,5,False,False,point_grd_harvester_01,point_fly_harvester_01,sbg_desert_b_001_01,Desert,Day,ibg_desert_001,1520010116,b_g_harvester_01,1520010116,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503926,wave_eventdungeon_015,Campaign,180,5,False,False,point_grd_harvester_01,point_fly_harvester_01,sbg_desert_b_001_01,Desert,Day,ibg_desert_001,1520010116,b_g_harvester_01,1520010116,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503927,wave_eventdungeon_015,Campaign,180,5,False,False,point_grd_harvester_01,point_fly_harvester_01,sbg_desert_b_001_01,Desert,Day,ibg_desert_001,1520010116,b_g_harvester_01,1520010116,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503928,wave_eventdungeon_015,Campaign,180,5,False,False,point_grd_harvester_01,point_fly_harvester_01,sbg_desert_b_001_01,Desert,Day,ibg_desert_001,1520010116,b_g_harvester_01,1520010116,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503929,wave_eventdungeon_015,Campaign,180,5,False,False,point_grd_harvester_01,point_fly_harvester_01,sbg_desert_b_001_01,Desert,Day,ibg_desert_001,1520010116,b_g_harvester_01,1520010116,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6504001,wave_eventdungeon_015,Campaign,90,5,True,False,point_grd_simulation_001,point_fly_simulation_001,sbg_simulation_001,Simulation,Day,ibg_simulation_001,3320070131,path_grd_mid_small_002,1220010131,Dash,1220010131.0,Dash,1120010131.0,Drop,1120010131.0,Drop,path_grd_mid_small_011,6.0,2220030131.0,Drop,2220030131.0,Drop,2220030131.0,Drop,3320010231.0,Drop,path_fly_mid_small_024,8.0,3210010131.0,Drop,3210010131.0,Drop,3210010131.0,Drop,3210010131.0,Drop,path_grd_mid_elite1_802,0.0,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Drop,3320070131.0,Drop,path_grd_close_small_072,8.0,1220010131.0,Dash,1220010131.0,Dash,1220010131.0,Dash,3220020131.0,Dash,6,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CE004
6504002,wave_eventdungeon_015,Campaign,90,5,True,False,point_grd_simulation_002,point_fly_simulation_002,sbg_simulation_002,Simulation,Day,ibg_simulation_001,1320040131,path_grd_mid_small_049,3120010131,Drop,3120010131.0,Drop,3120010131.0,Drop,2220040131.0,Dash,path_grd_close_small_054,7.0,1220040131.0,Drop,1220040131.0,Drop,1220040131.0,Drop,2320050231.0,Drop,path_fly_mid_small_039,4.0,3210020131.0,Dash,3210020131.0,Dash,3210020131.0,Dash,3210020131.0,Dash,path_grd_close_elite1_801,0.0,1220040131.0,Jump,1220040131.0,Jump,2220040131.0,Dash,1320040131.0,Drop,path_grd_mid_small_070,7.0,1220040131.0,Dash,1220040131.0,Dash,1220040131.0,Dash,3220020131.0,Dash,15,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CE004
6504003,wave_eventdungeon_015,Campaign,90,5,True,False,point_grd_simulation_003,point_fly_simulation_003,sbg_simulation_003,Simulation,Day,ibg_simulation_001,3310010131,path_grd_mid_small_037,3220060131,Dash,2220040131.0,Dash,3220060131.0,Dash,1320040231.0,Dash,path_grd_far_small_041,7.0,3220060131.0,Dash,3220060131.0,Dash,3220060131.0,Dash,2220050131.0,Dash,path_fly_far_small_031,,1210010131.0,Drop,1210010131.0,Drop,1210010131.0,Drop,3210030131.0,Drop,path_fly_mid_elite2_805,0.0,1210010131.0,Jump,1210010131.0,Jump,3210030131.0,Drop,3310010131.0,Drop,path_grd_far_small_044,,3220060131.0,Dash,2220040131.0,Dash,3220060131.0,Dash,2220040131.0,Dash,0,15,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CE004
6504004,wave_eventdungeon_015,Campaign,90,5,True,False,point_grd_simulation_003,point_fly_simulation_003,sbg_simulation_003,Simulation,Day,ibg_simulation_001,2320060131,path_grd_mid_small_070,3220050131,Dash,3220050131.0,Dash,3220050131.0,Dash,2220050131.0,Dash,path_fly_mid_small_039,,1210020131.0,Dash,1210020131.0,Dash,1210040131.0,Dash,1310010231.0,Dash,path_grd_mid_small_034,7.0,3220050131.0,Drop,3220050131.0,Drop,3220050131.0,Drop,2220050131.0,Dash,path_grd_mid_small_068,0.0,3220050131.0,Dash,3220050131.0,Dash,2220050131.0,Drop,2320060131.0,Drop,path_grd_mid_small_037,10.0,3220050131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,2220050131.0,Normal,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CE004
6504005,wave_eventdungeon_015,Campaign,90,5,True,False,point_grd_simulation_002,point_fly_simulation_002,sbg_simulation_002,Simulation,Day,ibg_simulation_001,2320050131,path_grd_far_small_003,2220010131,Drop,2220010131.0,Drop,3220060131.0,Dash,3220060131.0,Dash,path_grd_mid_elite1_802,7.0,2220010131.0,Jump,2220010131.0,Jump,3220060131.0,Drop,2320050231.0,Drop,path_fly_mid_special_016,4.0,3110010131.0,Drop,3110010131.0,Drop,2210010131.0,Drop,2210010131.0,Drop,path_grd_mid_elite1_802,0.0,2220010131.0,Dash,2220010131.0,Dash,3220060131.0,Drop,2320050131.0,Drop,path_grd_far_small_044,10.0,3220060131.0,Dash,3220060131.0,Dash,3220060131.0,Dash,3220060131.0,Dash,0,48,12,path_grd_mid_special_025,3120010131.0,Jump,3120010131.0,Jump,3120010131.0,Drop,3120010131.0,Drop,,,,,,,,,,,,,,,,,,,,,,CE004
6504006,wave_eventdungeon_015,Campaign,90,5,True,False,point_grd_simulation_001,point_fly_simulation_001,sbg_simulation_001,Simulation,Day,ibg_simulation_001,1320060131,path_grd_far_small_059,3220040131,Dash,3220040131.0,Dash,3220040131.0,Dash,2220040131.0,Dash,path_grd_mid_elite1_802,7.0,3220040131.0,Drop,3220040131.0,Drop,1220050131.0,Dash,1320060231.0,Dash,path_fly_mid_small_005,,3210020131.0,Dash,3210020131.0,Dash,3210020131.0,Dash,3210030131.0,Dash,path_grd_mid_elite1_802,0.0,3220040131.0,Dash,3220040131.0,Dash,2220040131.0,Drop,2320030231.0,Drop,path_grd_far_small_074,10.0,3220040131.0,Dash,2220040131.0,Dash,3220040131.0,Dash,1320060131.0,Dash,0,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CE004
6504007,wave_eventdungeon_015,Campaign,90,5,True,False,point_grd_greathole_004,point_fly_greathole_004,sbg_greathole_004,GreatHole,Day,ibg_greathole_001,2310020131,path_fly_mid_small_039,1210020131,Dash,1210020131.0,Dash,1210020131.0,Dash,1210020131.0,Dash,path_grd_mid_special_025,7.0,3120010131.0,Jump,3120010131.0,Jump,1220030131.0,Drop,1320010231.0,Drop,path_grd_far_small_044,7.0,1220030131.0,Dash,1220030131.0,Dash,3220070131.0,Dash,3220070131.0,Dash,path_fly_mid_elite1_802,0.0,1210020131.0,Dash,1210020131.0,Dash,3210030131.0,Drop,2310020131.0,Drop,path_grd_far_small_071,7.0,1220030131.0,Jump,1220030131.0,Jump,1220030131.0,Jump,2220040131.0,Jump,0,30,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CE004
6504008,wave_eventdungeon_015,Campaign,90,5,True,False,point_grd_greathole_005,point_fly_greathole_005,sbg_greathole_005,GreatHole,Day,ibg_greathole_001,2310010131,path_grd_mid_small_070,2220010131,Drop,2220010131.0,Drop,2220010131.0,Drop,2220040131.0,Jump,path_fly_mid_small_008,7.0,3210010131.0,Dash,3210030131.0,Dash,3210010131.0,Dash,2310010231.0,Dash,path_grd_close_small_036,7.0,2220010131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,2220040131.0,Dash,path_grd_mid_elite1_802,0.0,2220010131.0,Jump,2220010131.0,Jump,2220040131.0,Drop,1320020231.0,Drop,path_fly_mid_small_030,7.0,3210010131.0,Drop,3210030131.0,Drop,3210010131.0,Drop,2310010131.0,Dash,6,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CE004
6504009,wave_eventdungeon_015,Campaign,90,5,True,False,point_grd_greathole_001,point_fly_greathole_001,sbg_greathole_001,GreatHole,Day,ibg_greathole_001,3320010131,path_grd_mid_special_025,1120010131,Jump,1120010131.0,Jump,3220050131.0,Drop,2320050231.0,Drop,path_fly_close_small_029,7.0,3210010131.0,Dash,3210010131.0,Dash,3210010131.0,Dash,3210030131.0,Dash,path_grd_mid_small_058,7.0,3220040131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,path_grd_mid_elite1_802,0.0,3220050131.0,Dash,3220050131.0,Dash,2220040131.0,Drop,2320050231.0,Drop,path_grd_close_small_045,6.0,3220040131.0,Jump,3220040131.0,Jump,3220040131.0,Jump,3320010131.0,Dash,12,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CE004
6504010,wave_eventdungeon_015,Campaign,90,5,True,False,point_grd_simulation_002,point_fly_simulation_002,sbg_simulation_002,Simulation,Day,ibg_simulation_001,3320070131,path_grd_mid_small_049,1220060131,Dash,1220060131.0,Dash,1220060131.0,Dash,2220040131.0,Dash,path_fly_mid_elite1_802,7.0,1210020131.0,Drop,1210020131.0,Drop,1210020131.0,Drop,1310030231.0,Drop,path_grd_mid_small_058,,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,2220040131.0,Dash,path_grd_mid_elite1_802,0.0,1220060131.0,Dash,1220060131.0,Dash,2220030131.0,Drop,3320070131.0,Drop,path_fly_close_small_023,6.0,3210020131.0,Jump,3210020131.0,Jump,3210020131.0,Jump,3210030131.0,Dash,6,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CE004
6504011,wave_eventdungeon_015,Campaign,90,5,True,False,point_grd_simulation_001,point_fly_simulation_001,sbg_simulation_001,Simulation,Day,ibg_simulation_001,3320030131,path_grd_mid_small_040,1220060131,Dash,1220060131.0,Dash,1220060131.0,Dash,1220060131.0,Dash,path_fly_mid_small_005,7.0,1210020131.0,Dash,1210020131.0,Dash,1210020131.0,Dash,1210040131.0,Dash,path_fly_mid_small_050,7.0,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1210040131.0,Dash,path_fly_mid_elite1_802,0.0,3210010131.0,Dash,3210010131.0,Dash,1210010131.0,Drop,1310010231.0,Drop,path_grd_mid_small_043,7.0,2220030131.0,Jump,3220020131.0,Jump,2220030131.0,Jump,3320030131.0,Dash,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CE004
6504012,wave_eventdungeon_015,Campaign,180,6,False,False,point_grd_simulation_001,point_fly_simulation_001,sbg_simulation_001,Simulation,Day,ibg_simulation_001,1420040131,path_grd_mid_centurion_902,1420040131,Normal,,,,,,,path_fly_mid_small_002,,3210010131.0,Jump,3210010131.0,Jump,3210010131.0,Jump,3210030131.0,Dash,path_fly_mid_special_016,4.0,2110010131.0,Drop,2110010131.0,Drop,3110010131.0,Drop,3110010131.0,Drop,path_grd_mid_small_049,4.0,2220020131.0,Dash,2220020131.0,Dash,2120010131.0,Dash,3320030231.0,Drop,path_grd_mid_small_076,,1220010131.0,Jump,1220010131.0,Jump,1220010131.0,Jump,2220040131.0,Jump,7,39,0,path_grd_close_small_001,2120010131.0,Normal,2120010131.0,Normal,1220010131.0,Normal,1220010131.0,Normal,8.0,path_fly_mid_small_024,1210030131.0,Dash,1210030131.0,Dash,3110010131.0,Dash,1310030231.0,Dash,,,,,,,,,,,,CE004
6504013,wave_eventdungeon_015,Campaign,90,5,True,False,point_grd_simulation_001,point_fly_simulation_001,sbg_simulation_001,Simulation,Day,ibg_simulation_001,1310020131,path_fly_mid_small_018,3210010131,Drop,3210010131.0,Drop,2110010131.0,Dash,2110010131.0,Dash,path_fly_close_small_029,6.0,2210010131.0,Drop,2210010131.0,Drop,2210010131.0,Drop,1310030231.0,Drop,path_grd_close_small_013,,2220020131.0,Dash,2220020131.0,Dash,2220020131.0,Dash,2220020131.0,Dash,path_fly_close_elite1_801,0.0,3210010131.0,Dash,3210010131.0,Dash,2210010131.0,Drop,1310020131.0,Drop,path_fly_mid_small_039,7.0,2210010131.0,Dash,2210010131.0,Dash,2210010131.0,Dash,2210010131.0,Dash,21,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CE004
6504014,wave_eventdungeon_015,Campaign,90,5,True,False,point_grd_simulation_002,point_fly_simulation_002,sbg_simulation_002,Simulation,Day,ibg_simulation_001,3320020131,path_grd_close_small_051,3220050131,Dash,3220050131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,path_grd_mid_elite1_802,7.0,3120010131.0,Jump,3120010131.0,Jump,3220070131.0,Drop,3320020231.0,Drop,path_grd_mid_small_049,4.0,3220050131.0,Drop,3220070131.0,Drop,3220050131.0,Drop,3220070131.0,Drop,path_grd_close_small_042,11.0,3120010131.0,Dash,3120010131.0,Dash,3120010131.0,Dash,3120010131.0,Dash,path_grd_mid_elite1_802,0.0,3220050131.0,Dash,3220050131.0,Dash,3220070131.0,Drop,3320020131.0,Drop,18,24,0,path_grd_close_small_069,3220050131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,2220040131.0,Dash,5.0,,,,,,,,,,,,,,,,,,,,,CE004
6504015,wave_eventdungeon_015,Campaign,90,5,True,False,point_grd_simulation_002,point_fly_simulation_002,sbg_simulation_002,Simulation,Day,ibg_simulation_001,1320040131,path_grd_close_small_001,1220020131,Drop,1220020131.0,Drop,1220030131.0,Dash,1220030131.0,Dash,path_grd_mid_elite1_802,7.0,1120010131.0,Jump,1120010131.0,Jump,1220020131.0,Drop,2320050231.0,Drop,path_fly_mid_small_053,6.0,1210020131.0,Dash,1210020131.0,Dash,1210020131.0,Dash,1210040131.0,Dash,path_grd_mid_special_065,0.0,1120010131.0,Dash,1120010131.0,Dash,1220030131.0,Drop,1320040131.0,Drop,path_grd_far_small_071,11.0,1220040131.0,Dash,1220040131.0,Dash,1220040131.0,Dash,3220020131.0,Dash,6,30,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CE004
6504016,wave_eventdungeon_015,Campaign,90,5,True,False,point_grd_simulation_003,point_fly_simulation_003,sbg_simulation_003,Simulation,Day,ibg_simulation_001,1320060131,path_grd_mid_small_055,2220010131,Drop,2220010131.0,Drop,2220010131.0,Drop,2220040131.0,Drop,path_grd_close_elite1_801,7.0,2220010131.0,Dash,2220010131.0,Dash,1220050131.0,Drop,1320060231.0,Drop,path_grd_close_small_010,,2220010131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,2220040131.0,Dash,path_grd_close_elite1_801,0.0,2220010131.0,Dash,2220010131.0,Dash,2220040131.0,Drop,1320060131.0,Drop,path_grd_mid_small_073,6.0,2220010131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,2220040131.0,Dash,24,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CE004
6504017,wave_eventdungeon_015,Campaign,90,5,True,False,point_grd_simulation_002,point_fly_simulation_002,sbg_simulation_002,Simulation,Day,ibg_simulation_001,1320040131,path_grd_mid_small_049,3220050131,Drop,3220050131.0,Drop,3220050131.0,Drop,1320040231.0,Drop,path_grd_far_small_071,7.0,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,2220040131.0,Dash,path_grd_mid_small_012,,3220050131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,3220020131.0,Dash,path_grd_mid_small_055,0.0,2220030131.0,Drop,2220030131.0,Drop,2220030131.0,Drop,1320040131.0,Drop,path_grd_far_special_066,,2220030131.0,Dash,2220030131.0,Dash,3220060131.0,Drop,3220060131.0,Drop,0,18,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CE004
6504018,wave_eventdungeon_015,Campaign,90,5,True,False,point_grd_simulation_001,point_fly_simulation_001,sbg_simulation_001,Simulation,Day,ibg_simulation_001,1320060131,path_grd_far_small_059,3220040131,Dash,3220040131.0,Dash,3220040131.0,Dash,2220040131.0,Dash,path_grd_mid_elite1_802,7.0,3220040131.0,Drop,3220040131.0,Drop,1220050131.0,Dash,1320060231.0,Dash,path_fly_mid_small_005,,3210020131.0,Dash,3210020131.0,Dash,3210030131.0,Dash,3310050231.0,Dash,path_grd_mid_elite1_802,0.0,3220040131.0,Dash,3220040131.0,Dash,2220040131.0,Drop,2320030231.0,Drop,path_grd_far_small_074,10.0,3220040131.0,Dash,2220040131.0,Dash,3220040131.0,Dash,1320060131.0,Dash,0,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CE004
6504019,wave_eventdungeon_015,Campaign,90,5,True,False,point_grd_simulation_003,point_fly_simulation_003,sbg_simulation_003,Simulation,Day,ibg_simulation_001,3320020131,path_grd_mid_small_055,1220060131,Drop,1220060131.0,Drop,1220060131.0,Drop,2220040131.0,Drop,path_grd_far_elite1_803,7.0,1220060131.0,Dash,1220060131.0,Dash,3220070131.0,Dash,1320010231.0,Dash,path_fly_mid_small_030,,1210020131.0,Dash,1210020131.0,Dash,3210020131.0,Dash,3210020131.0,Dash,path_grd_far_elite1_803,0.0,3220040131.0,Dash,3220040131.0,Dash,2220040131.0,Drop,3320020131.0,Drop,path_grd_mid_small_043,6.0,1220060131.0,Jump,1220060131.0,Jump,1220060131.0,Jump,3220020131.0,Dash,0,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CE004
6504020,wave_eventdungeon_015,Campaign,90,5,True,False,point_grd_simulation_002,point_fly_simulation_002,sbg_simulation_002,Simulation,Day,ibg_simulation_001,3310040131,path_grd_close_small_004,2220010131,Jump,1120010131.0,Jump,2220010131.0,Jump,1120010131.0,Jump,path_fly_mid_special_016,,3110010131.0,Drop,3210020131.0,Drop,3210030131.0,Drop,3310040231.0,Drop,path_grd_mid_special_025,10.0,2220010131.0,Jump,1120010131.0,Jump,2220030131.0,Jump,2220040131.0,Jump,path_fly_far_special_045,0.0,3110010131.0,Drop,3210020131.0,Drop,3210030131.0,Drop,3310040131.0,Drop,path_grd_close_small_048,9.0,3220020131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,12,45,15,path_grd_mid_special_065,2220010131.0,Drop,2220030131.0,Drop,1120010131.0,Drop,3220020131.0,Drop,8.0,,,,,,,,,,,,,,,,,,,,,CE004
6504021,wave_eventdungeon_015,Campaign,90,5,True,False,point_grd_simulation_003,point_fly_simulation_003,sbg_simulation_003,Simulation,Day,ibg_simulation_001,3310050131,path_fly_mid_small_018,2210020131,Dash,2210020131.0,Dash,2210020131.0,Dash,2210020131.0,Dash,path_fly_mid_elite1_802,,2210020131.0,Drop,2210020131.0,Drop,2210020131.0,Drop,3310050231.0,Drop,path_fly_mid_small_050,8.0,2210020131.0,Dash,2210020131.0,Dash,2210020131.0,Dash,3210030131.0,Dash,path_fly_mid_elite1_802,0.0,2210020131.0,Drop,2210020131.0,Drop,2210020131.0,Drop,3310050131.0,Drop,path_fly_mid_small_050,10.0,2210020131.0,Drop,2310060231.0,Drop,2210020131.0,Drop,3210030131.0,Drop,6,36,0,path_fly_close_small_001,2210020131.0,Dash,2210020131.0,Dash,2210020131.0,Dash,2210020131.0,Dash,5.0,,,,,,,,,,,,,,,,,,,,,CE004
6504022,wave_eventdungeon_015,Campaign,90,5,True,False,point_grd_simulation_001,point_fly_simulation_001,sbg_simulation_001,Simulation,Day,ibg_simulation_001,2310060131,path_grd_mid_small_002,3220050131,Dash,3220050131.0,Dash,1120010131.0,Drop,1120010131.0,Drop,path_fly_mid_small_024,6.0,2210020131.0,Drop,2210020131.0,Drop,2210020131.0,Drop,2310060231.0,Drop,path_grd_close_small_069,8.0,3220050131.0,Drop,3220050131.0,Drop,3220050131.0,Drop,2220040131.0,Drop,path_fly_mid_elite1_802,0.0,1210030131.0,Dash,2210020131.0,Dash,1210030131.0,Drop,2310060131.0,Drop,path_fly_close_small_049,8.0,3210010131.0,Dash,3210010131.0,Dash,3210010131.0,Dash,3210030131.0,Dash,12,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CE004
6504023,wave_eventdungeon_015,Campaign,90,5,True,False,point_grd_greathole_002,point_fly_greathole_002,sbg_greathole_002,GreatHole,Day,ibg_greathole_001,3310050131,path_grd_mid_small_070,2220010131,Drop,2220010131.0,Drop,2220010131.0,Drop,2220040131.0,Jump,path_fly_mid_small_008,7.0,3210010131.0,Dash,3210030131.0,Dash,3210010131.0,Dash,3310050231.0,Dash,path_grd_mid_small_037,7.0,2220010131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,2220040131.0,Dash,path_fly_mid_elite1_802,0.0,1210030131.0,Jump,1210030131.0,Jump,3210030131.0,Drop,3310050231.0,Drop,path_fly_mid_small_030,7.0,3210010131.0,Drop,3210030131.0,Drop,3210010131.0,Drop,3310050131.0,Dash,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CE004
