stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/6/private_monster_count,wave_data/7/private_monster_count,mod_value,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
6250806,wave_tower_pilgrim_009,BaseDefense,60,6,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Pilgrim,ibg_tower_basedefense_001,,path_grd_close_small_036,1220020111,Dash,1220020111.0,Dash,1220020111.0,Dash,1220050111.0,Dash,path_grd_mid_small_040,,1220040111.0,Dash,1220040111.0,Dash,1220040111.0,Dash,1220050111.0,Dash,path_fly_mid_small_053,,1220020111.0,Drop,1220020111.0,Drop,1220020111.0,Drop,3210050111.0,Drop,path_grd_mid_elite1_802,3.0,1220040111.0,Jump,1220040111.0,Jump,1220050111.0,Drop,1320030211.0,Drop,path_grd_mid_small_052,10.0,1220020111.0,Dash,1220020111.0,Dash,1220050111.0,Dash,1220050111.0,Dash,6,54,0,path_fly_mid_elite1_802,8.0,1220040111.0,Dash,1220020111.0,Drop,1220050111.0,Drop,3210050111.0,Drop,path_grd_mid_small_075,1220020111.0,Jump,1220020111.0,Jump,1220050111.0,Jump,1220050111.0,Jump,path_fly_mid_small_033,1220040111.0,Drop,1220040111.0,Drop,1220040111.0,Drop,3210050111.0,Drop,6.0,7.0,normal,path_grd_mid_small_012,12.0,1220040111.0,Jump,1220020111.0,Jump,1220050111.0,Drop,1320030211.0,Drop,,,,,,,,,,
6250807,wave_tower_pilgrim_009,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Pilgrim,ibg_tower_001,1320020111.0,path_grd_mid_small_043,3220030111,Dash,3220030111.0,Dash,3220030111.0,Dash,3220030111.0,Dash,path_grd_mid_elite2_808,,3220030111.0,Dash,3220030111.0,Dash,3320050211.0,Drop,1320020211.0,Drop,path_grd_close_small_042,8.0,2220010111.0,Dash,3220030111.0,Dash,2220010111.0,Dash,1220050111.0,Dash,path_grd_mid_small_011,,3220030111.0,Drop,3220030111.0,Drop,1220050111.0,Drop,3220030111.0,Drop,path_grd_mid_elite2_808,0.0,3220030111.0,Dash,3220030111.0,Dash,3320050211.0,Drop,1320020111.0,Drop,6,51,0,path_grd_mid_small_043,10.0,2220010111.0,Dash,3220030111.0,Dash,2220010111.0,Dash,1220050111.0,Dash,path_grd_mid_elite1_802,2220010111.0,Dash,3220030111.0,Dash,3220030111.0,Dash,2320020211.0,Drop,path_grd_mid_small_012,3220030111.0,Drop,3220030111.0,Drop,3220030111.0,Drop,1220050111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,
6250808,wave_tower_pilgrim_009,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Pilgrim,ibg_tower_001,3320020111.0,path_grd_mid_small_005,2220020111,Dash,2220020111.0,Dash,2220020111.0,Dash,2220020111.0,Dash,path_grd_mid_elite2_808,,2220020111.0,Dash,2220020111.0,Dash,3320050211.0,Drop,3320020211.0,Drop,path_grd_mid_small_043,8.0,2220020111.0,Dash,3220070111.0,Dash,2220020111.0,Dash,3220070111.0,Dash,path_grd_mid_small_011,,2220020111.0,Drop,2220020111.0,Drop,2220020111.0,Drop,2220020111.0,Drop,path_grd_mid_elite2_808,0.0,2220020111.0,Dash,2220020111.0,Dash,3320050211.0,Drop,3320020111.0,Drop,0,57,0,path_grd_mid_small_043,10.0,2220020111.0,Dash,3220070111.0,Dash,2220020111.0,Dash,3220070111.0,Dash,path_grd_mid_elite1_802,2220020111.0,Dash,3220070111.0,Dash,2220020111.0,Dash,2320020211.0,Drop,path_grd_mid_small_012,3220070111.0,Drop,3220070111.0,Drop,2220020111.0,Drop,2220020111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,
6250809,wave_tower_pilgrim_009,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Pilgrim,ibg_tower_001,3320070111.0,path_fly_mid_small_018,1210030111,Jump,1210030111.0,Jump,1210030111.0,Jump,1210030111.0,Jump,path_grd_mid_elite1_802,5.0,2220030111.0,Dash,3220090111.0,Dash,2220040111.0,Drop,3320080211.0,Drop,path_grd_mid_small_034,10.0,3320070211.0,Drop,2220030111.0,Dash,1220040111.0,Dash,2220030111.0,Dash,path_fly_mid_small_036,,1210030111.0,Drop,1210030111.0,Drop,1210030111.0,Drop,1210030111.0,Drop,path_grd_mid_elite2_805,0.0,2220030111.0,Dash,3220090111.0,Dash,3320080211.0,Drop,3320080211.0,Drop,0,48,6,path_grd_far_small_035,10.0,3320070111.0,Drop,2220030111.0,Dash,2220030111.0,Dash,2220040111.0,Dash,path_fly_mid_small_002,1210030111.0,Dash,1210030111.0,Dash,1210030111.0,Dash,1210030111.0,Dash,path_grd_mid_small_008,3220090111.0,Drop,2220030111.0,Drop,2220030111.0,Drop,3220090111.0,Drop,6.0,,,,,,,,,,,,,,,,,,,,,,
6250810,wave_tower_pilgrim_009,Campaign,180,7,False,True,point_grd_tower_003,point_fly_tower_003,sbg_tower_003_midclear,Tower,Pilgrim,ibg_tower_001,2421040111.0,path_grd_mid_centurion_901,2421040111,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250811,wave_tower_pilgrim_009,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Pilgrim,ibg_tower_001,2310040141.0,path_fly_mid_small_018,3210020141,Jump,3210020141.0,Jump,3210020141.0,Jump,3210020141.0,Jump,path_grd_mid_elite1_802,,3220050141.0,Drop,3220050141.0,Drop,2220050141.0,Drop,2320030241.0,Drop,path_grd_mid_small_070,,2220010141.0,Drop,2220010141.0,Drop,3220020141.0,Drop,2220010141.0,Drop,path_fly_mid_small_033,7.0,3210020141.0,Drop,3210020141.0,Drop,3210020141.0,Drop,3210040141.0,Drop,path_fly_mid_elite1_802,0.0,2210010141.0,Dash,2210010141.0,Dash,1210040141.0,Drop,2310040141.0,Drop,0,45,0,path_grd_mid_elite1_802,8.0,2120010141.0,Drop,2220010141.0,Drop,3220020141.0,Drop,2220050141.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250812,wave_tower_pilgrim_009,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Pilgrim,ibg_tower_001,2310020141.0,path_grd_close_small_007,2220020141,Drop,2220020141.0,Drop,1220050141.0,Drop,1320030241.0,Drop,path_fly_mid_small_036,4.0,2210020141.0,Dash,2210020141.0,Dash,2210020141.0,Dash,2210020141.0,Dash,path_fly_close_special_044,6.0,3210040141.0,Drop,3210040141.0,Drop,3210010141.0,Drop,3210030141.0,Drop,path_grd_mid_elite1_802,0.0,2120010141.0,Dash,2120010141.0,Dash,1220050141.0,Drop,3320060241.0,Drop,path_fly_close_special_046,10.0,2110010141.0,Dash,2110010141.0,Dash,3210040141.0,Drop,2310020141.0,Drop,42,15,0,path_fly_close_small_035,3.0,3210040141.0,Dash,3210040141.0,Dash,3210040141.0,Dash,3210040141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250813,wave_tower_pilgrim_009,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Pilgrim,ibg_tower_001,2320050141.0,path_grd_close_small_048,1220040141,Drop,1220040141.0,Drop,1220040141.0,Drop,2320050241.0,Drop,path_grd_close_small_069,,1220040141.0,Dash,1220040141.0,Dash,1220040141.0,Dash,1220050141.0,Drop,path_fly_mid_small_039,4.0,3210040141.0,Dash,3210040141.0,Dash,3210040141.0,Dash,3210040141.0,Dash,path_grd_close_elite1_801,0.0,3120010141.0,Dash,3120010141.0,Dash,1220050141.0,Drop,2320010241.0,Drop,path_grd_close_special_064,6.0,2120010141.0,Dash,2120010141.0,Dash,1220050141.0,Drop,2320050141.0,Drop,42,6,0,path_grd_close_small_042,3.0,1220050141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250814,wave_tower_pilgrim_009,Defense,90,7,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Pilgrim,ibg_tower_defense_001,,path_grd_mid_small_037,3220050141,Normal,3220050141.0,Normal,3220050141.0,Normal,3220050141.0,Normal,path_fly_mid_small_008,8.0,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,path_grd_close_special_024,,3220050141.0,Dash,3220050141.0,Normal,2120010141.0,Drop,2220040141.0,Dash,path_fly_mid_small_033,6.0,3210010141.0,Normal,3210010141.0,Normal,3210010141.0,Normal,2310050241.0,Normal,path_fly_mid_special_016,12.0,2110010141.0,Drop,3210010141.0,Dash,2220040141.0,Drop,3310050241.0,Dash,15,63,0,path_grd_mid_small_037,10.0,3220050141.0,Normal,3220050141.0,Normal,3220050141.0,Normal,3220050141.0,Normal,path_grd_mid_small_076,3220050141.0,Dash,3220050141.0,Dash,2220040141.0,Dash,2220040141.0,Dash,path_fly_mid_elite1_802,3210010141.0,Drop,3210010141.0,Drop,2220040141.0,Dash,2310050241.0,Normal,10.0,,20,path_fly_mid_elite1_802,15.0,3210010141.0,Drop,3210010141.0,Drop,2220040141.0,Drop,3310050241.0,Drop,,,,,,,,,,
6250815,wave_tower_pilgrim_009,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Pilgrim,ibg_tower_001,1320030141.0,path_grd_mid_small_002,1220060141,Dash,1220060141.0,Dash,1220060141.0,Dash,3220080141.0,Drop,path_grd_close_small_072,4.0,1220060141.0,Dash,1220060141.0,Dash,1220060141.0,Dash,3220080141.0,Drop,path_grd_mid_small_034,10.0,1220060141.0,Dash,1220060141.0,Dash,1320030241.0,Drop,1320040241.0,Drop,path_grd_close_small_042,3.0,3220080141.0,Drop,3220080141.0,Drop,3220080141.0,Drop,3220080141.0,Drop,path_grd_close_small_042,0.0,3220080141.0,Drop,3220080141.0,Drop,3220080141.0,Drop,3220080141.0,Drop,24,27,0,path_grd_mid_elite2_805,,1220060141.0,Dash,1220060141.0,Dash,1320040241.0,Drop,1320030141.0,Drop,path_grd_mid_small_043,1220060141.0,Dash,3220080141.0,Drop,1220060141.0,Dash,1220060141.0,Dash,path_grd_close_small_045,1220060141.0,Dash,1220060141.0,Dash,1220060141.0,Dash,3220080141.0,Drop,6.0,9.0,,,,,,,,,,,,,,,,,,,,,
6250816,wave_tower_pilgrim_009,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Pilgrim,ibg_tower_001,2320070141.0,path_grd_mid_special_065,3120010141,Dash,3120010141.0,Dash,2220020141.0,Drop,2320070241.0,Drop,path_grd_far_small_074,12.0,2220020141.0,Dash,2220020141.0,Dash,2220020141.0,Dash,2220040141.0,Dash,path_fly_mid_small_005,,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,3210030141.0,Dash,path_fly_mid_elite1_802,0.0,3210010141.0,Dash,3210010141.0,Dash,3210030141.0,Drop,2310010241.0,Drop,path_grd_far_small_071,7.0,2220020141.0,Dash,2220020141.0,Dash,3220060141.0,Dash,2320070141.0,Jump,0,30,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250817,wave_tower_pilgrim_009,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Pilgrim,ibg_tower_001,2310050141.0,path_grd_mid_small_043,3220060141,Dash,2220050141.0,Dash,3220060141.0,Dash,2220050141.0,Dash,path_fly_close_elite2_804,,2210010141.0,Dash,2210010141.0,Dash,2310050241.0,Drop,2310050241.0,Drop,path_grd_mid_small_052,,3220060141.0,Jump,3220060141.0,Jump,3220060141.0,Jump,3220060141.0,Jump,path_grd_close_elite2_804,0.0,2220020141.0,Jump,2220020141.0,Jump,3320030241.0,Drop,3320030241.0,Drop,path_fly_close_small_029,10.0,2210010141.0,Drop,2210010141.0,Drop,2210010141.0,Drop,2310050141.0,Drop,24,18,6,path_grd_mid_small_043,5.0,3220060141.0,Dash,3220060141.0,Dash,3220060141.0,Dash,3220060141.0,Dash,path_grd_far_small_044,2220020141.0,Dash,2220050141.0,Dash,2220020141.0,Dash,2220050141.0,Dash,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,
6250818,wave_tower_pilgrim_009,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Pilgrim,ibg_tower_001,1320040141.0,path_grd_mid_small_005,3220010141,Dash,3220010141.0,Dash,3220010141.0,Dash,2220040141.0,Dash,path_grd_mid_small_070,,2220010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,1320060241.0,Drop,path_fly_close_elite1_801,,2210020141.0,Dash,2210020141.0,Dash,2210040141.0,Drop,1310040241.0,Drop,path_fly_close_small_029,0.0,2210020141.0,Dash,2210020141.0,Dash,2210040141.0,Drop,1310040241.0,Drop,path_grd_close_elite2_807,,3220010141.0,Jump,3220010141.0,Jump,1320060241.0,Drop,1320040141.0,Drop,24,24,0,path_grd_mid_small_040,5.0,2220010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,2220040141.0,Dash,path_fly_mid_small_039,2210020141.0,Dash,2210040141.0,Dash,2210020141.0,Dash,2210040141.0,Dash,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,
6250819,wave_tower_pilgrim_009,BaseDefense,60,7,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Pilgrim,ibg_tower_basedefense_001,,path_grd_far_elite1_803,1220060141,Drop,1220030141.0,Drop,2220040141.0,Drop,3320020241.0,Drop,path_grd_mid_elite2_808,3.0,1220050141.0,Drop,1220030141.0,Drop,2220040141.0,Drop,3320020241.0,Drop,path_fly_mid_small_024,6.0,1220050141.0,Drop,1220060141.0,Drop,1220060141.0,Drop,3210050141.0,Drop,path_grd_far_elite2_806,2.0,3220070141.0,Dash,2220040141.0,Dash,3320020241.0,Drop,3320020241.0,Drop,path_fly_mid_small_024,,1220050141.0,Drop,1220050141.0,Drop,1220030141.0,Drop,3210050141.0,Drop,0,42,18,path_grd_mid_small_070,5.0,1220050141.0,Dash,3220070141.0,Dash,3220070141.0,Dash,2220040141.0,Normal,path_grd_mid_small_075,1220050141.0,Jump,2220040141.0,Jump,1220050141.0,Jump,2220040141.0,Jump,path_fly_mid_elite2_805,3220070141.0,Drop,1220060141.0,Drop,3210050141.0,Drop,3320020141.0,Drop,6.0,,normal,,,,,,,,,,,,,,,,,,,,
6250820,wave_tower_pilgrim_009,Campaign,180,5,False,False,point_grd_stormbringer_01,point_fly_stormbringer_01,sbg_greathole_sky_001,CityForest,Day,ibg_greathole_001,2510010141.0,b_fly_stormbringer_01,2510010141,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250821,wave_tower_pilgrim_009,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Pilgrim,ibg_tower_001,2310060121.0,path_grd_mid_small_005,1220040121,Dash,1220040121.0,Dash,1220040121.0,Dash,1220040121.0,Dash,path_fly_mid_special_016,7.0,1110010121.0,Drop,1110010121.0,Drop,2210010121.0,Drop,2310060221.0,Drop,path_fly_far_small_031,,1210010121.0,Drop,1210010121.0,Drop,1210010121.0,Drop,1210040121.0,Drop,path_fly_mid_elite2_805,0.0,1210010121.0,Jump,1210010121.0,Jump,1210010121.0,Drop,2310060121.0,Drop,path_grd_far_small_044,,3220060121.0,Dash,2220040121.0,Dash,3220060121.0,Dash,2220040121.0,Dash,0,30,27,path_fly_far_special_048,8.0,3110010121.0,Jump,3110010121.0,Jump,3110010121.0,Jump,1210010121.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250822,wave_tower_pilgrim_009,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Pilgrim,ibg_tower_001,2320050121.0,path_grd_mid_special_025,1120010121,Jump,1120010121.0,Jump,3220050121.0,Drop,2320050221.0,Drop,path_fly_mid_small_030,10.0,1210020121.0,Drop,1210020121.0,Drop,1210020121.0,Drop,3210040121.0,Drop,path_grd_close_small_013,4.0,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,path_grd_mid_elite1_802,0.0,3220050121.0,Dash,3220050121.0,Dash,1220050121.0,Drop,1320030221.0,Drop,path_grd_mid_special_025,6.0,3120010121.0,Dash,3120010121.0,Dash,1220050121.0,Drop,2320050121.0,Dash,6,51,0,path_grd_mid_small_043,3.0,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,2220040121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250823,wave_tower_pilgrim_009,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Pilgrim,ibg_tower_001,2310010121.0,path_grd_mid_small_070,2220010121,Drop,2220010121.0,Drop,2220010121.0,Drop,2220040121.0,Jump,path_fly_mid_small_008,7.0,3210010121.0,Dash,3210030121.0,Dash,3210010121.0,Dash,2310010221.0,Dash,path_grd_close_small_036,7.0,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,2220040121.0,Dash,path_grd_mid_elite1_802,0.0,2220010121.0,Jump,2220010121.0,Jump,2220040121.0,Drop,1320020221.0,Drop,path_fly_mid_small_030,7.0,3210010121.0,Drop,3210030121.0,Drop,3210010121.0,Drop,2310010121.0,Dash,6,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250824,wave_tower_pilgrim_009,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Pilgrim,ibg_tower_001,2310050121.0,path_grd_close_elite1_801,3220030121,Dash,3220030121.0,Dash,2220040121.0,Jump,2320030221.0,Jump,path_grd_mid_small_012,7.0,1220060121.0,Dash,1220060121.0,Dash,3220020121.0,Dash,1220060121.0,Dash,path_fly_mid_small_027,7.0,1210020121.0,Dash,2210040121.0,Dash,1210020121.0,Dash,3210030121.0,Dash,path_grd_mid_small_012,0.0,1220060121.0,Dash,1220060121.0,Dash,1220060121.0,Dash,2320030221.0,Dash,path_fly_mid_elite1_802,7.0,1210020121.0,Dash,1210020121.0,Dash,1210040121.0,Drop,2310050121.0,Drop,9,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250825,wave_tower_pilgrim_009,Defense,90,8,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Pilgrim,ibg_tower_defense_001,,path_grd_mid_elite1_802,3220050121,Normal,3220050121.0,Normal,1220050121.0,Drop,2320020221.0,Drop,path_fly_mid_small_027,12.0,2210020121.0,Normal,3210040121.0,Drop,2210020121.0,Normal,3210050121.0,Drop,path_grd_mid_special_025,,3220050121.0,Normal,1120010121.0,Drop,1220050121.0,Drop,1220050121.0,Drop,path_fly_mid_small_008,,2210020121.0,Normal,2210020121.0,Normal,2210020121.0,Normal,2210020121.0,Normal,path_grd_mid_elite2_805,2.0,3220050121.0,Dash,1220050121.0,Dash,3320010221.0,Normal,2320020121.0,Drop,6,69,0,path_fly_close_small_026,,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,3210050121.0,Drop,path_grd_mid_elite1_802,1220050121.0,Dash,3220050121.0,Normal,3220050121.0,Dash,1220050121.0,Drop,path_grd_mid_small_075,3220050121.0,Dash,3220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,10.0,10.0,20,path_fly_mid_elite3_814,,3220050121.0,Drop,3210050121.0,Drop,3320010221.0,Drop,2320020221.0,Drop,,,,,,,,,,
6250826,wave_tower_pilgrim_009,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Pilgrim,ibg_tower_001,3320050121.0,path_grd_close_small_051,3220050121,Dash,3220050121.0,Dash,3220050121.0,Jump,2220040121.0,Jump,path_grd_mid_small_068,7.0,2220010121.0,Dash,2220020121.0,Dash,3220020121.0,Dash,2320020221.0,Drop,path_fly_far_small_003,7.0,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,1210040121.0,Dash,path_fly_close_elite1_801,0.0,2210020121.0,Jump,2210020121.0,Jump,2210020121.0,Drop,2310050221.0,Drop,path_grd_close_small_067,10.0,3220050121.0,Jump,3220050121.0,Jump,3220050121.0,Jump,3320050121.0,Dash,21,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250827,wave_tower_pilgrim_009,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Pilgrim,ibg_tower_001,1320030121.0,path_grd_far_small_056,3220070121,Dash,3220070121.0,Dash,3220070121.0,Dash,3320020221.0,Drop,path_grd_mid_elite1_802,,1220060121.0,Dash,1220060121.0,Dash,3220050121.0,Drop,2320010221.0,Drop,path_grd_close_small_048,,3220050121.0,Drop,3220050121.0,Drop,3220050121.0,Drop,3220020121.0,Drop,path_fly_close_small_029,10.0,3210020121.0,Jump,3210020121.0,Jump,3210020121.0,Jump,3210020121.0,Jump,path_grd_far_elite1_803,0.0,3220050121.0,Dash,3220050121.0,Dash,3220070121.0,Drop,3320020221.0,Drop,36,9,21,path_grd_close_elite2_807,10.0,1220060121.0,Jump,3220050121.0,Dash,1320030121.0,Drop,2320010221.0,Drop,path_grd_far_small_044,3220070121.0,Dash,3220070121.0,Dash,3220070121.0,Dash,3220070121.0,Dash,path_grd_close_special_024,3120010121.0,Jump,3120010121.0,Jump,1220060121.0,Drop,1220060121.0,Drop,6.0,14.0,,,,,,,,,,,,,,,,,,,,,
6250828,wave_tower_pilgrim_009,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Pilgrim,ibg_tower_001,2320050121.0,path_fly_mid_small_036,1210030121,Dash,1210030121.0,Dash,2210040121.0,Dash,2210040121.0,Dash,path_grd_close_elite2_804,,3220040121.0,Dash,3220040121.0,Dash,2320050221.0,Jump,2320050221.0,Jump,path_fly_close_small_049,,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,2210040121.0,Dash,path_fly_mid_small_030,10.0,2210040121.0,Drop,2210040121.0,Drop,2210040121.0,Drop,1210040121.0,Drop,path_fly_mid_elite1_802,0.0,1210030121.0,Jump,1210030121.0,Jump,2210040121.0,Drop,1310040221.0,Drop,30,27,0,path_grd_close_elite2_807,10.0,3220040121.0,Dash,3220040121.0,Dash,1320030221.0,Drop,2320050121.0,Drop,path_fly_mid_small_008,1210030121.0,Dash,2210040121.0,Dash,1210030121.0,Dash,2210040121.0,Dash,path_fly_close_small_004,1210030121.0,Dash,2210040121.0,Dash,1210030121.0,Dash,2210040121.0,Dash,8.0,10.0,,,,,,,,,,,,,,,,,,,,,
