stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_path,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/1/private_monster_count,wave_data/3/private_monster_count,wave_data/6/wave_path,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/2/private_monster_count,wave_data/5/private_monster_count,wave_data/6/private_monster_count,mod_value,wave_data/7/wave_path,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/7/private_monster_count,wave_data/9/wave_path,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
6006025,wave_campaign_normal_002,Campaign,90,5,True,False,point_grd_iceland_003,point_fly_iceland_003,sbg_iceland_003,IceLand,Day,ibg_iceland_001,3310010111.0,path_fly_close_small_029,3210030111,Drop,3210010111.0,Drop,3210030111.0,Drop,3210030111.0,Drop,path_grd_far_small_050,3220070111.0,Jump,3220040111.0,Jump,3220040111.0,Jump,3320010211.0,Drop,path_fly_close_small_007,3210010111.0,Jump,2210020111.0,Jump,3210030111.0,Jump,3210030111.0,Jump,path_grd_close_small_057,2220010111.0,Drop,2220010111.0,Drop,2220010111.0,Drop,2220010111.0,Drop,path_fly_mid_small_008,0.0,1210030111.0,Drop,1210030111.0,Drop,1210030111.0,Drop,3310010111.0,Drop,path_fly_far_small_022,1210010111.0,Jump,1210010111.0,Jump,1210030111.0,Jump,1210030111.0,Jump,18,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6006026,wave_campaign_normal_002,Campaign,90,5,True,False,point_grd_iceland_002,point_fly_iceland_002,sbg_iceland_002,IceLand,Day,ibg_iceland_001,2320010111.0,path_grd_mid_small_002,3220070111,Jump,3220070111.0,Jump,3220050111.0,Jump,3220050111.0,Jump,path_fly_close_small_020,1210010111.0,Dash,1210010111.0,Dash,3210010111.0,Dash,3310020211.0,Dash,path_grd_mid_small_011,1220010111.0,Drop,1220010111.0,Drop,3220040111.0,Drop,3320040211.0,Drop,path_fly_far_small_022,1210010111.0,Jump,1210010111.0,Jump,1210030111.0,Jump,1210030111.0,Jump,path_fly_far_small_028,,3210010111.0,Dash,3210010111.0,Dash,3210010111.0,Dash,3210010111.0,Dash,path_grd_mid_small_058,1220020111.0,Drop,1220020111.0,Drop,1220020111.0,Drop,2320010111.0,Drop,6,32,13,,,path_grd_close_special_064,1120010111.0,Jump,1120010111.0,Jump,1120010111.0,Jump,1120010111.0,Jump,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6006027,wave_campaign_normal_002,Defense,90,9,True,True,point_grd_iceland_001_rightclear,point_fly_iceland_001_rightclear,sbg_iceland_001_rightclear,IceLand,Day,ibg_iceland_defense_001,,path_grd_close_small_036,2220020111,Dash,2220020111.0,Dash,2220020111.0,Dash,2220020111.0,Dash,path_grd_mid_small_005,2220010111.0,Drop,2220010111.0,Drop,2220010111.0,Drop,3220020111.0,Drop,path_grd_close_special_024,2120010111.0,Drop,2120010111.0,Drop,2220010111.0,Dash,2220050111.0,Dash,path_grd_close_small_067,3220070111.0,Jump,3220070111.0,Jump,2220050111.0,Dash,3320050211.0,Drop,path_grd_mid_special_025,10.0,2120010111.0,Drop,2120010111.0,Drop,3220020111.0,Dash,3220020111.0,Dash,path_grd_mid_small_037,2220010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,36,33,0,12.0,4.0,path_grd_mid_small_076,2220010111.0,Dash,2220050111.0,Dash,2220010111.0,Dash,2220050111.0,Dash,,,9.0,20,path_grd_close_elite1_801,3220070111.0,Dash,3220070111.0,Dash,3220020111.0,Drop,2320020111.0,Drop,,,,,,,,,,,,,,,,,,,,
6006028,wave_campaign_normal_002,Defense,90,9,True,True,point_grd_iceland_001_rightclear,point_fly_iceland_001_rightclear,sbg_iceland_001_rightclear,IceLand,Day,ibg_iceland_defense_001,,path_grd_mid_small_037,3220050111,Jump,3220050111.0,Jump,3220050111.0,Jump,3220050111.0,Jump,path_grd_far_small_044,3220060111.0,Dash,3220060111.0,Dash,3220060111.0,Dash,3220060111.0,Dash,path_grd_mid_special_025,1120010111.0,Drop,1120010111.0,Drop,3220050111.0,Drop,2220050111.0,Drop,path_fly_mid_elite1_802,1210010111.0,Dash,1210010111.0,Dash,3210030111.0,Drop,3310030211.0,Drop,path_grd_far_small_038,10.0,3220060111.0,Jump,3220060111.0,Jump,3220060111.0,Jump,3220060111.0,Jump,path_grd_close_special_064,1120010111.0,Jump,1120010111.0,Jump,3220050111.0,Dash,3220020111.0,Dash,15,45,12,12.0,4.0,path_grd_mid_small_075,3220050111.0,Jump,3220020111.0,Dash,3220050111.0,Jump,3220020111.0,Dash,,,14.0,20,path_fly_mid_elite1_802,1210010111.0,Jump,1210010111.0,Jump,1210040111.0,Normal,3310030111.0,Normal,,,,,,,,,,,,,,,,,,,,
6006029,wave_campaign_normal_002,Defense,90,10,True,True,point_grd_iceland_001_rightclear,point_fly_iceland_001_rightclear,sbg_iceland_001_rightclear,IceLand,Day,ibg_iceland_defense_001,,path_grd_mid_elite1_802,3220040111,Dash,3220040111.0,Dash,3220020111.0,Dash,1320030211.0,Drop,path_fly_close_small_041,3210040111.0,Drop,3210040111.0,Drop,3210040111.0,Drop,3210040111.0,Drop,path_grd_mid_special_025,1120010111.0,Jump,1120010111.0,Jump,3220050111.0,Jump,2220040111.0,Jump,path_grd_close_small_036,1220050111.0,Dash,1220050111.0,Dash,1220050111.0,Dash,1220050111.0,Dash,path_grd_mid_elite2_805,,3220050111.0,Dash,3220050111.0,Dash,2320050211.0,Drop,2320050111.0,Drop,path_grd_close_small_036,1220050111.0,Jump,1220050111.0,Jump,1220050111.0,Jump,2320040211.0,Jump,24,63,0,12.0,14.0,path_fly_mid_special_047,3110010111.0,Dash,3110010111.0,Dash,3210040111.0,Drop,3210030111.0,Drop,7.0,6.0,,20,path_grd_mid_small_075,3220050111.0,Dash,2220040111.0,Dash,3220050111.0,Dash,2220040111.0,Dash,path_fly_close_small_001,12.0,3210040111.0,Drop,3210040111.0,Drop,3210040111.0,Drop,2310030211.0,Normal,,path_fly_mid_elite2_805,3220050111.0,Drop,3220050111.0,Drop,2320050211.0,Normal,3320070211.0,Drop
6006030,wave_campaign_normal_002,Campaign,90,5,True,False,point_grd_iceland_001,point_fly_iceland_001,sbg_iceland_001,IceLand,Day,ibg_iceland_001,1320010111.0,path_fly_mid_small_036,1210020111,Jump,1210020111.0,Jump,1210020111.0,Jump,3310010211.0,Jump,path_grd_close_small_013,3220070111.0,Jump,3220070111.0,Jump,1220010111.0,Jump,1220010111.0,Jump,path_fly_close_small_007,3210030111.0,Drop,3210030111.0,Drop,1210010111.0,Drop,1210010111.0,Drop,path_grd_close_small_060,3220060111.0,Drop,3220060111.0,Drop,1220010111.0,Drop,1220010111.0,Drop,path_grd_mid_small_005,0.0,2220010111.0,Jump,2220010111.0,Jump,2220010111.0,Jump,1320010111.0,Drop,path_grd_close_small_060,3220060111.0,Drop,3220060111.0,Drop,1220010111.0,Drop,1220010111.0,Drop,24,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6006031,wave_campaign_normal_002,Campaign,90,5,True,False,point_grd_iceland_004,point_fly_iceland_004,sbg_iceland_004,IceLand,Day,ibg_iceland_001,3310010111.0,path_grd_far_small_050,3220050111,Drop,3220050111.0,Drop,1220010111.0,Drop,1220010111.0,Drop,path_fly_far_small_037,1210010111.0,Drop,1210010111.0,Drop,1210010111.0,Drop,1310010211.0,Drop,path_grd_mid_small_011,3220020111.0,Jump,3220020111.0,Jump,3220070111.0,Jump,3220070111.0,Jump,path_fly_far_small_022,1210020111.0,Jump,1210020111.0,Jump,3210020111.0,Jump,3210020111.0,Jump,path_fly_close_special_046,0.0,1110010111.0,Dash,1110010111.0,Dash,1110010111.0,Dash,3310010111.0,Dash,path_fly_far_small_022,1210020111.0,Jump,1210020111.0,Jump,3210020111.0,Jump,3210020111.0,Jump,15,10,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6006032,wave_campaign_normal_002,Campaign,90,7,True,False,point_grd_iceland_002,point_fly_iceland_002,sbg_iceland_002,IceLand,Day,ibg_iceland_001,3320020111.0,path_fly_mid_small_030,1210010111,Drop,1210010111.0,Drop,1210010111.0,Drop,3210030111.0,Drop,path_grd_mid_elite2_805,2220020111.0,Dash,2220020111.0,Dash,3320020211.0,Drop,3320020211.0,Drop,path_grd_far_special_066,2220020111.0,Dash,3220070111.0,Dash,3220060111.0,Drop,3220060111.0,Drop,path_fly_mid_small_039,1210010111.0,Drop,1210010111.0,Drop,1210010111.0,Drop,1210010111.0,Drop,path_grd_mid_elite2_808,0.0,3220070111.0,Dash,3220070111.0,Dash,2320020211.0,Drop,3320020111.0,Drop,path_fly_mid_small_050,1210010111.0,Dash,1210010111.0,Dash,1210010111.0,Dash,3210030111.0,Dash,0,30,27,5.0,10.0,path_grd_far_small_044,3220060111.0,Dash,3220060111.0,Dash,3220070111.0,Dash,3220070111.0,Dash,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6006033,wave_campaign_normal_002,Campaign,90,5,True,False,point_grd_iceland_004,point_fly_iceland_004,sbg_iceland_004,IceLand,Day,ibg_iceland_001,1320060111.0,path_fly_close_small_029,3210010111,Normal,3210010111.0,Normal,3210030111.0,Normal,3210030111.0,Normal,path_grd_close_small_013,3220050111.0,Dash,3220050111.0,Dash,2220030111.0,Dash,2320010211.0,Dash,path_fly_close_small_007,2210020111.0,Normal,2210020111.0,Normal,3210030111.0,Jump,1310010211.0,Jump,path_grd_close_small_039,1220010111.0,Jump,1220010111.0,Jump,3220060111.0,Jump,3220060111.0,Jump,path_grd_mid_small_005,0.0,1220010111.0,Dash,1220010111.0,Dash,1220010111.0,Dash,1320060111.0,Drop,path_grd_close_small_039,1220010111.0,Jump,1220010111.0,Jump,3220060111.0,Jump,3220060111.0,Jump,30,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6006034,wave_campaign_normal_002,Campaign,90,5,True,False,point_grd_iceland_007,point_fly_iceland_007,sbg_iceland_007,IceLand,Day,ibg_iceland_001,3310020111.0,path_grd_far_small_003,3220020111,Drop,3220020111.0,Random,3220020111.0,Random,3220020111.0,Random,path_fly_mid_small_021,1210020111.0,Normal,1210020111.0,Normal,3210020111.0,Normal,1310020211.0,Normal,path_grd_close_small_010,3220030111.0,Drop,3220030111.0,Random,3220060111.0,Random,3220050111.0,Random,path_fly_close_small_004,3210030111.0,Drop,3210030111.0,Drop,1210010111.0,Drop,1210010111.0,Drop,path_fly_close_small_001,0.0,2210010111.0,Jump,2210010111.0,Jump,2210010111.0,Jump,3310020111.0,Jump,path_fly_close_small_004,3210030111.0,Drop,3210030111.0,Drop,1210010111.0,Drop,1210010111.0,Drop,24,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6006035,wave_campaign_normal_002,Campaign,180,6,False,False,point_grd_talkertive_01,point_fly_talkertive_01,sbg_iceland_b_001,IceLand,Day,ibg_iceland_001,1520020131.0,b_grd_talkertive_01,1520020131,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6006036,wave_campaign_normal_002,BaseDefense,60,6,True,True,point_grd_iceland_007_midclear,point_fly_iceland_007,sbg_iceland_007_midclear,IceLand,Day,ibg_iceland_basedefense_001,,path_grd_close_small_051,1220020111,Dash,1220020111.0,Dash,1220020111.0,Dash,1220020111.0,Dash,path_grd_mid_small_070,2220030111.0,Jump,2220030111.0,Jump,2220030111.0,Jump,2220050111.0,Drop,path_grd_mid_small_011,2220020111.0,Jump,2220020111.0,Jump,2220020111.0,Jump,2220020111.0,Jump,path_grd_close_small_067,2220020111.0,Dash,2220020111.0,Dash,3220020111.0,Drop,3320050211.0,Drop,path_grd_mid_small_058,7.0,2220030111.0,Dash,2220030111.0,Dash,2220030111.0,Dash,2220050111.0,Dash,path_grd_mid_special_065,1120010111.0,Jump,1120010111.0,Jump,1220020111.0,Drop,3220020111.0,Drop,12,48,0,,3.0,path_grd_mid_small_075,1220020111.0,Dash,1220020111.0,Dash,1220020111.0,Dash,1220020111.0,Dash,,,5.0,normal,path_grd_mid_elite1_802,1220020111.0,Jump,1220020111.0,Jump,3220020111.0,Drop,2320020111.0,Drop,,,,,,,,,,,7.0,,,,,,,,,
6006037,wave_campaign_normal_002,BaseDefense,60,6,True,True,point_grd_iceland_007_midclear,point_fly_iceland_007,sbg_iceland_007_midclear,IceLand,Day,ibg_iceland_basedefense_001,,path_fly_mid_small_050,3210020111,Dash,3210020111.0,Dash,3210020111.0,Dash,3210030111.0,Dash,path_grd_mid_special_065,3120010111.0,Jump,3120010111.0,Jump,3220070111.0,Drop,2220040111.0,Drop,path_grd_far_small_044,1220030111.0,Dash,2220040111.0,Dash,1220030111.0,Dash,2220040111.0,Dash,path_grd_close_elite1_801,1220030111.0,Jump,1220030111.0,Jump,2220040111.0,Drop,1320030211.0,Drop,path_grd_far_small_050,,1220030111.0,Drop,3220070111.0,Drop,1220030111.0,Drop,3220070111.0,Drop,path_grd_mid_special_025,3120010111.0,Jump,3120010111.0,Jump,3220070111.0,Drop,2220040111.0,Drop,9,51,12,8.0,3.0,path_grd_mid_small_075,1220030111.0,Dash,3220070111.0,Dash,1220030111.0,Dash,3220070111.0,Dash,10.0,,5.0,normal,path_grd_mid_elite1_802,1220030111.0,Dash,1220030111.0,Dash,3220070111.0,Drop,1320060111.0,Drop,,,,,,,,,,,7.0,,,,,,,,,
6006038,wave_campaign_normal_002,BaseDefense,60,7,True,True,point_grd_iceland_007_midclear,point_fly_iceland_007,sbg_iceland_007_midclear,IceLand,Day,ibg_iceland_basedefense_001,,path_grd_mid_small_068,2220030111,Dash,2220030111.0,Dash,2220030111.0,Drop,3320030211.0,Drop,path_grd_far_small_053,3220060111.0,Dash,2220050111.0,Dash,3220060111.0,Dash,2220050111.0,Dash,path_grd_mid_special_065,1120010111.0,Dash,1120010111.0,Dash,2220030111.0,Drop,2220050111.0,Drop,path_grd_mid_elite2_808,2220030111.0,Dash,2220030111.0,Dash,3320010211.0,Drop,3320070111.0,Drop,path_fly_far_small_006,,1210010111.0,Dash,1210010111.0,Dash,1210010111.0,Dash,2310030211.0,Drop,path_grd_far_small_044,2220030111.0,Dash,2220030111.0,Dash,2220030111.0,Dash,2220030111.0,Dash,0,45,18,4.0,2.0,path_grd_mid_small_075,3220060111.0,Dash,3220060111.0,Dash,3220060111.0,Dash,2220050111.0,Dash,5.0,,5.0,normal,path_grd_mid_elite1_802,2220030111.0,Jump,2220030111.0,Jump,2220030111.0,Drop,3320030111.0,Drop,,,,,,,,,,,,,,,,,,,,
6006039,wave_campaign_normal_002,Defense,90,10,True,True,point_grd_iceland_001_rightclear,point_fly_iceland_001_rightclear,sbg_iceland_001_rightclear,IceLand,Day,ibg_iceland_defense_001,,path_grd_all_elite4_817,3320010521,Normal,3320010521.0,Normal,3320010521.0,Normal,3320010521.0,Normal,path_grd_close_small_036,3220050121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,3320010521.0,Dash,path_grd_mid_elite1_802,3220050121.0,Dash,3220050121.0,Dash,3320010521.0,Dash,2320040221.0,Normal,path_grd_mid_small_058,3220050121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,3320010521.0,Dash,path_grd_mid_small_076,8.0,3220050121.0,Dash,3220050121.0,Dash,3320010521.0,Dash,3320010521.0,Dash,path_grd_all_elite4_817,3320010521.0,Jump,3320010521.0,Jump,3320010521.0,Jump,2320040221.0,Normal,12,35,0,,8.0,path_grd_mid_small_037,3220050121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,3.0,,,20,path_grd_mid_small_076,3220050121.0,Dash,3320010521.0,Jump,3320010521.0,Jump,2320040221.0,Normal,,,,,,,,,,,8.0,,,,,,,,,
6006040,wave_campaign_normal_002,Campaign,180,6,False,False,point_grd_iceland_002,point_fly_iceland_002,sbg_iceland_002,IceLand,Day,ibg_iceland_001,2420050121.0,path_grd_mid_centurion_902,2420050121,Normal,,,,,,,path_fly_close_small_017,1210020121.0,Drop,1210020121.0,Drop,1210020121.0,Drop,1210020121.0,Drop,path_grd_mid_elite1_802,2120010121.0,Dash,2120010121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,path_fly_mid_elite1_802,1210020121.0,Drop,1210010121.0,Drop,1210020121.0,Drop,1310030221.0,Drop,path_grd_mid_small_075,,3120010121.0,Dash,3120010121.0,Jump,2220010121.0,Jump,2220040121.0,Dash,path_grd_mid_small_055,2220020121.0,Dash,2220030121.0,Dash,2220030121.0,Dash,2220020121.0,Drop,6,36,1,,4.0,path_grd_mid_small_011,2120010121.0,Drop,2120010121.0,Drop,2120010121.0,Drop,2320050221.0,Drop,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
