stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/2/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,mod_value,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_path,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/8/private_monster_count,wave_data/9/wave_path,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type,wave_data/9/private_monster_count
6220458,wave_tower_elysion_006,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Elysion,ibg_tower_001,2310060111.0,path_fly_close_small_026,2210020111,Dash,2210020111.0,Dash,2210020111.0,Drop,2310060211.0,Drop,path_fly_mid_small_027,,1210020111.0,Dash,1210020111.0,Dash,3210040111.0,Dash,3210050111.0,Dash,path_fly_mid_small_021,3210040111.0,Drop,3210040111.0,Drop,3210040111.0,Drop,3210040111.0,Drop,path_fly_close_elite1_801,0.0,3110010111.0,Jump,1210030111.0,Jump,1210040111.0,Drop,1210030111.0,Drop,path_fly_mid_small_021,6.0,3210040111.0,Dash,3210040111.0,Dash,3210040111.0,Dash,2310060111.0,Dash,15,33,0,4.0,path_fly_mid_special_016,3.0,2110010111.0,Dash,2110010111.0,Dash,3210040111.0,Drop,3210050111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220459,wave_tower_elysion_006,BaseDefense,60,6,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Elysion,ibg_tower_basedefense_001,,path_grd_mid_small_046,2220020111,Drop,2220020111.0,Drop,2220020111.0,Drop,2220020111.0,Drop,path_fly_mid_small_050,,3210040111.0,Drop,3210050111.0,Drop,3210040111.0,Drop,3210030111.0,Normal,path_grd_mid_small_070,2220020111.0,Dash,2220020111.0,Dash,2220020111.0,Dash,2220040111.0,Dash,path_grd_mid_elite2_808,3.0,2220020111.0,Drop,2220040111.0,Drop,3320040211.0,Drop,1320040211.0,Drop,path_fly_mid_small_050,10.0,3210040111.0,Drop,3210050111.0,Drop,3210040111.0,Drop,3210030111.0,Normal,0,69,0,,path_grd_mid_small_043,10.0,2220010111.0,Drop,2220010111.0,Drop,2220010111.0,Drop,2220010111.0,Drop,path_grd_mid_small_075,4.0,2220010111.0,Drop,2220010111.0,Drop,2220040111.0,Normal,2220010111.0,Drop,normal,path_grd_mid_elite1_802,,2220010111.0,Drop,1220050111.0,Drop,2220040111.0,Drop,2220010111.0,Drop,path_fly_mid_small_050,3210040111.0,Drop,3210050111.0,Drop,3210040111.0,Drop,3210030111.0,Normal,8.0,path_grd_mid_elite2_808,2220010111.0,Drop,2220010111.0,Drop,2220010111.0,Drop,1320040211.0,Drop,10.0
6220460,wave_tower_elysion_006,Campaign,180,5,False,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_001,2421050151.0,path_grd_mid_centurion_901,2421050151,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220461,wave_tower_elysion_006,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Elysion,ibg_tower_001,2310060141.0,path_grd_mid_small_002,3220050141,Dash,3220050141.0,Dash,1120010141.0,Drop,1120010141.0,Drop,path_fly_mid_small_024,6.0,2210020141.0,Drop,2210020141.0,Drop,2210020141.0,Drop,2310060241.0,Drop,path_grd_close_small_069,3220050141.0,Drop,3220050141.0,Drop,3220050141.0,Drop,2220040141.0,Drop,path_fly_mid_elite1_802,0.0,1210030141.0,Dash,2210020141.0,Dash,1210030141.0,Drop,2310060141.0,Drop,path_fly_close_small_049,8.0,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,3210030141.0,Dash,12,21,0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220462,wave_tower_elysion_006,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Elysion,ibg_tower_001,3310050141.0,path_grd_mid_small_070,2220010141,Drop,2220010141.0,Drop,2220010141.0,Drop,2220040141.0,Jump,path_fly_mid_small_008,7.0,3210010141.0,Dash,3210030141.0,Dash,3210010141.0,Dash,3310050241.0,Dash,path_grd_mid_small_037,2220010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,2220040141.0,Dash,path_fly_mid_elite1_802,0.0,1210030141.0,Jump,1210030141.0,Jump,3210030141.0,Drop,3310050241.0,Drop,path_fly_mid_small_030,7.0,3210010141.0,Drop,3210030141.0,Drop,3210010141.0,Drop,3310050141.0,Dash,0,33,0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220463,wave_tower_elysion_006,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Elysion,ibg_tower_001,2310060141.0,path_fly_close_small_026,2210020141,Dash,2210020141.0,Dash,2210020141.0,Drop,2310060241.0,Drop,path_fly_mid_small_027,,1210020141.0,Dash,1210020141.0,Dash,3210040141.0,Dash,3210050141.0,Dash,path_fly_mid_small_021,3210040141.0,Drop,3210040141.0,Drop,3210040141.0,Drop,3210040141.0,Drop,path_fly_close_elite1_801,0.0,3110010141.0,Jump,1210030141.0,Jump,1210040141.0,Drop,1210030141.0,Drop,path_fly_mid_small_021,6.0,3210040141.0,Dash,3210040141.0,Dash,3210040141.0,Dash,2310060141.0,Dash,15,33,0,4.0,path_fly_mid_special_016,3.0,2110010141.0,Dash,2110010141.0,Dash,3210040141.0,Drop,3210050141.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220464,wave_tower_elysion_006,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Elysion,ibg_tower_001,3310050141.0,path_grd_mid_small_070,3220050141,Dash,3220050141.0,Dash,3220050141.0,Dash,2220040141.0,Normal,path_fly_mid_elite2_808,,2210020141.0,Drop,2210020141.0,Drop,3310050241.0,Drop,3310050241.0,Drop,path_grd_mid_small_034,2220040141.0,Drop,3220050141.0,Drop,3220050141.0,Drop,3220050141.0,Drop,path_fly_mid_elite1_802,0.0,2210020141.0,Drop,2210020141.0,Drop,2210020141.0,Drop,3310050141.0,Drop,path_grd_mid_small_070,10.0,3220050141.0,Drop,3220050141.0,Drop,2220040141.0,Drop,3320080241.0,Drop,0,48,0,8.0,path_grd_mid_small_070,5.0,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,2220040141.0,Dash,path_fly_mid_small_002,,2210020141.0,Dash,2210020141.0,Dash,2210020141.0,Dash,2210020141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220465,wave_tower_elysion_006,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Elysion,ibg_tower_001,3310050141.0,path_grd_close_small_042,3220030141,Dash,2220050141.0,Dash,3220030141.0,Dash,2220050141.0,Dash,path_fly_close_elite2_804,,2210040141.0,Dash,3210010141.0,Dash,3310050241.0,Drop,1310030241.0,Drop,path_fly_mid_special_016,3210010141.0,Dash,2210040141.0,Dash,3210010141.0,Drop,1210040141.0,Drop,path_fly_mid_small_039,0.0,2210040141.0,Dash,2210040141.0,Dash,3310050241.0,Dash,2310020241.0,Dash,path_fly_far_elite1_803,7.0,3210010141.0,Dash,3210010141.0,Dash,2210040141.0,Drop,3310050141.0,Drop,21,27,9,5.0,path_grd_close_small_042,5.0,3220030141.0,Dash,3220030141.0,Dash,3220030141.0,Dash,3220030141.0,Dash,path_fly_mid_small_030,8.0,3210010141.0,Drop,2210040141.0,Drop,3210010141.0,Drop,2210040141.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220466,wave_tower_elysion_006,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Elysion,ibg_tower_001,3320010141.0,path_grd_close_small_001,3220050141,Drop,3220050141.0,Drop,3120010141.0,Dash,3120010141.0,Dash,path_grd_close_small_013,4.0,3220040141.0,Jump,3220040141.0,Jump,3220040141.0,Jump,2320010241.0,Jump,path_fly_mid_small_050,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,1210040141.0,Dash,path_grd_close_elite1_801,0.0,3220050141.0,Dash,3220050141.0,Dash,3220040141.0,Drop,3320010141.0,Drop,path_grd_mid_small_043,,3220040141.0,Dash,3220040141.0,Dash,3220040141.0,Dash,3220040141.0,Dash,21,12,0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220467,wave_tower_elysion_006,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Elysion,ibg_tower_001,2310020141.0,path_grd_close_small_007,2220020141,Drop,2220020141.0,Drop,1220050141.0,Drop,1320030241.0,Drop,path_fly_mid_small_036,4.0,2210020141.0,Dash,2210020141.0,Dash,2210020141.0,Dash,2210020141.0,Dash,path_fly_close_special_044,3210040141.0,Drop,3210040141.0,Drop,3210010141.0,Drop,3210030141.0,Drop,path_grd_mid_elite1_802,0.0,2120010141.0,Dash,2120010141.0,Dash,1220050141.0,Drop,3320060241.0,Drop,path_fly_close_special_046,10.0,2110010141.0,Dash,2110010141.0,Dash,3210040141.0,Drop,2310020141.0,Drop,42,15,0,6.0,path_fly_close_small_035,3.0,3210040141.0,Dash,3210040141.0,Dash,3210040141.0,Dash,3210040141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220468,wave_tower_elysion_006,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Elysion,ibg_tower_001,3320070141.0,path_grd_close_small_007,3220050141,Drop,3220050141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,path_grd_mid_elite2_805,,3220050141.0,Dash,3220050141.0,Dash,2320010241.0,Dash,2320010241.0,Dash,path_fly_mid_special_016,3110010141.0,Drop,3110010141.0,Drop,3110010141.0,Drop,3210030141.0,Drop,path_grd_close_small_013,12.0,2220010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,2220040141.0,Dash,path_grd_mid_elite2_808,0.0,2220030141.0,Dash,2220030141.0,Dash,2320020241.0,Drop,3320070141.0,Drop,18,48,0,8.0,path_fly_close_small_029,,3210010141.0,Drop,3210010141.0,Drop,3210010141.0,Drop,3210030141.0,Drop,path_grd_mid_special_065,5.0,2220030141.0,Dash,2220030141.0,Dash,3220050141.0,Drop,2220040141.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220469,wave_tower_elysion_006,BaseDefense,60,7,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Elysion,ibg_tower_basedefense_001,,path_grd_mid_elite1_802,1220010141,Drop,1220010141.0,Drop,1220010141.0,Drop,2320030241.0,Drop,path_grd_mid_small_070,,1220050141.0,Drop,1220010141.0,Drop,1220010141.0,Drop,2220050141.0,Drop,path_fly_mid_small_002,3210010141.0,Dash,3210050141.0,Dash,3210040141.0,Dash,3210010141.0,Dash,path_grd_mid_small_070,4.0,1220010141.0,Drop,1220010141.0,Drop,1220010141.0,Drop,2220040141.0,Normal,path_grd_mid_elite2_805,10.0,1220010141.0,Dash,1220050141.0,Dash,2320010241.0,Dash,2320030241.0,Dash,0,63,0,8.0,path_fly_mid_small_002,6.0,3210010141.0,Dash,3210050141.0,Dash,3210010141.0,Dash,3210050141.0,Dash,path_grd_mid_small_075,5.0,1220010141.0,Drop,1220010141.0,Drop,1220010141.0,Drop,1220010141.0,Drop,normal,path_fly_mid_small_021,,3210050141.0,Dash,3210010141.0,Dash,3210040141.0,Dash,3210010141.0,Dash,path_grd_mid_elite2_805,1220010141.0,Dash,1220050141.0,Dash,2320010241.0,Dash,2320030141.0,Dash,8.0,,,,,,,,,,
6220470,wave_tower_elysion_006,Campaign,180,5,False,False,point_grd_harvester_01,point_fly_harvester_01,sbg_desert_b_001_01,Desert,Day,ibg_desert_001,1520010111.0,b_g_harvester_01,1520010111,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220471,wave_tower_elysion_006,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Elysion,ibg_tower_001,2310020121.0,path_fly_mid_small_039,1210020121,Dash,1210020121.0,Dash,1210020121.0,Dash,1210020121.0,Dash,path_grd_mid_special_025,7.0,3120010121.0,Jump,3120010121.0,Jump,1220030121.0,Drop,1320010221.0,Drop,path_grd_far_small_044,1220030121.0,Dash,1220030121.0,Dash,3220070121.0,Dash,3220070121.0,Dash,path_fly_mid_elite1_802,0.0,1210020121.0,Dash,1210020121.0,Dash,3210030121.0,Drop,2310020121.0,Drop,path_grd_far_small_071,7.0,1220030121.0,Jump,1220030121.0,Jump,1220030121.0,Jump,2220040121.0,Jump,0,30,12,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220472,wave_tower_elysion_006,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Elysion,ibg_tower_001,3320030121.0,path_grd_mid_small_040,1220060121,Dash,1220060121.0,Dash,1220060121.0,Dash,1220060121.0,Dash,path_fly_mid_small_005,7.0,1210020121.0,Dash,1210020121.0,Dash,1210020121.0,Dash,1210040121.0,Dash,path_fly_mid_small_050,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,1210040121.0,Dash,path_fly_mid_elite1_802,0.0,3210010121.0,Dash,3210010121.0,Dash,1210010121.0,Drop,1310010221.0,Drop,path_grd_mid_small_043,7.0,2220030121.0,Jump,3220020121.0,Jump,2220030121.0,Jump,3320030121.0,Dash,0,33,0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220473,wave_tower_elysion_006,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Elysion,ibg_tower_001,2310060121.0,path_grd_mid_special_025,1120010121,Jump,1120010121.0,Jump,3220020121.0,Drop,3320050221.0,Drop,path_fly_mid_small_036,7.0,3210030121.0,Dash,2210040121.0,Dash,3210010121.0,Dash,2210040121.0,Dash,path_grd_mid_small_058,3220030121.0,Dash,3220030121.0,Dash,3220030121.0,Dash,2220040121.0,Dash,path_fly_mid_small_042,,3210010121.0,Dash,3210010121.0,Dash,3210030121.0,Drop,2310060221.0,Drop,path_fly_mid_small_030,0.0,1210010121.0,Drop,1210010121.0,Drop,2210040121.0,Drop,2310050221.0,Drop,0,54,0,7.0,path_fly_mid_elite1_802,,3210010121.0,Dash,3210010121.0,Dash,3210030121.0,Drop,2310060121.0,Jump,path_grd_mid_small_043,,2220030121.0,Dash,2220030121.0,Dash,2220030121.0,Dash,2220040121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220474,wave_tower_elysion_006,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Elysion,ibg_tower_001,1320020121.0,path_grd_mid_small_070,3220040121,Dash,3220040121.0,Dash,3220040121.0,Dash,2220040121.0,Normal,path_fly_mid_elite1_802,6.0,2210010121.0,Drop,2210010121.0,Drop,3310050221.0,Drop,3310040221.0,Drop,path_grd_mid_small_034,3220040121.0,Drop,3220040121.0,Drop,3220040121.0,Drop,1320020221.0,Drop,path_fly_mid_small_050,0.0,2210010121.0,Drop,2210010121.0,Drop,2210010121.0,Drop,3310040221.0,Drop,path_grd_mid_elite2_808,,3220040121.0,Drop,3220040121.0,Drop,3220040121.0,Drop,1320020121.0,Drop,0,42,0,10.0,path_fly_mid_small_050,,2210010121.0,Drop,2210010121.0,Drop,3210030121.0,Drop,3310050221.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220475,wave_tower_elysion_006,Defense,90,8,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Elysion,ibg_tower_defense_001,,path_fly_close_elite1_801,1210030121,Dash,1210030121.0,Dash,3210030121.0,Drop,2310010221.0,Drop,path_fly_mid_small_005,12.0,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,path_grd_mid_special_025,3120010121.0,Jump,3120010121.0,Jump,3220050121.0,Dash,2220040121.0,Dash,path_grd_far_small_044,14.0,3220050121.0,Dash,3220070121.0,Dash,3220050121.0,Dash,3220070121.0,Dash,path_grd_mid_elite2_808,3.0,3220050121.0,Dash,3220070121.0,Drop,1320030221.0,Drop,2320070121.0,Normal,9,54,12,,path_fly_mid_elite1_802,,2110010121.0,Jump,2110010121.0,Jump,1210030121.0,Drop,2310030221.0,Drop,path_grd_far_small_041,,3220070121.0,Dash,3220070121.0,Dash,3220070121.0,Dash,2220040121.0,Dash,20,path_grd_mid_small_076,10.0,3220050121.0,Dash,3220050121.0,Dash,2220040121.0,Dash,2320040221.0,Normal,path_fly_mid_elite2_808,1210030121.0,Dash,1210030121.0,Dash,2310010221.0,Dash,2310010221.0,Drop,12.0,,,,,,,,,,
6220476,wave_tower_elysion_006,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Elysion,ibg_tower_001,3310010121.0,path_grd_mid_small_037,3220060121,Dash,2220040121.0,Dash,3220060121.0,Dash,1320040221.0,Dash,path_grd_far_small_041,7.0,3220060121.0,Dash,3220060121.0,Dash,3220060121.0,Dash,2220050121.0,Dash,path_fly_far_small_031,1210010121.0,Drop,1210010121.0,Drop,1210010121.0,Drop,3210030121.0,Drop,path_fly_mid_elite2_805,0.0,1210010121.0,Jump,1210010121.0,Jump,3210030121.0,Drop,3310010121.0,Drop,path_grd_far_small_044,,3220060121.0,Dash,2220040121.0,Dash,3220060121.0,Dash,2220040121.0,Dash,0,15,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220477,wave_tower_elysion_006,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Elysion,ibg_tower_001,2310010121.0,path_grd_mid_small_070,2220010121,Drop,2220010121.0,Drop,2220010121.0,Drop,2220040121.0,Jump,path_fly_mid_small_008,7.0,3210010121.0,Dash,2310060221.0,Dash,3210030121.0,Dash,2310010221.0,Dash,path_grd_close_small_036,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,2220040121.0,Dash,path_grd_mid_elite1_802,0.0,2220010121.0,Jump,2220010121.0,Jump,2220040121.0,Drop,1320020221.0,Drop,path_fly_mid_small_030,7.0,3210010121.0,Drop,2310060221.0,Drop,3210030121.0,Drop,2310010121.0,Dash,6,27,0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220478,wave_tower_elysion_006,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Elysion,ibg_tower_001,3320080121.0,path_fly_mid_small_030,2210010121,Drop,2210010121.0,Drop,2210010121.0,Drop,3210050121.0,Drop,path_fly_close_small_029,,2210010121.0,Drop,2210010121.0,Drop,2210010121.0,Drop,3210050121.0,Drop,path_grd_mid_elite1_802,2220020121.0,Jump,2220020121.0,Jump,3220030121.0,Drop,3320080221.0,Drop,path_fly_close_small_023,12.0,1210030121.0,Dash,3210050121.0,Dash,1210030121.0,Dash,3210050121.0,Dash,path_grd_close_small_013,0.0,2220020121.0,Dash,2220020121.0,Dash,2220020121.0,Dash,2320010221.0,Dash,24,24,0,5.0,path_grd_mid_elite1_802,7.0,3220030121.0,Dash,3220030121.0,Dash,1220050121.0,Drop,3320080121.0,Drop,path_fly_close_small_029,9.0,2210010121.0,Dash,2210010121.0,Dash,3210050121.0,Dash,3210050121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220479,wave_tower_elysion_006,Defense,90,8,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Elysion,ibg_tower_defense_001,,path_fly_close_elite1_801,1210020121,Normal,1210020121.0,Normal,1210030121.0,Dash,1310010221.0,Dash,path_grd_mid_small_040,12.0,1220060121.0,Normal,1220060121.0,Normal,3220020121.0,Normal,2320040221.0,Normal,path_fly_mid_small_008,1210020121.0,Normal,1210020121.0,Normal,1210020121.0,Normal,1210020121.0,Normal,path_fly_mid_special_016,7.0,1110010121.0,Drop,1110010121.0,Drop,1210020121.0,Normal,1210020121.0,Normal,path_grd_mid_elite2_805,3.0,1220060121.0,Drop,1220060121.0,Drop,3320060121.0,Normal,3320060221.0,Drop,24,57,0,8.0,path_fly_mid_small_008,,1210020121.0,Normal,1210020121.0,Normal,1210020121.0,Normal,1210020121.0,Normal,path_fly_close_special_044,7.0,1110010121.0,Drop,1110010121.0,Drop,1210020121.0,Normal,2310030221.0,Drop,20,path_grd_mid_small_075,10.0,1220060121.0,Normal,1220060121.0,Normal,1220060121.0,Drop,1220060121.0,Drop,path_fly_mid_elite2_808,1210020121.0,Normal,1210020121.0,Normal,2310020221.0,Drop,2310020221.0,Drop,5.0,,,,,,,,,,
6220480,wave_tower_elysion_006,Campaign,180,7,False,False,point_grd_desertcrystal_002_midclear,point_fly_desertcrystal_002,sbg_desertcrystal_002_midclear,Desert,Day,ibg_desert_001,4420010121.0,path_grd_mid_centurion_902,4420010121,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220481,wave_tower_elysion_006,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Elysion,ibg_tower_001,3320010131.0,path_grd_mid_small_052,1220060131,Dash,1220060131.0,Dash,1220060131.0,Dash,1220060131.0,Dash,path_fly_close_elite1_801,6.0,3210010131.0,Dash,3210010131.0,Dash,3210030131.0,Drop,1310020231.0,Drop,path_grd_mid_small_058,3220040131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,2220040131.0,Dash,path_grd_close_elite1_801,0.0,1220060131.0,Dash,1220060131.0,Dash,2220040131.0,Drop,3320010131.0,Drop,path_fly_close_special_046,6.0,2210010131.0,Dash,2210010131.0,Dash,2210010131.0,Drop,1210040131.0,Drop,33,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
