stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/1/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type
6501125,wave_eventdungeon_004,Campaign,90,7,True,False,point_grd_wasteland_002,point_fly_wasteland_002,sbg_wasteland_002,Wasteland,Day,ibg_wasteland_001,1310020111,path_fly_close_special_044,2110010111,Drop,2110010111.0,Drop,2210020111.0,Drop,2210030111.0,Drop,path_grd_mid_elite2_805,2220030111.0,Dash,2220030111.0,Dash,2320050211.0,Drop,2320050211.0,Drop,path_fly_mid_small_053,,2210020111.0,Dash,2210020111.0,Dash,2210020111.0,Dash,1210040111.0,Dash,path_fly_close_small_029,,2210020111.0,Jump,2210020111.0,Jump,2210020111.0,Jump,2210020111.0,Jump,path_grd_close_elite1_801,0.0,2220030111.0,Jump,2220030111.0,Jump,2220040111.0,Drop,3320040211.0,Drop,36,24,0,10.0,path_fly_mid_elite1_802,10.0,2210020111.0,Jump,2210020111.0,Jump,3210030111.0,Drop,1310020111.0,Drop,path_fly_close_small_029,2210020111.0,Drop,2210020111.0,Drop,2210020111.0,Drop,2210020111.0,Drop,4.0,,,,,,,,,,
6501126,wave_eventdungeon_004,Campaign,90,7,True,False,point_grd_wasteland_004,point_fly_wasteland_004,sbg_wasteland_004,Wasteland,Day,ibg_wasteland_001,3320070111,path_grd_close_small_007,3220050111,Drop,3220050111.0,Drop,2220010111.0,Drop,2220010111.0,Drop,path_fly_mid_special_016,3110010111.0,Drop,3110010111.0,Drop,3110010111.0,Drop,3310040211.0,Drop,path_grd_mid_elite2_805,,3220050111.0,Dash,3220050111.0,Dash,3220050111.0,Dash,2320010211.0,Dash,path_grd_close_small_013,12.0,2220010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,2220040111.0,Dash,path_fly_close_small_029,0.0,3210010111.0,Drop,3210010111.0,Drop,3210010111.0,Drop,3310040211.0,Drop,18,48,0,8.0,path_grd_mid_elite2_808,5.0,2220030111.0,Dash,2220030111.0,Dash,2320020211.0,Drop,3320070111.0,Drop,path_grd_mid_special_065,2220030111.0,Dash,2220030111.0,Dash,3220050111.0,Drop,2220040111.0,Drop,6.0,,,,,,,,,,
6501127,wave_eventdungeon_004,Campaign,90,7,True,False,point_grd_wasteland_002,point_fly_wasteland_002,sbg_wasteland_002,Wasteland,Day,ibg_wasteland_001,1320030111,path_grd_close_small_001,1220060111,Dash,1220060111.0,Dash,1220060111.0,Drop,2220040111.0,Drop,path_grd_mid_special_065,3220060111.0,Dash,3220060111.0,Dash,1220060111.0,Drop,1320030211.0,Drop,path_grd_close_small_042,,2220010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,path_grd_mid_special_025,12.0,1220060111.0,Jump,1220060111.0,Jump,2220010111.0,Drop,2220040111.0,Drop,path_grd_close_elite2_807,0.0,2220010111.0,Jump,2220010111.0,Jump,2320020211.0,Drop,1320030111.0,Drop,27,60,0,,path_grd_mid_special_065,9.0,3220060111.0,Dash,3220060111.0,Dash,2220010111.0,Drop,2220040111.0,Drop,path_grd_close_small_048,1220060111.0,Drop,1220060111.0,Drop,1220060111.0,Drop,1220060111.0,Drop,9.0,path_grd_mid_special_065,10.0,3220060111.0,Jump,3220060111.0,Jump,2220010111.0,Drop,2220040111.0,Drop
6501128,wave_eventdungeon_004,Campaign,90,7,True,False,point_grd_wasteland_001,point_fly_wasteland_001,sbg_wasteland_001,Wasteland,Day,ibg_wasteland_001,2320020111,path_grd_mid_special_025,1120010111,Jump,1120010111.0,Jump,3220020111.0,Drop,3320050211.0,Drop,path_fly_mid_small_036,3210030111.0,Dash,2210040111.0,Dash,3210010111.0,Dash,2210040111.0,Dash,path_grd_mid_small_058,7.0,3220030111.0,Dash,3220030111.0,Dash,3220030111.0,Dash,3220080111.0,Drop,path_fly_mid_small_042,,3210010111.0,Dash,3210010111.0,Dash,3210030111.0,Drop,3210010111.0,Drop,path_fly_mid_small_030,0.0,1210010111.0,Drop,1210010111.0,Drop,2210040111.0,Drop,2310050211.0,Drop,0,54,0,7.0,path_grd_mid_elite1_802,,3220030111.0,Dash,3220030111.0,Dash,2220040111.0,Drop,2320020111.0,Jump,path_grd_mid_small_043,2220030111.0,Dash,2220030111.0,Dash,2220030111.0,Dash,3220080111.0,Drop,,,,,,,,,,,
6501129,wave_eventdungeon_004,Campaign,90,7,True,False,point_grd_wasteland_003,point_fly_wasteland_003,sbg_wasteland_003,Wasteland,Day,ibg_wasteland_001,1320060111,path_fly_mid_small_036,2210010111,Dash,2210010111.0,Dash,2210010111.0,Jump,3210030111.0,Jump,path_grd_mid_elite1_802,2220030111.0,Dash,2220030111.0,Dash,3220020111.0,Dash,2320050211.0,Jump,path_grd_mid_small_058,7.0,2220010111.0,Dash,3220050111.0,Dash,3220050111.0,Dash,2220040111.0,Dash,path_fly_mid_small_030,8.0,1210010111.0,Dash,1210010111.0,Dash,3210030111.0,Drop,1210010111.0,Dash,path_fly_mid_small_050,0.0,1210030111.0,Jump,1210030111.0,Jump,1210030111.0,Jump,2310050211.0,Jump,0,54,0,7.0,path_grd_mid_elite1_802,,2220030111.0,Jump,2220030111.0,Jump,2220040111.0,Drop,1320060111.0,Drop,path_grd_mid_small_012,1220060111.0,Dash,1220060111.0,Dash,1220060111.0,Dash,1220060111.0,Dash,5.0,path_grd_mid_small_040,12.0,1220040111.0,Dash,1220050111.0,Dash,1220040111.0,Dash,1220050111.0,Dash
6501130,wave_eventdungeon_004,Campaign,90,7,True,False,point_grd_wasteland_005,point_fly_wasteland_005,sbg_wasteland_005,Wasteland,Day,ibg_wasteland_001,2320050111,path_grd_close_elite1_801,1220060111,Dash,1220060111.0,Dash,2220040111.0,Drop,2320030211.0,Drop,path_grd_mid_small_055,1220060111.0,Drop,1220060111.0,Drop,1220060111.0,Drop,2320030211.0,Drop,path_fly_close_special_046,10.0,2110010111.0,Dash,2110010111.0,Dash,3210040111.0,Drop,3210030111.0,Drop,path_grd_mid_small_037,,1220060111.0,Dash,1220060111.0,Dash,1220060111.0,Dash,3220020111.0,Dash,path_grd_close_elite3_813,0.0,1220060111.0,Drop,2320030211.0,Drop,2320030211.0,Drop,2320050111.0,Drop,33,24,0,5.0,path_grd_mid_small_043,,1220060111.0,Dash,2220040111.0,Dash,1220060111.0,Dash,2220040111.0,Dash,path_grd_mid_small_070,1220060111.0,Dash,1220060111.0,Dash,1220060111.0,Dash,2220040111.0,Normal,8.0,,,,,,,,,,
6501131,wave_eventdungeon_004,Campaign,90,7,True,False,point_grd_wasteland_001,point_fly_wasteland_001,sbg_wasteland_001,Wasteland,Day,ibg_wasteland_001,2320030111,path_grd_mid_small_008,3220040111,Dash,2220030111.0,Drop,2220030111.0,Drop,3220040111.0,Dash,path_grd_close_small_067,1220040111.0,Dash,1220040111.0,Dash,3320070211.0,Drop,2320020211.0,Drop,path_grd_mid_small_008,,3220040111.0,Dash,2220030111.0,Drop,2220030111.0,Drop,3220040111.0,Dash,path_grd_mid_elite1_802,0.0,3220040111.0,Dash,2220030111.0,Drop,3220040111.0,Dash,2320030111.0,Normal,path_grd_close_small_067,,1220040111.0,Dash,1220040111.0,Dash,2220030111.0,Drop,2320020211.0,Drop,18,33,0,,path_grd_mid_small_037,,3220040111.0,Dash,3220040111.0,Dash,2220030111.0,Drop,2220030111.0,Drop,path_grd_close_small_067,1220040111.0,Dash,1220040111.0,Dash,3220040111.0,Dash,2320020211.0,Drop,5.0,path_grd_mid_small_040,,3220040111.0,Dash,3220040111.0,Dash,2220030111.0,Drop,2220030111.0,Drop
6501132,wave_eventdungeon_004,Campaign,90,7,True,False,point_grd_wasteland_004,point_fly_wasteland_004,sbg_wasteland_004,Wasteland,Day,ibg_wasteland_001,1320040111,path_grd_mid_small_002,2220010111,Drop,2220010111.0,Drop,3220010111.0,Drop,3220010111.0,Drop,path_grd_mid_small_034,3220010111.0,Jump,3220010111.0,Jump,2220010111.0,Jump,1320040211.0,Drop,path_grd_mid_small_068,10.0,2220010111.0,Dash,2220010111.0,Dash,3220080111.0,Drop,2320020211.0,Drop,path_grd_close_small_010,,3220010111.0,Dash,3220010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,path_grd_mid_elite2_808,0.0,3220010111.0,Dash,3220010111.0,Dash,2320020211.0,Drop,1320040211.0,Drop,6,39,0,5.0,path_grd_mid_small_043,8.0,2220010111.0,Dash,2220010111.0,Dash,3220010111.0,Drop,1320040111.0,Drop,path_grd_mid_small_068,2220010111.0,Jump,2220010111.0,Jump,2220010111.0,Jump,3220080111.0,Drop,,,,,,,,,,,
6501133,wave_eventdungeon_004,Campaign,90,7,True,False,point_grd_wasteland_005,point_fly_wasteland_005,sbg_wasteland_005,Wasteland,Day,ibg_wasteland_001,2320060111,path_grd_close_small_054,1220040111,Drop,1220040111.0,Drop,1220040111.0,Drop,2220050111.0,Drop,path_grd_mid_elite1_802,1220040111.0,Dash,1220040111.0,Dash,3220080111.0,Drop,2320060211.0,Drop,path_fly_close_small_049,,3210010111.0,Dash,3210010111.0,Dash,3210010111.0,Dash,2310040211.0,Dash,path_grd_mid_small_043,8.0,1220040111.0,Dash,1220040111.0,Dash,3220020111.0,Dash,3220080111.0,Drop,path_grd_mid_elite1_802,0.0,1220040111.0,Dash,3220020111.0,Dash,2220050111.0,Drop,2320060111.0,Drop,18,30,0,,path_grd_close_small_067,,1220040111.0,Dash,1220040111.0,Dash,2220050111.0,Drop,3320040211.0,Drop,path_grd_mid_small_068,1220040111.0,Jump,1220040111.0,Jump,1220040111.0,Dash,2320020211.0,Dash,5.0,,,,,,,,,,
6501134,wave_eventdungeon_004,Campaign,90,7,True,False,point_grd_wasteland_003,point_fly_wasteland_003,sbg_wasteland_003,Wasteland,Day,ibg_wasteland_001,3320060111,path_grd_close_special_064,1220060111,Dash,1220060111.0,Dash,1120010111.0,Drop,1320060211.0,Drop,path_fly_mid_small_039,1210020111.0,Dash,1210020111.0,Dash,2210040111.0,Dash,2210040111.0,Dash,path_grd_close_elite1_801,10.0,3220010111.0,Jump,3220010111.0,Jump,1220060111.0,Drop,3320060211.0,Drop,path_grd_close_small_048,5.0,1210020111.0,Drop,1210020111.0,Drop,1210020111.0,Drop,1210020111.0,Drop,path_fly_mid_elite1_802,0.0,1210020111.0,Dash,1210020111.0,Dash,2210040111.0,Drop,3310020211.0,Drop,45,21,0,8.0,path_grd_close_elite2_807,10.0,3220010111.0,Jump,3220010111.0,Jump,1320060211.0,Drop,3320060111.0,Drop,path_fly_close_small_004,1110010111.0,Dash,1110010111.0,Dash,1210020111.0,Dash,2210040111.0,Dash,,path_fly_mid_small_008,14.0,1110010111.0,Dash,1110010111.0,Dash,1210020111.0,Dash,2210040111.0,Dash
6501135,wave_eventdungeon_004,Campaign,90,7,True,False,point_grd_wasteland_002,point_fly_wasteland_002,sbg_wasteland_002,Wasteland,Day,ibg_wasteland_001,1320030111,path_grd_far_small_056,3220070111,Dash,3220070111.0,Dash,3220070111.0,Dash,3320020211.0,Drop,path_grd_mid_elite1_802,1220060111.0,Dash,1220060111.0,Dash,3220050111.0,Drop,2320010211.0,Drop,path_grd_close_small_048,,3220050111.0,Drop,3220050111.0,Drop,3220050111.0,Drop,3220020111.0,Drop,path_fly_close_small_029,10.0,3210020111.0,Jump,3210020111.0,Jump,3210020111.0,Jump,3210020111.0,Jump,path_grd_far_elite1_803,0.0,3220050111.0,Dash,3220050111.0,Dash,3220070111.0,Drop,3320020211.0,Drop,36,9,21,,path_grd_close_elite2_807,10.0,1220060111.0,Jump,3220050111.0,Dash,1320030111.0,Drop,2320010211.0,Drop,path_grd_far_small_044,3220070111.0,Dash,3220070111.0,Dash,3220070111.0,Dash,3220070111.0,Dash,6.0,path_grd_close_special_024,14.0,3120010111.0,Jump,3120010111.0,Jump,1220060111.0,Drop,1220060111.0,Drop
6501136,wave_eventdungeon_004,Campaign,180,5,False,False,point_grd_wasteland_004,point_fly_wasteland_004,sbg_wasteland_004,Wasteland,Day,ibg_wasteland_001,2410030111,path_fly_mid_centurion_901,2410030111,Normal,,,,,,,path_grd_mid_small_002,3220050111.0,Drop,3220050111.0,Drop,1220010111.0,Drop,1220010111.0,Drop,path_grd_mid_small_034,,2120010111.0,Jump,2120010111.0,Jump,1220020111.0,Jump,1220020111.0,Jump,path_fly_mid_elite1_802,3.0,1110010111.0,Dash,2210040111.0,Dash,1210010111.0,Drop,1310010211.0,Drop,path_grd_close_small_004,,1220040111.0,Dash,1220040111.0,Dash,3220020111.0,Jump,1220040111.0,Dash,6,42,1,,path_fly_mid_small_042,,2110010111.0,Jump,2110010111.0,Jump,2210040111.0,Jump,2210040111.0,Jump,path_grd_mid_elite1_802,2120010111.0,Jump,2220010111.0,Jump,2220010111.0,Jump,2320030211.0,Drop,3.0,path_fly_mid_small_042,,1210010111.0,Dash,2210040111.0,Dash,3210030111.0,Dash,2210040111.0,Dash
6501137,wave_eventdungeon_004,Campaign,180,5,False,False,point_grd_stormbringer_01,point_fly_stormbringer_01,sbg_greathole_sky_001,GreatHole,Day,ibg_greathole_001,2510010146,b_fly_stormbringer_01,2510010146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501138,wave_eventdungeon_004,Campaign,180,5,False,False,point_grd_stormbringer_01,point_fly_stormbringer_01,sbg_greathole_sky_001,GreatHole,Day,ibg_greathole_001,2510010146,b_fly_stormbringer_01,2510010146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501139,wave_eventdungeon_004,Campaign,180,5,False,False,point_grd_stormbringer_01,point_fly_stormbringer_01,sbg_greathole_sky_001,GreatHole,Day,ibg_greathole_001,2510010146,b_fly_stormbringer_01,2510010146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501140,wave_eventdungeon_004,Campaign,180,5,False,False,point_grd_stormbringer_01,point_fly_stormbringer_01,sbg_greathole_sky_001,GreatHole,Day,ibg_greathole_001,2510010146,b_fly_stormbringer_01,2510010146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501141,wave_eventdungeon_004,Campaign,180,5,False,False,point_grd_stormbringer_01,point_fly_stormbringer_01,sbg_greathole_sky_001,GreatHole,Day,ibg_greathole_001,2510010146,b_fly_stormbringer_01,2510010146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501142,wave_eventdungeon_004,Campaign,180,5,False,False,point_grd_stormbringer_01,point_fly_stormbringer_01,sbg_greathole_sky_001,GreatHole,Day,ibg_greathole_001,2510010146,b_fly_stormbringer_01,2510010146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501143,wave_eventdungeon_004,Campaign,180,5,False,False,point_grd_stormbringer_01,point_fly_stormbringer_01,sbg_greathole_sky_001,GreatHole,Day,ibg_greathole_001,2510010146,b_fly_stormbringer_01,2510010146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501144,wave_eventdungeon_004,Campaign,180,5,False,False,point_grd_stormbringer_01,point_fly_stormbringer_01,sbg_greathole_sky_001,GreatHole,Day,ibg_greathole_001,2510010146,b_fly_stormbringer_01,2510010146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501145,wave_eventdungeon_004,Campaign,180,5,False,False,point_grd_stormbringer_01,point_fly_stormbringer_01,sbg_greathole_sky_001,GreatHole,Day,ibg_greathole_001,2510010146,b_fly_stormbringer_01,2510010146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501146,wave_eventdungeon_004,Campaign,180,5,False,False,point_grd_stormbringer_01,point_fly_stormbringer_01,sbg_greathole_sky_001,GreatHole,Day,ibg_greathole_001,2510010146,b_fly_stormbringer_01,2510010146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501147,wave_eventdungeon_004,Campaign,180,5,False,False,point_grd_stormbringer_01,point_fly_stormbringer_01,sbg_greathole_sky_001,GreatHole,Day,ibg_greathole_001,2510010146,b_fly_stormbringer_01,2510010146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501148,wave_eventdungeon_004,Campaign,180,5,False,False,point_grd_stormbringer_01,point_fly_stormbringer_01,sbg_greathole_sky_001,GreatHole,Day,ibg_greathole_001,2510010146,b_fly_stormbringer_01,2510010146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501149,wave_eventdungeon_004,Campaign,180,5,False,False,point_grd_stormbringer_01,point_fly_stormbringer_01,sbg_greathole_sky_001,GreatHole,Day,ibg_greathole_001,2510010146,b_fly_stormbringer_01,2510010146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501150,wave_eventdungeon_004,Campaign,180,5,False,False,point_grd_stormbringer_01,point_fly_stormbringer_01,sbg_greathole_sky_001,GreatHole,Day,ibg_greathole_001,2510010146,b_fly_stormbringer_01,2510010146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501151,wave_eventdungeon_004,Campaign,180,5,False,False,point_grd_stormbringer_01,point_fly_stormbringer_01,sbg_greathole_sky_001,GreatHole,Day,ibg_greathole_001,2510010146,b_fly_stormbringer_01,2510010146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501152,wave_eventdungeon_004,Campaign,180,5,False,False,point_grd_stormbringer_01,point_fly_stormbringer_01,sbg_greathole_sky_001,GreatHole,Day,ibg_greathole_001,2510010146,b_fly_stormbringer_01,2510010146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501153,wave_eventdungeon_004,Campaign,180,5,False,False,point_grd_stormbringer_01,point_fly_stormbringer_01,sbg_greathole_sky_001,GreatHole,Day,ibg_greathole_001,2510010146,b_fly_stormbringer_01,2510010146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501154,wave_eventdungeon_004,Campaign,180,5,False,False,point_grd_stormbringer_01,point_fly_stormbringer_01,sbg_greathole_sky_001,GreatHole,Day,ibg_greathole_001,2510010146,b_fly_stormbringer_01,2510010146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501155,wave_eventdungeon_004,Campaign,180,5,False,False,point_grd_stormbringer_01,point_fly_stormbringer_01,sbg_greathole_sky_001,GreatHole,Day,ibg_greathole_001,2510010146,b_fly_stormbringer_01,2510010146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501156,wave_eventdungeon_004,Campaign,180,5,False,False,point_grd_stormbringer_01,point_fly_stormbringer_01,sbg_greathole_sky_001,GreatHole,Day,ibg_greathole_001,2510010146,b_fly_stormbringer_01,2510010146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501157,wave_eventdungeon_004,Campaign,180,5,False,False,point_grd_stormbringer_01,point_fly_stormbringer_01,sbg_greathole_sky_001,GreatHole,Day,ibg_greathole_001,2510010146,b_fly_stormbringer_01,2510010146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
