stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,close_monster_count,mid_monster_count,far_monster_count,target_list/0,wave_data/0/wave_path,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/8/wave_path,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
6501451,wave_eventdungeon_006,Campaign,180,5,False,False,point_grd_nihilister,point_fly_nihilister,sbg_volcanoeba003_custom,Volcano,Day,ibg_volcano_001,0,0,1,3520020116,b_fly_nihilister_01,,,,,,,,,,,,,,,,,,3520020116,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501452,wave_eventdungeon_006,Campaign,180,5,False,False,point_grd_nihilister,point_fly_nihilister,sbg_volcanoeba003_custom,Volcano,Day,ibg_volcano_001,0,0,1,3520020116,b_fly_nihilister_01,,,,,,,,,,,,,,,,,,3520020116,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501453,wave_eventdungeon_006,Campaign,180,5,False,False,point_grd_nihilister,point_fly_nihilister,sbg_volcanoeba003_custom,Volcano,Day,ibg_volcano_001,0,0,1,3520020116,b_fly_nihilister_01,,,,,,,,,,,,,,,,,,3520020116,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501454,wave_eventdungeon_006,Campaign,180,5,False,False,point_grd_nihilister,point_fly_nihilister,sbg_volcanoeba003_custom,Volcano,Day,ibg_volcano_001,0,0,1,3520020116,b_fly_nihilister_01,,,,,,,,,,,,,,,,,,3520020116,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501455,wave_eventdungeon_006,Campaign,180,5,False,False,point_grd_nihilister,point_fly_nihilister,sbg_volcanoeba003_custom,Volcano,Day,ibg_volcano_001,0,0,1,3520020116,b_fly_nihilister_01,,,,,,,,,,,,,,,,,,3520020116,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501456,wave_eventdungeon_006,Campaign,180,5,False,False,point_grd_nihilister,point_fly_nihilister,sbg_volcanoeba003_custom,Volcano,Day,ibg_volcano_001,0,0,1,3520020116,b_fly_nihilister_01,,,,,,,,,,,,,,,,,,3520020116,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501457,wave_eventdungeon_006,Campaign,180,5,False,False,point_grd_nihilister,point_fly_nihilister,sbg_volcanoeba003_custom,Volcano,Day,ibg_volcano_001,0,0,1,3520020116,b_fly_nihilister_01,,,,,,,,,,,,,,,,,,3520020116,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501501,wave_eventdungeon_006,Campaign,90,5,True,False,point_grd_cityforestunder_001,point_fly_cityforestunder_001,sbg_cityforestunder_001,CityForestUnder,Day,ibg_cityforestunder_001,21,12,0,1310020131,path_fly_mid_small_018,path_fly_close_small_029,6.0,path_grd_close_small_013,,path_fly_close_elite1_801,0.0,path_fly_mid_small_039,7.0,,,,,,,,,,3210010131,Drop,3210010131.0,Drop,2110010131.0,Dash,2110010131.0,Dash,2210010131.0,Drop,2210010131.0,Drop,2210010131.0,Drop,1310030231.0,Drop,2220020131.0,Dash,2220020131.0,Dash,2220020131.0,Dash,2220020131.0,Dash,3210010131.0,Dash,3210010131.0,Dash,2210010131.0,Drop,1310020131.0,Drop,2210010131.0,Dash,2210010131.0,Dash,2210010131.0,Dash,2210010131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501502,wave_eventdungeon_006,Campaign,90,5,True,False,point_grd_cityforestunder_003,point_fly_cityforestunder_003,sbg_cityforestunder_003,CityForestUnder,Day,ibg_cityforestunder_001,0,30,12,2310020131,path_fly_mid_small_039,path_grd_mid_special_025,7.0,path_grd_far_small_044,7.0,path_fly_mid_elite1_802,0.0,path_grd_far_small_071,7.0,,,,,,,,,,1210020131,Dash,1210020131.0,Dash,1210020131.0,Dash,1210020131.0,Dash,3120010131.0,Jump,3120010131.0,Jump,1220030131.0,Drop,1320010231.0,Drop,1220030131.0,Dash,1220030131.0,Dash,3220070131.0,Dash,3220070131.0,Dash,1210020131.0,Dash,1210020131.0,Dash,3210030131.0,Drop,2310020131.0,Drop,1220030131.0,Jump,1220030131.0,Jump,1220030131.0,Jump,2220040131.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501503,wave_eventdungeon_006,Campaign,90,5,True,False,point_grd_cityforestunder_005,point_fly_cityforestunder_005,sbg_cityforestunder_005,CityForestUnder,Day,ibg_cityforestunder_001,42,6,0,2320050131,path_grd_close_small_048,path_grd_close_small_069,,path_fly_mid_small_039,4.0,path_grd_close_elite1_801,0.0,path_grd_close_special_064,6.0,path_grd_close_small_042,3.0,,,,,,,,1220040131,Drop,1220040131.0,Drop,1220040131.0,Drop,2320050231.0,Drop,1220040131.0,Dash,1220040131.0,Dash,1220040131.0,Dash,1220050131.0,Drop,3210040131.0,Dash,3210040131.0,Dash,3210040131.0,Dash,3210040131.0,Dash,3120010131.0,Dash,3120010131.0,Dash,1220050131.0,Drop,2320010231.0,Drop,2120010131.0,Dash,2120010131.0,Dash,1220050131.0,Drop,2320050131.0,Drop,1220050131.0,Dash,1220050131.0,Dash,1220050131.0,Dash,1220050131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501504,wave_eventdungeon_006,Campaign,90,5,True,False,point_grd_cityforestunder_001,point_fly_cityforestunder_001,sbg_cityforestunder_001,CityForestUnder,Day,ibg_cityforestunder_001,6,30,0,3320070131,path_grd_mid_small_049,path_fly_mid_elite1_802,7.0,path_grd_mid_small_058,,path_grd_mid_elite1_802,0.0,path_fly_close_small_023,6.0,,,,,,,,,,1220060131,Dash,1220060131.0,Dash,1220060131.0,Dash,2220040131.0,Dash,1210020131.0,Drop,1210020131.0,Drop,1210020131.0,Drop,1310030231.0,Drop,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,2220040131.0,Dash,1220060131.0,Dash,1220060131.0,Dash,2220030131.0,Drop,3320070131.0,Drop,3210020131.0,Jump,3210020131.0,Jump,3210020131.0,Jump,3210030131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501505,wave_eventdungeon_006,Campaign,90,5,True,False,point_grd_cityforestunder_003,point_fly_cityforestunder_003,sbg_cityforestunder_003,CityForestUnder,Day,ibg_cityforestunder_001,21,27,0,3320030131,path_grd_mid_small_002,path_fly_close_small_017,5.0,path_fly_mid_small_027,10.0,path_grd_close_elite3_813,,path_grd_mid_elite1_802,0.0,path_fly_mid_small_036,10.0,path_grd_close_small_042,,,,,,,3220050131,Dash,3220050131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,3210040131.0,Drop,3210040131.0,Drop,3210040131.0,Drop,3210040131.0,Drop,3210010131.0,Drop,3210010131.0,Drop,3210030131.0,Drop,3310030231.0,Drop,1220050131.0,Drop,1220050131.0,Drop,1220050131.0,Drop,1220050131.0,Drop,1220050131.0,Dash,3220050131.0,Dash,3220040131.0,Dash,3320030131.0,Drop,3210040131.0,Dash,3210040131.0,Dash,3210040131.0,Dash,3210040131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6501506,wave_eventdungeon_006,Campaign,90,5,True,False,point_grd_cityforestunder_002,point_fly_cityforestunder_002,sbg_cityforestunder_002,CityForestUnder,Day,ibg_cityforestunder_001,0,36,0,2310050131,path_fly_mid_small_018,path_grd_mid_elite1_802,,path_grd_mid_small_055,7.0,path_fly_mid_elite1_802,0.0,path_grd_mid_small_049,6.0,,,,,,,,,,2210020131,Dash,2210020131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1220050131.0,Drop,3220030131.0,Drop,1220050131.0,Drop,1320030231.0,Drop,3220050131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,2220010131.0,Dash,3210040131.0,Drop,2210010131.0,Drop,2210010131.0,Drop,2310050131.0,Drop,2220020131.0,Jump,2220020131.0,Jump,2220020131.0,Jump,2220040131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501507,wave_eventdungeon_006,Campaign,90,5,True,False,point_grd_cityforestunder_001,point_fly_cityforestunder_001,sbg_cityforestunder_001,CityForestUnder,Day,ibg_cityforestunder_001,0,33,0,3320030131,path_grd_mid_small_040,path_fly_mid_small_005,7.0,path_fly_mid_small_050,7.0,path_fly_mid_elite1_802,0.0,path_grd_mid_small_043,7.0,,,,,,,,,,1220060131,Dash,1220060131.0,Dash,1220060131.0,Dash,1220060131.0,Dash,1210020131.0,Dash,1210020131.0,Dash,1210020131.0,Dash,1210040131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1210040131.0,Dash,3210010131.0,Dash,3210010131.0,Dash,1210010131.0,Drop,1310010231.0,Drop,2220030131.0,Jump,3220020131.0,Jump,2220030131.0,Jump,3320030131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501508,wave_eventdungeon_006,Campaign,90,5,True,False,point_grd_cityforestunder_002,point_fly_cityforestunder_002,sbg_cityforestunder_002,CityForestUnder,Day,ibg_cityforestunder_001,9,15,12,1310030131,path_grd_close_elite1_801,path_grd_far_small_033,7.0,path_grd_mid_small_058,7.0,path_fly_mid_elite1_802,0.0,path_grd_far_small_044,6.0,,,,,,,,,,3220030131,Dash,3220030131.0,Dash,2220040131.0,Jump,2320050231.0,Jump,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,2220040131.0,Dash,3220030131.0,Dash,3220030131.0,Dash,3220030131.0,Dash,2220040131.0,Dash,3210010131.0,Dash,3210010131.0,Dash,3210030131.0,Drop,1310030131.0,Drop,2220030131.0,Jump,2220030131.0,Jump,2220030131.0,Jump,2220040131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501509,wave_eventdungeon_006,Campaign,90,5,True,False,point_grd_cityforestunder_005,point_fly_cityforestunder_005,sbg_cityforestunder_005,CityForestUnder,Day,ibg_cityforestunder_001,36,24,0,1310020131,path_fly_close_special_044,path_grd_mid_elite2_805,10.0,path_fly_mid_small_053,,path_fly_close_small_029,,path_grd_close_elite1_801,0.0,path_fly_mid_elite1_802,10.0,path_fly_close_small_029,4.0,,,,,,2110010131,Drop,2110010131.0,Drop,2210020131.0,Drop,2210030131.0,Drop,2220030131.0,Dash,2220030131.0,Dash,2320050231.0,Drop,2320050231.0,Drop,2210020131.0,Dash,2210020131.0,Dash,2210020131.0,Dash,1210040131.0,Dash,2210020131.0,Jump,2210020131.0,Jump,2210020131.0,Jump,2210020131.0,Jump,2220030131.0,Jump,2220030131.0,Jump,2220040131.0,Drop,3320040231.0,Drop,2210020131.0,Jump,2210020131.0,Jump,3210030131.0,Drop,1310020131.0,Drop,2210020131.0,Drop,2210020131.0,Drop,2210020131.0,Drop,2210020131.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
6501510,wave_eventdungeon_006,Campaign,90,5,True,False,point_grd_cityforestunder_004,point_fly_cityforestunder_004,sbg_cityforestunder_004,CityForestUnder,Day,ibg_cityforestunder_001,12,18,18,3320020131,path_grd_far_elite1_803,path_grd_mid_small_012,9.0,path_fly_mid_small_027,7.0,path_fly_mid_small_036,,path_grd_close_small_051,0.0,path_grd_far_elite1_803,4.0,path_fly_close_small_038,8.0,,,,,,3120010131,Jump,3220030131.0,Jump,3220070131.0,Drop,3320020231.0,Drop,1220060131.0,Dash,1220060131.0,Dash,1220060131.0,Dash,2220040131.0,Dash,3210020131.0,Jump,3210020131.0,Jump,3210020131.0,Jump,1210040131.0,Jump,1210010131.0,Dash,1210010131.0,Dash,1210020131.0,Drop,1210020131.0,Drop,3220030131.0,Jump,3220030131.0,Jump,3220030131.0,Jump,1320040231.0,Jump,3120010131.0,Jump,3120010131.0,Jump,3220070131.0,Drop,3320020131.0,Drop,1210020131.0,Dash,1210020131.0,Dash,1210020131.0,Dash,1210020131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6501511,wave_eventdungeon_006,Campaign,90,5,True,False,point_grd_cityforestunder_003,point_fly_cityforestunder_003,sbg_cityforestunder_003,CityForestUnder,Day,ibg_cityforestunder_001,0,54,0,2320020131,path_grd_mid_special_025,path_fly_mid_small_036,7.0,path_grd_mid_small_058,7.0,path_fly_mid_small_042,,path_fly_mid_small_030,0.0,path_grd_mid_elite1_802,,path_grd_mid_small_043,,,,,,,1120010131,Jump,1120010131.0,Jump,3220020131.0,Drop,3320050231.0,Drop,3210030131.0,Dash,2210040131.0,Dash,3210010131.0,Dash,2210040131.0,Dash,3220030131.0,Dash,3220030131.0,Dash,3220030131.0,Dash,2220040131.0,Dash,3210010131.0,Dash,3210010131.0,Dash,3210030131.0,Drop,3210010131.0,Drop,1210010131.0,Drop,1210010131.0,Drop,2210040131.0,Drop,2310050231.0,Drop,3220030131.0,Dash,3220030131.0,Dash,2220040131.0,Drop,2320020131.0,Jump,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,2220040131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6501512,wave_eventdungeon_006,Campaign,180,6,False,False,point_grd_cityforestunder_004,point_fly_cityforestunder_004,sbg_cityforestunder_004,CityForestUnder,Day,ibg_cityforestunder_001,9,30,1,3410020131,path_fly_mid_centurion_902,path_fly_mid_small_033,,path_fly_mid_small_002,,path_fly_mid_small_033,4.0,path_fly_mid_small_042,,path_fly_close_elite2_804,4.0,path_fly_mid_small_005,4.0,,,,,,3410020131,Normal,,,,,,,2210020131.0,Normal,2210020131.0,Normal,2210020131.0,Normal,2210020131.0,Normal,2110010131.0,Dash,2110010131.0,Dash,3210010131.0,Dash,3210010131.0,Dash,1110010131.0,Drop,1110010131.0,Drop,2210020131.0,Drop,2210020131.0,Drop,3210040131.0,Normal,2210010131.0,Normal,2110010131.0,Normal,2110010131.0,Normal,3110010131.0,Jump,3110010131.0,Jump,3110010131.0,Jump,3210030131.0,Jump,2210010131.0,Normal,2210010131.0,Normal,2210010131.0,Normal,2210010131.0,Normal,,,,,,,,,,,,,,,,,,,,,,,,
6501513,wave_eventdungeon_006,Campaign,90,7,True,False,point_grd_cityforestunder_002,point_fly_cityforestunder_002,sbg_cityforestunder_002,CityForestUnder,Day,ibg_cityforestunder_001,18,33,0,2320030131,path_grd_mid_small_008,path_grd_close_small_067,,path_grd_mid_small_008,,path_grd_mid_elite1_802,0.0,path_grd_close_small_067,,path_grd_mid_small_037,,path_grd_close_small_067,5.0,path_grd_mid_small_040,,,,,3220040131,Dash,2220030131.0,Drop,2220030131.0,Drop,3220040131.0,Dash,1220040131.0,Dash,1220040131.0,Dash,3320070231.0,Drop,2320020231.0,Drop,3220040131.0,Dash,2220030131.0,Drop,2220030131.0,Drop,3220040131.0,Dash,3220040131.0,Dash,2220030131.0,Drop,3220040131.0,Dash,2320030131.0,Normal,1220040131.0,Dash,1220040131.0,Dash,2220030131.0,Drop,2320020231.0,Drop,3220040131.0,Dash,3220040131.0,Dash,2220030131.0,Drop,2220030131.0,Drop,1220040131.0,Dash,1220040131.0,Dash,3220040131.0,Dash,2320020231.0,Drop,3220040131.0,Dash,3220040131.0,Dash,2220030131.0,Drop,2220030131.0,Drop,,,,,,,,,,,,,,,,
6501514,wave_eventdungeon_006,Campaign,90,7,True,False,point_grd_cityforestunder_003,point_fly_cityforestunder_003,sbg_cityforestunder_003,CityForestUnder,Day,ibg_cityforestunder_001,0,60,6,1320060131,path_grd_mid_small_043,path_fly_mid_elite2_808,,path_fly_far_small_054,6.0,path_grd_mid_special_025,14.0,path_fly_mid_elite1_802,0.0,path_grd_mid_elite1_802,10.0,path_fly_mid_small_024,5.0,path_grd_mid_small_043,,,,,1220060131,Dash,1220060131.0,Dash,1220060131.0,Dash,1220060131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,3310010231.0,Dash,3310010231.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,2120010131.0,Dash,2120010131.0,Dash,1220060131.0,Drop,2220040131.0,Drop,1210030131.0,Dash,1210030131.0,Dash,3210030131.0,Drop,1310040231.0,Drop,1220060131.0,Jump,1220060131.0,Jump,2220040131.0,Drop,1320060131.0,Drop,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1220060131.0,Dash,2220040131.0,Dash,1220060131.0,Dash,2220040131.0,Dash,,,,,,,,,,,,,,,,
6501515,wave_eventdungeon_006,Campaign,90,7,True,False,point_grd_cityforestunder_001,point_fly_cityforestunder_001,sbg_cityforestunder_001,CityForestUnder,Day,ibg_cityforestunder_001,33,24,0,2310050131,path_grd_close_small_042,path_grd_mid_elite2_805,,path_grd_close_small_048,7.0,path_fly_close_small_038,10.0,path_fly_close_elite2_807,0.0,path_fly_mid_elite1_802,10.0,path_grd_close_small_048,6.0,path_grd_mid_small_043,12.0,,,,3220030131,Dash,1220050131.0,Dash,3220030131.0,Dash,1220050131.0,Dash,3220030131.0,Drop,2220040131.0,Drop,1320040231.0,Dash,1320040231.0,Dash,1220040131.0,Drop,1220040131.0,Drop,1220040131.0,Drop,1220050131.0,Drop,2210020131.0,Dash,2210020131.0,Dash,2210020131.0,Dash,3210030131.0,Dash,2110010131.0,Dash,2110010131.0,Dash,3310010231.0,Dash,3310010231.0,Dash,2110010131.0,Jump,2110010131.0,Jump,3210030131.0,Dash,2310050131.0,Drop,3220030131.0,Drop,3220030131.0,Drop,3220030131.0,Drop,1220050131.0,Drop,1220040131.0,Dash,1220050131.0,Dash,1220040131.0,Dash,1220050131.0,Dash,,,,,,,,,,,,,,,,
6501516,wave_eventdungeon_006,Campaign,90,7,True,False,point_grd_cityforestunder_004,point_fly_cityforestunder_004,sbg_cityforestunder_004,CityForestUnder,Day,ibg_cityforestunder_001,18,39,0,1310010131,path_grd_close_small_045,path_fly_mid_small_050,,path_grd_mid_elite2_805,,path_fly_mid_small_036,10.0,path_fly_mid_elite2_808,0.0,path_fly_mid_elite2_805,10.0,path_grd_close_small_042,,path_fly_close_small_049,,,,,2220010131,Dash,2220010131.0,Dash,2220020131.0,Dash,2220020131.0,Dash,1210020131.0,Dash,1210020131.0,Dash,1210020131.0,Dash,3210030131.0,Drop,2220020131.0,Dash,2220020131.0,Dash,2320050231.0,Jump,2320050231.0,Jump,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1310030231.0,Dash,1310030231.0,Dash,1210020131.0,Dash,1210020131.0,Dash,1310040231.0,Drop,1310010131.0,Drop,2220010131.0,Jump,2220050131.0,Jump,2220010131.0,Jump,2220050131.0,Jump,1210020131.0,Dash,1210020131.0,Dash,1210020131.0,Dash,3210030131.0,Drop,,,,,,,,,,,,,,,,
6501517,wave_eventdungeon_006,Campaign,90,7,True,False,point_grd_cityforestunder_005,point_fly_cityforestunder_005,sbg_cityforestunder_005,CityForestUnder,Day,ibg_cityforestunder_001,30,21,15,1320030131,path_grd_mid_small_052,path_fly_mid_elite2_808,3.0,path_fly_far_small_051,10.0,path_grd_close_special_024,,path_grd_far_elite2_806,0.0,path_grd_mid_small_049,10.0,path_fly_close_special_046,8.0,,,,,,3220030131,Dash,3220030131.0,Dash,3220030131.0,Dash,3220030131.0,Dash,3210010131.0,Dash,3210010131.0,Dash,2310010231.0,Dash,2310010231.0,Dash,3210010131.0,Dash,3210010131.0,Dash,3210010131.0,Dash,3210030131.0,Dash,3120010131.0,Jump,3120010131.0,Jump,3220030131.0,Drop,2220040131.0,Drop,3220030131.0,Dash,3220030131.0,Dash,2320070231.0,Dash,2320070231.0,Dash,3220030131.0,Drop,3220030131.0,Drop,3220030131.0,Drop,1320030131.0,Drop,3210010131.0,Dash,3210010131.0,Dash,3210010131.0,Drop,3210030131.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
6501518,wave_eventdungeon_006,Campaign,90,7,True,False,point_grd_cityforestunder_002,point_fly_cityforestunder_002,sbg_cityforestunder_002,CityForestUnder,Day,ibg_cityforestunder_001,18,33,0,3320030131,path_grd_close_small_042,path_grd_close_small_067,4.0,path_grd_mid_elite1_802,12.0,path_fly_mid_elite1_802,0.0,path_grd_mid_elite2_808,10.0,path_grd_mid_small_043,10.0,path_grd_close_small_013,5.0,,,,,,3220030131,Dash,3220030131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,3220060131.0,Dash,3220060131.0,Dash,3220060131.0,Drop,2320020231.0,Drop,3220030131.0,Dash,3220030131.0,Dash,3220020131.0,Drop,3320030231.0,Drop,3210010131.0,Jump,3210010131.0,Jump,1210040131.0,Drop,3310030231.0,Drop,3220030131.0,Dash,3220030131.0,Dash,2320020231.0,Drop,3320030131.0,Drop,3220060131.0,Dash,3220060131.0,Dash,3220060131.0,Dash,3220060131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6501519,wave_eventdungeon_006,Campaign,90,7,True,False,point_grd_cityforestunder_001,point_fly_cityforestunder_001,sbg_cityforestunder_001,CityForestUnder,Day,ibg_cityforestunder_001,21,36,0,1320060131,path_grd_close_small_067,path_grd_mid_elite2_805,,path_fly_close_small_049,,path_grd_mid_small_043,12.0,path_grd_mid_small_049,0.0,path_grd_close_elite2_807,5.0,path_grd_mid_special_025,,,,,,,1220010131,Dash,1220010131.0,Dash,2220040131.0,Drop,2320020231.0,Drop,2220010131.0,Dash,2220010131.0,Dash,2320050231.0,Dash,2320050231.0,Dash,1210020131.0,Dash,1210020131.0,Dash,1210020131.0,Dash,3210030131.0,Dash,1220010131.0,Dash,1220010131.0,Dash,1220050131.0,Dash,1220050131.0,Dash,1220050131.0,Drop,1220050131.0,Drop,1220050131.0,Drop,1220050131.0,Drop,2220010131.0,Dash,2220010131.0,Dash,1320030231.0,Drop,1320060131.0,Drop,1220010131.0,Dash,1220010131.0,Dash,1220050131.0,Drop,2220040131.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
