id,group,order,type,value
56017,560,17,Description,HELP_EVENT_STORY_MAID_IN_VALENTINE_05_01
56018,560,18,Description,HELP_EVENT_STORY_MAID_IN_VALENTINE_05_02
56019,560,19,Title,HELP_EVENT_STORY_MAID_IN_VALENTINE_06
56020,560,20,Description,HELP_EVENT_STORY_MAID_IN_VALENTINE_06_01
56021,560,21,Title,HELP_EVENT_STORY_MAID_IN_VALENTINE_07
56022,560,22,Description,HELP_EVENT_STORY_MAID_IN_VALENTINE_07_01
56023,560,23,Description,HELP_EVENT_STORY_MAID_IN_VALENTINE_07_02
56024,560,24,Title,HELP_EVENT_STORY_MAID_IN_VALENTINE_08
56025,560,25,Description,HELP_EVENT_STORY_MAID_IN_VALENTINE_08_01
56026,560,26,Title,HELP_EVENT_STORY_MAID_IN_VALENTINE_09
56027,560,27,Description,HELP_EVENT_STORY_MAID_IN_VALENTINE_09_01
56028,560,28,Description,HELP_EVENT_STORY_MAID_IN_VALENTINE_09_02
56029,560,29,Title,HELP_EVENT_STORY_MAID_IN_VALENTINE_10
56030,560,30,Description,HELP_EVENT_STORY_MAID_IN_VALENTINE_10_01
56031,560,31,Description,HELP_EVENT_STORY_MAID_IN_VALENTINE_10_02
56032,560,32,Description,HELP_EVENT_STORY_MAID_IN_VALENTINE_10_03
56033,560,33,Title,HELP_EVENT_STORY_MAID_IN_VALENTINE_11
56034,560,34,Description,HELP_EVENT_STORY_MAID_IN_VALENTINE_11_01
56035,560,35,Description,HELP_EVENT_STORY_MAID_IN_VALENTINE_11_02
56036,560,36,Title,HELP_EVENT_STORY_MAID_IN_VALENTINE_12
56037,560,37,Description,HELP_EVENT_STORY_MAID_IN_VALENTINE_12_01
57001,570,1,Title,HELP_EVENT_STORY_CE_01_PART1_01
57002,570,2,Description,HELP_EVENT_STORY_CE_01_PART1_01_01
57003,570,3,Title,HELP_EVENT_STORY_CE_01_PART1_02
57004,570,4,Description,HELP_EVENT_STORY_CE_01_PART1_02_01
57005,570,5,Description,HELP_EVENT_STORY_CE_01_PART1_02_02
57006,570,6,Title,HELP_EVENT_STORY_CE_01_PART1_03
57007,570,7,Description,HELP_EVENT_STORY_CE_01_PART1_03_01
57008,570,8,Description,HELP_EVENT_STORY_CE_01_PART1_03_02
57009,570,9,Description,HELP_EVENT_STORY_CE_01_PART1_03_03
57010,570,10,Description,HELP_EVENT_STORY_CE_01_PART1_03_04
57011,570,11,Description,HELP_EVENT_STORY_CE_01_PART1_03_05
57012,570,12,Title,HELP_EVENT_STORY_CE_01_PART1_04
57013,570,13,Description,HELP_EVENT_STORY_CE_01_PART1_04_01
57014,570,14,Description,HELP_EVENT_STORY_CE_01_PART1_04_02
57015,570,15,Title,HELP_EVENT_STORY_CE_01_PART1_05
57016,570,16,Description,HELP_EVENT_STORY_CE_01_PART1_05_01
57017,570,17,Description,HELP_EVENT_STORY_CE_01_PART1_05_02
57018,570,18,Title,HELP_EVENT_STORY_CE_01_PART1_06
57019,570,19,Description,HELP_EVENT_STORY_CE_01_PART1_06_01
57020,570,20,Title,HELP_EVENT_STORY_CE_01_PART1_07
57021,570,21,Description,HELP_EVENT_STORY_CE_01_PART1_07_01
57022,570,22,Description,HELP_EVENT_STORY_CE_01_PART1_07_02
57023,570,23,Title,HELP_EVENT_STORY_CE_01_PART1_08
57024,570,24,Description,HELP_EVENT_STORY_CE_01_PART1_08_01
57025,570,25,Title,HELP_EVENT_STORY_CE_01_PART1_09
57026,570,26,Description,HELP_EVENT_STORY_CE_01_PART1_09_01
57027,570,27,Description,HELP_EVENT_STORY_CE_01_PART1_09_02
57028,570,28,Title,HELP_EVENT_STORY_CE_01_PART1_10
57029,570,29,Description,HELP_EVENT_STORY_CE_01_PART1_10_01
57030,570,30,Description,HELP_EVENT_STORY_CE_01_PART1_10_02
57031,570,31,Description,HELP_EVENT_STORY_CE_01_PART1_10_03
57032,570,32,Title,HELP_EVENT_STORY_CE_01_PART1_11
57033,570,33,Description,HELP_EVENT_STORY_CE_01_PART1_11_01
57034,570,34,Description,HELP_EVENT_STORY_CE_01_PART1_11_02
57035,570,35,Title,HELP_EVENT_STORY_CE_01_PART1_12
57036,570,36,Description,HELP_EVENT_STORY_CE_01_PART1_12_01
58001,580,1,Title,HELP_EVENT_STORY_CE_01_PART2_01
58002,580,2,Description,HELP_EVENT_STORY_CE_01_PART2_01_01
58003,580,3,Title,HELP_EVENT_STORY_CE_01_PART2_02
58004,580,4,Description,HELP_EVENT_STORY_CE_01_PART2_02_01
58005,580,5,Description,HELP_EVENT_STORY_CE_01_PART2_02_02
58006,580,6,Description,HELP_EVENT_STORY_CE_01_PART2_02_03
58007,580,7,Title,HELP_EVENT_STORY_CE_01_PART2_03
58008,580,8,Description,HELP_EVENT_STORY_CE_01_PART2_03_01
58009,580,9,Description,HELP_EVENT_STORY_CE_01_PART2_03_02
58010,580,10,Description,HELP_EVENT_STORY_CE_01_PART2_03_03
58011,580,11,Description,HELP_EVENT_STORY_CE_01_PART2_03_04
58012,580,12,Description,HELP_EVENT_STORY_CE_01_PART2_03_05
58013,580,13,Title,HELP_EVENT_STORY_CE_01_PART2_04
58014,580,14,Description,HELP_EVENT_STORY_CE_01_PART2_04_01
58015,580,15,Description,HELP_EVENT_STORY_CE_01_PART2_04_02
58016,580,16,Title,HELP_EVENT_STORY_CE_01_PART2_05
58017,580,17,Description,HELP_EVENT_STORY_CE_01_PART2_05_01
58018,580,18,Description,HELP_EVENT_STORY_CE_01_PART2_05_02
58019,580,19,Title,HELP_EVENT_STORY_CE_01_PART2_06
58020,580,20,Description,HELP_EVENT_STORY_CE_01_PART2_06_01
58021,580,21,Title,HELP_EVENT_STORY_CE_01_PART2_07
58022,580,22,Description,HELP_EVENT_STORY_CE_01_PART2_07_01
58023,580,23,Description,HELP_EVENT_STORY_CE_01_PART2_07_02
58024,580,24,Title,HELP_EVENT_STORY_CE_01_PART2_08
58025,580,25,Description,HELP_EVENT_STORY_CE_01_PART2_08_01
58026,580,26,Title,HELP_EVENT_STORY_CE_01_PART2_09
58027,580,27,Description,HELP_EVENT_STORY_CE_01_PART2_09_01
58028,580,28,Description,HELP_EVENT_STORY_CE_01_PART2_09_02
58029,580,29,Title,HELP_EVENT_STORY_CE_01_PART2_10
58030,580,30,Description,HELP_EVENT_STORY_CE_01_PART2_10_01
58031,580,31,Description,HELP_EVENT_STORY_CE_01_PART2_10_02
58032,580,32,Description,HELP_EVENT_STORY_CE_01_PART2_10_03
58033,580,33,Title,HELP_EVENT_STORY_CE_01_PART2_11
58034,580,34,Description,HELP_EVENT_STORY_CE_01_PART2_11_01
58035,580,35,Description,HELP_EVENT_STORY_CE_01_PART2_11_02
58036,580,36,Title,HELP_EVENT_STORY_CE_01_PART2_12
58037,580,37,Description,HELP_EVENT_STORY_CE_01_PART2_12_01
59001,590,1,Title,HELP_EVENT_STORY_BOW-WOW_PARADISE_01
59002,590,2,Description,HELP_EVENT_STORY_BOW-WOW_PARADISE_01_01
59003,590,3,Title,HELP_EVENT_STORY_BOW-WOW_PARADISE_02
59004,590,4,Description,HELP_EVENT_STORY_BOW-WOW_PARADISE_02_01
59005,590,5,Description,HELP_EVENT_STORY_BOW-WOW_PARADISE_02_02
59006,590,6,Description,HELP_EVENT_STORY_BOW-WOW_PARADISE_02_03
59007,590,7,Title,HELP_EVENT_STORY_BOW-WOW_PARADISE_03
59008,590,8,Description,HELP_EVENT_STORY_BOW-WOW_PARADISE_03_01
59009,590,9,Description,HELP_EVENT_STORY_BOW-WOW_PARADISE_03_02
59010,590,10,Description,HELP_EVENT_STORY_BOW-WOW_PARADISE_03_03
59011,590,11,Description,HELP_EVENT_STORY_BOW-WOW_PARADISE_03_04
59012,590,12,Description,HELP_EVENT_STORY_BOW-WOW_PARADISE_03_05
59013,590,13,Title,HELP_EVENT_STORY_BOW-WOW_PARADISE_04
59014,590,14,Description,HELP_EVENT_STORY_BOW-WOW_PARADISE_04_01
59015,590,15,Description,HELP_EVENT_STORY_BOW-WOW_PARADISE_04_02
59016,590,16,Title,HELP_EVENT_STORY_BOW-WOW_PARADISE_05
59017,590,17,Description,HELP_EVENT_STORY_BOW-WOW_PARADISE_05_01
59018,590,18,Description,HELP_EVENT_STORY_BOW-WOW_PARADISE_05_02
59019,590,19,Title,HELP_EVENT_STORY_BOW-WOW_PARADISE_06
59020,590,20,Description,HELP_EVENT_STORY_BOW-WOW_PARADISE_06_01
59021,590,21,Title,HELP_EVENT_STORY_BOW-WOW_PARADISE_07
59022,590,22,Description,HELP_EVENT_STORY_BOW-WOW_PARADISE_07_01
59023,590,23,Description,HELP_EVENT_STORY_BOW-WOW_PARADISE_07_02
59024,590,24,Title,HELP_EVENT_STORY_BOW-WOW_PARADISE_08
59025,590,25,Description,HELP_EVENT_STORY_BOW-WOW_PARADISE_08_01
59026,590,26,Title,HELP_EVENT_STORY_BOW-WOW_PARADISE_09
59027,590,27,Description,HELP_EVENT_STORY_BOW-WOW_PARADISE_09_01
59028,590,28,Description,HELP_EVENT_STORY_BOW-WOW_PARADISE_09_02
59029,590,29,Title,HELP_EVENT_STORY_BOW-WOW_PARADISE_10
59030,590,30,Description,HELP_EVENT_STORY_BOW-WOW_PARADISE_10_01
59031,590,31,Description,HELP_EVENT_STORY_BOW-WOW_PARADISE_10_02
59032,590,32,Description,HELP_EVENT_STORY_BOW-WOW_PARADISE_10_03
59033,590,33,Title,HELP_EVENT_STORY_BOW-WOW_PARADISE_11
59034,590,34,Description,HELP_EVENT_STORY_BOW-WOW_PARADISE_11_01
59035,590,35,Description,HELP_EVENT_STORY_BOW-WOW_PARADISE_11_02
59036,590,36,Title,HELP_EVENT_STORY_BOW-WOW_PARADISE_12
59037,590,37,Description,HELP_EVENT_STORY_BOW-WOW_PARADISE_12_01
60001,600,1,Title,HELP_EVENT_STORY_11_01
60002,600,2,Description,HELP_EVENT_STORY_11_01_01
60003,600,3,Title,HELP_EVENT_STORY_11_02
60004,600,4,Description,HELP_EVENT_STORY_11_02_01
60005,600,5,Description,HELP_EVENT_STORY_11_02_02
60006,600,6,Description,HELP_EVENT_STORY_11_02_03
60007,600,7,Title,HELP_EVENT_STORY_11_03
60008,600,8,Description,HELP_EVENT_STORY_11_03_01
60009,600,9,Description,HELP_EVENT_STORY_11_03_02
60010,600,10,Description,HELP_EVENT_STORY_11_03_03
60011,600,11,Description,HELP_EVENT_STORY_11_03_04
60012,600,12,Description,HELP_EVENT_STORY_11_03_05
60013,600,13,Title,HELP_EVENT_STORY_11_04
60014,600,14,Description,HELP_EVENT_STORY_11_04_01
60015,600,15,Description,HELP_EVENT_STORY_11_04_02
60016,600,16,Title,HELP_EVENT_STORY_11_05
60017,600,17,Description,HELP_EVENT_STORY_11_05_01
60018,600,18,Description,HELP_EVENT_STORY_11_05_02
60019,600,19,Title,HELP_EVENT_STORY_11_06
60020,600,20,Description,HELP_EVENT_STORY_11_06_01
60021,600,21,Title,HELP_EVENT_STORY_11_07
60022,600,22,Description,HELP_EVENT_STORY_11_07_01
60023,600,23,Description,HELP_EVENT_STORY_11_07_02
60024,600,24,Title,HELP_EVENT_STORY_11_08
60025,600,25,Description,HELP_EVENT_STORY_11_08_01
60026,600,26,Title,HELP_EVENT_STORY_11_09
60027,600,27,Description,HELP_EVENT_STORY_11_09_01
60028,600,28,Description,HELP_EVENT_STORY_11_09_02
60029,600,29,Title,HELP_EVENT_STORY_11_10
60030,600,30,Description,HELP_EVENT_STORY_11_10_01
60031,600,31,Description,HELP_EVENT_STORY_11_10_02
60032,600,32,Description,HELP_EVENT_STORY_11_10_03
60033,600,33,Title,HELP_EVENT_STORY_11_11
60034,600,34,Description,HELP_EVENT_STORY_11_11_01
60035,600,35,Description,HELP_EVENT_STORY_11_11_02
60036,600,36,Title,HELP_EVENT_STORY_11_12
60037,600,37,Description,HELP_EVENT_STORY_11_12_01
61001,610,1,Title,HELP_EVENT_STORY_12_01
61002,610,2,Description,HELP_EVENT_STORY_12_01_01
61003,610,3,Title,HELP_EVENT_STORY_12_02
61004,610,4,Description,HELP_EVENT_STORY_12_02_01
61005,610,5,Description,HELP_EVENT_STORY_12_02_02
61006,610,6,Description,HELP_EVENT_STORY_12_02_03
61007,610,7,Title,HELP_EVENT_STORY_12_03
61008,610,8,Description,HELP_EVENT_STORY_12_03_01
61009,610,9,Description,HELP_EVENT_STORY_12_03_02
61010,610,10,Description,HELP_EVENT_STORY_12_03_03
61011,610,11,Description,HELP_EVENT_STORY_12_03_04
61012,610,12,Description,HELP_EVENT_STORY_12_03_05
61013,610,13,Title,HELP_EVENT_STORY_12_04
61014,610,14,Description,HELP_EVENT_STORY_12_04_01
61015,610,15,Description,HELP_EVENT_STORY_12_04_02
61016,610,16,Title,HELP_EVENT_STORY_12_05
61017,610,17,Description,HELP_EVENT_STORY_12_05_01
61018,610,18,Description,HELP_EVENT_STORY_12_05_02
61019,610,19,Title,HELP_EVENT_STORY_12_06
61020,610,20,Description,HELP_EVENT_STORY_12_06_01
61021,610,21,Title,HELP_EVENT_STORY_12_07
61022,610,22,Description,HELP_EVENT_STORY_12_07_01
61023,610,23,Description,HELP_EVENT_STORY_12_07_02
61024,610,24,Title,HELP_EVENT_STORY_12_08
61025,610,25,Description,HELP_EVENT_STORY_12_08_01
61026,610,26,Title,HELP_EVENT_STORY_12_09
61027,610,27,Description,HELP_EVENT_STORY_12_09_01
61028,610,28,Description,HELP_EVENT_STORY_12_09_02
61029,610,29,Title,HELP_EVENT_STORY_12_10
61030,610,30,Description,HELP_EVENT_STORY_12_10_01
61031,610,31,Description,HELP_EVENT_STORY_12_10_02
61032,610,32,Description,HELP_EVENT_STORY_12_10_03
61033,610,33,Title,HELP_EVENT_STORY_12_11
61034,610,34,Description,HELP_EVENT_STORY_12_11_01
61035,610,35,Description,HELP_EVENT_STORY_12_11_02
61036,610,36,Title,HELP_EVENT_STORY_12_12
61037,610,37,Description,HELP_EVENT_STORY_12_12_01
62001,620,1,Title,HELP_EVENT_STORY_COMMON_01
62002,620,2,Description,HELP_EVENT_STORY_COMMON_01_01
62003,620,3,Title,HELP_EVENT_STORY_COMMON_02
62004,620,4,Description,HELP_EVENT_STORY_COMMON_02_01
62005,620,5,Description,HELP_EVENT_STORY_COMMON_02_02
62006,620,6,Description,HELP_EVENT_STORY_COMMON_02_03
62007,620,7,Description,HELP_EVENT_STORY_COMMON_02_04
62008,620,8,Title,HELP_EVENT_STORY_COMMON_03
62009,620,9,Description,HELP_EVENT_STORY_COMMON_03_01
62010,620,10,Description,HELP_EVENT_STORY_COMMON_03_02
62011,620,11,Description,HELP_EVENT_STORY_COMMON_03_03
62012,620,12,Description,HELP_EVENT_STORY_COMMON_03_04
62013,620,13,Description,HELP_EVENT_STORY_COMMON_03_05
62014,620,14,Title,HELP_EVENT_STORY_COMMON_04
62015,620,15,Description,HELP_EVENT_STORY_COMMON_04_01
62016,620,16,Description,HELP_EVENT_STORY_COMMON_04_02
62017,620,17,Title,HELP_EVENT_STORY_COMMON_05
62018,620,18,Description,HELP_EVENT_STORY_COMMON_05_01
62019,620,19,Description,HELP_EVENT_STORY_COMMON_05_02
62020,620,20,Title,HELP_EVENT_STORY_COMMON_06
62021,620,21,Description,HELP_EVENT_STORY_COMMON_06_01
62022,620,22,Title,HELP_EVENT_STORY_COMMON_07
62023,620,23,Description,HELP_EVENT_STORY_COMMON_07_01
62024,620,24,Description,HELP_EVENT_STORY_COMMON_07_02
62025,620,25,Title,HELP_EVENT_STORY_COMMON_08
62026,620,26,Description,HELP_EVENT_STORY_COMMON_08_01
62027,620,27,Title,HELP_EVENT_STORY_COMMON_09
62028,620,28,Description,HELP_EVENT_STORY_COMMON_09_01
62029,620,29,Description,HELP_EVENT_STORY_COMMON_09_02
62030,620,30,Title,HELP_EVENT_STORY_COMMON_10
62031,620,31,Description,HELP_EVENT_STORY_COMMON_10_01
62032,620,32,Description,HELP_EVENT_STORY_COMMON_10_02
62033,620,33,Description,HELP_EVENT_STORY_COMMON_10_03
62034,620,34,Title,HELP_EVENT_STORY_COMMON_11
62035,620,35,Description,HELP_EVENT_STORY_COMMON_11_01
62036,620,36,Description,HELP_EVENT_STORY_COMMON_11_02
62037,620,37,Title,HELP_EVENT_STORY_COMMON_12
62038,620,38,Description,HELP_EVENT_STORY_COMMON_12_02
62039,620,39,Title,HELP_EVENT_STORY_COMMON_13
62040,620,40,Description,HELP_EVENT_STORY_COMMON_13_01
62041,620,41,Description,HELP_EVENT_STORY_COMMON_13_02
62042,620,42,Description,HELP_EVENT_STORY_COMMON_13_03
63001,630,1,Title,HELP_EVENT_ARCHIVE_01
63002,630,2,Description,HELP_EVENT_ARCHIVE_01_01
63003,630,3,Title,HELP_EVENT_ARCHIVE_02
63004,630,4,Description,HELP_EVENT_ARCHIVE_02_02
63005,630,5,Title,HELP_EVENT_ARCHIVE_03
63006,630,6,Description,HELP_EVENT_ARCHIVE_03_01
63007,630,7,Description,HELP_EVENT_ARCHIVE_03_02
63008,630,8,Title,HELP_EVENT_ARCHIVE_04
63009,630,9,Description,HELP_EVENT_ARCHIVE_04_01
63010,630,10,Description,HELP_EVENT_ARCHIVE_04_02
63011,630,11,Description,HELP_EVENT_ARCHIVE_04_03
63012,630,12,Description,HELP_EVENT_ARCHIVE_04_04
64001,640,1,Title,HELP_EVENT_RECORD_INFO_01
64002,640,2,Description,HELP_EVENT_RECORD_INFO_01_01
64003,640,3,Title,HELP_EVENT_RECORD_INFO_03
64004,640,4,Description,HELP_EVENT_RECORD_INFO_03_01
64005,640,5,Title,HELP_EVENT_RECORD_INFO_04
64006,640,6,Description,HELP_EVENT_RECORD_INFO_04_01
64007,640,7,Title,HELP_EVENT_RECORD_INFO_05
64008,640,8,Description,HELP_EVENT_RECORD_INFO_05_01
64009,640,9,Description,HELP_EVENT_RECORD_INFO_05_02
64010,640,10,Title,HELP_EVENT_RECORD_INFO_06
64011,640,11,Description,HELP_EVENT_RECORD_INFO_06_01
64012,640,12,Title,HELP_EVENT_RECORD_INFO_07
64013,640,13,Description,HELP_EVENT_RECORD_INFO_07_01
64014,640,14,Description,HELP_EVENT_RECORD_INFO_07_02_01
64015,640,15,Description,HELP_EVENT_RECORD_INFO_07_03_01
64016,640,16,Description,HELP_EVENT_RECORD_INFO_07_04
65001,650,1,Title,HELP_ARCHIVE_STORY_EVENT_01
65002,650,2,Description,HELP_ARCHIVE_STORY_EVENT_01_01
65003,650,3,Description,HELP_ARCHIVE_STORY_EVENT_01_02
65004,650,4,Title,HELP_ARCHIVE_STORY_EVENT_02
65005,650,5,Description,HELP_ARCHIVE_STORY_EVENT_02_01
65006,650,6,Description,HELP_ARCHIVE_STORY_EVENT_02_02
65007,650,7,Title,HELP_ARCHIVE_STORY_EVENT_03
65008,650,8,Description,HELP_ARCHIVE_STORY_EVENT_03_01
65009,650,9,Description,HELP_ARCHIVE_STORY_EVENT_03_02
65010,650,10,Title,HELP_ARCHIVE_STORY_EVENT_04
65011,650,11,Description,HELP_ARCHIVE_STORY_EVENT_04_01
65012,650,12,Title,HELP_ARCHIVE_STORY_EVENT_05
65013,650,13,Description,HELP_ARCHIVE_STORY_EVENT_05_01
65014,650,14,Title,HELP_ARCHIVE_STORY_EVENT_06
65015,650,15,Description,HELP_ARCHIVE_STORY_EVENT_06_01
65016,650,16,Description,HELP_ARCHIVE_STORY_EVENT_06_02
65017,650,17,Title,HELP_ARCHIVE_STORY_EVENT_07
65018,650,18,Description,HELP_ARCHIVE_STORY_EVENT_07_01
65019,650,19,Description,HELP_ARCHIVE_STORY_EVENT_07_02
66001,660,1,Title,HELP_FAVORITEITEM_SKILL_01
66002,660,2,Description,HELP_FAVORITEITEM_SKILL_01_01
66003,660,3,Description,HELP_FAVORITEITEM_SKILL_01_02
66004,660,4,Title,HELP_FAVORITEITEM_SKILL_02
66005,660,5,Description,HELP_FAVORITEITEM_SKILL_02_01
66006,660,6,Description,HELP_FAVORITEITEM_SKILL_02_02
66007,660,7,Title,HELP_FAVORITEITEM_SKILL_03
66008,660,8,Description,HELP_FAVORITEITEM_SKILL_03_01
67001,670,1,Title,HELP_FAVORITEITEM_01
67002,670,2,Description,HELP_FAVORITEITEM_01_01
67003,670,3,Description,HELP_FAVORITEITEM_01_02
67004,670,4,Description,HELP_FAVORITEITEM_01_03
67005,670,5,Title,HELP_FAVORITEITEM_02
67006,670,6,Description,HELP_FAVORITEITEM_02_01
67007,670,7,Description,HELP_FAVORITEITEM_02_02
67008,670,8,Title,HELP_FAVORITEITEM_03
67009,670,9,Description,HELP_FAVORITEITEM_03_01
67010,670,10,Description,HELP_FAVORITEITEM_03_02
67011,670,11,Description,HELP_FAVORITEITEM_03_03
67012,670,12,Description,HELP_FAVORITEITEM_03_04
67013,670,13,Description,HELP_FAVORITEITEM_03_05
67014,670,14,Title,HELP_FAVORITEITEM_04
67015,670,15,Description,HELP_FAVORITEITEM_04_01
67016,670,16,Description,HELP_FAVORITEITEM_04_02
67017,670,17,Description,HELP_FAVORITEITEM_04_03
67018,670,18,Description,HELP_FAVORITEITEM_04_04
67019,670,19,Title,HELP_FAVORITEITEM_05
67020,670,20,Description,HELP_FAVORITEITEM_05_01
67021,670,21,Description,HELP_FAVORITEITEM_05_02
67022,670,22,Title,HELP_FAVORITEITEM_06
67023,670,23,Description,HELP_FAVORITEITEM_06_01
67024,670,24,Description,HELP_FAVORITEITEM_06_02
67025,670,25,Description,HELP_FAVORITEITEM_06_03
67026,670,26,Title,HELP_FAVORITEITEM_07
67027,670,27,Description,HELP_FAVORITEITEM_07_01
67028,670,28,Description,HELP_FAVORITEITEM_07_02
67029,670,29,Description,HELP_FAVORITEITEM_07_03
67030,670,30,Title,HELP_FAVORITEITEM_08
67031,670,31,Description,HELP_FAVORITEITEM_08_01
67032,670,32,Description,HELP_FAVORITEITEM_08_02
67033,670,33,Description,HELP_FAVORITEITEM_08_03
67034,670,34,Title,HELP_FAVORITEITEM_09
67035,670,35,Description,HELP_FAVORITEITEM_09_01
67036,670,36,Description,HELP_FAVORITEITEM_09_02
67037,670,37,Description,HELP_FAVORITEITEM_09_03
67038,670,38,Title,HELP_FAVORITEITEM_SKILL_01
67039,670,39,Description,HELP_FAVORITEITEM_SKILL_01_01
67040,670,40,Description,HELP_FAVORITEITEM_SKILL_01_02
67041,670,41,Title,HELP_FAVORITEITEM_SKILL_02
67042,670,42,Description,HELP_FAVORITEITEM_SKILL_02_01
67043,670,43,Description,HELP_FAVORITEITEM_SKILL_02_02
68001,680,1,Title,HELP_SIDESTORY_01
68002,680,2,Description,HELP_SIDESTORY_01_01
68003,680,3,Description,HELP_SIDESTORY_01_02
68004,680,4,Title,HELP_SIDESTORY_02
68005,680,5,Description,HELP_SIDESTORY_02_01
68006,680,6,Description,HELP_SIDESTORY_02_02
68007,680,7,Description,HELP_SIDESTORY_02_03
68008,680,8,Title,HELP_SIDESTORY_03
68009,680,9,Description,HELP_SIDESTORY_03_01
68010,680,10,Title,HELP_SIDESTORY_04
68011,680,11,Description,HELP_SIDESTORY_04_01
68012,680,12,Description,HELP_SIDESTORY_04_02
68013,680,13,Description,HELP_SIDESTORY_04_03
68014,680,14,Title,HELP_SIDESTORY_05
68015,680,15,Description,HELP_SIDESTORY_05_01
69001,690,1,Title,HELP_INTERCEPT_ANOMALOUS_01
69002,690,2,Description,HELP_INTERCEPT_ANOMALOUS_01_01
69003,690,3,Description,HELP_INTERCEPT_ANOMALOUS_01_02
69004,690,4,Description,HELP_INTERCEPT_ANOMALOUS_01_03
69005,690,5,Title,HELP_INTERCEPT_ANOMALOUS_02
69006,690,6,Description,HELP_INTERCEPT_ANOMALOUS_02_01
69007,690,7,Title,HELP_INTERCEPT_ANOMALOUS_03
69008,690,8,Description,HELP_INTERCEPT_ANOMALOUS_03_01
69009,690,9,Description,HELP_INTERCEPT_ANOMALOUS_03_02
69012,690,12,Title,HELP_INTERCEPT_ANOMALOUS_05
69013,690,13,Description,HELP_INTERCEPT_ANOMALOUS_05_01
69103,691,3,Title,RECYCLEROOM_LEVEL_CAP
69104,691,4,Description,RECYCLEROOM_LEVEL_CAP_DESC_1
69105,691,5,Description,RECYCLEROOM_LEVEL_CAP_DESC_2
70101,701,1,Title,HELP_LIBERATE_01
70102,701,2,Description,HELP_LIBERATE_01_01
70103,701,3,Title,HELP_LIBERATE_02
70104,701,4,Description,HELP_LIBERATE_02_01
70105,701,5,Description,HELP_LIBERATE_02_02
70106,701,6,Description,HELP_LIBERATE_02_03
70107,701,7,Description,HELP_LIBERATE_02_04
70108,701,8,Description,HELP_LIBERATE_02_05
70109,701,9,Title,HELP_LIBERATE_03
70110,701,10,Description,HELP_LIBERATE_03_01
70111,701,11,Description,HELP_LIBERATE_03_02
70201,702,1,Image,guide_liberate_search_open
70202,702,2,Title,HELP_LIBERATE_SEARCH_01
70203,702,3,Description,HELP_LIBERATE_SEARCH_01_01
70204,702,4,Description,HELP_LIBERATE_SEARCH_01_02
70205,702,5,Title,HELP_LIBERATE_SEARCH_02
70206,702,6,Description,HELP_LIBERATE_SEARCH_02_01
70207,702,7,Description,HELP_LIBERATE_SEARCH_02_02
71001,710,1,Title,ARCADE_HELPTIP_DESC_01
71002,710,2,Description,ARCADE_HELPTIP_DESC_01_01
71003,710,3,Description,ARCADE_HELPTIP_DESC_01_02
71004,710,4,Description,ARCADE_HELPTIP_DESC_01_03
71005,710,5,Title,ARCADE_HELPTIP_DESC_02
71006,710,6,Description,ARCADE_HELPTIP_DESC_02_01
71007,710,7,Description,ARCADE_HELPTIP_DESC_02_02
71008,710,8,Title,ARCADE_HELPTIP_DESC_03
71009,710,9,Description,ARCADE_HELPTIP_DESC_03_01
71010,710,10,Title,ARCADE_HELPTIP_DESC_04
71011,710,11,Description,ARCADE_HELPTIP_DESC_04_01
71012,710,12,Description,ARCADE_HELPTIP_DESC_04_02
90001,900,1,Title,HELP_GACHA_FIRST_01
90002,900,2,Description,HELP_GACHA_FIRST_01_01
90003,900,3,Title,HELP_GACHA_FIRST_02
90004,900,4,Description,HELP_GACHA_FIRST_02_01_01
90005,900,5,Title,HELP_GACHA_FIRST_03
90006,900,6,Description,HELP_GACHA_FIRST_03_01
90007,900,7,Title,HELP_GACHA_FIRST_04
90008,900,8,Description,HELP_GACHA_FIRST_04_01
90009,900,9,Description,HELP_GACHA_FIRST_04_02_01
90101,901,1,Title,HELP_GACHA_2023_NEWYEAR_01
90102,901,2,Description,HELP_GACHA_2023_NEWYEAR_01_01
90103,901,3,Title,HELP_GACHA_2023_NEWYEAR_02
90104,901,4,Description,HELP_GACHA_2023_NEWYEAR_02_01
90105,901,5,Title,HELP_GACHA_2023_NEWYEAR_03
90106,901,6,Description,HELP_GACHA_2023_NEWYEAR_03_01
90201,902,1,Title,HELP_GACHA_STEPUP_01
90202,902,2,Description,HELP_GACHA_STEPUP_01_01
90203,902,3,Title,HELP_GACHA_STEPUP_02
90204,902,4,Description,HELP_GACHA_STEPUP_02_01
90205,902,5,Description,HELP_GACHA_STEPUP_02_02
90206,902,6,Title,HELP_GACHA_STEPUP_03
90207,902,7,Description,HELP_GACHA_STEPUP_03_01
90208,902,8,Description,HELP_GACHA_STEPUP_03_02
90209,902,9,Title,HELP_GACHA_STEPUP_04
90210,902,10,Description,HELP_GACHA_STEPUP_04_01
90211,902,11,Description,HELP_GACHA_STEPUP_04_02_01
90301,903,1,Title,HELP_GACHA_PITY_01_01
90302,903,2,Description,HELP_GACHA_PITY_01_01_01
90303,903,3,Description,HELP_GACHA_PITY_01_01_02
90304,903,4,Description,HELP_GACHA_PITY_01_01_03
90305,903,5,Description,HELP_GACHA_PITY_01_01_04
90306,903,6,Description,HELP_GACHA_PITY_01_01_05
90307,903,7,Title,HELP_GACHA_PITY_01_02
