id,group_Id,timeline_Value,timeline_actionType,timeline_actionType_Value/0/timeline_actionType_Value,timeline_actionType_Value/1/timeline_actionType_Value,timeline_actionType_Value/2/timeline_actionType_Value,timeline_actionType_Value/3/timeline_actionType_Value,timeline_actionType_Value/4/timeline_actionType_Value,timeline_actionType_Value/5/timeline_actionType_Value,timeline_actionType_Value/6/timeline_actionType_Value,timeline_actionType_Value/7/timeline_actionType_Value,timeline_actionType_Value/8/timeline_actionType_Value,timeline_actionType_Value/9/timeline_actionType_Value,timeline_actionType_Value/10/timeline_actionType_Value,timeline_actionType_Value/11/timeline_actionType_Value
210004,210004,0,Spawn_Circle_Random,7,0,360,Monster,210004,8,True,20,False,,,
210005,210005,0,Spawn_Circle_Random,7,0,360,Monster,210005,9,True,20,False,,,
210006,210006,0,Spawn_Circle_Random,7,0,360,Monster,210006,9,True,20,False,,,
210007,210007,0,Spawn_Circle_Random,7,0,360,Monster,210007,10,True,20,False,,,
210008,210008,0,Spawn_Circle_Random,7,0,360,Monster,210008,10,True,20,False,,,
210009,210009,0,Spawn_Circle_Random,7,0,360,Monster,210009,12,True,20,False,,,
210010,210010,0,Spawn_Circle_Random,7,0,360,Monster,210010,12,True,20,False,,,
220001,220001,0,Spawn_Circle_Equal,9,220001,48,False,0,,,,,,,
220002,220002,0,Spawn_Circle_Equal,9,220002,48,False,0,,,,,,,
220003,220003,0,Spawn_Circle_Equal,9,220003,48,False,0,,,,,,,
220004,220004,0,Spawn_Circle_Equal,9,220004,48,False,0,,,,,,,
230001,230001,0,Spawn_Circle_Random,7,0,360,Monster,230001,1,True,20,True,,,
230002,230001,50,Spawn_Circle_Random,7,0,360,Monster,230001,1,True,20,True,,,
230003,230001,100,Spawn_Circle_Random,7,0,360,Monster,230001,1,True,20,True,,,
230004,230002,0,Spawn_Circle_Random,7,0,360,Monster,230002,1,True,20,True,,,
230005,230002,50,Spawn_Circle_Random,7,0,360,Monster,230002,1,True,20,True,,,
230006,230002,100,Spawn_Circle_Random,7,0,360,Monster,230002,1,True,20,True,,,
230007,230003,0,Spawn_Circle_Random,7,0,360,Monster,230003,1,True,20,True,,,
230008,230003,50,Spawn_Circle_Random,7,0,360,Monster,230003,1,True,20,True,,,
230009,230003,100,Spawn_Circle_Random,7,0,360,Monster,230003,2,True,20,True,,,
230010,230004,0,Spawn_Circle_Random,7,0,360,Monster,230004,1,True,20,True,,,
230011,230004,50,Spawn_Circle_Random,7,0,360,Monster,230004,1,True,20,True,,,
230012,230004,100,Spawn_Circle_Random,7,0,360,Monster,230004,2,True,20,True,,,
230013,230005,0,Spawn_Circle_Random,7,0,360,Monster,230005,1,True,20,True,,,
230014,230005,50,Spawn_Circle_Random,7,0,360,Monster,230005,2,True,20,True,,,
230015,230005,100,Spawn_Circle_Random,7,0,360,Monster,230005,2,True,20,True,,,
230016,230006,0,Spawn_Circle_Random,7,0,360,Monster,230006,1,True,20,True,,,
230017,230006,300,Spawn_Circle_Random,7,0,360,Monster,230006,1,True,20,True,,,
230018,230006,600,Spawn_Circle_Random,7,0,360,Monster,230006,1,True,20,True,,,
230019,230007,0,Spawn_Circle_Random,7,0,360,Monster,230007,1,True,20,True,,,
230020,230007,300,Spawn_Circle_Random,7,0,360,Monster,230007,1,True,20,True,,,
230021,230007,600,Spawn_Circle_Random,7,0,360,Monster,230007,1,True,20,True,,,
230022,230008,0,Spawn_Circle_Random,7,0,360,Monster,230008,1,True,20,True,,,
230023,230008,300,Spawn_Circle_Random,7,0,360,Monster,230008,1,True,20,True,,,
230024,230008,600,Spawn_Circle_Random,7,0,360,Monster,230008,2,True,20,True,,,
230025,230009,0,Spawn_Circle_Random,7,0,360,Monster,230009,1,True,20,True,,,
230026,230009,300,Spawn_Circle_Random,7,0,360,Monster,230009,1,True,20,True,,,
230027,230009,600,Spawn_Circle_Random,7,0,360,Monster,230009,2,True,20,True,,,
230028,230010,0,Spawn_Circle_Random,7,0,360,Monster,230010,1,True,20,True,,,
230029,230010,300,Spawn_Circle_Random,7,0,360,Monster,230010,2,True,20,True,,,
230030,230010,600,Spawn_Circle_Random,7,0,360,Monster,230010,2,True,20,True,,,
240001,240001,0,Spawn_Hor,0,-15,Monster,20,230103,3,False,0,False,,,
240002,240001,0,Spawn_Hor,5,15,Monster,20,230104,3,False,0,False,,,
240003,240001,0,Spawn_Hor,0,-25,Monster,20,230103,3,False,0,False,,,
240004,240001,0,Spawn_Hor,5,25,Monster,20,230104,3,False,0,False,,,
240005,240001,0,Spawn_Hor,0,-35,Monster,20,230103,3,False,0,False,,,
240006,240001,0,Spawn_Hor,5,35,Monster,20,230104,3,False,0,False,,,
240007,240001,0,Spawn_Hor,0,-45,Monster,20,230103,3,False,0,False,,,
240008,240001,0,Spawn_Hor,5,45,Monster,20,230104,3,False,0,False,,,
240009,240001,0,Spawn_Hor,0,-55,Monster,20,230103,3,False,0,False,,,
240010,240001,0,Spawn_Hor,5,55,Monster,20,230104,3,False,0,False,,,
240011,240002,0,Spawn_Ver,-15,0,Monster,20,230105,3,False,0,False,,,
240012,240002,0,Spawn_Ver,15,5,Monster,20,230106,3,False,0,False,,,
240013,240002,0,Spawn_Ver,-25,0,Monster,20,230105,3,False,0,False,,,
240014,240002,0,Spawn_Ver,25,5,Monster,20,230106,3,False,0,False,,,
240015,240002,0,Spawn_Ver,-35,0,Monster,20,230105,3,False,0,False,,,
240016,240002,0,Spawn_Ver,35,5,Monster,20,230106,3,False,0,False,,,
240017,240002,0,Spawn_Ver,-45,0,Monster,20,230105,3,False,0,False,,,
240018,240002,0,Spawn_Ver,45,5,Monster,20,230106,3,False,0,False,,,
240019,240002,0,Spawn_Ver,-55,0,Monster,20,230105,3,False,0,False,,,
240020,240002,0,Spawn_Ver,55,5,Monster,20,230106,3,False,0,False,,,
240021,240003,0,Spawn_Hor,0,-15,Monster,20,230111,3,False,0,False,,,
240022,240003,0,Spawn_Hor,5,15,Monster,20,230112,3,False,0,False,,,
240023,240003,0,Spawn_Ver,-15,0,Monster,20,230109,3,False,0,False,,,
240024,240003,0,Spawn_Ver,15,5,Monster,20,230110,3,False,0,False,,,
240025,240003,0,Spawn_Hor,0,-25,Monster,20,230111,3,False,0,False,,,
240026,240003,0,Spawn_Hor,5,25,Monster,20,230112,3,False,0,False,,,
240027,240003,0,Spawn_Ver,-25,0,Monster,20,230109,3,False,0,False,,,
240028,240003,0,Spawn_Ver,25,5,Monster,20,230110,3,False,0,False,,,
240029,240003,0,Spawn_Hor,0,-35,Monster,20,230111,3,False,0,False,,,
240030,240003,0,Spawn_Hor,5,35,Monster,20,230112,3,False,0,False,,,
240031,240003,0,Spawn_Ver,-35,0,Monster,20,230109,3,False,0,False,,,
240032,240003,0,Spawn_Ver,35,5,Monster,20,230110,3,False,0,False,,,
240033,240003,0,Spawn_Hor,0,-45,Monster,20,230111,3,False,0,False,,,
240034,240003,0,Spawn_Hor,5,45,Monster,20,230112,3,False,0,False,,,
240035,240003,0,Spawn_Ver,-45,0,Monster,20,230109,3,False,0,False,,,
240036,240003,0,Spawn_Ver,45,5,Monster,20,230110,3,False,0,False,,,
240037,240003,0,Spawn_Hor,0,-55,Monster,20,230111,3,False,0,False,,,
240038,240003,0,Spawn_Hor,5,55,Monster,20,230112,3,False,0,False,,,
240039,240003,0,Spawn_Ver,-55,0,Monster,20,230109,3,False,0,False,,,
240040,240003,0,Spawn_Ver,55,5,Monster,20,230110,3,False,0,False,,,
240041,240004,0,Spawn_Hor,0,-15,Monster,20,230111,3,False,0,False,,,
240042,240004,0,Spawn_Hor,5,15,Monster,20,230112,3,False,0,False,,,
240043,240004,0,Spawn_Ver,-15,0,Monster,20,230109,3,False,0,False,,,
240044,240004,0,Spawn_Ver,15,5,Monster,20,230110,3,False,0,False,,,
240045,240004,0,Spawn_Hor,0,-25,Monster,20,230111,3,False,0,False,,,
240046,240004,0,Spawn_Hor,5,25,Monster,20,230112,3,False,0,False,,,
240047,240004,0,Spawn_Ver,-25,0,Monster,20,230109,3,False,0,False,,,
240048,240004,0,Spawn_Ver,25,5,Monster,20,230110,3,False,0,False,,,
240049,240004,0,Spawn_Hor,0,-35,Monster,20,230111,3,False,0,False,,,
240050,240004,0,Spawn_Hor,5,35,Monster,20,230112,3,False,0,False,,,
240051,240004,0,Spawn_Ver,-35,0,Monster,20,230109,3,False,0,False,,,
240052,240004,0,Spawn_Ver,35,5,Monster,20,230110,3,False,0,False,,,
240053,240004,0,Spawn_Hor,0,-45,Monster,20,230111,3,False,0,False,,,
240054,240004,0,Spawn_Hor,5,45,Monster,20,230112,3,False,0,False,,,
240055,240004,0,Spawn_Ver,-45,0,Monster,20,230109,3,False,0,False,,,
240056,240004,0,Spawn_Ver,45,5,Monster,20,230110,3,False,0,False,,,
240057,240004,0,Spawn_Hor,0,-55,Monster,20,230111,3,False,0,False,,,
240058,240004,0,Spawn_Hor,5,55,Monster,20,230112,3,False,0,False,,,
240059,240004,0,Spawn_Ver,-55,0,Monster,20,230109,3,False,0,False,,,
240060,240004,0,Spawn_Ver,55,5,Monster,20,230110,3,False,0,False,,,
250001,250001,0,Spawn_Circle_Random,7,0,360,Monster,250001,1,False,0,True,,,
250002,250002,0,Spawn_Circle_Random,7,0,360,Monster,250002,1,False,0,True,,,
250003,250003,0,Spawn_Circle_Random,7,0,360,Monster,250003,1,False,0,True,,,
250004,250004,0,Spawn_Circle_Random,7,0,360,Monster,250004,1,False,0,True,,,
250005,250005,0,Spawn_Circle_Random,7,0,360,Monster,250005,1,False,0,True,,,
600000,600000,0,Spawn_Circle_Random,9,0,360,Monster,150100,1,False,0,True,,,
600001,600001,0,Spawn_Circle_Random,10,0,360,Monster,9,1,False,0,False,,,
600002,600002,0,Spawn_Circle_Random,10,0,360,Monster,10,1,False,0,False,,,
600003,600003,0,Spawn_Circle_Random,10,0,360,Monster,11,1,False,0,False,,,
600004,600004,0,Spawn_Circle_Random,10,0,360,Monster,12,1,False,0,False,,,
600005,600005,0,Spawn_Circle_Random,10,0,360,Monster,13,1,False,0,False,,,
600006,600006,0,Spawn_Circle_Random,10,0,360,Monster,14,1,False,0,False,,,
600101,600101,0,Spawn_Circle_Random,10,0,360,Monster,240001,1,False,0,False,,,
600102,600102,0,Spawn_Circle_Random,10,0,360,Monster,240002,1,False,0,False,,,
600103,600103,0,Spawn_Circle_Random,10,0,360,Monster,240003,1,False,0,False,,,
600104,600104,0,Spawn_Circle_Random,10,0,360,Monster,240004,1,False,0,False,,,
600105,600105,0,Spawn_Circle_Random,10,0,360,Monster,240005,1,False,0,False,,,
600106,600106,0,Spawn_Circle_Random,10,0,360,Monster,240006,1,False,0,False,,,
600111,600111,0,Spawn_Circle_Random,10,0,360,Monster,240011,1,False,0,False,,,
600112,600112,0,Spawn_Circle_Random,10,0,360,Monster,240012,1,False,0,False,,,
600113,600113,0,Spawn_Circle_Random,10,0,360,Monster,240013,1,False,0,False,,,
600114,600114,0,Spawn_Circle_Random,10,0,360,Monster,240014,1,False,0,False,,,
600115,600115,0,Spawn_Circle_Random,10,0,360,Monster,240015,1,False,0,False,,,
600116,600116,0,Spawn_Circle_Random,10,0,360,Monster,240016,1,False,0,False,,,
600201,600201,0,Spawn_Circle_Random,10,0,360,Monster,240017,1,False,0,False,,,
600202,600202,0,Spawn_Circle_Random,10,0,360,Monster,240018,1,False,0,False,,,
600101,600100,0,Spawn_Circle_Random,10,0,360,Monster,17,30,False,0,True,,,
600102,600100,100,Spawn_Circle_Random,11,0,360,Monster,18,30,False,0,True,,,
600103,600100,200,Spawn_Circle_Random,12,0,360,Monster,19,30,False,0,True,,,
600104,600100,300,Spawn_Circle_Random,13,0,360,Monster,20,30,False,0,True,,,
600105,600100,400,Spawn_Circle_Random,14,0,360,Monster,21,30,False,0,True,,,
600106,600100,500,Spawn_Circle_Random,15,0,360,Monster,22,30,False,0,True,,,
600107,600100,600,Spawn_Circle_Random,16,0,360,Monster,23,30,False,0,True,,,
800100,800100,0,Spawn_Ver_Pos,3,1,Item,1,110001,1,False,0,False,0,,
800200,800200,0,Spawn_Ver_Pos,-5,4,Item,1,110002,1,False,0,False,0,,
800300,800300,0,Spawn_Ver_Pos,4,4,Item,1,110003,1,False,0,False,0,,
800400,800400,0,Spawn_Ver_Pos,2,-5,Item,1,110004,1,False,0,False,0,,
800500,800500,0,Spawn_Ver_Pos,-2,-2,Item,1,110005,1,False,0,False,0,,
800600,800600,0,Spawn_Ver_Pos,-4,7,Item,1,110006,1,False,0,False,0,,
800700,800700,0,Spawn_Ver_Pos,4,2,Item,1,110007,1,False,0,False,0,,
800800,800800,0,Spawn_Ver_Pos,7,9,Item,1,110008,1,False,0,False,0,,
800900,800900,0,Spawn_Ver_Pos,-1,2,Item,1,110009,1,False,0,False,0,,
801000,801000,0,Spawn_Ver_Pos,1,6,Item,1,110010,1,False,0,False,0,,
801101,801100,0,Spawn_Ver_Pos,3,1,Item,1,110011,1,False,0,False,0,,
801102,801100,0,Spawn_Ver_Pos,-5,4,Item,1,110012,1,False,0,False,0,,
801103,801100,0,Spawn_Ver_Pos,4,4,Item,1,110013,1,False,0,False,0,,
801104,801100,0,Spawn_Ver_Pos,2,7,Item,1,110014,1,False,0,False,0,,
801105,801100,0,Spawn_Ver_Pos,-2,-2,Item,1,110015,1,False,0,False,0,,
900000,900000,0,Spawn_Circle_Random,50,0,360,Item,110001,1,False,0,True,,,
900001,900000,0,Spawn_Circle_Random,50,0,360,Item,110001,1,False,0,True,,,
900002,900000,0,Spawn_Circle_Random,50,0,360,Item,110010,1,False,0,True,,,
900100,900100,0,Spawn_Circle_Random,50,0,360,Monster,900100,1,False,0,True,,,
900200,900200,0,Spawn_Circle_Random,50,0,360,Monster,900200,1,False,0,True,,,
900300,900300,0,Spawn_Circle_Random,5,0,360,Item,100301,1,False,0,True,,,
900400,900400,0,Spawn_Circle_Random,5,0,360,Item,100503,1,False,0,True,,,
900500,900500,0,Spawn_Circle_Random,5,0,360,Item,100401,1,False,0,True,,,
900501,900501,0,Spawn_Circle_Random,5,0,360,Item,100701,1,False,0,True,,,
900502,900502,0,Spawn_Circle_Random,5,0,360,Item,100801,1,False,0,True,,,
900600,900600,0,Spawn_Circle_Random,5,0,360,Monster,103001,3,False,0,True,,,
900701,900700,0,Spawn_Circle_Random,9,0,360,Monster,900301,4,False,0,True,,,
900702,900700,0,Spawn_Circle_Random,9,0,360,Monster,900302,4,False,0,True,,,
900703,900700,0,Spawn_Circle_Random,9,0,360,Monster,900303,4,False,0,True,,,
900704,900700,0,Spawn_Circle_Random,9,0,360,Monster,900304,4,False,0,True,,,
1000000,1000000,0,Spawn_Circle_Random,50,0,360,Item,110001,1,False,0,True,,,
1000001,1000001,0,Spawn_Circle_Random,10,0,360,Monster,800001,1,False,0,False,,,
1000002,1000002,0,Spawn_Circle_Random,10,0,360,Monster,800002,1,False,0,False,,,
1000003,1000003,0,Spawn_Circle_Random,10,0,360,Monster,800003,1,False,0,False,,,
2000101,2000100,0,Spawn_Circle_Random,10,0,0,Monster,173003,1,False,0,True,,,
2000102,2000100,0,Spawn_Circle_Random,10,10,10,Monster,173003,1,False,0,True,,,
2000103,2000100,0,Spawn_Circle_Random,10,20,20,Monster,173003,1,False,0,True,,,
2000104,2000100,0,Spawn_Circle_Random,10,30,30,Monster,173003,1,False,0,True,,,
2000105,2000100,0,Spawn_Circle_Random,10,40,40,Monster,173003,1,False,0,True,,,
2000106,2000100,0,Spawn_Circle_Random,10,50,50,Monster,173003,1,False,0,True,,,
2000107,2000100,0,Spawn_Circle_Random,10,60,60,Monster,173003,1,False,0,True,,,
2000108,2000100,0,Spawn_Circle_Random,10,70,70,Monster,173003,1,False,0,True,,,
2000109,2000100,0,Spawn_Circle_Random,10,80,80,Monster,173003,1,False,0,True,,,
2000110,2000100,0,Spawn_Circle_Random,10,90,90,Monster,173003,1,False,0,True,,,
2000111,2000100,0,Spawn_Circle_Random,10,100,100,Monster,173003,1,False,0,True,,,
2000112,2000100,0,Spawn_Circle_Random,10,110,110,Monster,173003,1,False,0,True,,,
2000113,2000100,0,Spawn_Circle_Random,10,120,120,Monster,173003,1,False,0,True,,,
2000114,2000100,0,Spawn_Circle_Random,10,130,130,Monster,173003,1,False,0,True,,,
2000115,2000100,0,Spawn_Circle_Random,10,140,140,Monster,173003,1,False,0,True,,,
2000116,2000100,0,Spawn_Circle_Random,10,150,150,Monster,173003,1,False,0,True,,,
2000117,2000100,0,Spawn_Circle_Random,10,160,160,Monster,173003,1,False,0,True,,,
2000118,2000100,0,Spawn_Circle_Random,10,170,170,Monster,173003,1,False,0,True,,,
2000119,2000100,0,Spawn_Circle_Random,10,180,180,Monster,173003,1,False,0,True,,,
2000120,2000100,0,Spawn_Circle_Random,10,190,190,Monster,173003,1,False,0,True,,,
2000121,2000100,0,Spawn_Circle_Random,10,200,200,Monster,173003,1,False,0,True,,,
2000122,2000100,0,Spawn_Circle_Random,10,210,210,Monster,173003,1,False,0,True,,,
2000123,2000100,0,Spawn_Circle_Random,10,220,220,Monster,173003,1,False,0,True,,,
2000124,2000100,0,Spawn_Circle_Random,10,230,230,Monster,173003,1,False,0,True,,,
2000125,2000100,0,Spawn_Circle_Random,10,240,240,Monster,173003,1,False,0,True,,,
2000126,2000100,0,Spawn_Circle_Random,10,250,250,Monster,173003,1,False,0,True,,,
2000127,2000100,0,Spawn_Circle_Random,10,260,260,Monster,173003,1,False,0,True,,,
2000128,2000100,0,Spawn_Circle_Random,10,270,270,Monster,173003,1,False,0,True,,,
2000129,2000100,0,Spawn_Circle_Random,10,280,280,Monster,173003,1,False,0,True,,,
2000130,2000100,0,Spawn_Circle_Random,10,290,290,Monster,173003,1,False,0,True,,,
2000131,2000100,0,Spawn_Circle_Random,10,300,300,Monster,173003,1,False,0,True,,,
2000132,2000100,0,Spawn_Circle_Random,10,310,310,Monster,173003,1,False,0,True,,,
2000133,2000100,0,Spawn_Circle_Random,10,320,320,Monster,173003,1,False,0,True,,,
2000134,2000100,0,Spawn_Circle_Random,10,330,330,Monster,173003,1,False,0,True,,,
2000135,2000100,0,Spawn_Circle_Random,10,340,340,Monster,173003,1,False,0,True,,,
2000136,2000100,0,Spawn_Circle_Random,10,350,350,Monster,173003,1,False,0,True,,,
2000137,2000100,0,Spawn_Circle_Random,10,360,360,Monster,173003,1,False,0,True,,,
2000201,2000200,0,Spawn_Circle_Random,12,0,360,Monster,173004,8,False,0,False,,,
2119000,2119000,0,Spawn_Circle_Random,7,0,360,Monster,1119000,1,False,0,True,,,
2119001,2119001,0,Spawn_Circle_Random,7,0,360,Monster,1119001,1,False,0,True,,,
2119002,2119002,0,Spawn_Circle_Random,7,0,360,Monster,1119002,1,False,0,True,,,
2119003,2119003,0,Spawn_Circle_Random,7,0,360,Monster,1119003,1,False,0,True,,,
2129001,2129001,0,Spawn_Circle_Random,7,0,360,Monster,1129001,1,False,0,True,,,
2129002,2129002,0,Spawn_Circle_Random,7,0,360,Monster,1129002,1,False,0,True,,,
2129003,2129003,0,Spawn_Circle_Random,7,0,360,Monster,1129003,1,False,0,True,,,
2139000,2130000,0,Spawn_Circle_Random,7,0,360,Monster,1139000,1,False,0,True,,,
2139001,2139001,0,Spawn_Circle_Random,7,0,360,Monster,1139001,1,False,0,True,,,
2139002,2139002,0,Spawn_Circle_Random,7,0,360,Monster,1139002,1,False,0,True,,,
2139003,2139003,0,Spawn_Circle_Random,7,0,360,Monster,1139003,1,False,0,True,,,
2149001,2149001,0,Spawn_Circle_Random,7,0,360,Monster,1149001,1,False,0,True,,,
2149002,2149002,0,Spawn_Circle_Random,7,0,360,Monster,1149002,1,False,0,True,,,
2149003,2149003,0,Spawn_Circle_Random,7,0,360,Monster,1149003,1,False,0,True,,,
2159000,2159000,0,Spawn_Circle_Random,7,0,360,Monster,1159000,1,False,0,True,,,
2159001,2159001,0,Spawn_Circle_Random,7,0,360,Monster,1159001,1,False,0,True,,,
2159002,2159002,0,Spawn_Circle_Random,7,0,360,Monster,1159002,1,False,0,True,,,
2159003,2159003,0,Spawn_Circle_Random,7,0,360,Monster,1159003,1,False,0,True,,,
2169001,2169001,0,Spawn_Circle_Random,7,0,360,Monster,1169001,1,False,0,True,,,
2169002,2169002,0,Spawn_Circle_Random,7,0,360,Monster,1169002,1,False,0,True,,,
2169003,2169003,0,Spawn_Circle_Random,7,0,360,Monster,1169003,1,False,0,True,,,
2170000,2179000,0,Spawn_Circle_Random,7,0,360,Monster,1179000,1,False,0,True,,,
2170001,2179001,0,Spawn_Circle_Random,7,0,360,Monster,1179001,1,False,0,True,,,
2170002,2179002,0,Spawn_Circle_Random,7,0,360,Monster,1179002,1,False,0,True,,,
2170003,2179003,0,Spawn_Circle_Random,7,0,360,Monster,1179003,1,False,0,True,,,
9900100,9900100,0,Spawn_Circle_Random,7,0,360,Monster,9,1,False,0,True,,,
9900101,9900101,0,Spawn_Ver_Pos,0,-2,Monster,1,1900999,1,False,0,False,0,,
9900102,9900101,0,Spawn_Ver_Pos,0,-4,Monster,1,1900998,1,False,0,False,0,,
9900103,9900101,0,Spawn_Ver_Pos,0,-6,Monster,1,1900997,1,False,0,False,0,,
9900104,9900102,0,Spawn_Circle_Equal,4,2000100,5,True,20,,,,,,,
9900105,9900103,0,Spawn_Circle_Random,7,0,360,Monster,2000100,12,False,0,True,,,
9900106,9900104,0,Spawn_Ver_Pos,0,-4,Monster,1,2000101,1,False,0,False,0,,
9900107,9900105,0,Spawn_Ver_Pos,0,-2,Monster,1,2000102,1,False,0,False,0,,
