id,name_localkey,description_localkey,camera_work,weapon_type,fire_type,attack_type,counter_enermy,input_type,is_targeting,prefer_target,prefer_target_condition,damage,shot_count,muzzle_count,multi_target_count,center_shot_count,shot_timing,max_ammo,maintain_fire_stance,uptype_fire_timing,reload_time,reload_bullet,reload_start_ammo,rate_of_fire_reset_time,rate_of_fire,end_rate_of_fire,rate_of_fire_change_pershot,burst_energy_pershot,target_burst_energy_pershot,penetration,spot_first_delay,spot_last_delay,start_accuracy_circle_scale,end_accuracy_circle_scale,accuracy_change_pershot,accuracy_change_speed,auto_start_accuracy_circle_scale,auto_end_accuracy_circle_scale,auto_accuracy_change_pershot,auto_accuracy_change_speed,zoom_rate,multi_aim_range,spot_projectile_speed,charge_time,full_charge_damage,full_charge_burst_energy,spot_radius_object,spot_radius,spot_explosion_range,homing_script,core_damage_rate,shake_id,shaketype,shakeweight,aim_prefab,hurt_function_id_list/0/name,hurt_function_id_list/0/value,use_function_id_list/0/name,use_function_id_list/0/value
1027201,Locale_Skill:character_shot_name_localkey_sr_up,Locale_Skill:character_shot_description_localkey_sr_up,camera_work_01,SR,Instant,Metal,Metal_Type,UP,False,Back,None,7107,1,1,0,0,Concurrence,6,0,0,233,10000,5,0,60,60,0,29000,58000,0,20,20,10,10,0,0,10,10,0,0,30,0,0,100,25000,25000,0,0,0,,20000,2,Fire_SR,120,,hurt_function_id_list,0,use_function_id_list,0
1033101,Locale_Skill:character_shot_name_localkey_smg_down,Locale_Skill:character_shot_description_localkey_smg_down,camera_work_01,SMG,Instant,Metal,Metal_Type,DOWN,True,TargetAR,None,810,1,1,0,0,Concurrence,120,0,0,100,10000,119,0,1440,1440,0,1000,2000,0,20,20,110,110,0,0,110,110,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_SMG,120,,hurt_function_id_list,0,use_function_id_list,0
1034001,Locale_Skill:character_shot_name_localkey_smg_down,Locale_Skill:character_shot_description_localkey_smg_down,camera_work_01,SMG,Instant,Metal,Metal_Type,DOWN,True,TargetAR,None,810,1,1,0,0,Concurrence,120,0,0,100,10000,119,0,1440,1440,0,1000,2000,0,20,20,110,110,0,0,110,110,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_SMG,120,,hurt_function_id_list,0,use_function_id_list,0
1034201,Locale_Skill:character_shot_name_localkey_mg_down,Locale_Skill:character_shot_description_localkey_mg_down,camera_work_01,MG,Instant,Metal,Metal_Type,DOWN,False,TargetPS,None,557,1,1,0,0,Concurrence,300,0,0,250,10000,299,100,60,4200,100,500,1000,0,20,20,250,10,7,150,250,10,7,150,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_MG,120,,hurt_function_id_list,0,use_function_id_list,0
1019201,Locale_Skill:character_shot_name_localkey_ar_down,Locale_Skill:character_shot_description_localkey_ar_down,camera_work_01,AR,Instant,Metal,Metal_Type,DOWN,True,TargetAR,None,1420,1,1,0,0,Concurrence,60,0,0,100,10000,59,0,720,720,0,2000,4000,0,33,20,75,75,0,0,75,75,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_AR,120,,hurt_function_id_list,0,use_function_id_list,0
1003301,Locale_Skill:character_shot_name_localkey_rl_up,Locale_Skill:character_shot_description_localkey_rl_up,camera_work_01,RL,HomingProjectile,Metal,Metal_Type,UP,False,TargetGL,None,6130,1,1,0,0,Concurrence,6,0,0,200,10000,5,0,60,60,0,14000,28000,0,20,20,10,10,0,0,10,10,0,0,0,0,100,100,25000,25000,2,50,500,lv1,20000,2,Fire_RL,120,,hurt_function_id_list,0,use_function_id_list,0
1015201,Locale_Skill:character_shot_name_localkey_smg_down,Locale_Skill:character_shot_description_localkey_smg_down,camera_work_01,SMG,Instant,Metal,Metal_Type,DOWN,True,TargetAR,None,873,1,1,0,0,Concurrence,120,0,0,150,10000,119,0,1440,1440,0,1000,2000,0,20,20,110,110,0,0,110,110,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_SMG,120,,hurt_function_id_list,0,use_function_id_list,0
1019301,Locale_Skill:character_shot_name_localkey_sg_down,Locale_Skill:character_shot_description_localkey_sg_down,camera_work_01,SG,Instant,Metal,Metal_Type,DOWN,True,Front,None,20150,10,1,0,0,Concurrence,9,0,0,150,10000,8,0,90,90,0,2000,4000,0,20,20,250,250,0,0,250,250,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_SG,120,,hurt_function_id_list,0,use_function_id_list,0
1012101,Locale_Skill:character_shot_name_localkey_rl_up,Locale_Skill:character_shot_description_localkey_rl_up,camera_work_01,RL,HomingProjectile,Metal,Metal_Type,UP,False,TargetGL,None,6130,1,1,0,0,Concurrence,6,0,0,200,10000,5,0,60,60,0,14000,28000,0,20,20,10,10,0,0,10,10,0,0,0,0,100,100,25000,25000,2,50,500,lv1,20000,2,Fire_RL,120,,hurt_function_id_list,0,use_function_id_list,0
1034101,Locale_Skill:character_shot_name_localkey_rl_up,Locale_Skill:character_shot_description_localkey_rl_up,camera_work_01,RL,HomingProjectile,Metal,Metal_Type,UP,False,TargetGL,None,6130,1,1,0,0,Concurrence,6,0,0,200,10000,5,0,60,60,0,14000,28000,0,20,20,10,10,0,0,10,10,0,0,0,0,100,100,25000,0,2,50,500,lv1,20000,2,Fire_RL,120,,hurt_function_id_list,0,use_function_id_list,0
1035101,Locale_Skill:character_shot_name_localkey_rl_up,Locale_Skill:character_shot_description_localkey_rl_up,camera_work_01,RL,HomingProjectile,Metal,Metal_Type,UP,False,TargetGL,None,6130,1,1,0,0,Concurrence,6,0,0,200,10000,5,0,60,60,0,14000,28000,0,20,20,10,10,0,0,10,10,0,0,0,0,100,100,25000,25000,2,50,500,lv1,20000,2,Fire_RL,120,,hurt_function_id_list,0,use_function_id_list,0
1026201,Locale_Skill:character_shot_name_localkey_sr_up,Locale_Skill:character_shot_description_localkey_sr_up,camera_work_01,SR,Instant,Metal,Metal_Type,DOWN_Charge,True,Back,None,6904,1,1,0,0,Concurrence,6,0,0,200,10000,5,0,200,200,0,28000,56000,0,20,20,10,10,0,0,10,10,0,0,0,0,0,150,25000,25000,2,0,0,,20000,2,Fire_SR,120,base_aim_reference_c262,hurt_function_id_list,0,use_function_id_list,0
1038101,Locale_Skill:character_shot_name_localkey_rl_up,Locale_Skill:character_shot_description_localkey_rl_up,camera_work_01,RL,HomingProjectile,Metal,Metal_Type,UP,False,TargetGL,None,6130,1,1,0,0,Concurrence,6,0,0,200,10000,5,0,60,60,0,14000,28000,0,20,20,10,10,0,0,10,10,0,0,0,0,100,100,25000,25000,2,50,500,lv1,20000,2,Fire_RL,120,,hurt_function_id_list,0,use_function_id_list,0
1026101,Locale_Skill:character_shot_name_localkey_sr_up,Locale_Skill:character_shot_description_localkey_sr_up,camera_work_01,SR,Instant,Metal,Metal_Type,UP,False,Back,None,6904,1,1,0,0,Concurrence,6,0,0,200,10000,5,0,60,60,0,28000,56000,0,20,20,10,10,0,0,10,10,0,0,30,0,0,100,25000,25000,0,0,0,,20000,2,Fire_SR,120,,hurt_function_id_list,0,use_function_id_list,0
1040001,Locale_Skill:character_shot_name_localkey_sg_down,Locale_Skill:character_shot_description_localkey_sg_down,camera_work_01,SG,Instant,Metal,Metal_Type,DOWN,True,Front,None,23140,10,1,0,0,Concurrence,9,0,0,267,10000,8,0,90,90,0,2000,4000,0,20,20,250,250,0,0,250,250,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_SG,120,,hurt_function_id_list,0,use_function_id_list,0
1040101,Locale_Skill:character_shot_name_localkey_ar_down,Locale_Skill:character_shot_description_localkey_ar_down,camera_work_01,AR,Instant,Metal,Metal_Type,DOWN,True,TargetAR,None,1365,1,1,0,0,Concurrence,60,0,0,100,10000,59,0,720,720,0,2000,4000,0,20,20,75,75,0,0,75,75,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_AR,120,,hurt_function_id_list,0,use_function_id_list,0
1031201,Locale_Skill:character_shot_name_localkey_mg_down,Locale_Skill:character_shot_description_localkey_mg_down,camera_work_01,MG,Instant,Metal,Metal_Type,DOWN,False,TargetPS,None,557,1,1,0,0,Concurrence,300,0,0,250,10000,299,100,60,4200,100,500,1000,0,20,20,250,10,7,150,250,10,7,150,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_MG,120,,hurt_function_id_list,0,use_function_id_list,0
1036101,Locale_Skill:character_shot_name_localkey_mg_down,Locale_Skill:character_shot_description_localkey_mg_down,camera_work_01,MG,Instant,Metal,Metal_Type,DOWN,False,TargetPS,None,557,1,1,0,0,Concurrence,300,0,0,250,10000,299,100,60,4200,100,500,1000,0,20,20,250,10,7,150,250,10,7,150,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_MG,120,,hurt_function_id_list,0,use_function_id_list,0
1020301,Locale_Skill:character_shot_name_localkey_ar_down,Locale_Skill:character_shot_description_localkey_ar_down,camera_work_01,AR,Instant,Metal,Metal_Type,DOWN,True,TargetAR,None,1365,1,1,0,0,Concurrence,60,0,0,100,10000,59,0,720,720,0,2000,4000,0,20,20,75,75,0,0,75,75,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_AR,120,,hurt_function_id_list,0,use_function_id_list,0
1039001,Locale_Skill:character_shot_name_localkey_sg_down,Locale_Skill:character_shot_description_localkey_sg_down,camera_work_01,SG,Instant,Metal,Metal_Type,DOWN,True,Front,None,10075,5,2,0,0,Concurrence,9,0,0,150,10000,8,0,90,90,0,3500,7000,0,20,20,250,250,0,0,250,250,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_SG,120,,hurt_function_id_list,0,use_function_id_list,0
1039002,,,camera_work_01,SR,Instant,Energy,None,UP,False,Back,None,0,1,2,0,0,Concurrence,0,0,0,0,0,0,0,0,0,0,0,0,50,20,20,1,1,0,0,1,1,0,0,0,0,0,150,30000,0,0,0,0,,20000,0,Fire_SR,120,,hurt_function_id_list,0,use_function_id_list,0
1080001,Locale_Skill:character_shot_name_localkey_smg_down,Locale_Skill:character_shot_description_localkey_smg_down,camera_work_01,SMG,Instant,Metal,Metal_Type,DOWN,True,TargetAR,None,873,1,1,0,0,Concurrence,120,0,0,150,10000,119,0,1440,1440,0,1000,2000,0,20,20,110,110,0,0,110,110,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_SMG,120,,hurt_function_id_list,0,use_function_id_list,0
1080101,Locale_Skill:character_shot_name_localkey_rl_up,Locale_Skill:character_shot_description_localkey_rl_up,camera_work_01,RL,HomingProjectile,Metal,Metal_Type,UP,False,TargetGL,None,6130,1,1,0,0,Concurrence,6,0,0,200,10000,5,0,60,60,0,14000,28000,0,20,20,10,10,0,0,10,10,0,0,0,0,100,100,25000,25000,2,50,500,lv1,20000,2,Fire_RL,120,,hurt_function_id_list,0,use_function_id_list,0
1080201,Locale_Skill:character_shot_name_localkey_sr_up,Locale_Skill:character_shot_description_localkey_sr_up,camera_work_01,SR,Instant,Metal,Metal_Type,UP,False,Back,None,7089,1,1,0,0,Concurrence,6,0,0,230,10000,5,0,60,60,0,29000,58000,0,20,20,10,10,0,0,10,10,0,0,30,0,0,100,25000,25000,0,0,0,,20000,2,Fire_SR,120,,hurt_function_id_list,0,use_function_id_list,0
1023301,Locale_Skill:character_shot_name_localkey_ar_down,Locale_Skill:character_shot_description_localkey_ar_down,camera_work_01,AR,Instant,Metal,Metal_Type,DOWN,True,TargetAR,None,1365,1,1,0,0,Concurrence,60,0,0,100,10000,59,0,720,720,0,2000,4000,0,20,20,75,75,0,0,75,75,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_AR,120,,hurt_function_id_list,0,use_function_id_list,0
1029201,Locale_Skill:character_shot_name_localkey_rl_up,Locale_Skill:character_shot_description_localkey_rl_up,camera_work_01,RL,HomingProjectile,Metal,Metal_Type,UP,False,TargetGL,None,6130,1,1,0,0,Concurrence,6,0,0,200,10000,5,0,60,60,0,14000,28000,0,20,20,10,10,0,0,10,10,0,0,0,0,100,100,25000,0,2,50,500,lv1,20000,2,Fire_RL,120,,hurt_function_id_list,0,use_function_id_list,0
1038201,Locale_Skill:character_shot_name_localkey_sg_down,Locale_Skill:character_shot_description_localkey_sg_down,camera_work_01,SG,Instant,Metal,Metal_Type,DOWN,True,Front,None,20150,10,1,0,0,Concurrence,9,0,0,150,10000,8,0,90,90,0,2000,4000,0,20,20,250,250,0,0,250,250,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_SG,120,,hurt_function_id_list,0,use_function_id_list,0
1090701,Locale_Skill:character_shot_name_localkey_smg_fool,Locale_Skill:character_shot_description_localkey_smg_down,camera_work_01,SMG,Instant,Metal,Metal_Type,DOWN,True,TargetAR,None,1189,1,1,0,0,Concurrence,120,0,0,400,10000,119,0,1440,1440,0,1500,3000,0,20,20,110,110,0,0,110,110,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_SMG,120,,hurt_function_id_list,0,use_function_id_list,0
1090702,,,camera_work_01,SMG,Instant,Metal,None,DOWN,True,TargetAR,None,0,1,1,0,0,Concurrence,120,0,0,400,10000,119,0,1440,1440,0,1500,3000,0,20,20,1000,1000,0,0,1000,1000,0,0,0,0,0,0,10000,0,0,0,0,,20000,0,Fire_SMG,120,base_aim_multishot_c907,hurt_function_id_list,0,use_function_id_list,0
1045001,Locale_Skill:character_shot_name_localkey_sg_down,Locale_Skill:character_shot_description_localkey_sg_down,camera_work_01,SG,Instant,Metal,Metal_Type,DOWN,True,Front,None,20480,10,1,0,0,Concurrence,9,0,0,150,10000,8,0,90,90,0,2000,4000,0,20,20,250,250,0,0,250,250,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_SG,120,,hurt_function_id_list,0,use_function_id_list,0
1045101,Locale_Skill:character_shot_name_localkey_rl_up,Locale_Skill:character_shot_description_localkey_rl_up,camera_work_01,RL,HomingProjectile,Metal,Metal_Type,UP,False,TargetGL,None,6130,1,1,0,0,Concurrence,6,0,0,200,10000,5,0,60,60,0,14000,28000,0,20,20,10,10,0,0,10,10,0,0,0,0,100,100,25000,25000,2,50,500,lv1,20000,2,Fire_RL,120,,hurt_function_id_list,0,use_function_id_list,0
1035301,Locale_Skill:character_shot_name_localkey_ar_down,Locale_Skill:character_shot_description_localkey_ar_down,camera_work_01,AR,Instant,Metal,Metal_Type,DOWN,True,TargetAR,None,1365,1,1,0,0,Concurrence,60,0,0,100,10000,59,0,720,720,0,2000,4000,0,20,20,75,75,0,0,75,75,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_AR,120,,hurt_function_id_list,0,use_function_id_list,0
1001501,Locale_Skill:character_shot_name_localkey_sg_down,Locale_Skill:character_shot_description_localkey_sg_down,camera_work_01,SG,Instant,Metal,Metal_Type,DOWN,True,Front,None,25920,10,1,0,0,Concurrence,5,0,0,200,10000,4,0,90,90,0,2500,5000,0,20,20,250,250,0,0,250,250,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_SG,120,,hurt_function_id_list,0,use_function_id_list,0
1081001,Locale_Skill:character_shot_name_localkey_ar_down,Locale_Skill:character_shot_description_localkey_ar_down,camera_work_01,AR,Instant,Metal,Metal_Type,DOWN,True,TargetAR,None,599,1,1,0,0,Concurrence,90,0,0,100,10000,89,0,720,720,0,2000,4000,0,20,20,75,75,0,0,75,75,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_AR,120,,hurt_function_id_list,0,use_function_id_list,0
1081101,Locale_Skill:character_shot_name_localkey_rl_up,Locale_Skill:character_shot_description_localkey_rl_up_750,camera_work_01,RL,ProjectileDirect,Metal,Metal_Type,UP,False,TargetGL,None,6765,1,1,0,0,Concurrence,6,84,4800,150,10000,5,0,60,60,0,13000,26000,0,20,20,10,10,0,0,10,10,0,0,0,0,300,100,25000,25000,2,50,750,lv1,20000,2,Fire_RL,120,,hurt_function_id_list,0,use_function_id_list,0
1081201,Locale_Skill:character_shot_name_localkey_rl_up,Locale_Skill:character_shot_description_localkey_rl_down,camera_work_01,RL,HomingProjectile,Metal,Metal_Type,DOWN,False,TargetGL,None,7500,1,1,0,0,Concurrence,6,0,0,250,10000,5,0,90,90,0,11500,23000,0,20,20,10,10,0,0,10,10,0,0,0,0,100,0,10000,0,2,50,500,lv1,20000,2,Fire_RL,120,,hurt_function_id_list,0,use_function_id_list,0
1047001,Locale_Skill:character_shot_name_localkey_sr_up,Locale_Skill:character_shot_description_localkey_sr_up,camera_work_01,SR,Instant,Metal,Metal_Type,UP,False,Back,None,6904,1,1,0,0,Concurrence,6,0,0,200,10000,5,0,60,60,0,28000,56000,0,20,20,10,10,0,0,10,10,0,0,30,0,0,100,25000,25000,0,0,0,,20000,2,Fire_SR,120,,hurt_function_id_list,0,use_function_id_list,0
1047002,,,camera_work_01,SR,Instant,Metal,Metal_Type,DOWN_Charge,False,Back,None,0,1,1,0,0,Concurrence,99,0,0,200,10000,98,0,60,60,0,22500,45000,100,20,20,10,10,0,0,10,10,0,0,0,0,0,100,25000,25000,0,0,0,,20000,2,Fire_SR,120,base_aim_scope_c470,hurt_function_id_list,0,use_function_id_list,0
1022401,Locale_Skill:character_shot_name_localkey_ar_down,Locale_Skill:character_shot_description_localkey_ar_down,camera_work_01,AR,Instant,Metal,Metal_Type,DOWN,True,TargetAR,None,1365,1,1,0,0,Concurrence,60,0,0,100,10000,59,0,720,720,0,500,1000,0,20,20,75,75,0,0,75,75,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_AR,120,,hurt_function_id_list,0,use_function_id_list,0
1019401,Locale_Skill:character_shot_name_localkey_mg_down,Locale_Skill:character_shot_description_localkey_mg_down,camera_work_01,MG,Instant,Metal,Metal_Type,DOWN,False,TargetPS,None,586,1,1,0,0,Concurrence,300,0,0,300,10000,299,100,60,4200,100,500,1000,0,20,20,250,10,7,150,250,10,7,150,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_MG,120,,hurt_function_id_list,0,use_function_id_list,0
1006201,Locale_Skill:character_shot_name_localkey_smg_down,Locale_Skill:character_shot_description_localkey_smg_down,camera_work_01,SMG,Instant,Metal,Metal_Type,DOWN,True,TargetAR,None,1170,1,1,0,0,Concurrence,120,0,0,200,10000,119,0,1440,1440,0,1000,2000,0,20,20,110,110,0,0,110,110,0,0,0,0,0,0,10000,0,0,0,0,,25000,2,Fire_SMG,120,,hurt_function_id_list,0,use_function_id_list,0
1022501,Locale_Skill:character_shot_name_localkey_rl_up,Locale_Skill:character_shot_description_localkey_rl_up_50,camera_work_01,RL,ProjectileDirect,Metal,Metal_Type,UP,False,TargetGL,None,5729,1,1,0,0,Concurrence,9,23,1,200,10000,8,0,60,60,0,12500,25000,0,20,20,10,10,0,0,10,10,0,0,0,0,400,30,15000,15000,2,50,50,lv1,20000,2,Fire_RL,120,,hurt_function_id_list,0,use_function_id_list,0
1031301,Locale_Skill:character_shot_name_localkey_sg_down,Locale_Skill:character_shot_description_localkey_sg_down_accuracy,camera_work_02,SG,Instant,Metal,Metal_Type,DOWN,True,Front,None,18210,10,1,0,0,Concurrence,9,0,0,200,10000,8,0,90,90,0,2000,4000,0,20,20,250,75,18,105,250,75,18,105,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_SG,120,,hurt_function_id_list,0,use_function_id_list,0
1050001,Locale_Skill:character_shot_name_localkey_mg_down,Locale_Skill:character_shot_description_localkey_mg_down,camera_work_01,MG,Instant,Metal,Metal_Type,DOWN,False,TargetPS,None,557,1,1,0,0,Concurrence,300,0,0,250,10000,299,100,60,4200,100,500,1000,0,20,20,250,10,7,150,250,10,7,150,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_MG,120,,hurt_function_id_list,0,use_function_id_list,0
1031001,Locale_Skill:character_shot_name_localkey_ar_down,Locale_Skill:character_shot_description_localkey_ar_down,camera_work_01,AR,Instant,Metal,Metal_Type,DOWN,True,TargetAR,None,1471,1,1,0,0,Concurrence,60,0,0,150,10000,59,0,720,720,0,2500,5000,0,20,20,75,75,0,0,75,75,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_AR,120,,hurt_function_id_list,0,use_function_id_list,0
1082001,Locale_Skill:character_shot_name_localkey_mg_down,Locale_Skill:character_shot_description_localkey_mg_down,camera_work_01,MG,Instant,Metal,Metal_Type,DOWN,False,TargetPS,None,557,1,1,0,0,Concurrence,300,0,0,250,10000,299,100,60,4200,100,500,1000,0,20,20,250,10,7,150,250,10,7,150,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_MG,120,,hurt_function_id_list,0,use_function_id_list,0
1082101,Locale_Skill:character_shot_name_localkey_rl_up,Locale_Skill:character_shot_description_localkey_rl_up,camera_work_01,RL,HomingProjectile,Metal,Metal_Type,UP,False,TargetGL,None,6130,1,1,0,0,Concurrence,6,0,0,200,10000,5,0,60,60,0,14000,28000,0,20,20,10,10,0,0,10,10,0,0,0,0,100,100,25000,25000,2,50,750,lv1,20000,2,Fire_RL,120,,hurt_function_id_list,0,use_function_id_list,0
1082201,Locale_Skill:character_shot_name_localkey_sr_up,Locale_Skill:character_shot_description_localkey_sr_up,camera_work_01,SR,Instant,Metal,Metal_Type,UP,False,Back,None,6904,1,1,0,0,Concurrence,6,0,0,200,10000,5,0,60,60,0,28000,56000,0,20,20,10,10,0,0,10,10,0,0,30,0,0,100,25000,25000,0,0,0,,20000,2,Fire_SR,120,,hurt_function_id_list,0,use_function_id_list,0
1055001,Locale_Skill:character_shot_name_localkey_rl_up,Locale_Skill:character_shot_description_localkey_rl_up,camera_work_01,RL,HomingProjectile,Metal,Metal_Type,UP,False,TargetGL,None,6130,1,1,0,0,Concurrence,6,0,0,200,10000,5,0,60,60,0,14000,28000,0,20,20,10,10,0,0,10,10,0,0,0,0,100,100,25000,25000,2,50,500,lv1,20000,2,Fire_RL,120,,hurt_function_id_list,0,use_function_id_list,0
1090101,Locale_Skill:character_shot_name_localkey_smg_down,Locale_Skill:character_shot_description_localkey_smg_down,camera_work_01,SMG,Instant,Metal,Metal_Type,DOWN,True,TargetAR,None,1206,1,1,0,0,Concurrence,120,0,0,413,10000,119,0,1440,1440,0,1500,3000,0,20,20,1000,1000,0,0,1000,1000,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_SMG,120,,hurt_function_id_list,0,use_function_id_list,0
1050101,Locale_Skill:character_shot_name_localkey_sr_up,Locale_Skill:character_shot_description_localkey_sr_up,camera_work_01,SR,Instant,Metal,Metal_Type,UP,False,Back,None,6904,1,1,0,0,Concurrence,6,0,0,200,10000,5,0,60,60,0,28000,56000,0,20,20,10,10,0,0,10,10,0,0,30,0,0,100,25000,25000,0,0,0,,20000,2,Fire_SR,120,,hurt_function_id_list,0,use_function_id_list,0
1031401,Locale_Skill:character_shot_name_localkey_sg_down,Locale_Skill:character_shot_description_localkey_sg_down,camera_work_02,SG,Instant,Metal,Metal_Type,DOWN,True,Front,None,23160,10,1,0,0,Concurrence,9,0,0,67,3300,8,0,90,90,0,4500,9000,0,20,20,250,250,0,0,250,250,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_SG,120,,hurt_function_id_list,0,use_function_id_list,0
1019501,Locale_Skill:character_shot_name_localkey_smg_down,Locale_Skill:character_shot_description_localkey_smg_down,camera_work_01,SMG,Instant,Metal,Metal_Type,DOWN,True,TargetAR,None,1012,1,1,0,0,Concurrence,120,0,0,100,10000,119,0,1440,1440,0,1000,2000,0,20,20,110,110,0,0,110,110,0,0,0,0,0,0,10000,0,0,0,0,,25000,2,Fire_SMG,120,,hurt_function_id_list,0,use_function_id_list,0
1055101,Locale_Skill:character_shot_name_localkey_smg_down,Locale_Skill:character_shot_description_localkey_smg_down,camera_work_01,SMG,Instant,Metal,Metal_Type,DOWN,True,TargetAR,None,1012,1,1,0,0,Concurrence,120,0,0,100,10000,119,0,1440,1440,0,1000,2000,0,20,20,110,110,0,0,110,110,0,0,0,0,0,0,10000,0,0,0,0,,25000,2,Fire_SMG,120,,hurt_function_id_list,0,use_function_id_list,0
1028401,Locale_Skill:character_shot_name_localkey_ar_down,Locale_Skill:character_shot_description_localkey_ar_down,camera_work_01,AR,Instant,Metal,Metal_Type,DOWN,True,TargetAR,None,1365,1,1,0,0,Concurrence,60,0,0,100,10000,59,0,720,720,0,2000,4000,0,20,20,75,75,0,0,75,75,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_AR,120,,hurt_function_id_list,0,use_function_id_list,0
1028301,Locale_Skill:character_shot_name_localkey_ar_down,Locale_Skill:character_shot_description_localkey_ar_down,camera_work_01,AR,Instant,Metal,Metal_Type,DOWN,True,TargetAR,None,1365,1,1,0,0,Concurrence,60,0,0,100,10000,59,0,720,720,0,2000,4000,0,20,20,75,75,0,0,75,75,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_AR,120,,hurt_function_id_list,0,use_function_id_list,0
1083001,Locale_Skill:character_shot_name_localkey_ar_down,Locale_Skill:character_shot_description_localkey_ar_down,camera_work_01,AR,Instant,Metal,Metal_Type,DOWN,True,TargetAR,None,1876,1,1,0,0,Concurrence,20,0,0,100,10000,19,0,720,720,0,3000,6000,0,20,20,75,75,0,0,75,75,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_AR,120,,hurt_function_id_list,0,use_function_id_list,0
1083101,Locale_Skill:character_shot_name_localkey_mg_down,Locale_Skill:character_shot_description_localkey_mg_down,camera_work_01,MG,Instant,Metal,Metal_Type,DOWN,False,TargetPS,None,557,1,1,0,0,Concurrence,300,0,0,250,10000,299,100,60,4200,100,500,1000,0,20,20,250,10,7,150,250,10,7,150,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_MG,120,,hurt_function_id_list,0,use_function_id_list,0
1083201,Locale_Skill:character_shot_name_localkey_sr_up,Locale_Skill:character_shot_description_localkey_sr_up,camera_work_01,SR,Instant,Metal,Metal_Type,UP,False,Back,None,6904,1,1,0,0,Concurrence,6,0,0,200,10000,5,0,60,60,0,28000,56000,0,20,20,10,10,0,0,10,10,0,0,30,0,0,100,25000,25000,0,0,0,,20000,2,Fire_SR,120,,hurt_function_id_list,0,use_function_id_list,0
1083301,Locale_Skill:character_shot_name_localkey_smg_down,Locale_Skill:character_shot_description_localkey_smg_down,camera_work_01,SMG,Instant,Metal,Metal_Type,DOWN,True,TargetAR,None,810,1,1,0,0,Concurrence,120,0,0,100,10000,119,0,1440,1440,0,1000,2000,0,20,20,110,110,0,0,110,110,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_SMG,120,,hurt_function_id_list,0,use_function_id_list,0
1040301,Locale_Skill:character_shot_name_localkey_smg_down,Locale_Skill:character_shot_description_localkey_smg_down,camera_work_01,SMG,Instant,Metal,Metal_Type,DOWN,True,TargetAR,None,506,1,2,0,0,Concurrence,120,0,0,100,10000,119,0,1440,1440,0,740,1480,0,20,20,110,110,0,0,110,110,0,0,0,0,0,0,10000,0,0,0,0,,25000,2,Fire_SMG,120,,hurt_function_id_list,0,use_function_id_list,0
1058001,Locale_Skill:character_shot_name_localkey_ar_down,Locale_Skill:character_shot_description_localkey_ar_down,camera_work_01,AR,Instant,Metal,Metal_Type,DOWN,True,TargetAR,None,1578,1,1,0,0,Concurrence,60,0,0,200,10000,59,0,720,720,0,2500,5000,0,20,20,75,75,0,0,75,75,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_AR,120,,hurt_function_id_list,0,use_function_id_list,0
