id,group_id,timeline_loop,timeline_loop_delay,timeline_value,actiontype,actionknockback,proj_resource_id,proj_type,proj_amount,proj_duration,proj_afterduration,proj_aftercollide,proj_aftercollide_stat,proj_dmgcount,proj_dmgdelay,proj_size,proj_spd,actionvalue/0/actionvalue,actionvalue/1/actionvalue,actionvalue/2/actionvalue,actionvalue/3/actionvalue,actionvalue/4/actionvalue,actionvalue/5/actionvalue,proj_atk_range/0/proj_atk_range,proj_atk_range/1/proj_atk_range,proj_typevalue/0/proj_typevalue,proj_typevalue/1/proj_typevalue,proj_typevalue/2/proj_typevalue,proj_typevalue/3/proj_typevalue
1900766,1900401,False,0,950,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,52,0,0,0
1900767,1900401,False,0,950,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,37,0,0,0
1900768,1900401,False,0,950,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,22,0,0,0
1900769,1900401,False,0,950,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,7,0,0,0
1900770,1900401,False,0,950,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,0,0,0,0
1900771,1900401,False,0,1000,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,0,0,0,0
1900772,1900401,False,0,1000,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,15,0,0,0
1900773,1900401,False,0,1000,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,30,0,0,0
1900774,1900401,False,0,1000,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,45,0,0,0
1900775,1900401,False,0,1000,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,60,0,0,0
1900776,1900401,False,0,1000,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,75,0,0,0
1900777,1900401,False,0,1000,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,90,0,0,0
1900778,1900401,False,0,1000,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,105,0,0,0
1900779,1900401,False,0,1000,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,120,0,0,0
1900780,1900401,False,0,1000,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,135,0,0,0
1900781,1900401,False,0,1000,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,150,0,0,0
1900782,1900401,False,0,1000,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,165,0,0,0
1900783,1900401,False,0,1000,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,180,0,0,0
1900784,1900401,False,0,1000,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,195,0,0,0
1900785,1900401,False,0,1000,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,210,0,0,0
1900786,1900401,False,0,1000,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,225,0,0,0
1900787,1900401,False,0,1000,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,240,0,0,0
1900788,1900401,False,0,1000,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,255,0,0,0
1900789,1900401,False,0,1000,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,270,0,0,0
1900790,1900401,False,0,1000,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,285,0,0,0
1900791,1900401,False,0,1000,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,300,0,0,0
1900792,1900401,False,0,1000,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,315,0,0,0
1900793,1900401,False,0,1000,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,330,0,0,0
1900794,1900401,False,0,1000,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,345,0,0,0
1900795,1900401,False,0,1000,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,360,0,0,0
1900796,1900401,False,0,1050,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,352,0,0,0
1900797,1900401,False,0,1050,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,337,0,0,0
1900798,1900401,False,0,1050,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,322,0,0,0
1900799,1900401,False,0,1050,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,307,0,0,0
1900800,1900401,False,0,1050,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,292,0,0,0
1900801,1900401,False,0,1050,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,277,0,0,0
1900802,1900401,False,0,1050,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,262,0,0,0
1900803,1900401,False,0,1050,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,247,0,0,0
1900804,1900401,False,0,1050,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,232,0,0,0
1900805,1900401,False,0,1050,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,217,0,0,0
1900806,1900401,False,0,1050,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,202,0,0,0
1900807,1900401,False,0,1050,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,187,0,0,0
1900808,1900401,False,0,1050,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,172,0,0,0
1900809,1900401,False,0,1050,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,157,0,0,0
1900810,1900401,False,0,1050,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,142,0,0,0
1900811,1900401,False,0,1050,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,127,0,0,0
1900812,1900401,False,0,1050,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,112,0,0,0
1900813,1900401,False,0,1050,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,97,0,0,0
1900814,1900401,False,0,1050,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,82,0,0,0
1900815,1900401,False,0,1050,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,67,0,0,0
1900816,1900401,False,0,1050,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,52,0,0,0
1900817,1900401,False,0,1050,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,37,0,0,0
1900818,1900401,False,0,1050,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,22,0,0,0
1900819,1900401,False,0,1050,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,7,0,0,0
1900820,1900401,False,0,1050,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,0,0,0,0
1900821,1900401,False,0,1050,None,False,NKS_fx_projectile_bullet_a01_e,Near,1,1000,0,0,0,1,0,1717986918,0,0,0,0,0,0,0,8,8,0,0,0,0
1900822,1900401,False,0,1050,None,False,NKS_fx_projectile_bullet_a01_e,Near,1,1000,0,0,0,1,0,1717986918,0,0,0,0,0,0,0,8,8,0,0,0,0
1900823,1900401,False,0,1050,None,False,NKS_fx_projectile_bullet_a01_e,Near,1,1000,0,0,0,1,0,1717986918,0,0,0,0,0,0,0,8,8,0,0,0,0
1900824,1900401,False,0,1050,None,False,NKS_fx_projectile_bullet_a01_e,Near,1,1000,0,0,0,1,0,1717986918,0,0,0,0,0,0,0,8,8,0,0,0,0
1900825,1900401,False,0,1050,None,False,NKS_fx_projectile_bullet_a01_e,Near,1,1000,0,0,0,1,0,1717986918,0,0,0,0,0,0,0,8,8,0,0,0,0
1900826,1900401,False,0,1100,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,352,0,0,0
1900827,1900401,False,0,1100,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,337,0,0,0
1900828,1900401,False,0,1100,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,322,0,0,0
1900829,1900401,False,0,1100,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,307,0,0,0
1900830,1900401,False,0,1100,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,292,0,0,0
1900831,1900401,False,0,1100,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,277,0,0,0
1900832,1900401,False,0,1100,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,262,0,0,0
1900833,1900401,False,0,1100,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,247,0,0,0
1900834,1900401,False,0,1100,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,232,0,0,0
1900835,1900401,False,0,1100,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,217,0,0,0
1900836,1900401,False,0,1100,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,202,0,0,0
1900837,1900401,False,0,1100,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,187,0,0,0
1900838,1900401,False,0,1100,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,172,0,0,0
1900839,1900401,False,0,1100,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,157,0,0,0
1900840,1900401,False,0,1100,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,142,0,0,0
1900841,1900401,False,0,1100,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,127,0,0,0
1900842,1900401,False,0,1100,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,112,0,0,0
1900843,1900401,False,0,1100,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,97,0,0,0
1900844,1900401,False,0,1100,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,82,0,0,0
1900845,1900401,False,0,1100,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,67,0,0,0
1900846,1900401,False,0,1100,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,52,0,0,0
1900847,1900401,False,0,1100,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,37,0,0,0
1900848,1900401,False,0,1100,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,22,0,0,0
1900849,1900401,False,0,1100,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,7,0,0,0
1900850,1900401,False,0,1100,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,0,0,0,0
1900851,1900401,False,0,1150,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,0,0,0,0
1900852,1900401,False,0,1150,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,15,0,0,0
1900853,1900401,False,0,1150,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,30,0,0,0
1900854,1900401,False,0,1150,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,45,0,0,0
1900855,1900401,False,0,1150,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,60,0,0,0
1900856,1900401,False,0,1150,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,75,0,0,0
1900857,1900401,False,0,1150,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,90,0,0,0
1900858,1900401,False,0,1150,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,105,0,0,0
1900859,1900401,False,0,1150,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,120,0,0,0
1900860,1900401,False,0,1150,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,135,0,0,0
1900861,1900401,False,0,1150,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,150,0,0,0
1900862,1900401,False,0,1150,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,165,0,0,0
1900863,1900401,False,0,1150,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,180,0,0,0
1900864,1900401,False,0,1150,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,195,0,0,0
1900865,1900401,False,0,1150,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,210,0,0,0
1900866,1900401,False,0,1150,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,225,0,0,0
1900867,1900401,False,0,1150,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,240,0,0,0
1900868,1900401,False,0,1150,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,255,0,0,0
1900869,1900401,False,0,1150,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,270,0,0,0
1900870,1900401,False,0,1150,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,285,0,0,0
1900871,1900401,False,0,1150,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,300,0,0,0
1900872,1900401,False,0,1150,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,315,0,0,0
1900873,1900401,False,0,1150,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,330,0,0,0
1900874,1900401,False,0,1150,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,345,0,0,0
1900875,1900401,False,0,1150,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,360,0,0,0
1900876,1900401,False,0,1200,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,352,0,0,0
1900877,1900401,False,0,1200,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,337,0,0,0
1900878,1900401,False,0,1200,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,322,0,0,0
1900879,1900401,False,0,1200,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,307,0,0,0
1900880,1900401,False,0,1200,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,292,0,0,0
1900881,1900401,False,0,1200,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,277,0,0,0
1900882,1900401,False,0,1200,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,262,0,0,0
1900883,1900401,False,0,1200,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,247,0,0,0
1900884,1900401,False,0,1200,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,232,0,0,0
1900885,1900401,False,0,1200,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,217,0,0,0
1900886,1900401,False,0,1200,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,202,0,0,0
1900887,1900401,False,0,1200,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,187,0,0,0
1900888,1900401,False,0,1200,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,172,0,0,0
1900889,1900401,False,0,1200,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,157,0,0,0
1900890,1900401,False,0,1200,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,142,0,0,0
1900891,1900401,False,0,1200,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,127,0,0,0
1900892,1900401,False,0,1200,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,112,0,0,0
1900893,1900401,False,0,1200,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,97,0,0,0
1900894,1900401,False,0,1200,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,82,0,0,0
1900895,1900401,False,0,1200,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,67,0,0,0
1900896,1900401,False,0,1200,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,52,0,0,0
1900897,1900401,False,0,1200,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,37,0,0,0
1900898,1900401,False,0,1200,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,22,0,0,0
1900899,1900401,False,0,1200,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,7,0,0,0
1900900,1900401,False,0,1200,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,0,0,0,0
1900901,1900401,False,0,1250,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,0,0,0,0
1900902,1900401,False,0,1250,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,15,0,0,0
1900903,1900401,False,0,1250,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,30,0,0,0
1900904,1900401,False,0,1250,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,45,0,0,0
1900905,1900401,False,0,1250,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,60,0,0,0
1900906,1900401,False,0,1250,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,75,0,0,0
1900907,1900401,False,0,1250,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,90,0,0,0
1900908,1900401,False,0,1250,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,105,0,0,0
1900909,1900401,False,0,1250,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,-858993459,0,0,0,0,0,0,0,5,5,120,0,0,0
