id,group_id,option_name_localkey,option_desc_localkey,option_icon,option_overclock_level,fix_option,option_data/0/option_function,option_data/0/option_value,option_data/0/option_target/0,option_data/1/option_function,option_data/1/option_value,option_data/0/option_target/1,option_data/1/option_target/0,option_change_order,option_data/2/option_function,option_data/2/option_target/0,option_data/2/option_value,infinite_option_code
519,609,Locale_System:SIMULATIONROOM_OC_OPTION_NIKKENEEDS_MG_2,Locale_System:SIMULATIONROOM_OC_OPTION_NIKKENEEDS_MG_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_NIKKENEEDS_MG_2,4,False,NikkeNeeds,2.0,MG,,,,,1.0,,,,
520,609,Locale_System:SIMULATIONROOM_OC_OPTION_NIKKENEEDS_SG_2,Locale_System:SIMULATIONROOM_OC_OPTION_NIKKENEEDS_SG_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_NIKKENEEDS_SG_2,4,False,NikkeNeeds,2.0,SG,,,,,2.0,,,,
521,609,Locale_System:SIMULATIONROOM_OC_OPTION_NIKKENEEDS_SR_2,Locale_System:SIMULATIONROOM_OC_OPTION_NIKKENEEDS_SR_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_NIKKENEEDS_SR_2,4,False,NikkeNeeds,2.0,SR,,,,,3.0,,,,
522,610,Locale_System:SIMULATIONROOM_OC_OPTION_DECREASE_COREDMG_1,Locale_System:SIMULATIONROOM_OC_OPTION_DECREASE_COREDMG_1_DESC,ICON_SIMULATIONROOM_OC_OPTION_DECREASE_COREDMG_1,2,False,Function,2000050.0,Nikke,,,,,,,,,
523,610,Locale_System:SIMULATIONROOM_OC_OPTION_DECREASE_COREDMG_2,Locale_System:SIMULATIONROOM_OC_OPTION_DECREASE_COREDMG_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_DECREASE_COREDMG_2,4,False,Function,2000051.0,Nikke,,,,,,,,,
524,611,Locale_System:SIMULATIONROOM_OC_OPTION_FIX_PSID,Locale_System:SIMULATIONROOM_OC_OPTION_FIX_PSID_DESC,ICON_SIMULATIONROOM_OC_OPTION_FIX_PSID,1,False,BattleEventGroupChange,106.0,,,,,,,,,,
525,611,Locale_System:SIMULATIONROOM_OC_OPTION_FIX_PSID_2,Locale_System:SIMULATIONROOM_OC_OPTION_FIX_PSID_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_FIX_PSID_2,4,False,BattleEventGroupChange,106.0,,Function,1999371.0,,Target,,,,,
526,612,Locale_System:SIMULATIONROOM_OC_OPTION_APPEAR_PEEKABOO_1,Locale_System:SIMULATIONROOM_OC_OPTION_APPEAR_PEEKABOO_1_DESC,ICON_SIMULATIONROOM_OC_OPTION_APPEAR_PEEKABOO_1,2,False,Function,2000053.0,Stage,,,,,,,,,
527,612,Locale_System:SIMULATIONROOM_OC_OPTION_APPEAR_PEEKABOO_2,Locale_System:SIMULATIONROOM_OC_OPTION_APPEAR_PEEKABOO_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_APPEAR_PEEKABOO_2,3,False,Function,2000054.0,Stage,,,,,,,,,
528,613,Locale_System:SIMULATIONROOM_OC_OPTION_APPEAR_GUARDIAN_1,Locale_System:SIMULATIONROOM_OC_OPTION_APPEAR_GUARDIAN_1_DESC,ICON_SIMULATIONROOM_OC_OPTION_APPEAR_GUARDIAN_1,2,False,Function,2000055.0,Stage,,,,,,,,,
529,613,Locale_System:SIMULATIONROOM_OC_OPTION_APPEAR_GUARDIAN_2,Locale_System:SIMULATIONROOM_OC_OPTION_APPEAR_GUARDIAN_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_APPEAR_GUARDIAN_2,3,False,Function,2000056.0,Stage,,,,,,,,,
530,614,Locale_System:SIMULATIONROOM_OC_OPTION_APPEAR_WHITEICEDRAGON,Locale_System:SIMULATIONROOM_OC_OPTION_APPEAR_WHITEICEDRAGON_DESC,ICON_SIMULATIONROOM_OC_OPTION_APPEAR_WHITEICEDRAGON,3,False,Function,2000057.0,Stage,,,,,,,,,
531,615,Locale_System:SIMULATIONROOM_OC_OPTION_SPECIALSTAGE,Locale_System:SIMULATIONROOM_OC_OPTION_SPECIALSTAGE_DESC,ICON_SIMULATIONROOM_OC_OPTION_SPECIALSTAGE,5,False,LocationJustBeforeEndChange,1000000.0,,,,,,,,,,
532,616,Locale_System:SIMULATIONROOM_OC_OPTION_NIKKENEEDS_ZEUS_5,Locale_System:SIMULATIONROOM_OC_OPTION_NIKKENEEDS_ZEUS_5_DESC,ICON_SIMULATIONROOM_OC_OPTION_NIKKENEEDS_ZEUS_5,1,False,NikkeNeeds,5.0,Electronic,,,,,,,,,Electronic
601,701,Locale_System:SIMULATIONROOM_OC_OPTION_LEVELOVERFIX,Locale_System:SIMULATIONROOM_OC_OPTION_LEVELOVERFIX_DESC,ICON_SIMULATIONROOM_OC_OPTION_LEVELOVERFIX,1,True,LevelOverFix,400.0,,,,,,,,,,
602,702,Locale_System:SIMULATIONROOM_OC_OPTION_ATTACK_UP_1,Locale_System:SIMULATIONROOM_OC_OPTION_ATTACK_UP_1_DESC,ICON_SIMULATIONROOM_OC_OPTION_ATTACK_UP_1,1,False,Function,1999287.0,Monster,,,,,,,,,
603,702,Locale_System:SIMULATIONROOM_OC_OPTION_ATTACK_UP_2,Locale_System:SIMULATIONROOM_OC_OPTION_ATTACK_UP_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_ATTACK_UP_2,2,False,Function,1999288.0,Monster,,,,,,,,,
604,702,Locale_System:SIMULATIONROOM_OC_OPTION_ATTACK_UP_3,Locale_System:SIMULATIONROOM_OC_OPTION_ATTACK_UP_3_DESC,ICON_SIMULATIONROOM_OC_OPTION_ATTACK_UP_3,3,False,Function,1999289.0,Monster,,,,,,,,,
605,703,Locale_System:SIMULATIONROOM_OC_OPTION_DEF_UP_1,Locale_System:SIMULATIONROOM_OC_OPTION_DEF_UP_1_DESC,ICON_SIMULATIONROOM_OC_OPTION_DEF_UP_1,1,False,Function,1999292.0,Monster,,,,,,,,,
606,703,Locale_System:SIMULATIONROOM_OC_OPTION_DEF_UP_2,Locale_System:SIMULATIONROOM_OC_OPTION_DEF_UP_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_DEF_UP_2,2,False,Function,1999293.0,Monster,,,,,,,,,
607,703,Locale_System:SIMULATIONROOM_OC_OPTION_DEF_UP_3,Locale_System:SIMULATIONROOM_OC_OPTION_DEF_UP_3_DESC,ICON_SIMULATIONROOM_OC_OPTION_DEF_UP_3,3,False,Function,1999294.0,Monster,,,,,,,,,
608,704,Locale_System:SIMULATIONROOM_OC_OPTION_HP_UP_1,Locale_System:SIMULATIONROOM_OC_OPTION_HP_UP_1_DESC,ICON_SIMULATIONROOM_OC_OPTION_HP_UP_1,1,False,Function,1999297.0,Monster,,,,,,,,,
609,704,Locale_System:SIMULATIONROOM_OC_OPTION_HP_UP_2,Locale_System:SIMULATIONROOM_OC_OPTION_HP_UP_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_HP_UP_2,2,False,Function,1999298.0,Monster,,,,,,,,,
610,704,Locale_System:SIMULATIONROOM_OC_OPTION_HP_UP_3,Locale_System:SIMULATIONROOM_OC_OPTION_HP_UP_3_DESC,ICON_SIMULATIONROOM_OC_OPTION_HP_UP_3,3,False,Function,1999299.0,Monster,,,,,,,,,
611,705,Locale_System:SIMULATIONROOM_OC_OPTION_RECYCLE_ROOM_DISABLE,Locale_System:SIMULATIONROOM_OC_OPTION_RECYCLE_ROOM_DISABLE_DESC,ICON_SIMULATIONROOM_OC_OPTION_RECYCLE_ROOM_DISABLE,2,False,RecycleRoomDisable,,,,,,,,,,,
612,706,Locale_System:SIMULATIONROOM_OC_OPTION_HARD_BATTLE_ONLY,Locale_System:SIMULATIONROOM_OC_OPTION_HARD_BATTLE_ONLY_DESC,ICON_SIMULATIONROOM_OC_OPTION_HARD_BATTLE_ONLY,5,False,LocationStartChange,1000.0,,LocationRandomChange,302013.0,,,,,,,
613,707,Locale_System:SIMULATIONROOM_OC_OPTION_CAMPAIGN_BATTLE_TIME_DECREASE_1,Locale_System:SIMULATIONROOM_OC_OPTION_CAMPAIGN_BATTLE_TIME_DECREASE_1_DESC,ICON_SIMULATIONROOM_OC_OPTION_CAMPAIGN_BATTLE_TIME_DECREASE_1,1,False,CampaignTimeDecrease,1000.0,,,,,,,,,,
614,707,Locale_System:SIMULATIONROOM_OC_OPTION_CAMPAIGN_BATTLE_TIME_DECREASE_2,Locale_System:SIMULATIONROOM_OC_OPTION_CAMPAIGN_BATTLE_TIME_DECREASE_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_CAMPAIGN_BATTLE_TIME_DECREASE_2,2,False,CampaignTimeDecrease,2000.0,,,,,,,,,,
615,707,Locale_System:SIMULATIONROOM_OC_OPTION_CAMPAIGN_BATTLE_TIME_DECREASE_3,Locale_System:SIMULATIONROOM_OC_OPTION_CAMPAIGN_BATTLE_TIME_DECREASE_3_DESC,ICON_SIMULATIONROOM_OC_OPTION_CAMPAIGN_BATTLE_TIME_DECREASE_3,3,False,CampaignTimeDecrease,3000.0,,,,,,,,,,
616,708,Locale_System:SIMULATIONROOM_OC_OPTION_STEP1_AR_BAN_S5,Locale_System:SIMULATIONROOM_OC_OPTION_STEP1_AR_BAN_S5_DESC,ICON_SIMULATIONROOM_OC_OPTION_STEP1_AR_BAN_S5,2,False,BanNikke,,AR,,,Burst1,,,,,,
617,708,Locale_System:SIMULATIONROOM_OC_OPTION_STEP1_SMG_BAN_S5,Locale_System:SIMULATIONROOM_OC_OPTION_STEP1_SMG_BAN_S5_DESC,ICON_SIMULATIONROOM_OC_OPTION_STEP1_SMG_BAN_S5,3,False,BanNikke,,SMG,,,Burst1,,,,,,
618,708,Locale_System:SIMULATIONROOM_OC_OPTION_STEP1_SR_BAN_S5,Locale_System:SIMULATIONROOM_OC_OPTION_STEP1_SR_BAN_S5_DESC,ICON_SIMULATIONROOM_OC_OPTION_STEP1_SR_BAN_S5,4,False,BanNikke,,SR,,,Burst1,,,,,,
619,709,Locale_System:SIMULATIONROOM_OC_OPTION_NIKKENEEDS_SR_2,Locale_System:SIMULATIONROOM_OC_OPTION_NIKKENEEDS_SR_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_NIKKENEEDS_SR_2,4,False,NikkeNeeds,2.0,SR,,,,,1.0,,,,
620,709,Locale_System:SIMULATIONROOM_OC_OPTION_NIKKENEEDS_AR_2,Locale_System:SIMULATIONROOM_OC_OPTION_NIKKENEEDS_AR_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_NIKKENEEDS_AR_2,4,False,NikkeNeeds,2.0,AR,,,,,2.0,,,,
621,709,Locale_System:SIMULATIONROOM_OC_OPTION_NIKKENEEDS_MG_2,Locale_System:SIMULATIONROOM_OC_OPTION_NIKKENEEDS_MG_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_NIKKENEEDS_MG_2,4,False,NikkeNeeds,2.0,MG,,,,,3.0,,,,
622,710,Locale_System:SIMULATIONROOM_OC_OPTION_DECREASE_COREDMG_1,Locale_System:SIMULATIONROOM_OC_OPTION_DECREASE_COREDMG_1_DESC,ICON_SIMULATIONROOM_OC_OPTION_DECREASE_COREDMG_1,2,False,Function,2000050.0,Nikke,,,,,,,,,
623,710,Locale_System:SIMULATIONROOM_OC_OPTION_DECREASE_COREDMG_2,Locale_System:SIMULATIONROOM_OC_OPTION_DECREASE_COREDMG_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_DECREASE_COREDMG_2,4,False,Function,2000051.0,Nikke,,,,,,,,,
624,711,Locale_System:SIMULATIONROOM_OC_OPTION_FIX_ANMI,Locale_System:SIMULATIONROOM_OC_OPTION_FIX_ANMI_DESC,ICON_SIMULATIONROOM_OC_OPTION_FIX_ANMI,1,False,BattleEventGroupChange,107.0,,,,,,,,,,
625,711,Locale_System:SIMULATIONROOM_OC_OPTION_FIX_ANMI_2,Locale_System:SIMULATIONROOM_OC_OPTION_FIX_ANMI_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_FIX_ANMI_2,4,False,BattleEventGroupChange,107.0,,Function,1999373.0,,Target,,,,,
626,712,Locale_System:SIMULATIONROOM_OC_OPTION_APPEAR_JELLYFISH_1,Locale_System:SIMULATIONROOM_OC_OPTION_APPEAR_JELLYFISH_1_ANMI_DESC,ICON_SIMULATIONROOM_OC_OPTION_APPEAR_JELLYFISH_1,2,False,Function,2000060.0,Stage,,,,,,,,,
627,712,Locale_System:SIMULATIONROOM_OC_OPTION_APPEAR_JELLYFISH_2,Locale_System:SIMULATIONROOM_OC_OPTION_APPEAR_JELLYFISH_2_ANMI_DESC,ICON_SIMULATIONROOM_OC_OPTION_APPEAR_JELLYFISH_2,3,False,Function,2000061.0,Stage,,,,,,,,,
628,713,Locale_System:SIMULATIONROOM_OC_OPTION_APPEAR_ORGAN_1,Locale_System:SIMULATIONROOM_OC_OPTION_APPEAR_ORGAN_1_ANMI_DESC,ICON_SIMULATIONROOM_OC_OPTION_APPEAR_ORGAN_1,2,False,Function,2000058.0,Stage,,,,,,,,,
629,713,Locale_System:SIMULATIONROOM_OC_OPTION_APPEAR_ORGAN_2,Locale_System:SIMULATIONROOM_OC_OPTION_APPEAR_ORGAN_2_ANMI_DESC,ICON_SIMULATIONROOM_OC_OPTION_APPEAR_ORGAN_2,3,False,Function,2000059.0,Stage,,,,,,,,,
630,714,Locale_System:SIMULATIONROOM_OC_OPTION_APPEAR_ICBM,Locale_System:SIMULATIONROOM_OC_OPTION_APPEAR_ICBM_DESC,ICON_SIMULATIONROOM_OC_OPTION_APPEAR_ICBM,3,False,Function,1999406.0,Stage,,,,,,,,,
631,715,Locale_System:SIMULATIONROOM_OC_OPTION_SPECIALSTAGE,Locale_System:SIMULATIONROOM_OC_OPTION_SPECIALSTAGE_DESC,ICON_SIMULATIONROOM_OC_OPTION_SPECIALSTAGE,5,False,LocationJustBeforeEndChange,1000000.0,,,,,,,,,,
632,716,Locale_System:SIMULATIONROOM_OC_OPTION_NIKKENEEDS_HSTA_5,Locale_System:SIMULATIONROOM_OC_OPTION_NIKKENEEDS_HSTA_5_DESC,ICON_SIMULATIONROOM_OC_OPTION_NIKKENEEDS_HSTA_5,1,False,NikkeNeeds,5.0,Fire,,,,,,,,,Fire
