id,name_localkey,resource_id,skin_id,frame_type,address,sd_resource_address
cryingboy,Locale_Character:npc_377_name,999,default,none,spine/standing/c999/00_HD,
malehomeless,Locale_Character:npc_376_name,919,default,none,spine/standing/c919/00_HD,
foghollowwoman,Locale_Character:npc_380_name,999,default,none,spine/standing/c999/00_HD,
privaty_m,Locale_Character:170_name,313,default,none,spine/standing/c313/00_HD,c313_00_var
drake_m,Locale_Character:101_name,101,default,none,spine/standing/c101/02_HD,c101_02_var
timidfemaleguest,Locale_Character:npc_389_name,999,default,none,spine/standing/c912/00_HD,
elegg,Locale_Character:500_name,500,default,none,spine/standing/c500/00_HD,c500_00_var
liveryn,Locale_Character:480_name,480,default,none,spine/standing/c480/00_HD,c480_00_var
hammering,Locale_Character:490_name,490,default,none,spine/standing/c490/00_HD,c490_00_var
grave,Locale_Character:510_name,510,acc,none,spine/standing/c510/00_HD,c510_00_var
trony,Locale_Character:501_name,501,default,none,spine/standing/c501/00_HD,c501_00_var
trony_op_r,Locale_Character:501_name,501,default,right,spine/standing/c501/00_HD,c501_00_var
trony1,Locale_Character:npc_398_name,976,default,none,spine/standing/c976/00_HD,
boy,Locale_Character:npc_396_name,951,default,none,spine/standing/c951/00_HD,
girl02,Locale_Character:npc_397_name,952,default,none,spine/standing/c952/00_HD,
booms_event,Locale_Character:10_name,10,default,none,spine/events/EventScene_BOOMSDAY_01,
exia_c2,Locale_Character:210_name,210,default,none,spine/standing/c210/02_HD,c210_02_var
trony1_op,Locale_Character:npc_398_name,999,default,right,spine/standing/c999/00_HD,
pleasantguest,Locale_Character:npc_390_name,912,default,none,spine/standing/c912/00_HD,
happyguest,Locale_Character:npc_391_name,911,default,none,spine/standing/c911/00_HD,
enterheavenwoman,Locale_Character:npc_392_name,912,default,none,spine/standing/c912/00_HD,
enterheavenman,Locale_Character:npc_393_name,911,default,none,spine/standing/c911/00_HD,
capmaleguest,Locale_Character:npc_394_name,911,default,none,spine/standing/c999/00_HD,
tensionmaleguest,Locale_Character:npc_395_name,911,default,none,spine/standing/c911/00_HD,
p_maid_event,Locale_Character:10_name,10,default,none,spine/events/EventScene_PerfectMaid_01,
unknown_grave,Locale_Character:npc_04_name,510,default,none,spine/standing/c510/00_HD,c510_00_var
flora_op_r,Locale_Character:411_name,411,default,right,spine/standing/c411/00_HD,c411_00_var
ce_003_01,Locale_Character:820_name,820,default,none,spine/standing/c820/00_HD,c820_00_var
ce_003_02,Locale_Character:821_name,821,default,none,spine/standing/c821/00_HD,c821_00_var
ce_003_03,Locale_Character:822_name,822,default,none,spine/standing/c822/00_HD,c822_00_var
malepassenger,Locale_Character:npc_404_name,911,default,none,spine/standing/c911/00_HD,
femalepassenger,Locale_Character:npc_405_name,912,default,none,spine/standing/c912/00_HD,
boy03,Locale_Character:npc_406_name,951,default,none,spine/standing/c951/00_HD,
boy04,Locale_Character:npc_407_name,951,default,none,spine/standing/c951/00_HD,
girl03,Locale_Character:npc_78_name,952,default,none,spine/standing/c952/00_HD,
diesel_ce_003_02,Locale_Character:npc_408_name,999,default,none,spine/standing/c999/00_HD,
glasseswoman_02,Locale_Character:npc_43_name,912,default,none,spine/standing/c912/00_HD,
suspiciousman_02,Locale_Character:npc_194_name,919,default,none,spine/standing/c919/00_HD,
skinnyman_02,Locale_Character:npc_47_name,918,default,none,spine/standing/c918/00_HD,
kamila,Locale_Character:npc_409_name,999,default,none,spine/standing/c999/00_HD,
kamilahusbund,Locale_Character:npc_410_name,999,default,none,spine/standing/c999/00_HD,
fancyfemale,Locale_Character:npc_411_name,924,default,none,spine/standing/c924/00_HD,
royalmale,Locale_Character:npc_412_name,923,default,none,spine/standing/c923/00_HD,
securitymale,Locale_Character:npc_413_name,999,default,none,spine/standing/c999/00_HD,
people,Locale_Character:npc_414_name,999,default,none,spine/standing/c999/00_HD,
timidfemale,Locale_Character:npc_415_name,912,default,none,spine/standing/c912/00_HD,
oldwoman,Locale_Character:npc_416_name,999,default,none,spine/standing/c999/00_HD,
d_w,Locale_Character:40_name,43,default,none,spine/standing/c043/00_HD,c043_00_var
rosanna_m,Locale_Character:280_name,280,default,none,spine/standing/c280/01_HD,c280_01_var
killthelord_event,Locale_Character:10_name,10,default,none,spine/events/EventScene_KillTheLord_01,
clothstaff,Locale_Character:npc_418_name,999,default,none,spine/standing/c999/00_HD,
flowerstaff,Locale_Character:npc_419_name,999,default,none,spine/standing/c999/00_HD,
clara,Locale_Character:npc_421_name,952,default,none,spine/standing/c952/00_HD,
sentrybot,Locale_Character:npc_422_name,954,default,none,spine/standing/c945/00_HD,
epicurean,Locale_Character:npc_423_name,923,default,none,spine/standing/c923/00_HD,
collector,Locale_Character:npc_950_name,999,default,none,spine/standing/c999/00_HD,
ce_003_04,Locale_Character:npc_420_name,999,default,none,spine/standing/c999/00_HD,
ce003_event,Locale_Character:10_name,10,default,none,spine/events/EventScene_ce_03_01,
cheeringspectators,Locale_Character:npc_424_name,999,default,none,spine/standing/c999/00_HD,
sharpjudge,Locale_Character:npc_425_name,999,default,none,spine/standing/c999/00_HD,
strictjudge,Locale_Character:npc_426_name,999,default,none,spine/standing/c999/00_HD,
bay,Locale_Character:550_name,550,default,none,spine/standing/c550/00_HD,c550_00_var
clay,Locale_Character:551_name,551,default,none,spine/standing/c551/00_HD,c551_00_var
poli_c,Locale_Character:30_name,30,default,none,spine/standing/c030/02_HD,c030_02_var
onemoretime_event,Locale_Character:10_name,10,default,none,spine/events/EventScene_OneMoreTime_01,
pompomwoman,Locale_Character:npc_434_name,999,default,none,spine/standing/c999/00_HD,
cheerleaderteam,Locale_Character:npc_435_name,999,default,none,spine/standing/c999/00_HD,
quietspectators,Locale_Character:npc_436_name,999,default,none,spine/standing/c999/00_HD,
womancheerleader,Locale_Character:npc_437_name,999,default,none,spine/standing/c999/00_HD,
dancedoll,Locale_Character:npc_438_name,999,default,none,spine/standing/c999/00_HD,
wavedoll,Locale_Character:npc_439_name,999,default,none,spine/standing/c999/00_HD,
cheerdoll,Locale_Character:npc_440_name,999,default,none,spine/standing/c999/00_HD,
kilo,Locale_Character:361_name,977,default,none,spine/standing/c977/00_HD,
talos,Locale_Character:npc_403_name,361,default,none,spine/standing/c361/00_HD,
crown_n,Locale_Character:330_name,330,default,none,spine/standing/c330/01_HD,c330_01_var
marian_q,Locale_Character:13_name,260,default,none,spine/standing/c260/02_HD,c260_02_var
kilo_op_c,Locale_Character:361_name,977,default,center,spine/standing/c977/00_HD,
kilo_talos,Locale_Character:npc_441_name,999,default,none,spine/standing/c999/00_HD,
brandnewyear_event,Locale_Character:10_name,10,default,none,spine/events/EventScene_BrandNewYear_02,
hightechtoy_event,Locale_Character:10_name,10,default,none,spine/events/EventScene_HightechToy_01,
black,Locale_Character:570_name,570,default,none,spine/standing/c570/00_HD,c570_00_var
black_unknown,Locale_Character:npc_04_name,570,default,none,spine/standing/c570/00_HD,c570_00_var
darkhero_event,Locale_Character:10_name,10,default,none,spine/events/EventScene_DARKHERO_01,
soda_b,Locale_Character:312_name,314,default,none,spine/standing/c314/00_HD,c314_00_var
alice_b,Locale_Character:191_name,195,default,none,spine/standing/c195/00_HD,c195_00_var
folkwang_b,Locale_Character:242_name,242,default,none,spine/standing/c242/01_HD,c242_01_var
mary_b,Locale_Character:130_name,130,default,none,spine/standing/c130/01_HD,c130_01_var
hairpinwoman_02,Locale_Character:npc_280_name,948,default,none,spine/standing/c948/00_HD,
skinnyman_03,Locale_Character:npc_47_name,947,default,none,spine/standing/c947/00_HD,
sakura_s,Locale_Character:282_name,284,default,none,spine/standing/c284/00_HD,c284_00_var
rosanna_s,Locale_Character:280_name,283,default,none,spine/standing/c283/00_HD,c283_00_var
viper_s,Locale_Character:112_name,112,default,none,spine/standing/c112/02_HD,c112_02_var
maiden_s,Locale_Character:181_name,181,default,none,spine/standing/c181/02_HD,c181_02_var
guilty_s,Locale_Character:400_name,400,default,none,spine/standing/c400/01_HD,c400_01_var
marine,Locale_Character:npc_442_name,999,default,none,spine/standing/c999/00_HD,
malemanager,Locale_Character:npc_443_name,923,default,none,spine/standing/c923/00_HD,
femalemanager,Locale_Character:npc_444_name,948,default,none,spine/standing/c948/00_HD,
spectators,Locale_Character:npc_445_name,999,default,none,spine/standing/c999/00_HD,
bigman,Locale_Character:npc_446_name,919,default,none,spine/standing/c919/00_HD,
malestaff,Locale_Character:npc_447_name,947,default,none,spine/standing/c947/00_HD,
claymore_event,Locale_Character:10_name,10,default,none,spine/events/EventScene_ClayMore_01,
femaleannouncer,Locale_Character:npc_448_name,999,default,none,spine/standing/c999/00_HD,
outgoingschoolgirl,Locale_Character:npc_449_name,999,default,none,spine/standing/c999/00_HD,
generalschoolgirl,Locale_Character:npc_450_name,999,default,none,spine/standing/c999/00_HD,
behemoth,Locale_Character:560_name,560,default,none,spine/standing/c560/00_HD,
leviathan,Locale_Character:562_name,562,default,none,spine/standing/c562/00_HD,
cinderella,Locale_Character:511_name,511,default,none,spine/standing/c511/00_HD,c944_00_var
rapi_r,Locale_Character:10_name,986,default,none,spine/standing/c986/00_HD,
mast_d,Locale_Character:350_name,350,default,none,spine/standing/c350/02_HD,c350_02_var
anchor_d,Locale_Character:351_name,351,default,none,spine/standing/c351/01_HD,c351_01_var
intelligentgirl,Locale_Character:npc_451_name,999,default,none,spine/standing/c999/00_HD,
marciana_u,Locale_Character:321_name,321,default,none,spine/standing/c321/01_HD,c321_01_var
karhi,Locale_Character:npc_454_name,999,default,none,spine/standing/c999/00_HD,
colorless_event,Locale_Character:10_name,10,default,none,spine/events/EventScene_COLORLESS_01,
juveniledays_event,Locale_Character:10_name,10,default,none,spine/events/EventScene_JuvenileDays_01,
naga_c,Locale_Character:450_name,450,default,none,spine/standing/c450/01_HD,c450_01_var
tia_c,Locale_Character:451_name,451,default,none,spine/standing/c451/01_HD,c451_01_var
soundonly,Locale_Character:562_name,984,default,right,spine/standing/c984/00_HD,
grave_no,Locale_Character:510_name,510,default,none,spine/standing/c510/00_HD,c510_00_var
ce004_01,Locale_Character:830_name,830,default,none,spine/standing/c830/00_HD,c830_00_var
ce004_02,Locale_Character:831_name,831,default,none,spine/standing/c831/00_HD,c831_00_var
ce004_03,Locale_Character:832_name,832,default,none,spine/standing/c832/00_HD,c832_00_var
ce004_04,Locale_Character:833_name,833,default,none,spine/standing/c833/00_HD,c833_00_var
student,Locale_Character:npc_9999999_name_44,999,default,none,spine/standing/c999/00_HD,
researcher,Locale_Character:npc_9999999_name_45,999,default,none,spine/standing/c999/00_HD,
ce004_04_op,Locale_Character:833_name,833,default,left,spine/standing/c833/00_HD,c833_00_var
ce004_04_op_r,Locale_Character:833_name,833,default,right,spine/standing/c833/00_HD,c833_00_var
marciana_op,Locale_Character:321_name,321,default,left,spine/standing/c321/00_HD,c321_00_var
ce004_01_s,Locale_Character:830_name,830,default,none,spine/standing/c830/01_HD,c830_01_var
ce004_02_s,Locale_Character:831_name,831,default,none,spine/standing/c831/01_HD,c831_01_var
ce004_03_s,Locale_Character:832_name,832,default,none,spine/standing/c832/01_HD,c832_01_var
womanoperator_op,Locale_Character:npc_456_name,456,default,left,spine/standing/c912/00_HD,
ce004_product23_op_r,Locale_Character:npc_457_name,457,default,right,spine/standing/c307/00_HD,c307_00_var
ce004_soldierow_op,Locale_Character:npc_458_name,458,default,left,spine/standing/c306/00_HD,c306_00_var
ce004_idollflower_op_r,Locale_Character:npc_459_name,459,default,right,spine/standing/c304/00_HD,c304_00_var
ce004_soldierfa_op,Locale_Character:npc_460_name,460,default,left,spine/standing/c301/00_HD,c301_00_var
rei_op_r,Locale_Character:392_name,392,default,right,spine/standing/c392/00_HD,c392_00_var
ce004_03_op,Locale_Character:832_name,832,default,left,spine/standing/c832/00_HD,c832_00_var
phantom,Locale_Character:580_name,580,default,none,spine/standing/c580/00_HD,c580_00_var
redhood_d,Locale_Character:470_name,470,default,none,spine/standing/c470/01_HD,c470_01_var
quency_e,Locale_Character:402_name,403,default,none,spine/standing/c403/00_HD,c403_00_var
malerepairman,Locale_Character:npc_461_name,999,default,none,spine/standing/c999/00_HD,
yuni_n,Locale_Character:160_name,985,default,none,spine/standing/c985/00_HD,
mihara_b,Locale_Character:161_name,162,default,none,spine/standing/c162/00_HD,c162_00_var
femalestaff,Locale_Character:npc_462_name,948,default,none,spine/standing/c948/00_HD,
youngman01,Locale_Character:npc_56_name,947,default,none,spine/standing/c947/00_HD,
jinxplayer_event,Locale_Character:10_name,10,default,none,spine/events/EventScene_JinxPlayer_01,
miranda_c,Locale_Character:32_name,32,default,none,spine/standing/c032/01_HD,c032_01_var
phantom_op,Locale_Character:580_name,580,default,right,spine/standing/c580/00_HD,c580_00_var
phantom_op_l,Locale_Character:580_name,580,default,left,spine/standing/c580/00_HD,c580_00_var
quiry_op,Locale_Character:33_name,33,default,left,spine/standing/c033/00_HD,c033_00_var
miranda_c_op,Locale_Character:32_name,32,default,left,spine/standing/c032/01_HD,c032_01_var
justicephantomthieves,Locale_Character:npc_455_name,999,default,none,spine/standing/c999/00_HD,
phantomthief_event,Locale_Character:10_name,10,default,none,spine/events/EventScene_PhantomThiefVSDetective_01,
grave_p,Locale_Character:510_name,514,default,none,spine/standing/c514/00_HD,c514_00_var
vesti_t,Locale_Character:91_name,94,default,none,spine/standing/c094/00_HD,c094_00_var
emma_t,Locale_Character:90_name,93,default,none,spine/standing/c093/00_HD,c093_00_var
eunhwa_t,Locale_Character:92_name,95,default,none,spine/standing/c095/00_HD,c095_00_var
abe,Locale_Character:npc_467_name,979,default,none,spine/standing/c979/00_HD,
littlemermaid,Locale_Character:513_name,513,default,none,spine/standing/c513/00_HD,c513_00_var
hansel,Locale_Character:npc_464_name,980,default,none,spine/standing/c980/00_HD,
gretel,Locale_Character:npc_465_name,981,default,none,spine/standing/c981/00_HD,
hanselgretel,Locale_Character:npc_466_name,999,default,none,spine/standing/c999/00_HD,
redshoes,Locale_Character:npc_468_name,982,default,none,spine/standing/c982/00_HD,
mirror,Locale_Character:npc_469_name,987,default,none,spine/standing/c999/00_HD,
VTChightofficer,Locale_Character:npc_470_name,999,default,none,spine/standing/c999/00_HD,
UNofficer,Locale_Character:npc_471_name,999,default,none,spine/standing/c999/00_HD,
UNsoldier,Locale_Character:npc_472_name,999,default,none,spine/standing/c999/00_HD,
UNsignaller,Locale_Character:npc_473_name,999,default,none,spine/standing/c999/00_HD,
CGofficer,Locale_Character:npc_474_name,999,default,none,spine/standing/c999/00_HD,
CGsignaller,Locale_Character:npc_475_name,999,default,none,spine/standing/c999/00_HD,
CGresearcher,Locale_Character:npc_476_name,999,default,none,spine/standing/c999/00_HD,
femaleofficer,Locale_Character:npc_481_name,999,default,none,spine/standing/c999/00_HD,
nadia,Locale_Character:npc_463_name,983,default,none,spine/standing/c983/00_HD,c983_00_var
malejournalist,Locale_Character:npc_477_name,999,default,none,spine/standing/c999/00_HD,
malemember,Locale_Character:npc_478_name,999,default,none,spine/standing/c999/00_HD,
femalebroadcaster,Locale_Character:npc_479_name,999,default,none,spine/standing/c999/00_HD,
press,Locale_Character:npc_480_name,911,default,none,spine/standing/c911/00_HD,
tove_n,Locale_Character:192_name,192,default,none,spine/standing/c192/01_HD,c192_01_var
lifeagain_event,Locale_Character:10_name,10,default,none,spine/events/EventScene_LifeAgain_01,
aloofmember,Locale_Character:npc_482_name,947,default,none,spine/standing/c947/00_HD,
survivornikke02,Locale_Character:npc_358_name,303,default,none,spine/standing/c303/00_HD,
abe_op,Locale_Character:npc_467_name,979,default,left,spine/standing/c979/00_HD,
VTCresearcher,Locale_Character:npc_483_name,999,default,none,spine/standing/c999/00_HD,
unknown_flora,Locale_Character:npc_04_name,411,default,none,spine/standing/c411/00_HD,c411_00_var
flora,Locale_Character:411_name,411,default,none,spine/standing/c411/00_HD,c411_00_var
cinderella_f,Locale_Character:511_name,511,default,none,spine/standing/c944/00_HD,c5070_00_var
rapi_red,Locale_Character:10_name,16,default,none,spine/standing/c016/00_HD,c016_00_var
massproduction04,Locale_Character:npc_34_name,302,default,none,spine/standing/c302/00_HD,
erodednikke02,Locale_Character:npc_98_name,301,default,none,spine/standing/c301/00_HD,
fallnikke02,Locale_Character:npc_371_name,300,default,none,spine/standing/c300/00_HD,
guillotine_w,Locale_Character:180_name,182,acc,none,spine/standing/c182/00_HD,c182_00_var
guillotine_w_no,Locale_Character:180_name,182,default,none,spine/standing/c182/00_HD,c182_00_var
maiden_w,Locale_Character:181_name,183,default,none,spine/standing/c183/00_HD,c183_00_var
volume_c,Locale_Character:431_name,431,default,none,spine/standing/c431/01_HD,c431_01_var
vesti_c,Locale_Character:91_name,91,default,none,spine/standing/c091/01_HD,c091_01_var
narration,Locale_Character:npc_484_name,999,default,none,spine/standing/c999/00_HD,
ink_g,Locale_Character:npc_485_name,928,default,none,spine/standing/c928/00_HD,c928_00_var
chloe_v,Locale_Character:npc_486_name,988,default,none,spine/standing/c988/00_HD,
chloe,Locale_Character:npc_487_name,952,default,none,spine/standing/c952/00_HD,
activemalereporter,Locale_Character:npc_488_name,911,default,none,spine/standing/c911/00_HD,
secretgarden_event,Locale_Character:10_name,10,default,none,spine/events/EventScene_SecretGarden_01,
sincerecameraman,Locale_Character:npc_489_name,999,default,none,spine/standing/c999/00_HD,
delightfulwoman,Locale_Character:npc_490_name,999,default,none,spine/standing/c999/00_HD,
loveman,Locale_Character:npc_491_name,999,default,none,spine/standing/c999/00_HD,
smartwoman,Locale_Character:npc_492_name,999,default,none,spine/standing/c999/00_HD,
integrityman,Locale_Character:npc_493_name,999,default,none,spine/standing/c999/00_HD,
elegantwoman,Locale_Character:npc_494_name,999,default,none,spine/standing/c999/00_HD,
elegantman,Locale_Character:npc_495_name,999,default,none,spine/standing/c999/00_HD,
nurse,Locale_Character:npc_496_name,999,default,none,spine/standing/c999/00_HD,
doctor,Locale_Character:npc_497_name,999,default,none,spine/standing/c999/00_HD,
CGsoldier,Locale_Character:npc_498_name,999,default,none,spine/standing/c999/00_HD,
squadleader,Locale_Character:npc_499_name,303,default,none,spine/standing/c303/00_HD,
demonikke,Locale_Character:npc_500_name,999,default,none,spine/standing/999/00_HD,
behavenikke,Locale_Character:npc_501_name,304,default,none,spine/standing/c304/00_HD,
loudnikke,Locale_Character:npc_502_name,308,default,none,spine/standing/c308/00_HD,
newbiecommander,Locale_Character:npc_503_name,999,default,none,spine/standing/c999/00_HD,
kalia,Locale_Character:npc_504_name,253,default,none,spine/standing/c253/00_HD,
elysionmechanic,Locale_Character:npc_505_name,255,default,none,spine/standing/c255/00_HD,
seira,Locale_Character:npc_506_name,251,default,none,spine/standing/c251/00_HD,
rio,Locale_Character:npc_507_name,302,default,none,spine/standing/c302/00_HD,
wendi,Locale_Character:npc_508_name,305,default,none,spine/standing/c305/00_HD,
deep,Locale_Character:npc_509_name,991,default,none,spine/standing/c991/00_HD,
youngrapi,Locale_Character:10_name,992,default,none,spine/standing/c992/00_HD,
rapi_h,Locale_Character:10_name,990,default,none,spine/standing/c990/00_HD,
rapi_m,Locale_Character:10_name,994,default,none,spine/standing/c994/00_HD,
ein_k,Locale_Character:391_name,391,default,none,spine/standing/c391/01_HD,c391_01_var
zwei_k,Locale_Character:390_name,390,default,none,spine/standing/c390/01_HD,c390_01_var
naga_k,Locale_Character:450_name,450,default,none,spine/standing/c450/02_HD,c450_02_var
brid_d,Locale_Character:70_name,70,default,none,spine/standing/c070/02_HD,c070_02_var
diesel_d,Locale_Character:72_name,72,default,none,spine/standing/c072/04_HD,c072_04_var
jien_unknown,Locale_Character:npc_04_name,973,default,none,spine/standing/c973/00_HD,
jien,Locale_Character:973_name,973,default,none,spine/standing/c973/00_HD,
familiarvoice,Locale_Character:npc_510_name,999,default,none,spine/standing/999/00_HD,
anothervoice,Locale_Character:npc_511_name,999,default,none,spine/standing/999/00_HD,
wisdomspring_event,Locale_Character:10_name,10,default,none,spine/events/EventScene_wisdomspring_01,
ether_op,Locale_Character:291_name,291,default,left,spine/standing/c291/00_HD,c291_00_var
mast_m,Locale_Character:350_name,354,default,none,spine/standing/c354/00_HD,c354_00_var
anchor_m,Locale_Character:351_name,355,default,none,spine/standing/c355/00_HD,c355_00_var
polishadow,Locale_Character:npc_512_name,999,default,none,spine/standing/999/00_HD,
novelshadow,Locale_Character:npc_513_name,999,default,none,spine/standing/999/00_HD,
quiryshadow,Locale_Character:npc_514_name,999,default,none,spine/standing/999/00_HD,
happycitizen,Locale_Character:npc_515_name,912,default,none,spine/standing/c912/00_HD,
smilecitizen,Locale_Character:npc_516_name,911,default,none,spine/standing/c911/00_HD,
sin_m,Locale_Character:401_name,401,default,none,spine/standing/c401/01_HD,c401_01_var
trony_m,Locale_Character:501_name,501,default,none,spine/standing/c501/01_HD,c501_01_var
gossipingfemaleguest,Locale_Character:npc_517_name,999,default,none,spine/standing/999/00_HD,
whisperingfemaleguest,Locale_Character:npc_518_name,999,default,none,spine/standing/999/00_HD,
shyfemaleguest,Locale_Character:npc_519_name,999,default,none,spine/standing/999/00_HD,
hesitantnikke,Locale_Character:npc_521_name,253,default,none,spine/standing/c253/00_HD,
cheerfulnikke,Locale_Character:npc_522_name,252,default,none,spine/standing/c252/00_HD,
sweetjohnny214,Locale_Character:npc_520_name,910,default,none,spine/standing/c910/01_HD,
romanticvalentine_event,Locale_Character:10_name,10,default,none,spine/events/EventScene_romanticvalentine_01,
hesitantmaleguest,Locale_Character:npc_523_name,911,default,none,spine/standing/c911/00_HD,
ce005_01,Locale_Character:834_name,834,default,none,spine/standing/c834/00_HD,
ce005_01_01,Locale_Character:834_name,834,default,none,spine/standing/c834/01_HD,c834_01_var
ce005_02,Locale_Character:830_name,835,default,none,spine/standing/c835/00_HD,
ce005_02_01,Locale_Character:830_name,835,default,none,spine/standing/c835/01_HD,c835_01_var
ce005_03,Locale_Character:836_name,836,default,none,spine/standing/c836/00_HD,
trina,Locale_Character:412_name,412,default,none,spine/standing/c412/00_HD,c412_00_var
ce004_03_03,Locale_Character:832_name,832,default,none,spine/standing/c832/03_HD,c832_03_var
helm_02,Locale_Character:352_name,352,default,none,spine/standing/c352/02_HD,c352_02_var
ce005_01_op,Locale_Character:834_name,834,default,left,spine/standing/c834/00_HD,
ce005_01_op_c,Locale_Character:834_name,834,default,center,spine/standing/c834/00_HD,
ce005_01_01_op,Locale_Character:835_name,835,default,right,spine/standing/c834/01_HD,c834_01_var
ce005_02_op,Locale_Character:830_name,835,default,right,spine/standing/c835/00_HD,
ce005_02_01_op_l,Locale_Character:830_name,835,default,left,spine/standing/c835/01_HD,c835_01_var
ce005_02_01_op,Locale_Character:830_name,835,default,center,spine/standing/c835/01_HD,c835_01_var
ce005_03_op,Locale_Character:836_name,836,default,left,spine/standing/c836/00_HD,
ce005_03_op_r,Locale_Character:836_name,836,default,right,spine/standing/c836/00_HD,
ce004_03_op_c,Locale_Character:832_name,832,default,center,spine/standing/c832/00_HD,c832_00_var
ce004_03_03_op,Locale_Character:832_name,832,default,center,spine/standing/c832/03_HD,c832_03_var
ce004_03_03_op_l,Locale_Character:832_name,832,default,left,spine/standing/c832/03_HD,c832_03_var
ce004_03_03_op_r,Locale_Character:832_name,832,default,right,spine/standing/c832/03_HD,c832_03_var
helm_op,Locale_Character:352_name,352,default,center,spine/standing/c352/00_HD,c352_00_var
helm_op_l,Locale_Character:352_name,352,default,left,spine/standing/c352/00_HD,c352_00_var
pepper_op,Locale_Character:131_name,131,default,left,spine/standing/c131/00_HD,c131_00_var
centi_op,Locale_Character:80_name,80,default,left,spine/standing/c080/00_HD,c080_00_var
centi_op_r,Locale_Character:80_name,80,default,right,spine/standing/c080/00_HD,c080_00_var
eyeri,Locale_Character:440_name,440,default,none,spine/standing/c440/00_HD,c440_00_var
avistar,Locale_Character:441_name,441,acc,none,spine/standing/c441/00_HD,c441_00_var
linne,Locale_Character:npc_528_name,912,default,none,spine/standing/c912/00_HD,
joshhumett,Locale_Character:npc_529_name,947,default,none,spine/standing/c947/00_HD,
bready,Locale_Character:520_name,520,default,none,spine/standing/c520/00_HD,c520_00_var
crust,Locale_Character:521_name,521,default,none,spine/standing/c521/00_HD,c521_00_var
newflavor_event,Locale_Character:10_name,10,default,none,spine/events/EventScene_newflavor_01,
liter_c,Locale_Character:82_name,82,default,none,spine/standing/c082/02_HD,c082_02_var
biscuit_c,Locale_Character:381_name,381,default,none,spine/standing/c381/01_HD,c381_01_var
forrest_event,Locale_Character:10_name,10,default,none,spine/events/EventScene_forrest_01,
trueflavor_event,Locale_Character:10_name,10,default,none,spine/events/EventScene_trueflavor_01,
tia_s,Locale_Character:451_name,451,default,none,spine/standing/c451/02_HD,c451_02_var
ade_c,Locale_Character:310_name,310,default,none,spine/standing/c310/01_HD,c310_01_var
audience03,Locale_Character:npc_530_name,999,default,none,spine/standing/c999/00_HD,
mechashifty,Locale_Character:993_name,993,default,none,spine/standing/c993/00_HD,c993_00_var
maxwell_op,Locale_Character:102_name,102,default,left,spine/standing/c102/00_HD,c102_00_var
ziz,Locale_Character:561_name,561,default,none,spine/standing/c561/00_HD,
mast_op_c,Locale_Character:350_name,350,default,center,spine/standing/c350/00_HD,
mast_op_r,Locale_Character:350_name,350,default,right,spine/standing/c350/00_HD,
anchor_op_r,Locale_Character:351_name,351,default,right,spine/standing/c351/00_HD,
blackwatergirl,Locale_Character:npc_524_name,996,default,none,spine/standing/c996/00_HD,
lev,Locale_Character:npc_525_name,996,default,none,spine/standing/c996/00_HD,
aggressivenikke,Locale_Character:npc_526_name,302,default,none,spine/standing/c302/00_HD,
scarednikke,Locale_Character:npc_527_name,305,default,none,spine/standing/c305/00_HD,
mori,Locale_Character:590_name,590,default,none,spine/standing/c590/00_HD,c590_00_var
manresearcher,Locale_Character:npc_531_name,999,default,none,spine/standing/c999/00_HD,
afraidnikke,Locale_Character:npc_532_name,305,default,none,spine/standing/c305/00_HD,
squadnikke,Locale_Character:npc_533_name,306,default,none,spine/standing/c306/00_HD,
follownikke,Locale_Character:npc_534_name,308,default,none,spine/standing/c308/00_HD,
laughnikke,Locale_Character:npc_535_name,300,default,none,spine/standing/c300/00_HD,
whispersnikke,Locale_Character:npc_536_name,304,default,none,spine/standing/c304/00_HD,
kindlynikke,Locale_Character:npc_537_name,301,default,none,spine/standing/c301/00_HD,
womanresearcher,Locale_Character:npc_538_name,999,default,none,spine/standing/c999/00_HD,
laplace_op,Locale_Character:100_name,100,default,left,spine/standing/c100/00_HD,c100_00_var
drake_op,Locale_Character:101_name,101,default,left,spine/standing/c101/00_HD,c101_00_var
mint,Locale_Character:600_name,600,default,none,spine/standing/c600/00_HD,
prika,Locale_Character:601_name,601,default,none,spine/standing/c601/00_HD,
laplace_p,Locale_Character:100_name,103,default,none,spine/standing/c103/00_HD,c103_00_var
drake_p,Locale_Character:101_name,104,default,none,spine/standing/c104/00_HD,c104_00_var
maxwell_p,Locale_Character:102_name,105,default,none,spine/standing/c105/00_HD,c105_00_var
jien_op,Locale_Character:973_name,973,default,left,spine/standing/c973/00_HD,
bubble,Locale_Character:npc_539_name,513,default,none,spine/standing/c513/00_HD,c513_00_var
rumbling,Locale_Character:npc_540_name,999,default,none,spine/standing/c999/00_HD,
arcana,Locale_Character:581_name,581,default,none,spine/standing/c581/00_HD,c581_00_var
ce006_01,Locale_Character:850_name,850,default,none,spine/standing/c850/00_HD,c850_00_var
ce006_03,Locale_Character:852_name,852,default,none,spine/standing/c852/00_HD,c852_00_var
ce006_npc_01,Locale_Character:npc_541_name,853,default,none,spine/standing/c853/00_HD,
ce006_02,Locale_Character:851_name,851,default,none,spine/standing/c851/00_HD,c851_00_var
com,Locale_Character:npc_542_name,931,default,none,spine/standing/c931/01_HD,
hermin,Locale_Character:npc_543_name,998,default,none,spine/standing/c998/00_HD,
