id,is_dialogfirstpoint,group_id,priority,printtype,portrait_id,name_localkey,scenario_localkey,play_sound,play_bgm,duration,set_background,hide_background,set_background_cord_x,set_background_cord_y,set_background_scale,scenario_effect_type,scenario_effect_value,execute_delaytime,execute_rate,first_show_check,conditiondata/0/usecondition_type,conditiondata/1/usecondition_type,conditiondata/2/usecondition_type,conditiondata/3/usecondition_type,conditiondata/4/usecondition_type,conditiondata/5/usecondition_type,spinedata/0/show_spine_resource_id,spinedata/0/spine_anim_resource_id,spinedata/0/hide_spine_resource_id,spinedata/0/spine_resource_cord_x,spinedata/0/spine_resource_cord_y,spinedata/0/spine_resource_scale,spinedata/1/show_spine_resource_id,spinedata/1/spine_anim_resource_id,spinedata/1/hide_spine_resource_id,spinedata/1/spine_resource_cord_x,spinedata/1/spine_resource_cord_y,spinedata/1/spine_resource_scale,spinedata/2/show_spine_resource_id,spinedata/2/spine_anim_resource_id,spinedata/2/hide_spine_resource_id,spinedata/2/spine_resource_cord_x,spinedata/2/spine_resource_cord_y,spinedata/2/spine_resource_scale,spinedata/3/show_spine_resource_id,spinedata/3/spine_anim_resource_id,spinedata/3/hide_spine_resource_id,spinedata/3/spine_resource_cord_x,spinedata/3/spine_resource_cord_y,spinedata/3/spine_resource_scale,spinedata/4/show_spine_resource_id,spinedata/4/spine_anim_resource_id,spinedata/4/hide_spine_resource_id,spinedata/4/spine_resource_cord_x,spinedata/4/spine_resource_cord_y,spinedata/4/spine_resource_scale,spinedata/5/show_spine_resource_id,spinedata/5/spine_anim_resource_id,spinedata/5/hide_spine_resource_id,spinedata/5/spine_resource_cord_x,spinedata/5/spine_resource_cord_y,spinedata/5/spine_resource_scale,spinedata/6/show_spine_resource_id,spinedata/6/spine_anim_resource_id,spinedata/6/hide_spine_resource_id,spinedata/6/spine_resource_cord_x,spinedata/6/spine_resource_cord_y,spinedata/6/spine_resource_scale,spinedata/7/show_spine_resource_id,spinedata/7/spine_anim_resource_id,spinedata/7/hide_spine_resource_id,spinedata/7/spine_resource_cord_x,spinedata/7/spine_resource_cord_y,spinedata/7/spine_resource_scale,spinedata/8/show_spine_resource_id,spinedata/8/spine_anim_resource_id,spinedata/8/hide_spine_resource_id,spinedata/8/spine_resource_cord_x,spinedata/8/spine_resource_cord_y,spinedata/8/spine_resource_scale,spinedata/9/show_spine_resource_id,spinedata/9/spine_anim_resource_id,spinedata/9/hide_spine_resource_id,spinedata/9/spine_resource_cord_x,spinedata/9/spine_resource_cord_y,spinedata/9/spine_resource_scale,conditiondata/0/usecondition_value/0/name,conditiondata/0/usecondition_value/0/value,conditiondata/0/usecondition_value/1/name,conditiondata/0/usecondition_value/1/value,conditiondata/0/usecondition_value/2/name,conditiondata/0/usecondition_value/2/value,conditiondata/1/usecondition_value/0/name,conditiondata/1/usecondition_value/0/value
300826,False,1ann_mini_ending_hidden,1,Stage,NKS_characterDialog_c966,Locale_Character:221_name,Locale_SubScenario:1ann_mini_ending_hidden_26,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,None,None,None,None,None,NKS_characterDialog_c220_00,characterDialog_sprite_00,,-222,-101,0,NKS_characterDialog_c965_00,characterDialog_sprite_00,,-117,-101,0,NKS_characterDialog_c966_00,characterDialog_sprite_00,,-18,-101,0,NKS_characterDialog_c470_00,characterDialog_sprite_00,,100,-101,0,NKS_characterDialog_c233_00,characterDialog_sprite_00,,236,-101,0,,,,0,0,0,,,NKS_characterDialog_emoji,0,0,0,NKS_characterDialog_emoji,characterDialog_emoji_05,,-18,4,0,,,,0,0,0,,,,0,0,0,usecondition_value,6.0,usecondition_value,106.0,usecondition_value,207.0,,
300827,False,1ann_mini_ending_hidden,1,Stage,NKS_characterDialog_c233,Locale_Character:233_name,Locale_SubScenario:1ann_mini_ending_hidden_27,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,None,None,None,None,None,NKS_characterDialog_c220_00,characterDialog_sprite_00,,-222,-101,0,NKS_characterDialog_c965_00,characterDialog_sprite_00,,-117,-101,0,NKS_characterDialog_c966_00,characterDialog_sprite_00,,-18,-101,0,NKS_characterDialog_c470_00,characterDialog_sprite_00,,100,-101,0,NKS_characterDialog_c233_00,characterDialog_sprite_00,,236,-101,0,,,,0,0,0,,,,0,0,0,,,NKS_characterDialog_emoji,0,0,0,,,,0,0,0,NKS_characterDialog_emoji,characterDialog_emoji_05,,236,0,0,usecondition_value,6.0,usecondition_value,106.0,usecondition_value,207.0,,
300828,False,1ann_mini_ending_hidden,1,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_hidden_28,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,None,None,None,None,None,NKS_characterDialog_c220_00,characterDialog_sprite_00,,-222,-101,0,NKS_characterDialog_c965_00,characterDialog_sprite_00,,-117,-101,0,NKS_characterDialog_c966_00,characterDialog_sprite_00,,-18,-101,0,NKS_characterDialog_c470_00,characterDialog_sprite_00,,100,-101,0,NKS_characterDialog_c233_00,characterDialog_sprite_00,,236,-101,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,NKS_characterDialog_emoji,characterDialog_emoji_00,,100,4,0,,,NKS_characterDialog_emoji,0,0,0,usecondition_value,6.0,usecondition_value,106.0,usecondition_value,207.0,,
300829,False,1ann_mini_ending_hidden,1,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_hidden_29,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,None,None,None,None,None,NKS_characterDialog_c220_00,characterDialog_sprite_00,,-222,-101,0,NKS_characterDialog_c965_00,characterDialog_sprite_00,,-117,-101,0,NKS_characterDialog_c966_00,characterDialog_sprite_00,,-18,-101,0,NKS_characterDialog_c470_00,characterDialog_sprite_00,,100,-101,0,NKS_characterDialog_c233_00,characterDialog_sprite_00,,236,-101,0,NKS_characterDialog_emoji,characterDialog_emoji_07,,-222,-4,0,,,,0,0,0,,,,0,0,0,,,NKS_characterDialog_emoji,0,0,0,,,,0,0,0,usecondition_value,6.0,usecondition_value,106.0,usecondition_value,207.0,,
300830,False,1ann_mini_ending_hidden,1,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_hidden_30,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,None,None,None,None,None,NKS_characterDialog_c220_00,characterDialog_sprite_00,,-222,-101,0,NKS_characterDialog_c965_00,characterDialog_sprite_00,,-117,-101,0,NKS_characterDialog_c966_00,characterDialog_sprite_00,,-18,-101,0,NKS_characterDialog_c470_00,characterDialog_sprite_00,,100,-101,0,NKS_characterDialog_c233_00,characterDialog_sprite_00,,236,-101,0,,,NKS_characterDialog_emoji,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,6.0,usecondition_value,106.0,usecondition_value,207.0,,
300831,False,1ann_mini_ending_hidden,1,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_hidden_31,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,None,None,None,None,None,NKS_characterDialog_c220_00,characterDialog_sprite_00,,-222,-101,0,NKS_characterDialog_c965_00,characterDialog_sprite_00,,-117,-101,0,NKS_characterDialog_c966_00,characterDialog_sprite_00,,-18,-101,0,NKS_characterDialog_c470_00,characterDialog_sprite_00,,100,-101,0,NKS_characterDialog_c233_00,characterDialog_sprite_00,,236,-101,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,6.0,usecondition_value,106.0,usecondition_value,207.0,,
300832,False,1ann_mini_ending_hidden,1,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_hidden_32,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,None,None,None,None,None,NKS_characterDialog_c220_00,characterDialog_sprite_00,,-222,-101,0,NKS_characterDialog_c965_00,characterDialog_sprite_00,,-117,-101,0,NKS_characterDialog_c966_00,characterDialog_sprite_00,,-18,-101,0,NKS_characterDialog_c470_00,characterDialog_sprite_00,,100,-101,0,NKS_characterDialog_c233_00,characterDialog_sprite_00,,236,-101,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,6.0,usecondition_value,106.0,usecondition_value,207.0,,
300833,False,1ann_mini_ending_hidden,1,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_hidden_33,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,None,None,None,None,None,NKS_characterDialog_c220_00,characterDialog_sprite_00,,-222,-101,0,NKS_characterDialog_c965_00,characterDialog_sprite_00,,-117,-101,0,NKS_characterDialog_c966_00,characterDialog_sprite_00,,-18,-101,0,NKS_characterDialog_c470_00,characterDialog_sprite_00,,100,-101,0,NKS_characterDialog_c233_00,characterDialog_sprite_00,,236,-101,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,6.0,usecondition_value,106.0,usecondition_value,207.0,,
300834,False,1ann_mini_ending_hidden,1,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_hidden_34,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,None,None,None,None,None,NKS_characterDialog_c220_00,characterDialog_sprite_00,,-222,-101,0,NKS_characterDialog_c965_00,characterDialog_sprite_00,,-117,-101,0,NKS_characterDialog_c966_00,characterDialog_sprite_00,,-18,-101,0,NKS_characterDialog_c470_00,characterDialog_sprite_00,,100,-101,0,NKS_characterDialog_c233_00,characterDialog_sprite_00,,236,-101,0,NKS_characterDialog_emoji,characterDialog_emoji_02,,-222,-4,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,6.0,usecondition_value,106.0,usecondition_value,207.0,,
300835,False,1ann_mini_ending_hidden,1,Stage,,,Locale_SubScenario:1ann_mini_ending_hidden_35,,,0,NKS_sbg_09,NKS_sbg_01,0,165,0,None,,0,0,False,Check_CurCharacter,None,None,None,None,None,NKS_characterDialog_c220_00,characterDialog_sprite_00,,2000,2000,0,NKS_characterDialog_c965_00,characterDialog_sprite_00,,2000,2000,0,NKS_characterDialog_c966_00,characterDialog_sprite_00,,2000,2000,0,NKS_characterDialog_c470_00,characterDialog_sprite_00,,2000,2000,0,NKS_characterDialog_c233_00,characterDialog_sprite_00,,2000,2000,0,,,NKS_characterDialog_emoji,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,6.0,usecondition_value,106.0,usecondition_value,207.0,,
800101,True,test_mini_ending_snowwhite,1,Stage,,,Locale_SubScenario:1ann_mini_ending_snowwhite_1,,event_bgm_redash_minigame_story2,0,NKS_sbg_02,,0,165,0,None,,0,0,False,None,None,None,None,None,None,NKS_characterDialog_c220_01,characterDialog_sprite_01,,-81,125,0,NKS_characterDialog_c470_01,characterDialog_sprite_00,,132,10,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,,,,,
800102,False,test_mini_ending_snowwhite,1,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_snowwhite_2,,,0,,,0,0,0,None,,0,0,False,None,None,None,None,None,None,NKS_characterDialog_c220_01,characterDialog_sprite_01,,-81,125,0,NKS_characterDialog_c470_01,characterDialog_sprite_00,,132,10,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,,,,,
800103,False,test_mini_ending_snowwhite,1,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_snowwhite_3,,,0,,,0,0,0,None,,0,0,False,None,None,None,None,None,None,NKS_characterDialog_c220_01,characterDialog_sprite_01,,-81,125,0,NKS_characterDialog_c470_01,characterDialog_sprite_00,,132,10,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,,,,,
800104,False,test_mini_ending_snowwhite,1,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_snowwhite_4,,,0,,,0,0,0,None,,0,0,False,None,None,None,None,None,None,NKS_characterDialog_c220_01,characterDialog_sprite_01,,-81,125,0,NKS_characterDialog_c470_01,characterDialog_sprite_00,,132,10,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,,,,,
800105,False,test_mini_ending_snowwhite,1,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_snowwhite_5,,,0,,,0,0,0,None,,0,0,False,None,None,None,None,None,None,NKS_characterDialog_c220_01,characterDialog_sprite_01,,-81,125,0,NKS_characterDialog_c470_01,characterDialog_sprite_00,,132,10,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,,,,,
800106,False,test_mini_ending_snowwhite,1,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_snowwhite_6,,,0,,,0,0,0,None,,0,0,False,None,None,None,None,None,None,NKS_characterDialog_c220_01,characterDialog_sprite_01,,-81,125,0,NKS_characterDialog_c470_01,characterDialog_sprite_00,,132,10,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,,,,,
800107,False,test_mini_ending_snowwhite,1,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_snowwhite_7,,,0,,,0,0,0,None,,0,0,False,None,None,None,None,None,None,NKS_characterDialog_c220_01,characterDialog_sprite_01,,-81,125,0,NKS_characterDialog_c470_01,characterDialog_sprite_00,,132,10,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,,,,,
800108,False,test_mini_ending_snowwhite,1,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_snowwhite_8,,,0,,,0,0,0,None,,0,0,False,None,None,None,None,None,None,NKS_characterDialog_c220_01,characterDialog_sprite_01,,-81,125,0,NKS_characterDialog_c470_01,characterDialog_sprite_00,,132,10,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,,,,,
800109,False,test_mini_ending_snowwhite,1,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_snowwhite_9,,,0,,,0,0,0,None,,0,0,False,None,None,None,None,None,None,NKS_characterDialog_c220_01,characterDialog_sprite_01,,-81,125,0,NKS_characterDialog_c470_01,characterDialog_sprite_00,,132,10,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,,,,,
800110,False,test_mini_ending_snowwhite,1,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_snowwhite_10,,,0,,,0,0,0,None,,0,0,False,None,None,None,None,None,None,NKS_characterDialog_c220_01,characterDialog_sprite_01,,-81,125,0,NKS_characterDialog_c470_01,characterDialog_sprite_00,,132,10,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,,,,,
800111,False,test_mini_ending_snowwhite,1,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_snowwhite_11,,,0,,,0,0,0,None,,0,0,False,None,None,None,None,None,None,NKS_characterDialog_c220_01,characterDialog_sprite_02,,-81,125,0,NKS_characterDialog_c470_01,characterDialog_sprite_00,,132,10,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,,,,,
800112,False,test_mini_ending_snowwhite,1,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_snowwhite_12,,,0,,,0,0,0,None,,0,0,False,None,None,None,None,None,None,NKS_characterDialog_c220_01,characterDialog_sprite_02,,-81,125,0,NKS_characterDialog_c470_01,characterDialog_sprite_00,,132,10,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,,,,,
800113,False,test_mini_ending_snowwhite,1,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_snowwhite_13,,,0,,,0,0,0,None,,0,0,False,None,None,None,None,None,None,NKS_characterDialog_c220_01,characterDialog_sprite_02,,-81,125,0,NKS_characterDialog_c470_01,characterDialog_sprite_00,,132,10,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,,,,,
800114,False,test_mini_ending_snowwhite,1,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_snowwhite_14,,,0,,,0,0,0,None,,0,0,False,None,None,None,None,None,None,NKS_characterDialog_c220_01,characterDialog_sprite_02,,-81,125,0,NKS_characterDialog_c470_01,characterDialog_sprite_00,,132,10,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,,,,,
800115,False,test_mini_ending_snowwhite,1,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_snowwhite_15,,,0,,,0,0,0,None,,0,0,False,None,None,None,None,None,None,NKS_characterDialog_c220_01,characterDialog_sprite_02,,-81,125,0,NKS_characterDialog_c470_01,characterDialog_sprite_00,,132,10,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,,,,,
800116,False,test_mini_ending_snowwhite,1,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_snowwhite_16,,,0,,,0,0,0,None,,0,0,False,None,None,None,None,None,None,NKS_characterDialog_c220_01,characterDialog_sprite_02,,-81,125,0,NKS_characterDialog_c470_01,characterDialog_sprite_00,,132,10,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,,,,,
800117,False,test_mini_ending_snowwhite,1,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_snowwhite_17,,,0,,,0,0,0,None,,0,0,False,None,None,None,None,None,None,NKS_characterDialog_c220_01,characterDialog_sprite_02,,-81,125,0,NKS_characterDialog_c470_01,characterDialog_sprite_00,,132,10,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,,,,,
800118,False,test_mini_ending_snowwhite,1,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_snowwhite_18,,,0,,,0,0,0,None,,0,0,False,None,None,None,None,None,None,NKS_characterDialog_c220_01,characterDialog_sprite_02,,-81,125,0,NKS_characterDialog_c470_01,characterDialog_sprite_00,,132,10,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,,,,,
800119,False,test_mini_ending_snowwhite,1,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_snowwhite_19,,,0,,,0,0,0,None,,0,0,False,None,None,None,None,None,None,NKS_characterDialog_c220_01,characterDialog_sprite_02,,-81,125,0,NKS_characterDialog_c470_01,characterDialog_sprite_00,,132,10,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,,,,,
800120,False,test_mini_ending_snowwhite,1,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_snowwhite_20,,,0,,,0,0,0,None,,0,0,False,None,None,None,None,None,None,NKS_characterDialog_c220_01,characterDialog_sprite_02,,-81,125,0,NKS_characterDialog_c470_01,characterDialog_sprite_00,,132,10,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,,,,,
800121,False,test_mini_ending_snowwhite,1,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_snowwhite_21,,,0,,,0,0,0,None,,0,0,False,None,None,None,None,None,None,NKS_characterDialog_c220_01,characterDialog_sprite_02,,-81,125,0,NKS_characterDialog_c470_01,characterDialog_sprite_00,,132,10,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,,,,,
800122,False,test_mini_ending_snowwhite,1,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_snowwhite_22,,,0,,,0,0,0,None,,0,0,False,None,None,None,None,None,None,NKS_characterDialog_c220_01,characterDialog_sprite_02,,-81,125,0,NKS_characterDialog_c470_01,characterDialog_sprite_00,,132,10,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,,,,,
800123,False,test_mini_ending_snowwhite,1,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_snowwhite_23,,,0,,,0,0,0,None,,0,0,False,None,None,None,None,None,None,NKS_characterDialog_c220_01,characterDialog_sprite_02,,-81,125,0,NKS_characterDialog_c470_01,characterDialog_sprite_00,,132,10,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,,,,,
800124,False,test_mini_ending_snowwhite,1,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_snowwhite_24,,,0,,,0,0,0,None,,0,0,False,None,None,None,None,None,None,NKS_characterDialog_c220_01,characterDialog_sprite_02,,-81,125,0,NKS_characterDialog_c470_01,characterDialog_sprite_00,,132,10,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,,,,,
800125,False,test_mini_ending_snowwhite,1,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_snowwhite_25,,,0,,,0,0,0,None,,0,0,False,None,None,None,None,None,None,NKS_characterDialog_c220_01,characterDialog_sprite_02,,-81,125,0,NKS_characterDialog_c470_01,characterDialog_sprite_00,,132,10,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,,,,,
800126,False,test_mini_ending_snowwhite,1,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_snowwhite_26,,,0,,,0,0,0,None,,0,0,False,None,None,None,None,None,None,NKS_characterDialog_c220_01,characterDialog_sprite_02,,-81,125,0,NKS_characterDialog_c470_01,characterDialog_sprite_00,,132,10,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,,,,,
800127,False,test_mini_ending_snowwhite,1,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_snowwhite_27,,,0,,,0,0,0,None,,0,0,False,None,None,None,None,None,None,NKS_characterDialog_c220_01,characterDialog_sprite_01,,-81,125,0,NKS_characterDialog_c470_01,characterDialog_sprite_00,,132,10,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,,,,,
800128,False,test_mini_ending_snowwhite,1,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_snowwhite_28,,,0,,,0,0,0,None,,0,0,False,None,None,None,None,None,None,NKS_characterDialog_c220_01,characterDialog_sprite_01,,-81,125,0,NKS_characterDialog_c470_01,characterDialog_sprite_00,,132,10,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,,,,,
800129,False,test_mini_ending_snowwhite,1,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_snowwhite_29,,,0,,,0,0,0,None,,0,0,False,None,None,None,None,None,None,NKS_characterDialog_c220_01,characterDialog_sprite_01,,-81,125,0,NKS_characterDialog_c470_01,characterDialog_sprite_00,,132,10,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,,,,,
800130,False,test_mini_ending_snowwhite,1,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_snowwhite_30,,,0,,,0,0,0,None,,0,0,False,None,None,None,None,None,None,NKS_characterDialog_c220_01,characterDialog_sprite_01,,-81,125,0,NKS_characterDialog_c470_01,characterDialog_sprite_00,,132,10,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,,,,,
800201,True,test_mini_ending_hongryeon,1,Stage,,,Locale_SubScenario:1ann_mini_ending_hongryeon_1,,event_bgm_redash_minigame_story2,0,NKS_sbg_03,,0,165,0,None,,0,10000,False,None,None,None,None,None,None,NKS_characterDialog_c220_02,c220_sprite_complain,,-152,122,0,NKS_characterDialog_c965_01,characterDialog_sprite_00,,-132,80,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,,,,,
800202,False,test_mini_ending_hongryeon,1,Stage,NKS_characterDialog_c965,Locale_Character:222_name,Locale_SubScenario:1ann_mini_ending_hongryeon_2,,,0,,,0,0,0,None,,0,0,False,None,None,None,None,None,None,NKS_characterDialog_c220_02,c220_sprite_complain,,-152,122,0,NKS_characterDialog_c965_01,characterDialog_sprite_00,,-132,80,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,,,,,
800203,False,test_mini_ending_hongryeon,1,Stage,NKS_characterDialog_c965,Locale_Character:222_name,Locale_SubScenario:1ann_mini_ending_hongryeon_3,,,0,,,0,0,0,None,,0,0,False,None,None,None,None,None,None,NKS_characterDialog_c220_02,c220_sprite_complain,,-152,122,0,NKS_characterDialog_c965_01,characterDialog_sprite_00,,-132,80,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,,,,,
