id,group_id,speech_window,speak_name,play_animation,scenario_localekey,play_bgm,play_sound
d_subquest_1213_e_20,d_subquest_1213_e,Speech,npc_canrobot,,Locale_SubScenario:d_subquest_1213_e_20,,
d_subquest_1213_e_21,d_subquest_1213_e,Speech,npc_canrobot,Talk_02,Locale_SubScenario:d_subquest_1213_e_21,,
d_subquest_1213_e_22,d_subquest_1213_e,Speech,npc_canrobot,,Locale_SubScenario:d_subquest_1213_e_22,,
d_subquest_1213_e_23,d_subquest_1213_e,Speech,npc_canrobot,Talk_01,Locale_SubScenario:d_subquest_1213_e_23,,
d_subquest_1213_e_24,d_subquest_1213_e,Speech,npc_canrobot,,Locale_SubScenario:d_subquest_1213_e_24,,
d_subquest_1213_e_25,d_subquest_1213_e,Speech,anis,Talk_02,Locale_SubScenario:d_subquest_1213_e_25,,
d_subquest_1213_e_26,d_subquest_1213_e,Speech,npc_canrobot,,Locale_SubScenario:d_subquest_1213_e_26,,
d_subquest_1213_e_27,d_subquest_1213_e,Speech,neon,Talk_02,Locale_SubScenario:d_subquest_1213_e_27,,
d_subquest_1213_e_28,d_subquest_1213_e,Speech,neon,,Locale_SubScenario:d_subquest_1213_e_28,,
d_subquest_1213_e_29,d_subquest_1213_e,Speech,npc_canrobot,Talk_02,Locale_SubScenario:d_subquest_1213_e_29,,
d_subquest_1213_e_30,d_subquest_1213_e,Speech,rapi,Talk_01,Locale_SubScenario:d_subquest_1213_e_30,,
d_subquest_1213_e_31,d_subquest_1213_e,Speech,neon,Talk_02,Locale_SubScenario:d_subquest_1213_e_31,,
d_subquest_1213_e_32,d_subquest_1213_e,Speech,rapi,,Locale_SubScenario:d_subquest_1213_e_32,,
d_subquest_1213_e_33,d_subquest_1213_e,Speech,anis,Talk_01,Locale_SubScenario:d_subquest_1213_e_33,,
d_subquest_1213_e_34,d_subquest_1213_e,Speech,rapi,Talk_01,Locale_SubScenario:d_subquest_1213_e_34,,
d_subquest_1213_e_35,d_subquest_1213_e,Narration,npc_canrobot,,Locale_SubScenario:d_subquest_1213_e_35,,sfx_scn_shutter
