id,conversation_id,room_id,speaker_type,member_id,message_type,jump_target,dialog_localkey,resource_id,reward_id,reward_expire_date,is_opener
m_ex_realkindness_02_5,m_ex_realkindness_02,realkindness,They,quency,Text,,Locale_SuddenMessage:m_ex_realkindness_02_5,,0,-639844352,False
m_ex_realkindness_02_6,m_ex_realkindness_02,realkindness,They,guilty,Text,,Locale_SuddenMessage:m_ex_realkindness_02_6,,0,-639844352,False
m_ex_realkindness_02_7,m_ex_realkindness_02,realkindness,They,guilty,Text,,Locale_SuddenMessage:m_ex_realkindness_02_7,,0,-639844352,False
m_ex_realkindness_02_8,m_ex_realkindness_02,realkindness,They,guilty,Text,,Locale_SuddenMessage:m_ex_realkindness_02_8,,0,-639844352,False
m_ex_realkindness_02_9,m_ex_realkindness_02,realkindness,They,quency,Text,,Locale_SuddenMessage:m_ex_realkindness_02_9,,0,-639844352,False
m_ex_realkindness_02_10,m_ex_realkindness_02,realkindness,They,sin,Text,,Locale_SuddenMessage:m_ex_realkindness_02_10,,0,-639844352,False
m_ex_realkindness_02_11,m_ex_realkindness_02,realkindness,They,guilty,Text,,Locale_SuddenMessage:m_ex_realkindness_02_11,,0,-639844352,False
m_ex_realkindness_02_12,m_ex_realkindness_02,realkindness,They,sin,Text,,Locale_SuddenMessage:m_ex_realkindness_02_12,,0,-639844352,False
m_ex_realkindness_02_13,m_ex_realkindness_02,realkindness,They,sin,Text,,Locale_SuddenMessage:m_ex_realkindness_02_13,,0,-639844352,False
m_ex_realkindness_02_14,m_ex_realkindness_02,realkindness,They,guilty,Text,,Locale_SuddenMessage:m_ex_realkindness_02_14,,0,-639844352,False
m_ex_realkindness_02_15,m_ex_realkindness_02,realkindness,Self,,Choice,m_ex_realkindness_02_17,Locale_SuddenMessage:m_ex_realkindness_02_15,,0,-639844352,False
m_ex_realkindness_02_16,m_ex_realkindness_02,realkindness,Self,,Choice,m_ex_realkindness_02_19,Locale_SuddenMessage:m_ex_realkindness_02_16,,0,-639844352,False
m_ex_realkindness_02_17,m_ex_realkindness_02,realkindness,They,guilty,Text,,Locale_SuddenMessage:m_ex_realkindness_02_17,,0,-639844352,False
m_ex_realkindness_02_18,m_ex_realkindness_02,realkindness,They,guilty,Text,m_ex_realkindness_02_22,Locale_SuddenMessage:m_ex_realkindness_02_18,,0,-639844352,False
m_ex_realkindness_02_19,m_ex_realkindness_02,realkindness,They,guilty,Text,,Locale_SuddenMessage:m_ex_realkindness_02_19,,0,-639844352,False
m_ex_realkindness_02_20,m_ex_realkindness_02,realkindness,They,guilty,Text,,Locale_SuddenMessage:m_ex_realkindness_02_20,,0,-639844352,False
m_ex_realkindness_02_21,m_ex_realkindness_02,realkindness,They,guilty,Text,,Locale_SuddenMessage:m_ex_realkindness_02_21,,0,-639844352,False
m_ex_realkindness_02_22,m_ex_realkindness_02,realkindness,They,sin,Text,,Locale_SuddenMessage:m_ex_realkindness_02_22,,0,-639844352,False
m_ex_realkindness_02_23,m_ex_realkindness_02,realkindness,They,quency,Text,,Locale_SuddenMessage:m_ex_realkindness_02_23,,0,-639844352,False
m_ex_realkindness_02_24,m_ex_realkindness_02,realkindness,They,quency,Text,,Locale_SuddenMessage:m_ex_realkindness_02_24,,0,-639844352,False
m_ex_realkindness_02_25,m_ex_realkindness_02,realkindness,Self,,Text,,Locale_SuddenMessage:m_ex_realkindness_02_25,,0,-639844352,False
m_ex_realkindness_02_26,m_ex_realkindness_02,realkindness,They,guilty,Text,,Locale_SuddenMessage:m_ex_realkindness_02_26,,0,-639844352,False
m_ex_realkindness_02_27,m_ex_realkindness_02,realkindness,They,guilty,Text,,Locale_SuddenMessage:m_ex_realkindness_02_27,,0,-639844352,False
m_ex_realkindness_02_28,m_ex_realkindness_02,realkindness,They,guilty,Text,,Locale_SuddenMessage:m_ex_realkindness_02_28,,0,-639844352,False
m_ex_realkindness_02_29,m_ex_realkindness_02,realkindness,They,guilty,Text,,Locale_SuddenMessage:m_ex_realkindness_02_29,,0,-639844352,False
m_ex_realkindness_02_30,m_ex_realkindness_02,realkindness,They,quency,Text,,Locale_SuddenMessage:m_ex_realkindness_02_30,,0,-639844352,False
m_ex_realkindness_02_31,m_ex_realkindness_02,realkindness,They,quency,Text,,Locale_SuddenMessage:m_ex_realkindness_02_31,,0,-639844352,False
m_ex_realkindness_02_32,m_ex_realkindness_02,realkindness,They,quency,Text,,Locale_SuddenMessage:m_ex_realkindness_02_32,,0,-639844352,False
m_ex_realkindness_02_33,m_ex_realkindness_02,realkindness,They,sin,Text,,Locale_SuddenMessage:m_ex_realkindness_02_33,,0,-639844352,False
m_ex_realkindness_02_34,m_ex_realkindness_02,realkindness,They,guilty,Text,,Locale_SuddenMessage:m_ex_realkindness_02_34,,0,-639844352,False
m_ex_realkindness_02_35,m_ex_realkindness_02,realkindness,They,guilty,Text,,Locale_SuddenMessage:m_ex_realkindness_02_35,,0,-639844352,False
m_ex_realkindness_02_36,m_ex_realkindness_02,realkindness,They,sin,Text,,Locale_SuddenMessage:m_ex_realkindness_02_36,,0,-639844352,False
m_ex_realkindness_02_37,m_ex_realkindness_02,realkindness,They,sin,Text,,Locale_SuddenMessage:m_ex_realkindness_02_37,,0,-639844352,False
m_ex_realkindness_02_38,m_ex_realkindness_02,realkindness,They,sin,Text,,Locale_SuddenMessage:m_ex_realkindness_02_38,,0,-639844352,False
m_ex_realkindness_02_39,m_ex_realkindness_02,realkindness,They,sin,Text,,Locale_SuddenMessage:m_ex_realkindness_02_39,,0,-639844352,False
m_ex_realkindness_02_40,m_ex_realkindness_02,realkindness,They,quency,Text,,Locale_SuddenMessage:m_ex_realkindness_02_40,,0,-639844352,False
m_ex_realkindness_02_41,m_ex_realkindness_02,realkindness,They,quency,Text,,Locale_SuddenMessage:m_ex_realkindness_02_41,,0,-639844352,False
m_ex_realkindness_02_42,m_ex_realkindness_02,realkindness,They,quency,Text,,Locale_SuddenMessage:m_ex_realkindness_02_42,,0,-639844352,False
m_ex_realkindness_02_43,m_ex_realkindness_02,realkindness,They,guilty,Text,,Locale_SuddenMessage:m_ex_realkindness_02_43,,0,-639844352,False
m_ex_realkindness_02_44,m_ex_realkindness_02,realkindness,They,sin,Text,,Locale_SuddenMessage:m_ex_realkindness_02_44,,0,-639844352,False
m_ex_realkindness_02_45,m_ex_realkindness_02,realkindness,They,guilty,Text,,Locale_SuddenMessage:m_ex_realkindness_02_45,,0,-639844352,False
m_ex_realkindness_02_46,m_ex_realkindness_02,realkindness,They,sin,Text,,Locale_SuddenMessage:m_ex_realkindness_02_46,,0,-639844352,False
m_ex_realkindness_02_47,m_ex_realkindness_02,realkindness,They,quency,Text,,Locale_SuddenMessage:m_ex_realkindness_02_47,,0,-639844352,False
m_ex_realkindness_02_48,m_ex_realkindness_02,realkindness,They,quency,Text,,Locale_SuddenMessage:m_ex_realkindness_02_48,,0,-639844352,False
m_ex_realkindness_02_49,m_ex_realkindness_02,realkindness,Self,,Text,,Locale_SuddenMessage:m_ex_realkindness_02_49,,0,-639844352,False
m_ex_realkindness_02_50,m_ex_realkindness_02,realkindness,They,guilty,Text,,Locale_SuddenMessage:m_ex_realkindness_02_50,,0,-639844352,False
m_ex_realkindness_02_51,m_ex_realkindness_02,realkindness,They,guilty,Text,,Locale_SuddenMessage:m_ex_realkindness_02_51,,0,-639844352,False
m_ex_realkindness_02_52,m_ex_realkindness_02,realkindness,Self,,Text,,Locale_SuddenMessage:m_ex_realkindness_02_52,,0,-639844352,False
m_ex_realkindness_02_53,m_ex_realkindness_02,realkindness,They,sin,Text,,Locale_SuddenMessage:m_ex_realkindness_02_53,,0,-639844352,False
m_ex_realkindness_02_54,m_ex_realkindness_02,realkindness,They,sin,Text,,Locale_SuddenMessage:m_ex_realkindness_02_54,,0,-639844352,False
m_ex_realkindness_02_55,m_ex_realkindness_02,realkindness,They,sin,Text,,Locale_SuddenMessage:m_ex_realkindness_02_55,,0,-639844352,False
m_ex_realkindness_02_56,m_ex_realkindness_02,realkindness,They,sin,Text,,Locale_SuddenMessage:m_ex_realkindness_02_56,,0,-639844352,False
m_ex_realkindness_02_57,m_ex_realkindness_02,realkindness,They,quency,Text,,Locale_SuddenMessage:m_ex_realkindness_02_57,,0,-639844352,False
m_ex_realkindness_02_58,m_ex_realkindness_02,realkindness,They,quency,Text,,Locale_SuddenMessage:m_ex_realkindness_02_58,,0,-639844352,False
m_subquest_1193_s_1,m_subquest_1193_s,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1193_s_1,,0,-639844352,True
m_subquest_1193_s_2,m_subquest_1193_s,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1193_s_2,,0,-639844352,False
m_subquest_1193_s_3,m_subquest_1193_s,missilysresearch,Self,,Text,,Locale_SubScenario:m_subquest_1193_s_3,,0,-639844352,False
m_subquest_1193_s_4,m_subquest_1193_s,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1193_s_4,,0,-639844352,False
m_subquest_1193_s_5,m_subquest_1193_s,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1193_s_5,,0,-639844352,False
m_subquest_1193_s_6,m_subquest_1193_s,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1193_s_6,,0,-639844352,False
m_subquest_1193_s_7,m_subquest_1193_s,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1193_s_7,,0,-639844352,False
m_subquest_1193_s_8,m_subquest_1193_s,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1193_s_8,,0,-639844352,False
m_subquest_1193_s_9,m_subquest_1193_s,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1193_s_9,,0,-639844352,False
m_subquest_1193_s_10,m_subquest_1193_s,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1193_s_10,,0,-639844352,False
m_subquest_1193_s_11,m_subquest_1193_s,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1193_s_11,,0,-639844352,False
m_subquest_1193_s_12,m_subquest_1193_s,missilysresearch,Self,,Text,,Locale_SubScenario:m_subquest_1193_s_12,,0,-639844352,False
m_subquest_1193_s_13,m_subquest_1193_s,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1193_s_13,,0,-639844352,False
m_subquest_1193_s_14,m_subquest_1193_s,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1193_s_14,,0,-639844352,False
m_subquest_1193_s_15,m_subquest_1193_s,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1193_s_15,,0,-639844352,False
m_subquest_1193_s_16,m_subquest_1193_s,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1193_s_16,,0,-639844352,False
m_subquest_1193_s_17,m_subquest_1193_s,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1193_s_17,,0,-639844352,False
m_subquest_1193_s_18,m_subquest_1193_s,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1193_s_18,,0,-639844352,False
m_subquest_1193_s_19,m_subquest_1193_s,missilysresearch,Self,,Text,,Locale_SubScenario:m_subquest_1193_s_19,,0,-639844352,False
m_subquest_1193_s_20,m_subquest_1193_s,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1193_s_20,,0,-639844352,False
m_subquest_1193_s_21,m_subquest_1193_s,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1193_s_21,,0,-639844352,False
m_subquest_1193_s_22,m_subquest_1193_s,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1193_s_22,,0,-639844352,False
m_subquest_1193_s_23,m_subquest_1193_s,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1193_s_23,,0,-639844352,False
m_subquest_1193_s_24,m_subquest_1193_s,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1193_s_24,,0,-639844352,False
m_subquest_1193_s_25,m_subquest_1193_s,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1193_s_25,,0,-639844352,False
m_subquest_1193_s_26,m_subquest_1193_s,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1193_s_26,,0,-639844352,False
m_subquest_1193_s_27,m_subquest_1193_s,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1193_s_27,,0,-639844352,False
m_subquest_1193_s_28,m_subquest_1193_s,missilysresearch,Self,,Text,,Locale_SubScenario:m_subquest_1193_s_28,,0,-639844352,False
m_subquest_1193_s_29,m_subquest_1193_s,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1193_s_29,,0,-639844352,False
m_subquest_1193_e_0,m_subquest_1193_e,missilysresearch,They,missilysresearch,Reward,,,,1310052,-639844352,True
m_subquest_1193_e_1,m_subquest_1193_e,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1193_e_1,,0,-639844352,False
m_subquest_1193_e_2,m_subquest_1193_e,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1193_e_2,,0,-639844352,False
m_subquest_1193_e_3,m_subquest_1193_e,missilysresearch,Self,,Text,,Locale_SubScenario:m_subquest_1193_e_3,,0,-639844352,False
m_subquest_1193_e_4,m_subquest_1193_e,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1193_e_4,,0,-639844352,False
m_subquest_1193_e_5,m_subquest_1193_e,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1193_e_5,,0,-639844352,False
m_subquest_1193_e_6,m_subquest_1193_e,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1193_e_6,,0,-639844352,False
m_subquest_1193_e_7,m_subquest_1193_e,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1193_e_7,,0,-639844352,False
m_subquest_1193_e_8,m_subquest_1193_e,missilysresearch,Self,,Text,,Locale_SubScenario:m_subquest_1193_e_8,,0,-639844352,False
m_subquest_1193_e_9,m_subquest_1193_e,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1193_e_9,,0,-639844352,False
m_subquest_1193_e_10,m_subquest_1193_e,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1193_e_10,,0,-639844352,False
m_subquest_1194_1,m_subquest_1194,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1194_1,,0,-639844352,True
m_subquest_1194_2,m_subquest_1194,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1194_2,,0,-639844352,False
m_subquest_1194_3,m_subquest_1194,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1194_3,,0,-639844352,False
m_subquest_1194_4,m_subquest_1194,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1194_4,,0,-639844352,False
m_subquest_1194_5,m_subquest_1194,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1194_5,,0,-639844352,False
m_subquest_1194_6,m_subquest_1194,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1194_6,,0,-639844352,False
m_subquest_1194_7,m_subquest_1194,missilysresearch,Self,,Text,,Locale_SubScenario:m_subquest_1194_7,,0,-639844352,False
m_subquest_1194_8,m_subquest_1194,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1194_8,,0,-639844352,False
m_subquest_1194_9,m_subquest_1194,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1194_9,,0,-639844352,False
m_subquest_1194_10,m_subquest_1194,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1194_10,,0,-639844352,False
m_subquest_1194_11,m_subquest_1194,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1194_11,,0,-639844352,False
m_subquest_1194_12,m_subquest_1194,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1194_12,,0,-639844352,False
m_subquest_1194_13,m_subquest_1194,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1194_13,,0,-639844352,False
m_subquest_1194_14,m_subquest_1194,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1194_14,,0,-639844352,False
m_subquest_1194_15,m_subquest_1194,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1194_15,,0,-639844352,False
m_subquest_1194_16,m_subquest_1194,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1194_16,,0,-639844352,False
m_subquest_1194_17,m_subquest_1194,missilysresearch,Self,,Text,,Locale_SubScenario:m_subquest_1194_17,,0,-639844352,False
m_subquest_1194_18,m_subquest_1194,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1194_18,,0,-639844352,False
m_subquest_1194_19,m_subquest_1194,missilysresearch,Self,,Text,,Locale_SubScenario:m_subquest_1194_19,,0,-639844352,False
m_subquest_1194_20,m_subquest_1194,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1194_20,,0,-639844352,False
m_subquest_1194_21,m_subquest_1194,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1194_21,,0,-639844352,False
m_subquest_1194_e_0,m_subquest_1194_e,missilysresearch,They,missilysresearch,Reward,,,,1310055,-639844352,True
m_subquest_1194_e_1,m_subquest_1194_e,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1194_e_1,,0,-639844352,False
m_subquest_1194_e_2,m_subquest_1194_e,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1194_e_2,,0,-639844352,False
m_subquest_1194_e_3,m_subquest_1194_e,missilysresearch,Self,,Text,,Locale_SubScenario:m_subquest_1194_e_3,,0,-639844352,False
m_subquest_1194_e_4,m_subquest_1194_e,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1194_e_4,,0,-639844352,False
m_subquest_1194_e_5,m_subquest_1194_e,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1194_e_5,,0,-639844352,False
m_subquest_1194_e_6,m_subquest_1194_e,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1194_e_6,,0,-639844352,False
m_subquest_1194_e_7,m_subquest_1194_e,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1194_e_7,,0,-639844352,False
m_subquest_1194_e_8,m_subquest_1194_e,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1194_e_8,,0,-639844352,False
m_subquest_1194_e_9,m_subquest_1194_e,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1194_e_9,,0,-639844352,False
m_subquest_1194_e_10,m_subquest_1194_e,missilysresearch,Self,,Text,,Locale_SubScenario:m_subquest_1194_e_10,,0,-639844352,False
m_subquest_1194_e_11,m_subquest_1194_e,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1194_e_11,,0,-639844352,False
m_subquest_1194_e_12,m_subquest_1194_e,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1194_e_12,,0,-639844352,False
m_subquest_1194_e_13,m_subquest_1194_e,missilysresearch,Self,,Text,,Locale_SubScenario:m_subquest_1194_e_13,,0,-639844352,False
m_subquest_1194_e_14,m_subquest_1194_e,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1194_e_14,,0,-639844352,False
m_subquest_1194_e_15,m_subquest_1194_e,missilysresearch,Self,,Text,,Locale_SubScenario:m_subquest_1194_e_15,,0,-639844352,False
m_subquest_1194_e_16,m_subquest_1194_e,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1194_e_16,,0,-639844352,False
m_subquest_1194_e_17,m_subquest_1194_e,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1194_e_17,,0,-639844352,False
m_subquest_1194_e_18,m_subquest_1194_e,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1194_e_18,,0,-639844352,False
m_subquest_1194_e_19,m_subquest_1194_e,missilysresearch,Self,,Text,,Locale_SubScenario:m_subquest_1194_e_19,,0,-639844352,False
m_subquest_1194_e_20,m_subquest_1194_e,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1194_e_20,,0,-639844352,False
m_subquest_1194_e_21,m_subquest_1194_e,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1194_e_21,,0,-639844352,False
m_subquest_1194_e_22,m_subquest_1194_e,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1194_e_22,,0,-639844352,False
m_subquest_1194_e_23,m_subquest_1194_e,missilysresearch,They,missilysresearch,Text,,Locale_SubScenario:m_subquest_1194_e_23,,0,-639844352,False
m_subquest_1162_s_1,m_subquest_1162_s,lovelydream,They,lovelydream,Text,,Locale_SubScenario:m_subquest_1162_s_1,,0,-639844352,True
m_subquest_1162_s_2,m_subquest_1162_s,lovelydream,They,lovelydream,Text,,Locale_SubScenario:m_subquest_1162_s_2,,0,-639844352,False
m_subquest_1162_s_3,m_subquest_1162_s,lovelydream,They,lovelydream,Text,,Locale_SubScenario:m_subquest_1162_s_3,,0,-639844352,False
m_subquest_1162_s_4,m_subquest_1162_s,lovelydream,They,lovelydream,Text,,Locale_SubScenario:m_subquest_1162_s_4,,0,-639844352,False
m_subquest_1162_s_5,m_subquest_1162_s,lovelydream,Self,,Text,,Locale_SubScenario:m_subquest_1162_s_5,,0,-639844352,False
m_subquest_1162_s_6,m_subquest_1162_s,lovelydream,They,lovelydream,Text,,Locale_SubScenario:m_subquest_1162_s_6,,0,-639844352,False
m_subquest_1162_s_7,m_subquest_1162_s,lovelydream,They,lovelydream,Text,,Locale_SubScenario:m_subquest_1162_s_7,,0,-639844352,False
m_subquest_1162_s_8,m_subquest_1162_s,lovelydream,They,lovelydream,Text,,Locale_SubScenario:m_subquest_1162_s_8,,0,-639844352,False
m_subquest_1162_s_9,m_subquest_1162_s,lovelydream,They,lovelydream,Text,,Locale_SubScenario:m_subquest_1162_s_9,,0,-639844352,False
m_subquest_1162_s_10,m_subquest_1162_s,lovelydream,They,lovelydream,Text,,Locale_SubScenario:m_subquest_1162_s_10,,0,-639844352,False
m_subquest_1162_s_11,m_subquest_1162_s,lovelydream,They,lovelydream,Text,,Locale_SubScenario:m_subquest_1162_s_11,,0,-639844352,False
m_subquest_1162_s_12,m_subquest_1162_s,lovelydream,They,lovelydream,Text,,Locale_SubScenario:m_subquest_1162_s_12,,0,-639844352,False
m_subquest_1162_s_13,m_subquest_1162_s,lovelydream,They,lovelydream,Text,,Locale_SubScenario:m_subquest_1162_s_13,,0,-639844352,False
m_subquest_1162_s_14,m_subquest_1162_s,lovelydream,They,lovelydream,Text,,Locale_SubScenario:m_subquest_1162_s_14,,0,-639844352,False
m_subquest_1162_s_15,m_subquest_1162_s,lovelydream,They,lovelydream,Text,,Locale_SubScenario:m_subquest_1162_s_15,,0,-639844352,False
m_subquest_1162_s_16,m_subquest_1162_s,lovelydream,They,lovelydream,Text,,Locale_SubScenario:m_subquest_1162_s_16,,0,-639844352,False
m_subquest_1162_s_17,m_subquest_1162_s,lovelydream,They,lovelydream,Text,,Locale_SubScenario:m_subquest_1162_s_17,,0,-639844352,False
m_subquest_1162_s_18,m_subquest_1162_s,lovelydream,Self,,Choice,m_subquest_1162_s_20,Locale_SubScenario:m_subquest_1162_s_18,,0,-639844352,False
m_subquest_1162_s_19,m_subquest_1162_s,lovelydream,Self,,Choice,m_subquest_1162_s_23,Locale_SubScenario:m_subquest_1162_s_19,,0,-639844352,False
m_subquest_1162_s_20,m_subquest_1162_s,lovelydream,They,lovelydream,Text,,Locale_SubScenario:m_subquest_1162_s_20,,0,-639844352,False
m_subquest_1162_s_21,m_subquest_1162_s,lovelydream,They,lovelydream,Text,,Locale_SubScenario:m_subquest_1162_s_21,,0,-639844352,False
m_subquest_1162_s_22,m_subquest_1162_s,lovelydream,They,lovelydream,Text,m_subquest_1162_s_24,Locale_SubScenario:m_subquest_1162_s_22,,0,-639844352,False
m_subquest_1162_s_23,m_subquest_1162_s,lovelydream,They,lovelydream,Text,,Locale_SubScenario:m_subquest_1162_s_23,,0,-639844352,False
m_subquest_1162_s_24,m_subquest_1162_s,lovelydream,They,lovelydream,Text,,Locale_SubScenario:m_subquest_1162_s_24,,0,-639844352,False
m_subquest_1162_s_25,m_subquest_1162_s,lovelydream,They,lovelydream,Text,,Locale_SubScenario:m_subquest_1162_s_25,,0,-639844352,False
m_subquest_1162_s_26,m_subquest_1162_s,lovelydream,Self,,Text,,Locale_SubScenario:m_subquest_1162_s_26,,0,-639844352,False
m_subquest_1162_s_27,m_subquest_1162_s,lovelydream,They,lovelydream,Text,,Locale_SubScenario:m_subquest_1162_s_27,,0,-639844352,False
m_subquest_1162_s_28,m_subquest_1162_s,lovelydream,They,lovelydream,Text,,Locale_SubScenario:m_subquest_1162_s_28,,0,-639844352,False
m_subquest_1162_s_29,m_subquest_1162_s,lovelydream,They,lovelydream,Text,,Locale_SubScenario:m_subquest_1162_s_29,,0,-639844352,False
m_subquest_1162_s_30,m_subquest_1162_s,lovelydream,They,lovelydream,Text,,Locale_SubScenario:m_subquest_1162_s_30,,0,-639844352,False
m_subquest_1162_s_31,m_subquest_1162_s,lovelydream,They,lovelydream,Text,,Locale_SubScenario:m_subquest_1162_s_31,,0,-639844352,False
m_subquest_1162_s_32,m_subquest_1162_s,lovelydream,They,lovelydream,Text,,Locale_SubScenario:m_subquest_1162_s_32,,0,-639844352,False
m_subquest_1162_s_33,m_subquest_1162_s,lovelydream,Self,,Text,,Locale_SubScenario:m_subquest_1162_s_33,,0,-639844352,False
m_subquest_1162_s_34,m_subquest_1162_s,lovelydream,They,lovelydream,Text,,Locale_SubScenario:m_subquest_1162_s_34,,0,-639844352,False
m_subquest_1162_s_35,m_subquest_1162_s,lovelydream,They,lovelydream,Text,,Locale_SubScenario:m_subquest_1162_s_35,,0,-639844352,False
m_subquest_1162_s_36,m_subquest_1162_s,lovelydream,Self,,Text,,Locale_SubScenario:m_subquest_1162_s_36,,0,-639844352,False
m_subquest_1162_s_37,m_subquest_1162_s,lovelydream,They,lovelydream,Text,,Locale_SubScenario:m_subquest_1162_s_37,,0,-639844352,False
m_subquest_1162_s_38,m_subquest_1162_s,lovelydream,They,lovelydream,Text,,Locale_SubScenario:m_subquest_1162_s_38,,0,-639844352,False
m_subquest_1162_s_39,m_subquest_1162_s,lovelydream,They,lovelydream,Text,,Locale_SubScenario:m_subquest_1162_s_39,,0,-639844352,False
m_subquest_1162_e_0,m_subquest_1162_e,lovelydream,They,lovelydream,Reward,,,,1310053,-639844352,True
m_subquest_1162_e_1,m_subquest_1162_e,lovelydream,They,lovelydream,Text,,Locale_SubScenario:m_subquest_1162_e_1,,0,-639844352,False
m_subquest_1162_e_2,m_subquest_1162_e,lovelydream,They,lovelydream,Text,,Locale_SubScenario:m_subquest_1162_e_2,,0,-639844352,False
m_subquest_1162_e_3,m_subquest_1162_e,lovelydream,Self,,Text,,Locale_SubScenario:m_subquest_1162_e_3,,0,-639844352,False
m_subquest_1162_e_4,m_subquest_1162_e,lovelydream,They,lovelydream,Text,,Locale_SubScenario:m_subquest_1162_e_4,,0,-639844352,False
m_subquest_1162_e_5,m_subquest_1162_e,lovelydream,They,lovelydream,Text,,Locale_SubScenario:m_subquest_1162_e_5,,0,-639844352,False
m_subquest_1162_e_6,m_subquest_1162_e,lovelydream,They,lovelydream,Text,,Locale_SubScenario:m_subquest_1162_e_6,,0,-639844352,False
