id,event_id,message_type,tid,resource_id,name_localkey,enter_scenario_id,exit_scenario_id,stamina_value,reward_id,trigger_list/0/trigger,trigger_list/0/condition_id,trigger_list/0/condition_value,trigger_list/1/trigger,trigger_list/1/condition_id,trigger_list/1/condition_value,trigger_list/2/trigger,trigger_list/2/condition_id,trigger_list/2/condition_value,trigger_list/3/trigger,trigger_list/3/condition_id,trigger_list/3/condition_value,trigger_list/4/trigger,trigger_list/4/condition_id,trigger_list/4/condition_value,trigger_list/5/trigger,trigger_list/5/condition_id,trigger_list/5/condition_value
2009002,0,RandomMessage,m_ex_privaty_unkindmaid_02,0,,,,0,0,ObtainCharacter,5106,1,MessageClear,2009001,1,None,0,0,None,0,0,None,0,0,None,0,0
2009003,0,RandomMessage,m_ex_privaty_unkindmaid_03,0,,,,0,0,ObtainCharacter,5106,1,MessageClear,2009001,1,None,0,0,None,0,0,None,0,0,None,0,0
2009101,0,Message,m_ex_ade_01,0,,,,0,0,ObtainCharacter,5046,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0
2009102,0,RandomMessage,m_ex_ade_02,0,,,,0,0,ObtainCharacter,5046,1,MessageClear,2009101,1,None,0,0,None,0,0,None,0,0,None,0,0
2009103,0,RandomMessage,m_ex_ade_03,0,,,,0,0,ObtainCharacter,5046,1,MessageClear,2009101,1,None,0,0,None,0,0,None,0,0,None,0,0
2009201,0,Message,m_ex_elegg_01,0,,,,0,0,ObtainCharacter,5107,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0
2009202,0,RandomMessage,m_ex_elegg_02,0,,,,0,0,ObtainCharacter,5107,1,MessageClear,2009201,1,None,0,0,None,0,0,None,0,0,None,0,0
2009203,0,RandomMessage,m_ex_elegg_03,0,,,,0,0,ObtainCharacter,5107,1,MessageClear,2009201,1,None,0,0,None,0,0,None,0,0,None,0,0
2009301,0,Message,m_ex_d_killerwife_01,0,,,,0,0,ObtainCharacter,5110,1,MessageClear,2006801,1,None,0,0,None,0,0,None,0,0,None,0,0
2009302,0,RandomMessage,m_ex_d_killerwife_02,0,,,,0,0,ObtainCharacter,5110,1,MessageClear,2009301,1,None,0,0,None,0,0,None,0,0,None,0,0
2009303,0,RandomMessage,m_ex_d_killerwife_03,0,,,,0,0,ObtainCharacter,5110,1,MessageClear,2009301,1,None,0,0,None,0,0,None,0,0,None,0,0
2003704,0,DailyMessage,m_ex_admi_04,0,,,,0,0,ObtainCharacter,5030,1,MessageClear,2003701,1,None,0,0,None,0,0,None,0,0,None,0,0
2003705,0,DailyMessage,m_ex_admi_05,0,,,,0,0,ObtainCharacter,5030,1,MessageClear,2003701,1,None,0,0,None,0,0,None,0,0,None,0,0
2003706,0,DailyMessage,m_ex_admi_06,0,,,,0,0,ObtainCharacter,5030,1,MessageClear,2003701,1,None,0,0,None,0,0,None,0,0,None,0,0
2005204,0,DailyMessage,m_ex_aria_04,0,,,,0,0,ObtainCharacter,5070,1,MessageClear,2005201,1,None,0,0,None,0,0,None,0,0,None,0,0
2005205,0,DailyMessage,m_ex_aria_05,0,,,,0,0,ObtainCharacter,5070,1,MessageClear,2005203,1,None,0,0,None,0,0,None,0,0,None,0,0
2005206,0,DailyMessage,m_ex_aria_06,0,,,,0,0,ObtainCharacter,5070,1,MessageClear,2005201,1,None,0,0,None,0,0,None,0,0,None,0,0
2002504,0,DailyMessage,m_ex_brid_04,0,,,,0,0,ObtainCharacter,5018,1,MessageClear,2002501,1,None,0,0,None,0,0,None,0,0,None,0,0
2002505,0,DailyMessage,m_ex_brid_05,0,,,,0,0,ObtainCharacter,5018,1,MessageClear,2002501,1,None,0,0,None,0,0,None,0,0,None,0,0
2002506,0,DailyMessage,m_ex_brid_06,0,,,,0,0,ObtainCharacter,5018,1,MessageClear,2002501,1,None,0,0,None,0,0,None,0,0,None,0,0
2002804,0,DailyMessage,m_ex_centi_04,0,,,,0,0,ObtainCharacter,5021,1,MessageClear,2002801,1,None,0,0,None,0,0,None,0,0,None,0,0
2002805,0,DailyMessage,m_ex_centi_05,0,,,,0,0,ObtainCharacter,5021,1,MessageClear,2002801,1,None,0,0,None,0,0,None,0,0,None,0,0
2002806,0,DailyMessage,m_ex_centi_06,0,,,,0,0,ObtainCharacter,5021,1,MessageClear,2002801,1,None,0,0,None,0,0,None,0,0,None,0,0
2001404,0,DailyMessage,m_ex_emma_04,0,,,,0,0,ObtainCharacter,5005,1,MessageClear,2001401,1,None,0,0,None,0,0,None,0,0,None,0,0
2001405,0,DailyMessage,m_ex_emma_05,0,,,,0,0,ObtainCharacter,5005,1,MessageClear,2001401,1,None,0,0,None,0,0,None,0,0,None,0,0
2001406,0,DailyMessage,m_ex_emma_06,0,,,,0,0,ObtainCharacter,5005,1,MessageClear,2001401,1,None,0,0,None,0,0,None,0,0,None,0,0
2003004,0,DailyMessage,m_ex_eunhwa_04,0,,,,0,0,ObtainCharacter,5023,1,MessageClear,2003001,1,None,0,0,None,0,0,None,0,0,None,0,0
2003005,0,DailyMessage,m_ex_eunhwa_05,0,,,,0,0,ObtainCharacter,5023,1,MessageClear,2003001,1,None,0,0,None,0,0,None,0,0,None,0,0
2003006,0,DailyMessage,m_ex_eunhwa_06,0,,,,0,0,ObtainCharacter,5023,1,MessageClear,2003001,1,None,0,0,None,0,0,None,0,0,None,0,0
2003804,0,DailyMessage,m_ex_guillotine_04,0,,,,0,0,ObtainCharacter,5031,1,MessageClear,2003801,1,None,0,0,None,0,0,None,0,0,None,0,0
2003805,0,DailyMessage,m_ex_guillotine_05,0,,,,0,0,ObtainCharacter,5031,1,MessageClear,2003801,1,None,0,0,None,0,0,None,0,0,None,0,0
2003806,0,DailyMessage,m_ex_guillotine_06,0,,,,0,0,ObtainCharacter,5031,1,MessageClear,2003803,1,None,0,0,None,0,0,None,0,0,None,0,0
2003904,0,DailyMessage,m_ex_maiden_04,0,,,,0,0,ObtainCharacter,5032,1,MessageClear,2003901,1,None,0,0,None,0,0,None,0,0,None,0,0
2003905,0,DailyMessage,m_ex_maiden_05,0,,,,0,0,ObtainCharacter,5032,1,MessageClear,2003901,1,None,0,0,None,0,0,None,0,0,None,0,0
2003906,0,DailyMessage,m_ex_maiden_06,0,,,,0,0,ObtainCharacter,5032,1,MessageClear,2003901,1,None,0,0,None,0,0,None,0,0,None,0,0
2000807,0,DailyMessage,m_ex_n102_04,0,,,,0,0,ObtainCharacter,3009,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0
2000808,0,DailyMessage,m_ex_n102_05,0,,,,0,0,ObtainCharacter,3009,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0
2000809,0,DailyMessage,m_ex_n102_06,0,,,,0,0,ObtainCharacter,3009,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0
2005304,0,DailyMessage,m_ex_noise_04,0,,,,0,0,ObtainCharacter,5074,1,MessageClear,2005301,1,None,0,0,None,0,0,None,0,0,None,0,0
2005305,0,DailyMessage,m_ex_noise_05,0,,,,0,0,ObtainCharacter,5074,1,MessageClear,2005301,1,None,0,0,None,0,0,None,0,0,None,0,0
2005306,0,DailyMessage,m_ex_noise_06,0,,,,0,0,ObtainCharacter,5074,1,MessageClear,2005305,1,None,0,0,None,0,0,None,0,0,None,0,0
2002904,0,DailyMessage,m_ex_vesti_04,0,,,,0,0,ObtainCharacter,5022,1,MessageClear,2002901,1,None,0,0,None,0,0,None,0,0,None,0,0
2002905,0,DailyMessage,m_ex_vesti_05,0,,,,0,0,ObtainCharacter,5022,1,MessageClear,2002901,1,None,0,0,None,0,0,None,0,0,None,0,0
2002906,0,DailyMessage,m_ex_vesti_06,0,,,,0,0,ObtainCharacter,5022,1,MessageClear,2002901,1,None,0,0,None,0,0,None,0,0,None,0,0
2005404,0,DailyMessage,m_ex_volume_04,0,,,,0,0,ObtainCharacter,5075,1,MessageClear,2005401,1,None,0,0,None,0,0,None,0,0,None,0,0
2005405,0,DailyMessage,m_ex_volume_05,0,,,,0,0,ObtainCharacter,5075,1,MessageClear,2005401,1,None,0,0,None,0,0,None,0,0,None,0,0
2005406,0,DailyMessage,m_ex_volume_06,0,,,,0,0,ObtainCharacter,5075,1,MessageClear,2005401,1,None,0,0,None,0,0,None,0,0,None,0,0
2009401,0,Message,m_ex_bay_01,0,,,,0,0,ObtainCharacter,5111,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0
2009402,0,RandomMessage,m_ex_bay_02,0,,,,0,0,ObtainCharacter,5111,1,MessageClear,2009401,1,None,0,0,None,0,0,None,0,0,None,0,0
2009403,0,RandomMessage,m_ex_bay_03,0,,,,0,0,ObtainCharacter,5111,1,MessageClear,2009401,1,None,0,0,None,0,0,None,0,0,None,0,0
2009501,0,Message,m_ex_trony_01,0,,,,0,0,ObtainCharacter,5112,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0
2009502,0,RandomMessage,m_ex_trony_02,0,,,,0,0,ObtainCharacter,5112,1,MessageClear,2009501,1,None,0,0,None,0,0,None,0,0,None,0,0
2009503,0,RandomMessage,m_ex_trony_03,0,,,,0,0,ObtainCharacter,5112,1,MessageClear,2009501,1,None,0,0,None,0,0,None,0,0,None,0,0
2009601,0,Message,m_ex_soda_twinklingbunny_01,0,,,,0,0,ObtainCharacter,5113,1,MessageClear,2006501,1,None,0,0,None,0,0,None,0,0,None,0,0
2009602,0,RandomMessage,m_ex_soda_twinklingbunny_02,0,,,,0,0,ObtainCharacter,5113,1,MessageClear,2009601,1,None,0,0,None,0,0,None,0,0,None,0,0
2009603,0,RandomMessage,m_ex_soda_twinklingbunny_03,0,,,,0,0,ObtainCharacter,5113,1,MessageClear,2009601,1,None,0,0,None,0,0,None,0,0,None,0,0
2009701,0,Message,m_ex_alice_wonderlandbunny_01,0,,,,0,0,ObtainCharacter,5114,1,MessageClear,2001301,1,None,0,0,None,0,0,None,0,0,None,0,0
2009702,0,RandomMessage,m_ex_alice_wonderlandbunny_02,0,,,,0,0,ObtainCharacter,5114,1,MessageClear,2009701,1,None,0,0,None,0,0,None,0,0,None,0,0
2009703,0,RandomMessage,m_ex_alice_wonderlandbunny_03,0,,,,0,0,ObtainCharacter,5114,1,MessageClear,2009701,1,None,0,0,None,0,0,None,0,0,None,0,0
2009801,0,Message,m_ex_clay_01,0,,,,0,0,ObtainCharacter,5115,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0
2009802,0,RandomMessage,m_ex_clay_02,0,,,,0,0,ObtainCharacter,5115,1,MessageClear,2009801,1,None,0,0,None,0,0,None,0,0,None,0,0
2009803,0,RandomMessage,m_ex_clay_03,0,,,,0,0,ObtainCharacter,5115,1,MessageClear,2009801,1,None,0,0,None,0,0,None,0,0,None,0,0
2009901,0,Message,m_ex_sakura_bloominsummer_01,0,,,,0,0,ObtainCharacter,5117,1,MessageClear,2006701,1,None,0,0,None,0,0,None,0,0,None,0,0
2009902,0,RandomMessage,m_ex_sakura_bloominsummer_02,0,,,,0,0,ObtainCharacter,5117,1,MessageClear,2009901,1,None,0,0,None,0,0,None,0,0,None,0,0
2009903,0,RandomMessage,m_ex_sakura_bloominsummer_03,0,,,,0,0,ObtainCharacter,5117,1,MessageClear,2009902,1,None,0,0,None,0,0,None,0,0,None,0,0
2010101,0,Message,m_ex_rosanna_chicocean_01,0,,,,0,0,ObtainCharacter,5116,1,MessageClear,2007301,1,None,0,0,None,0,0,None,0,0,None,0,0
2010102,0,RandomMessage,m_ex_rosanna_chicocean_02,0,,,,0,0,ObtainCharacter,5116,1,MessageClear,2010101,1,None,0,0,None,0,0,None,0,0,None,0,0
2010103,0,RandomMessage,m_ex_rosanna_chicocean_03,0,,,,0,0,ObtainCharacter,5116,1,MessageClear,2010102,1,None,0,0,None,0,0,None,0,0,None,0,0
2010201,0,Message,m_ex_ein_01,0,,,,0,0,ObtainCharacter,5077,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0
2010202,0,RandomMessage,m_ex_ein_02,0,,,,0,0,ObtainCharacter,5077,1,MessageClear,2010201,1,None,0,0,None,0,0,None,0,0,None,0,0
2010203,0,RandomMessage,m_ex_ein_03,0,,,,0,0,ObtainCharacter,5077,1,MessageClear,2010201,1,None,0,0,None,0,0,None,0,0,None,0,0
2010301,0,Message,m_ex_zwei_01,0,,,,0,0,ObtainCharacter,5088,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0
2010302,0,RandomMessage,m_ex_zwei_02,0,,,,0,0,ObtainCharacter,5088,1,MessageClear,2010301,1,None,0,0,None,0,0,None,0,0,None,0,0
2010303,0,RandomMessage,m_ex_zwei_03,0,,,,0,0,ObtainCharacter,5088,1,MessageClear,2010301,1,None,0,0,None,0,0,None,0,0,None,0,0
2010401,0,Message,m_ex_rouge_01,0,,,,0,0,ObtainCharacter,5049,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0
2010402,0,RandomMessage,m_ex_rouge_02,0,,,,0,0,ObtainCharacter,5049,1,MessageClear,2010401,1,None,0,0,None,0,0,None,0,0,None,0,0
2010403,0,RandomMessage,m_ex_rouge_03,0,,,,0,0,ObtainCharacter,5049,1,MessageClear,2010401,1,None,0,0,None,0,0,None,0,0,None,0,0
2010501,0,Message,m_ex_phantom_01,0,,,,0,0,ObtainCharacter,5122,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0
2010502,0,RandomMessage,m_ex_phantom_02,0,,,,0,0,ObtainCharacter,5122,1,MessageClear,2010501,1,None,0,0,None,0,0,None,0,0,None,0,0
2010503,0,RandomMessage,m_ex_phantom_03,0,,,,0,0,ObtainCharacter,5122,1,MessageClear,2010501,1,None,0,0,None,0,0,None,0,0,None,0,0
2010601,0,Message,m_ex_quency_escapequeen_01,0,,,,0,0,ObtainCharacter,5121,1,MessageClear,2006201,1,None,0,0,None,0,0,None,0,0,None,0,0
2010602,0,RandomMessage,m_ex_quency_escapequeen_02,0,,,,0,0,ObtainCharacter,5121,1,MessageClear,2010601,1,None,0,0,None,0,0,None,0,0,None,0,0
2010603,0,RandomMessage,m_ex_quency_escapequeen_03,0,,,,0,0,ObtainCharacter,5121,1,MessageClear,2010601,1,None,0,0,None,0,0,None,0,0,None,0,0
2010701,0,Message,m_ex_rumani_01,0,,,,0,0,ObtainCharacter,3004,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0
2010702,0,RandomMessage,m_ex_rumani_02,0,,,,0,0,ObtainCharacter,3004,1,MessageClear,2010701,1,None,0,0,None,0,0,None,0,0,None,0,0
2010703,0,RandomMessage,m_ex_rumani_03,0,,,,0,0,ObtainCharacter,3004,1,MessageClear,2010701,1,None,0,0,None,0,0,None,0,0,None,0,0
2010801,0,Message,m_ex_cinderella_01,0,,,,0,0,ObtainCharacter,5124,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0
2010802,0,RandomMessage,m_ex_cinderella_02,0,,,,0,0,ObtainCharacter,5124,1,MessageClear,2010801,1,None,0,0,None,0,0,None,0,0,None,0,0
2010803,0,RandomMessage,m_ex_cinderella_03,0,,,,0,0,ObtainCharacter,5124,1,MessageClear,2010801,1,None,0,0,None,0,0,None,0,0,None,0,0
2010901,0,Message,m_ex_grave_01,0,,,,0,0,ObtainCharacter,5125,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0
2010902,0,RandomMessage,m_ex_grave_02,0,,,,0,0,ObtainCharacter,5125,1,MessageClear,2010901,1,None,0,0,None,0,0,None,0,0,None,0,0
2010903,0,RandomMessage,m_ex_grave_03,0,,,,0,0,ObtainCharacter,5125,1,MessageClear,2010901,1,None,0,0,None,0,0,None,0,0,None,0,0
2011001,0,Message,m_ex_flora_01,0,,,,0,0,ObtainCharacter,5126,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0
2011002,0,RandomMessage,m_ex_flora_02,0,,,,0,0,ObtainCharacter,5126,1,MessageClear,2011001,1,None,0,0,None,0,0,None,0,0,None,0,0
2011003,0,RandomMessage,m_ex_flora_03,0,,,,0,0,ObtainCharacter,5126,1,MessageClear,2011001,1,None,0,0,None,0,0,None,0,0,None,0,0
2011101,0,Message,m_ex_rapi_redhood_01,0,,,,0,0,ObtainCharacter,5129,1,MessageClear,2000101,1,MainQuestClear,406,1,None,0,0,None,0,0,None,0,0
2011102,0,RandomMessage,m_ex_rapi_redhood_02,0,,,,0,0,ObtainCharacter,5129,1,MessageClear,2011101,1,None,0,0,None,0,0,None,0,0,None,0,0
2011103,0,RandomMessage,m_ex_rapi_redhood_03,0,,,,0,0,ObtainCharacter,5129,1,MessageClear,2011101,1,None,0,0,None,0,0,None,0,0,None,0,0
2011201,0,Message,m_ex_mana_01,0,,,,0,0,ObtainCharacter,1019,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0
2011202,0,RandomMessage,m_ex_mana_02,0,,,,0,0,ObtainCharacter,1019,1,MessageClear,2011201,1,None,0,0,None,0,0,None,0,0,None,0,0
2011203,0,RandomMessage,m_ex_mana_03,0,,,,0,0,ObtainCharacter,1019,1,MessageClear,2011202,1,None,0,0,None,0,0,None,0,0,None,0,0
2011301,0,Message,m_ex_mast_romanticmaid_01,0,,,,0,0,ObtainCharacter,5130,1,MessageClear,2007701,1,None,0,0,None,0,0,None,0,0,None,0,0
2011302,0,RandomMessage,m_ex_mast_romanticmaid_02,0,,,,0,0,ObtainCharacter,5130,1,MessageClear,2011301,1,None,0,0,None,0,0,None,0,0,None,0,0
2011303,0,RandomMessage,m_ex_mast_romanticmaid_03,0,,,,0,0,ObtainCharacter,5130,1,MessageClear,2011301,1,None,0,0,None,0,0,None,0,0,None,0,0
2011401,0,Message,m_ex_anchor_innocentmaid_01,0,,,,0,0,ObtainCharacter,5131,1,MessageClear,2007901,1,None,0,0,None,0,0,None,0,0,None,0,0
2011402,0,RandomMessage,m_ex_anchor_innocentmaid_02,0,,,,0,0,ObtainCharacter,5131,1,MessageClear,2011401,1,None,0,0,None,0,0,None,0,0,None,0,0
2011403,0,RandomMessage,m_ex_anchor_innocentmaid_03,0,,,,0,0,ObtainCharacter,5131,1,MessageClear,2011401,1,None,0,0,None,0,0,None,0,0,None,0,0
2011501,0,Message,m_ex_trina_01,0,,,,0,0,ObtainCharacter,5134,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0
2011502,0,RandomMessage,m_ex_trina_02,0,,,,0,0,ObtainCharacter,5134,1,MessageClear,2011501,1,None,0,0,None,0,0,None,0,0,None,0,0
2011503,0,RandomMessage,m_ex_trina_03,0,,,,0,0,ObtainCharacter,5134,1,MessageClear,2011501,1,None,0,0,None,0,0,None,0,0,None,0,0
2011601,0,Message,m_ex_bready_01,0,,,,0,0,ObtainCharacter,5135,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0
2011602,0,RandomMessage,m_ex_bready_02,0,,,,0,0,ObtainCharacter,5135,1,MessageClear,2011601,1,None,0,0,None,0,0,None,0,0,None,0,0
2011603,0,RandomMessage,m_ex_bready_03,0,,,,0,0,ObtainCharacter,5135,1,MessageClear,2011601,1,None,0,0,None,0,0,None,0,0,None,0,0
2011701,0,Message,m_ex_crust_01,0,,,,0,0,ObtainCharacter,5136,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0
2011702,0,RandomMessage,m_ex_crust_02,0,,,,0,0,ObtainCharacter,5136,1,MessageClear,2011701,1,None,0,0,None,0,0,None,0,0,None,0,0
2011703,0,RandomMessage,m_ex_crust_03,0,,,,0,0,ObtainCharacter,5136,1,MessageClear,2011701,1,None,0,0,None,0,0,None,0,0,None,0,0
2011801,0,Message,m_ex_arcana_01,0,,,,0,0,ObtainCharacter,5140,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0
2011802,0,RandomMessage,m_ex_arcana_02,0,,,,0,0,ObtainCharacter,5140,1,MessageClear,2011801,1,None,0,0,None,0,0,None,0,0,None,0,0
2011803,0,RandomMessage,m_ex_arcana_03,0,,,,0,0,ObtainCharacter,5140,1,MessageClear,2011801,1,None,0,0,None,0,0,None,0,0,None,0,0
2011901,0,Message,m_ex_k_01,0,,,,0,0,ObtainCharacter,5141,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0
2011902,0,RandomMessage,m_ex_k_02,0,,,,0,0,ObtainCharacter,5141,1,MessageClear,2011901,1,None,0,0,None,0,0,None,0,0,None,0,0
2011903,0,RandomMessage,m_ex_k_03,0,,,,0,0,ObtainCharacter,5141,1,MessageClear,2011901,1,None,0,0,None,0,0,None,0,0,None,0,0
2012001,0,Message,m_ex_sora_01,0,,,,0,0,ObtainCharacter,5144,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0
2012002,0,RandomMessage,m_ex_sora_02,0,,,,0,0,ObtainCharacter,5144,1,MessageClear,2012001,1,None,0,0,None,0,0,None,0,0,None,0,0
2012003,0,RandomMessage,m_ex_sora_03,0,,,,0,0,ObtainCharacter,5144,1,MessageClear,2012001,1,None,0,0,None,0,0,None,0,0,None,0,0
2012101,0,Message,m_ex_dorothy_serendipity_01,0,,,,0,0,ObtainCharacter,5145,1,MessageClear,2007001,1,None,0,0,None,0,0,None,0,0,None,0,0
2012102,0,RandomMessage,m_ex_dorothy_serendipity_02,0,,,,0,0,ObtainCharacter,5145,1,MessageClear,2012101,1,None,0,0,None,0,0,None,0,0,None,0,0
2012103,0,RandomMessage,m_ex_dorothy_serendipity_03,0,,,,0,0,ObtainCharacter,5145,1,MessageClear,2012101,1,None,0,0,None,0,0,None,0,0,None,0,0
2012201,0,Message,m_ex_elegg_boomandshock_01,0,,,,0,0,ObtainCharacter,5146,1,MessageClear,2009201,1,None,0,0,None,0,0,None,0,0,None,0,0
2012202,0,RandomMessage,m_ex_elegg_boomandshock_02,0,,,,0,0,ObtainCharacter,5146,1,MessageClear,2012201,1,None,0,0,None,0,0,None,0,0,None,0,0
2012203,0,RandomMessage,m_ex_elegg_boomandshock_03,0,,,,0,0,ObtainCharacter,5146,1,MessageClear,2012201,1,None,0,0,None,0,0,None,0,0,None,0,0
2012301,0,Message,m_ex_eunhwa_tactical_01,0,,,,0,0,ObtainCharacter,5149,1,MessageClear,2003001,1,None,0,0,None,0,0,None,0,0,None,0,0
2012302,0,RandomMessage,m_ex_eunhwa_tactical_02,0,,,,0,0,ObtainCharacter,5149,1,MessageClear,2012301,1,None,0,0,None,0,0,None,0,0,None,0,0
2012303,0,RandomMessage,m_ex_eunhwa_tactical_03,0,,,,0,0,ObtainCharacter,5149,1,MessageClear,2012301,1,None,0,0,None,0,0,None,0,0,None,0,0
2012401,0,Message,m_ex_emma_tactical_01,0,,,,0,0,ObtainCharacter,5147,1,MessageClear,2001401,1,None,0,0,None,0,0,None,0,0,None,0,0
2012402,0,RandomMessage,m_ex_emma_tactical_02,0,,,,0,0,ObtainCharacter,5147,1,MessageClear,2012401,1,None,0,0,None,0,0,None,0,0,None,0,0
2012403,0,RandomMessage,m_ex_emma_tactical_03,0,,,,0,0,ObtainCharacter,5147,1,MessageClear,2012401,1,None,0,0,None,0,0,None,0,0,None,0,0
2012501,0,Message,m_ex_vesti_tactical_01,0,,,,0,0,ObtainCharacter,5148,1,MessageClear,2002901,1,None,0,0,None,0,0,None,0,0,None,0,0
2012502,0,RandomMessage,m_ex_vesti_tactical_02,0,,,,0,0,ObtainCharacter,5148,1,MessageClear,2012501,1,None,0,0,None,0,0,None,0,0,None,0,0
2012503,0,RandomMessage,m_ex_vesti_tactical_03,0,,,,0,0,ObtainCharacter,5148,1,MessageClear,2012501,1,None,0,0,None,0,0,None,0,0,None,0,0
2012601,0,Message,m_ex_ade_agentbunny_01,0,,,,0,0,ObtainCharacter,5151,1,MessageClear,2009101,1,None,0,0,None,0,0,None,0,0,None,0,0
2012602,0,RandomMessage,m_ex_ade_agentbunny_02,0,,,,0,0,ObtainCharacter,5151,1,MessageClear,2012601,1,None,0,0,None,0,0,None,0,0,None,0,0
2012603,0,RandomMessage,m_ex_ade_agentbunny_03,0,,,,0,0,ObtainCharacter,5151,1,MessageClear,2012601,1,None,0,0,None,0,0,None,0,0,None,0,0
2012701,0,Message,m_ex_milk_bloomingbunny_01,0,,,,0,0,ObtainCharacter,5150,1,MessageClear,2003501,1,None,0,0,None,0,0,None,0,0,None,0,0
2012702,0,RandomMessage,m_ex_milk_bloomingbunny_02,0,,,,0,0,ObtainCharacter,5150,1,MessageClear,2012701,1,None,0,0,None,0,0,None,0,0,None,0,0
2012703,0,RandomMessage,m_ex_milk_bloomingbunny_03,0,,,,0,0,ObtainCharacter,5150,1,MessageClear,2012701,1,None,0,0,None,0,0,None,0,0,None,0,0
2012801,0,Message,m_ex_delta_ninjatheif_01,0,,,,0,0,ObtainCharacter,5154,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0
2012802,0,RandomMessage,m_ex_delta_ninjatheif_02,0,,,,0,0,ObtainCharacter,5154,1,MessageClear,2012801,1,None,0,0,None,0,0,None,0,0,None,0,0
2012803,0,RandomMessage,m_ex_delta_ninjatheif_03,0,,,,0,0,ObtainCharacter,5154,1,MessageClear,2012801,1,None,0,0,None,0,0,None,0,0,None,0,0
3000101,0,RandomMessage,m_ex_counters_01,0,,,,0,0,ObtainCharacter,3001,1,ObtainCharacter,3002,1,ObtainCharacter,3005,1,MainQuestClear,25,1,MessageClear,9000201,1,None,0,0
3000102,0,RandomMessage,m_ex_counters_02,0,,,,0,0,ObtainCharacter,3001,1,ObtainCharacter,3002,1,ObtainCharacter,3005,1,MainQuestClear,25,1,MessageClear,9000201,1,None,0,0
3000202,0,RandomMessage,m_ex_absolut_02,0,,,,0,0,ObtainCharacter,5023,1,ObtainCharacter,5022,1,ObtainCharacter,5005,1,MainQuestClear,49,1,MessageClear,9000402,1,None,0,0
3000301,0,RandomMessage,m_ex_acpu_01,0,,,,0,0,ObtainCharacter,5016,1,ObtainCharacter,5017,1,None,0,0,MainQuestClear,25,1,None,0,0,None,0,0
3000302,0,RandomMessage,m_ex_acpu_02,0,,,,0,0,ObtainCharacter,5016,1,ObtainCharacter,5017,1,None,0,0,MainQuestClear,25,1,None,0,0,None,0,0
3000303,0,RandomMessage,m_ex_acpu_03,0,,,,0,0,ObtainCharacter,5016,1,ObtainCharacter,5017,1,ObtainCharacter,5082,1,MainQuestClear,25,1,None,0,0,None,0,0
3000304,0,RandomMessage,m_ex_acpu_04,0,,,,0,0,ObtainCharacter,5016,1,ObtainCharacter,5017,1,ObtainCharacter,5082,1,MainQuestClear,25,1,None,0,0,None,0,0
3000401,0,RandomMessage,m_ex_cafesweety_01,0,,,,0,0,ObtainCharacter,5002,1,ObtainCharacter,5010,1,ObtainCharacter,5028,1,MainQuestClear,25,1,None,0,0,None,0,0
3000402,0,RandomMessage,m_ex_cafesweety_02,0,,,,0,0,ObtainCharacter,5002,1,ObtainCharacter,5010,1,ObtainCharacter,5028,1,MainQuestClear,25,1,None,0,0,None,0,0
3000601,0,RandomMessage,m_ex_external_01,0,,,,0,0,ObtainCharacter,5031,1,ObtainCharacter,5032,1,None,0,0,MainQuestClear,25,1,None,0,0,None,0,0
3000602,0,RandomMessage,m_ex_external_02,0,,,,0,0,ObtainCharacter,5031,1,ObtainCharacter,5032,1,None,0,0,MainQuestClear,25,1,None,0,0,None,0,0
3000701,0,RandomMessage,m_ex_infinityrail_01,0,,,,0,0,ObtainCharacter,5020,1,ObtainCharacter,5018,1,ObtainCharacter,5019,1,MainQuestClear,25,1,None,0,0,None,0,0
