id,group_Id,priority,is_DialogFirstPoint,printType,portrait_id,name_localkey,scenario_localkey,play_sound,play_bgm,scenario_effect_type,scenario_effect_value,execute_DelayTime,execute_Rate,first_show_check,ConditionData/0/useCondition_Type,ConditionData/0/useCondition_Value/0,set_background,set_background_cord_X,set_background_cord_Y,set_background_scale,SpineData/0/show_spine_resource_id,SpineData/0/spine_anim_resource_id,SpineData/0/spine_resource_cord_X,SpineData/0/spine_resource_cord_Y,SpineData/0/spine_resource_scale,SpineData/4/show_spine_resource_id,SpineData/4/spine_anim_resource_id,SpineData/4/spine_resource_cord_X,SpineData/4/spine_resource_cord_Y,SpineData/5/show_spine_resource_id,SpineData/5/spine_anim_resource_id,SpineData/5/spine_resource_cord_X,SpineData/5/spine_resource_cord_Y,SpineData/6/show_spine_resource_id,SpineData/6/spine_anim_resource_id,SpineData/6/spine_resource_cord_X,SpineData/6/spine_resource_cord_Y,SpineData/7/show_spine_resource_id,SpineData/7/spine_anim_resource_id,SpineData/8/show_spine_resource_id,SpineData/8/spine_anim_resource_id,SpineData/1/show_spine_resource_id,SpineData/1/spine_anim_resource_id,SpineData/1/spine_resource_cord_X,SpineData/1/spine_resource_cord_Y,SpineData/1/spine_resource_scale,SpineData/2/show_spine_resource_id,SpineData/2/spine_anim_resource_id,SpineData/2/spine_resource_cord_X,SpineData/2/spine_resource_cord_Y,SpineData/2/spine_resource_scale,hide_background,SpineData/0/hide_spine_resource_id,SpineData/1/hide_spine_resource_id,ConditionData/0/useCondition_Value/1,ConditionData/0/useCondition_Value/2,ConditionData/1/useCondition_Type,ConditionData/1/useCondition_Value/0,SpineData/2/hide_spine_resource_id,SpineData/3/show_spine_resource_id,SpineData/3/spine_anim_resource_id,SpineData/3/spine_resource_cord_X,SpineData/3/spine_resource_cord_Y,SpineData/3/spine_resource_scale,SpineData/3/hide_spine_resource_id,SpineData/4/spine_resource_scale,SpineData/8/spine_resource_cord_X,SpineData/8/spine_resource_cord_Y,SpineData/8/spine_resource_scale,SpineData/5/spine_resource_scale,SpineData/8/hide_spine_resource_id,SpineData/5/hide_spine_resource_id,SpineData/7/spine_resource_cord_X,SpineData/7/spine_resource_cord_Y,SpineData/7/spine_resource_scale,SpineData/7/hide_spine_resource_id,SpineData/6/spine_resource_scale,SpineData/6/hide_spine_resource_id,SpineData/9/show_spine_resource_id,SpineData/9/spine_anim_resource_id,SpineData/9/spine_resource_cord_X,SpineData/9/spine_resource_cord_Y,SpineData/9/spine_resource_scale,SpineData/9/hide_spine_resource_id,SpineData/4/hide_spine_resource_id
300812,1ann_mini_ending_hidden,1,False,Stage,NKS_characterDialog_c233,Locale_Character:233_name,Locale_SubScenario:1ann_mini_ending_hidden_12,,,,,,,,Check_CurCharacter,6.0,,,,,NKS_characterDialog_c220_00,characterDialog_sprite_00,-222.0,-101.0,2.0,NKS_characterDialog_c233_00,characterDialog_sprite_00,236.0,-101.0,,,,,,,,,,,,,NKS_characterDialog_c965_00,characterDialog_sprite_00,-117.0,-101.0,2.0,NKS_characterDialog_c966_00,characterDialog_sprite_00,-18.0,-101.0,2.0,,,,106.0,207.0,,,,NKS_characterDialog_c470_00,characterDialog_sprite_00,100.0,-101.0,2.0,,2.0,,,,,,,,,,NKS_characterDialog_emoji,,,,,,,,,
300813,1ann_mini_ending_hidden,1,False,Stage,NKS_characterDialog_c965,Locale_Character:222_name,Locale_SubScenario:1ann_mini_ending_hidden_13,,,,,,,,Check_CurCharacter,6.0,,,,,NKS_characterDialog_c220_00,characterDialog_sprite_00,-222.0,-101.0,2.0,NKS_characterDialog_c233_00,characterDialog_sprite_00,236.0,-101.0,,,,,,,,,,,,,NKS_characterDialog_c965_00,characterDialog_sprite_00,-117.0,-101.0,2.0,NKS_characterDialog_c966_00,characterDialog_sprite_00,-18.0,-101.0,2.0,,,,106.0,207.0,,,,NKS_characterDialog_c470_00,characterDialog_sprite_00,100.0,-101.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,
300814,1ann_mini_ending_hidden,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_hidden_14,,,,,,,,Check_CurCharacter,6.0,,,,,NKS_characterDialog_c220_00,characterDialog_sprite_00,-222.0,-101.0,2.0,NKS_characterDialog_c233_00,characterDialog_sprite_00,236.0,-101.0,,,,,,,,,,,,,NKS_characterDialog_c965_00,characterDialog_sprite_00,-117.0,-101.0,2.0,NKS_characterDialog_c966_00,characterDialog_sprite_00,-18.0,-101.0,2.0,,,,106.0,207.0,,,,NKS_characterDialog_c470_00,characterDialog_sprite_00,100.0,-101.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,
300815,1ann_mini_ending_hidden,1,False,Stage,NKS_characterDialog_c965,Locale_Character:222_name,Locale_SubScenario:1ann_mini_ending_hidden_15,,,,,,,,Check_CurCharacter,6.0,,,,,NKS_characterDialog_c220_00,characterDialog_sprite_00,-222.0,-101.0,2.0,NKS_characterDialog_c233_00,characterDialog_sprite_00,236.0,-101.0,,,,,,,,,,,,,NKS_characterDialog_c965_00,characterDialog_sprite_00,-117.0,-101.0,2.0,NKS_characterDialog_c966_00,characterDialog_sprite_00,-18.0,-101.0,2.0,,,,106.0,207.0,,,,NKS_characterDialog_c470_00,characterDialog_sprite_00,100.0,-101.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,
300816,1ann_mini_ending_hidden,1,False,Stage,,,Locale_SubScenario:1ann_mini_ending_hidden_16,,,,,,,,Check_CurCharacter,6.0,,,,,NKS_characterDialog_c220_00,characterDialog_sprite_00,-222.0,-101.0,2.0,NKS_characterDialog_c233_00,characterDialog_sprite_00,236.0,-101.0,,,,,,,,,,,,,NKS_characterDialog_c965_00,characterDialog_sprite_00,-117.0,-101.0,2.0,NKS_characterDialog_c966_00,characterDialog_sprite_00,-18.0,-101.0,2.0,,,,106.0,207.0,,,,NKS_characterDialog_c470_00,characterDialog_sprite_00,100.0,-101.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,
300817,1ann_mini_ending_hidden,1,False,Stage,NKS_characterDialog_c966,Locale_Character:221_name,Locale_SubScenario:1ann_mini_ending_hidden_17,,,,,,,,Check_CurCharacter,6.0,,,,,NKS_characterDialog_c220_00,characterDialog_sprite_00,-222.0,-101.0,2.0,NKS_characterDialog_c233_00,characterDialog_sprite_00,236.0,-101.0,,,,,,,,,NKS_characterDialog_emoji,characterDialog_emoji_06,,,NKS_characterDialog_c965_00,characterDialog_sprite_00,-117.0,-101.0,2.0,NKS_characterDialog_c966_00,characterDialog_sprite_00,-18.0,-101.0,2.0,,,,106.0,207.0,,,,NKS_characterDialog_c470_00,characterDialog_sprite_00,100.0,-101.0,2.0,,2.0,,,,,,,-18.0,4.0,1.5,,,,,,,,,,
300818,1ann_mini_ending_hidden,1,False,Stage,NKS_characterDialog_c965,Locale_Character:222_name,Locale_SubScenario:1ann_mini_ending_hidden_18,,,,,,,,Check_CurCharacter,6.0,,,,,NKS_characterDialog_c220_00,characterDialog_sprite_00,-222.0,-101.0,2.0,NKS_characterDialog_c233_00,characterDialog_sprite_00,236.0,-101.0,,,,,,,,,,,,,NKS_characterDialog_c965_00,characterDialog_sprite_00,-117.0,-101.0,2.0,NKS_characterDialog_c966_00,characterDialog_sprite_00,-18.0,-101.0,2.0,,,,106.0,207.0,,,,NKS_characterDialog_c470_00,characterDialog_sprite_00,100.0,-101.0,2.0,,2.0,,,,,,,,,,NKS_characterDialog_emoji,,,,,,,,,
300819,1ann_mini_ending_hidden,1,False,Stage,NKS_characterDialog_c233,Locale_Character:233_name,Locale_SubScenario:1ann_mini_ending_hidden_19,,,,,,,,Check_CurCharacter,6.0,,,,,NKS_characterDialog_c220_00,characterDialog_sprite_00,-222.0,-101.0,2.0,NKS_characterDialog_c233_00,characterDialog_sprite_00,236.0,-101.0,,,,,,,,,,,,,NKS_characterDialog_c965_00,characterDialog_sprite_00,-117.0,-101.0,2.0,NKS_characterDialog_c966_00,characterDialog_sprite_00,-18.0,-101.0,2.0,,,,106.0,207.0,,,,NKS_characterDialog_c470_00,characterDialog_sprite_00,100.0,-101.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,
300820,1ann_mini_ending_hidden,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_hidden_20,,,,,,,,Check_CurCharacter,6.0,,,,,NKS_characterDialog_c220_00,characterDialog_sprite_00,-222.0,-101.0,2.0,NKS_characterDialog_c233_00,characterDialog_sprite_00,236.0,-101.0,,,,,,,,,,,NKS_characterDialog_emoji,characterDialog_emoji_00,NKS_characterDialog_c965_00,characterDialog_sprite_00,-117.0,-101.0,2.0,NKS_characterDialog_c966_00,characterDialog_sprite_00,-18.0,-101.0,2.0,,,,106.0,207.0,,,,NKS_characterDialog_c470_00,characterDialog_sprite_00,100.0,-101.0,2.0,,2.0,100.0,4.0,1.5,,,,,,,,,,,,,,,,
300821,1ann_mini_ending_hidden,1,False,Stage,NKS_characterDialog_c966,Locale_Character:221_name,Locale_SubScenario:1ann_mini_ending_hidden_21,,,,,,,,Check_CurCharacter,6.0,,,,,NKS_characterDialog_c220_00,characterDialog_sprite_00,-222.0,-101.0,2.0,NKS_characterDialog_c233_00,characterDialog_sprite_00,236.0,-101.0,,,,,,,,,NKS_characterDialog_emoji,characterDialog_emoji_00,,,NKS_characterDialog_c965_00,characterDialog_sprite_00,-117.0,-101.0,2.0,NKS_characterDialog_c966_00,characterDialog_sprite_00,-18.0,-101.0,2.0,,,,106.0,207.0,,,,NKS_characterDialog_c470_00,characterDialog_sprite_00,100.0,-101.0,2.0,,2.0,,,,,NKS_characterDialog_emoji,,-18.0,4.0,1.5,,,,,,,,,,
300822,1ann_mini_ending_hidden,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_hidden_22,,,,,,,,Check_CurCharacter,6.0,,,,,NKS_characterDialog_c220_00,characterDialog_sprite_00,-222.0,-101.0,2.0,NKS_characterDialog_c233_00,characterDialog_sprite_00,236.0,-101.0,,,,,,,,,,,NKS_characterDialog_emoji,characterDialog_emoji_00,NKS_characterDialog_c965_00,characterDialog_sprite_00,-117.0,-101.0,2.0,NKS_characterDialog_c966_00,characterDialog_sprite_00,-18.0,-101.0,2.0,,,,106.0,207.0,,,,NKS_characterDialog_c470_00,characterDialog_sprite_00,100.0,-101.0,2.0,,2.0,100.0,4.0,1.5,,,,,,,NKS_characterDialog_emoji,,,,,,,,,
300823,1ann_mini_ending_hidden,1,False,Stage,NKS_characterDialog_c233,Locale_Character:233_name,Locale_SubScenario:1ann_mini_ending_hidden_23,,,,,,,,Check_CurCharacter,6.0,,,,,NKS_characterDialog_c220_00,characterDialog_sprite_00,-222.0,-101.0,2.0,NKS_characterDialog_c233_00,characterDialog_sprite_00,236.0,-101.0,,,,,,,,,,,,,NKS_characterDialog_c965_00,characterDialog_sprite_00,-117.0,-101.0,2.0,NKS_characterDialog_c966_00,characterDialog_sprite_00,-18.0,-101.0,2.0,,,,106.0,207.0,,,,NKS_characterDialog_c470_00,characterDialog_sprite_00,100.0,-101.0,2.0,,2.0,,,,,NKS_characterDialog_emoji,,,,,,,,,,,,,,
300824,1ann_mini_ending_hidden,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_hidden_24,,,,,,,,Check_CurCharacter,6.0,,,,,NKS_characterDialog_c220_00,characterDialog_sprite_00,-222.0,-101.0,2.0,NKS_characterDialog_c233_00,characterDialog_sprite_00,236.0,-101.0,,,,,,,,,,,,,NKS_characterDialog_c965_00,characterDialog_sprite_00,-117.0,-101.0,2.0,NKS_characterDialog_c966_00,characterDialog_sprite_00,-18.0,-101.0,2.0,,,,106.0,207.0,,,,NKS_characterDialog_c470_00,characterDialog_sprite_00,100.0,-101.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,
300825,1ann_mini_ending_hidden,1,False,Stage,NKS_characterDialog_c965,Locale_Character:222_name,Locale_SubScenario:1ann_mini_ending_hidden_25,,,,,,,,Check_CurCharacter,6.0,,,,,NKS_characterDialog_c220_00,characterDialog_sprite_00,-222.0,-101.0,2.0,NKS_characterDialog_c233_00,characterDialog_sprite_00,236.0,-101.0,,,,,NKS_characterDialog_emoji,characterDialog_emoji_05,-117.0,4.0,,,,,NKS_characterDialog_c965_00,characterDialog_sprite_00,-117.0,-101.0,2.0,NKS_characterDialog_c966_00,characterDialog_sprite_00,-18.0,-101.0,2.0,,,,106.0,207.0,,,,NKS_characterDialog_c470_00,characterDialog_sprite_00,100.0,-101.0,2.0,,2.0,,,,,,,,,,,1.5,,,,,,,,
300826,1ann_mini_ending_hidden,1,False,Stage,NKS_characterDialog_c966,Locale_Character:221_name,Locale_SubScenario:1ann_mini_ending_hidden_26,,,,,,,,Check_CurCharacter,6.0,,,,,NKS_characterDialog_c220_00,characterDialog_sprite_00,-222.0,-101.0,2.0,NKS_characterDialog_c233_00,characterDialog_sprite_00,236.0,-101.0,,,,,,,,,NKS_characterDialog_emoji,characterDialog_emoji_05,,,NKS_characterDialog_c965_00,characterDialog_sprite_00,-117.0,-101.0,2.0,NKS_characterDialog_c966_00,characterDialog_sprite_00,-18.0,-101.0,2.0,,,,106.0,207.0,,,,NKS_characterDialog_c470_00,characterDialog_sprite_00,100.0,-101.0,2.0,,2.0,,,,,,,-18.0,4.0,1.5,,,NKS_characterDialog_emoji,,,,,,,
300827,1ann_mini_ending_hidden,1,False,Stage,NKS_characterDialog_c233,Locale_Character:233_name,Locale_SubScenario:1ann_mini_ending_hidden_27,,,,,,,,Check_CurCharacter,6.0,,,,,NKS_characterDialog_c220_00,characterDialog_sprite_00,-222.0,-101.0,2.0,NKS_characterDialog_c233_00,characterDialog_sprite_00,236.0,-101.0,,,,,,,,,,,,,NKS_characterDialog_c965_00,characterDialog_sprite_00,-117.0,-101.0,2.0,NKS_characterDialog_c966_00,characterDialog_sprite_00,-18.0,-101.0,2.0,,,,106.0,207.0,,,,NKS_characterDialog_c470_00,characterDialog_sprite_00,100.0,-101.0,2.0,,2.0,,,,,,,,,,NKS_characterDialog_emoji,,,NKS_characterDialog_emoji,characterDialog_emoji_05,236.0,0.0,1.5,,
300828,1ann_mini_ending_hidden,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_hidden_28,,,,,,,,Check_CurCharacter,6.0,,,,,NKS_characterDialog_c220_00,characterDialog_sprite_00,-222.0,-101.0,2.0,NKS_characterDialog_c233_00,characterDialog_sprite_00,236.0,-101.0,,,,,,,,,,,NKS_characterDialog_emoji,characterDialog_emoji_00,NKS_characterDialog_c965_00,characterDialog_sprite_00,-117.0,-101.0,2.0,NKS_characterDialog_c966_00,characterDialog_sprite_00,-18.0,-101.0,2.0,,,,106.0,207.0,,,,NKS_characterDialog_c470_00,characterDialog_sprite_00,100.0,-101.0,2.0,,2.0,100.0,4.0,1.5,,,,,,,,,,,,,,,NKS_characterDialog_emoji,
300829,1ann_mini_ending_hidden,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_hidden_29,,,,,,,,Check_CurCharacter,6.0,,,,,NKS_characterDialog_c220_00,characterDialog_sprite_00,-222.0,-101.0,2.0,NKS_characterDialog_c233_00,characterDialog_sprite_00,236.0,-101.0,NKS_characterDialog_emoji,characterDialog_emoji_07,-222.0,-4.0,,,,,,,,,NKS_characterDialog_c965_00,characterDialog_sprite_00,-117.0,-101.0,2.0,NKS_characterDialog_c966_00,characterDialog_sprite_00,-18.0,-101.0,2.0,,,,106.0,207.0,,,,NKS_characterDialog_c470_00,characterDialog_sprite_00,100.0,-101.0,2.0,,2.0,,,,1.5,NKS_characterDialog_emoji,,,,,,,,,,,,,,
300830,1ann_mini_ending_hidden,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_hidden_30,,,,,,,,Check_CurCharacter,6.0,,,,,NKS_characterDialog_c220_00,characterDialog_sprite_00,-222.0,-101.0,2.0,NKS_characterDialog_c233_00,characterDialog_sprite_00,236.0,-101.0,,,,,,,,,,,,,NKS_characterDialog_c965_00,characterDialog_sprite_00,-117.0,-101.0,2.0,NKS_characterDialog_c966_00,characterDialog_sprite_00,-18.0,-101.0,2.0,,,,106.0,207.0,,,,NKS_characterDialog_c470_00,characterDialog_sprite_00,100.0,-101.0,2.0,,2.0,,,,,,NKS_characterDialog_emoji,,,,,,,,,,,,,
300831,1ann_mini_ending_hidden,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_hidden_31,,,,,,,,Check_CurCharacter,6.0,,,,,NKS_characterDialog_c220_00,characterDialog_sprite_00,-222.0,-101.0,2.0,NKS_characterDialog_c233_00,characterDialog_sprite_00,236.0,-101.0,,,,,,,,,,,,,NKS_characterDialog_c965_00,characterDialog_sprite_00,-117.0,-101.0,2.0,NKS_characterDialog_c966_00,characterDialog_sprite_00,-18.0,-101.0,2.0,,,,106.0,207.0,,,,NKS_characterDialog_c470_00,characterDialog_sprite_00,100.0,-101.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,
300832,1ann_mini_ending_hidden,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_hidden_32,,,,,,,,Check_CurCharacter,6.0,,,,,NKS_characterDialog_c220_00,characterDialog_sprite_00,-222.0,-101.0,2.0,NKS_characterDialog_c233_00,characterDialog_sprite_00,236.0,-101.0,,,,,,,,,,,,,NKS_characterDialog_c965_00,characterDialog_sprite_00,-117.0,-101.0,2.0,NKS_characterDialog_c966_00,characterDialog_sprite_00,-18.0,-101.0,2.0,,,,106.0,207.0,,,,NKS_characterDialog_c470_00,characterDialog_sprite_00,100.0,-101.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,
300833,1ann_mini_ending_hidden,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_hidden_33,,,,,,,,Check_CurCharacter,6.0,,,,,NKS_characterDialog_c220_00,characterDialog_sprite_00,-222.0,-101.0,2.0,NKS_characterDialog_c233_00,characterDialog_sprite_00,236.0,-101.0,,,,,,,,,,,,,NKS_characterDialog_c965_00,characterDialog_sprite_00,-117.0,-101.0,2.0,NKS_characterDialog_c966_00,characterDialog_sprite_00,-18.0,-101.0,2.0,,,,106.0,207.0,,,,NKS_characterDialog_c470_00,characterDialog_sprite_00,100.0,-101.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,
300834,1ann_mini_ending_hidden,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_hidden_34,,,,,,,,Check_CurCharacter,6.0,,,,,NKS_characterDialog_c220_00,characterDialog_sprite_00,-222.0,-101.0,2.0,NKS_characterDialog_c233_00,characterDialog_sprite_00,236.0,-101.0,NKS_characterDialog_emoji,characterDialog_emoji_02,-222.0,-4.0,,,,,,,,,NKS_characterDialog_c965_00,characterDialog_sprite_00,-117.0,-101.0,2.0,NKS_characterDialog_c966_00,characterDialog_sprite_00,-18.0,-101.0,2.0,,,,106.0,207.0,,,,NKS_characterDialog_c470_00,characterDialog_sprite_00,100.0,-101.0,2.0,,2.0,,,,1.5,,,,,,,,,,,,,,,
300835,1ann_mini_ending_hidden,1,False,Stage,,,Locale_SubScenario:1ann_mini_ending_hidden_35,,,,,,,,Check_CurCharacter,6.0,NKS_sbg_09,0.0,165.0,0.25,NKS_characterDialog_c220_00,characterDialog_sprite_00,2000.0,2000.0,2.0,NKS_characterDialog_c233_00,characterDialog_sprite_00,2000.0,2000.0,,,,,,,,,,,,,NKS_characterDialog_c965_00,characterDialog_sprite_00,2000.0,2000.0,2.0,NKS_characterDialog_c966_00,characterDialog_sprite_00,2000.0,2000.0,2.0,NKS_sbg_01,,,106.0,207.0,,,,NKS_characterDialog_c470_00,characterDialog_sprite_00,2000.0,2000.0,2.0,,2.0,,,,,,NKS_characterDialog_emoji,,,,,,,,,,,,,
800101,test_mini_ending_snowwhite,1,True,Stage,,,Locale_SubScenario:1ann_mini_ending_snowwhite_1,,event_bgm_redash_minigame_story2,,,,,,,,NKS_sbg_02,0.0,165.0,0.25,NKS_characterDialog_c220_01,characterDialog_sprite_01,-81.0,125.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_01,characterDialog_sprite_00,132.0,10.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800102,test_mini_ending_snowwhite,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_snowwhite_2,,,,,,,,,,,,,,NKS_characterDialog_c220_01,characterDialog_sprite_01,-81.0,125.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_01,characterDialog_sprite_00,132.0,10.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800103,test_mini_ending_snowwhite,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_snowwhite_3,,,,,,,,,,,,,,NKS_characterDialog_c220_01,characterDialog_sprite_01,-81.0,125.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_01,characterDialog_sprite_00,132.0,10.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800104,test_mini_ending_snowwhite,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_snowwhite_4,,,,,,,,,,,,,,NKS_characterDialog_c220_01,characterDialog_sprite_01,-81.0,125.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_01,characterDialog_sprite_00,132.0,10.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800105,test_mini_ending_snowwhite,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_snowwhite_5,,,,,,,,,,,,,,NKS_characterDialog_c220_01,characterDialog_sprite_01,-81.0,125.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_01,characterDialog_sprite_00,132.0,10.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800106,test_mini_ending_snowwhite,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_snowwhite_6,,,,,,,,,,,,,,NKS_characterDialog_c220_01,characterDialog_sprite_01,-81.0,125.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_01,characterDialog_sprite_00,132.0,10.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800107,test_mini_ending_snowwhite,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_snowwhite_7,,,,,,,,,,,,,,NKS_characterDialog_c220_01,characterDialog_sprite_01,-81.0,125.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_01,characterDialog_sprite_00,132.0,10.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800108,test_mini_ending_snowwhite,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_snowwhite_8,,,,,,,,,,,,,,NKS_characterDialog_c220_01,characterDialog_sprite_01,-81.0,125.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_01,characterDialog_sprite_00,132.0,10.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800109,test_mini_ending_snowwhite,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_snowwhite_9,,,,,,,,,,,,,,NKS_characterDialog_c220_01,characterDialog_sprite_01,-81.0,125.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_01,characterDialog_sprite_00,132.0,10.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800110,test_mini_ending_snowwhite,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_snowwhite_10,,,,,,,,,,,,,,NKS_characterDialog_c220_01,characterDialog_sprite_01,-81.0,125.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_01,characterDialog_sprite_00,132.0,10.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800111,test_mini_ending_snowwhite,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_snowwhite_11,,,,,,,,,,,,,,NKS_characterDialog_c220_01,characterDialog_sprite_02,-81.0,125.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_01,characterDialog_sprite_00,132.0,10.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800112,test_mini_ending_snowwhite,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_snowwhite_12,,,,,,,,,,,,,,NKS_characterDialog_c220_01,characterDialog_sprite_02,-81.0,125.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_01,characterDialog_sprite_00,132.0,10.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800113,test_mini_ending_snowwhite,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_snowwhite_13,,,,,,,,,,,,,,NKS_characterDialog_c220_01,characterDialog_sprite_02,-81.0,125.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_01,characterDialog_sprite_00,132.0,10.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800114,test_mini_ending_snowwhite,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_snowwhite_14,,,,,,,,,,,,,,NKS_characterDialog_c220_01,characterDialog_sprite_02,-81.0,125.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_01,characterDialog_sprite_00,132.0,10.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800115,test_mini_ending_snowwhite,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_snowwhite_15,,,,,,,,,,,,,,NKS_characterDialog_c220_01,characterDialog_sprite_02,-81.0,125.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_01,characterDialog_sprite_00,132.0,10.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800116,test_mini_ending_snowwhite,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_snowwhite_16,,,,,,,,,,,,,,NKS_characterDialog_c220_01,characterDialog_sprite_02,-81.0,125.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_01,characterDialog_sprite_00,132.0,10.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800117,test_mini_ending_snowwhite,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_snowwhite_17,,,,,,,,,,,,,,NKS_characterDialog_c220_01,characterDialog_sprite_02,-81.0,125.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_01,characterDialog_sprite_00,132.0,10.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
