id,selection_group_id,selection_number,event_function_type,event_function_target_type,event_function_target_value,event_function_value_type,event_function_value,name_localkey,description_localkey
240201,24020,1,Death,Random,1,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FIRST_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DEATH_DESC
240202,24020,1,Damage,All,0,Percent,1000,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DAMAGE_DESC
240203,24020,2,Damage,All,0,Percent,2000,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_SECOND_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DAMAGE_DESC
300101,30010,1,UpgradeBuff,Select,1,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FIRST_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_UPGRADE_BUFF_SELECT_DESC
300102,30010,2,None,None,0,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_DESC
300201,30020,1,ChangeBubble,Select,1,BubbleType,301,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FIRST_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUBBLE_TYPE_A_DESC
300202,30020,2,ChangeBubble,Select,1,BubbleType,302,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_SECOND_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUBBLE_TYPE_B_DESC
300203,30020,3,ChangeBubble,Select,1,BubbleType,303,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_THIRD_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUBBLE_TYPE_C_DESC
300204,30020,4,ChangeBubble,Select,1,BubbleType,304,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FOURTH_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUBBLE_TYPE_D_DESC
300205,30020,5,None,None,0,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_DESC
300301,30030,1,UpgradeBuff,All,0,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FIRST_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_UPGRADE_BUFF_ALL_DESC
300302,30030,2,None,None,0,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_DESC
300411,30041,1,ChangeBubble,All,0,BubbleType,301,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FIRST_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUBBLE_ALL_TYPE_A_DESC
300412,30041,2,None,None,0,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_DESC
300421,30042,1,ChangeBubble,All,0,BubbleType,302,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FIRST_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUBBLE_ALL_TYPE_B_DESC
300422,30042,2,None,None,0,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_DESC
300431,30043,1,ChangeBubble,All,0,BubbleType,303,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FIRST_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUBBLE_ALL_TYPE_C_DESC
300432,30043,2,None,None,0,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_DESC
300441,30044,1,ChangeBubble,All,0,BubbleType,304,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FIRST_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUBBLE_ALL_TYPE_D_DESC
300442,30044,2,None,None,0,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_DESC
