id,name_localkey,description_localkey,resource_id,item_type,item_sub_type,item_rare,item_value,material_type,material_value,stack_max
7110060,Locale_Item:challenge_stage_ticket_material_001,Locale_Item:challenge_stage_ticket_material_001_desc_02,icn_challenge_stage_ticket_common,Material,EventTicketMaterial,SSR,1,None,0,9999999
7110061,Locale_Item:challenge_stage_ticket_material_001,Locale_Item:challenge_stage_ticket_material_001_desc_02,icn_challenge_stage_ticket_common,Material,EventTicketMaterial,SSR,1,None,0,9999999
7110063,Locale_Item:challenge_stage_ticket_material_001,Locale_Item:challenge_stage_ticket_material_001_desc_02,icn_challenge_stage_ticket_common,Material,EventTicketMaterial,SSR,1,None,0,9999999
7110064,Locale_Item:challenge_stage_ticket_material_001,Locale_Item:challenge_stage_ticket_material_001_desc_02,icn_challenge_stage_ticket_common,Material,EventTicketMaterial,SSR,1,None,0,9999999
7110066,Locale_Item:challenge_stage_ticket_material_001,Locale_Item:challenge_stage_ticket_material_001_desc_02,icn_challenge_stage_ticket_common,Material,EventTicketMaterial,SSR,1,None,0,9999999
7110068,Locale_Item:challenge_stage_ticket_material_001,Locale_Item:challenge_stage_ticket_material_001_desc_02,icn_challenge_stage_ticket_common,Material,EventTicketMaterial,SSR,1,None,0,9999999
7110069,Locale_Item:challenge_stage_ticket_material_001,Locale_Item:challenge_stage_ticket_material_001_desc_02,icn_challenge_stage_ticket_common,Material,EventTicketMaterial,SSR,1,None,0,9999999
7110070,Locale_Item:challenge_stage_ticket_material_001,Locale_Item:challenge_stage_ticket_material_001_desc_02,icn_challenge_stage_ticket_common,Material,EventTicketMaterial,SSR,1,None,0,9999999
7110072,Locale_Item:challenge_stage_ticket_material_001,Locale_Item:challenge_stage_ticket_material_001_desc_02,icn_challenge_stage_ticket_common,Material,EventTicketMaterial,SSR,1,None,0,9999999
7110073,Locale_Item:challenge_stage_ticket_material_001,Locale_Item:challenge_stage_ticket_material_001_desc_02,icn_challenge_stage_ticket_common,Material,EventTicketMaterial,SSR,1,None,0,9999999
7110074,Locale_Item:challenge_stage_ticket_material_001,Locale_Item:challenge_stage_ticket_material_001_desc_02,icn_challenge_stage_ticket_common,Material,EventTicketMaterial,SSR,1,None,0,9999999
7110075,Locale_Item:challenge_stage_ticket_material_001,Locale_Item:challenge_stage_ticket_material_001_desc_02,icn_challenge_stage_ticket_common,Material,EventTicketMaterial,SSR,1,None,0,9999999
7110077,Locale_Item:challenge_stage_ticket_material_001,Locale_Item:challenge_stage_ticket_material_001_desc_02,icn_challenge_stage_ticket_common,Material,EventTicketMaterial,SSR,1,None,0,9999999
7110078,Locale_Item:challenge_stage_ticket_material_001,Locale_Item:challenge_stage_ticket_material_001_desc_02,icn_challenge_stage_ticket_common,Material,EventTicketMaterial,SSR,1,None,0,9999999
7110079,Locale_Item:challenge_stage_ticket_material_001,Locale_Item:challenge_stage_ticket_material_001_desc_02,icn_challenge_stage_ticket_common,Material,EventTicketMaterial,SSR,1,None,0,9999999
7110081,Locale_Item:challenge_stage_ticket_material_001,Locale_Item:challenge_stage_ticket_material_001_desc_02,icn_challenge_stage_ticket_common,Material,EventTicketMaterial,SSR,1,None,0,9999999
7110082,Locale_Item:challenge_stage_ticket_material_001,Locale_Item:challenge_stage_ticket_material_001_desc_02,icn_challenge_stage_ticket_common,Material,EventTicketMaterial,SSR,1,None,0,9999999
7110084,Locale_Item:challenge_stage_ticket_material_001,Locale_Item:challenge_stage_ticket_material_001_desc_02,icn_challenge_stage_ticket_common,Material,EventTicketMaterial,SSR,1,None,0,9999999
7110086,Locale_Item:challenge_stage_ticket_material_001,Locale_Item:challenge_stage_ticket_material_001_desc_02,icn_challenge_stage_ticket_common,Material,EventTicketMaterial,SSR,1,None,0,9999999
7110088,Locale_Item:challenge_stage_ticket_material_001,Locale_Item:challenge_stage_ticket_material_001_desc_02,icn_challenge_stage_ticket_common,Material,EventTicketMaterial,SSR,1,None,0,9999999
7120001,Locale_Item:event_archive_ticket,Locale_Item:event_archive_ticket_desc_02,icn_event_archive_ticket,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7121001,Locale_Item:story_event_currency_material_001,Locale_Item:story_event_currency_material_001_desc_archive,icn_event_story_currency_nocallerid,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7121002,Locale_Item:story_event_ticket_material_001,Locale_Item:story_event_ticket_material_001_desc_archive,icn_event_story_ticket_nocallerid,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7121003,Locale_Item:story_event_currency_material_013,Locale_Item:story_event_currency_material_013_desc_archive,icn_event_story_currency_overzone,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7121004,Locale_Item:story_event_ticket_material_013,Locale_Item:story_event_ticket_material_013_desc_archive,icn_event_story_ticket_overzone,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7121005,Locale_Item:story_event_currency_material_010,Locale_Item:story_event_currency_material_010_desc_archive,icn_event_story_currency_bowwowparadise,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7121006,Locale_Item:story_event_ticket_material_010,Locale_Item:story_event_ticket_material_010_desc_archive,icn_event_story_ticket_bowwowparadise,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7122012,Locale_Item:story_event_currency_material_012,Locale_Item:story_event_currency_material_012_desc_archive,icn_event_story_currency_ltk,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7122003,Locale_Item:story_event_currency_material_003,Locale_Item:story_event_currency_material_003_desc_archive,icn_event_story_currency_miraclesnow,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7123012,Locale_Item:story_event_ticket_material_012,Locale_Item:story_event_ticket_material_012_desc_archive,icn_event_story_ticket_ltk,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7123003,Locale_Item:story_event_ticket_material_003,Locale_Item:story_event_ticket_material_003_desc_archive,icn_event_story_ticket_miraclesnow,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7123016,Locale_Item:story_event_ticket_material_015,Locale_Item:story_event_ticket_material_015_desc_archive,icn_event_story_ticket_queensorder,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7122016,Locale_Item:story_event_currency_material_015,Locale_Item:story_event_currency_material_015_desc_archive,icn_event_story_currency_queensorder,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7123022,Locale_Item:story_event_ticket_material_022,Locale_Item:story_event_ticket_material_022_desc_archive,icn_event_story_ticket_nyanyaparadise,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7122022,Locale_Item:story_event_currency_material_022,Locale_Item:story_event_currency_material_022_desc_archive,icn_event_story_currency_nyanyaparadise,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7123011,Locale_Item:story_event_ticket_material_011,Locale_Item:story_event_ticket_material_011_desc_archive,icn_event_story_ticket_cherryblossom,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7122011,Locale_Item:story_event_currency_material_011,Locale_Item:story_event_currency_material_011_desc_archive,icn_event_story_currency_cherryblossom,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7123006,Locale_Item:story_event_ticket_material_006,Locale_Item:story_event_ticket_material_006_desc_archive,icn_event_story_ticket_doutsiders,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7122006,Locale_Item:story_event_currency_material_006,Locale_Item:story_event_currency_material_006_desc_archive,icn_event_story_currency_doutsiders,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7123007,Locale_Item:story_event_ticket_material_007,Locale_Item:story_event_ticket_material_007_desc_archive,icn_event_story_ticket_maidinvalentine,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7122007,Locale_Item:story_event_currency_material_007,Locale_Item:story_event_currency_material_007_desc_archive,icn_event_story_currency_maidinvalentine,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7123014,Locale_Item:story_event_ticket_material_014,Locale_Item:story_event_ticket_material_014_desc_archive,icn_event_story_ticket_bunnyx777,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7122014,Locale_Item:story_event_currency_material_014,Locale_Item:story_event_currency_material_014_desc_archive,icn_event_story_currency_bunnyx777,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7123028,Locale_Item:story_event_ticket_material_028,Locale_Item:story_event_ticket_material_028_desc_archive,icn_event_story_ticket_schooloflock,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7122028,Locale_Item:story_event_currency_material_028,Locale_Item:story_event_currency_material_028_desc_archive,icn_event_story_currency_schooloflock,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7123031,Locale_Item:story_event_ticket_material_031,Locale_Item:story_event_ticket_material_031_desc_archive,icn_event_story_ticket_redash,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7122031,Locale_Item:story_event_currency_material_031,Locale_Item:story_event_currency_material_031_desc_archive,icn_event_story_currency_redash,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7123005,Locale_Item:story_event_ticket_material_004,Locale_Item:story_event_ticket_material_004_desc_archive,icn_event_story_ticket_brandnewyear,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7122005,Locale_Item:story_event_currency_material_004,Locale_Item:story_event_currency_material_004_desc_archive,icn_event_story_currency_brandnewyear,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7123002,Locale_Item:story_event_ticket_material_002,Locale_Item:story_event_ticket_material_002_desc_archive,icn_event_story_ticket_hightechtoy,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7122001,Locale_Item:story_event_currency_material_002,Locale_Item:story_event_currency_material_002_desc_archive,icn_event_story_currency_hightechtoy,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7123023,Locale_Item:story_event_ticket_material_023,Locale_Item:story_event_ticket_material_023_desc_archive,icn_event_story_ticket_goldenship,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7122023,Locale_Item:story_event_currency_material_023,Locale_Item:story_event_currency_material_023_desc_archive,icn_event_story_currency_goldenship,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7123029,Locale_Item:story_event_ticket_material_029,Locale_Item:story_event_ticket_material_029_desc_archive,icn_event_story_ticket_dazzlingcupid,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7122029,Locale_Item:story_event_currency_material_029,Locale_Item:story_event_currency_material_029_desc_archive,icn_event_story_currency_dazzlingcupid,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7123020,Locale_Item:story_event_ticket_material_020,Locale_Item:story_event_ticket_material_020_desc_archive,icn_event_story_ticket_bluewaterisland,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7122020,Locale_Item:story_event_currency_material_020,Locale_Item:story_event_currency_material_020_desc_archive,icn_event_story_currency_bluewaterisland,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7123024,Locale_Item:story_event_ticket_material_024,Locale_Item:story_event_ticket_material_024_desc_archive,icn_event_story_ticket_seayouagain,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7122024,Locale_Item:story_event_currency_material_024,Locale_Item:story_event_currency_material_024_desc_archive,icn_event_story_currency_seayouagain,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7123030,Locale_Item:story_event_ticket_material_030,Locale_Item:story_event_ticket_material_030_desc_archive,icn_event_story_ticket_acpufreeze,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7122030,Locale_Item:story_event_currency_material_030,Locale_Item:story_event_currency_material_030_desc_archive,icn_event_story_currency_acpufreeze,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7123038,Locale_Item:story_event_ticket_material_038,Locale_Item:story_event_ticket_material_038_desc_archive,icn_event_story_ticket_dirtybackyard,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7122038,Locale_Item:story_event_currency_material_038,Locale_Item:story_event_currency_material_038_desc_archive,icn_event_story_currency_dirtybackyard,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7123037,Locale_Item:story_event_ticket_material_037,Locale_Item:story_event_ticket_material_037_desc_archive,icn_event_story_ticket_lionheart,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7122037,Locale_Item:story_event_currency_material_037,Locale_Item:story_event_currency_material_037_desc_archive,icn_event_story_currency_lionheart,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7123045,Locale_Item:story_event_ticket_material_045,Locale_Item:story_event_ticket_material_045_desc_archive,icn_event_story_ticket_lastkingdom,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7122045,Locale_Item:story_event_currency_material_045,Locale_Item:story_event_currency_material_045_desc_archive,icn_event_story_currency_lastkingdom,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7123036,Locale_Item:story_event_ticket_material_036,Locale_Item:story_event_ticket_material_036_desc_archive,icn_event_story_ticket_newyearnewsword,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7122036,Locale_Item:story_event_currency_material_036,Locale_Item:story_event_currency_material_036_desc_archive,icn_event_story_currency_newyearnewsword,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7123034,Locale_Item:story_event_ticket_material_034,Locale_Item:story_event_ticket_material_034_desc_archive,icn_event_story_ticket_neverland,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7122034,Locale_Item:story_event_currency_material_034,Locale_Item:story_event_currency_material_034_desc_archive,icn_event_story_currency_neverland,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7123047,Locale_Item:story_event_ticket_material_047,Locale_Item:story_event_ticket_material_047_desc_archive,icn_event_story_ticket_darkhero,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7122047,Locale_Item:story_event_currency_material_047,Locale_Item:story_event_currency_material_047_desc_archive,icn_event_story_currency_darkhero,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7123033,Locale_Item:story_event_ticket_material_033,Locale_Item:story_event_ticket_material_033_desc_archive,icn_event_story_ticket_alonesurvivor,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7122033,Locale_Item:story_event_currency_material_033,Locale_Item:story_event_currency_material_033_desc_archive,icn_event_story_currency_alonesurvivor,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7123039,Locale_Item:story_event_ticket_material_039,Locale_Item:story_event_ticket_material_039_desc_archive,icn_event_story_ticket_perfectmaid,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7122039,Locale_Item:story_event_currency_material_039,Locale_Item:story_event_currency_material_039_desc_archive,icn_event_story_currency_perfectmaid,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7123040,Locale_Item:story_event_ticket_material_040,Locale_Item:story_event_ticket_material_040_desc_archive,icn_event_story_ticket_boomsday,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7122040,Locale_Item:story_event_currency_material_040,Locale_Item:story_event_currency_material_040_desc_archive,icn_event_story_currency_boomsday,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7123055,Locale_Item:story_event_ticket_material_055,Locale_Item:story_event_ticket_material_055_desc_archive,icn_event_story_ticket_ce_004,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7122055,Locale_Item:story_event_currency_material_055,Locale_Item:story_event_currency_material_055_desc_archive,icn_event_story_currency_ce_004,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7123044,Locale_Item:story_event_ticket_material_044,Locale_Item:story_event_ticket_material_044_desc_archive,icn_event_story_ticket_onemoretime,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7122044,Locale_Item:story_event_currency_material_044,Locale_Item:story_event_currency_material_044_desc_archive,icn_event_story_currency_onemoretime,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7123061,Locale_Item:story_event_ticket_material_061,Locale_Item:story_event_ticket_material_061_desc_archive,icn_event_story_ticket_oldtales,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7122061,Locale_Item:story_event_currency_material_061,Locale_Item:story_event_currency_material_061_desc_archive,icn_event_story_currency_oldtales,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7123043,Locale_Item:story_event_ticket_material_043,Locale_Item:story_event_ticket_material_043_desc_archive,icn_event_story_ticket_killthelord,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7122043,Locale_Item:story_event_currency_material_043,Locale_Item:story_event_currency_material_043_desc_archive,icn_event_story_currency_killthelord,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7123050,Locale_Item:story_event_ticket_material_050,Locale_Item:story_event_ticket_material_050_desc_archive,icn_event_story_ticket_claymore,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7122050,Locale_Item:story_event_currency_material_050,Locale_Item:story_event_currency_material_050_desc_archive,icn_event_story_currency_claymore,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7123053,Locale_Item:story_event_ticket_material_053,Locale_Item:story_event_ticket_material_053_desc_archive,icn_event_story_ticket_juveniledays,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7122053,Locale_Item:story_event_currency_material_053,Locale_Item:story_event_currency_material_053_desc_archive,icn_event_story_currency_juveniledays,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7123054,Locale_Item:story_event_ticket_material_054,Locale_Item:story_event_ticket_material_054_desc_archive,icn_event_story_ticket_colorless,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7122054,Locale_Item:story_event_currency_material_054,Locale_Item:story_event_currency_material_054_desc_archive,icn_event_story_currency_colorless,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7123051,Locale_Item:story_event_ticket_material_051,Locale_Item:story_event_ticket_material_051_desc_archive,icn_event_story_ticket_beautyfullshot,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7122051,Locale_Item:story_event_currency_material_051,Locale_Item:story_event_currency_material_051_desc_archive,icn_event_story_currency_beautyfullshot,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7123058,Locale_Item:story_event_ticket_material_058,Locale_Item:story_event_ticket_material_058_desc_archive,icn_event_story_ticket_jinxplayer,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7122058,Locale_Item:story_event_currency_material_058,Locale_Item:story_event_currency_material_058_desc_archive,icn_event_story_currency_jinxplayer,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7123048,Locale_Item:story_event_ticket_material_048,Locale_Item:story_event_ticket_material_048_desc_archive,icn_event_story_ticket_goldencoinrush,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7122048,Locale_Item:story_event_currency_material_048,Locale_Item:story_event_currency_material_048_desc_archive,icn_event_story_currency_goldencoinrush,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7140001,Locale_Item:synchro_device_slot_open,Locale_Item:synchro_device_slot_open_desc,icn_material_sycrodevice_slotopen,Material,SynchroSlotOpenMaterial,SSR,1,None,0,9999999
7150001,Locale_Item:favoriteitem_collection_level_r,Locale_Item:favoriteitem_collection_level_r_desc,icn_material_favoriteitem_collection_01,Material,FavoriteMaterial,R,1,None,0,9999999
7150002,Locale_Item:favoriteitem_collection_level_sr,Locale_Item:favoriteitem_collection_level_sr_desc,icn_material_favoriteitem_collection_02,Material,FavoriteMaterial,SR,1,None,0,9999999
7150003,Locale_Item:favoriteitem_collection_level_ssr,Locale_Item:favoriteitem_collection_level_ssr_desc,icn_material_favoriteitem_collection_03,Material,FavoriteMaterial,SSR,1,None,0,9999999
7150102,Locale_Item:favoriteitem_favorite_level_c072_00,Locale_Item:favoriteitem_favorite_level_c072_00_desc,icn_material_favoriteitem_favorite_c072,Material,FavoriteTranscendMaterial,SSR,1,FavoriteItem,200101,9999999
7150103,Locale_Item:favoriteitem_favorite_level_c142_00,Locale_Item:favoriteitem_favorite_level_c142_00_desc,icn_material_favoriteitem_favorite_c142,Material,FavoriteTranscendMaterial,SSR,1,FavoriteItem,200301,9999999
7150104,Locale_Item:favoriteitem_favorite_level_c210_00,Locale_Item:favoriteitem_favorite_level_c210_00_desc,icn_material_favoriteitem_favorite_c210,Material,FavoriteTranscendMaterial,SSR,1,FavoriteItem,200201,9999999
7150105,Locale_Item:favoriteitem_favorite_level_c100_00,Locale_Item:favoriteitem_favorite_level_c100_00_desc,icn_material_favoriteitem_favorite_c100,Material,FavoriteTranscendMaterial,SSR,1,FavoriteItem,200401,9999999
7150106,Locale_Item:favoriteitem_favorite_level_c112_00,Locale_Item:favoriteitem_favorite_level_c112_00_desc,icn_material_favoriteitem_favorite_c112,Material,FavoriteTranscendMaterial,SSR,1,FavoriteItem,200501,9999999
7150107,Locale_Item:favoriteitem_favorite_level_c032_00,Locale_Item:favoriteitem_favorite_level_c032_00_desc,icn_material_favoriteitem_favorite_c032,Material,FavoriteTranscendMaterial,SSR,1,FavoriteItem,200601,9999999
7150108,Locale_Item:favoriteitem_favorite_level_c352_00,Locale_Item:favoriteitem_favorite_level_c352_00_desc,icn_material_favoriteitem_favorite_c352,Material,FavoriteTranscendMaterial,SSR,1,FavoriteItem,200701,9999999
7150109,Locale_Item:favoriteitem_favorite_level_c101_00,Locale_Item:favoriteitem_favorite_level_c101_00_desc,icn_material_favoriteitem_favorite_c101,Material,FavoriteTranscendMaterial,SSR,1,FavoriteItem,200801,9999999
7150110,Locale_Item:favoriteitem_favorite_level_c141_00,Locale_Item:favoriteitem_favorite_level_c141_00_desc,icn_material_favoriteitem_favorite_c141,Material,FavoriteTranscendMaterial,SSR,1,FavoriteItem,200901,9999999
7150111,Locale_Item:favoriteitem_favorite_level_c030_00,Locale_Item:favoriteitem_favorite_level_c030_00_desc,icn_material_favoriteitem_favorite_c030,Material,FavoriteTranscendMaterial,SSR,1,FavoriteItem,201001,9999999
7150112,Locale_Item:favoriteitem_favorite_level_c192_00,Locale_Item:favoriteitem_favorite_level_c192_00_desc,icn_material_favoriteitem_favorite_c192,Material,FavoriteTranscendMaterial,SSR,1,FavoriteItem,201101,9999999
7150113,Locale_Item:favoriteitem_favorite_level_c150_00,Locale_Item:favoriteitem_favorite_level_c150_00_desc,icn_material_favoriteitem_favorite_c150,Material,FavoriteTranscendMaterial,SSR,1,FavoriteItem,201201,9999999
7150114,Locale_Item:favoriteitem_favorite_level_c550_00,Locale_Item:favoriteitem_favorite_level_c550_00_desc,icn_material_favoriteitem_favorite_c550,Material,FavoriteTranscendMaterial,SSR,1,FavoriteItem,201301,9999999
7160001,Locale_Item:material_profile_card_mileage_sr,Locale_Item:material_profile_card_mileage_sr_desc,icn_material_profile_card_mileage_sr,Material,ProfileCardTicketMaterial,SR,1,None,0,9999999
7160002,Locale_Item:material_profile_card_mileage_ssr,Locale_Item:material_profile_card_mileage_ssr_desc,icn_material_profile_card_mileage_ssr,Material,ProfileCardTicketMaterial,SSR,1,None,0,9999999
