id,trigger_list/0/trigger,trigger_list/0/condition_id,trigger_list/0/condition_value,trigger_list/1/trigger,trigger_list/1/condition_id,trigger_list/1/condition_value,trigger_list/2/trigger,trigger_list/2/condition_id,trigger_list/2/condition_value,trigger_list/3/trigger,trigger_list/3/condition_id,trigger_list/3/condition_value,trigger_list/4/trigger,trigger_list/4/condition_id,trigger_list/4/condition_value,trigger_list/5/trigger,trigger_list/5/condition_id,trigger_list/5/condition_value,event_type,tid,resource_id,name_localkey,enter_scenario_id,stamina_value,reward_id
1160108,ObtainCharacter,5140,1,ObtainCharacter,5106,1,ObtainCharacter,5029,1,None,0,0,None,0,0,None,0,0,Outpost,11601,5140,Locale_SuddenStory:d_ex_court_08_title,d_ex_court_08,1,3000003
2350104,ObtainCharacter,5140,1,ObtainCharacter,5066,1,ObtainCharacter,5034,1,None,0,0,None,0,0,None,0,0,Outpost,23501,5140,Locale_SuddenStory:d_ex_flowerpark_04_title,d_ex_flowerpark_04,1,3000003
1170108,ObtainCharacter,5141,1,ObtainCharacter,1007,1,ObtainCharacter,5140,1,None,0,0,None,0,0,None,0,0,Outpost,11701,5141,Locale_SuddenStory:d_ex_church_08_title,d_ex_church_08,1,3000003
2350105,ObtainCharacter,5141,1,ObtainCharacter,5134,1,ObtainCharacter,5014,1,None,0,0,None,0,0,None,0,0,Outpost,23501,5141,Locale_SuddenStory:d_ex_flowerpark_05_title,d_ex_flowerpark_05,1,3000003
1150108,ObtainCharacter,5144,1,MainQuestClear,293,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,11501,5144,Locale_SuddenStory:d_ex_mysteryclub_08_title,d_ex_mysteryclub_08,1,3000003
1050111,ObtainCharacter,5144,1,ObtainCharacter,3008,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,10501,5144,Locale_SuddenStory:d_ex_toyshop_11_title,d_ex_toyshop_11,1,3000003
1010110,ObtainCharacter,5144,1,ObtainCharacter,5015,1,ObtainCharacter,3003,1,None,0,0,None,0,0,None,0,0,Outpost,10101,5144,Locale_SuddenStory:d_ex_observationpost_10_title,d_ex_observationpost_10,1,3000003
1040111,ObtainCharacter,5149,1,ObtainCharacter,5148,1,ObtainCharacter,5051,1,None,0,0,None,0,0,None,0,0,Outpost,10401,5149,Locale_SuddenStory:d_ex_maidcafe_11_title,d_ex_maidcafe_11,1,3000003
1030112,ObtainCharacter,5149,1,ObtainCharacter,5148,1,ObtainCharacter,5147,1,None,0,0,None,0,0,None,0,0,Outpost,10301,5149,Locale_SuddenStory:d_ex_hotel_12_title,d_ex_hotel_12,1,3000003
1190111,ObtainCharacter,5149,1,ObtainCharacter,5077,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,11901,5149,Locale_SuddenStory:d_ex_shopping_11_title,d_ex_shopping_11,1,3000003
1140111,ObtainCharacter,5147,1,ObtainCharacter,5136,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,11401,5147,Locale_SuddenStory:d_ex_theater_11_title,d_ex_theater_11,1,3000003
1180111,ObtainCharacter,5147,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,11801,5147,Locale_SuddenStory:d_ex_clothingstore_11_title,d_ex_clothingstore_11,1,3000003
1170109,ObtainCharacter,5148,1,ObtainCharacter,5122,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,11701,5148,Locale_SuddenStory:d_ex_church_09_title,d_ex_church_09,1,3000003
1040112,ObtainCharacter,5151,1,ObtainCharacter,5007,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,10401,5151,Locale_SuddenStory:d_ex_maidcafe_12_title,d_ex_maidcafe_12,1,3000003
1100112,ObtainCharacter,5151,1,ObtainCharacter,5150,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,11001,5151,Locale_SuddenStory:d_ex_modernbar_12_title,d_ex_modernbar_12,1,3000003
1230111,ObtainCharacter,5151,1,ObtainCharacter,5037,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,12301,5151,Locale_SuddenStory:d_ex_gym_11_title,d_ex_gym_11,1,3000003
1130110,ObtainCharacter,5150,1,ObtainCharacter,5002,1,ObtainCharacter,5010,1,None,0,0,None,0,0,None,0,0,Outpost,11301,5150,Locale_SuddenStory:d_ex_cafe_10_title,d_ex_cafe_10,1,3000003
1020110,ObtainCharacter,5150,1,ObtainCharacter,5106,1,None,0,0,None,0,0,None,0,0,None,0,0,Outpost,10201,5150,Locale_SuddenStory:d_ex_police_10_title,d_ex_police_10,1,3000003
