id,reaction_type,attractive_level_min,attractive_level_max,resource_id,costume_index,eventlobby_id,animation_clip,speech_localkey,rection_voice,probability,special_lobby_change_step,camera_shake
1172,stay,1.0,9.0,412,0,0,expression_0,Locale_Character:412_stay_01,c412_Lobby_Stay_1,1.0,,
1173,stay,10.0,0.0,412,0,0,expression_0,Locale_Character:412_stay_02,c412_Lobby_Stay_Love_1,1.0,,
1174,touch,1.0,10.0,993,0,0,expression_0,Locale_Character:993_speech_01,c993_Lobby_Touch_1,0.2,,
1175,touch,1.0,10.0,993,0,0,expression_0,Locale_Character:993_speech_02,c993_Lobby_Touch_2,0.2,,
1176,touch,1.0,10.0,993,0,0,expression_0,Locale_Character:993_speech_03,c993_Lobby_Touch_3,0.2,,
1177,touch,1.0,10.0,993,0,0,expression_0,Locale_Character:993_speech_04,c993_Lobby_Touch_Love_1,0.2,,
1178,touch,1.0,10.0,993,0,0,expression_0,Locale_Character:993_speech_05,c993_Lobby_Touch_Love_2,0.1,,
1179,touch,1.0,10.0,993,0,0,expression_0,Locale_Character:993_speech_06,c993_Lobby_Touch_Love_3,0.1,,
1180,stay,1.0,10.0,993,0,0,expression_0,Locale_Character:993_stay_01,c993_Lobby_Stay_1,0.5,,
1181,stay,1.0,10.0,993,0,0,expression_0,Locale_Character:993_stay_02,c993_Lobby_Stay_Love_1,0.5,,
1182,touch,1.0,9.0,520,0,0,expression_0,Locale_Character:520_speech_01,c520_Lobby_Touch_1,0.3,,
1183,touch,1.0,9.0,520,0,0,expression_0,Locale_Character:520_speech_02,c520_Lobby_Touch_2,0.3,,
1184,touch,1.0,9.0,520,0,0,expression_0,Locale_Character:520_speech_03,c520_Lobby_Touch_3,0.4,,
1185,touch,10.0,0.0,520,0,0,expression_0,Locale_Character:520_speech_04,c520_Lobby_Touch_Love_1,0.3,,
1186,touch,10.0,0.0,520,0,0,expression_0,Locale_Character:520_speech_05,c520_Lobby_Touch_Love_2,0.3,,
1187,touch,10.0,0.0,520,0,0,expression_0,Locale_Character:520_speech_06,c520_Lobby_Touch_Love_3,0.4,,
1188,stay,1.0,9.0,520,0,0,expression_0,Locale_Character:520_stay_01,c520_Lobby_Stay_1,1.0,,
1189,stay,10.0,0.0,520,0,0,expression_0,Locale_Character:520_stay_02,c520_Lobby_Stay_Love_1,1.0,,
1190,touch,1.0,9.0,521,0,0,expression_0,Locale_Character:521_speech_01,c521_Lobby_Touch_1,0.2,,
1191,touch,1.0,9.0,521,0,0,expression_0,Locale_Character:521_speech_02,c521_Lobby_Touch_2,0.2,,
1192,touch,1.0,9.0,521,0,0,expression_0,Locale_Character:521_speech_03,c521_Lobby_Touch_3,0.1,,
1193,touch,1.0,9.0,521,0,0,expression_1,Locale_Character:521_speech_01,c521_Lobby_Touch_1,0.2,,
1194,touch,1.0,9.0,521,0,0,expression_1,Locale_Character:521_speech_02,c521_Lobby_Touch_2,0.2,,
1195,touch,1.0,9.0,521,0,0,expression_1,Locale_Character:521_speech_03,c521_Lobby_Touch_3,0.1,,
1196,touch,10.0,0.0,521,0,0,expression_0,Locale_Character:521_speech_04,c521_Lobby_Touch_Love_1,0.2,,
1197,touch,10.0,0.0,521,0,0,expression_0,Locale_Character:521_speech_05,c521_Lobby_Touch_Love_2,0.2,,
1198,touch,10.0,0.0,521,0,0,expression_0,Locale_Character:521_speech_06,c521_Lobby_Touch_Love_3,0.1,,
1199,touch,10.0,0.0,521,0,0,expression_1,Locale_Character:521_speech_04,c521_Lobby_Touch_Love_1,0.2,,
1200,touch,10.0,0.0,521,0,0,expression_1,Locale_Character:521_speech_05,c521_Lobby_Touch_Love_2,0.2,,
1201,touch,10.0,0.0,521,0,0,expression_1,Locale_Character:521_speech_06,c521_Lobby_Touch_Love_3,0.1,,
1202,stay,1.0,9.0,521,0,0,expression_0,Locale_Character:521_stay_01,c521_Lobby_Stay_1,0.5,,
1203,stay,1.0,9.0,521,0,0,expression_1,Locale_Character:521_stay_01,c521_Lobby_Stay_1,0.5,,
1204,stay,10.0,0.0,521,0,0,expression_0,Locale_Character:521_stay_02,c521_Lobby_Stay_Love_1,0.5,,
1205,stay,10.0,0.0,521,0,0,expression_1,Locale_Character:521_stay_02,c521_Lobby_Stay_Love_1,0.5,,
1206,touch,1.0,9.0,513,0,0,expression_0,Locale_Character:513_speech_01,c513_Lobby_Touch_1,0.3,,
1207,touch,1.0,9.0,513,0,0,expression_0,Locale_Character:513_speech_02,c513_Lobby_Touch_2,0.3,,
1208,touch,1.0,9.0,513,0,0,expression_0,Locale_Character:513_speech_03,c513_Lobby_Touch_3,0.4,,
1209,touch,10.0,0.0,513,0,0,expression_0,Locale_Character:513_speech_04,c513_Lobby_Touch_Love_1,0.3,,
1210,touch,10.0,0.0,513,0,0,expression_0,Locale_Character:513_speech_05,c513_Lobby_Touch_Love_2,0.3,,
1211,touch,10.0,0.0,513,0,0,expression_0,Locale_Character:513_speech_06,c513_Lobby_Touch_Love_3,0.4,,
1212,stay,1.0,9.0,513,0,0,expression_0,Locale_Character:513_stay_01,c513_Lobby_Stay_1,1.0,,
1213,stay,10.0,0.0,513,0,0,expression_0,Locale_Character:513_stay_02,c513_Lobby_Stay_Love_1,1.0,,
1214,touch,1.0,9.0,162,0,0,expression_0,Locale_Character:162_speech_01,c162_Lobby_Touch_1,0.3,,
1215,touch,1.0,9.0,162,0,0,expression_0,Locale_Character:162_speech_02,c162_Lobby_Touch_2,0.3,,
1216,touch,1.0,9.0,162,0,0,expression_0,Locale_Character:162_speech_03,c162_Lobby_Touch_3,0.4,,
1217,touch,10.0,0.0,162,0,0,expression_0,Locale_Character:162_speech_04,c162_Lobby_Touch_Love_1,0.3,,
1218,touch,10.0,0.0,162,0,0,expression_0,Locale_Character:162_speech_05,c162_Lobby_Touch_Love_2,0.3,,
1219,touch,10.0,0.0,162,0,0,expression_0,Locale_Character:162_speech_06,c162_Lobby_Touch_Love_3,0.4,,
1220,stay,1.0,9.0,162,0,0,expression_0,Locale_Character:162_stay_01,c162_Lobby_Stay_1,1.0,,
1221,stay,10.0,0.0,162,0,0,expression_0,Locale_Character:162_stay_02,c162_Lobby_Stay_Love_1,1.0,,
1222,touch,1.0,9.0,590,0,0,expression_0,Locale_Character:590_speech_01,c590_Lobby_Touch_1,0.3,,
1223,touch,1.0,9.0,590,0,0,expression_0,Locale_Character:590_speech_02,c590_Lobby_Touch_2,0.3,,
1224,touch,1.0,9.0,590,0,0,expression_0,Locale_Character:590_speech_03,c590_Lobby_Touch_3,0.4,,
1225,touch,10.0,0.0,590,0,0,expression_0,Locale_Character:590_speech_04,c590_Lobby_Touch_Love_1,0.3,,
1226,touch,10.0,0.0,590,0,0,expression_0,Locale_Character:590_speech_05,c590_Lobby_Touch_Love_2,0.3,,
1227,touch,10.0,0.0,590,0,0,expression_0,Locale_Character:590_speech_06,c590_Lobby_Touch_Love_3,0.4,,
1228,stay,1.0,9.0,590,0,0,expression_0,Locale_Character:590_stay_01,c590_Lobby_Stay_1,1.0,,
1229,stay,10.0,0.0,590,0,0,expression_0,Locale_Character:590_stay_02,c590_Lobby_Stay_Love_1,1.0,,
1230,touch,1.0,9.0,581,0,0,expression_0,Locale_Character:581_speech_01,c581_Lobby_Touch_1,0.3,,
1231,touch,1.0,9.0,581,0,0,expression_0,Locale_Character:581_speech_02,c581_Lobby_Touch_2,0.3,,
1232,touch,1.0,9.0,581,0,0,expression_0,Locale_Character:581_speech_03,c581_Lobby_Touch_3,0.4,,
1233,touch,10.0,0.0,581,0,0,expression_0,Locale_Character:581_speech_04,c581_Lobby_Touch_Love_1,0.3,,
1234,touch,10.0,0.0,581,0,0,expression_0,Locale_Character:581_speech_05,c581_Lobby_Touch_Love_2,0.3,,
1235,touch,10.0,0.0,581,0,0,expression_0,Locale_Character:581_speech_06,c581_Lobby_Touch_Love_3,0.4,,
1236,stay,1.0,9.0,581,0,0,expression_0,Locale_Character:581_stay_01,c581_Lobby_Stay_1,1.0,,
1237,stay,10.0,0.0,581,0,0,expression_0,Locale_Character:581_stay_02,c581_Lobby_Stay_Love_1,1.0,,
1238,touch,1.0,9.0,41,0,0,expression_0,Locale_Character:41_speech_01,c041_Lobby_Touch_1,0.3,,
1239,touch,1.0,9.0,41,0,0,expression_0,Locale_Character:41_speech_02,c041_Lobby_Touch_2,0.3,,
1240,touch,1.0,9.0,41,0,0,expression_0,Locale_Character:41_speech_03,c041_Lobby_Touch_3,0.4,,
1241,touch,10.0,0.0,41,0,0,expression_0,Locale_Character:41_speech_04,c041_Lobby_Touch_Love_1,0.3,,
1242,touch,10.0,0.0,41,0,0,expression_0,Locale_Character:41_speech_05,c041_Lobby_Touch_Love_2,0.3,,
1243,touch,10.0,0.0,41,0,0,expression_0,Locale_Character:41_speech_06,c041_Lobby_Touch_Love_3,0.4,,
1244,stay,1.0,9.0,41,0,0,expression_0,Locale_Character:41_stay_01,c041_Lobby_Stay_1,1.0,,
1245,stay,10.0,0.0,41,0,0,expression_0,Locale_Character:41_stay_02,c041_Lobby_Stay_Love_1,1.0,,
1246,touch,1.0,9.0,850,0,0,expression_0,Locale_Character:850_speech_01,c850_Lobby_Touch_1,0.3,,
1247,touch,1.0,9.0,850,0,0,expression_0,Locale_Character:850_speech_02,c850_Lobby_Touch_2,0.3,,
1248,touch,1.0,9.0,850,0,0,expression_0,Locale_Character:850_speech_03,c850_Lobby_Touch_3,0.4,,
1249,touch,10.0,0.0,850,0,0,expression_0,Locale_Character:850_speech_04,c850_Lobby_Touch_Love_1,0.3,,
1250,touch,10.0,0.0,850,0,0,expression_0,Locale_Character:850_speech_05,c850_Lobby_Touch_Love_2,0.3,,
1251,touch,10.0,0.0,850,0,0,expression_0,Locale_Character:850_speech_06,c850_Lobby_Touch_Love_3,0.4,,
1252,stay,1.0,9.0,850,0,0,expression_0,Locale_Character:850_stay_01,c850_Lobby_Stay_1,1.0,,
1253,stay,10.0,0.0,850,0,0,expression_0,Locale_Character:850_stay_02,c850_Lobby_Stay_Love_1,1.0,,
1254,touch,1.0,9.0,851,0,0,expression_0,Locale_Character:851_speech_01,c851_Lobby_Touch_1,0.3,,
1255,touch,1.0,9.0,851,0,0,expression_0,Locale_Character:851_speech_02,c851_Lobby_Touch_2,0.3,,
1256,touch,1.0,9.0,851,0,0,expression_0,Locale_Character:851_speech_03,c851_Lobby_Touch_3,0.4,,
1257,touch,10.0,0.0,851,0,0,expression_0,Locale_Character:851_speech_04,c851_Lobby_Touch_Love_1,0.3,,
1258,touch,10.0,0.0,851,0,0,expression_0,Locale_Character:851_speech_05,c851_Lobby_Touch_Love_2,0.3,,
1259,touch,10.0,0.0,851,0,0,expression_0,Locale_Character:851_speech_06,c851_Lobby_Touch_Love_3,0.4,,
1260,stay,1.0,9.0,851,0,0,expression_0,Locale_Character:851_stay_01,c851_Lobby_Stay_1,1.0,,
1261,stay,10.0,0.0,851,0,0,expression_0,Locale_Character:851_stay_02,c851_Lobby_Stay_Love_1,1.0,,
1262,touch,1.0,9.0,852,0,0,expression_0,Locale_Character:852_speech_01,c852_Lobby_Touch_1,0.3,,
1263,touch,1.0,9.0,852,0,0,expression_0,Locale_Character:852_speech_02,c852_Lobby_Touch_2,0.3,,
1264,touch,1.0,9.0,852,0,0,expression_0,Locale_Character:852_speech_03,c852_Lobby_Touch_3,0.4,,
1265,touch,10.0,0.0,852,0,0,expression_0,Locale_Character:852_speech_04,c852_Lobby_Touch_Love_1,0.3,,
1266,touch,10.0,0.0,852,0,0,expression_0,Locale_Character:852_speech_05,c852_Lobby_Touch_Love_2,0.3,,
1267,touch,10.0,0.0,852,0,0,expression_0,Locale_Character:852_speech_06,c852_Lobby_Touch_Love_3,0.4,,
1268,stay,1.0,9.0,852,0,0,expression_0,Locale_Character:852_stay_01,c852_Lobby_Stay_1,1.0,,
1269,stay,10.0,0.0,852,0,0,expression_0,Locale_Character:852_stay_02,c852_Lobby_Stay_Love_1,1.0,,
1270,touch,1.0,9.0,532,0,0,expression_0,Locale_Character:532_speech_01,c532_Lobby_Touch_1,0.3,,
1271,touch,1.0,9.0,532,0,0,expression_0,Locale_Character:532_speech_02,c532_Lobby_Touch_2,0.3,,
1272,touch,1.0,9.0,532,0,0,expression_0,Locale_Character:532_speech_03,c532_Lobby_Touch_3,0.4,,
1273,touch,10.0,0.0,532,0,0,expression_0,Locale_Character:532_speech_04,c532_Lobby_Touch_Love_1,0.3,,
1274,touch,10.0,0.0,532,0,0,expression_0,Locale_Character:532_speech_05,c532_Lobby_Touch_Love_2,0.3,,
1275,touch,10.0,0.0,532,0,0,expression_0,Locale_Character:532_speech_06,c532_Lobby_Touch_Love_3,0.4,,
1276,stay,1.0,9.0,532,0,0,expression_0,Locale_Character:532_stay_01,c532_Lobby_Stay_1,1.0,,
1277,stay,10.0,0.0,532,0,0,expression_0,Locale_Character:532_stay_02,c532_Lobby_Stay_Love_1,1.0,,
1278,touch,1.0,9.0,234,0,0,expression_0,Locale_Character:234_speech_01,c234_Lobby_Touch_1,0.3,,
1279,touch,1.0,9.0,234,0,0,expression_0,Locale_Character:234_speech_02,c234_Lobby_Touch_2,0.3,,
1280,touch,1.0,9.0,234,0,0,expression_0,Locale_Character:234_speech_03,c234_Lobby_Touch_3,0.4,,
1281,touch,10.0,0.0,234,0,0,expression_0,Locale_Character:234_speech_04,c234_Lobby_Touch_Love_1,0.3,,
1282,touch,10.0,0.0,234,0,0,expression_0,Locale_Character:234_speech_05,c234_Lobby_Touch_Love_2,0.3,,
1283,touch,10.0,0.0,234,0,0,expression_0,Locale_Character:234_speech_06,c234_Lobby_Touch_Love_3,0.4,,
1284,stay,1.0,9.0,234,0,0,expression_0,Locale_Character:234_stay_01,c234_Lobby_Stay_1,1.0,,
1285,stay,10.0,0.0,234,0,0,expression_0,Locale_Character:234_stay_02,c234_Lobby_Stay_Love_1,1.0,,
1286,touch,1.0,9.0,502,0,0,expression_0,Locale_Character:502_speech_01,c502_Lobby_Touch_1,0.3,,
1287,touch,1.0,9.0,502,0,0,expression_0,Locale_Character:502_speech_02,c502_Lobby_Touch_2,0.3,,
1288,touch,1.0,9.0,502,0,0,expression_0,Locale_Character:502_speech_03,c502_Lobby_Touch_3,0.4,,
1289,touch,10.0,0.0,502,0,0,expression_0,Locale_Character:502_speech_04,c502_Lobby_Touch_Love_1,0.3,,
1290,touch,10.0,0.0,502,0,0,expression_0,Locale_Character:502_speech_05,c502_Lobby_Touch_Love_2,0.3,,
1291,touch,10.0,0.0,502,0,0,expression_0,Locale_Character:502_speech_06,c502_Lobby_Touch_Love_3,0.4,,
1292,stay,1.0,9.0,502,0,0,expression_0,Locale_Character:502_stay_01,c502_Lobby_Stay_1,1.0,,
1293,stay,10.0,0.0,502,0,0,expression_0,Locale_Character:502_stay_02,c502_Lobby_Stay_Love_1,1.0,,
1294,touch,1.0,9.0,95,0,0,expression_0,Locale_Character:95_speech_01,c095_Lobby_Touch_1,0.3,,
1295,touch,1.0,9.0,95,0,0,expression_0,Locale_Character:95_speech_02,c095_Lobby_Touch_2,0.3,,
1296,touch,1.0,9.0,95,0,0,expression_0,Locale_Character:95_speech_03,c095_Lobby_Touch_3,0.4,,
1297,touch,10.0,0.0,95,0,0,expression_0,Locale_Character:95_speech_04,c095_Lobby_Touch_Love_1,0.3,,
1298,touch,10.0,0.0,95,0,0,expression_0,Locale_Character:95_speech_05,c095_Lobby_Touch_Love_2,0.3,,
1299,touch,10.0,0.0,95,0,0,expression_0,Locale_Character:95_speech_06,c095_Lobby_Touch_Love_3,0.4,,
1300,stay,1.0,9.0,95,0,0,expression_0,Locale_Character:95_stay_01,c095_Lobby_Stay_1,1.0,,
1301,stay,10.0,0.0,95,0,0,expression_0,Locale_Character:95_stay_02,c095_Lobby_Stay_Love_1,1.0,,
1302,touch,1.0,9.0,93,0,0,expression_0,Locale_Character:93_speech_01,c093_Lobby_Touch_1,0.3,,
1303,touch,1.0,9.0,93,0,0,expression_0,Locale_Character:93_speech_02,c093_Lobby_Touch_2,0.3,,
1304,touch,1.0,9.0,93,0,0,expression_0,Locale_Character:93_speech_03,c093_Lobby_Touch_3,0.4,,
1305,touch,10.0,0.0,93,0,0,expression_0,Locale_Character:93_speech_04,c093_Lobby_Touch_Love_1,0.3,,
1306,touch,10.0,0.0,93,0,0,expression_0,Locale_Character:93_speech_05,c093_Lobby_Touch_Love_2,0.3,,
1307,touch,10.0,0.0,93,0,0,expression_0,Locale_Character:93_speech_06,c093_Lobby_Touch_Love_3,0.4,,
1308,stay,1.0,9.0,93,0,0,expression_0,Locale_Character:93_stay_01,c093_Lobby_Stay_1,1.0,,
1309,stay,10.0,0.0,93,0,0,expression_0,Locale_Character:93_stay_02,c093_Lobby_Stay_Love_1,1.0,,
1310,touch,1.0,9.0,94,0,0,expression_0,Locale_Character:94_speech_01,c094_Lobby_Touch_1,0.3,,
1311,touch,1.0,9.0,94,0,0,expression_0,Locale_Character:94_speech_02,c094_Lobby_Touch_2,0.3,,
1312,touch,1.0,9.0,94,0,0,expression_0,Locale_Character:94_speech_03,c094_Lobby_Touch_3,0.4,,
1313,touch,10.0,0.0,94,0,0,expression_0,Locale_Character:94_speech_04,c094_Lobby_Touch_Love_1,0.3,,
1314,touch,10.0,0.0,94,0,0,expression_0,Locale_Character:94_speech_05,c094_Lobby_Touch_Love_2,0.3,,
1315,touch,10.0,0.0,94,0,0,expression_0,Locale_Character:94_speech_06,c094_Lobby_Touch_Love_3,0.4,,
1316,stay,1.0,9.0,94,0,0,expression_0,Locale_Character:94_stay_01,c094_Lobby_Stay_1,1.0,,
1317,stay,10.0,0.0,94,0,0,expression_0,Locale_Character:94_stay_02,c094_Lobby_Stay_Love_1,1.0,,
1318,touch,1.0,9.0,315,0,0,expression_0,Locale_Character:315_speech_01,c315_Lobby_Touch_1,0.3,,
1319,touch,1.0,9.0,315,0,0,expression_0,Locale_Character:315_speech_02,c315_Lobby_Touch_2,0.3,,
1320,touch,1.0,9.0,315,0,0,expression_0,Locale_Character:315_speech_03,c315_Lobby_Touch_3,0.4,,
1321,touch,10.0,0.0,315,0,0,expression_0,Locale_Character:315_speech_04,c315_Lobby_Touch_Love_1,0.3,,
1322,touch,10.0,0.0,315,0,0,expression_0,Locale_Character:315_speech_05,c315_Lobby_Touch_Love_2,0.3,,
1323,touch,10.0,0.0,315,0,0,expression_0,Locale_Character:315_speech_06,c315_Lobby_Touch_Love_3,0.4,,
1324,stay,1.0,9.0,315,0,0,expression_0,Locale_Character:315_stay_01,c315_Lobby_Stay_1,1.0,,
1325,stay,10.0,0.0,315,0,0,expression_0,Locale_Character:315_stay_02,c315_Lobby_Stay_Love_1,1.0,,
1326,touch,1.0,9.0,143,0,0,expression_0,Locale_Character:143_speech_01,c143_Lobby_Touch_1,0.3,,
1327,touch,1.0,9.0,143,0,0,expression_0,Locale_Character:143_speech_02,c143_Lobby_Touch_2,0.3,,
1328,touch,1.0,9.0,143,0,0,expression_0,Locale_Character:143_speech_03,c143_Lobby_Touch_3,0.4,,
1329,touch,10.0,0.0,143,0,0,expression_0,Locale_Character:143_speech_04,c143_Lobby_Touch_Love_1,0.3,,
1330,touch,10.0,0.0,143,0,0,expression_0,Locale_Character:143_speech_05,c143_Lobby_Touch_Love_2,0.3,,
1331,touch,10.0,0.0,143,0,0,expression_0,Locale_Character:143_speech_06,c143_Lobby_Touch_Love_3,0.4,,
1332,stay,1.0,9.0,143,0,0,expression_0,Locale_Character:143_stay_01,c143_Lobby_Stay_1,1.0,,
1333,stay,10.0,0.0,143,0,0,expression_0,Locale_Character:143_stay_02,c143_Lobby_Stay_Love_1,1.0,,
30001,touch,1.0,9.0,10,1,0,expression_0,Locale_Character:10_speech_01,c010_Lobby_Touch_1,0.3,,
30002,touch,1.0,9.0,10,1,0,expression_0,Locale_Character:10_speech_02,c010_Lobby_Touch_2,0.3,,
30003,touch,1.0,9.0,10,1,0,expression_0,Locale_Character:10_speech_03,c010_Lobby_Touch_3,0.4,,
30004,touch,10.0,0.0,10,1,0,expression_0,Locale_Character:10_speech_04,c010_Lobby_Touch_Love_1,0.3,,
30005,touch,10.0,0.0,10,1,0,expression_0,Locale_Character:10_speech_05,c010_Lobby_Touch_Love_2,0.3,,
30006,touch,10.0,0.0,10,1,0,expression_0,Locale_Character:10_speech_06,c010_Lobby_Touch_Love_3,0.4,,
30007,stay,1.0,9.0,10,1,0,expression_0,Locale_Character:10_stay_01,c010_Lobby_Stay_1,1.0,,
30008,stay,10.0,0.0,10,1,0,expression_0,Locale_Character:10_stay_02,c010_Lobby_Stay_Love_1,1.0,,
30009,touch,1.0,9.0,82,1,0,expression_0,Locale_Character:82_01_speech_01,c082_01_Lobby_Touch_1,0.3,,
30010,touch,1.0,9.0,82,1,0,expression_0,Locale_Character:82_01_speech_02,c082_01_Lobby_Touch_2,0.3,,
30011,touch,1.0,9.0,82,1,0,expression_0,Locale_Character:82_01_speech_03,c082_01_Lobby_Touch_3,0.4,,
30012,touch,10.0,0.0,82,1,0,expression_0,Locale_Character:82_01_speech_04,c082_01_Lobby_Touch_Love_1,0.3,,
30013,touch,10.0,0.0,82,1,0,expression_0,Locale_Character:82_01_speech_05,c082_01_Lobby_Touch_Love_2,0.3,,
30014,touch,10.0,0.0,82,1,0,expression_0,Locale_Character:82_01_speech_06,c082_01_Lobby_Touch_Love_3,0.4,,
30015,stay,1.0,9.0,82,1,0,expression_0,Locale_Character:82_01_stay_01,c082_01_Lobby_Stay_1,1.0,,
30016,stay,10.0,0.0,82,1,0,expression_0,Locale_Character:82_01_stay_02,c082_01_Lobby_Stay_Love_1,1.0,,
30017,touch,1.0,9.0,142,1,0,expression_0,Locale_Character:142_speech_01,c142_Lobby_Touch_1,0.3,,
30018,touch,1.0,9.0,142,1,0,expression_0,Locale_Character:142_speech_02,c142_Lobby_Touch_2,0.3,,
30019,touch,1.0,9.0,142,1,0,expression_0,Locale_Character:142_speech_03,c142_Lobby_Touch_3,0.4,,
30020,touch,10.0,0.0,142,1,0,expression_0,Locale_Character:142_speech_04,c142_Lobby_Touch_Love_1,0.3,,
30021,touch,10.0,0.0,142,1,0,expression_0,Locale_Character:142_speech_05,c142_Lobby_Touch_Love_2,0.3,,
30022,touch,10.0,0.0,142,1,0,expression_0,Locale_Character:142_speech_06,c142_Lobby_Touch_Love_3,0.4,,
30023,stay,1.0,9.0,142,1,0,expression_0,Locale_Character:142_stay_01,c142_Lobby_Stay_1,1.0,,
30024,stay,10.0,0.0,142,1,0,expression_0,Locale_Character:142_stay_02,c142_Lobby_Stay_Love_1,1.0,,
30025,touch,1.0,9.0,201,1,0,expression_0,Locale_Character:201_speech_01,c201_Lobby_Touch_1,0.3,,
30026,touch,1.0,9.0,201,1,0,expression_0,Locale_Character:201_speech_02,c201_Lobby_Touch_2,0.3,,
30027,touch,1.0,9.0,201,1,0,expression_0,Locale_Character:201_speech_03,c201_Lobby_Touch_3,0.4,,
30028,touch,10.0,0.0,201,1,0,expression_0,Locale_Character:201_speech_04,c201_Lobby_Touch_Love_1,0.3,,
30029,touch,10.0,0.0,201,1,0,expression_0,Locale_Character:201_speech_05,c201_Lobby_Touch_Love_2,0.3,,
30030,touch,10.0,0.0,201,1,0,expression_0,Locale_Character:201_speech_06,c201_Lobby_Touch_Love_3,0.4,,
30031,stay,1.0,9.0,201,1,0,expression_0,Locale_Character:201_stay_01,c201_Lobby_Stay_1,1.0,,
30032,stay,10.0,0.0,201,1,0,expression_0,Locale_Character:201_stay_02,c201_Lobby_Stay_Love_1,1.0,,
30033,touch,1.0,9.0,11,1,0,expression_0,Locale_Character:11_speech_01,c011_Lobby_Touch_1,0.3,,
30034,touch,1.0,9.0,11,1,0,expression_0,Locale_Character:11_speech_02,c011_Lobby_Touch_2,0.3,,
30035,touch,1.0,9.0,11,1,0,expression_0,Locale_Character:11_speech_03,c011_Lobby_Touch_3,0.4,,
30036,touch,10.0,0.0,11,1,0,expression_0,Locale_Character:11_speech_04,c011_Lobby_Touch_Love_1,0.3,,
30037,touch,10.0,0.0,11,1,0,expression_0,Locale_Character:11_speech_05,c011_Lobby_Touch_Love_2,0.3,,
30038,touch,10.0,0.0,11,1,0,expression_0,Locale_Character:11_speech_06,c011_Lobby_Touch_Love_3,0.4,,
30039,stay,1.0,9.0,11,1,0,expression_0,Locale_Character:11_stay_01,c011_Lobby_Stay_1,1.0,,
30040,stay,10.0,0.0,11,1,0,expression_0,Locale_Character:11_stay_02,c011_Lobby_Stay_Love_1,1.0,,
30041,touch,1.0,9.0,30,1,0,expression_0,Locale_Character:30_speech_01,c030_Lobby_Touch_1,0.3,,
30042,touch,1.0,9.0,30,1,0,expression_0,Locale_Character:30_speech_02,c030_Lobby_Touch_2,0.3,,
30043,touch,1.0,9.0,30,1,0,expression_0,Locale_Character:30_speech_03,c030_Lobby_Touch_3,0.4,,
30044,touch,10.0,0.0,30,1,0,expression_0,Locale_Character:30_speech_04,c030_Lobby_Touch_Love_1,0.3,,
30045,touch,10.0,0.0,30,1,0,expression_0,Locale_Character:30_speech_05,c030_Lobby_Touch_Love_2,0.3,,
30046,touch,10.0,0.0,30,1,0,expression_0,Locale_Character:30_speech_06,c030_Lobby_Touch_Love_3,0.4,,
30047,stay,1.0,9.0,30,1,0,expression_0,Locale_Character:30_stay_01,c030_Lobby_Stay_1,1.0,,
30048,stay,10.0,0.0,30,1,0,expression_0,Locale_Character:30_stay_02,c030_Lobby_Stay_Love_1,1.0,,
30049,touch,1.0,9.0,70,1,0,expression_0,Locale_Character:70_speech_01,c070_Lobby_Touch_1,0.3,,
30050,touch,1.0,9.0,70,1,0,expression_0,Locale_Character:70_speech_02,c070_Lobby_Touch_2,0.3,,
30051,touch,1.0,9.0,70,1,0,expression_0,Locale_Character:70_speech_03,c070_Lobby_Touch_3,0.4,,
30052,touch,10.0,0.0,70,1,0,expression_0,Locale_Character:70_speech_04,c070_Lobby_Touch_Love_1,0.3,,
30053,touch,10.0,0.0,70,1,0,expression_0,Locale_Character:70_speech_05,c070_Lobby_Touch_Love_2,0.3,,
30054,touch,10.0,0.0,70,1,0,expression_0,Locale_Character:70_speech_06,c070_Lobby_Touch_Love_3,0.4,,
30055,stay,1.0,9.0,70,1,0,expression_0,Locale_Character:70_stay_01,c070_Lobby_Stay_1,1.0,,
30056,stay,10.0,0.0,70,1,0,expression_0,Locale_Character:70_stay_02,c070_Lobby_Stay_Love_1,1.0,,
30057,touch,1.0,9.0,102,1,0,expression_0,Locale_Character:102_speech_01,c102_Lobby_Touch_1,0.3,,
30058,touch,1.0,9.0,102,1,0,expression_0,Locale_Character:102_speech_02,c102_Lobby_Touch_2,0.3,,
30059,touch,1.0,9.0,102,1,0,expression_0,Locale_Character:102_speech_03,c102_Lobby_Touch_3,0.4,,
30060,touch,10.0,0.0,102,1,0,expression_0,Locale_Character:102_speech_04,c102_Lobby_Touch_Love_1,0.3,,
30061,touch,10.0,0.0,102,1,0,expression_0,Locale_Character:102_speech_05,c102_Lobby_Touch_Love_2,0.3,,
30062,touch,10.0,0.0,102,1,0,expression_0,Locale_Character:102_speech_06,c102_Lobby_Touch_Love_3,0.4,,
30063,stay,1.0,9.0,102,1,0,expression_0,Locale_Character:102_stay_01,c102_Lobby_Stay_1,1.0,,
30064,stay,10.0,0.0,102,1,0,expression_0,Locale_Character:102_stay_02,c102_Lobby_Stay_Love_1,1.0,,
30065,touch,1.0,9.0,72,1,0,expression_0,Locale_Character:72_speech_01,c072_Lobby_Touch_1,0.3,,
30066,touch,1.0,9.0,72,1,0,expression_0,Locale_Character:72_speech_02,c072_Lobby_Touch_2,0.3,,
30067,touch,1.0,9.0,72,1,0,expression_0,Locale_Character:72_speech_03,c072_Lobby_Touch_3,0.4,,
