id,group_id,balloon_type,speaker,scenario_localkey
event_lastkingdom_balloon_07_01,event_lastkingdom_balloon_07,Normal,marian,Locale_SubScenario:event_lastkingdom_balloon_07_01
event_lastkingdom_balloon_07_02,event_lastkingdom_balloon_07,Normal,marian,Locale_SubScenario:event_lastkingdom_balloon_07_02
event_lastkingdom_balloon_08_01,event_lastkingdom_balloon_08,Normal,kilo,Locale_SubScenario:event_lastkingdom_balloon_08_01
event_lastkingdom_balloon_08_02,event_lastkingdom_balloon_08,Frame,talos,Locale_SubScenario:event_lastkingdom_balloon_08_02
event_lastkingdom_balloon_08_03,event_lastkingdom_balloon_08,Normal,kilo,Locale_SubScenario:event_lastkingdom_balloon_08_03
event_lastkingdom_balloon_08_04,event_lastkingdom_balloon_08,Frame,talos,Locale_SubScenario:event_lastkingdom_balloon_08_04
event_lastkingdom_balloon_09_01,event_lastkingdom_balloon_09,Normal,chime,Locale_SubScenario:event_lastkingdom_balloon_09_01
event_lastkingdom_balloon_09_02,event_lastkingdom_balloon_09,Normal,chime,Locale_SubScenario:event_lastkingdom_balloon_09_02
event_lastkingdom_balloon_10_01,event_lastkingdom_balloon_10,Normal,marian,Locale_SubScenario:event_lastkingdom_balloon_10_01
event_lastkingdom_balloon_10_02,event_lastkingdom_balloon_10,Normal,marian,Locale_SubScenario:event_lastkingdom_balloon_10_02
event_lastkingdom_balloon_11_01,event_lastkingdom_balloon_11,Normal,kilo,Locale_SubScenario:event_lastkingdom_balloon_11_01
event_lastkingdom_balloon_11_02,event_lastkingdom_balloon_11,Frame,talos,Locale_SubScenario:event_lastkingdom_balloon_11_02
event_lastkingdom_balloon_11_03,event_lastkingdom_balloon_11,Normal,kilo,Locale_SubScenario:event_lastkingdom_balloon_11_03
event_lastkingdom_balloon_11_04,event_lastkingdom_balloon_11,Frame,talos,Locale_SubScenario:event_lastkingdom_balloon_11_04
event_lastkingdom_balloon_12_01,event_lastkingdom_balloon_12,Normal,chime,Locale_SubScenario:event_lastkingdom_balloon_12_01
event_lastkingdom_balloon_12_02,event_lastkingdom_balloon_12,Normal,chime,Locale_SubScenario:event_lastkingdom_balloon_12_02
event_lastkingdom_balloon_13_01,event_lastkingdom_balloon_13,Normal,marian,Locale_SubScenario:event_lastkingdom_balloon_13_01
event_lastkingdom_balloon_13_02,event_lastkingdom_balloon_13,Normal,marian,Locale_SubScenario:event_lastkingdom_balloon_13_02
event_lastkingdom_balloon_14_01,event_lastkingdom_balloon_14,Normal,kilo,Locale_SubScenario:event_lastkingdom_balloon_14_01
event_lastkingdom_balloon_14_02,event_lastkingdom_balloon_14,Frame,talos,Locale_SubScenario:event_lastkingdom_balloon_14_02
event_lastkingdom_balloon_14_03,event_lastkingdom_balloon_14,Normal,kilo,Locale_SubScenario:event_lastkingdom_balloon_14_03
event_lastkingdom_balloon_14_04,event_lastkingdom_balloon_14,Frame,talos,Locale_SubScenario:event_lastkingdom_balloon_14_04
event_lastkingdom_balloon_15_01,event_lastkingdom_balloon_15,Normal,marian,Locale_SubScenario:event_lastkingdom_balloon_15_01
event_lastkingdom_balloon_15_02,event_lastkingdom_balloon_15,Normal,marian,Locale_SubScenario:event_lastkingdom_balloon_15_02
event_lastkingdom_balloon_16_01,event_lastkingdom_balloon_16,Normal,kilo,Locale_SubScenario:event_lastkingdom_balloon_16_01
event_lastkingdom_balloon_16_02,event_lastkingdom_balloon_16,Frame,talos,Locale_SubScenario:event_lastkingdom_balloon_16_02
event_lastkingdom_balloon_16_03,event_lastkingdom_balloon_16,Normal,kilo,Locale_SubScenario:event_lastkingdom_balloon_16_03
event_lastkingdom_balloon_16_04,event_lastkingdom_balloon_16,Frame,talos,Locale_SubScenario:event_lastkingdom_balloon_16_04
event_lastkingdom_balloon_17_01,event_lastkingdom_balloon_17,Normal,marian,Locale_SubScenario:event_lastkingdom_balloon_17_01
event_lastkingdom_balloon_17_02,event_lastkingdom_balloon_17,Normal,marian,Locale_SubScenario:event_lastkingdom_balloon_17_02
event_lastkingdom_balloon_18_01,event_lastkingdom_balloon_18,Normal,kilo,Locale_SubScenario:event_lastkingdom_balloon_18_01
event_lastkingdom_balloon_18_02,event_lastkingdom_balloon_18,Frame,talos,Locale_SubScenario:event_lastkingdom_balloon_18_02
event_lastkingdom_balloon_18_03,event_lastkingdom_balloon_18,Normal,kilo,Locale_SubScenario:event_lastkingdom_balloon_18_03
event_lastkingdom_balloon_18_04,event_lastkingdom_balloon_18,Frame,talos,Locale_SubScenario:event_lastkingdom_balloon_18_04
event_lastkingdom_balloon_19_01,event_lastkingdom_balloon_19,Normal,hongryeon,Locale_SubScenario:event_lastkingdom_balloon_19_01
event_lastkingdom_balloon_19_02,event_lastkingdom_balloon_19,Normal,hongryeon,Locale_SubScenario:event_lastkingdom_balloon_19_02
event_lastkingdom_balloon_20_01,event_lastkingdom_balloon_20,Normal,snowwhite,Locale_SubScenario:event_lastkingdom_balloon_20_01
event_lastkingdom_balloon_20_02,event_lastkingdom_balloon_20,Normal,snowwhite,Locale_SubScenario:event_lastkingdom_balloon_20_02
event_lastkingdom_balloon_21_01,event_lastkingdom_balloon_21,Normal,rapunzel,Locale_SubScenario:event_lastkingdom_balloon_21_01
event_lastkingdom_balloon_21_02,event_lastkingdom_balloon_21,Normal,rapunzel,Locale_SubScenario:event_lastkingdom_balloon_21_02
event_lastkingdom_balloon_22_01,event_lastkingdom_balloon_22,Normal,rapunzel,Locale_SubScenario:event_lastkingdom_balloon_22_01
event_lastkingdom_balloon_22_02,event_lastkingdom_balloon_22,Normal,rapunzel,Locale_SubScenario:event_lastkingdom_balloon_22_02
event_lastkingdom_balloon_23_01,event_lastkingdom_balloon_23,Shouting,chime,Locale_SubScenario:event_lastkingdom_balloon_23_01
event_lastkingdom_balloon_23_02,event_lastkingdom_balloon_23,Shouting,chime,Locale_SubScenario:event_lastkingdom_balloon_23_02
event_lastkingdom_balloon_24_01,event_lastkingdom_balloon_24,Normal,chime,Locale_SubScenario:event_lastkingdom_balloon_24_01
event_lastkingdom_balloon_24_02,event_lastkingdom_balloon_24,Normal,chime,Locale_SubScenario:event_lastkingdom_balloon_24_02
event_lastkingdom_balloon_25_01,event_lastkingdom_balloon_25,Normal,marian,Locale_SubScenario:event_lastkingdom_balloon_25_01
event_lastkingdom_balloon_25_02,event_lastkingdom_balloon_25,Normal,marian,Locale_SubScenario:event_lastkingdom_balloon_25_02
event_lastkingdom_balloon_26_01,event_lastkingdom_balloon_26,Normal,kilo,Locale_SubScenario:event_lastkingdom_balloon_26_01
event_lastkingdom_balloon_26_02,event_lastkingdom_balloon_26,Frame,talos,Locale_SubScenario:event_lastkingdom_balloon_26_02
event_lastkingdom_balloon_26_03,event_lastkingdom_balloon_26,Normal,kilo,Locale_SubScenario:event_lastkingdom_balloon_26_03
event_lastkingdom_balloon_26_04,event_lastkingdom_balloon_26,Frame,talos,Locale_SubScenario:event_lastkingdom_balloon_26_04
event_lastkingdom_balloon_27_01,event_lastkingdom_balloon_27,Normal,hongryeon,Locale_SubScenario:event_lastkingdom_balloon_27_01
event_lastkingdom_balloon_27_02,event_lastkingdom_balloon_27,Normal,hongryeon,Locale_SubScenario:event_lastkingdom_balloon_27_02
event_lastkingdom_balloon_28_01,event_lastkingdom_balloon_28,Normal,snowwhite,Locale_SubScenario:event_lastkingdom_balloon_28_01
event_lastkingdom_balloon_28_02,event_lastkingdom_balloon_28,Normal,snowwhite,Locale_SubScenario:event_lastkingdom_balloon_28_02
event_lastkingdom_balloon_29_01,event_lastkingdom_balloon_29,Normal,rapunzel,Locale_SubScenario:event_lastkingdom_balloon_29_01
event_lastkingdom_balloon_29_02,event_lastkingdom_balloon_29,Normal,rapunzel,Locale_SubScenario:event_lastkingdom_balloon_29_02
event_lastkingdom_balloon_30_01,event_lastkingdom_balloon_30,Shouting,chime,Locale_SubScenario:event_lastkingdom_balloon_30_01
event_lastkingdom_balloon_30_02,event_lastkingdom_balloon_30,Shouting,chime,Locale_SubScenario:event_lastkingdom_balloon_30_02
event_lastkingdom_balloon_31_01,event_lastkingdom_balloon_31,Normal,marian,Locale_SubScenario:event_lastkingdom_balloon_31_01
event_lastkingdom_balloon_31_02,event_lastkingdom_balloon_31,Normal,marian,Locale_SubScenario:event_lastkingdom_balloon_31_02
event_lastkingdom_balloon_32_01,event_lastkingdom_balloon_32,Normal,kilo,Locale_SubScenario:event_lastkingdom_balloon_32_01
event_lastkingdom_balloon_32_02,event_lastkingdom_balloon_32,Frame,talos,Locale_SubScenario:event_lastkingdom_balloon_32_02
event_lastkingdom_balloon_32_03,event_lastkingdom_balloon_32,Normal,kilo,Locale_SubScenario:event_lastkingdom_balloon_32_03
event_lastkingdom_balloon_32_04,event_lastkingdom_balloon_32,Frame,talos,Locale_SubScenario:event_lastkingdom_balloon_32_04
event_lastkingdom_balloon_33_01,event_lastkingdom_balloon_33,Normal,chime,Locale_SubScenario:event_lastkingdom_balloon_33_01
event_lastkingdom_balloon_33_02,event_lastkingdom_balloon_33,Normal,chime,Locale_SubScenario:event_lastkingdom_balloon_33_02
event_goldencoinrush_balloon_01_01,event_goldencoinrush_balloon_01,Normal,blanc,Locale_SubScenario:event_goldencoinrush_balloon_01_01
event_goldencoinrush_balloon_01_02,event_goldencoinrush_balloon_01,Normal,blanc,Locale_SubScenario:event_goldencoinrush_balloon_01_02
event_goldencoinrush_balloon_02_01,event_goldencoinrush_balloon_02,Normal,noir,Locale_SubScenario:event_goldencoinrush_balloon_02_01
event_goldencoinrush_balloon_02_02,event_goldencoinrush_balloon_02,Normal,noir,Locale_SubScenario:event_goldencoinrush_balloon_02_02
event_goldencoinrush_balloon_03_01,event_goldencoinrush_balloon_03,Normal,rouge,Locale_SubScenario:event_goldencoinrush_balloon_03_01
event_goldencoinrush_balloon_03_02,event_goldencoinrush_balloon_03,Normal,rouge,Locale_SubScenario:event_goldencoinrush_balloon_03_02
event_goldencoinrush_balloon_04_01,event_goldencoinrush_balloon_04,Normal,rouge,Locale_SubScenario:event_goldencoinrush_balloon_04_01
event_goldencoinrush_balloon_04_02,event_goldencoinrush_balloon_04,Normal,rouge,Locale_SubScenario:event_goldencoinrush_balloon_04_02
event_goldencoinrush_balloon_05_01,event_goldencoinrush_balloon_05,Normal,mustang,Locale_SubScenario:event_goldencoinrush_balloon_05_01
event_goldencoinrush_balloon_05_02,event_goldencoinrush_balloon_05,Normal,mustang,Locale_SubScenario:event_goldencoinrush_balloon_05_02
event_goldencoinrush_balloon_06_01,event_goldencoinrush_balloon_06,Normal,soda,Locale_SubScenario:event_goldencoinrush_balloon_06_01
event_goldencoinrush_balloon_06_02,event_goldencoinrush_balloon_06,Normal,soda,Locale_SubScenario:event_goldencoinrush_balloon_06_02
event_goldencoinrush_balloon_07_01,event_goldencoinrush_balloon_07,Normal,alice,Locale_SubScenario:event_goldencoinrush_balloon_07_01
event_goldencoinrush_balloon_07_02,event_goldencoinrush_balloon_07,Normal,alice,Locale_SubScenario:event_goldencoinrush_balloon_07_02
event_goldencoinrush_balloon_08_01,event_goldencoinrush_balloon_08,Normal,volume,Locale_SubScenario:event_goldencoinrush_balloon_08_01
event_goldencoinrush_balloon_08_02,event_goldencoinrush_balloon_08,Normal,volume,Locale_SubScenario:event_goldencoinrush_balloon_08_02
event_goldencoinrush_balloon_09_01,event_goldencoinrush_balloon_09,Normal,folkwang,Locale_SubScenario:event_goldencoinrush_balloon_09_01
event_goldencoinrush_balloon_09_02,event_goldencoinrush_balloon_09,Normal,folkwang,Locale_SubScenario:event_goldencoinrush_balloon_09_02
event_goldencoinrush_balloon_10_01,event_goldencoinrush_balloon_10,Normal,milk,Locale_SubScenario:event_goldencoinrush_balloon_10_01
event_goldencoinrush_balloon_10_02,event_goldencoinrush_balloon_10,Normal,milk,Locale_SubScenario:event_goldencoinrush_balloon_10_02
event_goldencoinrush_balloon_11_01,event_goldencoinrush_balloon_11,Normal,mary,Locale_SubScenario:event_goldencoinrush_balloon_11_01
event_goldencoinrush_balloon_11_02,event_goldencoinrush_balloon_11,Normal,mary,Locale_SubScenario:event_goldencoinrush_balloon_11_02
event_goldencoinrush_balloon_12_01,event_goldencoinrush_balloon_12,Normal,rupee,Locale_SubScenario:event_goldencoinrush_balloon_12_01
event_goldencoinrush_balloon_12_02,event_goldencoinrush_balloon_12,Normal,rupee,Locale_SubScenario:event_goldencoinrush_balloon_12_02
event_goldencoinrush_balloon_13_01,event_goldencoinrush_balloon_13,Normal,mustang,Locale_SubScenario:event_goldencoinrush_balloon_13_01
event_goldencoinrush_balloon_13_02,event_goldencoinrush_balloon_13,Normal,mustang,Locale_SubScenario:event_goldencoinrush_balloon_13_02
event_goldencoinrush_balloon_14_01,event_goldencoinrush_balloon_14,Normal,milk,Locale_SubScenario:event_goldencoinrush_balloon_14_01
event_goldencoinrush_balloon_14_02,event_goldencoinrush_balloon_14,Normal,milk,Locale_SubScenario:event_goldencoinrush_balloon_14_02
event_goldencoinrush_balloon_15_01,event_goldencoinrush_balloon_15,Normal,sugar,Locale_SubScenario:event_goldencoinrush_balloon_15_01
event_goldencoinrush_balloon_15_02,event_goldencoinrush_balloon_15,Normal,sugar,Locale_SubScenario:event_goldencoinrush_balloon_15_02
event_goldencoinrush_balloon_16_01,event_goldencoinrush_balloon_16,Normal,mustang,Locale_SubScenario:event_goldencoinrush_balloon_16_01
event_goldencoinrush_balloon_16_02,event_goldencoinrush_balloon_16,Normal,mustang,Locale_SubScenario:event_goldencoinrush_balloon_16_02
event_goldencoinrush_balloon_17_01,event_goldencoinrush_balloon_17,Normal,rupee,Locale_SubScenario:event_goldencoinrush_balloon_17_01
event_goldencoinrush_balloon_17_02,event_goldencoinrush_balloon_17,Normal,rupee,Locale_SubScenario:event_goldencoinrush_balloon_17_02
event_goldencoinrush_balloon_18_01,event_goldencoinrush_balloon_18,Normal,soda,Locale_SubScenario:event_goldencoinrush_balloon_18_01
event_goldencoinrush_balloon_18_02,event_goldencoinrush_balloon_18,Normal,soda,Locale_SubScenario:event_goldencoinrush_balloon_18_02
event_goldencoinrush_balloon_19_01,event_goldencoinrush_balloon_19,Normal,alice,Locale_SubScenario:event_goldencoinrush_balloon_19_01
event_goldencoinrush_balloon_19_02,event_goldencoinrush_balloon_19,Normal,alice,Locale_SubScenario:event_goldencoinrush_balloon_19_02
event_goldencoinrush_balloon_20_01,event_goldencoinrush_balloon_20,Normal,folkwang,Locale_SubScenario:event_goldencoinrush_balloon_20_01
event_goldencoinrush_balloon_20_02,event_goldencoinrush_balloon_20,Normal,folkwang,Locale_SubScenario:event_goldencoinrush_balloon_20_02
event_goldencoinrush_balloon_21_01,event_goldencoinrush_balloon_21,Normal,noise,Locale_SubScenario:event_goldencoinrush_balloon_21_01
event_goldencoinrush_balloon_21_02,event_goldencoinrush_balloon_21,Normal,noise,Locale_SubScenario:event_goldencoinrush_balloon_21_02
event_goldencoinrush_balloon_22_01,event_goldencoinrush_balloon_22,Normal,novel,Locale_SubScenario:event_goldencoinrush_balloon_22_01
event_goldencoinrush_balloon_22_02,event_goldencoinrush_balloon_22,Normal,novel,Locale_SubScenario:event_goldencoinrush_balloon_22_02
event_goldencoinrush_balloon_23_01,event_goldencoinrush_balloon_23,Normal,folkwang,Locale_SubScenario:event_goldencoinrush_balloon_23_01
event_goldencoinrush_balloon_23_02,event_goldencoinrush_balloon_23,Normal,folkwang,Locale_SubScenario:event_goldencoinrush_balloon_23_02
event_goldencoinrush_balloon_24_01,event_goldencoinrush_balloon_24,Normal,soda,Locale_SubScenario:event_goldencoinrush_balloon_24_01
event_goldencoinrush_balloon_24_02,event_goldencoinrush_balloon_24,Normal,soda,Locale_SubScenario:event_goldencoinrush_balloon_24_02
event_goldencoinrush_balloon_25_01,event_goldencoinrush_balloon_25,Normal,alice,Locale_SubScenario:event_goldencoinrush_balloon_25_01
event_goldencoinrush_balloon_25_02,event_goldencoinrush_balloon_25,Normal,alice,Locale_SubScenario:event_goldencoinrush_balloon_25_02
event_goldencoinrush_balloon_26_01,event_goldencoinrush_balloon_26,Normal,volume,Locale_SubScenario:event_goldencoinrush_balloon_26_01
event_goldencoinrush_balloon_26_02,event_goldencoinrush_balloon_26,Normal,volume,Locale_SubScenario:event_goldencoinrush_balloon_26_02
event_goldencoinrush_balloon_27_01,event_goldencoinrush_balloon_27,Normal,aria,Locale_SubScenario:event_goldencoinrush_balloon_27_01
event_goldencoinrush_balloon_27_02,event_goldencoinrush_balloon_27,Normal,aria,Locale_SubScenario:event_goldencoinrush_balloon_27_02
event_goldencoinrush_balloon_28_01,event_goldencoinrush_balloon_28,Normal,noise,Locale_SubScenario:event_goldencoinrush_balloon_28_01
event_goldencoinrush_balloon_28_02,event_goldencoinrush_balloon_28,Normal,noise,Locale_SubScenario:event_goldencoinrush_balloon_28_02
event_goldencoinrush_balloon_29_01,event_goldencoinrush_balloon_29,Normal,mustang,Locale_SubScenario:event_goldencoinrush_balloon_29_01
event_goldencoinrush_balloon_29_02,event_goldencoinrush_balloon_29,Normal,mustang,Locale_SubScenario:event_goldencoinrush_balloon_29_02
event_goldencoinrush_balloon_30_01,event_goldencoinrush_balloon_30,Normal,soda,Locale_SubScenario:event_goldencoinrush_balloon_30_01
event_goldencoinrush_balloon_30_02,event_goldencoinrush_balloon_30,Normal,soda,Locale_SubScenario:event_goldencoinrush_balloon_30_02
event_goldencoinrush_balloon_31_01,event_goldencoinrush_balloon_31,Normal,alice,Locale_SubScenario:event_goldencoinrush_balloon_31_01
event_goldencoinrush_balloon_31_02,event_goldencoinrush_balloon_31,Normal,alice,Locale_SubScenario:event_goldencoinrush_balloon_31_02
event_goldencoinrush_balloon_32_01,event_goldencoinrush_balloon_32,Normal,milk,Locale_SubScenario:event_goldencoinrush_balloon_32_01
event_goldencoinrush_balloon_32_02,event_goldencoinrush_balloon_32,Normal,milk,Locale_SubScenario:event_goldencoinrush_balloon_32_02
event_goldencoinrush_balloon_33_01,event_goldencoinrush_balloon_33,Normal,rupee,Locale_SubScenario:event_goldencoinrush_balloon_33_01
event_goldencoinrush_balloon_33_02,event_goldencoinrush_balloon_33,Normal,rupee,Locale_SubScenario:event_goldencoinrush_balloon_33_02
event_goldencoinrush_balloon_34_01,event_goldencoinrush_balloon_34,Normal,folkwang,Locale_SubScenario:event_goldencoinrush_balloon_34_01
event_goldencoinrush_balloon_34_02,event_goldencoinrush_balloon_34,Normal,folkwang,Locale_SubScenario:event_goldencoinrush_balloon_34_02
event_goldencoinrush_balloon_35_01,event_goldencoinrush_balloon_35,Normal,volume,Locale_SubScenario:event_goldencoinrush_balloon_35_01
event_goldencoinrush_balloon_35_02,event_goldencoinrush_balloon_35,Normal,volume,Locale_SubScenario:event_goldencoinrush_balloon_35_02
event_goldencoinrush_balloon_36_01,event_goldencoinrush_balloon_36,Normal,rupee,Locale_SubScenario:event_goldencoinrush_balloon_36_01
event_goldencoinrush_balloon_36_02,event_goldencoinrush_balloon_36,Normal,rupee,Locale_SubScenario:event_goldencoinrush_balloon_36_02
event_goldencoinrush_balloon_37_01,event_goldencoinrush_balloon_37,Normal,mary,Locale_SubScenario:event_goldencoinrush_balloon_37_01
event_goldencoinrush_balloon_37_02,event_goldencoinrush_balloon_37,Normal,mary,Locale_SubScenario:event_goldencoinrush_balloon_37_02
event_goldencoinrush_balloon_38_01,event_goldencoinrush_balloon_38,Normal,ludmilla,Locale_SubScenario:event_goldencoinrush_balloon_38_01
event_goldencoinrush_balloon_38_02,event_goldencoinrush_balloon_38,Normal,ludmilla,Locale_SubScenario:event_goldencoinrush_balloon_38_02
event_goldencoinrush_balloon_39_01,event_goldencoinrush_balloon_39,Normal,staff,Locale_SubScenario:event_goldencoinrush_balloon_39_01
event_goldencoinrush_balloon_39_02,event_goldencoinrush_balloon_39,Normal,staff,Locale_SubScenario:event_goldencoinrush_balloon_39_02
event_goldencoinrush_balloon_40_01,event_goldencoinrush_balloon_40,Normal,ludmilla,Locale_SubScenario:event_goldencoinrush_balloon_40_01
event_goldencoinrush_balloon_40_02,event_goldencoinrush_balloon_40,Normal,ludmilla,Locale_SubScenario:event_goldencoinrush_balloon_40_02
event_goldencoinrush_balloon_41_01,event_goldencoinrush_balloon_41,Normal,ludmilla,Locale_SubScenario:event_goldencoinrush_balloon_41_01
event_goldencoinrush_balloon_41_02,event_goldencoinrush_balloon_41,Normal,ludmilla,Locale_SubScenario:event_goldencoinrush_balloon_41_02
event_goldencoinrush_balloon_42_01,event_goldencoinrush_balloon_42,Normal,staff_02,Locale_SubScenario:event_goldencoinrush_balloon_42_01
event_goldencoinrush_balloon_42_02,event_goldencoinrush_balloon_42,Normal,staff_02,Locale_SubScenario:event_goldencoinrush_balloon_42_02
event_goldencoinrush_balloon_43_01,event_goldencoinrush_balloon_43,Normal,novel,Locale_SubScenario:event_goldencoinrush_balloon_43_01
event_goldencoinrush_balloon_43_02,event_goldencoinrush_balloon_43,Normal,novel,Locale_SubScenario:event_goldencoinrush_balloon_43_02
event_goldencoinrush_balloon_44_01,event_goldencoinrush_balloon_44,Normal,novel,Locale_SubScenario:event_goldencoinrush_balloon_44_01
event_goldencoinrush_balloon_44_02,event_goldencoinrush_balloon_44,Normal,novel,Locale_SubScenario:event_goldencoinrush_balloon_44_02
event_goldencoinrush_balloon_45_01,event_goldencoinrush_balloon_45,Normal,novel,Locale_SubScenario:event_goldencoinrush_balloon_45_01
event_goldencoinrush_balloon_45_02,event_goldencoinrush_balloon_45,Normal,novel,Locale_SubScenario:event_goldencoinrush_balloon_45_02
event_goldencoinrush_balloon_46_01,event_goldencoinrush_balloon_46,Normal,alice,Locale_SubScenario:event_goldencoinrush_balloon_46_01
event_goldencoinrush_balloon_46_02,event_goldencoinrush_balloon_46,Normal,alice,Locale_SubScenario:event_goldencoinrush_balloon_46_02
event_goldencoinrush_balloon_47_01,event_goldencoinrush_balloon_47,Normal,ludmilla,Locale_SubScenario:event_goldencoinrush_balloon_47_01
event_goldencoinrush_balloon_47_02,event_goldencoinrush_balloon_47,Normal,ludmilla,Locale_SubScenario:event_goldencoinrush_balloon_47_02
event_goldencoinrush_balloon_48_01,event_goldencoinrush_balloon_48,Normal,alice,Locale_SubScenario:event_goldencoinrush_balloon_48_01
event_goldencoinrush_balloon_48_02,event_goldencoinrush_balloon_48,Normal,alice,Locale_SubScenario:event_goldencoinrush_balloon_48_02
event_goldencoinrush_balloon_49_01,event_goldencoinrush_balloon_49,Normal,ludmilla,Locale_SubScenario:event_goldencoinrush_balloon_49_01
event_goldencoinrush_balloon_49_02,event_goldencoinrush_balloon_49,Normal,ludmilla,Locale_SubScenario:event_goldencoinrush_balloon_49_02
event_goldencoinrush_balloon_50_01,event_goldencoinrush_balloon_50,Normal,alice,Locale_SubScenario:event_goldencoinrush_balloon_50_01
event_goldencoinrush_balloon_50_02,event_goldencoinrush_balloon_50,Normal,alice,Locale_SubScenario:event_goldencoinrush_balloon_50_02
event_goldencoinrush_balloon_51_01,event_goldencoinrush_balloon_51,Normal,ludmilla,Locale_SubScenario:event_goldencoinrush_balloon_51_01
event_goldencoinrush_balloon_51_02,event_goldencoinrush_balloon_51,Normal,ludmilla,Locale_SubScenario:event_goldencoinrush_balloon_51_02
event_beautyfullshot_01_01,event_beautyfullshot_balloon_01,Shouting,neon,Locale_SubScenario:event_beautyfullshot_01_01
event_beautyfullshot_01_02,event_beautyfullshot_balloon_01,Normal,neon,Locale_SubScenario:event_beautyfullshot_01_02
event_beautyfullshot_02_01,event_beautyfullshot_balloon_02,Normal,anis,Locale_SubScenario:event_beautyfullshot_02_01
event_beautyfullshot_02_02,event_beautyfullshot_balloon_02,Normal,anis,Locale_SubScenario:event_beautyfullshot_02_02
event_beautyfullshot_03_01,event_beautyfullshot_balloon_03,Normal,rapi,Locale_SubScenario:event_beautyfullshot_03_01
event_beautyfullshot_03_02,event_beautyfullshot_balloon_03,Normal,rapi,Locale_SubScenario:event_beautyfullshot_03_02
event_beautyfullshot_04_01,event_beautyfullshot_balloon_04,Normal,sakura,Locale_SubScenario:event_beautyfullshot_04_01
event_beautyfullshot_04_02,event_beautyfullshot_balloon_04,Normal,sakura,Locale_SubScenario:event_beautyfullshot_04_02
event_beautyfullshot_05_01,event_beautyfullshot_balloon_05,Normal,rosanna,Locale_SubScenario:event_beautyfullshot_05_01
event_beautyfullshot_05_02,event_beautyfullshot_balloon_05,Normal,rosanna,Locale_SubScenario:event_beautyfullshot_05_02
event_beautyfullshot_06_01,event_beautyfullshot_balloon_06,Shouting,jackal,Locale_SubScenario:event_beautyfullshot_06_01
event_beautyfullshot_06_02,event_beautyfullshot_balloon_06,Shouting,jackal,Locale_SubScenario:event_beautyfullshot_06_02
event_beautyfullshot_07_01,event_beautyfullshot_balloon_07,Shouting,jackal,Locale_SubScenario:event_beautyfullshot_07_01
event_beautyfullshot_07_02,event_beautyfullshot_balloon_07,Normal,jackal,Locale_SubScenario:event_beautyfullshot_07_02
event_beautyfullshot_08_01,event_beautyfullshot_balloon_08,Normal,guilty,Locale_SubScenario:event_beautyfullshot_08_01
event_beautyfullshot_08_02,event_beautyfullshot_balloon_08,Normal,guilty,Locale_SubScenario:event_beautyfullshot_08_02
event_beautyfullshot_09_01,event_beautyfullshot_balloon_09,Normal,sakura,Locale_SubScenario:event_beautyfullshot_09_01
event_beautyfullshot_09_02,event_beautyfullshot_balloon_09,Normal,sakura,Locale_SubScenario:event_beautyfullshot_09_02
event_beautyfullshot_10_01,event_beautyfullshot_balloon_10,Normal,rosanna,Locale_SubScenario:event_beautyfullshot_10_01
event_beautyfullshot_10_02,event_beautyfullshot_balloon_10,Normal,rosanna,Locale_SubScenario:event_beautyfullshot_10_02
event_beautyfullshot_11_01,event_beautyfullshot_balloon_11,Normal,jackal,Locale_SubScenario:event_beautyfullshot_11_01
event_beautyfullshot_11_02,event_beautyfullshot_balloon_11,Normal,jackal,Locale_SubScenario:event_beautyfullshot_11_02
event_beautyfullshot_12_01,event_beautyfullshot_balloon_12,Normal,rapi,Locale_SubScenario:event_beautyfullshot_12_01
event_beautyfullshot_12_02,event_beautyfullshot_balloon_12,Normal,rapi,Locale_SubScenario:event_beautyfullshot_12_02
event_beautyfullshot_13_01,event_beautyfullshot_balloon_13,Normal,anis,Locale_SubScenario:event_beautyfullshot_13_01
event_beautyfullshot_13_02,event_beautyfullshot_balloon_13,Normal,anis,Locale_SubScenario:event_beautyfullshot_13_02
event_beautyfullshot_14_01,event_beautyfullshot_balloon_14,Shouting,neon,Locale_SubScenario:event_beautyfullshot_14_01
event_beautyfullshot_14_02,event_beautyfullshot_balloon_14,Normal,neon,Locale_SubScenario:event_beautyfullshot_14_02
event_beautyfullshot_15_01,event_beautyfullshot_balloon_15,Shouting,anis,Locale_SubScenario:event_beautyfullshot_15_01
event_beautyfullshot_15_02,event_beautyfullshot_balloon_15,Normal,anis,Locale_SubScenario:event_beautyfullshot_15_02
event_beautyfullshot_16_01,event_beautyfullshot_balloon_16,Normal,rapi,Locale_SubScenario:event_beautyfullshot_16_01
event_beautyfullshot_16_02,event_beautyfullshot_balloon_16,Normal,rapi,Locale_SubScenario:event_beautyfullshot_16_02
event_beautyfullshot_17_01,event_beautyfullshot_balloon_17,Shouting,guilty,Locale_SubScenario:event_beautyfullshot_17_01
event_beautyfullshot_17_02,event_beautyfullshot_balloon_17,Normal,guilty,Locale_SubScenario:event_beautyfullshot_17_02
event_beautyfullshot_18_01,event_beautyfullshot_balloon_18,Normal,sakura,Locale_SubScenario:event_beautyfullshot_18_01
event_beautyfullshot_18_02,event_beautyfullshot_balloon_18,Normal,sakura,Locale_SubScenario:event_beautyfullshot_18_02
event_beautyfullshot_19_01,event_beautyfullshot_balloon_19,Normal,jackal,Locale_SubScenario:event_beautyfullshot_19_01
